Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M
TCGA-BH-A18V-01A-11D-A12B-09	21	47	46	0	0	10	1	16	0	30	54	15	0
TCGA-BH-A1EN-01A-11D-A17G-09	5	0	8	20	4	0	4	4	8	1	6	15	3
TCGA-BH-A1EO-01A-11D-A135-09	3	0	0	17	0	4	4	0	5	0	4	2	3
TCGA-BH-A1ES-01A-11D-A135-09	1	2	0	0	2	1	3	0	1	0	0	4	3
TCGA-BH-A1ET-01A-11D-A135-09	1	0	0	7	4	2	1	0	6	6	5	0	3
TCGA-BH-A1EU-01A-11D-A135-09	0	0	2	0	6	10	1	3	0	0	0	0	0
TCGA-BH-A1EV-01A-11D-A135-09	21	17	15	12	3	0	18	12	0	0	16	0	0
TCGA-BH-A1EW-01A-11D-A135-09	2	0	0	0	1	2	1	6	2	0	0	0	0
TCGA-BH-A1EX-01A-11D-A13L-09	0	0	0	4	7	3	5	0	0	0	4	2	0
TCGA-BH-A1EY-01A-11D-A13L-09	4	6	7	6	4	7	6	2	4	0	6	0	1
TCGA-BH-A1F0-01A-11D-A135-09	1	8	10	7	8	2	4	10	11	5	14	1	7
TCGA-BH-A1F2-01A-31D-A13L-09	8	2	9	21	1	4	2	0	5	6	4	1	1
TCGA-BH-A1F5-01A-12D-A13L-09	3	0	0	8	0	3	4	5	8	1	3	10	1
TCGA-BH-A1F6-01A-11D-A13L-09	1	2	6	7	3	9	1	4	1	0	5	11	0
TCGA-BH-A1F8-01A-11D-A13L-09	63	35	23	5	0	18	10	23	4	8	0	0	0
TCGA-BH-A1FC-01A-11D-A13L-09	11	16	0	21	10	11	7	5	4	3	13	5	9
TCGA-BH-A1FD-01A-11W-A14Q-09	1	0	5	10	2	0	1	0	3	0	0	20	3
TCGA-BH-A1FE-01A-11D-A13L-09	3	0	3	2	0	0	3	1	4	2	0	5	2
TCGA-BH-A1FG-01A-11D-A13L-09	0	0	3	4	1	6	1	1	1	0	0	10	0
TCGA-BH-A1FH-01A-12D-A13L-09	0	0	0	1	0	19	0	7	1	0	0	0	0
TCGA-BH-A1FJ-01A-11D-A13L-09	2	0	0	3	0	23	0	4	6	0	0	0	2
TCGA-BH-A1FL-01A-11D-A13L-09	2	0	0	4	2	0	1	3	5	0	1	5	2
TCGA-BH-A1FM-01A-11D-A13L-09	8	5	7	10	0	9	8	3	4	0	5	0	4
TCGA-BH-A1FN-01A-11D-A13L-09	29	32	17	3	3	6	1	0	11	12	6	15	10
TCGA-BH-A1FR-01A-11D-A13L-09	0	1	0	6	0	2	1	1	0	0	4	0	2
TCGA-BH-A1FU-01A-11D-A14G-09	2	10	13	8	18	1	10	11	8	3	20	11	6
TCGA-BH-A201-01A-11D-A14K-09	2	0	0	2	9	0	3	0	1	5	2	0	0
TCGA-BH-A202-01A-11D-A14K-09	3	0	0	4	2	4	1	0	1	8	6	0	1
TCGA-BH-A203-01A-12D-A167-09	7	9	0	24	9	8	13	1	9	0	6	1	5
TCGA-BH-A204-01A-11D-A159-09	1	3	0	10	2	2	4	4	4	8	3	5	8
TCGA-BH-A208-01A-11D-A159-09	15	21	5	5	2	11	4	9	7	0	8	2	1
TCGA-BH-A209-01A-11D-A17G-09	27	25	47	0	0	4	8	16	0	0	0	0	1
TCGA-BH-A28Q-01A-11D-A16D-09	2	2	0	12	0	0	0	0	5	0	1	2	5
TCGA-BH-A2L8-01A-11D-A18P-09	204	174	104	0	0	0	8	89	0	0	0	0	0
TCGA-BH-A42U-01A-12D-A243-09	5	3	0	0	0	6	3	6	0	0	0	0	6
TCGA-BH-A42V-01A-11D-A243-09	15	13	0	2	0	7	7	8	0	0	0	0	6
TCGA-BH-A5IZ-01A-11D-A27P-09	4	2	15	5	3	20	0	12	2	9	16	0	11
TCGA-BH-A5J0-01A-11D-A27P-09	29	6	19	11	1	1	11	17	0	0	3	0	2
TCGA-BH-A6R8-01A-21D-A33E-09	2	2	2	4	2	15	5	5	0	0	3	0	0
TCGA-BH-A6R9-01A-21D-A32I-09	0	0	0	2	0	1	3	2	1	4	11	0	0
TCGA-BH-A8FY-01A-11D-A36J-09	1	1	3	5	4	0	0	13	9	3	10	1	6
TCGA-BH-A8FZ-01A-11D-A351-09	4	5	0	10	7	0	2	1	0	16	19	21	7
TCGA-BH-A8G0-01A-11D-A351-09	0	0	0	5	5	0	2	0	1	0	0	6	5
TCGA-BH-AB28-01A-31D-A41F-09	4	0	1	11	7	0	1	2	2	0	0	9	4
TCGA-C8-A12K-01A-21D-A10Y-09	9	43	0	3	8	15	0	9	19	11	30	20	3
TCGA-C8-A12L-01A-11D-A10Y-09	1	3	0	6	3	8	4	0	17	0	14	12	13
TCGA-C8-A12M-01A-11D-A135-09	0	0	2	17	12	5	11	4	9	0	8	5	7
TCGA-C8-A12N-01A-11D-A10Y-09	1	3	0	8	3	0	1	0	4	4	2	1	0
TCGA-C8-A12O-01A-11D-A10Y-09	1	0	0	11	1	16	6	4	0	0	2	0	0
TCGA-C8-A12P-01A-11D-A10Y-09	45	45	24	16	7	8	16	24	3	0	9	2	11
TCGA-C8-A12Q-01A-11D-A10Y-09	33	15	35	5	3	0	15	15	0	0	0	0	7
TCGA-C8-A12T-01A-11D-A10Y-09	57	57	39	2	0	13	9	17	1	7	0	0	0
TCGA-C8-A12U-01A-11D-A10Y-09	4	4	3	10	0	22	0	0	8	0	3	2	3
TCGA-C8-A12V-01A-11D-A10Y-09	1	1	6	0	6	16	3	0	6	0	5	5	3
TCGA-C8-A12W-01A-11D-A10Y-09	2	0	1	16	2	32	10	0	3	0	1	0	5
TCGA-C8-A12X-01A-11D-A10Y-09	0	0	7	21	0	0	6	4	6	0	0	16	5
TCGA-C8-A12Y-01A-11D-A12B-09	5	0	2	15	13	2	3	0	3	1	0	0	5
TCGA-C8-A12Z-01A-11D-A10Y-09	7	9	5	10	4	1	4	9	3	0	6	0	0
TCGA-C8-A130-01A-31D-A10Y-09	3	3	0	12	6	19	7	0	0	0	1	0	0
TCGA-C8-A131-01A-11D-A10Y-09	6	0	0	10	4	0	9	6	6	0	4	7	15
TCGA-C8-A132-01A-31D-A10Y-09	12	17	13	0	0	24	0	2	7	1	3	2	0
TCGA-C8-A133-01A-32D-A12B-09	3	0	0	0	3	5	1	3	6	4	0	4	4
TCGA-C8-A134-01A-11D-A10Y-09	1	7	0	6	6	5	3	0	16	20	25	11	11
TCGA-C8-A135-01A-11D-A10Y-09	4	6	5	21	8	11	7	0	7	0	5	0	6
TCGA-C8-A137-01A-11D-A10Y-09	7	7	9	1	0	19	9	10	0	0	0	0	0
TCGA-C8-A138-01A-11D-A10Y-09	0	0	0	3	0	25	2	4	2	13	0	0	2
TCGA-C8-A1HE-01A-11D-A188-09	17	7	0	6	1	0	4	8	8	0	0	13	2
TCGA-C8-A1HF-01A-11D-A135-09	6	4	5	5	3	0	2	4	2	2	2	6	0
TCGA-C8-A1HG-01A-11D-A135-09	3	2	4	15	5	10	2	11	1	0	6	1	0
TCGA-C8-A1HI-01A-11D-A135-09	6	2	3	0	1	46	1	0	4	0	0	0	0
TCGA-C8-A1HJ-01A-11D-A13L-09	4	8	7	6	15	0	2	0	5	3	45	20	17
TCGA-C8-A1HK-01A-21D-A13L-09	6	18	9	6	4	0	7	0	6	4	8	0	1
TCGA-C8-A1HL-01A-11D-A135-09	0	0	1	9	4	0	1	2	9	0	0	0	6
TCGA-C8-A1HM-01A-12D-A135-09	94	181	75	14	0	0	14	69	0	11	0	0	0
TCGA-C8-A1HN-01A-11D-A135-09	2	2	0	15	4	12	1	0	9	3	8	0	6
TCGA-C8-A1HO-01A-11D-A13L-09	5	0	4	1	3	18	2	0	4	1	1	0	3
TCGA-C8-A26V-01A-11D-A16D-09	18	23	19	10	4	1	8	0	0	0	8	6	0
TCGA-C8-A26W-01A-11D-A16D-09	13	7	5	3	7	0	9	10	3	0	6	3	0
TCGA-C8-A26X-01A-31D-A16D-09	3	0	3	16	2	0	5	2	13	2	7	16	9
TCGA-C8-A26Y-01A-11D-A16D-09	257	259	147	0	0	0	37	91	0	32	0	28	14
TCGA-C8-A26Z-01A-11D-A16D-09	1	0	0	21	0	0	3	4	3	3	8	3	7
TCGA-C8-A273-01A-11D-A16D-09	0	1	0	1	0	11	2	0	3	1	0	0	1
TCGA-C8-A274-01A-11D-A16D-09	101	63	46	12	1	0	13	3	2	0	0	11	7
TCGA-C8-A275-01A-21D-A16D-09	24	31	46	4	0	4	7	24	0	0	0	0	0
TCGA-C8-A278-01A-11D-A167-09	6	3	9	2	0	22	5	0	3	0	0	0	0
TCGA-C8-A27A-01A-11D-A167-09	4	3	0	5	1	11	5	0	3	0	3	2	0
TCGA-C8-A27B-01A-11D-A167-09	10	64	6	5	8	0	5	10	7	4	36	9	7
TCGA-C8-A3M7-01A-12D-A21Q-09	79	21	41	15	0	0	16	42	0	6	0	0	3
TCGA-C8-A3M8-01A-11D-A20S-09	4	2	8	11	8	4	3	0	3	0	9	7	0
TCGA-C8-A8HP-01A-11D-A36J-09	75	71	65	8	0	0	23	24	0	0	0	0	0
TCGA-C8-A8HQ-01A-11D-A36J-09	119	85	80	3	0	15	33	24	0	0	0	0	0
TCGA-C8-A8HR-01A-11D-A36J-09	1	4	3	10	6	0	0	6	0	0	2	26	0
TCGA-C8-A9FZ-01A-11D-A41F-09	2	0	3	12	5	0	0	0	2	2	2	0	3
TCGA-D8-A13Y-01A-11D-A10Y-09	9	4	19	5	2	8	3	12	6	1	7	1	2
TCGA-D8-A13Z-01A-11D-A10Y-09	0	12	3	19	0	0	5	4	8	5	29	18	5
TCGA-D8-A140-01A-11D-A10Y-09	14	0	10	20	10	16	5	23	16	4	0	0	15
TCGA-D8-A141-01A-11D-A10Y-09	0	0	0	4	1	4	1	2	2	0	3	2	1
TCGA-D8-A142-01A-11D-A10Y-09	1	8	15	17	4	57	5	10	12	0	15	3	12
TCGA-D8-A143-01A-11D-A10Y-09	3	2	0	10	1	6	0	2	6	0	14	0	12
TCGA-D8-A145-01A-11D-A10Y-09	1	2	4	14	6	0	0	0	6	0	4	9	2
TCGA-D8-A146-01A-31D-A10Y-09	3	0	0	5	9	6	6	6	3	0	0	4	0
TCGA-D8-A147-01A-11D-A10Y-09	13	33	17	0	11	20	6	23	3	1	38	16	18
TCGA-D8-A1J8-01A-11D-A13L-09	208	145	260	74	75	2	69	48	56	0	0	0	0
TCGA-D8-A1J9-01A-11D-A13L-09	81	67	67	0	0	0	27	9	0	3	0	0	2
TCGA-D8-A1JA-01A-11D-A13L-09	232	329	500	0	0	0	45	50	0	0	0	0	0
TCGA-D8-A1JB-01A-11D-A13L-09	4	4	0	3	3	5	1	0	8	9	4	4	8
TCGA-D8-A1JC-01A-11D-A13L-09	18	17	23	0	0	24	10	24	0	0	0	0	0
TCGA-D8-A1JD-01A-11D-A13L-09	8	12	2	3	5	11	5	0	17	10	17	9	18
TCGA-D8-A1JE-01A-11D-A13L-09	1	1	0	2	2	20	0	1	3	3	0	0	3
TCGA-D8-A1JF-01A-11D-A13L-09	2	3	0	4	10	17	3	0	8	0	2	0	0
TCGA-D8-A1JG-01B-11D-A13L-09	4	8	0	18	0	10	25	2	8	91	0	0	0
TCGA-D8-A1JH-01A-11D-A188-09	1	1	0	5	6	1	1	1	1	0	1	10	3
TCGA-D8-A1JI-01A-11D-A13L-09	0	0	0	2	3	12	3	3	12	0	0	0	3
TCGA-D8-A1JJ-01A-31D-A14K-09	26	6	20	12	5	1	8	4	4	0	3	0	0
TCGA-D8-A1JK-01A-11D-A13L-09	11	13	0	9	25	0	5	16	30	22	0	84	21
TCGA-D8-A1JL-01A-11D-A13L-09	2	8	9	0	17	19	10	4	14	0	21	18	13
TCGA-D8-A1JM-01A-11D-A13L-09	1	2	0	7	1	17	4	2	3	0	1	4	15
TCGA-D8-A1JN-01A-11D-A13L-09	63	30	37	7	0	0	29	38	0	0	0	0	1
TCGA-D8-A1JP-01A-11D-A13L-09	1	7	11	0	11	1	1	13	13	7	31	20	13
TCGA-D8-A1JS-01A-11D-A13L-09	1	0	0	3	2	14	1	3	0	2	0	0	0
TCGA-D8-A1JT-01A-31D-A13L-09	0	1	0	9	0	4	1	2	10	0	4	10	1
TCGA-D8-A1JU-01A-11D-A13L-09	1	0	0	2	4	6	1	0	3	0	1	1	0
TCGA-D8-A1X5-01A-11D-A14G-09	4	1	0	13	12	4	3	1	0	15	0	4	5
TCGA-D8-A1X6-01A-11D-A14K-09	3	0	0	14	3	0	0	0	6	7	7	1	0
TCGA-D8-A1X7-01A-11D-A14K-09	0	2	0	2	1	12	3	7	1	0	1	0	2
TCGA-D8-A1X8-01A-11D-A14K-09	1	2	0	5	0	10	0	2	6	8	0	13	7
TCGA-D8-A1X9-01A-12D-A159-09	2	6	7	0	11	29	0	0	4	16	5	5	23
TCGA-D8-A1XA-01A-11D-A14G-09	0	0	3	5	4	5	0	4	2	0	0	3	0
TCGA-D8-A1XB-01A-11D-A14G-09	5	2	0	12	6	0	3	1	7	0	0	4	3
TCGA-D8-A1XC-01A-11D-A14G-09	0	2	0	10	4	0	1	5	7	3	0	3	0
TCGA-D8-A1XF-01A-11D-A14G-09	0	3	0	15	3	0	10	9	2	0	0	5	11
TCGA-D8-A1XG-01A-11D-A14G-09	0	0	1	3	7	0	2	0	5	0	5	5	4
TCGA-D8-A1XJ-01A-11D-A14K-09	21	0	1	9	2	33	12	18	7	0	0	0	1
TCGA-D8-A1XK-01A-21D-A14K-09	4	8	0	81	916	63	15	0	0	0	0	182	0
TCGA-D8-A1XL-01A-11D-A14K-09	4	7	0	6	15	9	4	1	4	10	26	10	14
TCGA-D8-A1XM-01A-21D-A14K-09	11	4	1	6	0	20	12	10	2	0	0	0	0
TCGA-D8-A1XO-01A-11D-A14K-09	4	1	0	4	0	3	0	1	2	0	0	13	0
TCGA-D8-A1XQ-01A-11D-A14K-09	20	28	6	125	396	173	36	0	109	0	67	0	38
TCGA-D8-A1XR-01A-11D-A14K-09	2	0	1	7	7	0	1	3	4	0	0	4	0
TCGA-D8-A1XS-01A-11D-A14K-09	3	1	0	5	0	1	5	1	1	0	0	6	5
TCGA-D8-A1XT-01A-11D-A14K-09	1	2	2	12	0	0	2	7	4	0	5	1	4
TCGA-D8-A1XU-01A-11D-A14K-09	8	1	0	5	1	0	0	3	2	0	2	5	4
TCGA-D8-A1XV-01A-11D-A14K-09	1	2	4	4	1	22	0	0	2	0	0	0	2
TCGA-D8-A1XW-01A-11D-A14K-09	7	7	9	1	7	21	3	1	10	0	30	18	8
TCGA-D8-A1XY-01A-11D-A14K-09	3	2	0	22	4	3	2	7	2	3	0	4	6
TCGA-D8-A1XZ-01A-11D-A14K-09	1	4	16	29	0	2	7	1	16	0	6	0	5
TCGA-D8-A1Y0-01A-11D-A14K-09	2	9	8	0	6	18	2	5	0	14	7	4	7
TCGA-D8-A1Y1-01A-21D-A14K-09	17	1	0	79	21	108	14	0	5	0	0	0	0
TCGA-D8-A1Y2-01A-11D-A159-09	5	3	0	4	1	6	2	0	0	0	0	0	1
TCGA-D8-A1Y3-01A-11D-A159-09	3	0	0	15	3	15	4	0	6	0	7	10	0
TCGA-D8-A27E-01A-11D-A16D-09	0	0	1	1	1	0	1	1	2	0	2	0	5
TCGA-D8-A27F-01A-11D-A16D-09	2	10	3	3	4	8	1	0	8	7	15	7	5
TCGA-D8-A27G-01A-11D-A16D-09	399	376	110	0	0	0	51	156	0	0	0	0	0
TCGA-D8-A27I-01A-11D-A16D-09	4	3	0	3	2	16	2	0	0	3	2	1	1
TCGA-D8-A27K-01A-11D-A16D-09	0	2	0	5	1	7	1	0	5	0	1	2	0
TCGA-D8-A27L-01A-11D-A16D-09	11	1	16	4	0	2	3	12	1	0	0	0	1
TCGA-D8-A27M-01A-11D-A16D-09	1	12	2	11	3	0	6	3	5	5	20	3	8
TCGA-D8-A27N-01A-11D-A16D-09	2	2	0	17	0	8	2	3	6	2	2	8	4
TCGA-D8-A27P-01A-11D-A16D-09	2	0	0	9	2	0	1	2	6	0	1	3	6
TCGA-D8-A27R-01A-11D-A16D-09	1	2	3	2	0	6	4	1	4	0	3	10	1
TCGA-D8-A27T-01A-11D-A16D-09	3	0	0	15	1	0	0	4	0	0	0	3	5
TCGA-D8-A27V-01A-12D-A17D-09	68	52	79	0	0	0	14	35	0	0	0	0	0
TCGA-D8-A27W-01A-11D-A16D-09	3	0	7	11	3	17	4	0	4	0	0	0	1
TCGA-D8-A3Z6-01A-11D-A23C-09	6	2	0	8	5	1	0	0	4	4	3	2	3
TCGA-D8-A4Z1-01A-21D-A25Q-09	21	18	11	2	0	0	9	8	3	0	4	0	0
TCGA-D8-A73U-01A-11D-A33E-09	77	18	37	5	0	3	9	46	0	5	1	0	0
TCGA-D8-A73W-01A-22D-A351-09	3	2	0	15	3	0	0	0	11	1	0	10	7
TCGA-D8-A73X-01A-11D-A32I-09	6	0	0	8	10	17	4	0	0	0	0	0	5
TCGA-E2-A10A-01A-21D-A10Y-09	3	2	0	3	0	0	0	0	7	0	0	1	8
TCGA-E2-A10C-01A-21D-A10M-09	189	140	65	0	0	0	32	61	0	0	0	0	0
TCGA-E2-A14N-01A-31D-A135-09	4	12	0	8	2	0	6	2	10	0	25	10	13
TCGA-E2-A14O-01A-31D-A10Y-09	1	0	0	15	0	0	7	0	2	0	0	4	7
TCGA-E2-A14P-01A-31D-A12B-09	14	7	8	21	7	3	10	20	5	7	0	0	9
TCGA-E2-A14Q-01A-11D-A12B-09	5	2	0	9	0	8	0	1	4	4	0	5	1
TCGA-E2-A14R-01A-11D-A10Y-09	3	15	14	3	16	16	6	2	10	8	37	9	13
TCGA-E2-A14T-01A-11D-A10Y-09	4	4	2	10	4	0	6	0	3	0	0	8	2
TCGA-E2-A14V-01A-11D-A12B-09	14	20	13	11	6	25	13	9	0	0	5	0	6
TCGA-E2-A14W-01A-11D-A12B-09	1	6	17	3	4	0	6	7	8	0	22	8	10
TCGA-E2-A14X-01A-11D-A10Y-09	5	2	0	12	0	8	5	1	3	0	1	1	3
TCGA-E2-A14Y-01A-21D-A12B-09	9	10	3	7	1	3	0	3	1	2	4	1	0
TCGA-E2-A14Z-01A-11D-A10Y-09	17	2	6	6	0	4	9	6	5	2	10	9	11
TCGA-E2-A150-01A-11D-A12B-09	3	4	0	12	6	7	5	0	10	14	16	4	2
TCGA-E2-A152-01A-11D-A12B-09	42	35	48	0	0	8	19	15	0	0	0	0	1
TCGA-E2-A153-01A-12D-A12B-09	3	0	0	7	1	9	2	1	0	0	0	0	1
TCGA-E2-A154-01A-11D-A10Y-09	1	0	0	11	0	16	9	0	6	3	3	0	9
TCGA-E2-A155-01A-11D-A12B-09	11	3	0	19	7	0	2	0	12	9	11	3	7
TCGA-E2-A156-01A-11D-A12B-09	2	0	3	0	2	13	1	0	0	2	0	0	1
TCGA-E2-A158-01A-11D-A12B-09	0	3	9	1	7	22	4	0	13	0	27	2	5
TCGA-E2-A159-01A-11D-A10Y-09	42	38	73	4	0	0	3	20	0	0	1	0	2
TCGA-E2-A15A-01A-11D-A12B-09	0	2	4	9	0	9	0	2	7	11	6	1	11
TCGA-E2-A15C-01A-31D-A12B-09	1	0	3	16	3	5	1	3	5	0	5	2	2
TCGA-E2-A15D-01A-11D-A10Y-09	0	2	0	5	6	5	3	0	5	2	0	4	0
TCGA-E2-A15E-01A-11D-A12B-09	1	5	0	5	7	19	1	0	1	0	0	0	4
TCGA-E2-A15G-01A-11D-A12B-09	7	0	0	3	5	34	6	1	6	0	6	0	5
TCGA-E2-A15H-01A-11D-A12B-09	0	0	5	14	3	0	2	2	6	0	0	0	4
TCGA-E2-A15I-01A-21D-A135-09	3	0	0	8	0	10	0	5	2	6	0	0	3
TCGA-E2-A15J-01A-11D-A12Q-09	0	0	0	10	2	0	1	3	2	0	1	4	3
TCGA-E2-A15K-01A-11D-A12Q-09	0	2	3	11	4	12	2	11	4	4	0	2	1
TCGA-E2-A15L-01A-11D-A12B-09	0	3	0	8	7	13	2	3	0	0	0	0	0
TCGA-E2-A15M-01A-11D-A12B-09	19	8	22	25	3	0	4	6	5	0	5	12	15
TCGA-E2-A15O-01A-11D-A10Y-09	2	0	1	2	1	22	2	2	0	0	2	0	4
TCGA-E2-A15P-01A-11D-A10Y-09	1	0	0	9	8	0	2	2	2	0	0	6	1
TCGA-E2-A15R-01A-11D-A10Y-09	3	0	3	14	1	10	4	5	2	0	0	0	6
TCGA-E2-A15S-01A-11D-A10Y-09	6	2	6	0	11	18	1	0	5	0	11	0	8
TCGA-E2-A15T-01A-11D-A10Y-09	0	1	2	5	0	25	2	2	5	0	0	0	0
TCGA-E2-A1AZ-01A-11D-A12Q-09	7	7	23	0	2	1	11	0	1	0	5	0	9
TCGA-E2-A1B0-01A-11D-A12Q-09	3	4	0	8	10	6	6	5	3	0	0	13	2
TCGA-E2-A1B1-01A-21D-A12Q-09	7	15	0	5	0	10	1	25	0	1	1	0	0
TCGA-E2-A1B4-01A-11D-A12Q-09	3	0	5	3	2	0	4	10	2	0	1	7	6
TCGA-E2-A1B5-01A-21D-A12Q-09	11	5	6	4	1	7	4	0	2	0	0	3	0
TCGA-E2-A1B6-01A-31D-A12Q-09	1	2	4	7	4	7	0	0	1	1	18	0	6
TCGA-E2-A1BC-01A-11D-A14G-09	0	0	12	8	1	0	0	2	2	5	3	4	4
TCGA-E2-A1BD-01A-11D-A12Q-09	0	2	0	10	0	5	4	0	5	1	0	10	2
TCGA-E2-A1IE-01A-11D-A188-09	0	0	0	7	0	4	1	1	8	0	3	0	10
TCGA-E2-A1IF-01A-11D-A142-09	0	0	0	1	7	3	1	0	3	0	0	2	3
TCGA-E2-A1IG-01A-11D-A142-09	2	0	0	5	3	29	5	1	4	0	1	0	0
TCGA-E2-A1IH-01A-11D-A188-09	14	18	12	5	11	15	2	6	0	4	0	0	0
TCGA-E2-A1II-01A-11D-A142-09	0	2	0	5	1	3	0	0	1	6	11	3	0
TCGA-E2-A1IJ-01A-11D-A142-09	0	0	0	0	1	4	0	1	2	5	0	1	3
TCGA-E2-A1IK-01A-11D-A17G-09	0	2	0	2	1	1	5	0	0	0	0	6	0
TCGA-E2-A1IL-01A-11D-A14G-09	0	0	0	8	1	0	4	3	2	0	2	11	6
TCGA-E2-A1IN-01A-11D-A13L-09	69	75	25	9	3	3	3	27	0	0	12	6	9
TCGA-E2-A1IO-01A-11D-A142-09	1	0	0	0	0	9	2	0	0	0	0	0	2
TCGA-E2-A1IU-01A-11D-A14G-09	6	2	1	1	2	0	6	0	4	0	9	0	4
TCGA-E2-A1L6-01A-11D-A13L-09	2	0	0	1	4	0	6	0	5	0	3	1	2
TCGA-E2-A1L7-01A-11D-A142-09	1	4	0	0	9	21	1	4	4	8	8	10	7
TCGA-E2-A1L8-01A-11D-A13L-09	3	2	0	0	8	20	0	1	0	0	0	0	3
TCGA-E2-A1L9-01A-11D-A13L-09	1	0	0	9	3	0	4	0	3	0	5	1	4
TCGA-E2-A1LA-01A-11D-A142-09	3	4	9	7	16	0	2	1	7	2	40	16	1
TCGA-E2-A1LB-01A-11D-A142-09	8	6	14	0	2	8	4	8	0	1	0	3	4
TCGA-E2-A1LG-01A-21D-A14K-09	32	70	45	0	0	2	10	35	0	0	0	0	0
TCGA-E2-A1LH-01A-11D-A14G-09	15	38	8	2	14	31	2	9	2	23	69	0	7
TCGA-E2-A1LI-01A-12D-A159-09	5	6	0	1	1	0	2	1	0	0	9	2	2
TCGA-E2-A1LK-01A-21D-A14G-09	0	4	0	29	3	0	7	0	2	0	0	10	0
TCGA-E2-A1LL-01A-11D-A142-09	4	6	0	8	8	0	2	0	5	0	5	24	17
TCGA-E2-A1LS-01A-12D-A159-09	0	4	9	0	4	20	3	0	8	7	0	22	3
TCGA-E2-A2P6-01A-11D-A19Y-09	66	35	0	17	9	0	11	49	2	0	0	0	0
TCGA-E2-A56Z-01A-12D-A29N-09	1	0	0	9	9	16	6	2	6	0	6	0	2
TCGA-E2-A570-01A-11D-A29N-09	0	1	0	10	0	1	0	7	4	0	4	3	0
TCGA-E2-A572-01A-13D-A31U-09	1	0	4	3	3	17	0	0	0	0	0	0	0
TCGA-E2-A573-01A-11D-A29N-09	1	4	6	10	7	1	2	0	5	9	16	9	7
TCGA-E2-A574-01A-11D-A29N-09	22	31	19	18	3	0	13	29	0	0	9	10	2
TCGA-E2-A576-01A-11D-A31U-09	0	1	4	12	0	30	7	9	4	0	0	1	1
TCGA-E2-A9RU-01A-11D-A41F-09	8	9	0	32	10	0	11	18	2	6	6	6	0
TCGA-E9-A1N3-01A-12D-A159-09	1	2	3	1	3	6	0	0	2	8	0	6	2
TCGA-E9-A1N4-01A-11D-A14K-09	4	5	2	2	1	12	6	4	0	0	1	0	0
TCGA-E9-A1N5-01A-11D-A14G-09	10	3	0	0	7	3	0	0	7	8	1	9	0
TCGA-E9-A1N8-01A-11D-A142-09	3	2	3	0	7	0	5	0	0	0	5	10	1
TCGA-E9-A1N9-01A-11D-A14G-09	6	0	3	13	4	0	0	0	0	17	19	8	0
TCGA-E9-A1NA-01A-11D-A142-09	5	10	17	9	0	6	6	9	3	10	21	9	18
TCGA-E9-A1NC-01A-12W-A16L-09	8	7	4	5	37	0	0	12	12	2	16	113	17
TCGA-E9-A1ND-01A-11D-A142-09	9	11	0	17	13	9	0	0	8	5	13	21	9
TCGA-E9-A1NE-01A-21D-A14K-09	4	2	0	5	1	0	0	0	6	15	24	0	2
TCGA-E9-A1NF-01A-11D-A14G-09	12	0	7	5	0	6	6	3	6	2	7	5	1
TCGA-E9-A1NG-01A-21D-A14K-09	1	0	0	1	0	6	1	0	5	0	0	6	3
TCGA-E9-A1NH-01A-11D-A14G-09	1	0	2	1	5	17	1	0	3	1	0	2	0
TCGA-E9-A1NI-01A-11W-A16H-09	2	0	0	2	22	10	1	6	7	0	0	102	11
TCGA-E9-A1QZ-01A-21D-A167-09	0	0	0	3	1	10	0	0	1	0	0	0	8
TCGA-E9-A1R0-01A-22D-A16D-09	4	3	4	12	0	0	4	7	3	0	0	2	2
TCGA-E9-A1R2-01A-11D-A14G-09	2	12	0	5	9	0	2	0	5	0	8	8	10
TCGA-E9-A1R3-01A-31D-A14K-09	3	0	0	1	3	8	2	1	3	0	2	0	4
TCGA-E9-A1R4-01A-21D-A14G-09	35	14	57	6	0	0	8	10	1	6	0	0	14
TCGA-E9-A1R5-01A-11D-A14K-09	2	0	6	0	1	30	5	2	0	0	0	0	2
TCGA-E9-A1R6-01A-11D-A14G-09	0	1	0	5	2	11	7	3	1	0	3	0	6
TCGA-E9-A1R7-01A-11D-A14K-09	7	2	3	8	4	0	0	3	9	6	1	11	5
TCGA-E9-A1RA-01A-11D-A14G-09	4	0	0	3	0	6	1	2	2	3	0	6	1
TCGA-E9-A1RB-01A-11D-A17G-09	0	0	1	8	10	0	1	0	8	0	3	0	8
TCGA-E9-A1RC-01A-11D-A159-09	0	1	0	16	5	5	5	4	1	0	4	6	7
TCGA-E9-A1RD-01A-11D-A159-09	3	0	4	4	1	0	1	1	3	0	4	0	3
TCGA-E9-A1RE-01A-11D-A159-09	2	1	1	14	8	15	5	3	8	0	5	0	2
TCGA-E9-A1RF-01A-11D-A159-09	6	13	8	15	2	22	4	6	10	18	52	0	16
TCGA-E9-A1RG-01A-11D-A14G-09	3	2	3	3	6	11	1	2	0	4	7	0	0
TCGA-E9-A1RH-01A-21D-A167-09	6	10	0	17	10	5	6	5	15	10	22	0	9
TCGA-E9-A1RI-01A-11D-A167-09	4	0	1	2	2	4	1	0	3	4	2	0	1
TCGA-E9-A226-01A-21D-A159-09	5	19	6	9	1	0	10	18	0	0	0	4	0
