Samples	SBS96A	SBS96B	SBS96C
TCGA-GD-A76B-01A-11D-A32B-08	107	56	35
TCGA-GU-A42P-01A-11D-A23U-08	175	40	106
TCGA-GU-A42Q-01A-11D-A23U-08	119	61	22
TCGA-GU-A42R-01A-11D-A23M-08	114	52	32
TCGA-GU-A762-01A-11D-A339-08	36	72	0
TCGA-GU-A763-01A-11D-A32B-08	25	45	0
TCGA-GU-A764-01A-11D-A34U-08	60	45	24
TCGA-GU-A766-01A-11D-A32B-08	161	3	62
TCGA-GU-A767-01A-11D-A32B-08	197	242	0
TCGA-GU-AATO-01A-11D-A391-08	268	23	66
TCGA-GU-AATP-01A-11D-A391-08	209	46	104
TCGA-GU-AATQ-01A-11D-A391-08	139	56	0
TCGA-GV-A3JV-01A-11D-A21Z-08	17	106	11
TCGA-GV-A3JW-01A-11D-A20D-08	39	47	6
TCGA-GV-A3JX-01A-11D-A20D-08	221	50	27
TCGA-GV-A3JZ-01A-11D-A21A-08	324	61	125
TCGA-GV-A3QF-01A-31D-A22Z-08	25	122	0
TCGA-GV-A3QG-01A-11D-A21Z-08	29	68	0
TCGA-GV-A3QH-01A-11D-A21Z-08	101	80	0
TCGA-GV-A3QI-01A-11D-A21Z-08	163	356	0
TCGA-GV-A3QK-01B-11D-A23M-08	56	81	30
TCGA-GV-A40E-01A-12D-A23M-08	123	65	0
TCGA-GV-A40G-01A-11D-A23M-08	33	115	20
TCGA-GV-A6ZA-01A-12D-A339-08	234	34	67
TCGA-H4-A2HO-01A-11D-A17V-08	25	73	0
TCGA-H4-A2HQ-01A-11D-A17V-08	330	98	85
TCGA-HQ-A2OE-01A-11D-A202-08	62	81	11
TCGA-HQ-A2OF-01A-11D-A26M-08	5	101	6
TCGA-HQ-A5ND-01A-11D-A26M-08	14	66	10
TCGA-HQ-A5NE-01A-12D-A289-08	303	10	110
TCGA-K4-A3WS-01A-11D-A22Z-08	199	113	8
TCGA-K4-A3WU-01B-11D-A23M-08	106	97	0
TCGA-K4-A3WV-01A-11D-A22Z-08	2	63	4
TCGA-K4-A4AB-01B-12D-A289-08	17	84	8
TCGA-K4-A4AC-01A-21D-A26M-08	56	82	28
TCGA-K4-A54R-01A-11D-A26M-08	826	0	264
TCGA-K4-A5RH-01A-11D-A30E-08	89	27	76
TCGA-K4-A5RI-01A-11D-A289-08	42	98	10
TCGA-K4-A5RJ-01A-11D-A289-08	315	30	87
TCGA-K4-A6FZ-01A-11D-A31L-08	235	149	57
TCGA-K4-A6MB-01A-11D-A31L-08	219	97	57
TCGA-K4-A83P-01A-11D-A34U-08	148	84	45
TCGA-K4-AAQO-01A-11D-A38G-08	151	109	22
TCGA-KQ-A41N-01A-11D-A339-08	51	163	29
TCGA-KQ-A41O-01A-12D-A34U-08	201	91	0
TCGA-KQ-A41P-01A-12D-A339-08	262	6	89
TCGA-KQ-A41Q-01A-11D-A339-08	72	73	31
TCGA-KQ-A41R-01A-21D-A34U-08	299	205	414
TCGA-KQ-A41S-01A-12D-A339-08	183	18	60
TCGA-LC-A66R-01A-41D-A30E-08	60	55	30
TCGA-LT-A5Z6-01A-11D-A289-08	485	0	140
TCGA-LT-A8JT-01A-11D-A364-08	26	45	12
TCGA-MV-A51V-01A-11D-A26M-08	1917	0	0
TCGA-PQ-A6FI-01A-11D-A31L-08	84	76	13
TCGA-PQ-A6FN-01A-11D-A31L-08	30	38	13
TCGA-R3-A69X-01A-22D-A30E-08	180	53	6
TCGA-S5-A6DX-01A-11D-A31L-08	597	18	175
TCGA-S5-AA26-01A-11D-A38G-08	188	44	29
TCGA-SY-A9G0-01A-12D-A38G-08	21	37	0
TCGA-SY-A9G5-01A-11D-A38G-08	959	0	179
TCGA-UY-A78K-01A-11D-A339-08	346	542	18
TCGA-UY-A78L-01A-12D-A339-08	162	20	63
TCGA-UY-A78M-01A-21D-A34U-08	65	76	9
TCGA-UY-A78N-01A-12D-A339-08	19	220	14
TCGA-UY-A78O-01A-12D-A339-08	93	102	14
TCGA-UY-A78P-01A-12D-A364-08	271	4	49
TCGA-UY-A8OB-01A-12D-A42E-08	118	252	0
TCGA-UY-A8OC-01A-11D-A364-08	45	27	29
TCGA-UY-A8OD-01A-11D-A364-08	33	65	6
TCGA-UY-A9PA-01A-11D-A38G-08	63	120	2
TCGA-UY-A9PB-01A-11D-A38G-08	366	234	60
TCGA-UY-A9PD-01A-11D-A38G-08	93	210	36
TCGA-UY-A9PE-01A-11D-A38G-08	111	98	35
TCGA-UY-A9PF-01A-11D-A38G-08	178	0	415
TCGA-UY-A9PH-01A-11D-A38G-08	294	0	146
TCGA-XF-A8HB-01A-11D-A364-08	13	68	5
TCGA-XF-A8HC-01A-11D-A364-08	68	52	64
TCGA-XF-A8HD-01A-11D-A364-08	435	63	59
TCGA-XF-A8HE-01A-11D-A364-08	318	0	143
TCGA-XF-A8HF-01A-11D-A364-08	52	127	0
TCGA-XF-A8HG-01A-11D-A364-08	109	153	57
TCGA-XF-A8HH-01A-11D-A38G-08	66	44	28
TCGA-XF-A8HI-01A-11D-A38G-08	57	17	18
TCGA-XF-A9SG-01A-12D-A42E-08	121	35	65
TCGA-XF-A9SH-01A-11D-A391-08	23	27	0
TCGA-XF-A9SI-01A-11D-A391-08	338	0	53
TCGA-XF-A9SJ-01A-11D-A391-08	178	17	133
TCGA-XF-A9SK-01A-11D-A42E-08	96	47	28
TCGA-XF-A9SL-01A-11D-A391-08	78	11	0
TCGA-XF-A9SM-01A-11D-A42E-08	232	0	44
TCGA-XF-A9SP-01A-11D-A391-08	190	106	48
TCGA-XF-A9ST-01A-11D-A42E-08	320	286	15
TCGA-XF-A9SU-01A-31D-A391-08	6	49	2
TCGA-XF-A9SV-01A-21D-A42E-08	15	64	3
TCGA-XF-A9SW-01A-11D-A42E-08	20	34	20
TCGA-XF-A9SX-01A-21D-A391-08	23	85	5
TCGA-XF-A9SY-01A-21D-A42E-08	205	225	29
TCGA-XF-A9SZ-01A-11D-A391-08	104	78	38
TCGA-XF-A9T0-01A-11D-A391-08	325	14	639
TCGA-XF-A9T2-01A-11D-A42E-08	52	44	2
TCGA-XF-A9T3-01A-11D-A42E-08	90	385	15
TCGA-XF-A9T4-01A-11D-A391-08	12	31	1
TCGA-XF-A9T5-01A-11D-A42E-08	685	0	115
TCGA-XF-A9T6-01A-11D-A42E-08	48	178	123
TCGA-XF-A9T8-01A-11D-A391-08	764	10	67
TCGA-XF-AAME-01A-12D-A42E-08	0	20	0
TCGA-XF-AAMF-01A-21D-A42E-08	43	35	8
TCGA-XF-AAMG-01A-11D-A42E-08	846	187	69
TCGA-XF-AAMH-01A-11D-A42E-08	3	60	0
TCGA-XF-AAMJ-01A-11D-A42E-08	2	40	0
TCGA-XF-AAML-01A-11D-A42E-08	360	10	215
TCGA-XF-AAMQ-01A-11D-A42E-08	152	29	62
TCGA-XF-AAMR-01A-31D-A42E-08	51	22	33
TCGA-XF-AAMT-01A-11D-A42E-08	37	71	0
TCGA-XF-AAMW-01A-11D-A42E-08	1	32	0
TCGA-XF-AAMX-01A-11D-A42E-08	162	182	23
TCGA-XF-AAMY-01A-11D-A42E-08	67	52	13
TCGA-XF-AAMZ-01A-11D-A42E-08	154	113	13
TCGA-XF-AAN0-01A-11D-A42E-08	345	22	86
TCGA-XF-AAN1-01A-31D-A42E-08	22	78	0
TCGA-XF-AAN2-01A-11D-A42E-08	435	0	111
TCGA-XF-AAN3-01A-11D-A42E-08	128	14	37
TCGA-XF-AAN4-01A-11D-A42E-08	24	11	0
TCGA-XF-AAN5-01A-11D-A42E-08	282	66	0
TCGA-XF-AAN7-01A-11D-A42E-08	18	127	7
TCGA-XF-AAN8-01A-11D-A42E-08	0	2	0
TCGA-YC-A89H-01A-11D-A364-08	614	0	1468
TCGA-YC-A8S6-01A-31D-A38G-08	60	30	19
TCGA-YC-A9TC-01A-22D-A391-08	63	60	0
TCGA-YF-AA3L-01A-11D-A38G-08	111	235	0
TCGA-YF-AA3M-01A-11D-A42E-08	51	139	0
TCGA-ZF-A9R0-01A-11D-A38G-08	166	39	20
TCGA-ZF-A9R1-01A-11D-A391-08	42	47	7
TCGA-ZF-A9R2-01A-11D-A391-08	98	61	0
TCGA-ZF-A9R3-01A-11D-A38G-08	42	51	3
TCGA-ZF-A9R4-01A-11D-A38G-08	203	20	61
TCGA-ZF-A9R5-01A-12D-A42E-08	0	98	0
TCGA-ZF-A9R7-01A-11D-A38G-08	701	2	118
TCGA-ZF-A9R9-01A-11D-A38G-08	108	60	57
TCGA-ZF-A9RC-01A-11D-A38G-08	511	0	667
TCGA-ZF-A9RD-01A-11D-A42E-08	112	59	33
TCGA-ZF-A9RE-01A-11D-A38G-08	3	62	0
TCGA-ZF-A9RF-01A-11D-A38G-08	130	130	19
TCGA-ZF-A9RG-01A-21D-A42E-08	163	0	125
TCGA-ZF-A9RL-01A-11D-A38G-08	206	167	0
TCGA-ZF-A9RM-01A-11D-A38G-08	7	83	0
TCGA-ZF-A9RN-01A-11D-A42E-08	113	110	5
TCGA-ZF-AA4N-01A-11D-A38G-08	87	61	33
TCGA-ZF-AA4R-01A-11D-A38G-08	31	33	1
TCGA-ZF-AA4T-01A-11D-A38G-08	14	93	0
TCGA-ZF-AA4U-01A-11D-A38G-08	5	70	0
TCGA-ZF-AA4V-01A-11D-A38G-08	392	119	294
TCGA-ZF-AA4W-01A-12D-A38G-08	161	376	0
TCGA-ZF-AA4X-01A-11D-A38G-08	496	0	234
TCGA-ZF-AA51-01A-21D-A391-08	657	73	15
TCGA-ZF-AA52-01A-12D-A391-08	54	29	57
TCGA-ZF-AA53-01A-11D-A391-08	187	6	4
TCGA-ZF-AA54-01A-11D-A391-08	146	48	0
TCGA-ZF-AA56-01A-31D-A391-08	64	43	0
TCGA-ZF-AA58-01A-12D-A42E-08	151	93	10
TCGA-ZF-AA5H-01A-11D-A391-08	22	42	7
TCGA-ZF-AA5N-01A-11D-A42E-08	11	48	0
TCGA-ZF-AA5P-01A-11D-A391-08	23	26	0
