Samples	SBS1	SBS2	SBS3	SBS5	SBS10a	SBS10b	SBS13
TCGA-CF-A3MH-01A-11D-A20D-08	11	4	0	12	0	0	8
TCGA-CF-A3MI-01A-11D-A20D-08	14	14	0	19	0	0	14
TCGA-CF-A47S-01A-11D-A23U-08	8	4	0	9	0	0	0
TCGA-CF-A47T-01A-11D-A23U-08	8	6	0	0	0	9	0
TCGA-CF-A47V-01A-11D-A23U-08	5	13	51	0	0	0	19
TCGA-CF-A47W-01A-11D-A23U-08	5	0	0	22	0	0	0
TCGA-CF-A47X-01A-31D-A23U-08	21	94	0	60	0	0	107
TCGA-CF-A47Y-01A-11D-A23U-08	6	7	0	30	0	0	17
TCGA-CF-A5U8-01A-11D-A289-08	5	0	0	50	0	0	0
TCGA-CF-A5UA-01A-11D-A289-08	21	4	0	23	3	7	13
TCGA-CF-A7I0-01A-22D-A34U-08	4	13	0	17	0	0	9
TCGA-CF-A8HX-01A-11D-A364-08	9	21	0	11	0	0	14
TCGA-CF-A8HY-01A-11D-A364-08	11	4	0	38	0	0	18
TCGA-CF-A9FF-01A-11D-A38G-08	10	53	0	23	0	0	42
TCGA-CF-A9FH-01A-11D-A38G-08	12	0	0	17	0	7	0
TCGA-CF-A9FL-01A-11D-A38G-08	11	0	0	37	0	0	0
TCGA-CF-A9FM-01A-11D-A38G-08	2	0	0	20	0	0	0
TCGA-CU-A0YN-01A-21D-A10S-08	20	0	0	129	0	0	0
TCGA-CU-A0YO-01A-11D-A10S-08	14	15	0	31	0	0	17
TCGA-CU-A0YR-01A-12D-A10S-08	5	0	0	115	0	0	0
TCGA-CU-A3KJ-01A-11D-A21A-08	20	44	0	61	0	0	81
TCGA-CU-A3QU-01A-11D-A22Z-08	9	17	0	27	0	13	19
TCGA-CU-A3YL-01A-11D-A22Z-08	23	72	0	19	0	0	87
TCGA-CU-A5W6-01A-11D-A289-08	10	60	0	47	0	0	53
TCGA-CU-A72E-01A-12D-A339-08	8	19	0	26	0	0	24
TCGA-DK-A1A3-01A-11D-A13W-08	22	222	0	162	0	0	127
TCGA-DK-A1A5-01A-11D-A13W-08	14	88	0	0	0	27	100
TCGA-DK-A1A6-01A-11D-A13W-08	4	36	0	75	0	0	84
TCGA-DK-A1A7-01A-11D-A13W-08	16	17	0	146	0	0	9
TCGA-DK-A1AA-01A-11D-A13W-08	5	0	0	69	0	0	0
TCGA-DK-A1AB-01A-11D-A13W-08	11	87	0	6	0	0	76
TCGA-DK-A1AC-01A-11D-A13W-08	60	687	0	212	0	0	252
TCGA-DK-A1AD-01A-11D-A13W-08	12	44	0	101	0	0	44
TCGA-DK-A1AE-01A-11D-A13W-08	9	28	0	25	0	0	30
TCGA-DK-A1AF-01A-11D-A13W-08	1	29	0	15	0	0	31
TCGA-DK-A1AG-01A-11D-A13W-08	16	42	0	21	0	0	34
TCGA-DK-A2HX-01A-12D-A18F-08	11	32	0	35	0	0	14
TCGA-DK-A2I1-01A-11D-A17V-08	7	46	0	9	0	25	80
TCGA-DK-A2I2-01A-11D-A17V-08	4	15	0	48	0	0	14
TCGA-DK-A2I4-01A-11D-A21A-08	22	368	0	23	0	80	259
TCGA-DK-A2I6-01A-12D-A18F-08	6	68	0	163	0	0	18
TCGA-DK-A3IK-01A-32D-A21A-08	21	25	83	0	0	0	42
TCGA-DK-A3IL-01A-11D-A20D-08	16	0	80	47	0	16	0
TCGA-DK-A3IM-01A-11D-A20D-08	13	0	0	52	0	0	0
TCGA-DK-A3IN-01A-11D-A20D-08	21	118	0	56	0	0	145
TCGA-DK-A3IQ-01A-31D-A20D-08	16	62	0	42	0	0	45
TCGA-DK-A3IS-01A-21D-A21A-08	23	122	0	43	0	0	116
TCGA-DK-A3IT-01A-31D-A20D-08	12	101	0	49	0	0	189
TCGA-DK-A3IU-01A-11D-A20D-08	14	153	0	86	0	0	124
TCGA-DK-A3IV-01A-22D-A21A-08	8	16	0	16	0	10	13
TCGA-DK-A3WW-01A-22D-A23M-08	19	450	0	58	0	102	417
TCGA-DK-A3WX-01A-22D-A22Z-08	8	6	0	18	0	0	3
TCGA-DK-A3WY-01A-11D-A22Z-08	2	4	0	0	0	0	4
TCGA-DK-A3X1-01A-12D-A22Z-08	27	315	0	0	0	105	308
TCGA-DK-A3X2-01A-11D-A22Z-08	23	19	0	49	0	0	12
TCGA-DK-A6AV-01A-12D-A30E-08	17	26	43	1	0	0	18
TCGA-DK-A6AW-01A-11D-A30E-08	366	0	0	201	1085	2039	0
TCGA-DK-A6B0-01A-11D-A31L-08	2	0	0	20	0	0	0
TCGA-DK-A6B1-01A-12D-A30E-08	22	31	0	54	0	0	17
TCGA-DK-A6B2-01A-11D-A30E-08	23	33	52	43	0	0	28
TCGA-DK-A6B5-01A-11D-A31L-08	6	29	0	34	0	0	33
TCGA-DK-A6B6-01A-11D-A30E-08	27	522	0	83	0	0	209
TCGA-DK-AA6L-01A-11D-A391-08	15	119	0	62	0	0	150
TCGA-DK-AA6M-01A-11D-A391-08	10	7	0	20	0	11	6
TCGA-DK-AA6P-01A-11D-A391-08	10	50	0	48	0	0	38
TCGA-DK-AA6Q-01A-11D-A391-08	10	29	0	38	0	0	30
TCGA-DK-AA6R-01A-11D-A42E-08	21	48	175	4	0	0	39
TCGA-DK-AA6S-01A-21D-A391-08	22	191	0	45	0	0	227
TCGA-DK-AA6T-01A-11D-A391-08	11	0	0	31	0	12	10
TCGA-DK-AA6U-01A-11D-A391-08	28	85	141	47	0	0	74
TCGA-DK-AA6W-01A-12D-A391-08	33	75	0	36	0	0	86
TCGA-DK-AA6X-01A-12D-A42E-08	7	23	0	31	0	0	35
TCGA-DK-AA71-01A-31D-A391-08	24	290	0	43	0	0	260
TCGA-DK-AA74-01A-11D-A391-08	8	47	0	26	0	16	74
TCGA-DK-AA75-01A-11D-A391-08	22	181	0	93	0	52	78
TCGA-DK-AA76-01A-11D-A391-08	14	44	75	5	0	24	50
TCGA-DK-AA77-01A-11D-A391-08	27	62	197	48	0	0	23
TCGA-E5-A2PC-01A-11D-A202-08	9	25	119	31	0	0	14
TCGA-E5-A4TZ-01A-11D-A31L-08	60	111	0	82	0	0	163
TCGA-E5-A4U1-01A-11D-A31L-08	25	173	0	108	0	0	210
TCGA-E7-A3X6-01A-12D-A22Z-08	7	22	0	17	0	0	28
TCGA-E7-A3Y1-01A-11D-A22Z-08	15	0	0	116	0	0	0
TCGA-E7-A4IJ-01A-31D-A26M-08	10	67	114	0	0	30	88
TCGA-E7-A4XJ-01A-11D-A26M-08	18	0	0	23	0	0	0
TCGA-E7-A519-01A-11D-A26M-08	3	8	0	46	0	0	3
TCGA-E7-A541-01A-11D-A26M-08	17	110	0	169	0	0	111
TCGA-E7-A5KE-01A-11D-A289-08	31	45	0	86	0	0	20
TCGA-E7-A5KF-01A-11D-A289-08	5	70	0	48	0	0	59
TCGA-E7-A677-01A-11D-A30E-08	18	19	0	149	0	0	11
TCGA-E7-A678-01A-11D-A30E-08	11	0	0	43	0	0	0
TCGA-E7-A6MD-01A-41D-A34U-08	30	145	0	34	0	34	164
TCGA-E7-A6ME-01A-22D-A32B-08	6	0	0	108	0	0	0
TCGA-E7-A6MF-01A-12D-A32B-08	3	18	0	2	0	0	17
TCGA-E7-A7DU-01A-11D-A32B-08	18	108	0	29	0	0	91
TCGA-E7-A7DV-01A-11D-A339-08	8	59	0	30	0	24	133
TCGA-E7-A7PW-01A-11D-A34U-08	5	17	0	21	0	11	18
TCGA-E7-A7XN-01A-11D-A34U-08	25	328	0	27	0	0	444
TCGA-E7-A85H-01A-11D-A34U-08	18	32	0	292	0	0	19
TCGA-E7-A8O7-01A-11D-A364-08	7	3	0	14	0	0	4
TCGA-E7-A8O8-01A-11D-A364-08	21	15	51	17	0	0	7
TCGA-E7-A97P-01A-11D-A38G-08	9	12	0	126	0	0	20
TCGA-E7-A97Q-01A-11D-A38G-08	3	7	0	24	0	0	7
TCGA-FD-A3B3-01A-12D-A202-08	17	37	0	55	0	0	31
TCGA-FD-A3B4-01A-12D-A202-08	13	0	43	0	8	0	0
TCGA-FD-A3B5-01A-11D-A20D-08	7	27	0	23	0	22	45
TCGA-FD-A3B6-01A-21D-A20D-08	20	55	0	73	0	0	93
TCGA-FD-A3B7-01A-31D-A20D-08	8	3	0	33	0	0	10
TCGA-FD-A3B8-01A-31D-A20D-08	1	7	0	4	0	0	14
TCGA-FD-A3N5-01A-11D-A21A-08	13	0	0	278	0	0	0
TCGA-FD-A3N6-01A-11D-A21A-08	27	18	0	25	5	16	10
TCGA-FD-A3NA-01A-11D-A21A-08	9	49	0	38	0	0	62
TCGA-FD-A3SJ-01A-12D-A22Z-08	11	44	67	34	0	0	54
TCGA-FD-A3SL-01A-21D-A22Z-08	18	17	92	44	0	0	26
TCGA-FD-A3SM-01A-11D-A22Z-08	18	45	0	35	0	0	58
TCGA-FD-A3SN-01A-12D-A22Z-08	20	169	0	89	0	38	61
TCGA-FD-A3SO-01A-11D-A22Z-08	12	138	0	0	0	39	132
TCGA-FD-A3SP-01A-31D-A22Z-08	23	28	0	37	0	0	17
TCGA-FD-A3SQ-01A-21D-A22Z-08	11	10	0	33	0	11	5
TCGA-FD-A3SR-01A-11D-A22Z-08	14	17	0	37	0	17	34
TCGA-FD-A3SS-01A-12D-A22Z-08	7	189	0	32	0	60	132
TCGA-FD-A43N-01A-11D-A23U-08	35	16	0	58	0	0	38
TCGA-FD-A43P-01A-31D-A23U-08	18	79	0	95	0	28	128
TCGA-FD-A43U-01A-11D-A23U-08	14	8	0	48	0	0	0
TCGA-FD-A43X-01A-11D-A23U-08	21	85	0	65	0	0	109
TCGA-FD-A43Y-01A-21D-A26M-08	1	0	0	50	0	0	0
TCGA-FD-A5BR-01A-11D-A26M-08	17	0	39	24	0	0	0
TCGA-FD-A5BS-01A-21D-A26M-08	1	13	0	0	0	9	3
TCGA-FD-A5BT-01A-11D-A26M-08	10	18	0	39	0	13	34
TCGA-FD-A5BU-01A-31D-A26M-08	18	0	0	33	0	0	0
TCGA-FD-A5BV-01A-11D-A26M-08	12	0	69	35	0	0	0
TCGA-FD-A5BX-01A-11D-A26M-08	11	108	0	33	0	0	120
TCGA-FD-A5BY-01A-31D-A289-08	8	8	0	10	4	0	10
TCGA-FD-A5BZ-01A-11D-A289-08	15	22	0	38	0	15	29
TCGA-FD-A5C0-01A-11D-A289-08	7	13	0	80	0	0	0
TCGA-FD-A5C1-01A-11D-A289-08	21	20	0	43	0	0	28
TCGA-FD-A62N-01A-11D-A30E-08	3	0	0	65	0	14	0
TCGA-FD-A62O-01A-11D-A30E-08	15	40	0	28	0	23	45
TCGA-FD-A62P-01A-32D-A30E-08	25	104	0	51	0	0	137
TCGA-FD-A62S-01A-11D-A30E-08	10	0	0	50	0	0	0
TCGA-FD-A6TA-01A-12D-A339-08	5	84	0	14	0	21	102
TCGA-FD-A6TB-01A-12D-A339-08	10	54	0	25	0	0	69
TCGA-FD-A6TC-01A-21D-A339-08	20	305	0	51	0	87	361
TCGA-FD-A6TD-01A-51D-A339-08	17	33	0	41	0	0	25
TCGA-FD-A6TE-01A-12D-A339-08	16	73	0	0	0	21	91
TCGA-FD-A6TF-01A-52D-A32B-08	9	25	0	37	0	0	43
TCGA-FD-A6TG-01A-11D-A32B-08	15	71	0	126	0	0	107
TCGA-FD-A6TH-01A-11D-A32B-08	10	42	0	42	0	20	29
TCGA-FD-A6TI-01A-11D-A32B-08	22	0	0	81	0	0	0
TCGA-FD-A6TK-01A-42D-A339-08	11	28	0	35	0	0	15
TCGA-FJ-A3Z7-01A-12D-A23M-08	23	99	0	68	0	0	99
TCGA-FJ-A3Z9-01A-11D-A26M-08	30	8	0	17	0	0	4
TCGA-FJ-A3ZE-01A-11D-A23M-08	22	0	325	47	0	0	0
TCGA-FJ-A3ZF-01A-11D-A23M-08	28	74	0	71	0	0	59
TCGA-FJ-A871-01A-11D-A34U-08	8	0	0	36	0	0	0
TCGA-FT-A3EE-01A-11D-A202-08	14	20	0	63	0	0	0
TCGA-FT-A61P-01A-11D-A30E-08	16	22	0	77	0	0	17
TCGA-G2-A2EC-01A-11D-A17V-08	13	31	0	45	0	0	47
TCGA-G2-A2EF-01A-12D-A18F-08	19	75	0	40	0	0	71
TCGA-G2-A2EJ-01A-11D-A17V-08	31	69	0	64	0	0	99
TCGA-G2-A2EK-01A-22D-A18F-08	14	11	0	13	0	0	16
TCGA-G2-A2EL-01A-12D-A18F-08	14	53	0	27	0	21	102
TCGA-G2-A2EO-01A-11D-A17V-08	31	347	0	30	0	0	352
TCGA-G2-A2ES-01A-11D-A17V-08	15	86	108	80	0	27	31
TCGA-G2-A3IB-01A-11D-A20D-08	8	16	56	0	0	0	9
TCGA-G2-A3IE-01A-11D-A20D-08	14	114	0	64	0	0	116
TCGA-G2-A3VY-01A-11D-A22Z-08	13	168	0	136	0	0	346
TCGA-G2-AA3B-01A-11D-A391-08	13	189	0	88	0	0	361
TCGA-G2-AA3C-01A-21D-A391-08	22	65	0	35	0	0	82
TCGA-G2-AA3D-01A-11D-A391-08	2	46	0	33	0	0	92
TCGA-G2-AA3F-01A-12D-A42E-08	17	23	40	24	0	0	23
TCGA-GC-A3BM-01A-11D-A22Z-08	32	23	0	40	0	0	10
TCGA-GC-A3I6-01A-11D-A20D-08	10	66	0	38	0	0	60
TCGA-GC-A3OO-01A-11D-A22Z-08	4	56	0	21	0	0	29
TCGA-GC-A3RB-01A-12D-A21Z-08	22	45	0	40	0	0	42
TCGA-GC-A3RC-01A-11D-A22Z-08	10	75	0	186	0	0	57
TCGA-GC-A3RD-01A-12D-A22Z-08	20	20	0	19	0	0	15
TCGA-GC-A3WC-01A-31D-A22Z-08	13	32	0	64	0	0	29
TCGA-GC-A3YS-01A-11D-A23M-08	18	54	0	50	0	25	78
TCGA-GC-A4ZW-01A-11D-A26M-08	30	172	0	87	0	0	298
TCGA-GC-A6I1-01A-12D-A31L-08	15	86	0	36	0	0	80
TCGA-GC-A6I3-01A-11D-A31L-08	11	36	0	77	0	24	68
TCGA-GD-A2C5-01A-12D-A17V-08	11	51	0	41	0	35	75
TCGA-GD-A3OP-01A-21D-A21Z-08	23	126	0	80	0	0	81
TCGA-GD-A3OQ-01A-32D-A21Z-08	21	21	0	14	0	0	27
TCGA-GD-A3OS-01A-12D-A21Z-08	17	13	0	50	0	0	9
TCGA-GD-A6C6-01A-21D-A31L-08	18	67	0	54	0	20	90
TCGA-GD-A76B-01A-11D-A32B-08	9	44	0	42	0	14	49
TCGA-GU-A42P-01A-11D-A23U-08	15	83	0	43	0	29	75
TCGA-GU-A42Q-01A-11D-A23U-08	14	38	0	53	0	0	56
TCGA-GU-A42R-01A-11D-A23M-08	11	45	0	51	0	0	46
TCGA-GU-A762-01A-11D-A339-08	15	9	39	5	0	0	18
TCGA-GU-A763-01A-11D-A32B-08	8	6	31	4	0	0	12
TCGA-GU-A764-01A-11D-A34U-08	4	21	0	38	0	11	28
TCGA-GU-A766-01A-11D-A32B-08	6	63	0	19	0	29	67
TCGA-GU-A767-01A-11D-A32B-08	22	45	161	43	0	0	79
TCGA-GU-AATO-01A-11D-A391-08	21	109	0	36	0	0	113
TCGA-GU-AATP-01A-11D-A391-08	10	87	0	56	0	31	80
TCGA-GU-AATQ-01A-11D-A391-08	10	33	0	51	0	0	54
TCGA-GV-A3JV-01A-11D-A21Z-08	46	17	0	36	0	0	8
TCGA-GV-A3JW-01A-11D-A20D-08	10	19	0	19	0	0	21
TCGA-GV-A3JX-01A-11D-A20D-08	15	64	0	50	0	0	103
TCGA-GV-A3JZ-01A-11D-A21A-08	27	126	0	0	0	65	169
TCGA-GV-A3QF-01A-31D-A22Z-08	15	0	43	54	0	0	0
TCGA-GV-A3QG-01A-11D-A21Z-08	13	12	0	46	0	0	12
TCGA-GV-A3QH-01A-11D-A21Z-08	25	32	0	22	0	0	54
TCGA-GV-A3QI-01A-11D-A21Z-08	23	41	217	82	0	0	49
TCGA-GV-A3QK-01B-11D-A23M-08	17	27	50	0	0	18	20
TCGA-GV-A40E-01A-12D-A23M-08	13	20	0	48	0	0	66
TCGA-GV-A40G-01A-11D-A23M-08	24	26	0	68	0	0	11
TCGA-GV-A6ZA-01A-12D-A339-08	20	85	0	29	0	26	103
TCGA-H4-A2HO-01A-11D-A17V-08	17	10	0	35	0	0	10
TCGA-H4-A2HQ-01A-11D-A17V-08	23	111	0	112	0	0	140
TCGA-HQ-A2OE-01A-11D-A202-08	15	25	0	55	0	0	24
TCGA-HQ-A2OF-01A-11D-A26M-08	57	11	0	23	0	0	0
TCGA-HQ-A5ND-01A-11D-A26M-08	14	8	0	44	0	0	7
TCGA-HQ-A5NE-01A-12D-A289-08	10	122	0	41	0	29	118
TCGA-K4-A3WS-01A-11D-A22Z-08	5	53	123	0	0	0	66
TCGA-K4-A3WU-01B-11D-A23M-08	24	32	0	37	0	0	59
TCGA-K4-A3WV-01A-11D-A22Z-08	23	0	0	31	0	0	0
TCGA-K4-A4AB-01B-12D-A289-08	13	11	0	52	0	0	5
TCGA-K4-A4AC-01A-21D-A26M-08	16	23	0	54	0	0	29
TCGA-K4-A54R-01A-11D-A26M-08	33	328	0	81	0	0	376
TCGA-K4-A5RH-01A-11D-A30E-08	16	59	0	55	0	0	24
TCGA-K4-A5RI-01A-11D-A289-08	17	19	0	65	0	0	17
TCGA-K4-A5RJ-01A-11D-A289-08	14	118	0	70	0	0	130
TCGA-K4-A6FZ-01A-11D-A31L-08	16	81	166	22	0	0	66
TCGA-K4-A6MB-01A-11D-A31L-08	25	100	0	84	0	0	90
TCGA-K4-A83P-01A-11D-A34U-08	16	62	0	84	0	0	61
TCGA-K4-AAQO-01A-11D-A38G-08	19	44	0	85	0	0	65
TCGA-KQ-A41N-01A-11D-A339-08	11	18	0	142	0	0	16
TCGA-KQ-A41O-01A-12D-A34U-08	30	58	0	38	0	0	105
TCGA-KQ-A41P-01A-12D-A339-08	16	97	0	25	0	27	108
TCGA-KQ-A41Q-01A-11D-A339-08	23	31	0	35	0	17	32
TCGA-KQ-A41R-01A-21D-A34U-08	49	250	0	303	0	0	65
TCGA-KQ-A41S-01A-12D-A339-08	14	74	0	32	0	0	79
TCGA-LC-A66R-01A-41D-A30E-08	11	24	0	32	0	13	34
TCGA-LT-A5Z6-01A-11D-A289-08	17	199	0	53	0	0	183
TCGA-LT-A8JT-01A-11D-A364-08	14	12	0	31	0	0	10
TCGA-MV-A51V-01A-11D-A26M-08	34	385	0	117	0	0	913
TCGA-PQ-A6FI-01A-11D-A31L-08	14	29	0	54	0	0	42
TCGA-PQ-A6FN-01A-11D-A31L-08	7	14	0	32	0	0	13
TCGA-R3-A69X-01A-22D-A30E-08	19	41	0	31	0	0	94
TCGA-S5-A6DX-01A-11D-A31L-08	22	189	0	31	0	74	247
TCGA-S5-AA26-01A-11D-A38G-08	22	59	0	18	0	0	93
TCGA-SY-A9G0-01A-12D-A38G-08	10	9	0	16	0	0	11
TCGA-SY-A9G5-01A-11D-A38G-08	38	352	0	49	0	0	440
TCGA-UY-A78K-01A-11D-A339-08	22	99	338	168	0	0	102
TCGA-UY-A78L-01A-12D-A339-08	9	73	0	44	0	0	72
TCGA-UY-A78M-01A-21D-A34U-08	23	26	0	31	0	0	31
TCGA-UY-A78N-01A-12D-A339-08	21	0	0	172	0	0	0
TCGA-UY-A78O-01A-12D-A339-08	40	30	0	39	0	0	58
TCGA-UY-A78P-01A-12D-A364-08	15	84	0	23	0	0	129
TCGA-UY-A8OB-01A-12D-A42E-08	5	17	0	235	0	0	46
TCGA-UY-A8OC-01A-11D-A364-08	10	24	0	15	0	12	17
TCGA-UY-A8OD-01A-11D-A364-08	16	15	0	41	0	0	14
TCGA-UY-A9PA-01A-11D-A38G-08	9	22	84	24	0	0	10
TCGA-UY-A9PB-01A-11D-A38G-08	30	142	0	210	0	0	145
TCGA-UY-A9PD-01A-11D-A38G-08	25	47	0	167	0	0	25
TCGA-UY-A9PE-01A-11D-A38G-08	21	44	0	45	0	18	54
TCGA-UY-A9PF-01A-11D-A38G-08	18	236	0	139	0	0	0
TCGA-UY-A9PH-01A-11D-A38G-08	18	123	0	19	0	43	120
TCGA-XF-A8HB-01A-11D-A364-08	25	5	0	28	0	0	10
TCGA-XF-A8HC-01A-11D-A364-08	19	45	0	42	0	16	22
TCGA-XF-A8HD-01A-11D-A364-08	26	139	0	30	0	45	203
TCGA-XF-A8HE-01A-11D-A364-08	14	150	0	52	0	0	127
TCGA-XF-A8HF-01A-11D-A364-08	10	18	79	17	0	0	15
TCGA-XF-A8HG-01A-11D-A364-08	32	64	0	109	0	0	36
TCGA-XF-A8HH-01A-11D-A38G-08	18	34	0	25	0	0	29
TCGA-XF-A8HI-01A-11D-A38G-08	10	28	0	15	0	0	26
TCGA-XF-A9SG-01A-12D-A42E-08	9	53	0	38	0	19	49
TCGA-XF-A9SH-01A-11D-A391-08	4	5	0	9	0	5	13
TCGA-XF-A9SI-01A-11D-A391-08	9	118	0	32	0	0	151
TCGA-XF-A9SJ-01A-11D-A391-08	16	101	0	71	0	0	51
TCGA-XF-A9SK-01A-11D-A42E-08	9	33	0	28	0	13	43
TCGA-XF-A9SL-01A-11D-A391-08	1	11	0	21	0	0	30
TCGA-XF-A9SM-01A-11D-A42E-08	5	83	0	38	0	0	90
TCGA-XF-A9SP-01A-11D-A391-08	30	74	0	73	0	0	91
TCGA-XF-A9ST-01A-11D-A42E-08	25	86	124	117	0	0	113
TCGA-XF-A9SU-01A-31D-A391-08	10	0	0	32	0	0	0
TCGA-XF-A9SV-01A-21D-A42E-08	14	9	0	29	0	0	10
TCGA-XF-A9SW-01A-11D-A42E-08	10	16	0	27	0	0	6
TCGA-XF-A9SX-01A-21D-A391-08	6	11	0	74	0	0	8
TCGA-XF-A9SY-01A-21D-A42E-08	13	51	238	0	0	0	73
TCGA-XF-A9SZ-01A-11D-A391-08	10	42	0	91	0	0	40
TCGA-XF-A9T0-01A-11D-A391-08	28	333	0	260	0	0	50
TCGA-XF-A9T2-01A-11D-A42E-08	13	19	0	24	0	0	22
TCGA-XF-A9T3-01A-11D-A42E-08	15	33	0	310	0	0	17
TCGA-XF-A9T4-01A-11D-A391-08	11	4	0	7	0	0	8
TCGA-XF-A9T5-01A-11D-A42E-08	26	220	0	64	0	0	298
TCGA-XF-A9T6-01A-11D-A42E-08	20	54	0	171	0	0	0
TCGA-XF-A9T8-01A-11D-A391-08	35	245	0	33	0	0	342
TCGA-XF-AAME-01A-12D-A42E-08	0	0	0	19	0	0	0
TCGA-XF-AAMF-01A-21D-A42E-08	11	18	0	19	0	0	19
TCGA-XF-AAMG-01A-11D-A42E-08	34	225	0	115	0	66	398
TCGA-XF-AAMH-01A-11D-A42E-08	12	0	0	33	0	0	0
TCGA-XF-AAMJ-01A-11D-A42E-08	17	0	0	15	0	0	0
TCGA-XF-AAML-01A-11D-A42E-08	16	158	0	82	0	50	137
