Samples	SBS96A	SBS96B	SBS96C	SBS96D
TCGA-3C-AAAU-01A-11D-A41F-09	4	5	2	2
TCGA-3C-AALI-01A-11D-A41F-09	134	21	0	18
TCGA-3C-AALJ-01A-31D-A41F-09	0	7	8	0
TCGA-3C-AALK-01A-11D-A41F-09	0	4	0	8
TCGA-4H-AAAK-01A-12D-A41F-09	0	5	0	4
TCGA-5L-AAT0-01A-12D-A41F-09	56	0	0	0
TCGA-5L-AAT1-01A-12D-A41F-09	389	6	2	36
TCGA-5T-A9QA-01A-11D-A41F-09	0	14	0	0
TCGA-A1-A0SD-01A-11D-A10Y-09	0	6	4	0
TCGA-A1-A0SE-01A-11D-A099-09	0	0	3	2
TCGA-A1-A0SF-01A-11D-A142-09	5	5	0	0
TCGA-A1-A0SG-01A-11D-A142-09	0	4	0	0
TCGA-A1-A0SH-01A-11D-A099-09	18	0	0	4
TCGA-A1-A0SI-01A-11D-A142-09	44	0	0	0
TCGA-A1-A0SJ-01A-11D-A099-09	0	8	0	0
TCGA-A1-A0SK-01A-12D-A099-09	0	5	9	0
TCGA-A1-A0SM-01A-11D-A099-09	0	0	6	0
TCGA-A1-A0SN-01A-11D-A142-09	6	3	10	3
TCGA-A1-A0SO-01A-22D-A099-09	0	7	38	9
TCGA-A1-A0SP-01A-11D-A099-09	0	6	0	0
TCGA-A1-A0SQ-01A-21D-A142-09	3	4	0	2
TCGA-A2-A04N-01A-11D-A10Y-09	0	10	0	3
TCGA-A2-A04P-01A-31D-A128-09	8	5	20	0
TCGA-A2-A04Q-01A-21W-A050-09	2	3	7	2
TCGA-A2-A04R-01A-41D-A117-09	2	3	17	1
TCGA-A2-A04T-01A-21W-A050-09	3	0	20	0
TCGA-A2-A04U-01A-11D-A10Y-09	0	0	9	2
TCGA-A2-A04V-01A-21W-A050-09	3	8	0	0
TCGA-A2-A04W-01A-31D-A10Y-09	29	2	3	7
TCGA-A2-A04X-01A-21W-A050-09	6	0	0	0
TCGA-A2-A04Y-01A-21W-A050-09	0	0	4	1
TCGA-A2-A0CK-01A-11D-A228-09	0	8	0	0
TCGA-A2-A0CL-01A-11D-A10Y-09	16	0	0	8
TCGA-A2-A0CM-01A-31W-A050-09	5	0	9	2
TCGA-A2-A0CP-01A-11W-A050-09	0	0	34	0
TCGA-A2-A0CQ-01A-21W-A050-09	4	8	0	0
TCGA-A2-A0CR-01A-11D-A228-09	38	9	0	0
TCGA-A2-A0CS-01A-11D-A10Y-09	2	11	0	0
TCGA-A2-A0CT-01A-31W-A071-09	6	7	8	5
TCGA-A2-A0CU-01A-12W-A050-09	0	8	7	0
TCGA-A2-A0CV-01A-31D-A10Y-09	0	0	3	0
TCGA-A2-A0CW-01A-21D-A10Y-09	3	1	5	1
TCGA-A2-A0CX-01A-21W-A019-09	58	9	0	0
TCGA-A2-A0D0-01A-11W-A019-09	4	6	5	0
TCGA-A2-A0D1-01A-11W-A050-09	3	12	7	0
TCGA-A2-A0D2-01A-21W-A050-09	2	6	17	0
TCGA-A2-A0D3-01A-11D-A10Y-09	0	8	0	2
TCGA-A2-A0D4-01A-11W-A019-09	0	4	6	0
TCGA-A2-A0EM-01A-11W-A050-09	0	4	7	0
TCGA-A2-A0EN-01A-13D-A099-09	0	5	0	0
TCGA-A2-A0EO-01A-11W-A050-09	2	0	10	2
TCGA-A2-A0EP-01A-52D-A22X-09	2	1	1	1
TCGA-A2-A0EQ-01A-11W-A050-09	49	0	21	0
TCGA-A2-A0ER-01A-21W-A050-09	2	1	6	2
TCGA-A2-A0ES-01A-11D-A10Y-09	0	2	0	0
TCGA-A2-A0ET-01A-31D-A045-09	0	9	0	2
TCGA-A2-A0EU-01A-22W-A071-09	0	13	0	2
TCGA-A2-A0EV-01A-11W-A050-09	0	5	8	0
TCGA-A2-A0EW-01A-21D-A10Y-09	2	0	0	0
TCGA-A2-A0EX-01A-21W-A050-09	0	0	9	0
TCGA-A2-A0EY-01A-11W-A050-09	17	5	12	15
TCGA-A2-A0ST-01A-12D-A099-09	2	0	0	0
TCGA-A2-A0SU-01A-11D-A099-09	0	0	8	0
TCGA-A2-A0SV-01A-11D-A099-09	0	8	0	0
TCGA-A2-A0SW-01A-11D-A099-09	9	6	0	0
TCGA-A2-A0SX-01A-12D-A099-09	2	5	0	0
TCGA-A2-A0SY-01A-31D-A099-09	15	9	0	0
TCGA-A2-A0T0-01A-22D-A099-09	4	9	37	0
TCGA-A2-A0T1-01A-21D-A099-09	0	0	2	0
