Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F
TCGA-YC-A89H-01A-11D-A364-08	331	0	90	0	15	32
TCGA-YC-A8S6-01A-31D-A38G-08	2	7	0	0	9	3
TCGA-YC-A9TC-01A-22D-A391-08	6	9	0	1	9	4
TCGA-YF-AA3L-01A-11D-A38G-08	8	16	0	39	17	0
TCGA-YF-AA3M-01A-11D-A42E-08	5	2	9	18	10	0
TCGA-ZF-A9R0-01A-11D-A38G-08	15	13	10	0	7	3
TCGA-ZF-A9R1-01A-11D-A391-08	8	6	1	0	7	1
TCGA-ZF-A9R2-01A-11D-A391-08	15	18	5	4	0	1
TCGA-ZF-A9R3-01A-11D-A38G-08	0	6	14	0	1	3
TCGA-ZF-A9R4-01A-11D-A38G-08	19	20	19	0	3	5
TCGA-ZF-A9R5-01A-12D-A42E-08	1	0	8	9	3	1
TCGA-ZF-A9R7-01A-11D-A38G-08	59	107	15	0	0	20
TCGA-ZF-A9R9-01A-11D-A38G-08	10	12	14	0	7	6
TCGA-ZF-A9RC-01A-11D-A38G-08	192	35	0	38	11	0
TCGA-ZF-A9RD-01A-11D-A42E-08	8	16	23	0	2	0
TCGA-ZF-A9RE-01A-11D-A38G-08	2	0	5	1	3	3
TCGA-ZF-A9RF-01A-11D-A38G-08	6	9	27	7	3	8
TCGA-ZF-A9RG-01A-21D-A42E-08	30	26	0	6	6	0
TCGA-ZF-A9RL-01A-11D-A38G-08	3	40	0	26	8	6
TCGA-ZF-A9RM-01A-11D-A38G-08	2	0	0	10	5	0
TCGA-ZF-A9RN-01A-11D-A42E-08	7	12	11	1	13	2
TCGA-ZF-AA4N-01A-11D-A38G-08	11	11	4	9	6	0
TCGA-ZF-AA4R-01A-11D-A38G-08	0	7	0	1	3	4
TCGA-ZF-AA4T-01A-11D-A38G-08	7	0	6	4	9	0
TCGA-ZF-AA4U-01A-11D-A38G-08	0	0	13	0	2	0
TCGA-ZF-AA4V-01A-11D-A38G-08	100	35	0	29	18	0
TCGA-ZF-AA4W-01A-12D-A38G-08	15	26	0	46	40	10
TCGA-ZF-AA4X-01A-11D-A38G-08	93	60	0	10	0	12
TCGA-ZF-AA51-01A-21D-A391-08	72	99	0	10	10	0
TCGA-ZF-AA52-01A-12D-A391-08	7	9	0	4	5	2
TCGA-ZF-AA53-01A-11D-A391-08	15	25	0	0	2	0
TCGA-ZF-AA54-01A-11D-A391-08	11	19	2	3	8	0
TCGA-ZF-AA56-01A-31D-A391-08	7	11	8	2	1	0
TCGA-ZF-AA58-01A-12D-A42E-08	8	9	27	12	2	0
TCGA-ZF-AA5H-01A-11D-A391-08	3	0	0	1	10	0
TCGA-ZF-AA5N-01A-11D-A42E-08	1	2	3	0	3	2
TCGA-ZF-AA5P-01A-11D-A391-08	0	1	0	4	0	3
