Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F
TCGA-FD-A43U-01A-11D-A23U-08	0	9	16	16	20	9
TCGA-FD-A43X-01A-11D-A23U-08	135	72	30	10	31	2
TCGA-FD-A43Y-01A-21D-A26M-08	0	4	26	21	0	0
TCGA-FD-A5BR-01A-11D-A26M-08	0	6	0	41	26	7
TCGA-FD-A5BS-01A-21D-A26M-08	0	12	0	8	0	6
TCGA-FD-A5BT-01A-11D-A26M-08	45	15	25	0	18	11
TCGA-FD-A5BU-01A-31D-A26M-08	0	0	0	24	27	0
TCGA-FD-A5BV-01A-11D-A26M-08	0	5	0	85	26	0
TCGA-FD-A5BX-01A-11D-A26M-08	162	110	0	0	0	0
TCGA-FD-A5BY-01A-31D-A289-08	13	7	0	0	16	4
TCGA-FD-A5BZ-01A-11D-A289-08	34	20	5	18	28	14
TCGA-FD-A5C0-01A-11D-A289-08	0	17	45	18	20	0
TCGA-FD-A5C1-01A-11D-A289-08	36	19	13	4	39	1
TCGA-FD-A62N-01A-11D-A30E-08	1	6	8	44	10	13
TCGA-FD-A62O-01A-11D-A30E-08	59	44	0	0	28	20
TCGA-FD-A62P-01A-32D-A30E-08	168	85	5	22	29	8
TCGA-FD-A62S-01A-11D-A30E-08	0	0	16	27	17	0
TCGA-FD-A6TA-01A-12D-A339-08	139	87	0	0	0	0
TCGA-FD-A6TB-01A-12D-A339-08	102	56	0	0	0	0
TCGA-FD-A6TC-01A-21D-A339-08	438	278	16	38	12	42
TCGA-FD-A6TD-01A-51D-A339-08	29	34	18	10	23	2
TCGA-FD-A6TE-01A-12D-A339-08	104	62	0	0	21	14
TCGA-FD-A6TF-01A-52D-A32B-08	52	20	0	26	16	0
TCGA-FD-A6TG-01A-11D-A32B-08	113	51	49	82	18	6
TCGA-FD-A6TH-01A-11D-A32B-08	36	47	28	2	19	11
TCGA-FD-A6TI-01A-11D-A32B-08	0	4	24	27	36	12
TCGA-FD-A6TK-01A-42D-A339-08	18	31	19	0	21	0
TCGA-FJ-A3Z7-01A-12D-A23M-08	116	93	0	55	25	0
TCGA-FJ-A3Z9-01A-11D-A26M-08	4	7	0	0	41	7
TCGA-FJ-A3ZE-01A-11D-A23M-08	0	0	0	357	0	37
TCGA-FJ-A3ZF-01A-11D-A23M-08	62	71	0	58	41	0
TCGA-FJ-A871-01A-11D-A34U-08	0	3	21	0	20	0
TCGA-FT-A3EE-01A-11D-A202-08	1	23	30	17	18	8
TCGA-FT-A61P-01A-11D-A30E-08	21	24	53	2	28	4
TCGA-G2-A2EC-01A-11D-A17V-08	58	25	16	12	20	5
TCGA-G2-A2EF-01A-12D-A18F-08	95	79	0	0	31	0
TCGA-G2-A2EJ-01A-11D-A17V-08	119	54	15	24	37	14
TCGA-G2-A2EK-01A-22D-A18F-08	19	8	0	0	27	0
TCGA-G2-A2EL-01A-12D-A18F-08	125	39	6	16	22	9
TCGA-G2-A2EO-01A-11D-A17V-08	438	322	0	0	0	0
TCGA-G2-A2ES-01A-11D-A17V-08	32	102	92	82	17	22
TCGA-G2-A3IB-01A-11D-A20D-08	0	12	0	67	0	10
TCGA-G2-A3IE-01A-11D-A20D-08	134	106	0	68	0	0
TCGA-G2-A3VY-01A-11D-A22Z-08	409	99	0	155	0	0
TCGA-G2-AA3B-01A-11D-A391-08	513	138	0	0	0	0
TCGA-G2-AA3C-01A-21D-A391-08	109	60	0	0	35	0
TCGA-G2-AA3D-01A-11D-A391-08	118	28	27	0	0	0
TCGA-G2-AA3F-01A-12D-A42E-08	27	22	19	33	23	3
TCGA-GC-A3BM-01A-11D-A22Z-08	12	25	9	1	54	4
TCGA-GC-A3I6-01A-11D-A20D-08	69	64	0	41	0	0
TCGA-GC-A3OO-01A-11D-A22Z-08	41	69	0	0	0	0
TCGA-GC-A3RB-01A-12D-A21Z-08	50	45	6	13	34	1
TCGA-GC-A3RC-01A-11D-A22Z-08	66	77	130	27	14	14
TCGA-GC-A3RD-01A-12D-A22Z-08	19	23	0	0	32	0
TCGA-GC-A3WC-01A-31D-A22Z-08	36	32	46	0	24	0
TCGA-GC-A3YS-01A-11D-A23M-08	96	49	24	9	32	15
TCGA-GC-A4ZW-01A-11D-A26M-08	442	145	0	0	0	0
TCGA-GC-A6I1-01A-12D-A31L-08	109	89	0	0	19	0
TCGA-GC-A6I3-01A-11D-A31L-08	83	28	41	26	23	15
TCGA-GD-A2C5-01A-12D-A17V-08	85	44	13	33	16	22
TCGA-GD-A3OP-01A-21D-A21Z-08	86	130	0	62	32	0
TCGA-GD-A3OQ-01A-32D-A21Z-08	34	18	0	0	31	0
TCGA-GD-A3OS-01A-12D-A21Z-08	8	14	4	27	33	3
TCGA-GD-A6C6-01A-21D-A31L-08	113	58	19	19	32	8
TCGA-GD-A76B-01A-11D-A32B-08	57	42	10	28	15	6
TCGA-GU-A42P-01A-11D-A23U-08	86	85	18	19	20	17
TCGA-GU-A42Q-01A-11D-A23U-08	70	31	24	2	23	11
TCGA-GU-A42R-01A-11D-A23M-08	51	42	29	15	15	1
TCGA-GU-A762-01A-11D-A339-08	21	5	0	33	27	0
TCGA-GU-A763-01A-11D-A32B-08	12	0	0	38	11	0
TCGA-GU-A764-01A-11D-A34U-08	28	18	11	32	7	6
TCGA-GU-A766-01A-11D-A32B-08	77	63	11	10	7	16
TCGA-GU-A767-01A-11D-A32B-08	95	27	59	131	14	24
TCGA-GU-AATO-01A-11D-A391-08	144	105	0	0	30	0
TCGA-GU-AATP-01A-11D-A391-08	86	86	6	54	16	16
TCGA-GU-AATQ-01A-11D-A391-08	67	25	29	9	15	3
TCGA-GV-A3JV-01A-11D-A21Z-08	9	18	0	0	72	8
TCGA-GV-A3JW-01A-11D-A20D-08	29	19	0	0	21	0
TCGA-GV-A3JX-01A-11D-A20D-08	129	50	21	5	16	11
TCGA-GV-A3JZ-01A-11D-A21A-08	197	106	0	0	32	52
TCGA-GV-A3QF-01A-31D-A22Z-08	4	5	28	43	29	3
TCGA-GV-A3QG-01A-11D-A21Z-08	12	11	20	18	22	0
TCGA-GV-A3QH-01A-11D-A21Z-08	69	23	0	0	41	0
TCGA-GV-A3QI-01A-11D-A21Z-08	52	33	123	171	30	3
TCGA-GV-A3QK-01B-11D-A23M-08	24	30	14	25	28	11
TCGA-GV-A40E-01A-12D-A23M-08	77	3	14	29	20	4
TCGA-GV-A40G-01A-11D-A23M-08	8	29	13	30	46	3
TCGA-GV-A6ZA-01A-12D-A339-08	135	84	0	0	28	16
TCGA-H4-A2HO-01A-11D-A17V-08	12	10	16	0	34	0
TCGA-H4-A2HQ-01A-11D-A17V-08	160	90	67	36	10	23
TCGA-HQ-A2OE-01A-11D-A202-08	25	23	11	28	24	8
TCGA-HQ-A2OF-01A-11D-A26M-08	0	12	0	0	79	0
TCGA-HQ-A5ND-01A-11D-A26M-08	6	8	10	16	29	4
TCGA-HQ-A5NE-01A-12D-A289-08	136	119	11	27	9	18
TCGA-K4-A3WS-01A-11D-A22Z-08	83	45	0	119	0	0
TCGA-K4-A3WU-01B-11D-A23M-08	73	21	13	4	32	9
TCGA-K4-A3WV-01A-11D-A22Z-08	0	5	0	0	43	6
TCGA-K4-A4AB-01B-12D-A289-08	4	13	11	21	29	3
TCGA-K4-A4AC-01A-21D-A26M-08	35	20	25	4	25	13
TCGA-K4-A54R-01A-11D-A26M-08	502	316	0	0	0	0
TCGA-K4-A5RH-01A-11D-A30E-08	26	65	18	7	23	15
TCGA-K4-A5RI-01A-11D-A289-08	22	20	40	0	36	0
TCGA-K4-A5RJ-01A-11D-A289-08	149	102	14	55	7	5
TCGA-K4-A6FZ-01A-11D-A31L-08	91	79	181	0	0	0
TCGA-K4-A6MB-01A-11D-A31L-08	102	97	0	63	37	0
TCGA-K4-A83P-01A-11D-A34U-08	75	58	68	0	22	0
TCGA-K4-AAQO-01A-11D-A38G-08	76	35	35	34	25	8
TCGA-KQ-A41N-01A-11D-A339-08	16	20	85	42	15	9
TCGA-KQ-A41O-01A-12D-A34U-08	130	36	11	6	34	14
TCGA-KQ-A41P-01A-12D-A339-08	149	101	0	0	0	23
TCGA-KQ-A41Q-01A-11D-A339-08	40	33	3	5	41	16
TCGA-KQ-A41R-01A-21D-A34U-08	64	293	185	51	57	17
TCGA-KQ-A41S-01A-12D-A339-08	98	69	7	6	16	3
TCGA-LC-A66R-01A-41D-A30E-08	38	21	25	0	14	16
TCGA-LT-A5Z6-01A-11D-A289-08	244	208	0	0	0	0
TCGA-LT-A8JT-01A-11D-A364-08	13	13	11	2	23	5
TCGA-MV-A51V-01A-11D-A26M-08	1199	193	0	0	0	57
TCGA-PQ-A6FI-01A-11D-A31L-08	53	24	38	0	24	0
TCGA-PQ-A6FN-01A-11D-A31L-08	12	14	0	27	13	0
TCGA-R3-A69X-01A-22D-A30E-08	127	24	0	0	34	0
TCGA-S5-A6DX-01A-11D-A31L-08	326	181	0	0	0	56
TCGA-S5-AA26-01A-11D-A38G-08	119	44	0	0	29	0
TCGA-SY-A9G0-01A-12D-A38G-08	16	9	0	0	21	0
TCGA-SY-A9G5-01A-11D-A38G-08	565	314	0	0	0	0
TCGA-UY-A78K-01A-11D-A339-08	118	80	287	201	0	43
TCGA-UY-A78L-01A-12D-A339-08	88	68	22	5	9	6
TCGA-UY-A78M-01A-21D-A34U-08	40	24	0	0	47	0
TCGA-UY-A78N-01A-12D-A339-08	0	20	139	0	34	0
TCGA-UY-A78O-01A-12D-A339-08	70	21	0	0	58	18
TCGA-UY-A78P-01A-12D-A364-08	179	72	0	0	0	0
TCGA-UY-A8OB-01A-12D-A42E-08	64	0	239	0	0	0
TCGA-UY-A8OC-01A-11D-A364-08	23	29	0	0	16	10
TCGA-UY-A8OD-01A-11D-A364-08	19	15	18	0	34	0
TCGA-UY-A9PA-01A-11D-A38G-08	14	24	58	42	11	0
TCGA-UY-A9PB-01A-11D-A38G-08	161	128	114	83	41	0
TCGA-UY-A9PD-01A-11D-A38G-08	21	50	75	68	44	6
TCGA-UY-A9PE-01A-11D-A38G-08	51	35	0	52	26	18
TCGA-UY-A9PF-01A-11D-A38G-08	7	281	35	52	11	7
TCGA-UY-A9PH-01A-11D-A38G-08	144	125	3	6	21	24
TCGA-XF-A8HB-01A-11D-A364-08	14	0	0	0	43	11
TCGA-XF-A8HC-01A-11D-A364-08	23	52	6	22	33	8
TCGA-XF-A8HD-01A-11D-A364-08	258	119	0	0	34	32
TCGA-XF-A8HE-01A-11D-A364-08	155	151	12	7	1	17
TCGA-XF-A8HF-01A-11D-A364-08	16	17	0	87	19	0
TCGA-XF-A8HG-01A-11D-A364-08	44	69	62	4	53	9
TCGA-XF-A8HH-01A-11D-A38G-08	35	33	3	1	28	6
TCGA-XF-A8HI-01A-11D-A38G-08	34	29	0	0	16	0
TCGA-XF-A9SG-01A-12D-A42E-08	59	56	7	22	15	9
TCGA-XF-A9SH-01A-11D-A391-08	20	5	0	0	11	0
TCGA-XF-A9SI-01A-11D-A391-08	201	109	0	0	0	0
TCGA-XF-A9SJ-01A-11D-A391-08	62	114	46	0	17	0
TCGA-XF-A9SK-01A-11D-A42E-08	50	29	13	10	11	13
TCGA-XF-A9SL-01A-11D-A391-08	40	4	19	0	0	0
TCGA-XF-A9SM-01A-11D-A42E-08	107	77	0	32	0	0
TCGA-XF-A9SP-01A-11D-A391-08	109	63	28	14	38	16
TCGA-XF-A9ST-01A-11D-A42E-08	135	67	145	79	25	14
TCGA-XF-A9SU-01A-31D-A391-08	7	0	9	0	20	6
TCGA-XF-A9SV-01A-21D-A42E-08	11	7	2	13	28	1
TCGA-XF-A9SW-01A-11D-A42E-08	5	19	8	9	16	2
TCGA-XF-A9SX-01A-21D-A391-08	7	11	36	28	11	6
TCGA-XF-A9SY-01A-21D-A42E-08	72	30	0	239	0	34
TCGA-XF-A9SZ-01A-11D-A391-08	43	41	43	36	12	8
TCGA-XF-A9T0-01A-11D-A391-08	52	418	201	0	0	0
TCGA-XF-A9T2-01A-11D-A42E-08	30	21	0	0	27	0
TCGA-XF-A9T3-01A-11D-A42E-08	24	43	263	6	28	11
TCGA-XF-A9T4-01A-11D-A391-08	10	3	0	0	17	0
TCGA-XF-A9T5-01A-11D-A42E-08	373	183	11	25	15	1
TCGA-XF-A9T6-01A-11D-A42E-08	0	68	107	38	32	0
TCGA-XF-A9T8-01A-11D-A391-08	449	206	0	0	0	0
TCGA-XF-AAME-01A-12D-A42E-08	0	0	12	7	0	0
TCGA-XF-AAMF-01A-21D-A42E-08	25	18	1	2	18	3
TCGA-XF-AAMG-01A-11D-A42E-08	463	156	24	117	32	46
TCGA-XF-AAMH-01A-11D-A42E-08	0	0	12	12	21	0
TCGA-XF-AAMJ-01A-11D-A42E-08	0	0	0	0	32	0
TCGA-XF-AAML-01A-11D-A42E-08	162	163	42	27	18	31
TCGA-XF-AAMQ-01A-11D-A42E-08	90	65	0	0	26	0
TCGA-XF-AAMR-01A-31D-A42E-08	33	34	0	0	20	0
TCGA-XF-AAMT-01A-11D-A42E-08	9	4	5	48	12	3
TCGA-XF-AAMW-01A-11D-A42E-08	0	0	12	13	0	0
TCGA-XF-AAMX-01A-11D-A42E-08	74	24	47	88	29	22
TCGA-XF-AAMY-01A-11D-A42E-08	41	31	0	0	33	0
TCGA-XF-AAMZ-01A-11D-A42E-08	96	33	1	31	36	18
TCGA-XF-AAN0-01A-11D-A42E-08	183	96	7	25	13	24
TCGA-XF-AAN1-01A-31D-A42E-08	13	7	23	1	35	3
TCGA-XF-AAN2-01A-11D-A42E-08	223	136	10	36	7	7
TCGA-XF-AAN3-01A-11D-A42E-08	84	52	0	0	19	0
TCGA-XF-AAN4-01A-11D-A42E-08	22	0	0	0	6	0
TCGA-XF-AAN5-01A-11D-A42E-08	171	34	6	27	30	6
TCGA-XF-AAN7-01A-11D-A42E-08	0	19	41	30	36	0
TCGA-XF-AAN8-01A-11D-A42E-08	0	0	0	0	1	0
TCGA-YC-A89H-01A-11D-A364-08	0	1178	195	0	69	0
TCGA-YC-A8S6-01A-31D-A38G-08	37	19	3	9	9	13
TCGA-YC-A9TC-01A-22D-A391-08	34	15	4	20	20	2
TCGA-YF-AA3L-01A-11D-A38G-08	43	27	96	68	35	11
