Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M
TCGA-BH-A18V-01A-11D-A12B-09	22	48	50	0	0	0	0	17	0	35	65	0	0
TCGA-BH-A1EN-01A-11D-A17G-09	6	0	0	24	0	0	5	0	13	0	0	28	0
TCGA-BH-A1EO-01A-11D-A135-09	3	0	0	24	0	0	5	0	7	0	0	0	0
TCGA-BH-A1ES-01A-11D-A135-09	2	2	0	0	0	0	4	0	0	0	0	0	7
TCGA-BH-A1ET-01A-11D-A135-09	0	0	0	11	0	0	0	0	9	14	0	0	0
TCGA-BH-A1EU-01A-11D-A135-09	0	0	0	0	6	11	0	4	0	0	0	0	0
TCGA-BH-A1EV-01A-11D-A135-09	23	19	19	14	0	0	21	15	0	0	0	0	0
TCGA-BH-A1EW-01A-11D-A135-09	2	0	0	0	0	0	0	7	3	0	0	0	0
TCGA-BH-A1EX-01A-11D-A13L-09	0	0	0	6	6	0	5	0	0	0	6	0	0
TCGA-BH-A1EY-01A-11D-A13L-09	5	6	11	6	0	13	9	0	0	0	0	0	0
TCGA-BH-A1F0-01A-11D-A135-09	0	9	13	10	0	0	5	12	14	0	22	0	0
TCGA-BH-A1F2-01A-31D-A13L-09	10	0	15	25	0	0	0	0	0	12	0	0	0
TCGA-BH-A1F5-01A-12D-A13L-09	3	0	0	9	0	0	4	5	8	0	0	14	0
TCGA-BH-A1F6-01A-11D-A13L-09	0	0	9	11	0	0	0	5	0	0	0	22	0
TCGA-BH-A1F8-01A-11D-A13L-09	62	35	25	0	0	27	11	25	0	0	0	0	0
TCGA-BH-A1FC-01A-11D-A13L-09	13	19	0	30	0	0	8	0	0	0	26	0	15
TCGA-BH-A1FD-01A-11W-A14Q-09	0	0	0	12	0	0	0	0	0	0	0	32	0
TCGA-BH-A1FE-01A-11D-A13L-09	7	0	0	3	0	0	4	0	9	0	0	0	0
TCGA-BH-A1FG-01A-11D-A13L-09	0	0	0	8	0	0	0	0	0	0	0	18	0
TCGA-BH-A1FH-01A-12D-A13L-09	0	0	0	0	0	21	0	6	0	0	0	0	0
TCGA-BH-A1FJ-01A-11D-A13L-09	0	0	0	0	0	28	0	5	5	0	0	0	0
TCGA-BH-A1FL-01A-11D-A13L-09	2	0	0	7	0	0	0	4	10	0	0	0	0
TCGA-BH-A1FM-01A-11D-A13L-09	9	5	10	12	0	15	9	0	0	0	0	0	0
TCGA-BH-A1FN-01A-11D-A13L-09	39	43	32	0	0	0	0	0	0	28	0	0	0
TCGA-BH-A1FR-01A-11D-A13L-09	0	1	0	6	0	0	0	0	0	0	5	0	3
TCGA-BH-A1FU-01A-11D-A14G-09	0	10	18	8	24	0	12	16	0	0	29	0	0
TCGA-BH-A201-01A-11D-A14K-09	1	0	0	2	10	0	3	0	0	6	0	0	0
TCGA-BH-A202-01A-11D-A14K-09	3	0	0	5	0	0	0	0	0	11	9	0	0
TCGA-BH-A203-01A-12D-A167-09	10	12	0	35	0	0	17	0	16	0	0	0	0
TCGA-BH-A204-01A-11D-A159-09	0	4	0	12	0	0	4	8	0	13	0	0	11
TCGA-BH-A208-01A-11D-A159-09	18	27	0	0	0	30	0	13	0	0	0	0	0
TCGA-BH-A209-01A-11D-A17G-09	28	26	47	0	0	0	8	17	0	0	0	0	0
TCGA-BH-A28Q-01A-11D-A16D-09	0	0	0	14	0	0	0	0	6	0	0	0	7
TCGA-BH-A2L8-01A-11D-A18P-09	207	175	105	0	0	0	0	91	0	0	0	0	0
TCGA-BH-A42U-01A-12D-A243-09	5	3	0	0	0	6	3	6	0	0	0	0	6
TCGA-BH-A42V-01A-11D-A243-09	15	13	0	0	0	12	7	8	0	0	0	0	0
TCGA-BH-A5IZ-01A-11D-A27P-09	0	0	24	0	0	40	0	18	0	0	0	0	15
TCGA-BH-A5J0-01A-11D-A27P-09	30	0	26	12	0	0	12	18	0	0	0	0	0
TCGA-BH-A6R8-01A-21D-A33E-09	0	0	0	4	0	21	6	7	0	0	0	0	0
TCGA-BH-A6R9-01A-21D-A32I-09	0	0	0	2	0	0	2	2	0	4	11	0	0
TCGA-BH-A8FY-01A-11D-A36J-09	0	0	0	6	0	0	0	15	11	0	14	0	8
TCGA-BH-A8FZ-01A-11D-A351-09	5	5	0	11	0	0	0	0	0	20	21	28	0
TCGA-BH-A8G0-01A-11D-A351-09	0	0	0	6	7	0	3	0	0	0	0	0	6
TCGA-BH-AB28-01A-31D-A41F-09	6	0	0	15	0	0	0	0	0	0	0	19	0
TCGA-C8-A12K-01A-21D-A10Y-09	12	50	0	0	0	33	0	0	28	0	45	0	0
TCGA-C8-A12L-01A-11D-A10Y-09	0	0	0	10	0	0	4	0	22	0	24	0	18
TCGA-C8-A12M-01A-11D-A135-09	0	0	0	23	16	0	13	0	15	0	0	0	12
TCGA-C8-A12N-01A-11D-A10Y-09	0	4	0	10	0	0	0	0	5	6	0	0	0
TCGA-C8-A12O-01A-11D-A10Y-09	0	0	0	12	0	17	6	4	0	0	0	0	0
TCGA-C8-A12P-01A-11D-A10Y-09	53	51	33	22	0	0	18	30	0	0	0	0	0
TCGA-C8-A12Q-01A-11D-A10Y-09	35	15	43	0	0	0	16	17	0	0	0	0	0
TCGA-C8-A12T-01A-11D-A10Y-09	61	62	46	0	0	0	11	20	0	0	0	0	0
TCGA-C8-A12U-01A-11D-A10Y-09	4	5	0	10	0	27	0	0	10	0	0	0	0
TCGA-C8-A12V-01A-11D-A10Y-09	0	0	11	0	0	26	3	0	9	0	0	0	0
TCGA-C8-A12W-01A-11D-A10Y-09	0	0	0	17	0	42	12	0	0	0	0	0	0
TCGA-C8-A12X-01A-11D-A10Y-09	0	0	0	23	0	0	7	0	10	0	0	23	0
TCGA-C8-A12Y-01A-11D-A12B-09	6	0	0	19	19	0	3	0	0	0	0	0	0
TCGA-C8-A12Z-01A-11D-A10Y-09	8	10	7	12	0	0	4	13	0	0	0	0	0
TCGA-C8-A130-01A-31D-A10Y-09	3	3	0	13	0	23	7	0	0	0	0	0	0
TCGA-C8-A131-01A-11D-A10Y-09	7	0	0	14	0	0	12	10	0	0	0	0	21
TCGA-C8-A132-01A-31D-A10Y-09	12	18	14	0	0	27	0	0	8	0	0	0	0
TCGA-C8-A133-01A-32D-A12B-09	4	0	0	0	0	9	0	0	9	10	0	0	0
TCGA-C8-A134-01A-11D-A10Y-09	0	8	0	8	0	0	0	0	19	27	33	0	13
TCGA-C8-A135-01A-11D-A10Y-09	4	8	0	28	0	19	8	0	10	0	0	0	0
TCGA-C8-A137-01A-11D-A10Y-09	6	6	8	0	0	21	9	9	0	0	0	0	0
TCGA-C8-A138-01A-11D-A10Y-09	0	0	0	0	0	30	0	4	0	15	0	0	0
TCGA-C8-A1HE-01A-11D-A188-09	16	7	0	6	0	0	3	8	8	0	0	14	0
TCGA-C8-A1HF-01A-11D-A135-09	8	4	9	7	0	0	3	7	0	0	0	0	0
TCGA-C8-A1HG-01A-11D-A135-09	4	0	0	21	0	18	0	16	0	0	0	0	0
TCGA-C8-A1HI-01A-11D-A135-09	7	0	0	0	0	55	0	0	0	0	0	0	0
TCGA-C8-A1HJ-01A-11D-A13L-09	0	11	0	8	25	0	0	0	0	0	63	0	23
TCGA-C8-A1HK-01A-21D-A13L-09	7	20	13	8	0	0	9	0	9	0	0	0	0
TCGA-C8-A1HL-01A-11D-A135-09	0	0	0	11	0	0	0	0	12	0	0	0	8
TCGA-C8-A1HM-01A-12D-A135-09	101	191	86	0	0	0	0	77	0	0	0	0	0
TCGA-C8-A1HN-01A-11D-A135-09	0	0	0	18	0	19	0	0	13	0	0	0	10
TCGA-C8-A1HO-01A-11D-A13L-09	5	0	7	0	0	25	3	0	0	0	0	0	0
TCGA-C8-A26V-01A-11D-A16D-09	21	27	24	13	0	0	9	0	0	0	0	0	0
TCGA-C8-A26W-01A-11D-A16D-09	15	10	0	0	14	0	11	14	0	0	0	0	0
TCGA-C8-A26X-01A-31D-A16D-09	3	0	0	17	0	0	5	0	16	0	0	24	10
TCGA-C8-A26Y-01A-11D-A16D-09	274	277	165	0	0	0	44	102	0	0	0	0	0
TCGA-C8-A26Z-01A-11D-A16D-09	0	0	0	27	0	0	4	7	0	0	0	0	12
TCGA-C8-A273-01A-11D-A16D-09	0	0	0	0	0	14	2	0	3	0	0	0	0
TCGA-C8-A274-01A-11D-A16D-09	109	67	53	13	0	0	14	0	0	0	0	0	0
TCGA-C8-A275-01A-21D-A16D-09	25	31	49	0	0	0	8	25	0	0	0	0	0
TCGA-C8-A278-01A-11D-A167-09	5	3	9	0	0	25	5	0	0	0	0	0	0
TCGA-C8-A27A-01A-11D-A167-09	5	4	0	5	0	15	6	0	0	0	0	0	0
TCGA-C8-A27B-01A-11D-A167-09	12	81	0	0	0	0	0	17	0	0	59	0	0
TCGA-C8-A3M7-01A-12D-A21Q-09	80	21	43	15	0	0	17	44	0	0	0	0	0
TCGA-C8-A3M8-01A-11D-A20S-09	5	0	12	15	11	0	0	0	0	0	14	0	0
TCGA-C8-A8HP-01A-11D-A36J-09	75	71	68	0	0	0	24	25	0	0	0	0	0
TCGA-C8-A8HQ-01A-11D-A36J-09	122	87	86	0	0	0	35	26	0	0	0	0	0
TCGA-C8-A8HR-01A-11D-A36J-09	0	5	0	11	0	0	0	7	0	0	0	33	0
TCGA-C8-A9FZ-01A-11D-A41F-09	0	0	0	19	11	0	0	0	0	0	0	0	0
TCGA-D8-A13Y-01A-11D-A10Y-09	10	0	27	0	0	21	4	15	0	0	0	0	0
TCGA-D8-A13Z-01A-11D-A10Y-09	0	15	0	23	0	0	6	0	14	0	47	0	0
TCGA-D8-A140-01A-11D-A10Y-09	16	0	12	29	0	0	6	26	21	0	0	0	21
TCGA-D8-A141-01A-11D-A10Y-09	0	0	0	6	0	13	0	0	0	0	0	0	0
TCGA-D8-A142-01A-11D-A10Y-09	0	9	25	19	0	86	0	17	0	0	0	0	0
TCGA-D8-A143-01A-11D-A10Y-09	3	0	0	12	0	0	0	0	7	0	18	0	13
TCGA-D8-A145-01A-11D-A10Y-09	0	3	0	16	0	0	0	0	9	0	0	18	0
TCGA-D8-A146-01A-31D-A10Y-09	3	0	0	8	11	0	8	9	0	0	0	0	0
TCGA-D8-A147-01A-11D-A10Y-09	14	36	22	0	0	28	0	27	0	0	48	0	21
TCGA-D8-A1J8-01A-11D-A13L-09	212	146	281	76	88	0	71	61	0	0	0	0	0
TCGA-D8-A1J9-01A-11D-A13L-09	86	68	72	0	0	0	28	0	0	0	0	0	0
TCGA-D8-A1JA-01A-11D-A13L-09	261	349	544	0	0	0	0	0	0	0	0	0	0
TCGA-D8-A1JB-01A-11D-A13L-09	4	4	0	0	0	12	0	0	10	11	0	0	9
TCGA-D8-A1JC-01A-11D-A13L-09	18	17	23	0	0	24	10	24	0	0	0	0	0
TCGA-D8-A1JD-01A-11D-A13L-09	8	13	0	0	0	21	7	0	21	0	22	0	22
TCGA-D8-A1JE-01A-11D-A13L-09	0	0	0	0	0	36	0	0	0	0	0	0	0
TCGA-D8-A1JF-01A-11D-A13L-09	0	0	0	0	11	23	4	0	9	0	0	0	0
TCGA-D8-A1JG-01B-11D-A13L-09	0	9	0	23	0	0	27	0	0	105	0	0	0
TCGA-D8-A1JH-01A-11D-A188-09	2	0	0	6	7	0	0	0	0	0	0	14	0
TCGA-D8-A1JI-01A-11D-A13L-09	0	0	0	0	0	19	3	0	15	0	0	0	0
TCGA-D8-A1JJ-01A-31D-A14K-09	29	6	27	14	0	0	10	0	0	0	0	0	0
TCGA-D8-A1JK-01A-11D-A13L-09	11	12	0	10	24	0	0	16	29	27	0	82	20
TCGA-D8-A1JL-01A-11D-A13L-09	0	11	0	0	22	24	11	0	19	0	30	0	15
TCGA-D8-A1JM-01A-11D-A13L-09	0	0	0	8	0	23	4	0	0	0	0	0	19
TCGA-D8-A1JN-01A-11D-A13L-09	65	30	40	0	0	0	30	39	0	0	0	0	0
TCGA-D8-A1JP-01A-11D-A13L-09	0	7	13	0	0	0	0	14	15	0	32	29	15
TCGA-D8-A1JS-01A-11D-A13L-09	0	0	0	4	0	16	0	5	0	0	0	0	0
TCGA-D8-A1JT-01A-31D-A13L-09	0	0	0	11	0	0	0	0	11	0	0	18	0
TCGA-D8-A1JU-01A-11D-A13L-09	1	0	0	0	4	9	0	0	2	0	0	0	0
TCGA-D8-A1X5-01A-11D-A14G-09	5	0	0	17	15	0	0	0	0	24	0	0	0
TCGA-D8-A1X6-01A-11D-A14K-09	3	0	0	16	0	0	0	0	9	11	0	0	0
TCGA-D8-A1X7-01A-11D-A14K-09	0	0	0	0	0	18	3	8	0	0	0	0	0
TCGA-D8-A1X8-01A-11D-A14K-09	0	0	0	0	0	29	0	0	9	15	0	0	0
TCGA-D8-A1X9-01A-12D-A159-09	0	9	0	0	0	43	0	0	0	24	0	0	30
TCGA-D8-A1XA-01A-11D-A14G-09	0	0	0	9	10	0	0	6	0	0	0	0	0
TCGA-D8-A1XB-01A-11D-A14G-09	6	0	0	14	9	0	4	0	8	0	0	0	0
TCGA-D8-A1XC-01A-11D-A14G-09	0	0	0	15	0	0	0	7	11	0	0	0	0
TCGA-D8-A1XF-01A-11D-A14G-09	0	3	0	17	0	0	11	10	0	0	0	0	13
TCGA-D8-A1XG-01A-11D-A14G-09	0	0	0	4	10	0	3	0	7	0	0	0	6
TCGA-D8-A1XJ-01A-11D-A14K-09	22	0	0	8	0	38	13	20	0	0	0	0	0
TCGA-D8-A1XK-01A-21D-A14K-09	0	0	0	105	940	0	0	0	0	0	0	223	0
TCGA-D8-A1XL-01A-11D-A14K-09	5	6	0	0	18	21	0	0	0	15	30	0	12
TCGA-D8-A1XM-01A-21D-A14K-09	10	4	0	0	0	27	11	10	0	0	0	0	0
TCGA-D8-A1XO-01A-11D-A14K-09	4	0	0	5	0	0	0	0	0	0	0	17	0
TCGA-D8-A1XQ-01A-11D-A14K-09	0	34	0	127	444	225	42	0	123	0	0	0	0
TCGA-D8-A1XR-01A-11D-A14K-09	0	0	0	11	11	0	0	6	0	0	0	0	0
TCGA-D8-A1XS-01A-11D-A14K-09	4	0	0	7	0	0	6	0	0	0	0	0	8
TCGA-D8-A1XT-01A-11D-A14K-09	0	0	0	21	0	0	0	18	0	0	0	0	0
TCGA-D8-A1XU-01A-11D-A14K-09	10	0	0	7	0	0	0	5	0	0	0	0	7
TCGA-D8-A1XV-01A-11D-A14K-09	0	0	7	4	0	26	0	0	0	0	0	0	0
TCGA-D8-A1XW-01A-11D-A14K-09	9	11	0	0	0	36	0	0	16	0	47	0	0
TCGA-D8-A1XY-01A-11D-A14K-09	4	0	0	31	0	0	0	10	0	0	0	0	10
TCGA-D8-A1XZ-01A-11D-A14K-09	0	0	25	33	0	0	8	0	19	0	0	0	0
TCGA-D8-A1Y0-01A-11D-A14K-09	0	11	12	0	0	27	0	8	0	23	0	0	0
TCGA-D8-A1Y1-01A-21D-A14K-09	18	0	0	86	0	124	15	0	0	0	0	0	0
TCGA-D8-A1Y2-01A-11D-A159-09	5	3	0	4	0	6	1	0	0	0	0	0	0
TCGA-D8-A1Y3-01A-11D-A159-09	4	0	0	20	0	31	5	0	0	0	0	0	0
TCGA-D8-A27E-01A-11D-A16D-09	0	0	0	0	0	0	2	0	4	0	0	0	6
TCGA-D8-A27F-01A-11D-A16D-09	0	12	0	0	0	17	0	0	10	12	19	0	0
TCGA-D8-A27G-01A-11D-A16D-09	399	376	110	0	0	0	51	156	0	0	0	0	0
TCGA-D8-A27I-01A-11D-A16D-09	5	3	0	0	0	24	3	0	0	0	0	0	0
TCGA-D8-A27K-01A-11D-A16D-09	0	0	0	6	0	10	0	0	7	0	0	0	0
TCGA-D8-A27L-01A-11D-A16D-09	12	0	18	5	0	0	0	13	0	0	0	0	0
TCGA-D8-A27M-01A-11D-A16D-09	0	14	0	12	0	0	7	0	8	0	25	0	11
TCGA-D8-A27N-01A-11D-A16D-09	0	0	0	22	0	21	0	0	12	0	0	0	0
TCGA-D8-A27P-01A-11D-A16D-09	0	0	0	11	0	0	0	0	10	0	0	0	9
TCGA-D8-A27R-01A-11D-A16D-09	0	0	6	0	0	11	4	0	0	0	0	14	0
TCGA-D8-A27T-01A-11D-A16D-09	3	0	0	15	0	0	0	5	0	0	0	0	6
TCGA-D8-A27V-01A-12D-A17D-09	68	52	79	0	0	0	14	35	0	0	0	0	0
TCGA-D8-A27W-01A-11D-A16D-09	2	0	9	11	0	21	4	0	0	0	0	0	0
TCGA-D8-A3Z6-01A-11D-A23C-09	7	0	0	13	8	0	0	0	0	7	0	0	0
TCGA-D8-A4Z1-01A-21D-A25Q-09	22	19	13	0	0	0	10	9	0	0	0	0	0
TCGA-D8-A73U-01A-11D-A33E-09	79	18	41	0	0	0	10	49	0	0	0	0	0
TCGA-D8-A73W-01A-22D-A351-09	4	0	0	20	0	0	0	0	16	0	0	0	10
TCGA-D8-A73X-01A-11D-A32I-09	6	0	0	7	10	20	4	0	0	0	0	0	0
TCGA-E2-A10A-01A-21D-A10Y-09	3	0	0	3	0	0	0	0	8	0	0	0	8
TCGA-E2-A10C-01A-21D-A10M-09	189	140	65	0	0	0	32	61	0	0	0	0	0
TCGA-E2-A14N-01A-31D-A135-09	4	12	0	8	0	0	6	0	11	0	31	0	15
TCGA-E2-A14O-01A-31D-A10Y-09	0	0	0	17	0	0	8	0	0	0	0	0	9
TCGA-E2-A14P-01A-31D-A12B-09	16	10	0	29	0	0	13	26	0	0	0	0	14
TCGA-E2-A14Q-01A-11D-A12B-09	6	0	0	11	0	20	0	0	0	0	0	0	0
TCGA-E2-A14R-01A-11D-A10Y-09	0	15	19	0	21	25	8	0	0	0	44	0	15
TCGA-E2-A14T-01A-11D-A10Y-09	4	4	0	13	0	0	6	0	0	0	0	13	0
TCGA-E2-A14V-01A-11D-A12B-09	14	21	16	10	0	34	14	9	0	0	0	0	0
TCGA-E2-A14W-01A-11D-A12B-09	0	6	19	0	0	0	6	7	9	0	29	0	11
TCGA-E2-A14X-01A-11D-A10Y-09	6	0	0	13	0	14	6	0	0	0	0	0	0
TCGA-E2-A14Y-01A-21D-A12B-09	14	16	0	12	0	0	0	0	0	0	0	0	0
TCGA-E2-A14Z-01A-11D-A10Y-09	19	0	10	8	0	0	10	8	0	0	16	0	13
TCGA-E2-A150-01A-11D-A12B-09	0	4	0	16	0	0	6	0	13	19	22	0	0
TCGA-E2-A152-01A-11D-A12B-09	43	36	50	0	0	0	20	16	0	0	0	0	0
TCGA-E2-A153-01A-12D-A12B-09	3	0	0	8	0	10	2	0	0	0	0	0	0
TCGA-E2-A154-01A-11D-A10Y-09	0	0	0	11	0	18	10	0	7	0	0	0	10
TCGA-E2-A155-01A-11D-A12B-09	13	0	0	22	0	0	0	0	14	15	18	0	0
TCGA-E2-A156-01A-11D-A12B-09	3	0	4	0	0	16	0	0	0	0	0	0	0
TCGA-E2-A158-01A-11D-A12B-09	0	0	13	0	0	27	4	0	14	0	32	0	0
TCGA-E2-A159-01A-11D-A10Y-09	44	39	77	0	0	0	0	21	0	0	0	0	0
TCGA-E2-A15A-01A-11D-A12B-09	0	0	0	14	0	0	0	0	12	18	0	0	16
TCGA-E2-A15C-01A-31D-A12B-09	0	0	0	27	0	0	0	7	11	0	0	0	0
TCGA-E2-A15D-01A-11D-A10Y-09	0	0	0	5	7	9	3	0	6	0	0	0	0
TCGA-E2-A15E-01A-11D-A12B-09	0	5	0	4	9	23	0	0	0	0	0	0	0
TCGA-E2-A15G-01A-11D-A12B-09	9	0	0	0	0	48	6	0	8	0	0	0	0
TCGA-E2-A15H-01A-11D-A12B-09	0	0	7	18	0	0	0	0	10	0	0	0	0
TCGA-E2-A15I-01A-21D-A135-09	3	0	0	7	0	12	0	5	0	7	0	0	0
TCGA-E2-A15J-01A-11D-A12Q-09	0	0	0	10	0	0	0	4	0	0	0	10	0
TCGA-E2-A15K-01A-11D-A12Q-09	0	0	0	17	0	21	0	17	0	0	0	0	0
TCGA-E2-A15L-01A-11D-A12B-09	0	3	0	7	7	14	2	0	0	0	0	0	0
TCGA-E2-A15M-01A-11D-A12B-09	22	8	29	31	0	0	0	9	0	0	0	0	21
TCGA-E2-A15O-01A-11D-A10Y-09	0	0	0	0	0	34	3	0	0	0	0	0	0
TCGA-E2-A15P-01A-11D-A10Y-09	0	0	0	10	12	0	3	4	0	0	0	0	0
TCGA-E2-A15R-01A-11D-A10Y-09	3	0	0	16	0	15	5	6	0	0	0	0	0
TCGA-E2-A15S-01A-11D-A10Y-09	7	0	11	0	14	24	0	0	0	0	0	0	10
TCGA-E2-A15T-01A-11D-A10Y-09	0	0	0	6	0	29	0	0	6	0	0	0	0
TCGA-E2-A1AZ-01A-11D-A12Q-09	8	7	25	0	0	0	12	0	0	0	0	0	11
TCGA-E2-A1B0-01A-11D-A12Q-09	0	4	0	10	11	0	7	7	0	0	0	18	0
TCGA-E2-A1B1-01A-21D-A12Q-09	8	17	0	9	0	0	0	29	0	0	0	0	0
TCGA-E2-A1B4-01A-11D-A12Q-09	4	0	8	4	0	0	4	13	0	0	0	0	8
TCGA-E2-A1B5-01A-21D-A12Q-09	12	5	7	0	0	13	4	0	0	0	0	0	0
TCGA-E2-A1B6-01A-31D-A12Q-09	0	0	7	10	0	0	0	0	0	0	23	0	8
TCGA-E2-A1BC-01A-11D-A14G-09	0	0	17	11	0	0	0	0	0	11	0	0	0
TCGA-E2-A1BD-01A-11D-A12Q-09	0	0	0	15	0	0	4	0	0	0	0	19	0
TCGA-E2-A1IE-01A-11D-A188-09	0	0	0	9	0	0	0	0	10	0	0	0	13
TCGA-E2-A1IF-01A-11D-A142-09	0	0	0	0	10	7	1	0	0	0	0	0	0
TCGA-E2-A1IG-01A-11D-A142-09	0	0	0	6	0	37	6	0	0	0	0	0	0
TCGA-E2-A1IH-01A-11D-A188-09	16	16	14	0	12	26	0	0	0	0	0	0	0
TCGA-E2-A1II-01A-11D-A142-09	0	0	0	6	0	0	0	0	0	8	16	0	0
TCGA-E2-A1IJ-01A-11D-A142-09	0	0	0	0	0	8	0	0	0	8	0	0	0
TCGA-E2-A1IK-01A-11D-A17G-09	0	1	0	2	0	0	5	0	0	0	0	8	0
TCGA-E2-A1IL-01A-11D-A14G-09	0	0	0	10	0	0	5	0	0	0	0	21	0
TCGA-E2-A1IN-01A-11D-A13L-09	81	87	36	0	0	0	0	34	0	0	0	0	0
TCGA-E2-A1IO-01A-11D-A142-09	1	0	0	0	0	9	2	0	0	0	0	0	0
TCGA-E2-A1IU-01A-11D-A14G-09	7	0	0	0	0	0	8	0	6	0	12	0	0
TCGA-E2-A1L6-01A-11D-A13L-09	2	0	0	0	6	0	7	0	7	0	0	0	0
TCGA-E2-A1L7-01A-11D-A142-09	0	4	0	0	13	26	0	6	0	12	14	0	0
TCGA-E2-A1L8-01A-11D-A13L-09	3	0	0	0	10	23	0	0	0	0	0	0	0
TCGA-E2-A1L9-01A-11D-A13L-09	0	0	0	11	0	0	5	0	5	0	0	0	7
TCGA-E2-A1LA-01A-11D-A142-09	0	0	18	9	22	0	0	0	0	0	57	0	0
TCGA-E2-A1LB-01A-11D-A142-09	8	6	18	0	0	11	4	8	0	0	0	0	0
TCGA-E2-A1LG-01A-21D-A14K-09	32	69	45	0	0	0	10	35	0	0	0	0	0
TCGA-E2-A1LH-01A-11D-A14G-09	18	42	0	0	0	45	0	0	0	34	79	0	0
TCGA-E2-A1LI-01A-12D-A159-09	5	7	0	0	0	0	3	0	0	0	13	0	0
TCGA-E2-A1LK-01A-21D-A14G-09	0	5	0	39	0	0	10	0	0	0	0	0	0
TCGA-E2-A1LL-01A-11D-A142-09	4	7	0	9	0	0	0	0	0	0	0	37	19
TCGA-E2-A1LS-01A-12D-A159-09	0	0	14	0	0	22	4	0	9	0	0	29	0
TCGA-E2-A2P6-01A-11D-A19Y-09	68	36	0	18	0	0	12	52	0	0	0	0	0
TCGA-E2-A56Z-01A-12D-A29N-09	0	0	0	10	11	19	7	0	7	0	0	0	0
TCGA-E2-A570-01A-11D-A29N-09	0	0	0	17	0	0	0	12	0	0	0	0	0
TCGA-E2-A572-01A-13D-A31U-09	0	0	5	3	0	19	0	0	0	0	0	0	0
TCGA-E2-A573-01A-11D-A29N-09	0	0	16	13	0	0	0	0	0	19	27	0	0
TCGA-E2-A574-01A-11D-A29N-09	25	34	24	21	0	0	15	34	0	0	0	0	0
TCGA-E2-A576-01A-11D-A31U-09	0	0	0	13	0	37	7	11	0	0	0	0	0
TCGA-E2-A9RU-01A-11D-A41F-09	11	12	0	41	0	0	16	26	0	0	0	0	0
TCGA-E9-A1N3-01A-12D-A159-09	0	0	7	0	0	13	0	0	0	13	0	0	0
TCGA-E9-A1N4-01A-11D-A14K-09	4	5	0	0	0	16	6	3	0	0	0	0	0
TCGA-E9-A1N5-01A-11D-A14G-09	10	3	0	0	0	0	0	0	8	9	0	15	0
TCGA-E9-A1N8-01A-11D-A142-09	3	2	0	0	8	0	5	0	0	0	0	16	0
TCGA-E9-A1N9-01A-11D-A14G-09	6	0	0	15	0	0	0	0	0	21	26	0	0
TCGA-E9-A1NA-01A-11D-A142-09	5	10	20	12	0	0	8	12	0	0	29	0	23
TCGA-E9-A1NC-01A-12W-A16L-09	0	0	0	0	51	0	0	24	0	0	0	157	0
TCGA-E9-A1ND-01A-11D-A142-09	9	11	0	21	14	0	0	0	10	0	0	36	11
TCGA-E9-A1NE-01A-21D-A14K-09	3	0	0	4	0	0	0	0	6	16	27	0	0
TCGA-E9-A1NF-01A-11D-A14G-09	19	0	11	9	0	0	8	0	11	0	0	0	0
TCGA-E9-A1NG-01A-21D-A14K-09	1	0	0	0	0	10	0	0	6	0	0	0	4
TCGA-E9-A1NH-01A-11D-A14G-09	0	0	0	0	8	24	0	0	0	0	0	0	0
TCGA-E9-A1NI-01A-11W-A16H-09	0	0	0	0	29	0	0	0	0	0	0	133	0
TCGA-E9-A1QZ-01A-21D-A167-09	0	0	0	3	0	10	0	0	0	0	0	0	8
TCGA-E9-A1R0-01A-22D-A16D-09	5	5	0	14	0	0	5	9	0	0	0	0	0
TCGA-E9-A1R2-01A-11D-A14G-09	0	17	0	7	18	0	0	0	0	0	0	0	17
TCGA-E9-A1R3-01A-31D-A14K-09	3	0	0	0	0	10	2	0	4	0	0	0	5
TCGA-E9-A1R4-01A-21D-A14G-09	44	15	78	0	0	0	11	0	0	0	0	0	0
TCGA-E9-A1R5-01A-11D-A14K-09	2	0	6	0	0	33	5	0	0	0	0	0	0
TCGA-E9-A1R6-01A-11D-A14G-09	0	0	0	6	0	16	9	0	0	0	0	0	7
TCGA-E9-A1R7-01A-11D-A14K-09	9	0	0	10	0	0	0	0	11	9	0	18	0
TCGA-E9-A1RA-01A-11D-A14G-09	5	0	0	0	0	17	0	4	0	0	0	0	0
TCGA-E9-A1RB-01A-11D-A17G-09	0	0	0	9	11	0	0	0	9	0	0	0	9
TCGA-E9-A1RC-01A-11D-A159-09	0	0	0	18	0	0	5	5	0	0	0	15	9
TCGA-E9-A1RD-01A-11D-A159-09	5	0	4	4	0	0	0	0	3	0	0	0	4
TCGA-E9-A1RE-01A-11D-A159-09	0	0	0	17	0	25	6	0	14	0	0	0	0
TCGA-E9-A1RF-01A-11D-A159-09	7	15	0	23	0	0	0	0	16	25	63	0	20
TCGA-E9-A1RG-01A-11D-A14G-09	4	3	0	0	10	23	0	0	0	0	0	0	0
TCGA-E9-A1RH-01A-21D-A167-09	7	11	0	22	0	0	6	0	20	16	29	0	0
TCGA-E9-A1RI-01A-11D-A167-09	5	0	0	0	0	12	0	0	0	6	0	0	0
TCGA-E9-A226-01A-21D-A159-09	6	22	0	10	0	0	10	21	0	0	0	0	0
