	A	B	Mean_A	Mean_B	H-statistic	P-value	Decision
0	SBS1	SBS2	1.714987714987715	6.486486486486487	43.68545459054706	3.8562724684713825e-11	Rank medians are different
1	SBS1	SBS5	1.714987714987715	4.830466830466831	23.381516786856395	1.3284890209693069e-06	Rank medians are different
2	SBS1	SBS7b	1.714987714987715	0.9164619164619164	136.93791987908247	1.2441454655133122e-31	Rank medians are different
3	SBS1	SBS10a	1.714987714987715	0.29238329238329236	300.9348948434663	2.0610584656395717e-67	Rank medians are different
4	SBS1	SBS10b	1.714987714987715	6.017199017199017	10.33378004492056	0.0013061742757224852	Rank medians are different
5	SBS1	SBS13	1.714987714987715	5.997542997542998	45.77240544481699	1.3282144055255723e-11	Rank medians are different
6	SBS1	SBS15	1.714987714987715	0.7616707616707616	171.99785496304494	2.709128354962697e-39	Rank medians are different
7	SBS1	SBS87	1.714987714987715	1.0687960687960687	108.558825103169	2.0274296497492312e-25	Rank medians are different
8	SBS2	SBS5	6.486486486486487	4.830466830466831	2.444933599437898	0.11790487439138023	Rank medians are similar
9	SBS2	SBS7b	6.486486486486487	0.9164619164619164	196.55899679023508	1.176976239343387e-44	Rank medians are different
10	SBS2	SBS10a	6.486486486486487	0.29238329238329236	328.57973522544404	1.9594081639539437e-73	Rank medians are different
11	SBS2	SBS10b	6.486486486486487	6.017199017199017	5.272854949127148	0.021660460296883757	Rank medians are different
12	SBS2	SBS13	6.486486486486487	5.997542997542998	0.004989216865594148	0.9436887405387292	Rank medians are similar
13	SBS2	SBS15	6.486486486486487	0.7616707616707616	228.53287103897577	1.2453840671956313e-51	Rank medians are different
14	SBS2	SBS87	6.486486486486487	1.0687960687960687	171.8758587591682	2.880534316779044e-39	Rank medians are different
15	SBS5	SBS7b	4.830466830466831	0.9164619164619164	172.8995359622895	1.721509580178558e-39	Rank medians are different
16	SBS5	SBS10a	4.830466830466831	0.29238329238329236	306.3253641942843	1.379540792543972e-68	Rank medians are different
17	SBS5	SBS10b	4.830466830466831	6.017199017199017	0.9048015988030226	0.3414974803646126	Rank medians are similar
18	SBS5	SBS13	4.830466830466831	5.997542997542998	2.670639462887884	0.10221494727477327	Rank medians are similar
19	SBS5	SBS15	4.830466830466831	0.7616707616707616	204.34608783935596	2.3521652498224207e-46	Rank medians are different
20	SBS5	SBS87	4.830466830466831	1.0687960687960687	148.6344667028944	3.447002784921326e-34	Rank medians are different
21	SBS7b	SBS10a	0.9164619164619164	0.29238329238329236	34.63343422551483	3.980112118748438e-09	Rank medians are different
22	SBS7b	SBS10b	0.9164619164619164	6.017199017199017	130.5755321407719	3.0663944069021494e-30	Rank medians are different
23	SBS7b	SBS13	0.9164619164619164	5.997542997542998	193.01843230140946	6.974274726809752e-44	Rank medians are different
24	SBS7b	SBS15	0.9164619164619164	0.7616707616707616	1.7446171472319318	0.18655486545661293	Rank medians are similar
25	SBS7b	SBS87	0.9164619164619164	1.0687960687960687	1.0667783394865773	0.30167427808253455	Rank medians are similar
26	SBS10a	SBS10b	0.29238329238329236	6.017199017199017	243.44248338369806	6.984129240928768e-55	Rank medians are different
27	SBS10a	SBS13	0.29238329238329236	5.997542997542998	321.8717900663509	5.664851057025685e-72	Rank medians are different
28	SBS10a	SBS15	0.29238329238329236	0.7616707616707616	22.516740187546777	2.083202487764928e-06	Rank medians are different
29	SBS10a	SBS87	0.29238329238329236	1.0687960687960687	45.57830485252866	1.466570005406113e-11	Rank medians are different
30	SBS10b	SBS13	6.017199017199017	5.997542997542998	5.392672108085819	0.02022148219285722	Rank medians are different
31	SBS10b	SBS15	6.017199017199017	0.7616707616707616	156.71642901195275	5.903564191221209e-36	Rank medians are different
32	SBS10b	SBS87	6.017199017199017	1.0687960687960687	110.51237549435986	7.56715303510204e-26	Rank medians are different
33	SBS13	SBS15	5.997542997542998	0.7616707616707616	224.61230815127107	8.920060921684046e-51	Rank medians are different
34	SBS13	SBS87	5.997542997542998	1.0687960687960687	168.67294927887198	1.4421621774147348e-38	Rank medians are different
35	SBS15	SBS87	0.7616707616707616	1.0687960687960687	5.496523611815056	0.01905431734887133	Rank medians are different
