	A	B	Mean_A	Mean_B	H-statistic	P-value	Decision
0	SBS1	SBS2	2.4176904176904177	6.574938574938575	14.017300964923077	0.00018113629161192534	Rank medians are different
1	SBS1	SBS5	2.4176904176904177	6.031941031941032	29.556183588845865	5.4319082556345703e-08	Rank medians are different
2	SBS1	SBS10a	2.4176904176904177	0.2972972972972973	438.56409161783324	2.2230865395127953e-97	Rank medians are different
3	SBS1	SBS10b	2.4176904176904177	6.171990171990172	1.1046938562255806	0.2932383018914606	Rank medians are similar
4	SBS1	SBS13	2.4176904176904177	6.012285012285012	12.720135597308873	0.00036173953995598674	Rank medians are different
5	SBS1	SBS42	2.4176904176904177	0.5798525798525799	344.717880811301	5.989913970608511e-77	Rank medians are different
6	SBS2	SBS5	6.574938574938575	6.031941031941032	1.262652740111019	0.26114955976004145	Rank medians are similar
7	SBS2	SBS10a	6.574938574938575	0.2972972972972973	332.96376377885605	2.1741237270185007e-74	Rank medians are different
8	SBS2	SBS10b	6.574938574938575	6.171990171990172	3.596605690683677	0.05789767147341963	Rank medians are similar
9	SBS2	SBS13	6.574938574938575	6.012285012285012	0.03992057140601331	0.8416359612364945	Rank medians are similar
10	SBS2	SBS42	6.574938574938575	0.5798525798525799	269.5881698896584	1.3952951315853148e-60	Rank medians are different
11	SBS5	SBS10a	6.031941031941032	0.2972972972972973	387.1404603688939	3.470629894171445e-86	Rank medians are different
12	SBS5	SBS10b	6.031941031941032	6.171990171990172	9.436844145704558	0.002126691313240785	Rank medians are different
13	SBS5	SBS13	6.031941031941032	6.012285012285012	1.6827328128770707	0.19456172139780975	Rank medians are similar
14	SBS5	SBS42	6.031941031941032	0.5798525798525799	317.5972536141186	4.83367558202931e-71	Rank medians are different
15	SBS10a	SBS10b	0.2972972972972973	6.171990171990172	261.0707986048162	1.0025578156011067e-58	Rank medians are different
16	SBS10a	SBS13	0.2972972972972973	6.012285012285012	318.3809791550253	3.2625846340371038e-71	Rank medians are different
17	SBS10a	SBS42	0.2972972972972973	0.5798525798525799	6.517708953892395	0.010680550448324923	Rank medians are different
18	SBS10b	SBS13	6.171990171990172	6.012285012285012	2.8696914407280727	0.09026217359286304	Rank medians are similar
19	SBS10b	SBS42	6.171990171990172	0.5798525798525799	205.3144983375692	1.4459833911049173e-46	Rank medians are different
20	SBS13	SBS42	6.012285012285012	0.5798525798525799	256.65759046251844	9.185428576996472e-58	Rank medians are different
