	0
159	ENSG00000113073
160	ENSG00000113100
161	ENSG00000113196
162	ENSG00000113249
163	ENSG00000113303
164	ENSG00000113520
165	ENSG00000113525
166	ENSG00000113905
167	ENSG00000114124
168	ENSG00000114204
169	ENSG00000114349
170	ENSG00000114455
171	ENSG00000114487
172	ENSG00000115488
173	ENSG00000115934
174	ENSG00000116218
175	ENSG00000116703
176	ENSG00000116721
177	ENSG00000116726
178	ENSG00000116745
179	ENSG00000116981
180	ENSG00000116996
181	ENSG00000117501
182	ENSG00000118017
183	ENSG00000118231
184	ENSG00000118245
185	ENSG00000118434
186	ENSG00000118491
187	ENSG00000118903
188	ENSG00000118972
189	ENSG00000119440
190	ENSG00000119614
191	ENSG00000119660
192	ENSG00000119913
193	ENSG00000119973
194	ENSG00000120054
195	ENSG00000120160
196	ENSG00000120210
197	ENSG00000120211
198	ENSG00000120235
199	ENSG00000120242
200	ENSG00000120329
201	ENSG00000120563
202	ENSG00000120937
203	ENSG00000120952
204	ENSG00000121314
205	ENSG00000121318
206	ENSG00000121377
207	ENSG00000121381
208	ENSG00000121388
209	ENSG00000121446
210	ENSG00000121634
211	ENSG00000121853
212	ENSG00000122043
213	ENSG00000122304
214	ENSG00000122375
215	ENSG00000122543
216	ENSG00000122872
217	ENSG00000123165
218	ENSG00000123171
219	ENSG00000123447
220	ENSG00000123561
221	ENSG00000123569
222	ENSG00000123576
223	ENSG00000123594
224	ENSG00000123977
225	ENSG00000124003
226	ENSG00000124089
227	ENSG00000124092
228	ENSG00000124157
229	ENSG00000124196
230	ENSG00000124227
231	ENSG00000124232
232	ENSG00000124233
233	ENSG00000124333
234	ENSG00000124334
235	ENSG00000124391
236	ENSG00000124449
237	ENSG00000124467
238	ENSG00000124564
239	ENSG00000124568
240	ENSG00000124610
241	ENSG00000124812
242	ENSG00000124818
243	ENSG00000124827
244	ENSG00000124835
245	ENSG00000124900
246	ENSG00000125084
247	ENSG00000125207
248	ENSG00000125255
249	ENSG00000125363
250	ENSG00000125385
251	ENSG00000125492
252	ENSG00000125514
253	ENSG00000125522
254	ENSG00000125533
255	ENSG00000125571
256	ENSG00000125787
257	ENSG00000125788
258	ENSG00000125815
259	ENSG00000125816
260	ENSG00000125823
261	ENSG00000125831
262	ENSG00000125861
263	ENSG00000125888
264	ENSG00000125899
265	ENSG00000125900
266	ENSG00000125903
267	ENSG00000125975
268	ENSG00000125997
269	ENSG00000126266
270	ENSG00000126549
271	ENSG00000126856
272	ENSG00000126952
273	ENSG00000127318
274	ENSG00000127515
275	ENSG00000127529
276	ENSG00000127530
277	ENSG00000127780
278	ENSG00000128310
279	ENSG00000128313
280	ENSG00000128519
281	ENSG00000128610
282	ENSG00000129152
283	ENSG00000129221
284	ENSG00000129673
285	ENSG00000129744
286	ENSG00000129816
287	ENSG00000129845
288	ENSG00000129862
289	ENSG00000129864
290	ENSG00000129873
291	ENSG00000130167
292	ENSG00000130182
293	ENSG00000130368
294	ENSG00000130385
295	ENSG00000130538
296	ENSG00000130656
297	ENSG00000131007
298	ENSG00000131059
299	ENSG00000131068
300	ENSG00000131126
301	ENSG00000131183
302	ENSG00000131264
303	ENSG00000131379
304	ENSG00000131482
305	ENSG00000131538
306	ENSG00000131548
307	ENSG00000131721
308	ENSG00000131738
309	ENSG00000131808
310	ENSG00000131864
311	ENSG00000131910
312	ENSG00000131951
313	ENSG00000131982
314	ENSG00000132297
315	ENSG00000132631
316	ENSG00000132671
317	ENSG00000132911
318	ENSG00000132972
319	ENSG00000133105
320	ENSG00000133115
321	ENSG00000134160
322	ENSG00000134200
323	ENSG00000134216
324	ENSG00000134249
325	ENSG00000134365
326	ENSG00000134389
327	ENSG00000134438
328	ENSG00000134489
329	ENSG00000134538
330	ENSG00000134588
331	ENSG00000134595
332	ENSG00000134640
333	ENSG00000134812
334	ENSG00000135175
335	ENSG00000135220
336	ENSG00000135355
337	ENSG00000135569
338	ENSG00000135577
339	ENSG00000135902
340	ENSG00000135973
341	ENSG00000136275
342	ENSG00000136297
343	ENSG00000136315
344	ENSG00000136487
345	ENSG00000136488
346	ENSG00000136688
347	ENSG00000136694
348	ENSG00000136696
349	ENSG00000136697
350	ENSG00000136750
351	ENSG00000136834
352	ENSG00000136839
353	ENSG00000136881
354	ENSG00000136929
355	ENSG00000136939
356	ENSG00000137080
357	ENSG00000137204
358	ENSG00000137251
359	ENSG00000137634
360	ENSG00000137707
361	ENSG00000138068
362	ENSG00000138109
363	ENSG00000138152
364	ENSG00000138308
365	ENSG00000138472
366	ENSG00000138483
367	ENSG00000138684
368	ENSG00000138813
369	ENSG00000138892
370	ENSG00000139053
371	ENSG00000139151
372	ENSG00000139287
373	ENSG00000139610
374	ENSG00000139648
375	ENSG00000139780
376	ENSG00000139797
377	ENSG00000140067
378	ENSG00000140107
379	ENSG00000140478
380	ENSG00000140505
381	ENSG00000141096
382	ENSG00000141194
383	ENSG00000141200
384	ENSG00000141316
385	ENSG00000141434
386	ENSG00000141748
387	ENSG00000141946
388	ENSG00000142163
389	ENSG00000142182
390	ENSG00000142484
391	ENSG00000142511
392	ENSG00000142513
393	ENSG00000142538
394	ENSG00000142615
395	ENSG00000142789
396	ENSG00000143006
397	ENSG00000143032
398	ENSG00000143105
399	ENSG00000143107
400	ENSG00000143278
401	ENSG00000143595
402	ENSG00000143627
403	ENSG00000143921
404	ENSG00000143954
405	ENSG00000144010
406	ENSG00000144188
407	ENSG00000144227
408	ENSG00000144339
409	ENSG00000144460
410	ENSG00000144671
411	ENSG00000144771
412	ENSG00000144962
413	ENSG00000145309
414	ENSG00000145384
415	ENSG00000145626
416	ENSG00000145642
417	ENSG00000145826
418	ENSG00000145835
419	ENSG00000145839
420	ENSG00000145863
421	ENSG00000145879
422	ENSG00000145888
423	ENSG00000145975
424	ENSG00000146039
425	ENSG00000146047
426	ENSG00000146360
427	ENSG00000146378
428	ENSG00000146383
429	ENSG00000146385
430	ENSG00000146399
431	ENSG00000146618
432	ENSG00000146666
433	ENSG00000146910
434	ENSG00000146926
435	ENSG00000147081
436	ENSG00000147183
437	ENSG00000147223
438	ENSG00000147262
439	ENSG00000147432
440	ENSG00000147571
441	ENSG00000147596
442	ENSG00000147613
443	ENSG00000147655
444	ENSG00000147753
445	ENSG00000147761
446	ENSG00000147869
447	ENSG00000147873
448	ENSG00000147885
449	ENSG00000147896
450	ENSG00000148136
451	ENSG00000148156
452	ENSG00000148215
453	ENSG00000148386
454	ENSG00000148584
455	ENSG00000148602
456	ENSG00000149133
457	ENSG00000149305
458	ENSG00000149443
459	ENSG00000149452
460	ENSG00000149507
461	ENSG00000149516
462	ENSG00000149635
463	ENSG00000149651
464	ENSG00000149735
465	ENSG00000149742
466	ENSG00000150201
467	ENSG00000150244
468	ENSG00000150261
469	ENSG00000150269
470	ENSG00000150275
471	ENSG00000150276
472	ENSG00000150732
473	ENSG00000150783
474	ENSG00000151005
475	ENSG00000151033
476	ENSG00000151360
477	ENSG00000151379
478	ENSG00000151418
479	ENSG00000151475
480	ENSG00000151577
481	ENSG00000151615
482	ENSG00000151631
483	ENSG00000151812
484	ENSG00000151952
485	ENSG00000151962
486	ENSG00000151963
487	ENSG00000152034
488	ENSG00000152093
489	ENSG00000152214
490	ENSG00000152254
491	ENSG00000152266
492	ENSG00000152430
493	ENSG00000152591
494	ENSG00000152670
495	ENSG00000153230
496	ENSG00000153266
497	ENSG00000153498
498	ENSG00000153684
499	ENSG00000153779
500	ENSG00000153923
501	ENSG00000154007
502	ENSG00000154143
503	ENSG00000154438
504	ENSG00000154485
505	ENSG00000154611
506	ENSG00000154620
507	ENSG00000154646
508	ENSG00000154997
509	ENSG00000155052
510	ENSG00000155087
511	ENSG00000155249
512	ENSG00000155714
513	ENSG00000155833
514	ENSG00000155890
515	ENSG00000156194
516	ENSG00000156282
517	ENSG00000156575
518	ENSG00000156755
519	ENSG00000156920
520	ENSG00000157005
521	ENSG00000157060
522	ENSG00000157093
523	ENSG00000157131
524	ENSG00000157211
525	ENSG00000157219
526	ENSG00000157884
527	ENSG00000157965
528	ENSG00000158077
529	ENSG00000158497
530	ENSG00000158553
531	ENSG00000158731
532	ENSG00000158748
533	ENSG00000158764
534	ENSG00000158786
535	ENSG00000158816
536	ENSG00000158901
537	ENSG00000159182
538	ENSG00000159186
539	ENSG00000159224
540	ENSG00000159248
541	ENSG00000159289
542	ENSG00000159398
543	ENSG00000159495
544	ENSG00000159516
545	ENSG00000159650
546	ENSG00000159723
547	ENSG00000159961
548	ENSG00000160202
549	ENSG00000160224
550	ENSG00000160349
551	ENSG00000160505
552	ENSG00000160882
553	ENSG00000160994
554	ENSG00000161610
555	ENSG00000161652
556	ENSG00000161807
557	ENSG00000161973
558	ENSG00000161992
559	ENSG00000162009
560	ENSG00000162399
561	ENSG00000162438
562	ENSG00000162456
563	ENSG00000162494
564	ENSG00000162594
565	ENSG00000162598
566	ENSG00000162699
567	ENSG00000162727
568	ENSG00000162753
569	ENSG00000162763
570	ENSG00000162771
571	ENSG00000162947
572	ENSG00000162951
573	ENSG00000163012
574	ENSG00000163046
575	ENSG00000163081
576	ENSG00000163098
577	ENSG00000163114
578	ENSG00000163202
579	ENSG00000163206
580	ENSG00000163217
581	ENSG00000163254
582	ENSG00000163283
583	ENSG00000163285
584	ENSG00000163286
585	ENSG00000163288
586	ENSG00000163295
587	ENSG00000163352
588	ENSG00000163394
589	ENSG00000163421
590	ENSG00000163424
591	ENSG00000163440
592	ENSG00000163497
593	ENSG00000163501
594	ENSG00000163515
595	ENSG00000163530
596	ENSG00000163581
597	ENSG00000163630
598	ENSG00000163646
599	ENSG00000163736
600	ENSG00000163737
601	ENSG00000163793
602	ENSG00000163885
603	ENSG00000163914
604	ENSG00000163915
605	ENSG00000163958
606	ENSG00000163982
607	ENSG00000164113
608	ENSG00000164123
609	ENSG00000164256
610	ENSG00000164270
611	ENSG00000164299
612	ENSG00000164325
613	ENSG00000164334
614	ENSG00000164363
615	ENSG00000164393
616	ENSG00000164399
617	ENSG00000164400
618	ENSG00000164451
619	ENSG00000164458
620	ENSG00000164500
621	ENSG00000164508
622	ENSG00000164556
623	ENSG00000164600
624	ENSG00000164616
625	ENSG00000164645
626	ENSG00000164651
627	ENSG00000164729
628	ENSG00000164740
629	ENSG00000164744
630	ENSG00000164816
631	ENSG00000164821
632	ENSG00000164822
633	ENSG00000164853
634	ENSG00000164871
635	ENSG00000164900
636	ENSG00000165059
637	ENSG00000165076
638	ENSG00000165120
639	ENSG00000165131
640	ENSG00000165192
641	ENSG00000165202
642	ENSG00000165204
643	ENSG00000165370
644	ENSG00000165383
645	ENSG00000165462
646	ENSG00000165471
647	ENSG00000165496
648	ENSG00000165509
649	ENSG00000165556
650	ENSG00000165583
651	ENSG00000165584
652	ENSG00000165588
653	ENSG00000165606
654	ENSG00000165623
655	ENSG00000165682
656	ENSG00000165762
657	ENSG00000165805
658	ENSG00000165828
659	ENSG00000165841
660	ENSG00000165970
661	ENSG00000166007
662	ENSG00000166013
663	ENSG00000166049
664	ENSG00000166069
665	ENSG00000166090
666	ENSG00000166104
667	ENSG00000166118
668	ENSG00000166152
669	ENSG00000166160
670	ENSG00000166211
671	ENSG00000166220
672	ENSG00000166329
673	ENSG00000166351
674	ENSG00000166363
675	ENSG00000166368
676	ENSG00000166408
677	ENSG00000166530
678	ENSG00000166558
679	ENSG00000166569
680	ENSG00000166573
681	ENSG00000166589
682	ENSG00000166603
683	ENSG00000166634
684	ENSG00000166693
685	ENSG00000166748
686	ENSG00000166862
687	ENSG00000166863
688	ENSG00000166884
689	ENSG00000166917
690	ENSG00000166930
691	ENSG00000166948
692	ENSG00000166984
693	ENSG00000167011
694	ENSG00000167014
695	ENSG00000167046
696	ENSG00000167098
697	ENSG00000167104
698	ENSG00000167117
699	ENSG00000167139
700	ENSG00000167195
701	ENSG00000167346
702	ENSG00000167355
703	ENSG00000167359
704	ENSG00000167360
705	ENSG00000167390
706	ENSG00000167393
707	ENSG00000167414
708	ENSG00000167459
709	ENSG00000167494
710	ENSG00000167612
711	ENSG00000167791
712	ENSG00000167798
713	ENSG00000167822
714	ENSG00000167825
715	ENSG00000167910
716	ENSG00000167941
717	ENSG00000167945
718	ENSG00000168122
719	ENSG00000168124
720	ENSG00000168126
721	ENSG00000168129
722	ENSG00000168131
723	ENSG00000168135
724	ENSG00000168148
725	ENSG00000168158
726	ENSG00000168263
727	ENSG00000168267
728	ENSG00000168348
729	ENSG00000168367
730	ENSG00000168412
731	ENSG00000168418
732	ENSG00000168454
733	ENSG00000168484
734	ENSG00000168515
735	ENSG00000168582
736	ENSG00000168619
737	ENSG00000168630
738	ENSG00000168631
739	ENSG00000168634
740	ENSG00000168703
741	ENSG00000168746
742	ENSG00000168748
743	ENSG00000168757
744	ENSG00000168828
745	ENSG00000168875
746	ENSG00000168903
747	ENSG00000168925
748	ENSG00000168928
749	ENSG00000168930
750	ENSG00000168939
751	ENSG00000168955
752	ENSG00000168967
753	ENSG00000169040
754	ENSG00000169084
755	ENSG00000169093
756	ENSG00000169100
757	ENSG00000169154
758	ENSG00000169164
759	ENSG00000169194
760	ENSG00000169208
761	ENSG00000169214
762	ENSG00000169325
763	ENSG00000169327
764	ENSG00000169340
765	ENSG00000169393
766	ENSG00000169397
767	ENSG00000169484
768	ENSG00000169488
769	ENSG00000169548
770	ENSG00000169551
771	ENSG00000169575
772	ENSG00000169605
773	ENSG00000169676
774	ENSG00000169704
775	ENSG00000169717
776	ENSG00000169763
777	ENSG00000169777
778	ENSG00000169789
779	ENSG00000169800
780	ENSG00000169807
781	ENSG00000169811
782	ENSG00000169840
783	ENSG00000169849
784	ENSG00000169856
785	ENSG00000169876
786	ENSG00000169877
787	ENSG00000169953
788	ENSG00000170128
789	ENSG00000170152
790	ENSG00000170162
791	ENSG00000170165
792	ENSG00000170178
793	ENSG00000170180
794	ENSG00000170255
795	ENSG00000170279
796	ENSG00000170409
797	ENSG00000170484
798	ENSG00000170605
799	ENSG00000170613
800	ENSG00000170683
801	ENSG00000170688
802	ENSG00000170748
803	ENSG00000170777
804	ENSG00000170782
805	ENSG00000170788
806	ENSG00000170790
807	ENSG00000170820
808	ENSG00000170848
809	ENSG00000170858
810	ENSG00000170890
811	ENSG00000170920
812	ENSG00000170923
813	ENSG00000170925
814	ENSG00000170929
815	ENSG00000170948
816	ENSG00000170950
817	ENSG00000170953
818	ENSG00000170967
819	ENSG00000170983
820	ENSG00000171014
821	ENSG00000171053
822	ENSG00000171054
823	ENSG00000171060
824	ENSG00000171133
825	ENSG00000171136
826	ENSG00000171180
827	ENSG00000171360
828	ENSG00000171396
829	ENSG00000171405
830	ENSG00000171446
831	ENSG00000171459
832	ENSG00000171478
833	ENSG00000171481
834	ENSG00000171483
835	ENSG00000171489
836	ENSG00000171495
837	ENSG00000171496
838	ENSG00000171501
839	ENSG00000171505
840	ENSG00000171540
841	ENSG00000171561
842	ENSG00000171595
843	ENSG00000171711
844	ENSG00000171773
845	ENSG00000171794
846	ENSG00000171855
847	ENSG00000171936
848	ENSG00000171942
849	ENSG00000171944
850	ENSG00000171956
851	ENSG00000171987
852	ENSG00000171989
853	ENSG00000171999
854	ENSG00000172016
855	ENSG00000172023
856	ENSG00000172073
857	ENSG00000172146
858	ENSG00000172148
859	ENSG00000172150
860	ENSG00000172154
861	ENSG00000172155
862	ENSG00000172179
863	ENSG00000172188
864	ENSG00000172199
865	ENSG00000172208
866	ENSG00000172238
867	ENSG00000172283
868	ENSG00000172288
869	ENSG00000172289
870	ENSG00000172294
871	ENSG00000172297
872	ENSG00000172320
873	ENSG00000172324
874	ENSG00000172342
875	ENSG00000172352
876	ENSG00000172362
877	ENSG00000172365
878	ENSG00000172367
879	ENSG00000172377
880	ENSG00000172410
881	ENSG00000172457
882	ENSG00000172459
883	ENSG00000172464
884	ENSG00000172468
885	ENSG00000172487
886	ENSG00000172489
887	ENSG00000172497
888	ENSG00000172519
889	ENSG00000172538
890	ENSG00000172568
891	ENSG00000172640
892	ENSG00000172680
893	ENSG00000172689
894	ENSG00000172742
895	ENSG00000172769
896	ENSG00000172772
897	ENSG00000172900
898	ENSG00000172912
899	ENSG00000172938
900	ENSG00000172940
901	ENSG00000172967
902	ENSG00000172969
903	ENSG00000173080
904	ENSG00000173093
905	ENSG00000173250
906	ENSG00000173285
907	ENSG00000173302
908	ENSG00000173357
909	ENSG00000173389
910	ENSG00000173431
911	ENSG00000173464
912	ENSG00000173585
913	ENSG00000173612
914	ENSG00000173673
915	ENSG00000173679
916	ENSG00000173699
917	ENSG00000173769
918	ENSG00000173810
919	ENSG00000173862
920	ENSG00000173908
921	ENSG00000173954
922	ENSG00000173976
923	ENSG00000174016
924	ENSG00000174279
925	ENSG00000174339
926	ENSG00000174358
927	ENSG00000174403
928	ENSG00000174408
929	ENSG00000174417
930	ENSG00000174418
931	ENSG00000174448
932	ENSG00000174450
933	ENSG00000174495
934	ENSG00000174562
935	ENSG00000174572
936	ENSG00000174667
937	ENSG00000174677
938	ENSG00000174678
939	ENSG00000174898
940	ENSG00000174914
941	ENSG00000174930
942	ENSG00000174937
943	ENSG00000174948
944	ENSG00000174957
945	ENSG00000174970
946	ENSG00000174982
947	ENSG00000174990
948	ENSG00000175018
949	ENSG00000175065
950	ENSG00000175077
951	ENSG00000175143
952	ENSG00000175189
953	ENSG00000175202
954	ENSG00000175229
955	ENSG00000175311
956	ENSG00000175319
957	ENSG00000175325
958	ENSG00000175398
959	ENSG00000175485
960	ENSG00000175509
961	ENSG00000175513
962	ENSG00000175520
963	ENSG00000175535
964	ENSG00000175604
965	ENSG00000175619
966	ENSG00000175646
967	ENSG00000175658
968	ENSG00000175664
969	ENSG00000175676
970	ENSG00000175699
971	ENSG00000175718
972	ENSG00000175728
973	ENSG00000175749
974	ENSG00000175779
975	ENSG00000175800
976	ENSG00000175809
977	ENSG00000175841
978	ENSG00000176007
979	ENSG00000176009
980	ENSG00000176040
981	ENSG00000176075
982	ENSG00000176136
983	ENSG00000176198
984	ENSG00000176200
985	ENSG00000176204
986	ENSG00000176219
987	ENSG00000176230
988	ENSG00000176231
989	ENSG00000176232
990	ENSG00000176239
991	ENSG00000176246
992	ENSG00000176253
993	ENSG00000176256
994	ENSG00000176269
995	ENSG00000176281
996	ENSG00000176290
997	ENSG00000176294
998	ENSG00000176299
999	ENSG00000176302
1000	ENSG00000176312
1001	ENSG00000176320
1002	ENSG00000176378
1003	ENSG00000176495
1004	ENSG00000176510
1005	ENSG00000176515
1006	ENSG00000176540
1007	ENSG00000176547
1008	ENSG00000176555
1009	ENSG00000176567
1010	ENSG00000176571
1011	ENSG00000176584
1012	ENSG00000176605
1013	ENSG00000176635
1014	ENSG00000176679
1015	ENSG00000176695
1016	ENSG00000176716
1017	ENSG00000176728
1018	ENSG00000176742
1019	ENSG00000176746
1020	ENSG00000176748
1021	ENSG00000176752
1022	ENSG00000176754
1023	ENSG00000176774
1024	ENSG00000176782
1025	ENSG00000176787
1026	ENSG00000176797
1027	ENSG00000176798
1028	ENSG00000176882
1029	ENSG00000176893
1030	ENSG00000176895
1031	ENSG00000176900
1032	ENSG00000176904
1033	ENSG00000176922
1034	ENSG00000176923
1035	ENSG00000176925
1036	ENSG00000176951
1037	ENSG00000176979
1038	ENSG00000176984
1039	ENSG00000177023
1040	ENSG00000177047
1041	ENSG00000177138
1042	ENSG00000177143
1043	ENSG00000177151
1044	ENSG00000177174
1045	ENSG00000177186
1046	ENSG00000177201
1047	ENSG00000177212
1048	ENSG00000177233
1049	ENSG00000177243
1050	ENSG00000177257
1051	ENSG00000177261
1052	ENSG00000177275
1053	ENSG00000177291
1054	ENSG00000177324
1055	ENSG00000177338
1056	ENSG00000177369
1057	ENSG00000177400
1058	ENSG00000177414
1059	ENSG00000177418
1060	ENSG00000177462
1061	ENSG00000177468
1062	ENSG00000177476
1063	ENSG00000177489
1064	ENSG00000177504
1065	ENSG00000177511
1066	ENSG00000177535
1067	ENSG00000177553
1068	ENSG00000177558
1069	ENSG00000177586
1070	ENSG00000177590
1071	ENSG00000177596
1072	ENSG00000177673
1073	ENSG00000177684
1074	ENSG00000177689
1075	ENSG00000177693
1076	ENSG00000177710
1077	ENSG00000177725
1078	ENSG00000177776
1079	ENSG00000177800
1080	ENSG00000177910
1081	ENSG00000177938
1082	ENSG00000177947
1083	ENSG00000177984
1084	ENSG00000177992
1085	ENSG00000177993
1086	ENSG00000178055
1087	ENSG00000178084
1088	ENSG00000178107
1089	ENSG00000178130
1090	ENSG00000178172
1091	ENSG00000178193
1092	ENSG00000178243
1093	ENSG00000178257
1094	ENSG00000178279
1095	ENSG00000178287
1096	ENSG00000178358
1097	ENSG00000178394
1098	ENSG00000178412
1099	ENSG00000178457
1100	ENSG00000178522
1101	ENSG00000178586
1102	ENSG00000178591
1103	ENSG00000178596
1104	ENSG00000178602
1105	ENSG00000178605
1106	ENSG00000178636
1107	ENSG00000178645
1108	ENSG00000178690
1109	ENSG00000178734
1110	ENSG00000178762
1111	ENSG00000178795
1112	ENSG00000178804
1113	ENSG00000178836
1114	ENSG00000178928
1115	ENSG00000178997
1116	ENSG00000179002
1117	ENSG00000179028
1118	ENSG00000179055
1119	ENSG00000179073
1120	ENSG00000179111
1121	ENSG00000179131
1122	ENSG00000179136
1123	ENSG00000179141
1124	ENSG00000179142
1125	ENSG00000179165
1126	ENSG00000179170
1127	ENSG00000179213
1128	ENSG00000179219
1129	ENSG00000179253
1130	ENSG00000179381
1131	ENSG00000179407
1132	ENSG00000179420
1133	ENSG00000179443
1134	ENSG00000179447
1135	ENSG00000179452
1136	ENSG00000179468
1137	ENSG00000179577
1138	ENSG00000179580
1139	ENSG00000179600
1140	ENSG00000179615
1141	ENSG00000179626
1142	ENSG00000179674
1143	ENSG00000179676
1144	ENSG00000179695
1145	ENSG00000179751
1146	ENSG00000179755
1147	ENSG00000179774
1148	ENSG00000179817
1149	ENSG00000179840
1150	ENSG00000179873
1151	ENSG00000179919
1152	ENSG00000179997
1153	ENSG00000180016
1154	ENSG00000180019
1155	ENSG00000180042
1156	ENSG00000180053
1157	ENSG00000180068
1158	ENSG00000180083
1159	ENSG00000180090
1160	ENSG00000180150
1161	ENSG00000180205
1162	ENSG00000180219
1163	ENSG00000180259
1164	ENSG00000180305
1165	ENSG00000180386
1166	ENSG00000180409
1167	ENSG00000180422
1168	ENSG00000180424
1169	ENSG00000180433
1170	ENSG00000180437
1171	ENSG00000180475
1172	ENSG00000180483
1173	ENSG00000180532
1174	ENSG00000180613
1175	ENSG00000180663
1176	ENSG00000180697
1177	ENSG00000180708
1178	ENSG00000180714
1179	ENSG00000180723
1180	ENSG00000180745
1181	ENSG00000180770
1182	ENSG00000180772
1183	ENSG00000180803
1184	ENSG00000180846
1185	ENSG00000180861
1186	ENSG00000180869
1187	ENSG00000180872
1188	ENSG00000180878
1189	ENSG00000180909
1190	ENSG00000180910
1191	ENSG00000180913
1192	ENSG00000180919
1193	ENSG00000180926
1194	ENSG00000180934
1195	ENSG00000180974
1196	ENSG00000180988
1197	ENSG00000181001
1198	ENSG00000181009
1199	ENSG00000181017
1200	ENSG00000181023
1201	ENSG00000181072
1202	ENSG00000181074
1203	ENSG00000181109
1204	ENSG00000181123
1205	ENSG00000181171
1206	ENSG00000181201
1207	ENSG00000181211
1208	ENSG00000181214
1209	ENSG00000181273
1210	ENSG00000181282
1211	ENSG00000181296
1212	ENSG00000181323
1213	ENSG00000181325
1214	ENSG00000181371
1215	ENSG00000181395
1216	ENSG00000181408
1217	ENSG00000181433
1218	ENSG00000181499
1219	ENSG00000181514
1220	ENSG00000181518
1221	ENSG00000181562
1222	ENSG00000181609
1223	ENSG00000181616
1224	ENSG00000181626
1225	ENSG00000181693
1226	ENSG00000181698
1227	ENSG00000181705
1228	ENSG00000181718
1229	ENSG00000181733
1230	ENSG00000181752
1231	ENSG00000181761
1232	ENSG00000181767
1233	ENSG00000181780
1234	ENSG00000181785
1235	ENSG00000181786
1236	ENSG00000181803
1237	ENSG00000181837
1238	ENSG00000181867
1239	ENSG00000181903
1240	ENSG00000181927
1241	ENSG00000181939
1242	ENSG00000181943
1243	ENSG00000181950
1244	ENSG00000181958
1245	ENSG00000181961
1246	ENSG00000181963
1247	ENSG00000181965
1248	ENSG00000181977
