Samples	SBS1	SBS2	SBS3	SBS5	SBS10a	SBS10b	SBS13
TCGA-XF-AAMJ-01A-11D-A42E-08	24	0	0	22	0	0	0
TCGA-XF-AAML-01A-11D-A42E-08	24	233	0	100	0	86	188
TCGA-XF-AAMQ-01A-11D-A42E-08	20	85	0	39	0	27	94
TCGA-XF-AAMR-01A-31D-A42E-08	12	37	0	22	0	17	27
TCGA-XF-AAMT-01A-11D-A42E-08	13	10	76	0	0	0	21
TCGA-XF-AAMW-01A-11D-A42E-08	1	0	0	42	0	0	0
TCGA-XF-AAMX-01A-11D-A42E-08	30	60	198	0	0	31	83
TCGA-XF-AAMY-01A-11D-A42E-08	32	44	0	21	0	0	45
TCGA-XF-AAMZ-01A-11D-A42E-08	42	59	0	58	0	29	121
TCGA-XF-AAN0-01A-11D-A42E-08	18	162	0	55	0	55	204
TCGA-XF-AAN1-01A-31D-A42E-08	25	8	0	61	0	0	14
TCGA-XF-AAN2-01A-11D-A42E-08	20	223	0	49	0	50	242
TCGA-XF-AAN3-01A-11D-A42E-08	17	68	0	41	0	0	69
TCGA-XF-AAN4-01A-11D-A42E-08	3	4	0	17	0	0	14
TCGA-XF-AAN5-01A-11D-A42E-08	30	85	0	69	0	0	195
TCGA-XF-AAN7-01A-11D-A42E-08	25	18	0	127	0	0	0
TCGA-XF-AAN8-01A-11D-A42E-08	2	0	0	0	0	0	0
TCGA-YC-A89H-01A-11D-A364-08	95	1280	0	473	0	327	0
TCGA-YC-A8S6-01A-31D-A38G-08	11	25	0	23	0	17	44
TCGA-YC-A9TC-01A-22D-A391-08	19	25	0	46	0	0	42
TCGA-YF-AA3L-01A-11D-A38G-08	28	39	0	258	0	0	61
TCGA-YF-AA3M-01A-11D-A42E-08	30	25	0	128	0	0	23
TCGA-ZF-A9R0-01A-11D-A38G-08	25	76	0	39	0	0	101
TCGA-ZF-A9R1-01A-11D-A391-08	23	27	0	32	0	0	30
TCGA-ZF-A9R2-01A-11D-A391-08	11	36	0	70	0	0	57
TCGA-ZF-A9R3-01A-11D-A38G-08	19	19	0	40	0	0	28
TCGA-ZF-A9R4-01A-11D-A38G-08	25	109	0	53	0	0	111
TCGA-ZF-A9R5-01A-12D-A42E-08	22	0	0	91	0	0	0
TCGA-ZF-A9R7-01A-11D-A38G-08	45	300	0	4	0	98	429
TCGA-ZF-A9R9-01A-11D-A38G-08	26	62	0	60	0	29	63
TCGA-ZF-A9RC-01A-11D-A38G-08	67	650	0	413	0	0	123
TCGA-ZF-A9RD-01A-11D-A42E-08	16	58	0	58	0	19	68
TCGA-ZF-A9RE-01A-11D-A38G-08	26	0	0	45	0	0	0
TCGA-ZF-A9RF-01A-11D-A38G-08	25	55	84	63	0	0	68
TCGA-ZF-A9RG-01A-21D-A42E-08	7	129	0	48	0	43	75
TCGA-ZF-A9RL-01A-11D-A38G-08	38	54	0	161	0	0	143
TCGA-ZF-A9RM-01A-11D-A38G-08	11	0	0	91	0	0	0
TCGA-ZF-A9RN-01A-11D-A42E-08	26	33	98	0	0	22	63
TCGA-ZF-AA4N-01A-11D-A38G-08	15	52	0	81	0	0	47
TCGA-ZF-AA4R-01A-11D-A38G-08	9	13	0	29	0	0	19
TCGA-ZF-AA4T-01A-11D-A38G-08	22	12	54	32	0	0	0
TCGA-ZF-AA4U-01A-11D-A38G-08	19	0	0	62	0	0	0
TCGA-ZF-AA4V-01A-11D-A38G-08	43	307	0	377	0	0	150
TCGA-ZF-AA4W-01A-12D-A38G-08	116	63	0	278	0	0	130
TCGA-ZF-AA4X-01A-11D-A38G-08	21	341	0	38	0	87	297
TCGA-ZF-AA51-01A-21D-A391-08	38	252	0	128	0	0	407
TCGA-ZF-AA52-01A-12D-A391-08	12	44	0	35	0	31	30
TCGA-ZF-AA53-01A-11D-A391-08	13	69	0	14	0	0	112
TCGA-ZF-AA54-01A-11D-A391-08	13	54	0	60	0	0	84
TCGA-ZF-AA56-01A-31D-A391-08	18	26	0	30	0	0	46
TCGA-ZF-AA58-01A-12D-A42E-08	13	54	94	43	0	0	67
TCGA-ZF-AA5H-01A-11D-A391-08	16	18	0	33	0	0	11
TCGA-ZF-AA5N-01A-11D-A42E-08	13	3	0	37	0	0	8
TCGA-ZF-AA5P-01A-11D-A391-08	7	4	0	16	0	7	18
