NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	118.495	55.811	20.459	37.791	0.406	0.873	50000.0
2	119.192	56.122	20.747	38.27	0.404	0.87	50000.0
3	118.552	55.908	20.442	37.845	0.405	0.874	50000.0
4	118.235	55.812	20.341	37.952	0.406	0.872	50000.0
5	118.377	55.299	20.573	37.415	0.405	0.876	30000.0
6	118.24	55.412	20.505	37.709	0.405	0.874	60000.0
7	117.528	55.089	20.215	37.207	0.405	0.878	60000.0
8	118.666	55.669	20.558	37.832	0.402	0.873	50000.0
9	119.561	56.218	20.786	38.354	0.411	0.868	50000.0
10	117.816	55.693	20.365	37.879	0.405	0.87	50000.0
11	119.265	55.921	20.51	37.923	0.407	0.873	60000.0
12	118.502	55.811	20.479	37.859	0.409	0.873	50000.0
13	118.483	55.574	20.483	37.881	0.412	0.871	40000.0
14	120.557	56.382	21.085	38.48	0.406	0.87	50000.0
15	118.509	55.71	20.18	37.619	0.411	0.873	40000.0
16	118.016	55.517	20.25	37.309	0.405	0.876	60000.0
17	118.245	55.665	20.38	37.799	0.408	0.871	50000.0
18	118.378	55.819	20.48	38.03	0.405	0.87	80000.0
19	118.216	55.391	20.654	37.605	0.399	0.876	50000.0
20	119.615	56.173	20.671	38.416	0.414	0.867	50000.0
21	119.491	55.527	20.71	37.747	0.396	0.875	40000.0
22	118.622	55.262	20.732	37.647	0.398	0.876	70000.0
23	118.712	56.119	20.582	38.277	0.407	0.87	30000.0
24	119.372	55.768	20.863	37.955	0.399	0.873	50000.0
25	119.007	55.704	20.641	38.121	0.404	0.872	30000.0
26	119.324	55.998	20.824	38.143	0.404	0.871	60000.0
27	120.388	56.503	21.011	38.676	0.409	0.868	40000.0
28	118.197	55.205	20.486	37.538	0.397	0.875	60000.0
29	117.465	55.666	20.098	37.577	0.412	0.872	60000.0
30	119.722	55.918	20.878	37.9	0.406	0.873	30000.0
31	119.117	55.664	20.693	37.742	0.401	0.875	60000.0
32	118.009	55.603	20.606	37.879	0.4	0.875	30000.0
33	118.873	55.806	20.737	37.982	0.405	0.871	30000.0
34	119.388	56.167	20.761	38.068	0.405	0.873	90000.0
35	119.649	56.247	20.61	38.193	0.416	0.868	60000.0
36	118.712	55.682	20.561	37.573	0.408	0.875	40000.0
37	118.909	56.144	20.583	38.131	0.406	0.871	60000.0
38	117.83	55.577	20.245	37.605	0.406	0.874	50000.0
39	119.184	55.8	20.625	37.957	0.404	0.873	70000.0
40	119.731	56.246	20.876	38.224	0.406	0.872	30000.0
41	116.492	55.122	19.825	37.097	0.399	0.878	50000.0
42	118.744	55.473	20.575	37.929	0.403	0.871	60000.0
43	118.167	55.079	20.436	37.269	0.402	0.877	40000.0
44	118.234	55.663	20.48	37.841	0.406	0.872	50000.0
45	119.467	56.081	20.896	38.337	0.402	0.87	30000.0
46	119.842	56.125	20.666	38.075	0.41	0.871	60000.0
47	118.817	55.982	20.428	37.905	0.41	0.872	40000.0
48	119.426	56.223	20.704	38.147	0.412	0.871	70000.0
49	119.198	55.76	20.841	37.885	0.403	0.875	50000.0
50	120.132	56.108	21.257	38.209	0.405	0.872	40000.0
51	119.729	56.02	20.815	38.062	0.405	0.874	60000.0
52	116.587	55.281	19.793	37.183	0.407	0.876	30000.0
53	116.431	55.244	20.115	37.371	0.409	0.874	50000.0
54	119.49	56.271	20.709	38.298	0.406	0.87	80000.0
55	118.3	55.589	20.507	37.73	0.406	0.873	40000.0
56	119.204	56.015	20.496	38.016	0.409	0.87	90000.0
57	119.358	55.794	20.937	37.992	0.403	0.873	30000.0
58	118.125	55.236	20.354	37.375	0.399	0.876	50000.0
59	119.326	55.674	20.91	37.761	0.404	0.874	40000.0
60	118.93	55.949	20.848	38.177	0.405	0.871	70000.0
61	118.864	55.896	20.668	38.11	0.405	0.87	30000.0
62	120.468	56.492	20.668	38.118	0.41	0.871	50000.0
63	118.534	55.6	20.589	37.99	0.404	0.873	40000.0
64	117.869	55.303	20.405	37.465	0.398	0.877	60000.0
65	119.08	56.109	20.487	37.832	0.413	0.871	30000.0
66	119.151	55.748	20.667	37.96	0.406	0.872	40000.0
67	118.927	55.82	20.793	37.876	0.402	0.874	60000.0
68	117.909	55.725	20.184	37.711	0.409	0.873	20000.0
69	118.893	55.925	20.797	38.248	0.411	0.869	50000.0
70	118.861	55.342	20.694	37.532	0.396	0.877	30000.0
71	118.741	55.749	20.696	37.855	0.398	0.873	40000.0
72	119.052	55.79	20.719	37.914	0.403	0.874	50000.0
73	117.713	55.696	20.344	37.744	0.406	0.873	40000.0
74	118.633	55.871	20.519	37.881	0.406	0.872	90000.0
75	118.511	55.731	20.488	37.71	0.402	0.874	50000.0
76	118.729	55.625	20.626	37.919	0.406	0.872	70000.0
77	118.922	55.888	20.768	38.119	0.408	0.871	40000.0
78	120.07	56.536	20.899	38.446	0.412	0.869	70000.0
79	118.26	55.47	20.693	37.672	0.409	0.874	60000.0
80	117.835	55.603	20.281	37.512	0.407	0.874	50000.0
81	118.901	55.849	20.702	38.076	0.405	0.872	60000.0
82	119.372	55.977	20.771	38.125	0.403	0.871	70000.0
83	118.021	55.368	20.405	37.524	0.4	0.876	30000.0
84	119.653	56.506	20.959	38.534	0.412	0.869	60000.0
85	119.393	55.982	20.776	38.233	0.409	0.871	40000.0
86	119.437	55.793	20.922	38.114	0.404	0.871	70000.0
87	119.113	55.7	20.702	37.837	0.401	0.875	40000.0
88	116.548	55.286	19.768	37.14	0.412	0.876	60000.0
89	118.234	55.364	20.571	37.646	0.394	0.876	40000.0
90	119.988	56.347	20.96	38.457	0.408	0.87	60000.0
91	118.725	55.697	20.403	37.793	0.406	0.873	40000.0
92	117.79	55.1	20.377	37.359	0.399	0.876	80000.0
93	118.593	55.563	20.588	37.843	0.399	0.874	40000.0
94	118.11	55.331	20.358	37.662	0.405	0.875	70000.0
95	119.855	55.929	20.941	38.198	0.405	0.871	70000.0
96	119.717	55.981	21.131	38.314	0.404	0.87	60000.0
97	119.908	56.473	20.97	38.466	0.408	0.868	70000.0
98	117.875	55.487	20.334	37.679	0.404	0.873	40000.0
99	117.577	55.2	20.273	37.434	0.41	0.872	30000.0
100	118.35	55.543	20.222	37.512	0.407	0.877	40000.0
