Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G
TCGA-XF-AAML-01A-11D-A42E-08	118	151	130	6	8	30	0
TCGA-XF-AAMQ-01A-11D-A42E-08	33	40	96	0	6	6	0
TCGA-XF-AAMR-01A-31D-A42E-08	28	30	6	5	14	4	0
TCGA-XF-AAMT-01A-11D-A42E-08	0	0	40	0	9	4	28
TCGA-XF-AAMW-01A-11D-A42E-08	0	0	4	9	1	1	10
TCGA-XF-AAMX-01A-11D-A42E-08	61	21	58	32	23	21	68
TCGA-XF-AAMY-01A-11D-A42E-08	23	24	35	0	23	0	0
TCGA-XF-AAMZ-01A-11D-A42E-08	80	29	51	0	28	17	10
TCGA-XF-AAN0-01A-11D-A42E-08	155	91	73	0	7	22	0
TCGA-XF-AAN1-01A-31D-A42E-08	0	1	38	12	27	4	0
TCGA-XF-AAN2-01A-11D-A42E-08	177	125	113	0	0	4	0
TCGA-XF-AAN3-01A-11D-A42E-08	78	50	0	13	14	0	0
TCGA-XF-AAN4-01A-11D-A42E-08	16	0	3	5	3	0	1
TCGA-XF-AAN5-01A-11D-A42E-08	138	30	82	0	20	4	0
TCGA-XF-AAN7-01A-11D-A42E-08	0	17	14	34	30	3	28
TCGA-XF-AAN8-01A-11D-A42E-08	0	0	0	0	1	0	0
TCGA-YC-A89H-01A-11D-A364-08	28	1121	7	161	64	0	61
TCGA-YC-A8S6-01A-31D-A38G-08	24	15	34	0	5	12	0
TCGA-YC-A9TC-01A-22D-A391-08	21	11	38	0	16	2	7
TCGA-YF-AA3L-01A-11D-A38G-08	13	16	102	68	26	13	42
TCGA-YF-AA3M-01A-11D-A42E-08	25	20	0	43	36	2	21
TCGA-ZF-A9R0-01A-11D-A38G-08	99	48	10	0	18	2	0
TCGA-ZF-A9R1-01A-11D-A391-08	28	18	0	3	23	0	13
TCGA-ZF-A9R2-01A-11D-A391-08	29	11	52	11	9	0	8
TCGA-ZF-A9R3-01A-11D-A38G-08	23	15	2	10	20	0	3
TCGA-ZF-A9R4-01A-11D-A38G-08	17	41	156	0	0	5	0
TCGA-ZF-A9R5-01A-12D-A42E-08	2	0	0	30	31	5	15
TCGA-ZF-A9R7-01A-11D-A38G-08	321	191	77	0	26	6	0
TCGA-ZF-A9R9-01A-11D-A38G-08	50	43	35	7	30	11	0
TCGA-ZF-A9RC-01A-11D-A38G-08	79	493	41	208	20	0	0
TCGA-ZF-A9RD-01A-11D-A42E-08	29	32	57	0	11	11	13
TCGA-ZF-A9RE-01A-11D-A38G-08	3	0	0	11	31	8	4
TCGA-ZF-A9RF-01A-11D-A38G-08	18	29	127	0	19	3	25
TCGA-ZF-A9RG-01A-21D-A42E-08	42	104	50	4	0	10	0
TCGA-ZF-A9RL-01A-11D-A38G-08	93	23	48	30	22	17	53
TCGA-ZF-A9RM-01A-11D-A38G-08	0	3	8	27	14	3	19
TCGA-ZF-A9RN-01A-11D-A42E-08	59	18	0	24	21	13	38
TCGA-ZF-AA4N-01A-11D-A38G-08	23	31	54	2	14	12	5
TCGA-ZF-AA4R-01A-11D-A38G-08	5	10	16	4	7	2	7
TCGA-ZF-AA4T-01A-11D-A38G-08	0	7	14	18	24	0	25
TCGA-ZF-AA4U-01A-11D-A38G-08	0	4	4	18	30	0	5
TCGA-ZF-AA4V-01A-11D-A38G-08	71	196	174	143	6	16	8
TCGA-ZF-AA4W-01A-12D-A38G-08	78	13	111	30	123	19	59
TCGA-ZF-AA4X-01A-11D-A38G-08	203	237	107	0	0	22	0
TCGA-ZF-AA51-01A-21D-A391-08	298	125	132	0	14	0	0
TCGA-ZF-AA52-01A-12D-A391-08	27	37	0	19	15	14	0
TCGA-ZF-AA53-01A-11D-A391-08	88	36	22	0	8	0	0
TCGA-ZF-AA54-01A-11D-A391-08	30	19	105	0	1	1	0
TCGA-ZF-AA56-01A-31D-A391-08	38	11	0	0	21	3	11
TCGA-ZF-AA58-01A-12D-A42E-08	68	28	27	43	4	4	21
TCGA-ZF-AA5H-01A-11D-A391-08	7	14	17	0	17	1	4
TCGA-ZF-AA5N-01A-11D-A42E-08	6	2	2	17	10	2	9
TCGA-ZF-AA5P-01A-11D-A391-08	14	3	7	2	11	4	1
