Samples	SBS96A	SBS96B	SBS96C
TCGA-2F-A9KO-01A-11D-A38G-08	3.98E+00	5.94E-01	4.03E+00
TCGA-2F-A9KP-01A-11D-A38G-08	9.09E-01	3.95E-01	7.84E-01
TCGA-2F-A9KQ-01A-11D-A38G-08	2.95E-01	2.78E-01	2.22E-01
TCGA-2F-A9KR-01A-11D-A38G-08	2.22E+00	5.48E-01	1.93E+00
TCGA-2F-A9KT-01A-11D-A38G-08	2.89E+00	4.86E-01	2.75E+00
TCGA-2F-A9KW-01A-11D-A38G-08	6.89E-01	4.03E-01	5.24E-01
TCGA-4Z-AA7M-01A-11D-A391-08	3.77E+00	6.86E-01	3.86E+00
TCGA-4Z-AA7N-01A-11D-A391-08	2.29E-01	1.39E-01	2.02E-01
TCGA-4Z-AA7O-01A-31D-A391-08	1.33E+00	4.80E-01	1.14E+00
TCGA-4Z-AA7Q-01A-11D-A391-08	9.55E-01	4.73E-01	8.66E-01
TCGA-4Z-AA7R-01A-11D-A391-08	3.04E+00	5.59E-01	2.87E+00
TCGA-4Z-AA7S-01A-11D-A391-08	8.64E-02	3.22E-01	2.97E-01
TCGA-4Z-AA7W-01A-11D-A391-08	2.71E+00	5.75E-01	2.64E+00
TCGA-4Z-AA7Y-01A-11D-A391-08	2.87E+00	4.20E-01	2.90E+00
TCGA-4Z-AA80-01A-11D-A391-08	2.88E+00	8.11E-01	2.44E+00
TCGA-4Z-AA81-01A-11D-A391-08	1.91E+00	4.48E-01	1.78E+00
TCGA-4Z-AA82-01A-11D-A391-08	4.90E-01	3.15E-01	4.77E-01
TCGA-4Z-AA83-01A-11D-A391-08	5.89E-01	3.30E-01	5.01E-01
TCGA-4Z-AA84-01A-11D-A391-08	6.98E+00	7.75E-01	7.06E+00
TCGA-4Z-AA86-01A-11D-A391-08	1.60E+00	4.30E-01	1.45E+00
TCGA-4Z-AA87-01A-11D-A391-08	1.46E+00	5.43E-01	1.18E+00
TCGA-4Z-AA89-01A-11D-A391-08	8.77E-01	3.03E-01	8.44E-01
TCGA-5N-A9KI-01A-31D-A42E-08	1.45E+00	4.65E-01	1.30E+00
TCGA-5N-A9KM-01A-11D-A42E-08	4.39E-01	3.75E-01	5.19E-01
TCGA-BL-A0C8-01A-11D-A271-08	5.61E-01	4.38E-01	3.67E-01
TCGA-BL-A13I-01A-11D-A271-08	4.38E-01	4.39E-01	2.87E-01
TCGA-BL-A13J-01A-11D-A271-08	3.49E-01	2.90E-01	2.25E-01
TCGA-BL-A3JM-01A-12D-A21A-08	1.26E+00	5.13E-01	1.17E+00
TCGA-BL-A5ZZ-01A-31D-A30E-08	1.09E+00	4.12E-01	1.18E+00
TCGA-BT-A0S7-01A-11D-A10S-08	0.00E+00	1.28E-01	1.28E-01
TCGA-BT-A0YX-01A-11D-A10S-08	6.12E+00	4.64E-01	6.41E+00
TCGA-BT-A20J-01A-11D-A14W-08	5.08E+00	5.39E-01	5.10E+00
TCGA-BT-A20N-01A-11D-A14W-08	5.59E-01	4.98E-01	3.60E-01
TCGA-BT-A20O-01A-21D-A14W-08	9.53E-01	4.39E-01	9.65E-01
TCGA-BT-A20P-01A-11D-A14W-08	2.97E-01	3.76E-01	2.79E-01
TCGA-BT-A20Q-01A-11D-A14W-08	6.97E-01	3.91E-01	5.23E-01
TCGA-BT-A20R-01A-12D-A16O-08	2.28E+00	4.98E-01	2.07E+00
TCGA-BT-A20T-01A-11D-A14W-08	2.92E+00	4.87E-01	3.06E+00
TCGA-BT-A20U-01A-11D-A14W-08	8.21E-01	2.42E-01	8.49E-01
TCGA-BT-A20V-01A-11D-A14W-08	3.81E-01	5.59E-01	3.58E-01
TCGA-BT-A20W-01A-21D-A14W-08	2.94E-01	2.98E-01	2.07E-01
TCGA-BT-A20X-01A-11D-A16O-08	1.97E-01	2.84E-01	2.27E-01
TCGA-BT-A2LA-01A-11D-A18F-08	1.01E+00	4.38E-01	8.89E-01
TCGA-BT-A2LB-01A-11D-A18F-08	6.89E+00	9.05E-01	7.01E+00
