Samples	SBS96A
TCGA-AC-A3W5-01A-11D-A228-09	0.00E+00
TCGA-AC-A3YJ-01A-11D-A22X-09	0.00E+00
TCGA-AC-A4ZE-01A-11D-A41F-09	0.00E+00
TCGA-AC-A5EH-01A-11D-A28B-09	0.00E+00
TCGA-AC-A5EI-01A-11D-A27P-09	0.00E+00
TCGA-AC-A5XS-01A-11D-A29N-09	0.00E+00
TCGA-AC-A62V-01A-11D-A31U-09	0.00E+00
TCGA-AC-A62X-01A-11D-A29N-09	0.00E+00
TCGA-AC-A62Y-01A-11D-A29N-09	0.00E+00
TCGA-AC-A6IV-01A-12D-A33E-09	0.00E+00
TCGA-AC-A6IW-01A-12D-A33E-09	0.00E+00
TCGA-AC-A6IX-01A-12D-A32I-09	0.00E+00
TCGA-AC-A6NO-01A-12D-A33E-09	0.00E+00
TCGA-AC-A7VB-01A-11D-A351-09	0.00E+00
TCGA-AC-A8OP-01A-11D-A36J-09	0.00E+00
TCGA-AC-A8OQ-01A-11D-A41F-09	0.00E+00
TCGA-AN-A03X-01A-21W-A019-09	0.00E+00
TCGA-AN-A03Y-01A-21W-A019-09	0.00E+00
TCGA-AN-A041-01A-11W-A050-09	0.00E+00
TCGA-AN-A046-01A-21W-A050-09	0.00E+00
TCGA-AN-A049-01A-21W-A019-09	0.00E+00
TCGA-AN-A04C-01A-21W-A050-09	0.00E+00
TCGA-AN-A04D-01A-21W-A050-09	0.00E+00
TCGA-AN-A0AJ-01A-11W-A019-09	0.00E+00
TCGA-AN-A0AK-01A-21W-A019-09	0.00E+00
TCGA-AN-A0AL-01A-11W-A019-09	0.00E+00
TCGA-AN-A0AM-01A-11W-A050-09	0.00E+00
TCGA-AN-A0AR-01A-11W-A019-09	0.00E+00
TCGA-AN-A0AS-01A-11W-A019-09	0.00E+00
TCGA-AN-A0AT-01A-11D-A045-09	0.00E+00
TCGA-AN-A0FF-01A-11W-A050-09	0.00E+00
TCGA-AN-A0FJ-01A-11W-A019-09	0.00E+00
TCGA-AN-A0FK-01A-11W-A050-09	0.00E+00
TCGA-AN-A0FL-01A-11W-A050-09	0.00E+00
TCGA-AN-A0FS-01A-11W-A050-09	0.00E+00
TCGA-AN-A0FT-01A-11W-A050-09	0.00E+00
TCGA-AN-A0FV-01A-11W-A019-09	0.00E+00
TCGA-AN-A0FW-01A-11W-A050-09	0.00E+00
TCGA-AN-A0FZ-01A-11W-A050-09	0.00E+00
TCGA-AN-A0G0-01A-11W-A050-09	0.00E+00
TCGA-AN-A0XN-01A-21D-A10G-09	0.00E+00
TCGA-AN-A0XO-01A-11D-A10G-09	0.00E+00
TCGA-AN-A0XP-01A-11D-A117-09	0.00E+00
TCGA-AN-A0XR-01A-11D-A10G-09	0.00E+00
TCGA-AN-A0XT-01A-11D-A10G-09	0.00E+00
TCGA-AN-A0XU-01A-11D-A10G-09	0.00E+00
TCGA-AN-A0XV-01A-11D-A10G-09	0.00E+00
TCGA-AN-A0XW-01A-11D-A10G-09	0.00E+00
TCGA-AO-A03L-01A-41W-A071-09	0.00E+00
TCGA-AO-A03O-01A-11W-A019-09	0.00E+00
TCGA-AO-A03P-01A-11W-A019-09	0.00E+00
TCGA-AO-A03R-01A-21W-A050-09	0.00E+00
TCGA-AO-A03T-01A-21W-A050-09	0.00E+00
TCGA-AO-A03V-01A-11D-A10Y-09	0.00E+00
TCGA-AO-A0J2-01A-11W-A050-09	0.00E+00
TCGA-AO-A0J3-01A-11W-A050-09	0.00E+00
TCGA-AO-A0J4-01A-11W-A050-09	0.00E+00
TCGA-AO-A0J5-01A-11W-A050-09	0.00E+00
TCGA-AO-A0J6-01A-11W-A050-09	0.00E+00
TCGA-AO-A0J7-01A-11W-A050-09	0.00E+00
TCGA-AO-A0J8-01A-21D-A045-09	0.00E+00
TCGA-AO-A0J9-01A-11W-A050-09	0.00E+00
TCGA-AO-A0JB-01A-11W-A071-09	0.00E+00
TCGA-AO-A0JC-01A-11W-A071-09	0.00E+00
TCGA-AO-A0JD-01A-11W-A071-09	0.00E+00
TCGA-AO-A0JE-01A-11W-A071-09	0.00E+00
TCGA-AO-A0JM-01A-21W-A071-09	0.00E+00
TCGA-AO-A124-01A-11D-A10M-09	0.00E+00
TCGA-AO-A128-01A-11D-A10M-09	0.00E+00
TCGA-AO-A12D-01A-11D-A10Y-09	0.00E+00
TCGA-AO-A12F-01A-11D-A10Y-09	0.00E+00
TCGA-AO-A1KP-01A-11D-A13L-09	0.00E+00
TCGA-AO-A1KR-01A-12D-A142-09	0.00E+00
TCGA-AQ-A04J-01A-02W-A050-09	0.00E+00
TCGA-AQ-A0Y5-01A-11D-A14K-09	0.00E+00
TCGA-AQ-A1H2-01A-11D-A13L-09	0.00E+00
TCGA-AQ-A1H3-01A-31D-A13L-09	0.00E+00
TCGA-AQ-A54O-01A-11D-A25Q-09	0.00E+00
TCGA-AQ-A7U7-01A-22D-A351-09	0.00E+00
TCGA-AR-A0TP-01A-11D-A099-09	0.00E+00
TCGA-AR-A0TS-01A-11D-A10Y-09	0.00E+00
TCGA-AR-A0TT-01A-31D-A099-09	0.00E+00
TCGA-AR-A0TU-01A-31D-A10G-09	0.00E+00
TCGA-AR-A0TV-01A-21D-A099-09	0.00E+00
TCGA-AR-A0TX-01A-11D-A099-09	0.00E+00
TCGA-AR-A0TY-01A-12W-A12T-09	0.00E+00
TCGA-AR-A0TZ-01A-12D-A099-09	0.00E+00
TCGA-AR-A0U0-01A-11D-A10G-09	0.00E+00
TCGA-AR-A0U2-01A-11D-A10G-09	0.00E+00
TCGA-AR-A1AH-01A-11D-A12B-09	0.00E+00
TCGA-AR-A1AI-01A-11D-A12Q-09	0.00E+00
TCGA-AR-A1AJ-01A-21D-A12Q-09	0.00E+00
TCGA-AR-A1AN-01A-11D-A12Q-09	0.00E+00
TCGA-AR-A1AO-01A-11D-A12Q-09	0.00E+00
TCGA-AR-A1AS-01A-11D-A12Q-09	0.00E+00
TCGA-AR-A1AV-01A-21D-A12Q-09	0.00E+00
TCGA-AR-A1AY-01A-21D-A12Q-09	0.00E+00
TCGA-AR-A24H-01A-11D-A167-09	0.00E+00
TCGA-AR-A24K-01A-11D-A167-09	0.00E+00
TCGA-AR-A24L-01A-11D-A167-09	0.00E+00
TCGA-AR-A24N-01A-11D-A167-09	0.00E+00
TCGA-AR-A24Q-01A-12D-A167-09	0.00E+00
TCGA-AR-A24U-01A-11D-A167-09	0.00E+00
TCGA-AR-A24V-01A-21D-A167-09	0.00E+00
TCGA-AR-A24W-01A-11D-A17G-09	0.00E+00
TCGA-AR-A24Z-01A-11D-A167-09	0.00E+00
TCGA-AR-A250-01A-31D-A167-09	0.00E+00
TCGA-AR-A251-01A-12D-A167-09	0.00E+00
TCGA-AR-A254-01A-21D-A167-09	0.00E+00
TCGA-AR-A255-01A-11D-A167-09	0.00E+00
TCGA-AR-A256-01A-11D-A167-09	0.00E+00
TCGA-AR-A2LE-01A-11D-A17W-09	0.00E+00
TCGA-AR-A2LH-01A-31D-A18P-09	0.00E+00
TCGA-AR-A2LK-01A-11D-A17W-09	0.00E+00
TCGA-AR-A2LQ-01A-22D-A18P-09	0.00E+00
TCGA-AR-A2LR-01A-12D-A18P-09	0.00E+00
TCGA-AR-A5QM-01A-11D-A27P-09	0.00E+00
TCGA-AR-A5QN-01A-12D-A28B-09	0.00E+00
TCGA-B6-A0I1-01A-11D-A21Q-09	0.00E+00
TCGA-B6-A0I2-01A-11W-A050-09	0.00E+00
TCGA-B6-A0I8-01A-11W-A050-09	0.00E+00
TCGA-B6-A0I9-01A-11W-A050-09	0.00E+00
TCGA-B6-A0IA-01A-11W-A050-09	0.00E+00
TCGA-B6-A0IB-01A-11W-A050-09	0.00E+00
TCGA-B6-A0IC-01A-11W-A050-09	0.00E+00
TCGA-B6-A0IE-01A-11W-A050-09	0.00E+00
TCGA-B6-A0IH-01A-11D-A10Y-09	0.00E+00
TCGA-B6-A0IJ-01A-11W-A050-09	0.00E+00
TCGA-B6-A0IK-01A-12W-A071-09	0.00E+00
TCGA-B6-A0IN-01A-11W-A050-09	0.00E+00
TCGA-B6-A0RE-01A-11W-A071-09	0.00E+00
TCGA-B6-A0RH-01A-21D-A10Y-09	0.00E+00
TCGA-B6-A0RI-01A-11W-A071-09	0.00E+00
TCGA-B6-A0RQ-01A-11D-A10Y-09	0.00E+00
TCGA-B6-A0RS-01A-11D-A099-09	0.00E+00
TCGA-B6-A0RT-01A-21D-A099-09	0.00E+00
TCGA-B6-A0RU-01A-11D-A099-09	0.00E+00
TCGA-B6-A0WT-01A-11D-A10G-09	0.00E+00
TCGA-B6-A0WW-01A-11D-A10G-09	0.00E+00
TCGA-B6-A0WZ-01A-11D-A10G-09	0.00E+00
TCGA-B6-A0X5-01A-21D-A10G-09	0.00E+00
TCGA-B6-A1KF-01A-11D-A13L-09	0.00E+00
TCGA-B6-A1KN-01A-11D-A13L-09	0.00E+00
TCGA-B6-A2IU-01A-32D-A19T-09	0.00E+00
TCGA-B6-A401-01A-11D-A23C-09	0.00E+00
TCGA-B6-A40C-01A-11D-A23C-09	0.00E+00
TCGA-BH-A0AV-01A-31D-A10Y-09	0.00E+00
TCGA-BH-A0AW-01A-11W-A071-09	0.00E+00
TCGA-BH-A0AY-01A-21W-A019-09	0.00E+00
TCGA-BH-A0AZ-01A-21D-A12Q-09	0.00E+00
TCGA-BH-A0B0-01A-21D-A10Y-09	0.00E+00
TCGA-BH-A0B3-01A-11W-A071-09	0.00E+00
TCGA-BH-A0B4-01A-11W-A019-09	0.00E+00
TCGA-BH-A0B5-01A-11D-A12Q-09	0.00E+00
TCGA-BH-A0B6-01A-11D-A19Y-09	0.00E+00
TCGA-BH-A0B8-01A-21W-A071-09	0.00E+00
TCGA-BH-A0BA-01A-11W-A071-09	0.00E+00
TCGA-BH-A0BL-01A-11D-A10Y-09	0.00E+00
TCGA-BH-A0BM-01A-11W-A071-09	0.00E+00
TCGA-BH-A0BP-01A-11D-A10Y-09	0.00E+00
TCGA-BH-A0BR-01A-21W-A12T-09	0.00E+00
TCGA-BH-A0BT-01A-11D-A12Q-09	0.00E+00
TCGA-BH-A0BV-01A-11W-A019-09	0.00E+00
TCGA-BH-A0BW-01A-11D-A10Y-09	0.00E+00
TCGA-BH-A0BZ-01A-31D-A12Q-09	0.00E+00
TCGA-BH-A0C0-01A-21W-A071-09	0.00E+00
TCGA-BH-A0C7-01B-11D-A10Y-09	0.00E+00
TCGA-BH-A0DD-01A-31D-A12Q-09	0.00E+00
TCGA-BH-A0DG-01A-21D-A12Q-09	0.00E+00
TCGA-BH-A0DO-01B-11D-A12B-09	0.00E+00
TCGA-BH-A0DP-01A-21W-A071-09	0.00E+00
TCGA-BH-A0DX-01A-11D-A10Y-09	0.00E+00
TCGA-BH-A0DZ-01A-11W-A019-09	0.00E+00
TCGA-BH-A0E1-01A-11W-A071-09	0.00E+00
TCGA-BH-A0E2-01A-11W-A071-09	0.00E+00
TCGA-BH-A0E7-01A-11W-A050-09	0.00E+00
TCGA-BH-A0GY-01A-11W-A071-09	0.00E+00
TCGA-BH-A0GZ-01A-11W-A071-09	0.00E+00
TCGA-BH-A0H5-01A-21D-A10Y-09	0.00E+00
TCGA-BH-A0H6-01A-21W-A071-09	0.00E+00
TCGA-BH-A0H9-01A-11W-A071-09	0.00E+00
TCGA-BH-A0HA-01A-11D-A12Q-09	0.00E+00
TCGA-BH-A0HF-01A-11W-A071-09	0.00E+00
TCGA-BH-A0HI-01A-11D-A099-09	0.00E+00
TCGA-BH-A0HK-01A-11W-A071-09	0.00E+00
TCGA-BH-A0HP-01A-12D-A099-09	0.00E+00
TCGA-BH-A0HU-01A-11W-A050-09	0.00E+00
TCGA-BH-A0HX-01A-21W-A071-09	0.00E+00
TCGA-BH-A0HY-01A-11W-A071-09	0.00E+00
TCGA-BH-A0RX-01A-21D-A099-09	0.00E+00
TCGA-BH-A0W5-01A-11D-A10G-09	0.00E+00
TCGA-BH-A0W7-01A-11D-A10Y-09	0.00E+00
TCGA-BH-A0WA-01A-11D-A10G-09	0.00E+00
TCGA-BH-A18F-01A-11D-A12B-09	0.00E+00
TCGA-BH-A18G-01A-11D-A12B-09	0.00E+00
TCGA-BH-A18J-01A-11D-A12B-09	0.00E+00
TCGA-BH-A18K-01A-11D-A12B-09	0.00E+00
TCGA-BH-A18N-01A-11D-A12B-09	0.00E+00
TCGA-BH-A18P-01A-11D-A12B-09	0.00E+00
TCGA-BH-A18Q-01A-12D-A12B-09	0.00E+00
TCGA-BH-A18T-01A-11D-A12B-09	0.00E+00
TCGA-BH-A18U-01A-21D-A12B-09	0.00E+00
TCGA-BH-A18V-01A-11D-A12B-09	0.00E+00
TCGA-BH-A1EN-01A-11D-A17G-09	0.00E+00
TCGA-BH-A1ES-01A-11D-A135-09	0.00E+00
TCGA-BH-A1EV-01A-11D-A135-09	0.00E+00
TCGA-BH-A1EW-01A-11D-A135-09	0.00E+00
TCGA-BH-A1EY-01A-11D-A13L-09	0.00E+00
TCGA-BH-A1F0-01A-11D-A135-09	0.00E+00
TCGA-BH-A1F2-01A-31D-A13L-09	0.00E+00
TCGA-BH-A1F5-01A-12D-A13L-09	0.00E+00
TCGA-BH-A1F8-01A-11D-A13L-09	0.00E+00
TCGA-BH-A1FC-01A-11D-A13L-09	0.00E+00
TCGA-BH-A1FD-01A-11W-A14Q-09	0.00E+00
TCGA-BH-A1FH-01A-12D-A13L-09	0.00E+00
TCGA-BH-A1FJ-01A-11D-A13L-09	0.00E+00
TCGA-BH-A1FL-01A-11D-A13L-09	0.00E+00
TCGA-BH-A1FM-01A-11D-A13L-09	0.00E+00
TCGA-BH-A1FN-01A-11D-A13L-09	0.00E+00
TCGA-BH-A1FU-01A-11D-A14G-09	0.00E+00
TCGA-BH-A203-01A-12D-A167-09	0.00E+00
TCGA-BH-A208-01A-11D-A159-09	0.00E+00
TCGA-BH-A209-01A-11D-A17G-09	0.00E+00
TCGA-BH-A28Q-01A-11D-A16D-09	0.00E+00
TCGA-BH-A2L8-01A-11D-A18P-09	0.00E+00
TCGA-BH-A42U-01A-12D-A243-09	0.00E+00
TCGA-BH-A5J0-01A-11D-A27P-09	0.00E+00
TCGA-BH-A8FY-01A-11D-A36J-09	0.00E+00
TCGA-BH-A8FZ-01A-11D-A351-09	0.00E+00
TCGA-BH-AB28-01A-31D-A41F-09	0.00E+00
TCGA-C8-A12K-01A-21D-A10Y-09	0.00E+00
TCGA-C8-A12L-01A-11D-A10Y-09	0.00E+00
TCGA-C8-A12O-01A-11D-A10Y-09	0.00E+00
TCGA-C8-A12P-01A-11D-A10Y-09	0.00E+00
TCGA-C8-A12Q-01A-11D-A10Y-09	0.00E+00
TCGA-C8-A12T-01A-11D-A10Y-09	0.00E+00
TCGA-C8-A12W-01A-11D-A10Y-09	0.00E+00
TCGA-C8-A12X-01A-11D-A10Y-09	0.00E+00
TCGA-C8-A12Y-01A-11D-A12B-09	0.00E+00
TCGA-C8-A130-01A-31D-A10Y-09	0.00E+00
TCGA-C8-A132-01A-31D-A10Y-09	0.00E+00
TCGA-C8-A134-01A-11D-A10Y-09	0.00E+00
TCGA-C8-A135-01A-11D-A10Y-09	0.00E+00
TCGA-C8-A137-01A-11D-A10Y-09	0.00E+00
TCGA-C8-A1HF-01A-11D-A135-09	0.00E+00
TCGA-C8-A1HG-01A-11D-A135-09	0.00E+00
TCGA-C8-A1HI-01A-11D-A135-09	0.00E+00
TCGA-C8-A1HJ-01A-11D-A13L-09	0.00E+00
TCGA-C8-A1HK-01A-21D-A13L-09	0.00E+00
TCGA-C8-A1HM-01A-12D-A135-09	0.00E+00
TCGA-C8-A1HO-01A-11D-A13L-09	0.00E+00
TCGA-C8-A26V-01A-11D-A16D-09	0.00E+00
TCGA-C8-A26W-01A-11D-A16D-09	0.00E+00
TCGA-C8-A26X-01A-31D-A16D-09	0.00E+00
TCGA-C8-A26Y-01A-11D-A16D-09	0.00E+00
TCGA-C8-A26Z-01A-11D-A16D-09	0.00E+00
TCGA-C8-A274-01A-11D-A16D-09	0.00E+00
TCGA-C8-A275-01A-21D-A16D-09	0.00E+00
TCGA-C8-A278-01A-11D-A167-09	0.00E+00
TCGA-C8-A27B-01A-11D-A167-09	0.00E+00
TCGA-C8-A3M7-01A-12D-A21Q-09	0.00E+00
TCGA-C8-A3M8-01A-11D-A20S-09	0.00E+00
TCGA-C8-A8HP-01A-11D-A36J-09	0.00E+00
TCGA-C8-A8HQ-01A-11D-A36J-09	0.00E+00
TCGA-D8-A13Y-01A-11D-A10Y-09	0.00E+00
TCGA-D8-A13Z-01A-11D-A10Y-09	0.00E+00
TCGA-D8-A140-01A-11D-A10Y-09	0.00E+00
TCGA-D8-A142-01A-11D-A10Y-09	0.00E+00
TCGA-D8-A145-01A-11D-A10Y-09	0.00E+00
TCGA-D8-A146-01A-31D-A10Y-09	0.00E+00
TCGA-D8-A147-01A-11D-A10Y-09	0.00E+00
TCGA-D8-A1J8-01A-11D-A13L-09	0.00E+00
TCGA-D8-A1J9-01A-11D-A13L-09	0.00E+00
TCGA-D8-A1JA-01A-11D-A13L-09	0.00E+00
TCGA-D8-A1JB-01A-11D-A13L-09	0.00E+00
TCGA-D8-A1JC-01A-11D-A13L-09	0.00E+00
TCGA-D8-A1JD-01A-11D-A13L-09	0.00E+00
TCGA-D8-A1JF-01A-11D-A13L-09	0.00E+00
TCGA-D8-A1JG-01B-11D-A13L-09	0.00E+00
TCGA-D8-A1JI-01A-11D-A13L-09	0.00E+00
TCGA-D8-A1JJ-01A-31D-A14K-09	0.00E+00
TCGA-D8-A1JK-01A-11D-A13L-09	0.00E+00
TCGA-D8-A1JL-01A-11D-A13L-09	0.00E+00
TCGA-D8-A1JM-01A-11D-A13L-09	0.00E+00
TCGA-D8-A1JN-01A-11D-A13L-09	0.00E+00
TCGA-D8-A1JP-01A-11D-A13L-09	0.00E+00
