Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E
TCGA-2F-A9KO-01A-11D-A38G-08	339	144	27	27	0
TCGA-2F-A9KP-01A-11D-A38G-08	30	31	20	43	10
TCGA-2F-A9KQ-01A-11D-A38G-08	8	9	11	32	1
TCGA-2F-A9KR-01A-11D-A38G-08	69	79	23	18	25
TCGA-2F-A9KT-01A-11D-A38G-08	168	91	11	35	24
TCGA-2F-A9KW-01A-11D-A38G-08	8	22	34	39	5
TCGA-4Z-AA7M-01A-11D-A391-08	233	129	70	50	0
TCGA-4Z-AA7N-01A-11D-A391-08	2	8	0	7	0
TCGA-4Z-AA7O-01A-31D-A391-08	52	41	54	40	12
TCGA-4Z-AA7Q-01A-11D-A391-08	131	31	45	31	4
TCGA-4Z-AA7R-01A-11D-A391-08	167	99	30	24	26
TCGA-4Z-AA7S-01A-11D-A391-08	0	5	0	44	9
TCGA-4Z-AA7W-01A-11D-A391-08	329	126	37	11	0
TCGA-4Z-AA7Y-01A-11D-A391-08	132	88	34	10	9
TCGA-4Z-AA80-01A-11D-A391-08	152	93	49	58	53
TCGA-4Z-AA81-01A-11D-A391-08	78	74	13	21	14
TCGA-4Z-AA82-01A-11D-A391-08	19	28	25	38	0
TCGA-4Z-AA83-01A-11D-A391-08	18	17	11	30	6
TCGA-4Z-AA84-01A-11D-A391-08	8	254	184	29	7
TCGA-4Z-AA86-01A-11D-A391-08	123	46	22	11	9
TCGA-4Z-AA87-01A-11D-A391-08	92	42	20	59	12
TCGA-4Z-AA89-01A-11D-A391-08	67	32	0	28	0
TCGA-5N-A9KI-01A-31D-A42E-08	35	52	41	33	19
TCGA-5N-A9KM-01A-11D-A42E-08	3	22	157	44	0
TCGA-BL-A0C8-01A-11D-A271-08	30	20	19	56	10
TCGA-BL-A13I-01A-11D-A271-08	43	9	53	19	0
TCGA-BL-A13J-01A-11D-A271-08	29	10	57	3	0
TCGA-BL-A3JM-01A-12D-A21A-08	54	37	55	44	3
TCGA-BL-A5ZZ-01A-31D-A30E-08	21	37	46	42	2
TCGA-BT-A0S7-01A-11D-A10S-08	0	0	27	8	5
TCGA-BT-A0YX-01A-11D-A10S-08	357	206	0	31	0
TCGA-BT-A20J-01A-11D-A14W-08	209	164	0	42	25
TCGA-BT-A20N-01A-11D-A14W-08	62	20	132	21	14
TCGA-BT-A20O-01A-21D-A14W-08	47	26	80	23	0
TCGA-BT-A20P-01A-11D-A14W-08	47	0	2	20	4
TCGA-BT-A20Q-01A-11D-A14W-08	31	25	0	15	10
TCGA-BT-A20R-01A-12D-A16O-08	126	59	0	31	24
TCGA-BT-A20T-01A-11D-A14W-08	106	105	20	17	7
TCGA-BT-A20U-01A-11D-A14W-08	44	26	1	13	5
TCGA-BT-A20V-01A-11D-A14W-08	22	11	3	44	20
TCGA-BT-A20W-01A-21D-A14W-08	22	2	16	24	7
TCGA-BT-A20X-01A-11D-A16O-08	11	3	36	11	8
TCGA-BT-A2LA-01A-11D-A18F-08	28	33	0	105	0
TCGA-BT-A2LB-01A-11D-A18F-08	36	242	243	27	23
TCGA-BT-A2LD-01A-12D-A20D-08	7	15	10	65	5
TCGA-BT-A3PH-01A-11D-A21Z-08	294	95	0	36	0
TCGA-BT-A3PJ-01A-21D-A21Z-08	132	188	121	28	22
TCGA-BT-A3PK-01A-21D-A21Z-08	82	35	208	20	3
TCGA-BT-A42B-01A-32D-A23M-08	2	11	0	47	2
TCGA-BT-A42C-01A-11D-A23M-08	96	64	141	42	9
TCGA-BT-A42E-01A-11D-A23U-08	83	29	18	28	0
TCGA-BT-A42F-01A-11D-A23U-08	89	51	17	1	0
TCGA-C4-A0EZ-01A-21D-A10S-08	33	38	56	60	14
TCGA-C4-A0F0-01A-12D-A10S-08	10	9	45	32	0
TCGA-C4-A0F1-01A-11D-A10S-08	55	44	10	39	16
TCGA-C4-A0F6-01A-11D-A10S-08	100	32	0	51	13
TCGA-C4-A0F7-01A-11D-A10S-08	0	5	2	50	11
TCGA-CF-A1HR-01A-11D-A13W-08	123	76	27	21	12
TCGA-CF-A1HS-01A-11D-A13W-08	160	0	46	18	7
TCGA-CF-A27C-01A-11D-A16O-08	89	36	12	16	0
TCGA-CF-A3MF-01A-12D-A21A-08	0	4	0	17	0
TCGA-CF-A3MG-01A-11D-A20D-08	70	26	9	30	4
TCGA-CF-A3MH-01A-11D-A20D-08	9	3	2	24	2
TCGA-CF-A3MI-01A-11D-A20D-08	22	11	0	29	7
TCGA-CF-A47S-01A-11D-A23U-08	0	4	0	15	2
TCGA-CF-A47T-01A-11D-A23U-08	1	6	5	7	5
TCGA-CF-A47V-01A-11D-A23U-08	29	10	40	14	5
TCGA-CF-A47W-01A-11D-A23U-08	0	4	11	13	2
TCGA-CF-A47X-01A-31D-A23U-08	148	92	25	34	11
TCGA-CF-A47Y-01A-11D-A23U-08	24	2	28	11	0
TCGA-CF-A5U8-01A-11D-A289-08	2	2	35	21	4
TCGA-CF-A5UA-01A-11D-A289-08	17	1	1	51	10
TCGA-CF-A7I0-01A-22D-A34U-08	10	16	13	8	2
TCGA-CF-A8HX-01A-11D-A364-08	17	23	0	13	7
TCGA-CF-A8HY-01A-11D-A364-08	19	0	26	25	6
TCGA-CF-A9FF-01A-11D-A38G-08	57	57	9	13	2
TCGA-CF-A9FH-01A-11D-A38G-08	1	1	6	21	9
TCGA-CF-A9FL-01A-11D-A38G-08	0	2	19	24	4
TCGA-CF-A9FM-01A-11D-A38G-08	0	0	15	8	0
TCGA-CU-A0YN-01A-21D-A10S-08	6	10	105	44	3
TCGA-CU-A0YO-01A-11D-A10S-08	22	20	10	27	9
TCGA-CU-A0YR-01A-12D-A10S-08	6	13	87	25	0
TCGA-CU-A3KJ-01A-11D-A21A-08	114	30	30	43	4
TCGA-CU-A3QU-01A-11D-A22Z-08	26	21	17	16	12
TCGA-CU-A3YL-01A-11D-A22Z-08	114	65	2	26	10
TCGA-CU-A5W6-01A-11D-A289-08	68	67	29	23	4
TCGA-CU-A72E-01A-12D-A339-08	30	16	22	16	3
TCGA-DK-A1A3-01A-11D-A13W-08	161	272	109	14	17
TCGA-DK-A1A5-01A-11D-A13W-08	124	82	4	18	17
TCGA-DK-A1A6-01A-11D-A13W-08	115	21	75	8	0
TCGA-DK-A1A7-01A-11D-A13W-08	13	23	127	42	1
TCGA-DK-A1AA-01A-11D-A13W-08	8	9	50	10	4
TCGA-DK-A1AB-01A-11D-A13W-08	102	86	0	7	0
TCGA-DK-A1AC-01A-11D-A13W-08	321	902	66	19	21
TCGA-DK-A1AD-01A-11D-A13W-08	63	49	76	30	12
TCGA-DK-A1AE-01A-11D-A13W-08	41	30	15	19	0
TCGA-DK-A1AF-01A-11D-A13W-08	45	27	11	0	2
TCGA-DK-A1AG-01A-11D-A13W-08	53	46	4	22	4
TCGA-DK-A2HX-01A-12D-A18F-08	20	37	19	24	11
TCGA-DK-A2I1-01A-11D-A17V-08	108	43	0	16	15
TCGA-DK-A2I2-01A-11D-A17V-08	18	22	37	11	0
TCGA-DK-A2I4-01A-11D-A21A-08	330	422	0	20	40
TCGA-DK-A2I6-01A-12D-A18F-08	25	80	145	12	11
TCGA-DK-A3IK-01A-32D-A21A-08	71	17	57	40	4
TCGA-DK-A3IL-01A-11D-A20D-08	11	4	100	33	23
TCGA-DK-A3IM-01A-11D-A20D-08	1	3	34	35	3
TCGA-DK-A3IN-01A-11D-A20D-08	195	111	29	29	5
TCGA-DK-A3IQ-01A-31D-A20D-08	56	71	22	24	8
TCGA-DK-A3IS-01A-21D-A21A-08	155	136	0	32	8
TCGA-DK-A3IT-01A-31D-A20D-08	250	82	47	6	1
TCGA-DK-A3IU-01A-11D-A20D-08	157	160	73	17	5
TCGA-DK-A3IV-01A-22D-A21A-08	15	19	16	13	9
TCGA-DK-A3WW-01A-22D-A23M-08	589	489	28	1	61
TCGA-DK-A3WX-01A-22D-A22Z-08	3	8	3	24	0
TCGA-DK-A3WY-01A-11D-A22Z-08	5	5	0	1	0
TCGA-DK-A3X1-01A-12D-A22Z-08	375	332	32	2	108
TCGA-DK-A3X2-01A-11D-A22Z-08	14	20	21	53	4
TCGA-DK-A6AV-01A-12D-A30E-08	26	29	27	25	11
TCGA-DK-A6AW-01A-11D-A30E-08	0	7	9	0	4101
TCGA-DK-A6B0-01A-11D-A31L-08	2	1	10	9	0
TCGA-DK-A6B1-01A-12D-A30E-08	24	36	27	46	7
TCGA-DK-A6B2-01A-11D-A30E-08	38	38	65	52	9
TCGA-DK-A6B5-01A-11D-A31L-08	40	31	32	9	5
TCGA-DK-A6B6-01A-11D-A30E-08	275	631	0	0	0
TCGA-DK-AA6L-01A-11D-A391-08	205	101	49	13	4
TCGA-DK-AA6M-01A-11D-A391-08	7	14	0	32	13
TCGA-DK-AA6P-01A-11D-A391-08	51	53	41	14	4
TCGA-DK-AA6Q-01A-11D-A391-08	36	28	34	16	4
TCGA-DK-AA6R-01A-11D-A42E-08	62	43	176	31	13
TCGA-DK-AA6S-01A-21D-A391-08	293	164	47	14	0
TCGA-DK-AA6T-01A-11D-A391-08	17	0	18	26	11
TCGA-DK-AA6U-01A-11D-A391-08	106	85	160	42	22
TCGA-DK-AA6W-01A-12D-A391-08	114	74	0	66	0
TCGA-DK-AA6X-01A-12D-A42E-08	52	21	11	11	12
TCGA-DK-AA71-01A-31D-A391-08	358	300	0	10	0
TCGA-DK-AA74-01A-11D-A391-08	102	40	23	19	7
TCGA-DK-AA75-01A-11D-A391-08	96	227	68	27	39
TCGA-DK-AA76-01A-11D-A391-08	73	44	67	21	24
TCGA-DK-AA77-01A-11D-A391-08	39	71	214	71	3
TCGA-E5-A2PC-01A-11D-A202-08	27	28	137	22	8
TCGA-E5-A4TZ-01A-11D-A31L-08	226	94	0	119	8
TCGA-E5-A4U1-01A-11D-A31L-08	291	162	80	23	15
TCGA-E7-A3X6-01A-12D-A22Z-08	41	24	3	22	0
TCGA-E7-A3Y1-01A-11D-A22Z-08	10	10	84	43	5
TCGA-E7-A4IJ-01A-31D-A26M-08	135	64	99	15	28
TCGA-E7-A4XJ-01A-11D-A26M-08	0	3	0	38	2
TCGA-E7-A519-01A-11D-A26M-08	6	11	39	13	0
TCGA-E7-A541-01A-11D-A26M-08	142	114	163	29	0
TCGA-E7-A5KE-01A-11D-A289-08	28	54	51	66	5
TCGA-E7-A5KF-01A-11D-A289-08	84	72	31	2	10
TCGA-E7-A677-01A-11D-A30E-08	15	23	117	52	10
TCGA-E7-A678-01A-11D-A30E-08	4	2	26	26	2
TCGA-E7-A6MD-01A-41D-A34U-08	220	148	17	42	23
TCGA-E7-A6ME-01A-22D-A32B-08	14	0	94	22	0
TCGA-E7-A6MF-01A-12D-A32B-08	21	22	0	0	2
