Samples	SBS96A	SBS96B	SBS96C	SBS96D
TCGA-3C-AAAU-01A-11D-A41F-09	3	23	1	3
TCGA-3C-AALI-01A-11D-A41F-09	447	16	41	43
TCGA-3C-AALJ-01A-31D-A41F-09	5	19	15	3
TCGA-3C-AALK-01A-11D-A41F-09	11	31	8	4
TCGA-4H-AAAK-01A-12D-A41F-09	0	20	0	7
TCGA-5L-AAT0-01A-12D-A41F-09	147	12	16	14
TCGA-5L-AAT1-01A-12D-A41F-09	1237	18	20	102
TCGA-5T-A9QA-01A-11D-A41F-09	0	26	20	0
TCGA-A1-A0SD-01A-11D-A10Y-09	3	22	6	2
TCGA-A1-A0SE-01A-11D-A099-09	5	7	14	3
TCGA-A1-A0SF-01A-11D-A142-09	31	12	2	3
TCGA-A1-A0SG-01A-11D-A142-09	3	12	2	5
TCGA-A1-A0SH-01A-11D-A099-09	68	11	23	3
TCGA-A1-A0SI-01A-11D-A142-09	189	3	1	11
TCGA-A1-A0SJ-01A-11D-A099-09	4	16	0	0
TCGA-A1-A0SK-01A-12D-A099-09	2	21	39	5
TCGA-A1-A0SM-01A-11D-A099-09	0	14	8	7
TCGA-A1-A0SN-01A-11D-A142-09	18	27	21	3
TCGA-A1-A0SO-01A-22D-A099-09	21	35	233	14
TCGA-A1-A0SP-01A-11D-A099-09	4	24	18	0
TCGA-A1-A0SQ-01A-21D-A142-09	5	18	2	4
TCGA-A2-A04N-01A-11D-A10Y-09	7	13	17	7
TCGA-A2-A04P-01A-31D-A128-09	12	27	95	2
TCGA-A2-A04Q-01A-21W-A050-09	7	17	31	1
TCGA-A2-A04R-01A-41D-A117-09	9	13	55	6
TCGA-A2-A04T-01A-21W-A050-09	10	16	61	2
TCGA-A2-A04U-01A-11D-A10Y-09	2	20	25	4
TCGA-A2-A04V-01A-21W-A050-09	5	13	16	4
TCGA-A2-A04W-01A-31D-A10Y-09	99	30	11	15
TCGA-A2-A04X-01A-21W-A050-09	19	16	0	0
TCGA-A2-A04Y-01A-21W-A050-09	9	6	33	7
TCGA-A2-A0CK-01A-11D-A228-09	4	18	3	1
TCGA-A2-A0CL-01A-11D-A10Y-09	102	22	6	8
TCGA-A2-A0CM-01A-31W-A050-09	29	11	23	2
TCGA-A2-A0CP-01A-11W-A050-09	2	16	99	4
TCGA-A2-A0CQ-01A-21W-A050-09	2	26	18	3
TCGA-A2-A0CR-01A-11D-A228-09	138	5	9	3
TCGA-A2-A0CS-01A-11D-A10Y-09	1	25	11	2
TCGA-A2-A0CT-01A-31W-A071-09	32	46	25	7
TCGA-A2-A0CU-01A-12W-A050-09	6	21	19	4
TCGA-A2-A0CV-01A-31D-A10Y-09	0	16	0	3
TCGA-A2-A0CW-01A-21D-A10Y-09	15	14	16	5
TCGA-A2-A0CX-01A-21W-A019-09	211	29	30	29
TCGA-A2-A0D0-01A-11W-A019-09	9	24	40	4
TCGA-A2-A0D1-01A-11W-A050-09	19	33	34	6
TCGA-A2-A0D2-01A-21W-A050-09	11	20	53	3
TCGA-A2-A0D3-01A-11D-A10Y-09	0	26	0	2
TCGA-A2-A0D4-01A-11W-A019-09	4	13	14	5
TCGA-A2-A0EM-01A-11W-A050-09	2	19	19	1
TCGA-A2-A0EN-01A-13D-A099-09	1	12	14	3
TCGA-A2-A0EO-01A-11W-A050-09	5	18	19	0
TCGA-A2-A0EP-01A-52D-A22X-09	7	4	3	1
TCGA-A2-A0EQ-01A-11W-A050-09	201	47	0	0
TCGA-A2-A0ER-01A-21W-A050-09	0	23	16	0
TCGA-A2-A0ES-01A-11D-A10Y-09	0	6	6	0
TCGA-A2-A0ET-01A-31D-A045-09	5	30	7	7
TCGA-A2-A0EU-01A-22W-A071-09	3	33	2	4
TCGA-A2-A0EV-01A-11W-A050-09	9	22	26	11
TCGA-A2-A0EW-01A-21D-A10Y-09	1	10	3	3
TCGA-A2-A0EX-01A-21W-A050-09	5	10	14	0
TCGA-A2-A0EY-01A-11W-A050-09	151	36	43	24
TCGA-A2-A0ST-01A-12D-A099-09	4	8	6	1
TCGA-A2-A0SU-01A-11D-A099-09	0	18	8	0
TCGA-A2-A0SV-01A-11D-A099-09	0	23	12	3
TCGA-A2-A0SW-01A-11D-A099-09	16	19	18	4
TCGA-A2-A0SX-01A-12D-A099-09	8	17	11	3
TCGA-A2-A0SY-01A-31D-A099-09	93	15	7	15
TCGA-A2-A0T0-01A-22D-A099-09	17	28	115	14
TCGA-A2-A0T1-01A-21D-A099-09	0	12	8	3
TCGA-A2-A0T2-01A-11W-A097-09	4	14	8	0
TCGA-A2-A0T3-01A-21D-A10Y-09	2	15	15	1
TCGA-A2-A0T4-01A-31D-A099-09	0	18	9	0
TCGA-A2-A0T5-01A-21D-A099-09	1	5	1	1
TCGA-A2-A0T6-01A-11D-A099-09	3	17	0	0
TCGA-A2-A0T7-01A-21D-A099-09	2	16	1	2
TCGA-A2-A0YC-01A-11D-A117-09	4	7	12	1
TCGA-A2-A0YD-01A-11D-A10G-09	32	15	10	8
TCGA-A2-A0YE-01A-11D-A10G-09	3	17	5	5
TCGA-A2-A0YF-01A-21D-A10G-09	0	6	16	7
TCGA-A2-A0YG-01A-21D-A10G-09	6	29	23	4
TCGA-A2-A0YH-01A-11D-A10G-09	37	21	25	6
TCGA-A2-A0YI-01A-31D-A10M-09	1	2	10	1
TCGA-A2-A0YJ-01A-11D-A10G-09	1	39	31	3
TCGA-A2-A0YK-01A-22D-A117-09	371	0	0	19
TCGA-A2-A0YL-01A-21D-A10G-09	18	7	8	0
TCGA-A2-A0YM-01A-11D-A10G-09	14	35	14	6
TCGA-A2-A0YT-01A-11D-A10G-09	6	36	6	15
TCGA-A2-A1FV-01A-11D-A13L-09	5	24	4	2
TCGA-A2-A1FW-01A-11D-A13L-09	3	38	26	5
TCGA-A2-A1FX-01A-11D-A13L-09	1	8	10	7
TCGA-A2-A1FZ-01A-51D-A17G-09	0	12	12	0
TCGA-A2-A1G0-01A-11D-A13L-09	4	6	10	1
TCGA-A2-A1G1-01A-21D-A13L-09	0	8	25	0
TCGA-A2-A1G4-01A-11D-A13L-09	1	13	12	1
TCGA-A2-A1G6-01A-11D-A13L-09	0	4	6	0
TCGA-A2-A259-01A-11D-A16D-09	4	9	7	0
TCGA-A2-A25A-01A-12D-A16D-09	31	0	351	33
TCGA-A2-A25B-01A-11D-A167-09	9	26	66	10
TCGA-A2-A25C-01A-11D-A167-09	5	7	20	5
TCGA-A2-A25D-01A-12D-A16D-09	8	21	22	1
TCGA-A2-A25E-01A-11D-A167-09	6	14	31	5
TCGA-A2-A25F-01A-11D-A167-09	0	0	6	0
TCGA-A2-A3KD-01A-12D-A20S-09	2	10	0	0
TCGA-A2-A3XT-01A-11D-A22X-09	21	16	43	4
TCGA-A2-A3XU-01A-12D-A22X-09	0	22	0	0
TCGA-A2-A3XV-01A-21D-A23C-09	0	24	12	0
TCGA-A2-A3XW-01A-11D-A23C-09	2	4	1	4
TCGA-A2-A3XX-01A-21D-A23C-09	3	12	22	8
TCGA-A2-A3XZ-01A-42D-A23C-09	19	13	2	7
TCGA-A2-A3Y0-01A-11D-A23C-09	31	47	108	2
TCGA-A2-A4S1-01A-21D-A25Q-09	7	28	32	3
TCGA-A2-A4S2-01A-12D-A25Q-09	5	11	16	0
TCGA-A2-A4S3-01A-21D-A25Q-09	11	33	29	8
TCGA-A7-A0CD-01A-11W-A019-09	0	22	11	0
TCGA-A7-A0CE-01A-11W-A019-09	15	19	84	13
TCGA-A7-A0CG-01A-11W-A019-09	17	38	2	7
TCGA-A7-A0CJ-01A-21W-A019-09	6	27	36	3
TCGA-A7-A0D9-01A-31W-A071-09	8	14	0	0
TCGA-A7-A0DA-01A-31D-A10Y-09	16	22	94	10
TCGA-A7-A0DB-01A-11D-A272-09	17	10	13	3
TCGA-A7-A13D-01A-13D-A272-09	17	17	60	5
TCGA-A7-A13E-01A-11D-A272-09	1	13	16	2
TCGA-A7-A13F-01A-11D-A12Q-09	4	15	8	8
TCGA-A7-A13G-01A-11D-A13L-09	9	13	0	0
TCGA-A7-A26E-01A-11D-A272-09	14	20	8	7
TCGA-A7-A26F-01A-21D-A167-09	4	19	15	6
TCGA-A7-A26G-01A-21D-A167-09	17	11	28	3
TCGA-A7-A26H-01A-11D-A167-09	52	34	23	2
TCGA-A7-A26I-01A-11D-A167-09	7	10	15	4
TCGA-A7-A26J-01A-11D-A272-09	3	10	17	1
TCGA-A7-A2KD-01A-31D-A21Q-09	4	29	8	4
TCGA-A7-A3RF-01A-11D-A228-09	0	14	19	0
TCGA-A7-A425-01A-11D-A243-09	0	17	16	0
TCGA-A7-A4SC-01A-12D-A25Q-09	2	11	12	4
TCGA-A7-A4SD-01A-11D-A25Q-09	4	36	2	5
TCGA-A7-A4SE-01A-11D-A25Q-09	40	0	71	0
TCGA-A7-A56D-01A-11D-A27P-09	67	37	13	11
TCGA-A7-A5ZW-01A-12D-A29N-09	8	16	1	5
TCGA-A7-A5ZX-01A-12D-A29N-09	4	5	16	3
TCGA-A7-A6VV-01A-22D-A33E-09	6	27	16	3
TCGA-A7-A6VW-01A-21D-A33E-09	7	19	35	2
TCGA-A7-A6VX-01A-12D-A33E-09	34	12	95	5
TCGA-A7-A6VY-01A-12D-A33E-09	21	27	54	3
TCGA-A8-A06O-01A-11W-A019-09	3	50	22	2
TCGA-A8-A06P-01A-11W-A019-09	13	18	30	1
TCGA-A8-A06Q-01A-11W-A050-09	192	25	9	27
TCGA-A8-A06R-01A-11D-A015-09	9	29	17	0
TCGA-A8-A06T-01A-11W-A019-09	4	9	18	0
TCGA-A8-A06U-01A-11W-A019-09	8	39	27	1
TCGA-A8-A06X-01A-21W-A019-09	15	59	181	9
TCGA-A8-A06Y-01A-21W-A019-09	5	9	13	4
TCGA-A8-A06Z-01A-11W-A019-09	1	19	59	1
TCGA-A8-A075-01A-11D-A099-09	17	13	40	2
TCGA-A8-A076-01A-21W-A019-09	8	32	29	12
TCGA-A8-A079-01A-21W-A019-09	6	37	37	8
TCGA-A8-A07B-01A-11W-A019-09	21	18	25	3
TCGA-A8-A07F-01A-11W-A019-09	2	15	8	1
TCGA-A8-A07G-01A-11W-A050-09	9	29	32	4
TCGA-A8-A07I-01A-11W-A019-09	2	22	21	3
TCGA-A8-A07J-01A-11W-A019-09	14	8	42	7
TCGA-A8-A07L-01A-11W-A019-09	8	19	71	2
TCGA-A8-A07O-01A-11W-A019-09	12	20	9	6
TCGA-A8-A07P-01A-11W-A019-09	3	36	16	7
TCGA-A8-A07U-01A-11W-A050-09	18	24	46	6
TCGA-A8-A07W-01A-11W-A019-09	15	74	42	8
TCGA-A8-A07Z-01A-11W-A019-09	0	15	9	0
TCGA-A8-A081-01A-11W-A019-09	31	49	26	11
