Samples	SBS96A	SBS96B
TCGA-2F-A9KO-01A-11D-A38G-08	129	24
TCGA-2F-A9KP-01A-11D-A38G-08	15	23
TCGA-2F-A9KQ-01A-11D-A38G-08	3	12
TCGA-2F-A9KR-01A-11D-A38G-08	45	40
TCGA-2F-A9KT-01A-11D-A38G-08	91	2
TCGA-2F-A9KW-01A-11D-A38G-08	18	18
TCGA-4Z-AA7M-01A-11D-A391-08	106	33
TCGA-4Z-AA7N-01A-11D-A391-08	5	0
TCGA-4Z-AA7O-01A-31D-A391-08	33	20
TCGA-4Z-AA7Q-01A-11D-A391-08	39	14
TCGA-4Z-AA7R-01A-11D-A391-08	72	15
TCGA-4Z-AA7S-01A-11D-A391-08	1	21
TCGA-4Z-AA7W-01A-11D-A391-08	146	0
TCGA-4Z-AA7Y-01A-11D-A391-08	59	10
TCGA-4Z-AA80-01A-11D-A391-08	70	40
TCGA-4Z-AA81-01A-11D-A391-08	55	3
TCGA-4Z-AA82-01A-11D-A391-08	10	14
TCGA-4Z-AA83-01A-11D-A391-08	20	8
TCGA-4Z-AA84-01A-11D-A391-08	87	46
TCGA-4Z-AA86-01A-11D-A391-08	44	9
TCGA-4Z-AA87-01A-11D-A391-08	47	21
TCGA-4Z-AA89-01A-11D-A391-08	24	3
TCGA-5N-A9KI-01A-31D-A42E-08	12	30
TCGA-5N-A9KM-01A-11D-A42E-08	15	43
TCGA-BL-A0C8-01A-11D-A271-08	11	30
TCGA-BL-A13I-01A-11D-A271-08	9	22
TCGA-BL-A13J-01A-11D-A271-08	15	21
TCGA-BL-A3JM-01A-12D-A21A-08	25	36
TCGA-BL-A5ZZ-01A-31D-A30E-08	15	40
TCGA-BT-A0S7-01A-11D-A10S-08	0	6
TCGA-BT-A0YX-01A-11D-A10S-08	161	0
TCGA-BT-A20J-01A-11D-A14W-08	82	40
TCGA-BT-A20N-01A-11D-A14W-08	43	32
TCGA-BT-A20O-01A-21D-A14W-08	28	12
TCGA-BT-A20P-01A-11D-A14W-08	15	15
TCGA-BT-A20Q-01A-11D-A14W-08	8	12
TCGA-BT-A20R-01A-12D-A16O-08	64	23
TCGA-BT-A20T-01A-11D-A14W-08	70	7
TCGA-BT-A20U-01A-11D-A14W-08	14	0
TCGA-BT-A20V-01A-11D-A14W-08	4	34
TCGA-BT-A20W-01A-21D-A14W-08	1	8
TCGA-BT-A20X-01A-11D-A16O-08	5	12
TCGA-BT-A2LA-01A-11D-A18F-08	10	33
TCGA-BT-A2LB-01A-11D-A18F-08	79	80
TCGA-BT-A2LD-01A-12D-A20D-08	1	23
TCGA-BT-A3PH-01A-11D-A21Z-08	125	0
TCGA-BT-A3PJ-01A-21D-A21Z-08	70	55
TCGA-BT-A3PK-01A-21D-A21Z-08	20	63
TCGA-BT-A42B-01A-32D-A23M-08	1	12
TCGA-BT-A42C-01A-11D-A23M-08	43	54
TCGA-BT-A42E-01A-11D-A23U-08	28	15
TCGA-BT-A42F-01A-11D-A23U-08	31	8
TCGA-C4-A0EZ-01A-21D-A10S-08	17	34
TCGA-C4-A0F0-01A-12D-A10S-08	6	14
TCGA-C4-A0F1-01A-11D-A10S-08	24	23
TCGA-C4-A0F6-01A-11D-A10S-08	44	11
TCGA-C4-A0F7-01A-11D-A10S-08	6	16
TCGA-CF-A1HR-01A-11D-A13W-08	52	14
TCGA-CF-A1HS-01A-11D-A13W-08	60	12
TCGA-CF-A27C-01A-11D-A16O-08	27	8
TCGA-CF-A3MF-01A-12D-A21A-08	1	5
TCGA-CF-A3MG-01A-11D-A20D-08	28	9
TCGA-CF-A3MH-01A-11D-A20D-08	4	12
TCGA-CF-A3MI-01A-11D-A20D-08	4	17
TCGA-CF-A47S-01A-11D-A23U-08	0	7
TCGA-CF-A47T-01A-11D-A23U-08	0	10
TCGA-CF-A47V-01A-11D-A23U-08	17	16
TCGA-CF-A47W-01A-11D-A23U-08	0	7
TCGA-CF-A47X-01A-31D-A23U-08	83	12
TCGA-CF-A47Y-01A-11D-A23U-08	14	5
TCGA-CF-A5U8-01A-11D-A289-08	3	13
TCGA-CF-A5UA-01A-11D-A289-08	2	13
TCGA-CF-A7I0-01A-22D-A34U-08	6	13
TCGA-CF-A8HX-01A-11D-A364-08	10	6
TCGA-CF-A8HY-01A-11D-A364-08	3	19
TCGA-CF-A9FF-01A-11D-A38G-08	15	14
TCGA-CF-A9FH-01A-11D-A38G-08	0	4
TCGA-CF-A9FL-01A-11D-A38G-08	0	12
TCGA-CF-A9FM-01A-11D-A38G-08	0	7
TCGA-CU-A0YN-01A-21D-A10S-08	13	26
TCGA-CU-A0YO-01A-11D-A10S-08	4	24
TCGA-CU-A0YR-01A-12D-A10S-08	7	36
TCGA-CU-A3KJ-01A-11D-A21A-08	55	4
TCGA-CU-A3QU-01A-11D-A22Z-08	16	11
TCGA-CU-A3YL-01A-11D-A22Z-08	42	22
TCGA-CU-A5W6-01A-11D-A289-08	41	26
TCGA-CU-A72E-01A-12D-A339-08	25	10
TCGA-DK-A1A3-01A-11D-A13W-08	124	27
TCGA-DK-A1A5-01A-11D-A13W-08	64	5
TCGA-DK-A1A6-01A-11D-A13W-08	53	9
TCGA-DK-A1A7-01A-11D-A13W-08	14	47
TCGA-DK-A1AA-01A-11D-A13W-08	4	16
TCGA-DK-A1AB-01A-11D-A13W-08	48	0
TCGA-DK-A1AC-01A-11D-A13W-08	378	87
TCGA-DK-A1AD-01A-11D-A13W-08	32	26
TCGA-DK-A1AE-01A-11D-A13W-08	20	16
TCGA-DK-A1AF-01A-11D-A13W-08	27	3
TCGA-DK-A1AG-01A-11D-A13W-08	30	20
TCGA-DK-A2HX-01A-12D-A18F-08	12	15
TCGA-DK-A2I1-01A-11D-A17V-08	44	1
TCGA-DK-A2I2-01A-11D-A17V-08	13	9
TCGA-DK-A2I4-01A-11D-A21A-08	237	30
TCGA-DK-A2I6-01A-12D-A18F-08	45	33
TCGA-DK-A3IK-01A-32D-A21A-08	25	39
TCGA-DK-A3IL-01A-11D-A20D-08	8	36
TCGA-DK-A3IM-01A-11D-A20D-08	2	24
TCGA-DK-A3IN-01A-11D-A20D-08	87	6
TCGA-DK-A3IQ-01A-31D-A20D-08	34	15
TCGA-DK-A3IS-01A-21D-A21A-08	71	13
TCGA-DK-A3IT-01A-31D-A20D-08	110	0
TCGA-DK-A3IU-01A-11D-A20D-08	62	44
TCGA-DK-A3IV-01A-22D-A21A-08	10	7
TCGA-DK-A3WW-01A-22D-A23M-08	319	36
TCGA-DK-A3WX-01A-22D-A22Z-08	7	6
TCGA-DK-A3WY-01A-11D-A22Z-08	8	0
TCGA-DK-A3X1-01A-12D-A22Z-08	240	24
TCGA-DK-A3X2-01A-11D-A22Z-08	11	22
TCGA-DK-A6AV-01A-12D-A30E-08	29	8
TCGA-DK-A6AW-01A-11D-A30E-08	22	1014
TCGA-DK-A6B0-01A-11D-A31L-08	0	2
TCGA-DK-A6B1-01A-12D-A30E-08	25	25
TCGA-DK-A6B2-01A-11D-A30E-08	19	32
TCGA-DK-A6B5-01A-11D-A31L-08	38	12
TCGA-DK-A6B6-01A-11D-A30E-08	270	65
TCGA-DK-AA6L-01A-11D-A391-08	74	12
TCGA-DK-AA6M-01A-11D-A391-08	8	14
TCGA-DK-AA6P-01A-11D-A391-08	39	15
TCGA-DK-AA6Q-01A-11D-A391-08	29	4
TCGA-DK-AA6R-01A-11D-A42E-08	39	57
TCGA-DK-AA6S-01A-21D-A391-08	145	7
TCGA-DK-AA6T-01A-11D-A391-08	7	7
TCGA-DK-AA6U-01A-11D-A391-08	89	39
TCGA-DK-AA6W-01A-12D-A391-08	37	28
TCGA-DK-AA6X-01A-12D-A42E-08	15	9
TCGA-DK-AA71-01A-31D-A391-08	136	17
TCGA-DK-AA74-01A-11D-A391-08	40	18
TCGA-DK-AA75-01A-11D-A391-08	78	51
TCGA-DK-AA76-01A-11D-A391-08	49	16
TCGA-DK-AA77-01A-11D-A391-08	23	72
TCGA-E5-A2PC-01A-11D-A202-08	33	38
TCGA-E5-A4TZ-01A-11D-A31L-08	84	35
TCGA-E5-A4U1-01A-11D-A31L-08	155	15
TCGA-E7-A3X6-01A-12D-A22Z-08	24	7
TCGA-E7-A3Y1-01A-11D-A22Z-08	4	49
TCGA-E7-A4IJ-01A-31D-A26M-08	73	23
TCGA-E7-A4XJ-01A-11D-A26M-08	0	4
TCGA-E7-A519-01A-11D-A26M-08	7	11
TCGA-E7-A541-01A-11D-A26M-08	65	45
TCGA-E7-A5KE-01A-11D-A289-08	17	57
TCGA-E7-A5KF-01A-11D-A289-08	45	15
TCGA-E7-A677-01A-11D-A30E-08	4	55
TCGA-E7-A678-01A-11D-A30E-08	0	8
TCGA-E7-A6MD-01A-41D-A34U-08	91	40
TCGA-E7-A6ME-01A-22D-A32B-08	4	30
TCGA-E7-A6MF-01A-12D-A32B-08	15	0
TCGA-E7-A7DU-01A-11D-A32B-08	49	15
TCGA-E7-A7DV-01A-11D-A339-08	54	13
TCGA-E7-A7PW-01A-11D-A34U-08	18	7
TCGA-E7-A7XN-01A-11D-A34U-08	234	7
TCGA-E7-A85H-01A-11D-A34U-08	27	96
TCGA-E7-A8O7-01A-11D-A364-08	3	4
TCGA-E7-A8O8-01A-11D-A364-08	4	24
TCGA-E7-A97P-01A-11D-A38G-08	12	43
TCGA-E7-A97Q-01A-11D-A38G-08	7	13
TCGA-FD-A3B3-01A-12D-A202-08	23	19
TCGA-FD-A3B4-01A-12D-A202-08	4	18
TCGA-FD-A3B5-01A-11D-A20D-08	21	22
TCGA-FD-A3B6-01A-21D-A20D-08	42	11
TCGA-FD-A3B7-01A-31D-A20D-08	1	17
TCGA-FD-A3B8-01A-31D-A20D-08	5	0
TCGA-FD-A3N5-01A-11D-A21A-08	6	82
TCGA-FD-A3N6-01A-11D-A21A-08	9	19
TCGA-FD-A3NA-01A-11D-A21A-08	37	0
TCGA-FD-A3SJ-01A-12D-A22Z-08	40	32
TCGA-FD-A3SL-01A-21D-A22Z-08	26	38
TCGA-FD-A3SM-01A-11D-A22Z-08	45	0
TCGA-FD-A3SN-01A-12D-A22Z-08	68	27
TCGA-FD-A3SO-01A-11D-A22Z-08	87	22
TCGA-FD-A3SP-01A-31D-A22Z-08	14	16
TCGA-FD-A3SQ-01A-21D-A22Z-08	4	15
TCGA-FD-A3SR-01A-11D-A22Z-08	17	22
TCGA-FD-A3SS-01A-12D-A22Z-08	117	25
TCGA-FD-A43N-01A-11D-A23U-08	27	30
TCGA-FD-A43P-01A-31D-A23U-08	92	31
TCGA-FD-A43S-01A-21D-A23U-08	0	1
TCGA-FD-A43U-01A-11D-A23U-08	2	12
TCGA-FD-A43X-01A-11D-A23U-08	60	22
TCGA-FD-A43Y-01A-21D-A26M-08	0	20
TCGA-FD-A5BR-01A-11D-A26M-08	0	19
TCGA-FD-A5BS-01A-21D-A26M-08	6	3
TCGA-FD-A5BT-01A-11D-A26M-08	34	4
TCGA-FD-A5BU-01A-31D-A26M-08	6	16
TCGA-FD-A5BV-01A-11D-A26M-08	3	24
TCGA-FD-A5BX-01A-11D-A26M-08	103	8
TCGA-FD-A5BY-01A-31D-A289-08	5	13
TCGA-FD-A5BZ-01A-11D-A289-08	12	24
TCGA-FD-A5C0-01A-11D-A289-08	11	36
TCGA-FD-A5C1-01A-11D-A289-08	27	21
TCGA-FD-A62N-01A-11D-A30E-08	1	22
TCGA-FD-A62O-01A-11D-A30E-08	28	28
TCGA-FD-A62P-01A-32D-A30E-08	61	41
TCGA-FD-A62S-01A-11D-A30E-08	1	20
TCGA-FD-A6TA-01A-12D-A339-08	76	0
TCGA-FD-A6TB-01A-12D-A339-08	49	1
TCGA-FD-A6TC-01A-21D-A339-08	260	0
TCGA-FD-A6TD-01A-51D-A339-08	25	14
TCGA-FD-A6TE-01A-12D-A339-08	60	0
TCGA-FD-A6TF-01A-52D-A32B-08	31	23
TCGA-FD-A6TG-01A-11D-A32B-08	76	54
TCGA-FD-A6TH-01A-11D-A32B-08	23	30
TCGA-FD-A6TI-01A-11D-A32B-08	5	25
TCGA-FD-A6TK-01A-42D-A339-08	14	14
TCGA-FJ-A3Z7-01A-12D-A23M-08	77	18
TCGA-FJ-A3Z9-01A-11D-A26M-08	6	13
TCGA-FJ-A3ZE-01A-11D-A23M-08	9	95
TCGA-FJ-A3ZF-01A-11D-A23M-08	39	38
TCGA-FJ-A871-01A-11D-A34U-08	2	13
TCGA-FT-A3EE-01A-11D-A202-08	9	31
TCGA-FT-A61P-01A-11D-A30E-08	17	40
TCGA-G2-A2EC-01A-11D-A17V-08	48	7
TCGA-G2-A2EF-01A-12D-A18F-08	82	0
TCGA-G2-A2EJ-01A-11D-A17V-08	66	3
TCGA-G2-A2EK-01A-22D-A18F-08	7	6
TCGA-G2-A2EL-01A-12D-A18F-08	44	8
TCGA-G2-A2EO-01A-11D-A17V-08	247	0
TCGA-G2-A2ES-01A-11D-A17V-08	61	56
TCGA-G2-A3IB-01A-11D-A20D-08	6	17
TCGA-G2-A3IE-01A-11D-A20D-08	82	0
TCGA-G2-A3VY-01A-11D-A22Z-08	192	0
TCGA-G2-AA3B-01A-11D-A391-08	170	10
TCGA-G2-AA3C-01A-21D-A391-08	50	17
TCGA-G2-AA3D-01A-11D-A391-08	70	0
TCGA-G2-AA3F-01A-12D-A42E-08	19	14
TCGA-GC-A3BM-01A-11D-A22Z-08	10	23
TCGA-GC-A3I6-01A-11D-A20D-08	24	19
TCGA-GC-A3OO-01A-11D-A22Z-08	29	18
TCGA-GC-A3RB-01A-12D-A21Z-08	19	27
TCGA-GC-A3RC-01A-11D-A22Z-08	50	46
TCGA-GC-A3RD-01A-12D-A22Z-08	16	9
TCGA-GC-A3WC-01A-31D-A22Z-08	19	23
