Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F
TCGA-E7-A8O8-01A-11D-A364-08	9.36E-02	8.91E-02	3.54E-02	7.72E-02	5.80E-02	6.18E-02
TCGA-E7-A97P-01A-11D-A38G-08	4.88E-02	1.34E-01	2.44E-02	2.70E-01	2.07E-01	2.43E-01
TCGA-E7-A97Q-01A-11D-A38G-08	7.46E-02	7.47E-02	4.88E-02	7.46E-02	4.69E-02	1.03E-01
TCGA-FD-A3B3-01A-12D-A202-08	7.77E-02	7.34E-02	8.21E-02	8.97E-02	4.82E-02	7.15E-02
TCGA-FD-A3B4-01A-12D-A202-08	5.80E-02	5.74E-02	5.86E-02	5.37E-02	8.18E-02	8.07E-02
TCGA-FD-A3B5-01A-11D-A20D-08	7.80E-02	5.88E-02	3.79E-02	7.45E-02	6.36E-02	5.25E-02
TCGA-FD-A3B6-01A-21D-A20D-08	1.28E-01	9.54E-02	8.36E-02	9.04E-02	4.84E-02	9.31E-02
TCGA-FD-A3B7-01A-31D-A20D-08	4.00E-03	2.22E-02	7.69E-03	3.87E-02	3.23E-02	3.94E-02
TCGA-FD-A3B8-01A-31D-A20D-08	5.41E-02	5.01E-02	1.09E-02	2.82E-02	6.71E-02	3.13E-02
TCGA-FD-A3N5-01A-11D-A21A-08	1.38E-01	2.31E-01	1.07E-01	4.16E-01	2.31E-01	4.05E-01
TCGA-FD-A3N6-01A-11D-A21A-08	6.38E-02	5.57E-02	1.14E-02	7.73E-02	6.33E-02	8.59E-02
TCGA-FD-A3NA-01A-11D-A21A-08	1.01E-01	8.88E-02	4.53E-02	8.64E-02	8.74E-02	7.83E-02
TCGA-FD-A3SJ-01A-12D-A22Z-08	8.51E-02	1.39E-01	1.29E-01	1.49E-01	1.25E-01	1.43E-01
TCGA-FD-A3SL-01A-21D-A22Z-08	6.90E-02	1.74E-01	1.12E-01	2.41E-01	2.37E-01	2.01E-01
TCGA-FD-A3SM-01A-11D-A22Z-08	1.36E-01	1.38E-01	1.38E-01	1.15E-01	8.96E-02	1.20E-01
TCGA-FD-A3SN-01A-12D-A22Z-08	6.48E-01	6.45E-01	1.07E-01	2.13E-01	1.77E-01	1.71E-01
TCGA-FD-A3SO-01A-11D-A22Z-08	2.59E-01	2.48E-01	1.73E-01	1.23E-01	6.74E-02	1.49E-01
TCGA-FD-A3SP-01A-31D-A22Z-08	9.01E-02	9.29E-02	1.02E-01	5.56E-02	2.83E-02	5.69E-02
TCGA-FD-A3SQ-01A-21D-A22Z-08	2.66E-02	2.57E-02	0.00E+00	4.00E-03	5.65E-03	4.00E-03
TCGA-FD-A3SR-01A-11D-A22Z-08	7.71E-02	8.04E-02	7.95E-02	1.11E-01	8.06E-02	9.99E-02
TCGA-FD-A3SS-01A-12D-A22Z-08	3.17E-01	3.10E-01	1.78E-01	9.53E-02	1.18E-01	1.15E-01
TCGA-FD-A43N-01A-11D-A23U-08	9.50E-02	1.63E-01	1.69E-01	1.82E-01	1.51E-01	1.47E-01
TCGA-FD-A43P-01A-31D-A23U-08	1.70E-01	1.87E-01	1.97E-01	1.49E-01	9.68E-02	1.21E-01
TCGA-FD-A43U-01A-11D-A23U-08	2.23E-02	5.83E-02	4.06E-02	7.90E-02	9.03E-02	1.03E-01
TCGA-FD-A43X-01A-11D-A23U-08	1.86E-01	2.09E-01	1.91E-01	1.70E-01	8.66E-02	1.74E-01
TCGA-FD-A43Y-01A-21D-A26M-08	4.25E-02	7.42E-02	3.76E-02	9.49E-02	1.20E-01	7.27E-02
TCGA-FD-A5BR-01A-11D-A26M-08	5.65E-03	2.93E-02	8.67E-03	4.87E-02	5.67E-02	4.88E-02
TCGA-FD-A5BS-01A-21D-A26M-08	1.84E-02	1.62E-02	4.45E-03	5.26E-03	4.45E-03	6.85E-03
TCGA-FD-A5BT-01A-11D-A26M-08	5.98E-02	9.14E-02	1.11E-01	8.80E-02	8.53E-02	8.72E-02
TCGA-FD-A5BU-01A-31D-A26M-08	6.31E-03	5.47E-02	5.52E-02	4.61E-02	4.61E-02	4.43E-02
TCGA-FD-A5BV-01A-11D-A26M-08	0.00E+00	1.27E-02	2.83E-03	2.14E-02	1.63E-02	2.19E-02
TCGA-FD-A5BX-01A-11D-A26M-08	2.22E-01	2.55E-01	2.65E-01	1.14E-01	7.22E-02	1.28E-01
TCGA-FD-A5BY-01A-31D-A289-08	3.84E-02	4.24E-02	3.95E-02	4.24E-02	2.51E-02	4.56E-02
TCGA-FD-A5BZ-01A-11D-A289-08	8.95E-02	7.45E-02	5.17E-02	7.99E-02	3.84E-02	8.73E-02
TCGA-FD-A5C0-01A-11D-A289-08	7.89E-02	7.44E-02	1.32E-02	8.99E-02	9.98E-02	9.22E-02
TCGA-FD-A5C1-01A-11D-A289-08	1.02E-01	1.06E-01	1.23E-01	8.01E-02	9.14E-02	1.14E-01
TCGA-FD-A62N-01A-11D-A30E-08	6.29E-03	6.77E-02	5.97E-02	1.05E-01	8.76E-02	9.37E-02
TCGA-FD-A62O-01A-11D-A30E-08	1.55E-01	1.51E-01	1.32E-01	1.01E-01	6.00E-02	9.43E-02
TCGA-FD-A62P-01A-32D-A30E-08	2.22E-01	2.12E-01	1.75E-01	1.10E-01	8.51E-02	6.58E-02
TCGA-FD-A62S-01A-11D-A30E-08	1.34E-02	2.79E-02	1.47E-02	4.73E-02	3.47E-02	5.35E-02
TCGA-FD-A6TA-01A-12D-A339-08	1.63E-01	1.45E-01	1.44E-01	8.60E-02	7.14E-02	6.60E-02
TCGA-FD-A6TB-01A-12D-A339-08	1.10E-01	1.12E-01	1.05E-01	5.61E-02	5.37E-02	5.88E-02
TCGA-FD-A6TC-01A-21D-A339-08	4.45E-01	5.25E-01	5.21E-01	2.20E-01	1.66E-01	1.92E-01
TCGA-FD-A6TD-01A-51D-A339-08	5.42E-02	7.57E-02	5.86E-02	6.00E-02	6.67E-02	8.63E-02
TCGA-FD-A6TE-01A-12D-A339-08	1.60E-01	1.89E-01	2.01E-01	1.14E-01	6.36E-02	9.92E-02
TCGA-FD-A6TF-01A-52D-A32B-08	5.22E-02	8.87E-02	9.73E-02	8.49E-02	4.19E-02	1.03E-01
TCGA-FD-A6TG-01A-11D-A32B-08	1.18E-01	1.47E-01	1.45E-01	1.78E-01	1.45E-01	1.41E-01
TCGA-FD-A6TH-01A-11D-A32B-08	1.04E-01	9.40E-02	8.38E-02	1.02E-01	5.11E-02	1.02E-01
TCGA-FD-A6TI-01A-11D-A32B-08	2.94E-02	7.53E-02	3.35E-02	1.04E-01	1.36E-01	1.18E-01
TCGA-FD-A6TK-01A-42D-A339-08	8.62E-02	7.52E-02	1.85E-02	9.95E-02	8.20E-02	9.55E-02
TCGA-FJ-A3Z7-01A-12D-A23M-08	1.28E-01	1.32E-01	1.34E-01	8.14E-02	8.94E-02	7.56E-02
TCGA-FJ-A3Z9-01A-11D-A26M-08	3.62E-02	4.94E-02	2.00E-03	6.54E-02	4.96E-02	5.36E-02
