Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F
TCGA-2F-A9KO-01A-11D-A38G-08	2.59E-01	2.83E-01	2.70E-01	1.21E-01	7.22E-02	8.38E-02
TCGA-2F-A9KP-01A-11D-A38G-08	7.35E-02	6.95E-02	5.89E-02	7.00E-02	6.18E-02	6.60E-02
TCGA-2F-A9KQ-01A-11D-A38G-08	4.47E-03	3.76E-02	1.81E-02	6.19E-02	6.53E-02	5.23E-02
TCGA-2F-A9KR-01A-11D-A38G-08	1.41E-01	1.34E-01	1.02E-01	2.74E-02	3.36E-02	2.02E-02
TCGA-2F-A9KT-01A-11D-A38G-08	1.18E-01	1.20E-01	1.31E-01	9.94E-02	8.50E-02	1.11E-01
TCGA-2F-A9KW-01A-11D-A38G-08	4.00E-03	3.11E-02	4.61E-02	4.75E-02	2.09E-02	4.04E-02
TCGA-4Z-AA7M-01A-11D-A391-08	2.56E-01	2.79E-01	2.67E-01	1.47E-01	1.40E-01	1.23E-01
TCGA-4Z-AA7N-01A-11D-A391-08	3.36E-02	3.17E-02	3.49E-02	1.05E-02	4.89E-03	1.35E-02
TCGA-4Z-AA7O-01A-31D-A391-08	9.29E-02	1.16E-01	1.05E-01	6.62E-02	8.91E-02	6.13E-02
TCGA-4Z-AA7Q-01A-11D-A391-08	1.09E-01	1.68E-01	1.82E-01	5.55E-02	6.68E-02	6.08E-02
TCGA-4Z-AA7R-01A-11D-A391-08	1.56E-01	1.58E-01	1.29E-01	1.68E-01	1.43E-01	1.44E-01
TCGA-4Z-AA7S-01A-11D-A391-08	1.26E-02	1.54E-02	3.99E-03	2.17E-02	7.64E-03	2.15E-02
TCGA-4Z-AA7W-01A-11D-A391-08	2.12E-01	4.04E-01	4.17E-01	1.50E-01	9.05E-02	1.49E-01
TCGA-4Z-AA7Y-01A-11D-A391-08	1.63E-01	1.86E-01	1.78E-01	1.14E-01	8.49E-02	1.47E-01
TCGA-4Z-AA80-01A-11D-A391-08	1.66E-01	1.54E-01	1.50E-01	7.95E-02	7.16E-02	8.28E-02
TCGA-4Z-AA81-01A-11D-A391-08	1.28E-01	1.34E-01	1.29E-01	5.98E-02	9.31E-02	9.47E-02
TCGA-4Z-AA82-01A-11D-A391-08	1.56E-02	6.44E-02	2.99E-02	9.92E-02	5.55E-02	9.03E-02
TCGA-4Z-AA83-01A-11D-A391-08	3.70E-02	3.69E-02	9.36E-03	4.51E-02	5.67E-02	5.85E-02
TCGA-4Z-AA84-01A-11D-A391-08	4.57E-01	4.78E-01	4.99E-02	3.82E-01	3.57E-01	3.58E-01
TCGA-4Z-AA86-01A-11D-A391-08	1.19E-01	1.01E-01	1.03E-01	9.55E-02	8.60E-02	7.86E-02
TCGA-4Z-AA87-01A-11D-A391-08	1.50E-01	1.35E-01	1.14E-01	9.92E-02	1.09E-01	9.54E-02
TCGA-4Z-AA89-01A-11D-A391-08	8.73E-02	7.44E-02	4.77E-02	7.35E-02	4.21E-02	7.95E-02
TCGA-5N-A9KI-01A-31D-A42E-08	7.51E-02	6.63E-02	4.65E-02	8.09E-02	9.11E-02	6.90E-02
TCGA-5N-A9KM-01A-11D-A42E-08	3.53E-02	9.03E-02	1.78E-02	1.52E-01	1.47E-01	1.22E-01
TCGA-BL-A0C8-01A-11D-A271-08	5.69E-02	8.53E-02	9.21E-02	6.82E-02	9.14E-02	6.51E-02
TCGA-BL-A13I-01A-11D-A271-08	8.86E-02	7.74E-02	1.47E-02	5.69E-02	5.30E-02	5.15E-02
TCGA-BL-A13J-01A-11D-A271-08	0.00E+00	9.97E-02	9.98E-02	9.86E-02	9.25E-02	9.07E-02
TCGA-BL-A3JM-01A-12D-A21A-08	1.33E-01	1.28E-01	1.24E-01	1.66E-01	1.49E-01	1.61E-01
TCGA-BL-A5ZZ-01A-31D-A30E-08	1.08E-01	9.46E-02	7.86E-02	9.39E-02	8.45E-02	7.95E-02
TCGA-BT-A0S7-01A-11D-A10S-08	1.26E-02	1.54E-02	3.99E-03	2.17E-02	7.64E-03	2.15E-02
TCGA-BT-A0YX-01A-11D-A10S-08	3.56E-01	4.95E-01	4.86E-01	1.94E-01	8.32E-02	1.77E-01
TCGA-BT-A20J-01A-11D-A14W-08	2.23E-01	2.43E-01	2.36E-01	1.07E-01	1.29E-01	1.64E-01
TCGA-BT-A20N-01A-11D-A14W-08	2.55E-02	1.32E-01	8.97E-02	1.74E-01	1.51E-01	1.72E-01
TCGA-BT-A20O-01A-21D-A14W-08	9.66E-02	1.07E-01	6.11E-02	1.12E-01	8.45E-02	1.00E-01
TCGA-BT-A20P-01A-11D-A14W-08	5.76E-02	9.10E-02	9.46E-02	2.97E-02	1.69E-02	5.19E-02
TCGA-BT-A20Q-01A-11D-A14W-08	7.43E-02	7.88E-02	7.04E-02	1.09E-01	8.37E-02	8.44E-02
TCGA-BT-A20R-01A-12D-A16O-08	1.56E-01	1.59E-01	1.36E-01	7.41E-02	1.29E-01	1.02E-01
TCGA-BT-A20T-01A-11D-A14W-08	1.24E-01	9.78E-02	7.91E-02	1.15E-01	7.08E-02	1.00E-01
TCGA-BT-A20U-01A-11D-A14W-08	6.95E-02	6.25E-02	6.07E-02	1.44E-02	1.11E-02	1.29E-02
TCGA-BT-A20V-01A-11D-A14W-08	7.17E-02	5.98E-02	2.15E-02	7.55E-02	6.80E-02	6.60E-02
TCGA-BT-A20W-01A-21D-A14W-08	6.79E-02	5.17E-02	5.28E-02	5.09E-02	3.51E-02	7.11E-02
TCGA-BT-A20X-01A-11D-A16O-08	9.15E-03	6.33E-02	3.71E-02	7.70E-02	4.04E-02	8.28E-02
TCGA-BT-A2LA-01A-11D-A18F-08	1.36E-01	1.25E-01	9.92E-02	7.77E-02	6.27E-02	9.64E-02
TCGA-BT-A2LB-01A-11D-A18F-08	4.23E-01	3.74E-01	1.90E-01	3.71E-01	3.25E-01	3.66E-01
TCGA-BT-A2LD-01A-12D-A20D-08	4.68E-02	3.78E-02	9.94E-03	2.81E-02	2.90E-02	2.38E-02
TCGA-BT-A3PH-01A-11D-A21Z-08	1.88E-01	3.74E-01	3.95E-01	1.52E-01	1.11E-01	1.22E-01
TCGA-BT-A3PJ-01A-21D-A21Z-08	2.43E-01	2.18E-01	1.70E-01	2.65E-01	2.46E-01	2.51E-01
TCGA-BT-A3PK-01A-21D-A21Z-08	1.27E-01	2.05E-01	1.34E-01	2.99E-01	1.82E-01	2.73E-01
TCGA-BT-A42B-01A-32D-A23M-08	2.93E-02	5.21E-02	1.21E-02	8.51E-02	7.43E-02	9.19E-02
TCGA-BT-A42C-01A-11D-A23M-08	1.22E-01	1.64E-01	1.68E-01	1.76E-01	1.35E-01	1.53E-01
TCGA-BT-A42E-01A-11D-A23U-08	9.64E-02	1.06E-01	1.13E-01	5.08E-02	6.13E-02	6.19E-02
TCGA-BT-A42F-01A-11D-A23U-08	1.23E-01	1.34E-01	1.28E-01	6.00E-02	2.35E-02	5.47E-02
TCGA-C4-A0EZ-01A-21D-A10S-08	1.17E-01	1.28E-01	1.06E-01	9.99E-02	1.14E-01	1.21E-01
TCGA-C4-A0F0-01A-12D-A10S-08	4.92E-02	7.44E-02	7.31E-02	1.24E-01	7.90E-02	1.39E-01
TCGA-C4-A0F1-01A-11D-A10S-08	1.10E-01	8.91E-02	6.30E-02	6.75E-02	4.07E-02	8.42E-02
TCGA-C4-A0F6-01A-11D-A10S-08	8.00E-02	7.63E-02	9.98E-02	7.04E-02	8.00E-02	5.00E-02
TCGA-C4-A0F7-01A-11D-A10S-08	1.07E-01	1.13E-01	8.21E-02	8.69E-02	5.50E-02	1.46E-01
TCGA-CF-A1HR-01A-11D-A13W-08	1.36E-01	1.51E-01	1.59E-01	7.02E-02	5.30E-02	6.54E-02
TCGA-CF-A1HS-01A-11D-A13W-08	1.30E-01	1.26E-01	1.03E-01	1.26E-01	7.92E-02	1.49E-01
TCGA-CF-A27C-01A-11D-A16O-08	6.67E-02	5.96E-02	5.69E-02	3.07E-02	1.92E-02	2.16E-02
TCGA-CF-A3MG-01A-11D-A20D-08	6.37E-02	5.39E-02	1.22E-02	3.66E-02	1.65E-02	2.74E-02
TCGA-CF-A3MI-01A-11D-A20D-08	4.00E-02	5.03E-02	4.35E-02	5.98E-02	6.50E-02	5.94E-02
TCGA-CF-A47S-01A-11D-A23U-08	4.00E-03	3.91E-02	2.78E-02	5.64E-02	3.48E-02	5.18E-02
TCGA-CF-A47V-01A-11D-A23U-08	6.62E-02	6.72E-02	4.79E-02	8.69E-02	5.49E-02	9.75E-02
TCGA-CF-A47W-01A-11D-A23U-08	3.51E-02	3.17E-02	2.00E-03	3.21E-02	2.56E-02	2.54E-02
TCGA-CF-A47X-01A-31D-A23U-08	1.76E-01	2.06E-01	1.89E-01	6.71E-02	3.97E-02	1.03E-01
TCGA-CF-A47Y-01A-11D-A23U-08	6.73E-02	5.58E-02	5.36E-02	4.59E-02	2.41E-02	4.18E-02
TCGA-CF-A5U8-01A-11D-A289-08	5.99E-03	1.78E-02	5.65E-03	2.89E-02	2.42E-02	3.59E-02
TCGA-CF-A5UA-01A-11D-A289-08	0.00E+00	5.32E-02	5.71E-02	2.58E-02	1.50E-02	5.61E-02
TCGA-CF-A7I0-01A-22D-A34U-08	2.62E-02	3.17E-02	7.73E-03	5.48E-02	3.08E-02	6.43E-02
TCGA-CF-A8HX-01A-11D-A364-08	1.05E-01	8.69E-02	6.59E-02	8.85E-02	5.11E-02	8.91E-02
TCGA-CF-A8HY-01A-11D-A364-08	4.97E-02	4.06E-02	1.07E-02	3.52E-02	2.80E-02	3.17E-02
TCGA-CF-A9FF-01A-11D-A38G-08	5.65E-02	8.13E-02	6.23E-02	8.98E-02	8.75E-02	8.80E-02
TCGA-CF-A9FH-01A-11D-A38G-08	3.46E-03	1.49E-02	6.57E-03	1.92E-02	2.12E-02	1.97E-02
TCGA-CF-A9FL-01A-11D-A38G-08	1.25E-02	5.51E-02	5.55E-02	8.50E-02	5.54E-02	7.40E-02
TCGA-CU-A0YN-01A-21D-A10S-08	3.47E-02	6.76E-02	4.21E-02	1.07E-01	9.79E-02	1.12E-01
TCGA-CU-A0YO-01A-11D-A10S-08	8.16E-02	7.00E-02	6.26E-02	5.07E-02	3.72E-02	7.57E-02
TCGA-CU-A0YR-01A-12D-A10S-08	6.00E-02	1.29E-01	4.47E-02	1.79E-01	1.56E-01	1.64E-01
TCGA-CU-A3KJ-01A-11D-A21A-08	1.36E-01	1.16E-01	8.55E-02	1.15E-01	8.92E-02	1.16E-01
TCGA-CU-A3QU-01A-11D-A22Z-08	8.91E-02	1.14E-01	1.01E-01	1.20E-01	1.41E-01	1.19E-01
TCGA-CU-A3YL-01A-11D-A22Z-08	1.22E-01	1.06E-01	1.32E-01	7.39E-02	6.67E-02	6.72E-02
TCGA-CU-A5W6-01A-11D-A289-08	1.45E-01	1.32E-01	1.08E-01	1.73E-01	1.19E-01	1.54E-01
TCGA-CU-A72E-01A-12D-A339-08	8.22E-02	8.72E-02	8.61E-02	3.69E-02	2.68E-02	8.05E-02
TCGA-DK-A1A3-01A-11D-A13W-08	4.60E-01	4.38E-01	1.43E-01	2.18E-01	1.43E-01	2.29E-01
TCGA-DK-A1A5-01A-11D-A13W-08	1.16E-01	1.39E-01	1.46E-01	5.15E-02	1.69E-02	9.82E-02
TCGA-DK-A1A6-01A-11D-A13W-08	1.36E-01	1.01E-01	1.08E-01	1.13E-01	8.64E-02	1.04E-01
TCGA-DK-A1A7-01A-11D-A13W-08	6.43E-02	1.09E-01	7.40E-02	1.86E-01	1.49E-01	1.86E-01
TCGA-DK-A1AA-01A-11D-A13W-08	0.00E+00	6.32E-02	1.83E-02	1.21E-01	8.80E-02	1.18E-01
TCGA-DK-A1AB-01A-11D-A13W-08	1.26E-01	1.37E-01	1.17E-01	4.72E-02	6.65E-02	8.44E-02
TCGA-DK-A1AC-01A-11D-A13W-08	1.29E+00	1.16E+00	3.84E-01	4.24E-01	4.35E-01	3.56E-01
TCGA-DK-A1AD-01A-11D-A13W-08	1.46E-01	1.18E-01	1.23E-01	1.30E-01	1.56E-01	1.41E-01
TCGA-DK-A1AE-01A-11D-A13W-08	8.23E-02	9.64E-02	9.75E-02	8.57E-02	6.63E-02	1.13E-01
TCGA-DK-A1AF-01A-11D-A13W-08	8.03E-02	5.43E-02	3.89E-02	5.79E-02	6.39E-02	5.83E-02
TCGA-DK-A1AG-01A-11D-A13W-08	5.75E-02	5.97E-02	4.91E-02	3.67E-02	5.88E-02	3.95E-02
TCGA-DK-A2HX-01A-12D-A18F-08	3.13E-02	4.43E-02	4.87E-02	7.64E-02	4.72E-02	7.17E-02
TCGA-DK-A2I1-01A-11D-A17V-08	1.57E-01	1.47E-01	1.62E-01	1.14E-01	9.39E-02	1.14E-01
TCGA-DK-A2I2-01A-11D-A17V-08	6.72E-02	3.60E-02	2.29E-02	5.33E-02	2.73E-02	5.78E-02
TCGA-DK-A2I4-01A-11D-A21A-08	4.96E-01	4.90E-01	4.17E-01	1.94E-01	1.71E-01	1.50E-01
TCGA-DK-A2I6-01A-12D-A18F-08	2.32E-01	2.14E-01	1.02E-01	1.43E-01	1.34E-01	1.32E-01
TCGA-DK-A3IK-01A-32D-A21A-08	1.10E-01	1.24E-01	1.12E-01	9.10E-02	1.36E-01	9.52E-02
TCGA-DK-A3IL-01A-11D-A20D-08	5.54E-02	1.30E-01	8.28E-02	1.85E-01	1.21E-01	1.68E-01
TCGA-DK-A3IM-01A-11D-A20D-08	2.00E-03	4.90E-02	1.42E-02	1.04E-01	8.33E-02	1.06E-01
TCGA-DK-A3IN-01A-11D-A20D-08	2.16E-01	1.96E-01	1.07E-01	6.14E-02	5.21E-02	4.33E-02
TCGA-DK-A3IQ-01A-31D-A20D-08	9.48E-02	9.47E-02	8.61E-02	5.67E-02	5.78E-02	7.57E-02
TCGA-DK-A3IS-01A-21D-A21A-08	2.11E-01	1.92E-01	1.77E-01	1.35E-01	1.29E-01	1.28E-01
TCGA-DK-A3IT-01A-31D-A20D-08	2.20E-01	3.23E-01	3.23E-01	1.49E-01	1.02E-01	9.57E-02
TCGA-DK-A3IU-01A-11D-A20D-08	1.59E-01	1.43E-01	1.16E-01	7.31E-02	8.02E-02	6.85E-02
TCGA-DK-A3IV-01A-22D-A21A-08	5.50E-02	8.98E-02	7.53E-02	7.74E-02	4.90E-02	7.57E-02
TCGA-DK-A3WW-01A-22D-A23M-08	5.17E-01	6.51E-01	6.42E-01	2.91E-01	2.29E-01	2.56E-01
TCGA-DK-A3WX-01A-22D-A22Z-08	6.58E-02	5.92E-02	8.89E-03	3.96E-02	2.96E-02	3.51E-02
TCGA-DK-A3WY-01A-11D-A22Z-08	3.22E-02	1.42E-02	7.46E-03	1.54E-02	3.31E-02	2.02E-02
TCGA-DK-A3X1-01A-12D-A22Z-08	4.69E-01	4.32E-01	3.01E-01	1.81E-01	2.02E-01	1.17E-01
TCGA-DK-A3X2-01A-11D-A22Z-08	5.60E-02	1.10E-01	8.69E-02	1.26E-01	1.30E-01	1.23E-01
TCGA-DK-A6AV-01A-12D-A30E-08	7.02E-02	7.68E-02	6.62E-02	9.21E-02	8.12E-02	1.12E-01
TCGA-DK-A6AW-01A-11D-A30E-08	2.87E-01	1.52E+00	2.36E-01	1.06E+00	2.12E+00	1.04E+00
TCGA-DK-A6B0-01A-11D-A31L-08	0.00E+00	1.80E-02	2.19E-02	1.31E-02	1.05E-02	8.98E-03
TCGA-DK-A6B1-01A-12D-A30E-08	5.83E-02	6.53E-02	6.62E-02	5.89E-02	4.62E-02	4.72E-02
TCGA-DK-A6B2-01A-11D-A30E-08	7.55E-02	9.66E-02	5.41E-02	1.23E-01	9.57E-02	1.02E-01
TCGA-DK-A6B5-01A-11D-A31L-08	1.01E-01	1.00E-01	1.06E-01	1.15E-01	5.44E-02	1.23E-01
TCGA-DK-A6B6-01A-11D-A30E-08	7.63E-01	7.39E-01	2.36E-01	2.36E-01	2.80E-01	2.39E-01
TCGA-DK-AA6L-01A-11D-A391-08	1.26E-01	2.06E-01	1.99E-01	1.11E-01	5.49E-02	1.19E-01
TCGA-DK-AA6M-01A-11D-A391-08	3.59E-02	6.24E-02	4.75E-02	8.16E-02	8.94E-02	9.15E-02
TCGA-DK-AA6P-01A-11D-A391-08	1.19E-01	1.09E-01	8.76E-02	1.15E-01	7.21E-02	1.19E-01
TCGA-DK-AA6Q-01A-11D-A391-08	4.14E-02	5.70E-02	6.83E-02	2.28E-02	5.83E-02	2.10E-02
TCGA-DK-AA6R-01A-11D-A42E-08	8.15E-02	2.02E-01	1.68E-01	2.45E-01	1.66E-01	2.08E-01
TCGA-DK-AA6S-01A-21D-A391-08	2.37E-01	2.39E-01	2.35E-01	1.43E-01	8.24E-02	1.56E-01
TCGA-DK-AA6T-01A-11D-A391-08	0.00E+00	4.79E-02	4.20E-02	4.77E-02	3.42E-02	4.62E-02
TCGA-DK-AA6U-01A-11D-A391-08	1.08E-01	1.86E-01	1.58E-01	2.70E-01	2.45E-01	2.44E-01
TCGA-DK-AA6W-01A-12D-A391-08	1.07E-01	1.48E-01	1.52E-01	7.69E-02	3.89E-02	5.67E-02
TCGA-DK-AA6X-01A-12D-A42E-08	5.51E-02	2.59E-02	8.24E-03	3.28E-02	1.44E-02	5.20E-02
TCGA-DK-AA71-01A-31D-A391-08	3.32E-01	3.47E-01	3.14E-01	1.20E-01	7.55E-02	8.91E-02
TCGA-DK-AA74-01A-11D-A391-08	1.20E-01	1.45E-01	1.47E-01	8.66E-02	3.50E-02	6.40E-02
TCGA-DK-AA75-01A-11D-A391-08	5.30E-01	5.20E-01	1.54E-01	2.39E-01	2.48E-01	2.71E-01
TCGA-DK-AA76-01A-11D-A391-08	1.50E-01	1.32E-01	7.21E-02	7.24E-02	5.06E-02	8.83E-02
TCGA-DK-AA77-01A-11D-A391-08	1.22E-01	1.69E-01	1.14E-01	2.39E-01	1.29E-01	2.20E-01
TCGA-E5-A2PC-01A-11D-A202-08	1.70E-01	1.72E-01	1.13E-01	1.69E-01	1.44E-01	1.29E-01
TCGA-E5-A4TZ-01A-11D-A31L-08	1.34E-01	2.38E-01	2.60E-01	2.02E-01	1.61E-01	1.77E-01
TCGA-E5-A4U1-01A-11D-A31L-08	2.54E-01	4.14E-01	4.37E-01	1.95E-01	1.16E-01	1.91E-01
TCGA-E7-A3X6-01A-12D-A22Z-08	4.21E-02	9.91E-02	9.98E-02	7.95E-02	4.69E-02	6.95E-02
TCGA-E7-A3Y1-01A-11D-A22Z-08	3.46E-03	9.89E-02	5.09E-02	1.54E-01	1.32E-01	1.38E-01
TCGA-E7-A4IJ-01A-31D-A26M-08	2.06E-01	2.42E-01	2.36E-01	1.71E-01	1.16E-01	1.54E-01
TCGA-E7-A4XJ-01A-11D-A26M-08	5.84E-02	5.89E-02	1.21E-02	6.74E-02	5.75E-02	6.96E-02
TCGA-E7-A519-01A-11D-A26M-08	4.13E-02	5.14E-02	4.35E-02	6.36E-02	5.15E-02	8.02E-02
TCGA-E7-A541-01A-11D-A26M-08	1.69E-01	1.83E-01	1.59E-01	1.95E-01	2.40E-01	2.03E-01
TCGA-E7-A5KE-01A-11D-A289-08	1.59E-01	1.92E-01	1.44E-01	2.29E-01	1.97E-01	2.06E-01
TCGA-E7-A5KF-01A-11D-A289-08	1.24E-01	1.00E-01	9.15E-02	1.05E-01	4.55E-02	1.15E-01
TCGA-E7-A677-01A-11D-A30E-08	2.98E-02	2.10E-01	6.74E-02	3.35E-01	2.82E-01	2.97E-01
TCGA-E7-A6MD-01A-41D-A34U-08	2.17E-01	2.04E-01	1.72E-01	1.26E-01	1.57E-01	1.02E-01
TCGA-E7-A6ME-01A-22D-A32B-08	2.38E-02	5.87E-02	2.02E-02	1.13E-01	9.16E-02	1.22E-01
TCGA-E7-A6MF-01A-12D-A32B-08	4.84E-02	1.43E-02	4.88E-02	4.47E-03	0.00E+00	2.00E-03
TCGA-E7-A7DU-01A-11D-A32B-08	2.13E-01	1.90E-01	1.28E-01	6.63E-02	8.09E-02	5.03E-02
TCGA-E7-A7DV-01A-11D-A339-08	1.02E-01	5.94E-02	8.53E-02	5.92E-02	6.02E-02	4.80E-02
TCGA-E7-A7PW-01A-11D-A34U-08	9.25E-02	7.87E-02	6.55E-02	7.11E-02	8.20E-02	8.87E-02
TCGA-E7-A7XN-01A-11D-A34U-08	2.88E-01	4.69E-01	4.71E-01	2.16E-01	7.17E-02	2.41E-01
TCGA-E7-A85H-01A-11D-A34U-08	1.26E-01	1.78E-01	9.15E-02	3.08E-01	2.18E-01	3.16E-01
TCGA-E7-A8O7-01A-11D-A364-08	4.00E-03	4.49E-02	3.61E-02	5.40E-02	4.10E-02	4.03E-02
