NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	83.755	109.014	14.617	71.65	1.051	0.582	40000.0
2	83.191	108.928	14.421	71.457	1.05	0.582	20000.0
3	83.849	109.408	14.567	71.775	1.056	0.579	30000.0
4	83.877	108.966	14.558	71.517	1.049	0.582	30000.0
5	83.722	108.928	14.53	71.39	1.051	0.586	20000.0
6	84.095	109.925	14.548	72.041	1.063	0.574	20000.0
7	83.531	109.044	14.408	71.396	1.052	0.582	20000.0
8	83.716	109.356	14.45	71.672	1.054	0.582	40000.0
9	83.92	109.018	14.619	71.519	1.048	0.582	20000.0
10	84.091	109.211	14.611	71.8	1.055	0.579	20000.0
11	83.75	108.662	14.602	71.218	1.045	0.588	30000.0
12	83.401	108.89	14.499	71.486	1.053	0.581	20000.0
13	83.59	109.017	14.443	71.504	1.054	0.581	30000.0
14	84.158	109.26	14.676	71.688	1.053	0.581	40000.0
15	83.574	108.991	14.563	71.581	1.057	0.578	40000.0
16	83.64	108.976	14.526	71.52	1.052	0.583	40000.0
17	83.878	109.029	14.474	71.331	1.049	0.586	30000.0
18	83.926	109.376	14.594	71.729	1.057	0.581	20000.0
19	83.816	109.109	14.59	71.469	1.054	0.583	20000.0
20	83.987	109.24	14.528	71.679	1.057	0.577	20000.0
21	83.826	109.405	14.507	71.712	1.059	0.577	30000.0
22	83.908	109.186	14.502	71.566	1.056	0.579	20000.0
23	84.242	109.505	14.663	71.682	1.06	0.579	30000.0
24	83.779	109.247	14.516	71.681	1.054	0.577	20000.0
25	83.406	108.999	14.395	71.48	1.051	0.583	40000.0
26	84.285	109.614	14.635	71.811	1.063	0.577	40000.0
27	83.487	109.183	14.493	71.621	1.057	0.579	30000.0
28	83.594	108.897	14.525	71.354	1.051	0.585	20000.0
29	83.458	109.058	14.424	71.602	1.051	0.581	50000.0
30	83.895	109.055	14.548	71.44	1.051	0.586	40000.0
31	84.01	109.322	14.602	71.879	1.051	0.578	20000.0
32	83.492	109.022	14.436	71.641	1.055	0.581	20000.0
33	83.998	109.476	14.601	71.77	1.059	0.578	50000.0
34	83.809	109.01	14.608	71.498	1.052	0.583	20000.0
35	83.546	109.184	14.456	71.644	1.056	0.579	20000.0
36	83.398	108.979	14.341	71.669	1.052	0.578	40000.0
37	83.802	109.141	14.531	71.607	1.053	0.581	30000.0
38	83.862	109.141	14.616	71.662	1.052	0.579	30000.0
39	83.773	109.188	14.589	71.79	1.054	0.578	20000.0
40	83.91	109.327	14.609	71.49	1.052	0.584	30000.0
41	84.176	109.367	14.639	71.74	1.053	0.58	20000.0
42	83.369	108.509	14.442	71.274	1.047	0.583	50000.0
43	83.857	109.22	14.561	71.599	1.054	0.581	30000.0
44	83.296	108.531	14.481	71.184	1.045	0.587	30000.0
45	83.948	109.523	14.724	71.882	1.06	0.577	20000.0
46	83.811	109.475	14.482	71.738	1.054	0.579	20000.0
47	84.028	109.327	14.549	71.683	1.055	0.58	50000.0
48	83.845	109.234	14.563	71.681	1.051	0.58	50000.0
49	83.966	109.15	14.633	71.829	1.054	0.577	30000.0
50	83.754	109.043	14.564	71.562	1.052	0.582	40000.0
51	83.639	109.173	14.441	71.625	1.056	0.58	30000.0
52	83.858	109.389	14.526	71.646	1.056	0.58	20000.0
53	83.97	109.029	14.619	71.432	1.05	0.585	20000.0
54	83.632	108.886	14.531	71.32	1.049	0.586	40000.0
55	83.527	109.424	14.42	71.868	1.057	0.578	20000.0
56	83.86	109.322	14.529	71.813	1.053	0.577	20000.0
57	83.776	109.247	14.442	71.782	1.054	0.577	20000.0
58	83.919	109.283	14.634	71.714	1.056	0.58	20000.0
59	83.511	108.986	14.555	71.506	1.052	0.584	40000.0
60	83.695	109.091	14.437	71.499	1.054	0.58	40000.0
61	83.798	109.175	14.495	71.636	1.058	0.579	30000.0
62	83.614	108.972	14.531	71.507	1.05	0.583	40000.0
63	83.257	108.742	14.42	71.413	1.047	0.583	20000.0
64	83.635	108.944	14.496	71.379	1.051	0.584	20000.0
65	83.804	108.92	14.581	71.492	1.048	0.583	50000.0
66	83.691	108.801	14.465	71.332	1.046	0.584	20000.0
67	83.627	109.164	14.485	71.756	1.057	0.579	40000.0
68	83.822	109.178	14.514	71.467	1.053	0.581	20000.0
69	83.799	109.092	14.698	71.534	1.055	0.582	30000.0
70	83.991	109.339	14.549	71.684	1.055	0.579	30000.0
71	83.308	108.557	14.436	71.216	1.044	0.587	20000.0
72	83.377	108.505	14.51	71.239	1.046	0.587	50000.0
73	83.401	109.003	14.448	71.49	1.047	0.582	30000.0
74	83.617	109.39	14.479	71.73	1.058	0.579	20000.0
75	83.551	108.874	14.531	71.521	1.05	0.583	40000.0
76	83.737	108.809	14.572	71.353	1.046	0.586	30000.0
77	83.626	109.001	14.491	71.498	1.053	0.582	30000.0
78	84.0	109.235	14.566	71.629	1.051	0.581	20000.0
79	83.478	108.805	14.511	71.397	1.054	0.583	30000.0
