Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F
TCGA-E7-A8O8-01A-11D-A364-08	7	17	26	20	34	5
TCGA-E7-A97P-01A-11D-A38G-08	22	11	80	30	15	4
TCGA-E7-A97Q-01A-11D-A38G-08	8	7	14	4	5	3
TCGA-FD-A3B3-01A-12D-A202-08	35	35	28	11	25	1
TCGA-FD-A3B4-01A-12D-A202-08	0	0	0	38	13	11
TCGA-FD-A3B5-01A-11D-A20D-08	55	19	11	8	11	17
TCGA-FD-A3B6-01A-21D-A20D-08	104	34	6	56	23	13
TCGA-FD-A3B7-01A-31D-A20D-08	9	2	26	0	12	2
TCGA-FD-A3B8-01A-31D-A20D-08	14	5	0	4	2	1
TCGA-FD-A3N5-01A-11D-A21A-08	0	14	126	111	26	6
TCGA-FD-A3N6-01A-11D-A21A-08	11	21	0	5	40	22
TCGA-FD-A3NA-01A-11D-A21A-08	79	41	9	6	13	7
TCGA-FD-A3SJ-01A-12D-A22Z-08	68	34	54	32	15	0
TCGA-FD-A3SL-01A-21D-A22Z-08	30	12	71	53	16	5
TCGA-FD-A3SM-01A-11D-A22Z-08	74	38	11	2	24	6
TCGA-FD-A3SN-01A-12D-A22Z-08	66	192	46	22	26	13
TCGA-FD-A3SO-01A-11D-A22Z-08	157	131	0	0	7	20
TCGA-FD-A3SP-01A-31D-A22Z-08	21	30	5	1	38	7
TCGA-FD-A3SQ-01A-21D-A22Z-08	5	14	14	6	16	12
TCGA-FD-A3SR-01A-11D-A22Z-08	42	13	15	3	26	18
TCGA-FD-A3SS-01A-12D-A22Z-08	150	195	0	27	0	36
TCGA-FD-A43N-01A-11D-A23U-08	45	9	13	17	57	2
TCGA-FD-A43P-01A-31D-A23U-08	150	60	45	39	25	15
TCGA-FD-A43U-01A-11D-A23U-08	0	9	15	16	20	9
TCGA-FD-A43X-01A-11D-A23U-08	134	70	25	18	28	1
TCGA-FD-A43Y-01A-21D-A26M-08	0	4	22	22	3	0
TCGA-FD-A5BR-01A-11D-A26M-08	1	7	0	40	26	5
TCGA-FD-A5BS-01A-21D-A26M-08	1	10	2	5	0	6
TCGA-FD-A5BT-01A-11D-A26M-08	44	14	23	0	18	11
TCGA-FD-A5BU-01A-31D-A26M-08	3	1	4	16	26	0
TCGA-FD-A5BV-01A-11D-A26M-08	5	5	18	67	19	0
TCGA-FD-A5BX-01A-11D-A26M-08	136	96	0	22	4	6
TCGA-FD-A5BY-01A-31D-A289-08	11	6	0	5	13	4
TCGA-FD-A5BZ-01A-11D-A289-08	32	21	5	14	29	12
TCGA-FD-A5C0-01A-11D-A289-08	0	17	41	19	21	0
TCGA-FD-A5C1-01A-11D-A289-08	37	17	11	0	40	1
TCGA-FD-A62N-01A-11D-A30E-08	2	7	7	41	11	13
TCGA-FD-A62O-01A-11D-A30E-08	53	41	7	0	26	20
TCGA-FD-A62P-01A-32D-A30E-08	169	82	10	11	30	7
TCGA-FD-A62S-01A-11D-A30E-08	0	2	16	27	10	2
TCGA-FD-A6TA-01A-12D-A339-08	113	75	0	12	7	6
TCGA-FD-A6TB-01A-12D-A339-08	85	45	0	10	11	6
TCGA-FD-A6TC-01A-21D-A339-08	427	268	20	36	11	40
TCGA-FD-A6TD-01A-51D-A339-08	31	35	18	1	25	2
TCGA-FD-A6TE-01A-12D-A339-08	93	55	3	8	20	13
TCGA-FD-A6TF-01A-52D-A32B-08	51	17	11	18	14	0
TCGA-FD-A6TG-01A-11D-A32B-08	108	50	47	79	17	5
TCGA-FD-A6TH-01A-11D-A32B-08	33	42	22	10	19	10
TCGA-FD-A6TI-01A-11D-A32B-08	0	5	25	26	38	7
TCGA-FD-A6TK-01A-42D-A339-08	16	31	13	9	18	0
TCGA-FJ-A3Z7-01A-12D-A23M-08	114	86	23	38	25	0
TCGA-FJ-A3Z9-01A-11D-A26M-08	4	5	0	0	41	7
TCGA-FJ-A3ZE-01A-11D-A23M-08	3	4	8	333	9	30
TCGA-FJ-A3ZF-01A-11D-A23M-08	65	61	10	43	39	0
TCGA-FJ-A871-01A-11D-A34U-08	0	3	21	0	19	0
TCGA-FT-A3EE-01A-11D-A202-08	1	23	29	21	12	8
TCGA-FT-A61P-01A-11D-A30E-08	22	23	47	1	30	2
TCGA-G2-A2EC-01A-11D-A17V-08	58	22	17	8	21	6
TCGA-G2-A2EF-01A-12D-A18F-08	85	70	16	0	26	2
TCGA-G2-A2EJ-01A-11D-A17V-08	116	51	15	23	36	13
TCGA-G2-A2EK-01A-22D-A18F-08	19	7	3	0	22	0
TCGA-G2-A2EL-01A-12D-A18F-08	124	37	10	11	19	11
TCGA-G2-A2EO-01A-11D-A17V-08	423	297	0	0	8	0
TCGA-G2-A2ES-01A-11D-A17V-08	33	98	92	75	19	24
TCGA-G2-A3IB-01A-11D-A20D-08	5	13	0	57	5	9
TCGA-G2-A3IE-01A-11D-A20D-08	126	98	13	40	19	1
TCGA-G2-A3VY-01A-11D-A22Z-08	392	96	36	118	3	0
TCGA-G2-AA3B-01A-11D-A391-08	448	110	61	0	0	15
TCGA-G2-AA3C-01A-21D-A391-08	92	53	0	22	25	0
TCGA-G2-AA3D-01A-11D-A391-08	107	27	16	19	0	0
TCGA-G2-AA3F-01A-12D-A42E-08	28	19	21	27	23	4
TCGA-GC-A3BM-01A-11D-A22Z-08	11	25	9	4	50	4
TCGA-GC-A3I6-01A-11D-A20D-08	68	60	11	23	8	0
TCGA-GC-A3OO-01A-11D-A22Z-08	31	58	7	4	5	0
TCGA-GC-A3RB-01A-12D-A21Z-08	51	44	7	4	35	2
TCGA-GC-A3RC-01A-11D-A22Z-08	64	71	116	41	13	15
TCGA-GC-A3RD-01A-12D-A22Z-08	15	19	0	12	19	5
TCGA-GC-A3WC-01A-31D-A22Z-08	32	30	35	18	20	0
TCGA-GC-A3YS-01A-11D-A23M-08	97	43	22	10	34	12
TCGA-GC-A4ZW-01A-11D-A26M-08	362	115	53	0	27	13
TCGA-GC-A6I1-01A-12D-A31L-08	99	76	20	1	15	0
TCGA-GC-A6I3-01A-11D-A31L-08	78	27	40	27	24	16
TCGA-GD-A2C5-01A-12D-A17V-08	84	44	14	27	15	23
TCGA-GD-A3OP-01A-21D-A21Z-08	88	126	5	57	30	0
TCGA-GD-A3OQ-01A-32D-A21Z-08	33	16	0	0	28	4
TCGA-GD-A3OS-01A-12D-A21Z-08	10	13	6	20	34	3
TCGA-GD-A6C6-01A-21D-A31L-08	106	58	14	29	28	9
TCGA-GD-A76B-01A-11D-A32B-08	57	43	12	20	17	6
TCGA-GU-A42P-01A-11D-A23U-08	82	81	17	22	21	17
TCGA-GU-A42Q-01A-11D-A23U-08	69	26	20	7	24	12
TCGA-GU-A42R-01A-11D-A23M-08	52	40	29	9	17	2
TCGA-GU-A762-01A-11D-A339-08	21	5	0	27	28	3
TCGA-GU-A763-01A-11D-A32B-08	13	3	2	32	9	0
TCGA-GU-A764-01A-11D-A34U-08	27	19	9	30	8	6
TCGA-GU-A766-01A-11D-A32B-08	77	57	9	14	7	17
TCGA-GU-A767-01A-11D-A32B-08	89	21	44	147	12	22
TCGA-GU-AATO-01A-11D-A391-08	140	97	0	10	25	0
TCGA-GU-AATP-01A-11D-A391-08	86	86	10	43	15	14
TCGA-GU-AATQ-01A-11D-A391-08	59	26	30	12	13	3
TCGA-GV-A3JV-01A-11D-A21Z-08	8	16	0	0	71	7
TCGA-GV-A3JW-01A-11D-A20D-08	22	15	0	13	13	4
TCGA-GV-A3JX-01A-11D-A20D-08	131	48	23	0	18	10
TCGA-GV-A3JZ-01A-11D-A21A-08	165	92	0	50	21	44
TCGA-GV-A3QF-01A-31D-A22Z-08	5	5	26	42	29	2
TCGA-GV-A3QG-01A-11D-A21Z-08	11	10	21	17	20	0
TCGA-GV-A3QH-01A-11D-A21Z-08	65	18	1	10	38	0
TCGA-GV-A3QI-01A-11D-A21Z-08	52	36	117	169	23	0
TCGA-GV-A3QK-01B-11D-A23M-08	24	28	15	22	27	10
TCGA-GV-A40E-01A-12D-A23M-08	71	5	15	27	16	4
TCGA-GV-A40G-01A-11D-A23M-08	9	26	11	31	43	4
TCGA-GV-A6ZA-01A-12D-A339-08	126	72	17	0	25	17
TCGA-H4-A2HO-01A-11D-A17V-08	10	9	12	7	30	0
TCGA-H4-A2HQ-01A-11D-A17V-08	154	86	61	42	9	22
TCGA-HQ-A2OE-01A-11D-A202-08	25	22	9	25	26	9
TCGA-HQ-A2OF-01A-11D-A26M-08	3	8	0	0	70	6
TCGA-HQ-A5ND-01A-11D-A26M-08	7	8	9	17	27	4
TCGA-HQ-A5NE-01A-12D-A289-08	135	117	11	26	8	15
TCGA-K4-A3WS-01A-11D-A22Z-08	81	42	31	87	0	0
TCGA-K4-A3WU-01B-11D-A23M-08	68	21	15	2	33	10
TCGA-K4-A3WV-01A-11D-A22Z-08	1	3	8	0	34	5
TCGA-K4-A4AB-01B-12D-A289-08	4	13	9	23	28	3
TCGA-K4-A4AC-01A-21D-A26M-08	33	20	21	9	20	14
TCGA-K4-A54R-01A-11D-A26M-08	447	274	8	26	9	34
TCGA-K4-A5RH-01A-11D-A30E-08	26	64	18	7	21	13
TCGA-K4-A5RI-01A-11D-A289-08	19	19	26	20	31	0
TCGA-K4-A5RJ-01A-11D-A289-08	141	104	20	43	6	5
TCGA-K4-A6FZ-01A-11D-A31L-08	86	72	174	0	3	4
TCGA-K4-A6MB-01A-11D-A31L-08	104	92	16	39	39	0
TCGA-K4-A83P-01A-11D-A34U-08	73	55	67	0	18	3
TCGA-K4-AAQO-01A-11D-A38G-08	75	35	33	33	25	6
TCGA-KQ-A41N-01A-11D-A339-08	14	21	80	42	16	8
TCGA-KQ-A41O-01A-12D-A34U-08	124	35	12	8	32	16
TCGA-KQ-A41P-01A-12D-A339-08	131	85	20	0	15	16
TCGA-KQ-A41Q-01A-11D-A339-08	41	31	5	0	41	17
TCGA-KQ-A41R-01A-21D-A34U-08	63	279	170	52	61	21
TCGA-KQ-A41S-01A-12D-A339-08	98	68	6	7	17	0
TCGA-LC-A66R-01A-41D-A30E-08	37	22	19	4	12	15
TCGA-LT-A5Z6-01A-11D-A289-08	210	176	5	41	4	0
TCGA-LT-A8JT-01A-11D-A364-08	12	11	10	6	19	4
TCGA-MV-A51V-01A-11D-A26M-08	1088	167	43	54	0	47
TCGA-PQ-A6FI-01A-11D-A31L-08	50	23	35	6	23	0
TCGA-PQ-A6FN-01A-11D-A31L-08	11	14	1	25	13	0
TCGA-R3-A69X-01A-22D-A30E-08	121	18	11	0	30	4
TCGA-S5-A6DX-01A-11D-A31L-08	299	167	8	0	27	46
TCGA-S5-AA26-01A-11D-A38G-08	113	38	0	0	25	12
TCGA-SY-A9G0-01A-12D-A38G-08	14	7	7	2	14	0
TCGA-SY-A9G5-01A-11D-A38G-08	536	293	0	0	16	19
TCGA-UY-A78K-01A-11D-A339-08	117	77	265	210	0	40
TCGA-UY-A78L-01A-12D-A339-08	81	61	10	23	8	8
TCGA-UY-A78M-01A-21D-A34U-08	38	23	0	7	41	0
TCGA-UY-A78N-01A-12D-A339-08	0	17	118	19	28	5
TCGA-UY-A78O-01A-12D-A339-08	70	20	0	0	56	15
TCGA-UY-A78P-01A-12D-A364-08	157	58	12	0	9	9
TCGA-UY-A8OB-01A-12D-A42E-08	55	10	217	0	0	10
TCGA-UY-A8OC-01A-11D-A364-08	20	27	10	0	13	7
TCGA-UY-A8OD-01A-11D-A364-08	16	15	12	11	29	0
TCGA-UY-A9PA-01A-11D-A38G-08	16	24	56	35	13	0
TCGA-UY-A9PB-01A-11D-A38G-08	152	123	104	87	43	0
TCGA-UY-A9PD-01A-11D-A38G-08	24	50	72	65	47	2
TCGA-UY-A9PE-01A-11D-A38G-08	53	35	0	46	25	18
TCGA-UY-A9PF-01A-11D-A38G-08	9	275	31	47	10	6
TCGA-UY-A9PH-01A-11D-A38G-08	140	122	5	0	24	24
TCGA-XF-A8HB-01A-11D-A364-08	12	3	0	0	42	10
TCGA-XF-A8HC-01A-11D-A364-08	23	49	4	20	32	9
TCGA-XF-A8HD-01A-11D-A364-08	243	103	0	28	29	30
TCGA-XF-A8HE-01A-11D-A364-08	154	148	9	7	1	19
TCGA-XF-A8HF-01A-11D-A364-08	16	17	17	68	17	0
TCGA-XF-A8HG-01A-11D-A364-08	41	68	55	15	45	9
TCGA-XF-A8HH-01A-11D-A38G-08	36	33	2	1	26	5
TCGA-XF-A8HI-01A-11D-A38G-08	34	28	3	0	13	0
TCGA-XF-A9SG-01A-12D-A42E-08	61	56	9	13	18	10
TCGA-XF-A9SH-01A-11D-A391-08	16	4	2	2	9	3
TCGA-XF-A9SI-01A-11D-A391-08	189	101	0	12	3	0
TCGA-XF-A9SJ-01A-11D-A391-08	60	106	46	0	13	2
TCGA-XF-A9SK-01A-11D-A42E-08	51	25	14	5	12	14
TCGA-XF-A9SL-01A-11D-A391-08	39	2	16	1	0	2
TCGA-XF-A9SM-01A-11D-A42E-08	105	70	12	23	1	0
TCGA-XF-A9SP-01A-11D-A391-08	108	60	27	14	37	15
TCGA-XF-A9ST-01A-11D-A42E-08	136	64	140	71	29	14
TCGA-XF-A9SU-01A-31D-A391-08	7	2	6	0	21	5
TCGA-XF-A9SV-01A-21D-A42E-08	10	7	0	17	27	1
TCGA-XF-A9SW-01A-11D-A42E-08	6	19	8	7	16	2
TCGA-XF-A9SX-01A-21D-A391-08	8	12	35	24	12	4
TCGA-XF-A9SY-01A-21D-A42E-08	76	34	0	227	0	28
TCGA-XF-A9SZ-01A-11D-A391-08	42	40	40	36	12	8
TCGA-XF-A9T0-01A-11D-A391-08	42	391	137	58	21	0
TCGA-XF-A9T2-01A-11D-A42E-08	28	18	6	2	23	0
TCGA-XF-A9T3-01A-11D-A42E-08	25	44	251	12	29	7
TCGA-XF-A9T4-01A-11D-A391-08	9	3	0	0	15	3
TCGA-XF-A9T5-01A-11D-A42E-08	364	168	15	19	17	4
TCGA-XF-A9T6-01A-11D-A42E-08	0	65	97	38	31	7
TCGA-XF-A9T8-01A-11D-A391-08	417	190	1	0	29	2
TCGA-XF-AAME-01A-12D-A42E-08	0	0	10	6	2	0
TCGA-XF-AAMF-01A-21D-A42E-08	22	16	1	4	18	4
TCGA-XF-AAMG-01A-11D-A42E-08	465	149	26	110	30	42
TCGA-XF-AAMH-01A-11D-A42E-08	0	2	11	8	22	0
TCGA-XF-AAMJ-01A-11D-A42E-08	1	1	0	0	27	2
TCGA-XF-AAML-01A-11D-A42E-08	157	158	43	26	15	28
TCGA-XF-AAMQ-01A-11D-A42E-08	81	57	0	11	20	3
TCGA-XF-AAMR-01A-31D-A42E-08	30	30	7	0	14	4
TCGA-XF-AAMT-01A-11D-A42E-08	11	4	5	44	13	2
TCGA-XF-AAMW-01A-11D-A42E-08	0	0	12	9	1	1
TCGA-XF-AAMX-01A-11D-A42E-08	77	24	43	84	30	21
TCGA-XF-AAMY-01A-11D-A42E-08	39	29	2	1	33	0
TCGA-XF-AAMZ-01A-11D-A42E-08	93	31	0	28	35	20
TCGA-XF-AAN0-01A-11D-A42E-08	177	93	8	24	9	27
TCGA-XF-AAN1-01A-31D-A42E-08	14	5	21	0	35	4
TCGA-XF-AAN2-01A-11D-A42E-08	222	132	15	26	8	5
TCGA-XF-AAN3-01A-11D-A42E-08	75	46	10	0	17	1
TCGA-XF-AAN4-01A-11D-A42E-08	17	0	7	0	4	0
TCGA-XF-AAN5-01A-11D-A42E-08	170	27	5	29	25	8
TCGA-XF-AAN7-01A-11D-A42E-08	1	19	36	31	33	3
TCGA-XF-AAN8-01A-11D-A42E-08	0	0	0	0	1	0
TCGA-YC-A89H-01A-11D-A364-08	14	1112	163	48	60	0
TCGA-YC-A8S6-01A-31D-A38G-08	36	17	4	7	8	14
TCGA-YC-A9TC-01A-22D-A391-08	34	13	8	14	18	1
TCGA-YF-AA3L-01A-11D-A38G-08	43	26	93	66	37	11
