Samples	SBS96A	SBS96B	SBS96C
TCGA-2F-A9KO-01A-11D-A38G-08	27	27	0
TCGA-2F-A9KP-01A-11D-A38G-08	4	4	5
TCGA-2F-A9KQ-01A-11D-A38G-08	0	1	4
TCGA-2F-A9KR-01A-11D-A38G-08	8	3	3
TCGA-2F-A9KT-01A-11D-A38G-08	10	12	2
TCGA-2F-A9KW-01A-11D-A38G-08	0	3	3
TCGA-4Z-AA7M-01A-11D-A391-08	33	23	4
TCGA-4Z-AA7N-01A-11D-A391-08	1	2	0
TCGA-4Z-AA7O-01A-31D-A391-08	3	6	3
TCGA-4Z-AA7Q-01A-11D-A391-08	3	20	0
TCGA-4Z-AA7R-01A-11D-A391-08	14	12	8
TCGA-4Z-AA7S-01A-11D-A391-08	1	0	2
TCGA-4Z-AA7W-01A-11D-A391-08	14	45	0
TCGA-4Z-AA7Y-01A-11D-A391-08	8	18	11
TCGA-4Z-AA80-01A-11D-A391-08	17	15	0
TCGA-4Z-AA81-01A-11D-A391-08	8	7	8
TCGA-4Z-AA82-01A-11D-A391-08	0	1	5
TCGA-4Z-AA83-01A-11D-A391-08	1	0	3
TCGA-4Z-AA84-01A-11D-A391-08	78	0	22
TCGA-4Z-AA86-01A-11D-A391-08	12	9	0
TCGA-4Z-AA87-01A-11D-A391-08	8	6	8
TCGA-4Z-AA89-01A-11D-A391-08	10	2	1
TCGA-5N-A9KI-01A-31D-A42E-08	4	5	7
TCGA-5N-A9KM-01A-11D-A42E-08	0	0	18
TCGA-BL-A0C8-01A-11D-A271-08	3	4	8
TCGA-BL-A13I-01A-11D-A271-08	6	1	4
TCGA-BL-A13J-01A-11D-A271-08	0	9	4
TCGA-BL-A3JM-01A-12D-A21A-08	6	13	9
TCGA-BL-A5ZZ-01A-31D-A30E-08	6	5	2
TCGA-BT-A0S7-01A-11D-A10S-08	0	0	2
TCGA-BT-A0YX-01A-11D-A10S-08	43	36	0
TCGA-BT-A20J-01A-11D-A14W-08	17	19	7
TCGA-BT-A20N-01A-11D-A14W-08	1	10	16
TCGA-BT-A20O-01A-21D-A14W-08	8	2	4
TCGA-BT-A20P-01A-11D-A14W-08	2	4	1
TCGA-BT-A20Q-01A-11D-A14W-08	5	6	2
TCGA-BT-A20R-01A-12D-A16O-08	13	10	7
TCGA-BT-A20T-01A-11D-A14W-08	14	8	1
TCGA-BT-A20U-01A-11D-A14W-08	3	4	0
TCGA-BT-A20V-01A-11D-A14W-08	3	0	5
TCGA-BT-A20W-01A-21D-A14W-08	1	2	6
TCGA-BT-A20X-01A-11D-A16O-08	0	1	4
TCGA-BT-A2LA-01A-11D-A18F-08	6	7	7
TCGA-BT-A2LB-01A-11D-A18F-08	76	12	23
TCGA-BT-A2LD-01A-12D-A20D-08	3	0	2
TCGA-BT-A3PH-01A-11D-A21Z-08	6	44	0
TCGA-BT-A3PJ-01A-21D-A21Z-08	32	16	26
TCGA-BT-A3PK-01A-21D-A21Z-08	10	15	16
TCGA-BT-A42B-01A-32D-A23M-08	0	0	7
TCGA-BT-A42C-01A-11D-A23M-08	7	21	7
TCGA-BT-A42E-01A-11D-A23U-08	8	6	2
TCGA-BT-A42F-01A-11D-A23U-08	6	8	0
TCGA-C4-A0EZ-01A-21D-A10S-08	4	7	10
TCGA-C4-A0F0-01A-12D-A10S-08	1	6	7
TCGA-C4-A0F1-01A-11D-A10S-08	9	4	3
TCGA-C4-A0F6-01A-11D-A10S-08	5	7	1
TCGA-C4-A0F7-01A-11D-A10S-08	4	4	4
TCGA-CF-A1HR-01A-11D-A13W-08	12	12	0
TCGA-CF-A1HS-01A-11D-A13W-08	11	9	4
TCGA-CF-A27C-01A-11D-A16O-08	6	1	0
TCGA-CF-A3MG-01A-11D-A20D-08	10	0	0
TCGA-CF-A3MH-01A-11D-A20D-08	0	0	2
TCGA-CF-A3MI-01A-11D-A20D-08	1	1	4
TCGA-CF-A47S-01A-11D-A23U-08	0	1	2
TCGA-CF-A47V-01A-11D-A23U-08	6	1	7
TCGA-CF-A47W-01A-11D-A23U-08	1	0	1
TCGA-CF-A47X-01A-31D-A23U-08	12	12	4
TCGA-CF-A47Y-01A-11D-A23U-08	2	2	1
TCGA-CF-A5U8-01A-11D-A289-08	0	1	4
TCGA-CF-A5UA-01A-11D-A289-08	0	3	5
TCGA-CF-A7I0-01A-22D-A34U-08	0	0	6
TCGA-CF-A8HX-01A-11D-A364-08	3	4	4
TCGA-CF-A8HY-01A-11D-A364-08	2	0	2
TCGA-CF-A9FF-01A-11D-A38G-08	3	1	8
TCGA-CF-A9FH-01A-11D-A38G-08	0	0	1
TCGA-CF-A9FL-01A-11D-A38G-08	0	1	3
TCGA-CU-A0YN-01A-21D-A10S-08	0	2	16
TCGA-CU-A0YO-01A-11D-A10S-08	7	3	0
TCGA-CU-A0YR-01A-12D-A10S-08	3	0	13
TCGA-CU-A3KJ-01A-11D-A21A-08	12	6	3
TCGA-CU-A3QU-01A-11D-A22Z-08	4	5	10
TCGA-CU-A3YL-01A-11D-A22Z-08	9	11	0
TCGA-CU-A5W6-01A-11D-A289-08	19	3	7
TCGA-CU-A72E-01A-12D-A339-08	2	5	5
TCGA-DK-A1A3-01A-11D-A13W-08	74	8	0
TCGA-DK-A1A5-01A-11D-A13W-08	9	14	0
TCGA-DK-A1A6-01A-11D-A13W-08	15	12	0
TCGA-DK-A1A7-01A-11D-A13W-08	1	5	15
TCGA-DK-A1AA-01A-11D-A13W-08	4	0	6
TCGA-DK-A1AB-01A-11D-A13W-08	9	8	1
TCGA-DK-A1AC-01A-11D-A13W-08	220	35	0
TCGA-DK-A1AD-01A-11D-A13W-08	9	14	12
TCGA-DK-A1AE-01A-11D-A13W-08	2	7	7
TCGA-DK-A1AF-01A-11D-A13W-08	7	3	1
TCGA-DK-A1AG-01A-11D-A13W-08	2	4	3
TCGA-DK-A2HX-01A-12D-A18F-08	3	6	4
TCGA-DK-A2I1-01A-11D-A17V-08	13	11	6
TCGA-DK-A2I2-01A-11D-A17V-08	9	0	0
TCGA-DK-A2I4-01A-11D-A21A-08	66	55	0
TCGA-DK-A2I6-01A-12D-A18F-08	21	5	11
