Samples	SBS96A	SBS96B	SBS96C	SBS96D
TCGA-3C-AAAU-01A-11D-A41F-09	8	38	0	0
TCGA-3C-AALI-01A-11D-A41F-09	702	0	0	89
TCGA-3C-AALJ-01A-31D-A41F-09	6	28	20	0
TCGA-3C-AALK-01A-11D-A41F-09	13	45	0	7
TCGA-4H-AAAK-01A-12D-A41F-09	0	25	0	9
TCGA-5L-AAT0-01A-12D-A41F-09	231	0	0	25
TCGA-5L-AAT1-01A-12D-A41F-09	1768	0	0	167
TCGA-5T-A9QA-01A-11D-A41F-09	0	33	31	0
TCGA-A1-A0SD-01A-11D-A10Y-09	0	40	0	0
TCGA-A1-A0SE-01A-11D-A099-09	5	10	15	5
TCGA-A1-A0SF-01A-11D-A142-09	36	19	0	0
TCGA-A1-A0SG-01A-11D-A142-09	0	21	0	8
TCGA-A1-A0SH-01A-11D-A099-09	85	0	44	0
TCGA-A1-A0SI-01A-11D-A142-09	259	0	0	0
TCGA-A1-A0SJ-01A-11D-A099-09	5	25	0	0
TCGA-A1-A0SK-01A-12D-A099-09	0	32	53	0
TCGA-A1-A0SM-01A-11D-A099-09	0	15	15	9
TCGA-A1-A0SN-01A-11D-A142-09	22	25	30	9
TCGA-A1-A0SO-01A-22D-A099-09	29	47	278	19
TCGA-A1-A0SP-01A-11D-A099-09	0	35	24	0
TCGA-A1-A0SQ-01A-21D-A142-09	6	27	0	3
TCGA-A2-A04N-01A-11D-A10Y-09	9	30	0	13
TCGA-A2-A04P-01A-31D-A128-09	18	26	119	0
TCGA-A2-A04Q-01A-21W-A050-09	9	19	39	0
TCGA-A2-A04R-01A-41D-A117-09	8	20	64	9
TCGA-A2-A04T-01A-21W-A050-09	13	19	86	0
TCGA-A2-A04U-01A-11D-A10Y-09	0	26	31	6
TCGA-A2-A04V-01A-21W-A050-09	7	18	21	4
TCGA-A2-A04W-01A-31D-A10Y-09	144	40	0	0
TCGA-A2-A04X-01A-21W-A050-09	32	17	0	0
TCGA-A2-A04Y-01A-21W-A050-09	9	11	33	8
TCGA-A2-A0CK-01A-11D-A228-09	4	26	0	0
TCGA-A2-A0CL-01A-11D-A10Y-09	136	32	0	0
TCGA-A2-A0CM-01A-31W-A050-09	38	0	45	0
TCGA-A2-A0CP-01A-11W-A050-09	0	23	134	0
TCGA-A2-A0CQ-01A-21W-A050-09	0	33	28	0
TCGA-A2-A0CR-01A-11D-A228-09	201	0	0	0
TCGA-A2-A0CS-01A-11D-A10Y-09	0	33	16	0
TCGA-A2-A0CT-01A-31W-A071-09	50	71	0	13
TCGA-A2-A0CU-01A-12W-A050-09	10	26	28	0
TCGA-A2-A0CV-01A-31D-A10Y-09	0	19	0	4
TCGA-A2-A0CW-01A-21D-A10Y-09	21	17	26	7
TCGA-A2-A0CX-01A-21W-A019-09	329	0	0	40
TCGA-A2-A0D0-01A-11W-A019-09	17	27	52	0
TCGA-A2-A0D1-01A-11W-A050-09	26	44	46	0
TCGA-A2-A0D2-01A-21W-A050-09	17	22	71	0
TCGA-A2-A0D3-01A-11D-A10Y-09	0	30	0	3
TCGA-A2-A0D4-01A-11W-A019-09	5	15	22	4
TCGA-A2-A0EM-01A-11W-A050-09	0	20	29	0
TCGA-A2-A0EN-01A-13D-A099-09	0	18	13	5
TCGA-A2-A0EO-01A-11W-A050-09	6	20	25	0
TCGA-A2-A0EP-01A-52D-A22X-09	9	10	0	0
TCGA-A2-A0EQ-01A-11W-A050-09	307	0	0	0
TCGA-A2-A0ER-01A-21W-A050-09	0	24	24	0
TCGA-A2-A0ES-01A-11D-A10Y-09	0	14	0	0
TCGA-A2-A0ET-01A-31D-A045-09	6	45	0	10
TCGA-A2-A0EU-01A-22W-A071-09	5	43	0	5
TCGA-A2-A0EV-01A-11W-A050-09	10	28	30	14
TCGA-A2-A0EW-01A-21D-A10Y-09	0	15	0	4
TCGA-A2-A0EX-01A-21W-A050-09	5	11	22	0
TCGA-A2-A0EY-01A-11W-A050-09	208	57	0	45
TCGA-A2-A0ST-01A-12D-A099-09	8	14	0	0
TCGA-A2-A0SU-01A-11D-A099-09	0	18	17	0
TCGA-A2-A0SV-01A-11D-A099-09	0	37	0	5
TCGA-A2-A0SW-01A-11D-A099-09	26	39	0	0
TCGA-A2-A0SX-01A-12D-A099-09	14	29	0	0
TCGA-A2-A0SY-01A-31D-A099-09	123	24	0	15
TCGA-A2-A0T0-01A-22D-A099-09	24	36	141	12
TCGA-A2-A0T1-01A-21D-A099-09	0	22	0	6
TCGA-A2-A0T2-01A-11W-A097-09	4	17	18	0
TCGA-A2-A0T3-01A-21D-A10Y-09	0	22	18	0
TCGA-A2-A0T4-01A-31D-A099-09	0	35	0	0
TCGA-A2-A0T5-01A-21D-A099-09	0	16	0	0
TCGA-A2-A0T6-01A-11D-A099-09	3	22	0	0
TCGA-A2-A0T7-01A-21D-A099-09	0	19	0	2
TCGA-A2-A0YC-01A-11D-A117-09	6	12	12	0
TCGA-A2-A0YD-01A-11D-A10G-09	51	22	0	21
TCGA-A2-A0YE-01A-11D-A10G-09	9	27	0	4
TCGA-A2-A0YF-01A-21D-A10G-09	0	11	19	7
TCGA-A2-A0YG-01A-21D-A10G-09	7	33	25	5
TCGA-A2-A0YH-01A-11D-A10G-09	46	27	30	0
TCGA-A2-A0YI-01A-31D-A10M-09	0	0	13	1
TCGA-A2-A0YJ-01A-11D-A10G-09	0	40	39	8
TCGA-A2-A0YK-01A-22D-A117-09	469	0	0	0
TCGA-A2-A0YL-01A-21D-A10G-09	31	17	0	0
TCGA-A2-A0YM-01A-11D-A10G-09	31	53	0	11
TCGA-A2-A0YT-01A-11D-A10G-09	9	47	0	19
TCGA-A2-A1FV-01A-11D-A13L-09	8	35	0	0
TCGA-A2-A1FW-01A-11D-A13L-09	0	46	32	10
TCGA-A2-A1FX-01A-11D-A13L-09	0	9	11	7
TCGA-A2-A1FZ-01A-51D-A17G-09	0	15	14	0
TCGA-A2-A1G0-01A-11D-A13L-09	4	7	12	0
TCGA-A2-A1G1-01A-21D-A13L-09	0	14	26	0
TCGA-A2-A1G4-01A-11D-A13L-09	6	12	14	0
TCGA-A2-A1G6-01A-11D-A13L-09	0	0	10	0
TCGA-A2-A259-01A-11D-A16D-09	7	14	0	0
TCGA-A2-A25A-01A-12D-A16D-09	48	0	408	43
TCGA-A2-A25B-01A-11D-A167-09	10	28	77	12
TCGA-A2-A25C-01A-11D-A167-09	5	0	30	6
TCGA-A2-A25D-01A-12D-A16D-09	11	23	28	0
TCGA-A2-A25E-01A-11D-A167-09	9	16	41	0
TCGA-A2-A25F-01A-11D-A167-09	0	0	7	0
TCGA-A2-A3KD-01A-12D-A20S-09	2	18	0	0
TCGA-A2-A3XT-01A-11D-A22X-09	30	17	73	0
TCGA-A2-A3XU-01A-12D-A22X-09	0	33	0	0
TCGA-A2-A3XV-01A-21D-A23C-09	0	22	22	5
TCGA-A2-A3XW-01A-11D-A23C-09	0	9	0	5
TCGA-A2-A3XX-01A-21D-A23C-09	5	20	28	7
TCGA-A2-A3XZ-01A-42D-A23C-09	25	24	0	7
TCGA-A2-A3Y0-01A-11D-A23C-09	53	53	147	0
TCGA-A2-A4S1-01A-21D-A25Q-09	7	36	53	0
TCGA-A2-A4S2-01A-12D-A25Q-09	6	16	20	0
TCGA-A2-A4S3-01A-21D-A25Q-09	16	40	45	9
TCGA-A7-A0CD-01A-11W-A019-09	0	41	0	0
TCGA-A7-A0CE-01A-11W-A019-09	23	23	116	12
TCGA-A7-A0CG-01A-11W-A019-09	25	47	0	8
TCGA-A7-A0CJ-01A-21W-A019-09	7	42	46	0
TCGA-A7-A0D9-01A-31W-A071-09	9	17	0	0
TCGA-A7-A0DA-01A-31D-A10Y-09	18	18	126	10
TCGA-A7-A0DB-01A-11D-A272-09	29	29	0	0
TCGA-A7-A13D-01A-13D-A272-09	23	24	91	0
TCGA-A7-A13E-01A-11D-A272-09	0	17	24	0
TCGA-A7-A13F-01A-11D-A12Q-09	5	28	0	9
TCGA-A7-A13G-01A-11D-A13L-09	11	19	0	0
TCGA-A7-A26E-01A-11D-A272-09	24	32	0	10
TCGA-A7-A26F-01A-21D-A167-09	5	20	22	6
TCGA-A7-A26G-01A-21D-A167-09	18	16	37	0
TCGA-A7-A26H-01A-11D-A167-09	88	56	0	0
TCGA-A7-A26I-01A-11D-A167-09	11	14	22	0
TCGA-A7-A26J-01A-11D-A272-09	0	14	26	0
TCGA-A7-A2KD-01A-31D-A21Q-09	9	48	0	0
TCGA-A7-A3RF-01A-11D-A228-09	0	16	23	0
TCGA-A7-A425-01A-11D-A243-09	0	18	22	0
TCGA-A7-A4SC-01A-12D-A25Q-09	0	16	15	6
TCGA-A7-A4SD-01A-11D-A25Q-09	0	60	0	5
TCGA-A7-A4SE-01A-11D-A25Q-09	49	0	102	0
TCGA-A7-A56D-01A-11D-A27P-09	107	63	0	22
TCGA-A7-A5ZW-01A-12D-A29N-09	14	19	0	5
TCGA-A7-A5ZX-01A-12D-A29N-09	6	11	18	7
TCGA-A7-A6VV-01A-22D-A33E-09	10	30	24	0
TCGA-A7-A6VW-01A-21D-A33E-09	9	24	55	0
TCGA-A7-A6VX-01A-12D-A33E-09	50	23	124	0
TCGA-A7-A6VY-01A-12D-A33E-09	29	35	76	0
TCGA-A8-A06O-01A-11W-A019-09	0	93	0	0
TCGA-A8-A06P-01A-11W-A019-09	14	33	38	0
TCGA-A8-A06Q-01A-11W-A050-09	281	0	0	32
TCGA-A8-A06R-01A-11D-A015-09	11	41	17	0
TCGA-A8-A06T-01A-11W-A019-09	0	13	25	0
TCGA-A8-A06U-01A-11W-A019-09	12	49	32	0
TCGA-A8-A06X-01A-21W-A019-09	21	68	225	0
TCGA-A8-A06Y-01A-21W-A019-09	7	10	22	4
TCGA-A8-A06Z-01A-11W-A019-09	0	20	78	0
TCGA-A8-A075-01A-11D-A099-09	24	19	45	0
TCGA-A8-A076-01A-21W-A019-09	13	41	31	13
TCGA-A8-A079-01A-21W-A019-09	0	43	58	8
TCGA-A8-A07B-01A-11W-A019-09	31	25	29	0
TCGA-A8-A07F-01A-11W-A019-09	0	25	14	0
TCGA-A8-A07G-01A-11W-A050-09	11	37	47	0
TCGA-A8-A07I-01A-11W-A019-09	0	28	31	6
TCGA-A8-A07J-01A-11W-A019-09	17	0	66	9
TCGA-A8-A07L-01A-11W-A019-09	9	27	87	0
TCGA-A8-A07O-01A-11W-A019-09	22	36	0	8
TCGA-A8-A07P-01A-11W-A019-09	7	46	23	6
TCGA-A8-A07U-01A-11W-A050-09	25	31	64	0
TCGA-A8-A07W-01A-11W-A019-09	20	97	51	0
TCGA-A8-A07Z-01A-11W-A019-09	0	28	0	0
TCGA-A8-A081-01A-11W-A019-09	36	62	37	11
TCGA-A8-A082-01A-11W-A019-09	4	24	0	0
TCGA-A8-A083-01A-21W-A019-09	0	0	29	5
TCGA-A8-A085-01A-11W-A019-09	23	0	76	0
TCGA-A8-A08B-01A-11W-A019-09	28	28	0	12
TCGA-A8-A08C-01A-11W-A019-09	0	0	9	0
TCGA-A8-A08F-01A-11W-A019-09	0	38	109	0
TCGA-A8-A08G-01A-11W-A019-09	7	41	0	8
TCGA-A8-A08H-01A-21W-A019-09	131	0	111	0
TCGA-A8-A08J-01A-11W-A019-09	8	15	16	6
TCGA-A8-A08L-01A-11W-A019-09	121	0	163	0
TCGA-A8-A08O-01A-21W-A071-09	4	11	14	6
TCGA-A8-A08P-01A-11W-A019-09	19	39	27	7
TCGA-A8-A08R-01A-11W-A050-09	60	45	198	0
TCGA-A8-A08S-01A-11W-A050-09	0	63	0	7
TCGA-A8-A08T-01A-21W-A019-09	7	21	33	13
TCGA-A8-A08X-01A-21W-A019-09	0	53	0	0
TCGA-A8-A08Z-01A-21W-A019-09	7	39	0	0
TCGA-A8-A090-01A-11W-A019-09	8	18	18	5
TCGA-A8-A091-01A-11W-A019-09	9	23	0	0
TCGA-A8-A092-01A-11W-A019-09	60	24	0	14
TCGA-A8-A093-01A-11W-A019-09	88	30	0	29
