	A	B	Mean_A	Mean_B	H-statistic	P-value	Decision
0	SBS1	SBS2	12.456852791878173	17.01522842639594	323.0859919472937	3.081167401945111e-72	Rank medians are different
1	SBS1	SBS3	12.456852791878173	19.30558375634518	247.43343374689655	9.418583800083622e-56	Rank medians are different
2	SBS1	SBS5	12.456852791878173	29.5756345177665	264.79885601852675	1.5435337467407069e-59	Rank medians are different
3	SBS1	SBS6	12.456852791878173	7.047715736040609	652.7951290974662	5.510965128676647e-144	Rank medians are different
4	SBS1	SBS10a	12.456852791878173	2.3065989847715738	1502.9956533226946	0.0	Rank medians are different
5	SBS1	SBS10b	12.456852791878173	7.429441624365483	928.888797682361	5.1505349790623524e-204	Rank medians are different
6	SBS1	SBS13	12.456852791878173	17.10761421319797	436.5015549005892	6.249561375052746e-97	Rank medians are different
7	SBS1	SBS29	12.456852791878173	1.501522842639594	1338.945873605458	3.8889518115635235e-293	Rank medians are different
8	SBS2	SBS3	17.01522842639594	19.30558375634518	4.142878813188972	0.04181000778073825	Rank medians are different
9	SBS2	SBS5	17.01522842639594	29.5756345177665	516.9269515081058	1.9730044200445056e-114	Rank medians are different
10	SBS2	SBS6	17.01522842639594	7.047715736040609	72.06023100094733	2.0872818882403806e-17	Rank medians are different
11	SBS2	SBS10a	17.01522842639594	2.3065989847715738	455.38855058046323	4.846555484628637e-101	Rank medians are different
12	SBS2	SBS10b	17.01522842639594	7.429441624365483	142.33907171243774	8.198643228435746e-33	Rank medians are different
13	SBS2	SBS13	17.01522842639594	17.10761421319797	14.694985968939159	0.00012638215336276812	Rank medians are different
14	SBS2	SBS29	17.01522842639594	1.501522842639594	384.425635238658	1.3534598567755514e-85	Rank medians are different
15	SBS3	SBS5	19.30558375634518	29.5756345177665	283.836765035744	1.0952631901576367e-63	Rank medians are different
16	SBS3	SBS6	19.30558375634518	7.047715736040609	40.1059497529745	2.405551970224591e-10	Rank medians are different
17	SBS3	SBS10a	19.30558375634518	2.3065989847715738	276.8526565833888	3.643094370831423e-62	Rank medians are different
18	SBS3	SBS10b	19.30558375634518	7.429441624365483	70.0343830646129	5.827970868350876e-17	Rank medians are different
19	SBS3	SBS13	19.30558375634518	17.10761421319797	2.1147840472212702	0.14588263081559336	Rank medians are similar
20	SBS3	SBS29	19.30558375634518	1.501522842639594	237.80134608587323	1.1860943357651e-53	Rank medians are different
21	SBS5	SBS6	29.5756345177665	7.047715736040609	852.9379223309327	1.6705409324650402e-187	Rank medians are different
22	SBS5	SBS10a	29.5756345177665	2.3065989847715738	1351.1365101563044	8.723771482835819e-296	Rank medians are different
23	SBS5	SBS10b	29.5756345177665	7.429441624365483	1016.138611101167	5.576239378824613e-223	Rank medians are different
24	SBS5	SBS13	29.5756345177665	17.10761421319797	579.5907316337843	4.603678455516224e-128	Rank medians are different
25	SBS5	SBS29	29.5756345177665	1.501522842639594	1247.6711470026733	2.6619225761532824e-273	Rank medians are different
26	SBS6	SBS10a	7.047715736040609	2.3065989847715738	182.41329024074236	1.4405226372666115e-41	Rank medians are different
27	SBS6	SBS10b	7.047715736040609	7.429441624365483	10.369360575008375	0.0012812391579748764	Rank medians are different
28	SBS6	SBS13	7.047715736040609	17.10761421319797	22.57495044239517	2.0210261727906166e-06	Rank medians are different
29	SBS6	SBS29	7.047715736040609	1.501522842639594	135.7019698403218	2.3184365228777065e-31	Rank medians are different
30	SBS10a	SBS10b	2.3065989847715738	7.429441624365483	129.36230282600016	5.650337493766715e-30	Rank medians are different
31	SBS10a	SBS13	2.3065989847715738	17.10761421319797	302.4408893545623	9.68257455584785e-68	Rank medians are different
32	SBS10a	SBS29	2.3065989847715738	1.501522842639594	4.2521579674706595	0.03920048848217336	Rank medians are different
33	SBS10b	SBS13	7.429441624365483	17.10761421319797	61.04812117797396	5.569664694835941e-15	Rank medians are different
34	SBS10b	SBS29	7.429441624365483	1.501522842639594	88.2863741923836	5.663221901426606e-21	Rank medians are different
35	SBS13	SBS29	17.10761421319797	1.501522842639594	247.69602034221282	8.255381585033597e-56	Rank medians are different
