	A	B	Mean_A	Mean_B	H-statistic	P-value	Decision
0	SBS1	SBS2	13.306598984771574	16.908629441624367	352.6278086037482	1.1347575436112043e-78	Rank medians are different
1	SBS1	SBS3	13.306598984771574	20.193908629441623	208.04221872417835	3.6728864779389255e-47	Rank medians are different
2	SBS1	SBS5	13.306598984771574	22.54010152284264	159.96626357729525	1.1508516461527844e-36	Rank medians are different
3	SBS1	SBS6	13.306598984771574	2.764467005076142	1053.4760030997436	4.273748689729952e-231	Rank medians are different
4	SBS1	SBS7b	13.306598984771574	1.9177664974619288	1155.346987038012	3.08885965837727e-253	Rank medians are different
5	SBS1	SBS10a	13.306598984771574	2.2852791878172587	1534.1747665505534	0.0	Rank medians are different
6	SBS1	SBS10b	13.306598984771574	7.506598984771574	951.0322050131923	7.913481896251651e-209	Rank medians are different
7	SBS1	SBS13	13.306598984771574	17.168527918781727	453.26022019947425	1.4080143481466975e-100	Rank medians are different
8	SBS1	SBS15	13.306598984771574	3.0934010152284266	1116.7909559876714	7.404424249274503e-245	Rank medians are different
9	SBS1	SBS26	13.306598984771574	2.4426395939086296	1543.2022960758477	0.0	Rank medians are different
10	SBS1	SBS29	13.306598984771574	1.6111675126903553	1335.764606736875	1.9105203151410392e-292	Rank medians are different
11	SBS1	SBS44	13.306598984771574	2.0071065989847714	1500.1095174935929	0.0	Rank medians are different
12	SBS2	SBS3	16.908629441624367	20.193908629441623	0.6905423763970642	0.40597995965754086	Rank medians are similar
13	SBS2	SBS5	16.908629441624367	22.54010152284264	458.20963443255977	1.178982524399749e-101	Rank medians are different
14	SBS2	SBS6	16.908629441624367	2.764467005076142	214.57671563293275	1.3784978387156692e-48	Rank medians are different
15	SBS2	SBS7b	16.908629441624367	1.9177664974619288	233.7272842358645	9.173008395991378e-53	Rank medians are different
16	SBS2	SBS10a	16.908629441624367	2.2852791878172587	459.4047063463326	6.477950518594796e-102	Rank medians are different
17	SBS2	SBS10b	16.908629441624367	7.506598984771574	136.02188624312666	1.9734321042798964e-31	Rank medians are different
18	SBS2	SBS13	16.908629441624367	17.168527918781727	13.596400035493605	0.00022661969208553364	Rank medians are different
19	SBS2	SBS15	16.908629441624367	3.0934010152284266	235.39762483879318	3.965231231963747e-53	Rank medians are different
20	SBS2	SBS26	16.908629441624367	2.4426395939086296	489.0278377051543	2.319230864421829e-108	Rank medians are different
21	SBS2	SBS29	16.908629441624367	1.6111675126903553	367.1315119421863	7.88423126375695e-82	Rank medians are different
22	SBS2	SBS44	16.908629441624367	2.0071065989847714	461.91984811369485	1.836965633496091e-102	Rank medians are different
23	SBS3	SBS5	20.193908629441623	22.54010152284264	215.72966835124177	7.724893852307991e-49	Rank medians are different
24	SBS3	SBS6	20.193908629441623	2.764467005076142	150.2805112787662	1.5053830159618241e-34	Rank medians are different
25	SBS3	SBS7b	20.193908629441623	1.9177664974619288	155.8945133683622	8.927270377437836e-36	Rank medians are different
26	SBS3	SBS10a	20.193908629441623	2.2852791878172587	309.19656719152545	3.2677426142788467e-69	Rank medians are different
27	SBS3	SBS10b	20.193908629441623	7.506598984771574	85.53835754341348	2.2725034985663596e-20	Rank medians are different
28	SBS3	SBS13	20.193908629441623	17.168527918781727	6.181608401467028	0.012908488511890637	Rank medians are different
29	SBS3	SBS15	20.193908629441623	3.0934010152284266	161.72868758582356	4.7420181018118904e-37	Rank medians are different
30	SBS3	SBS26	20.193908629441623	2.4426395939086296	336.80262479593586	3.171111986680196e-75	Rank medians are different
31	SBS3	SBS29	20.193908629441623	1.6111675126903553	253.02067617715568	5.700599350716006e-57	Rank medians are different
32	SBS3	SBS44	20.193908629441623	2.0071065989847714	319.3831311723348	1.9736449389657202e-71	Rank medians are different
33	SBS5	SBS6	22.54010152284264	2.764467005076142	1029.2564790577255	7.853308680036833e-226	Rank medians are different
34	SBS5	SBS7b	22.54010152284264	1.9177664974619288	1106.5845077870147	1.2240057039263606e-242	Rank medians are different
35	SBS5	SBS10a	22.54010152284264	2.2852791878172587	1323.9630285898184	7.01061218529799e-290	Rank medians are different
36	SBS5	SBS10b	22.54010152284264	7.506598984771574	951.4390082085226	6.455631785139508e-209	Rank medians are different
37	SBS5	SBS13	22.54010152284264	17.168527918781727	520.0470762414185	4.133327638454617e-115	Rank medians are different
38	SBS5	SBS15	22.54010152284264	3.0934010152284266	1073.1671894276255	2.243408484007669e-235	Rank medians are different
39	SBS5	SBS26	22.54010152284264	2.4426395939086296	1324.6773366383736	4.903757364817532e-290	Rank medians are different
40	SBS5	SBS29	22.54010152284264	1.6111675126903553	1192.7844666418935	2.256522932270993e-261	Rank medians are different
41	SBS5	SBS44	22.54010152284264	2.0071065989847714	1302.0568707828945	4.03863983984481e-285	Rank medians are different
42	SBS6	SBS7b	2.764467005076142	1.9177664974619288	0.1582971228652025	0.6907291776527855	Rank medians are similar
43	SBS6	SBS10a	2.764467005076142	2.2852791878172587	67.64094700369593	1.9615131821434163e-16	Rank medians are different
44	SBS6	SBS10b	2.764467005076142	7.506598984771574	12.996140568813384	0.00031213366286607033	Rank medians are different
45	SBS6	SBS13	2.764467005076142	17.168527918781727	117.04678483573251	2.803751979355072e-27	Rank medians are different
46	SBS6	SBS15	2.764467005076142	3.0934010152284266	0.5760497686853415	0.44786486438935724	Rank medians are similar
47	SBS6	SBS26	2.764467005076142	2.4426395939086296	95.52450966289597	1.4607159721379925e-22	Rank medians are different
