NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	21.46	126.541	5.482	77.01	1.586	0.539	40000.0
2	21.132	125.393	5.387	76.786	1.573	0.539	20000.0
3	21.291	124.153	5.479	76.763	1.547	0.547	30000.0
4	22.529	129.163	5.847	79.289	1.553	0.521	20000.0
5	22.75	128.822	5.879	79.151	1.55	0.523	40000.0
6	21.143	124.084	5.453	76.523	1.559	0.549	20000.0
7	21.423	124.424	5.549	76.817	1.567	0.543	20000.0
8	21.471	125.478	5.439	76.754	1.57	0.545	20000.0
9	21.541	124.802	5.485	76.325	1.545	0.553	30000.0
10	21.437	125.447	5.48	77.099	1.56	0.544	20000.0
11	21.359	124.894	5.434	76.507	1.549	0.545	20000.0
12	21.132	124.25	5.366	76.113	1.553	0.55	20000.0
13	21.651	126.042	5.572	77.627	1.574	0.534	40000.0
14	21.4	125.264	5.44	76.657	1.563	0.545	20000.0
15	21.33	125.474	5.504	76.56	1.559	0.548	30000.0
16	21.296	125.236	5.474	76.449	1.589	0.544	20000.0
17	21.203	125.282	5.368	76.568	1.566	0.545	20000.0
18	21.248	124.7	5.426	76.487	1.557	0.547	20000.0
19	21.537	125.314	5.489	76.875	1.567	0.544	20000.0
20	22.712	129.465	5.884	79.369	1.567	0.516	30000.0
21	21.307	123.826	5.423	75.701	1.555	0.556	20000.0
22	21.452	126.84	5.473	77.398	1.586	0.534	50000.0
23	21.237	125.266	5.484	76.886	1.543	0.55	20000.0
24	21.196	125.968	5.385	76.886	1.584	0.54	20000.0
25	21.622	127.108	5.502	77.184	1.585	0.538	40000.0
26	21.177	125.206	5.386	76.615	1.558	0.542	40000.0
27	21.478	125.541	5.473	76.907	1.587	0.538	20000.0
28	21.413	125.058	5.47	76.655	1.551	0.547	50000.0
29	21.445	125.321	5.5	76.752	1.563	0.543	50000.0
30	21.087	123.956	5.353	75.812	1.552	0.553	20000.0
31	21.402	125.538	5.432	76.997	1.578	0.545	30000.0
32	21.112	124.573	5.367	75.887	1.562	0.549	40000.0
33	21.245	124.115	5.44	76.55	1.587	0.545	20000.0
34	21.269	124.262	5.385	76.042	1.54	0.553	20000.0
35	21.334	126.207	5.495	77.173	1.598	0.534	50000.0
36	21.09	124.331	5.357	76.236	1.549	0.547	30000.0
37	21.244	125.08	5.431	76.273	1.566	0.546	40000.0
38	21.477	124.976	5.497	76.273	1.558	0.552	20000.0
39	21.771	125.779	5.611	76.701	1.533	0.559	20000.0
40	21.08	123.409	5.406	76.273	1.542	0.55	30000.0
41	21.357	125.228	5.454	76.654	1.539	0.55	20000.0
42	21.156	124.299	5.383	76.207	1.562	0.548	30000.0
43	21.295	125.258	5.402	76.706	1.578	0.54	40000.0
44	21.284	125.074	5.461	76.816	1.572	0.539	20000.0
45	21.005	123.855	5.366	76.008	1.546	0.551	20000.0
46	21.187	122.695	5.377	75.62	1.51	0.559	40000.0
47	21.357	124.951	5.415	76.709	1.569	0.544	20000.0
48	22.546	128.637	5.93	79.103	1.565	0.528	30000.0
49	21.416	124.865	5.397	76.822	1.543	0.547	30000.0
50	21.237	123.472	5.43	76.235	1.541	0.551	20000.0
51	21.689	126.13	5.591	77.592	1.565	0.537	30000.0
52	22.589	129.232	5.926	79.261	1.553	0.523	20000.0
53	21.103	124.374	5.431	76.47	1.576	0.546	20000.0
54	21.31	125.187	5.534	77.1	1.582	0.541	30000.0
55	21.157	123.931	5.369	75.887	1.52	0.555	30000.0
56	21.474	126.157	5.417	76.534	1.58	0.543	20000.0
57	21.131	124.95	5.447	76.71	1.562	0.543	20000.0
58	21.404	125.228	5.474	77.363	1.571	0.538	20000.0
59	21.191	124.054	5.368	75.765	1.518	0.556	30000.0
60	21.4	124.723	5.441	76.421	1.554	0.545	40000.0
61	22.864	129.369	5.981	79.64	1.554	0.516	50000.0
62	21.432	125.513	5.46	76.329	1.561	0.546	30000.0
63	21.465	125.643	5.519	77.336	1.579	0.538	20000.0
64	21.22	124.68	5.475	76.783	1.548	0.541	20000.0
65	22.479	128.004	5.834	78.749	1.539	0.533	20000.0
66	20.945	124.382	5.356	75.827	1.568	0.554	30000.0
67	21.137	123.468	5.403	76.123	1.529	0.559	20000.0
68	21.362	125.278	5.486	76.807	1.583	0.541	30000.0
69	22.152	126.402	5.791	78.144	1.52	0.541	40000.0
70	21.311	124.474	5.441	76.175	1.551	0.549	30000.0
71	22.062	126.74	5.734	78.005	1.557	0.538	30000.0
72	21.453	125.252	5.443	76.687	1.589	0.537	20000.0
73	21.422	124.579	5.484	76.818	1.545	0.546	30000.0
74	21.918	128.03	5.704	78.407	1.588	0.529	20000.0
75	21.39	125.127	5.503	76.726	1.575	0.538	20000.0
76	21.006	123.358	5.392	75.994	1.548	0.551	30000.0
77	21.285	124.676	5.487	76.595	1.54	0.545	30000.0
78	21.305	125.102	5.434	76.688	1.559	0.548	40000.0
79	22.729	129.268	5.969	79.24	1.559	0.522	30000.0
80	21.576	125.812	5.42	76.674	1.582	0.545	20000.0
81	21.297	123.916	5.384	76.22	1.544	0.554	30000.0
82	21.179	124.996	5.499	76.432	1.562	0.546	20000.0
83	22.132	128.842	5.669	78.034	1.604	0.53	30000.0
84	22.524	127.947	5.927	78.986	1.525	0.53	40000.0
85	21.186	124.489	5.404	76.364	1.554	0.55	20000.0
86	21.608	126.388	5.492	77.39	1.596	0.536	20000.0
87	21.216	125.011	5.393	76.466	1.567	0.546	20000.0
88	21.499	126.256	5.465	76.596	1.581	0.545	40000.0
89	22.877	129.55	6.004	79.922	1.566	0.512	30000.0
90	21.438	125.77	5.474	76.677	1.583	0.544	30000.0
91	21.316	125.152	5.521	76.633	1.578	0.544	30000.0
92	21.198	124.753	5.38	75.886	1.56	0.553	40000.0
93	21.233	124.072	5.445	75.937	1.578	0.552	30000.0
94	21.011	124.986	5.33	75.955	1.582	0.543	20000.0
95	22.607	129.638	5.855	79.157	1.559	0.515	20000.0
96	21.406	125.719	5.466	77.043	1.583	0.537	20000.0
97	21.44	126.041	5.537	77.222	1.576	0.539	20000.0
98	22.749	128.99	5.963	79.205	1.566	0.522	20000.0
99	21.248	125.983	5.358	76.422	1.605	0.542	20000.0
100	22.38	127.246	5.888	78.286	1.526	0.537	20000.0
