Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G
TCGA-BT-A20N-01A-11D-A14W-08	52	16	64	29	21	92	6
TCGA-BT-A20O-01A-21D-A14W-08	39	30	33	37	16	47	0
TCGA-BT-A20P-01A-11D-A14W-08	57	0	0	0	18	11	9
TCGA-BT-A20Q-01A-11D-A14W-08	41	24	0	11	15	0	14
TCGA-BT-A20R-01A-12D-A16O-08	140	89	0	0	33	0	26
TCGA-BT-A20T-01A-11D-A14W-08	107	117	61	4	10	1	10
TCGA-BT-A20U-01A-11D-A14W-08	47	24	16	0	8	2	6
TCGA-BT-A20V-01A-11D-A14W-08	20	14	0	15	38	11	13
TCGA-BT-A20W-01A-21D-A14W-08	21	5	0	3	21	21	6
TCGA-BT-A20X-01A-11D-A16O-08	8	0	9	22	5	23	11
TCGA-BT-A2LA-01A-11D-A18F-08	47	42	0	0	106	0	0
TCGA-BT-A2LB-01A-11D-A18F-08	56	320	12	262	35	28	24
TCGA-BT-A2LD-01A-12D-A20D-08	9	17	0	17	48	17	6
TCGA-BT-A3PH-01A-11D-A21Z-08	302	96	127	0	8	0	0
TCGA-BT-A3PJ-01A-21D-A21Z-08	158	231	0	121	20	48	21
TCGA-BT-A3PK-01A-21D-A21Z-08	63	38	57	147	18	82	0
TCGA-BT-A42B-01A-32D-A23M-08	4	10	0	2	45	15	0
TCGA-BT-A42C-01A-11D-A23M-08	83	55	144	31	10	57	32
TCGA-BT-A42E-01A-11D-A23U-08	63	19	88	0	10	0	3
TCGA-BT-A42F-01A-11D-A23U-08	63	46	78	0	0	0	0
TCGA-C4-A0EZ-01A-21D-A10S-08	39	43	0	31	53	37	17
TCGA-C4-A0F0-01A-12D-A10S-08	0	2	38	24	23	16	0
TCGA-C4-A0F1-01A-11D-A10S-08	62	57	0	0	30	23	20
TCGA-C4-A0F6-01A-11D-A10S-08	56	22	109	0	30	0	12
TCGA-C4-A0F7-01A-11D-A10S-08	7	12	0	3	45	19	6
TCGA-CF-A1HR-01A-11D-A13W-08	127	80	58	4	12	0	6
TCGA-CF-A1HS-01A-11D-A13W-08	176	0	0	49	10	31	11
TCGA-CF-A27C-01A-11D-A16O-08	67	35	63	0	9	0	0
TCGA-CF-A3MF-01A-12D-A21A-08	0	4	0	2	15	3	0
TCGA-CF-A3MG-01A-11D-A20D-08	37	28	76	0	14	0	0
TCGA-CF-A3MH-01A-11D-A20D-08	10	2	5	12	18	0	0
TCGA-CF-A3MI-01A-11D-A20D-08	23	10	0	15	25	0	4
TCGA-CF-A47S-01A-11D-A23U-08	0	4	0	1	16	8	1
TCGA-CF-A47T-01A-11D-A23U-08	1	6	0	7	10	2	5
TCGA-CF-A47V-01A-11D-A23U-08	5	9	86	0	11	10	0
TCGA-CF-A47W-01A-11D-A23U-08	0	4	0	5	10	11	3
TCGA-CF-A47X-01A-31D-A23U-08	166	113	50	3	32	0	8
TCGA-CF-A47Y-01A-11D-A23U-08	15	2	30	9	6	10	3
TCGA-CF-A5U8-01A-11D-A289-08	0	1	9	18	13	16	6
TCGA-CF-A5UA-01A-11D-A289-08	22	0	0	0	43	9	11
TCGA-CF-A7I0-01A-22D-A34U-08	3	12	27	0	10	5	4
TCGA-CF-A8HX-01A-11D-A364-08	19	27	0	0	11	13	5
TCGA-CF-A8HY-01A-11D-A364-08	2	0	39	0	11	32	6
TCGA-CF-A9FF-01A-11D-A38G-08	60	62	0	13	14	4	6
TCGA-CF-A9FH-01A-11D-A38G-08	1	1	0	8	15	4	10
TCGA-CF-A9FL-01A-11D-A38G-08	0	3	0	7	19	25	8
TCGA-CF-A9FM-01A-11D-A38G-08	0	0	1	12	7	9	0
TCGA-CU-A0YN-01A-21D-A10S-08	0	18	17	59	34	56	0
TCGA-CU-A0YO-01A-11D-A10S-08	20	18	15	13	28	4	5
TCGA-CU-A0YR-01A-12D-A10S-08	4	12	2	93	16	34	2
TCGA-CU-A3KJ-01A-11D-A21A-08	122	59	0	28	30	28	0
TCGA-CU-A3QU-01A-11D-A22Z-08	35	30	0	18	21	5	13
TCGA-CU-A3YL-01A-11D-A22Z-08	147	84	0	6	21	1	6
TCGA-CU-A5W6-01A-11D-A289-08	44	65	112	0	13	0	2
TCGA-CU-A72E-01A-12D-A339-08	50	28	0	6	23	5	0
TCGA-DK-A1A3-01A-11D-A13W-08	161	335	124	47	10	15	19
TCGA-DK-A1A5-01A-11D-A13W-08	147	95	25	4	17	0	10
TCGA-DK-A1A6-01A-11D-A13W-08	104	29	72	10	2	47	0
TCGA-DK-A1A7-01A-11D-A13W-08	0	27	41	111	42	25	0
TCGA-DK-A1AA-01A-11D-A13W-08	9	4	0	35	11	28	8
TCGA-DK-A1AB-01A-11D-A13W-08	90	77	60	0	3	0	0
TCGA-DK-A1AC-01A-11D-A13W-08	308	1149	293	0	0	0	39
TCGA-DK-A1AD-01A-11D-A13W-08	54	46	62	44	17	18	19
TCGA-DK-A1AE-01A-11D-A13W-08	30	32	49	0	15	3	0
TCGA-DK-A1AF-01A-11D-A13W-08	54	32	0	5	0	8	5
TCGA-DK-A1AG-01A-11D-A13W-08	38	37	50	0	17	0	11
TCGA-DK-A2HX-01A-12D-A18F-08	2	35	50	0	15	4	5
TCGA-DK-A2I1-01A-11D-A17V-08	101	58	43	0	9	0	13
TCGA-DK-A2I2-01A-11D-A17V-08	8	28	33	25	9	3	0
TCGA-DK-A2I4-01A-11D-A21A-08	424	540	79	0	0	0	19
TCGA-DK-A2I6-01A-12D-A18F-08	30	109	35	98	13	43	19
TCGA-DK-A3IK-01A-32D-A21A-08	56	14	64	0	33	51	15
TCGA-DK-A3IL-01A-11D-A20D-08	18	7	0	33	27	100	19
TCGA-DK-A3IM-01A-11D-A20D-08	0	4	6	21	30	28	1
TCGA-DK-A3IN-01A-11D-A20D-08	209	145	32	8	15	16	8
TCGA-DK-A3IQ-01A-31D-A20D-08	29	48	107	0	9	0	10
TCGA-DK-A3IS-01A-21D-A21A-08	115	128	137	0	17	0	3
TCGA-DK-A3IT-01A-31D-A20D-08	269	59	123	0	0	1	13
TCGA-DK-A3IU-01A-11D-A20D-08	143	185	98	14	9	22	2
TCGA-DK-A3IV-01A-22D-A21A-08	21	20	0	12	13	9	6
TCGA-DK-A3WW-01A-22D-A23M-08	637	565	152	0	0	0	53
TCGA-DK-A3WX-01A-22D-A22Z-08	0	12	14	3	16	5	0
TCGA-DK-A3WY-01A-11D-A22Z-08	4	3	10	0	1	0	0
TCGA-DK-A3X1-01A-12D-A22Z-08	343	379	215	0	0	0	86
TCGA-DK-A3X2-01A-11D-A22Z-08	22	21	11	14	48	18	4
TCGA-DK-A6AV-01A-12D-A30E-08	15	35	54	0	21	14	2
TCGA-DK-A6AW-01A-11D-A30E-08	0	13	0	37	10	0	4476
TCGA-DK-A6B0-01A-11D-A31L-08	0	0	8	8	6	3	0
TCGA-DK-A6B1-01A-12D-A30E-08	20	52	13	30	34	9	7
TCGA-DK-A6B2-01A-11D-A30E-08	26	26	62	21	40	34	10
TCGA-DK-A6B5-01A-11D-A31L-08	50	39	19	18	1	27	0
TCGA-DK-A6B6-01A-11D-A30E-08	231	720	255	0	0	0	0
TCGA-DK-AA6L-01A-11D-A391-08	205	114	83	0	11	14	0
TCGA-DK-AA6M-01A-11D-A391-08	8	15	0	0	22	17	13
TCGA-DK-AA6P-01A-11D-A391-08	26	62	103	0	2	3	8
TCGA-DK-AA6Q-01A-11D-A391-08	56	27	0	14	12	21	4
TCGA-DK-AA6R-01A-11D-A42E-08	22	43	115	0	13	166	16
TCGA-DK-AA6S-01A-21D-A391-08	340	188	67	0	0	59	0
TCGA-DK-AA6T-01A-11D-A391-08	19	0	0	18	17	8	13
TCGA-DK-AA6U-01A-11D-A391-08	126	104	0	14	30	198	20
TCGA-DK-AA6W-01A-12D-A391-08	81	67	93	0	41	0	4
TCGA-DK-AA6X-01A-12D-A42E-08	33	18	51	0	7	0	7
TCGA-DK-AA71-01A-31D-A391-08	244	258	282	0	0	0	0
TCGA-DK-AA74-01A-11D-A391-08	84	48	86	0	0	0	7
TCGA-DK-AA75-01A-11D-A391-08	124	308	0	52	35	32	51
TCGA-DK-AA76-01A-11D-A391-08	60	52	86	0	15	42	23
TCGA-DK-AA77-01A-11D-A391-08	49	78	4	34	53	220	0
TCGA-E5-A2PC-01A-11D-A202-08	0	51	82	55	11	60	13
TCGA-E5-A4TZ-01A-11D-A31L-08	189	76	195	0	83	0	5
TCGA-E5-A4U1-01A-11D-A31L-08	291	178	193	0	15	4	7
TCGA-E7-A3X6-01A-12D-A22Z-08	35	30	26	4	6	0	0
TCGA-E7-A3Y1-01A-11D-A22Z-08	0	9	31	43	38	50	1
TCGA-E7-A4IJ-01A-31D-A26M-08	143	90	28	33	6	83	24
TCGA-E7-A4XJ-01A-11D-A26M-08	0	3	0	3	32	5	5
TCGA-E7-A519-01A-11D-A26M-08	0	9	25	30	10	0	0
TCGA-E7-A541-01A-11D-A26M-08	170	117	14	142	32	31	1
TCGA-E7-A5KE-01A-11D-A289-08	26	64	27	41	58	34	9
TCGA-E7-A5KF-01A-11D-A289-08	60	86	95	0	0	0	5
TCGA-E7-A677-01A-11D-A30E-08	19	25	0	96	34	79	12
TCGA-E7-A678-01A-11D-A30E-08	0	0	12	26	16	3	2
TCGA-E7-A6MD-01A-41D-A34U-08	189	155	149	0	26	0	17
TCGA-E7-A6ME-01A-22D-A32B-08	12	0	7	57	21	44	0
TCGA-E7-A6MF-01A-12D-A32B-08	7	11	35	0	0	0	0
TCGA-E7-A7DU-01A-11D-A32B-08	62	108	144	0	0	0	5
TCGA-E7-A7DV-01A-11D-A339-08	158	29	111	0	0	0	15
TCGA-E7-A7PW-01A-11D-A34U-08	27	25	0	0	15	22	9
TCGA-E7-A7XN-01A-11D-A34U-08	701	341	9	8	0	0	0
TCGA-E7-A85H-01A-11D-A34U-08	22	53	28	232	49	86	11
TCGA-E7-A8O7-01A-11D-A364-08	7	4	0	7	13	5	2
TCGA-E7-A8O8-01A-11D-A364-08	5	18	23	35	36	13	6
TCGA-E7-A97P-01A-11D-A38G-08	3	7	77	88	19	28	8
TCGA-E7-A97Q-01A-11D-A38G-08	9	8	8	18	11	6	1
TCGA-FD-A3B3-01A-12D-A202-08	45	39	45	10	24	14	6
TCGA-FD-A3B4-01A-12D-A202-08	3	0	0	0	16	44	16
TCGA-FD-A3B5-01A-11D-A20D-08	40	29	61	0	13	4	17
TCGA-FD-A3B6-01A-21D-A20D-08	70	45	152	0	11	4	10
TCGA-FD-A3B7-01A-31D-A20D-08	13	2	0	33	15	1	0
TCGA-FD-A3B8-01A-31D-A20D-08	7	4	18	0	2	0	3
TCGA-FD-A3N5-01A-11D-A21A-08	0	16	34	175	29	123	9
TCGA-FD-A3N6-01A-11D-A21A-08	5	28	22	0	45	0	25
TCGA-FD-A3NA-01A-11D-A21A-08	92	59	6	13	12	10	3
TCGA-FD-A3SJ-01A-12D-A22Z-08	64	32	113	27	20	19	0
TCGA-FD-A3SL-01A-21D-A22Z-08	56	10	0	83	31	68	16
TCGA-FD-A3SM-01A-11D-A22Z-08	70	54	66	0	18	0	1
TCGA-FD-A3SN-01A-12D-A22Z-08	89	283	0	45	27	29	41
TCGA-FD-A3SO-01A-11D-A22Z-08	199	191	0	7	12	3	15
TCGA-FD-A3SP-01A-31D-A22Z-08	14	32	51	0	33	0	9
TCGA-FD-A3SQ-01A-21D-A22Z-08	0	17	27	3	21	3	10
TCGA-FD-A3SR-01A-11D-A22Z-08	39	15	34	8	25	10	21
TCGA-FD-A3SS-01A-12D-A22Z-08	178	264	72	0	0	0	47
TCGA-FD-A43N-01A-11D-A23U-08	41	1	81	0	64	9	2
TCGA-FD-A43P-01A-31D-A23U-08	153	83	145	1	26	39	18
TCGA-FD-A43S-01A-21D-A23U-08	0	0	0	1	0	0	0
TCGA-FD-A43U-01A-11D-A23U-08	0	13	1	16	31	24	5
TCGA-FD-A43X-01A-11D-A23U-08	120	88	125	0	26	0	8
TCGA-FD-A43Y-01A-21D-A26M-08	0	3	13	28	9	19	0
TCGA-FD-A5BR-01A-11D-A26M-08	1	6	8	5	34	39	4
TCGA-FD-A5BS-01A-21D-A26M-08	3	15	1	4	2	5	4
TCGA-FD-A5BT-01A-11D-A26M-08	63	20	28	17	20	0	9
TCGA-FD-A5BU-01A-31D-A26M-08	3	2	10	2	28	21	0
TCGA-FD-A5BV-01A-11D-A26M-08	15	4	0	25	26	66	0
TCGA-FD-A5BX-01A-11D-A26M-08	99	102	186	0	0	0	1
TCGA-FD-A5BY-01A-31D-A289-08	2	9	26	0	14	3	2
TCGA-FD-A5BZ-01A-11D-A289-08	44	26	0	7	29	28	17
TCGA-FD-A5C0-01A-11D-A289-08	2	19	14	46	27	25	6
TCGA-FD-A5C1-01A-11D-A289-08	27	18	78	0	39	0	0
TCGA-FD-A62N-01A-11D-A30E-08	0	6	18	14	13	38	12
TCGA-FD-A62O-01A-11D-A30E-08	81	55	1	13	27	2	22
TCGA-FD-A62P-01A-32D-A30E-08	169	108	110	0	25	0	12
TCGA-FD-A62S-01A-11D-A30E-08	0	3	0	16	22	33	0
TCGA-FD-A6TA-01A-12D-A339-08	131	75	86	0	0	0	6
TCGA-FD-A6TB-01A-12D-A339-08	84	40	67	0	5	0	12
TCGA-FD-A6TC-01A-21D-A339-08	485	331	281	0	0	0	23
TCGA-FD-A6TD-01A-51D-A339-08	10	41	79	0	25	0	0
TCGA-FD-A6TE-01A-12D-A339-08	88	58	109	0	8	0	8
TCGA-FD-A6TF-01A-52D-A32B-08	44	12	83	0	18	2	0
TCGA-FD-A6TG-01A-11D-A32B-08	91	55	197	16	4	56	10
TCGA-FD-A6TH-01A-11D-A32B-08	49	52	0	22	25	23	11
TCGA-FD-A6TI-01A-11D-A32B-08	0	4	21	25	38	31	13
TCGA-FD-A6TK-01A-42D-A339-08	22	32	12	19	17	16	0
TCGA-FJ-A3Z7-01A-12D-A23M-08	137	119	67	3	25	30	0
TCGA-FJ-A3Z9-01A-11D-A26M-08	8	9	1	0	47	4	6
TCGA-FJ-A3ZE-01A-11D-A23M-08	45	1	0	41	21	346	38
TCGA-FJ-A3ZF-01A-11D-A23M-08	39	71	135	0	37	21	2
TCGA-FJ-A871-01A-11D-A34U-08	0	2	4	25	23	0	0
TCGA-FT-A3EE-01A-11D-A202-08	2	36	15	35	28	20	4
TCGA-FT-A61P-01A-11D-A30E-08	15	34	34	56	31	9	7
TCGA-G2-A2EC-01A-11D-A17V-08	57	47	51	12	10	3	7
TCGA-G2-A2EF-01A-12D-A18F-08	111	100	64	3	14	0	0
TCGA-G2-A2EJ-01A-11D-A17V-08	167	64	0	13	32	39	10
TCGA-G2-A2EK-01A-22D-A18F-08	7	5	36	0	24	0	0
TCGA-G2-A2EL-01A-12D-A18F-08	124	53	82	0	15	0	11
TCGA-G2-A2EO-01A-11D-A17V-08	472	335	218	0	0	0	0
TCGA-G2-A2ES-01A-11D-A17V-08	16	139	105	107	17	67	26
TCGA-G2-A3IB-01A-11D-A20D-08	4	17	18	0	5	47	13
TCGA-G2-A3IE-01A-11D-A20D-08	120	102	183	0	0	0	0
TCGA-G2-A3VY-01A-11D-A22Z-08	410	83	384	0	0	0	0
TCGA-G2-AA3B-01A-11D-A391-08	508	147	172	0	0	0	6
TCGA-G2-AA3C-01A-21D-A391-08	120	58	42	0	26	18	1
TCGA-G2-AA3D-01A-11D-A391-08	134	42	68	0	0	0	0
TCGA-G2-AA3F-01A-12D-A42E-08	11	13	79	8	17	16	5
TCGA-GC-A3BM-01A-11D-A22Z-08	22	25	0	15	57	5	9
TCGA-GC-A3I6-01A-11D-A20D-08	49	65	96	0	4	4	0
TCGA-GC-A3OO-01A-11D-A22Z-08	44	76	6	7	3	15	0
TCGA-GC-A3RB-01A-12D-A21Z-08	32	42	86	0	27	0	4
TCGA-GC-A3RC-01A-11D-A22Z-08	81	110	11	137	19	66	20
TCGA-GC-A3RD-01A-12D-A22Z-08	24	24	0	2	26	20	0
TCGA-GC-A3WC-01A-31D-A22Z-08	54	35	4	41	25	19	4
TCGA-GC-A3YS-01A-11D-A23M-08	97	59	60	7	32	12	20
TCGA-GC-A4ZW-01A-11D-A26M-08	510	153	0	63	23	7	0
TCGA-GC-A6I1-01A-12D-A31L-08	116	97	25	9	15	5	0
TCGA-GC-A6I3-01A-11D-A31L-08	101	25	49	28	23	23	16
TCGA-GD-A2C5-01A-12D-A17V-08	110	73	31	17	20	17	22
TCGA-GD-A3OP-01A-21D-A21Z-08	69	141	133	0	24	14	0
TCGA-GD-A3OQ-01A-32D-A21Z-08	34	16	28	0	26	0	6
TCGA-GD-A3OS-01A-12D-A21Z-08	4	20	19	9	38	18	0
TCGA-GD-A6C6-01A-21D-A31L-08	152	80	0	27	29	32	7
TCGA-GD-A76B-01A-11D-A32B-08	53	48	59	2	18	9	9
TCGA-GU-A42P-01A-11D-A23U-08	102	114	29	8	21	26	21
TCGA-GU-A42Q-01A-11D-A23U-08	89	37	14	21	23	3	15
TCGA-GU-A42R-01A-11D-A23M-08	39	41	98	0	12	0	8
TCGA-GU-A762-01A-11D-A339-08	12	2	52	0	29	6	7
TCGA-GU-A763-01A-11D-A32B-08	4	0	36	0	10	20	0
TCGA-GU-A764-01A-11D-A34U-08	22	26	43	0	9	21	8
TCGA-GU-A766-01A-11D-A32B-08	106	75	12	3	4	12	14
TCGA-GU-A767-01A-11D-A32B-08	129	36	0	54	13	182	25
TCGA-GU-AATO-01A-11D-A391-08	111	102	135	0	9	0	0
TCGA-GU-AATP-01A-11D-A391-08	94	113	103	0	13	18	18
TCGA-GU-AATQ-01A-11D-A391-08	100	27	4	33	11	20	0
TCGA-GV-A3JV-01A-11D-A21Z-08	16	20	0	6	81	2	9
TCGA-GV-A3JW-01A-11D-A20D-08	21	11	26	0	17	11	6
TCGA-GV-A3JX-01A-11D-A20D-08	112	45	116	0	9	0	16
TCGA-GV-A3JZ-01A-11D-A21A-08	246	127	0	0	26	45	66
TCGA-GV-A3QF-01A-31D-A22Z-08	0	7	42	22	27	46	3
TCGA-GV-A3QG-01A-11D-A21Z-08	6	8	35	12	19	17	0
TCGA-GV-A3QH-01A-11D-A21Z-08	48	6	91	0	36	0	0
TCGA-GV-A3QI-01A-11D-A21Z-08	33	42	146	104	27	161	6
TCGA-GV-A3QK-01B-11D-A23M-08	31	38	26	11	36	14	11
TCGA-GV-A40E-01A-12D-A23M-08	86	0	62	4	23	9	4
TCGA-GV-A40G-01A-11D-A23M-08	0	32	55	2	55	21	3
TCGA-GV-A6ZA-01A-12D-A339-08	173	95	0	25	25	0	17
TCGA-H4-A2HO-01A-11D-A17V-08	7	9	34	8	36	4	0
TCGA-H4-A2HQ-01A-11D-A17V-08	215	128	0	83	11	58	18
TCGA-HQ-A2OE-01A-11D-A202-08	20	19	69	1	25	12	8
TCGA-HQ-A2OF-01A-11D-A26M-08	4	13	0	0	89	0	6
TCGA-HQ-A5ND-01A-11D-A26M-08	10	10	6	14	26	12	12
TCGA-HQ-A5NE-01A-12D-A289-08	139	134	135	0	6	0	9
TCGA-K4-A3WS-01A-11D-A22Z-08	83	44	86	23	0	82	2
TCGA-K4-A3WU-01B-11D-A23M-08	88	19	19	13	47	4	13
TCGA-K4-A3WV-01A-11D-A22Z-08	0	4	6	18	34	0	7
TCGA-K4-A4AB-01B-12D-A289-08	0	13	28	11	32	20	5
TCGA-K4-A4AC-01A-21D-A26M-08	44	28	0	21	26	27	20
TCGA-K4-A54R-01A-11D-A26M-08	590	381	59	0	0	2	58
TCGA-K4-A5RH-01A-11D-A30E-08	29	77	53	4	15	4	10
TCGA-K4-A5RI-01A-11D-A289-08	11	20	50	18	36	10	5
TCGA-K4-A5RJ-01A-11D-A289-08	112	102	209	0	0	0	9
TCGA-K4-A6FZ-01A-11D-A31L-08	74	85	99	183	0	0	0
TCGA-K4-A6MB-01A-11D-A31L-08	69	88	189	0	27	0	0
TCGA-K4-A83P-01A-11D-A34U-08	93	73	0	86	25	0	0
TCGA-K4-AAQO-01A-11D-A38G-08	97	57	13	36	28	48	3
TCGA-KQ-A41N-01A-11D-A339-08	25	33	0	96	20	54	15
TCGA-KQ-A41O-01A-12D-A34U-08	156	39	37	0	42	5	13
TCGA-KQ-A41P-01A-12D-A339-08	172	116	21	16	17	0	15
TCGA-KQ-A41Q-01A-11D-A339-08	30	29	67	0	32	0	18
TCGA-KQ-A41R-01A-21D-A34U-08	64	402	91	193	57	91	20
TCGA-KQ-A41S-01A-12D-A339-08	127	87	0	14	13	11	9
TCGA-LC-A66R-01A-41D-A30E-08	48	25	0	25	18	7	22
TCGA-LT-A5Z6-01A-11D-A289-08	209	197	219	0	0	0	0
TCGA-LT-A8JT-01A-11D-A364-08	19	20	0	8	24	10	2
TCGA-MV-A51V-01A-11D-A26M-08	1214	192	465	0	0	0	46
TCGA-PQ-A6FI-01A-11D-A31L-08	59	32	5	34	26	12	5
TCGA-PQ-A6FN-01A-11D-A31L-08	14	21	10	0	13	23	0
TCGA-R3-A69X-01A-22D-A30E-08	141	47	7	10	23	10	1
TCGA-S5-A6DX-01A-11D-A31L-08	417	236	57	0	34	0	46
TCGA-S5-AA26-01A-11D-A38G-08	150	65	0	0	31	8	7
TCGA-SY-A9G0-01A-12D-A38G-08	8	4	26	0	20	0	0
TCGA-SY-A9G5-01A-11D-A38G-08	502	311	325	0	0	0	0
TCGA-UY-A78K-01A-11D-A339-08	185	81	28	375	10	178	49
TCGA-UY-A78L-01A-12D-A339-08	108	86	0	13	13	21	4
TCGA-UY-A78M-01A-21D-A34U-08	14	23	78	0	35	0	0
TCGA-UY-A78N-01A-12D-A339-08	0	29	0	145	33	41	5
TCGA-UY-A78O-01A-12D-A339-08	51	25	66	0	55	0	12
TCGA-UY-A78P-01A-12D-A364-08	199	91	0	11	8	6	9
TCGA-UY-A8OB-01A-12D-A42E-08	72	8	0	265	9	0	16
TCGA-UY-A8OC-01A-11D-A364-08	34	31	0	11	17	0	8
TCGA-UY-A8OD-01A-11D-A364-08	21	20	3	18	28	14	0
TCGA-UY-A9PA-01A-11D-A38G-08	19	28	20	70	9	39	0
TCGA-UY-A9PB-01A-11D-A38G-08	146	134	203	79	29	69	0
TCGA-UY-A9PD-01A-11D-A38G-08	17	56	92	61	51	54	8
TCGA-UY-A9PE-01A-11D-A38G-08	77	47	11	3	29	58	19
TCGA-UY-A9PF-01A-11D-A38G-08	7	440	38	42	14	39	13
TCGA-UY-A9PH-01A-11D-A38G-08	174	168	57	0	19	0	22
TCGA-XF-A8HB-01A-11D-A364-08	19	2	0	4	41	4	16
TCGA-XF-A8HC-01A-11D-A364-08	31	80	12	0	34	27	0
TCGA-XF-A8HD-01A-11D-A364-08	247	98	165	0	15	0	32
TCGA-XF-A8HE-01A-11D-A364-08	206	204	23	6	0	17	5
TCGA-XF-A8HF-01A-11D-A364-08	4	13	61	20	14	63	4
TCGA-XF-A8HG-01A-11D-A364-08	61	85	7	73	60	29	4
TCGA-XF-A8HH-01A-11D-A38G-08	54	38	0	1	31	3	11
TCGA-XF-A8HI-01A-11D-A38G-08	24	27	29	0	12	0	0
TCGA-XF-A9SG-01A-12D-A42E-08	47	69	78	0	18	0	9
TCGA-XF-A9SH-01A-11D-A391-08	9	3	25	0	12	0	1
TCGA-XF-A9SI-01A-11D-A391-08	139	93	159	0	0	0	0
TCGA-XF-A9SJ-01A-11D-A391-08	90	156	13	47	22	0	0
TCGA-XF-A9SK-01A-11D-A42E-08	44	28	70	0	12	0	17
TCGA-XF-A9SL-01A-11D-A391-08	59	7	0	18	1	4	0
TCGA-XF-A9SM-01A-11D-A42E-08	118	80	78	0	0	0	0
TCGA-XF-A9SP-01A-11D-A391-08	114	67	78	7	36	16	26
TCGA-XF-A9ST-01A-11D-A42E-08	125	74	202	124	20	64	12
TCGA-XF-A9SU-01A-31D-A391-08	6	2	0	15	27	0	7
TCGA-XF-A9SV-01A-21D-A42E-08	12	9	0	15	26	17	3
TCGA-XF-A9SW-01A-11D-A42E-08	2	20	21	3	16	8	4
TCGA-XF-A9SX-01A-21D-A391-08	3	9	25	30	10	29	7
TCGA-XF-A9SY-01A-21D-A42E-08	97	38	57	0	0	225	42
TCGA-XF-A9SZ-01A-11D-A391-08	61	58	0	36	16	48	1
TCGA-XF-A9T0-01A-11D-A391-08	67	579	0	194	39	82	17
TCGA-XF-A9T2-01A-11D-A42E-08	16	14	53	0	15	0	0
TCGA-XF-A9T3-01A-11D-A42E-08	10	43	66	291	31	36	13
TCGA-XF-A9T4-01A-11D-A391-08	0	1	25	0	15	0	3
TCGA-XF-A9T5-01A-11D-A42E-08	381	236	183	0	0	0	0
TCGA-XF-A9T6-01A-11D-A42E-08	3	105	0	127	33	58	23
TCGA-XF-A9T8-01A-11D-A391-08	513	217	92	0	19	0	0
TCGA-XF-AAME-01A-12D-A42E-08	0	0	0	11	1	8	0
TCGA-XF-AAMF-01A-21D-A42E-08	33	19	0	3	19	10	2
TCGA-XF-AAMG-01A-11D-A42E-08	510	177	313	0	30	17	55
TCGA-XF-AAMH-01A-11D-A42E-08	0	2	7	14	22	15	3
