	0
0	ENSG00000002586
1	ENSG00000004939
2	ENSG00000006116
3	ENSG00000006659
4	ENSG00000007001
5	ENSG00000008197
6	ENSG00000008438
7	ENSG00000010282
8	ENSG00000016490
9	ENSG00000018607
10	ENSG00000020219
11	ENSG00000021852
12	ENSG00000022355
13	ENSG00000036473
14	ENSG00000036565
15	ENSG00000042304
16	ENSG00000042813
17	ENSG00000044012
18	ENSG00000054796
19	ENSG00000054803
20	ENSG00000061492
21	ENSG00000063515
22	ENSG00000064835
23	ENSG00000066813
24	ENSG00000069018
25	ENSG00000069206
26	ENSG00000070748
27	ENSG00000071203
28	ENSG00000071677
29	ENSG00000072080
30	ENSG00000072315
31	ENSG00000073754
32	ENSG00000074771
33	ENSG00000074803
34	ENSG00000075429
35	ENSG00000077009
36	ENSG00000077498
37	ENSG00000079557
38	ENSG00000080166
39	ENSG00000080511
40	ENSG00000080572
41	ENSG00000080910
42	ENSG00000081800
43	ENSG00000082126
44	ENSG00000082929
45	ENSG00000083622
46	ENSG00000088782
47	ENSG00000088926
48	ENSG00000091664
49	ENSG00000094661
50	ENSG00000095110
51	ENSG00000095981
52	ENSG00000096264
53	ENSG00000096395
54	ENSG00000099721
55	ENSG00000100012
56	ENSG00000100341
57	ENSG00000100565
58	ENSG00000100987
59	ENSG00000101074
60	ENSG00000101200
61	ENSG00000101204
62	ENSG00000101251
63	ENSG00000101292
64	ENSG00000101323
65	ENSG00000101327
66	ENSG00000101405
67	ENSG00000101435
68	ENSG00000101438
69	ENSG00000101448
70	ENSG00000101890
71	ENSG00000101892
72	ENSG00000101981
73	ENSG00000102021
74	ENSG00000102055
75	ENSG00000102076
76	ENSG00000102145
77	ENSG00000102195
78	ENSG00000102539
79	ENSG00000102794
80	ENSG00000103200
81	ENSG00000103310
82	ENSG00000103375
83	ENSG00000104499
84	ENSG00000104938
85	ENSG00000104941
86	ENSG00000104970
87	ENSG00000105198
88	ENSG00000105370
89	ENSG00000105392
90	ENSG00000105428
91	ENSG00000105507
92	ENSG00000105550
93	ENSG00000105610
94	ENSG00000105694
95	ENSG00000105695
96	ENSG00000105954
97	ENSG00000106304
98	ENSG00000106331
99	ENSG00000106341
100	ENSG00000106384
101	ENSG00000106436
102	ENSG00000106540
103	ENSG00000106648
104	ENSG00000107447
105	ENSG00000107859
106	ENSG00000108255
107	ENSG00000108452
108	ENSG00000108516
109	ENSG00000108702
110	ENSG00000108878
111	ENSG00000109047
112	ENSG00000109061
113	ENSG00000109132
114	ENSG00000109158
115	ENSG00000109163
116	ENSG00000109208
117	ENSG00000109471
118	ENSG00000109851
119	ENSG00000110243
120	ENSG00000110244
121	ENSG00000110887
122	ENSG00000111046
123	ENSG00000111049
124	ENSG00000111241
125	ENSG00000111536
126	ENSG00000111701
127	ENSG00000111704
128	ENSG00000111783
129	ENSG00000112038
130	ENSG00000112077
131	ENSG00000112115
132	ENSG00000112116
133	ENSG00000112212
134	ENSG00000112337
135	ENSG00000112462
136	ENSG00000112539
137	ENSG00000113100
138	ENSG00000113492
139	ENSG00000113520
140	ENSG00000113525
141	ENSG00000114204
142	ENSG00000114349
143	ENSG00000114487
144	ENSG00000115488
145	ENSG00000115592
146	ENSG00000115593
147	ENSG00000115934
148	ENSG00000116703
149	ENSG00000116721
150	ENSG00000116726
151	ENSG00000116882
152	ENSG00000116981
153	ENSG00000117400
154	ENSG00000117501
155	ENSG00000117507
156	ENSG00000118017
157	ENSG00000118231
158	ENSG00000118245
