	A	B	Mean_A	Mean_B	H-statistic	P-value	Decision
0	SBS1	SBS2	1.8	5.51	29.483332696606933	5.6399642475302275e-08	Rank medians are different
1	SBS1	SBS5	1.8	4.71	50.20058069315957	1.388067317538491e-12	Rank medians are different
2	SBS1	SBS10a	1.8	0.2425	351.7018090998911	1.8052988117766196e-78	Rank medians are different
3	SBS1	SBS10b	1.8	2.7425	18.81152655375371	1.442924531944203e-05	Rank medians are different
4	SBS1	SBS13	1.8	5.1125	27.20997582221255	1.8251451166129553e-07	Rank medians are different
5	SBS1	SBS23	1.8	0.4125	266.52203128152905	6.500328125591491e-60	Rank medians are different
6	SBS2	SBS5	5.51	4.71	0.7219323148966159	0.39551080541435313	Rank medians are similar
7	SBS2	SBS10a	5.51	0.2425	329.76684591588577	1.080360461914359e-73	Rank medians are different
8	SBS2	SBS10b	5.51	2.7425	57.51355799805449	3.356575723174021e-14	Rank medians are different
9	SBS2	SBS13	5.51	5.1125	0.007444065052157612	0.9312446354231714	Rank medians are similar
10	SBS2	SBS23	5.51	0.4125	270.2324508353398	1.0098286452532158e-60	Rank medians are different
11	SBS5	SBS10a	4.71	0.2425	366.6766649101904	9.903663598999964e-82	Rank medians are different
12	SBS5	SBS10b	4.71	2.7425	72.95685140404333	1.3251549519733824e-17	Rank medians are different
13	SBS5	SBS13	4.71	5.1125	0.5973331154135366	0.43959737626489415	Rank medians are similar
14	SBS5	SBS23	4.71	0.4125	303.0234443662147	7.228954485920363e-68	Rank medians are different
15	SBS10a	SBS10b	0.2425	2.7425	138.34959022534377	6.111319779109756e-32	Rank medians are different
16	SBS10a	SBS13	0.2425	5.1125	316.8707621503598	6.958687182320699e-71	Rank medians are different
17	SBS10a	SBS23	0.2425	0.4125	5.539045035604368	0.018596728100561632	Rank medians are different
18	SBS10b	SBS13	2.7425	5.1125	55.26929184192274	1.0509772825591329e-13	Rank medians are different
19	SBS10b	SBS23	2.7425	0.4125	96.31824045379533	9.782460775492497e-23	Rank medians are different
20	SBS13	SBS23	5.1125	0.4125	260.8307741639504	1.1309106746631563e-58	Rank medians are different
