Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E
TCGA-2F-A9KO-01A-11D-A38G-08	17	13	14	0	0
TCGA-2F-A9KP-01A-11D-A38G-08	1	1	2	1	2
TCGA-2F-A9KQ-01A-11D-A38G-08	0	0	0	1	3
TCGA-2F-A9KR-01A-11D-A38G-08	2	1	8	0	0
TCGA-2F-A9KT-01A-11D-A38G-08	9	9	0	4	0
TCGA-2F-A9KW-01A-11D-A38G-08	0	2	0	1	0
TCGA-4Z-AA7M-01A-11D-A391-08	15	10	22	0	0
TCGA-4Z-AA7N-01A-11D-A391-08	0	1	1	0	0
TCGA-4Z-AA7O-01A-31D-A391-08	2	4	3	0	3
TCGA-4Z-AA7Q-01A-11D-A391-08	4	11	1	0	3
TCGA-4Z-AA7R-01A-11D-A391-08	11	8	3	4	1
TCGA-4Z-AA7S-01A-11D-A391-08	0	0	0	1	0
TCGA-4Z-AA7W-01A-11D-A391-08	16	36	0	1	0
TCGA-4Z-AA7Y-01A-11D-A391-08	9	7	0	14	0
TCGA-4Z-AA80-01A-11D-A391-08	14	10	0	0	1
TCGA-4Z-AA81-01A-11D-A391-08	8	3	0	4	5
TCGA-4Z-AA82-01A-11D-A391-08	0	0	4	2	0
TCGA-4Z-AA83-01A-11D-A391-08	0	0	1	2	1
TCGA-4Z-AA84-01A-11D-A391-08	49	0	16	5	17
TCGA-4Z-AA86-01A-11D-A391-08	9	4	3	0	0
TCGA-4Z-AA87-01A-11D-A391-08	6	2	8	0	3
TCGA-4Z-AA89-01A-11D-A391-08	6	2	0	1	0
TCGA-5N-A9KI-01A-31D-A42E-08	3	2	0	1	3
TCGA-5N-A9KM-01A-11D-A42E-08	0	0	2	2	7
TCGA-BL-A0C8-01A-11D-A271-08	1	2	3	0	3
TCGA-BL-A13I-01A-11D-A271-08	3	0	4	0	0
TCGA-BL-A13J-01A-11D-A271-08	0	6	0	0	5
TCGA-BL-A3JM-01A-12D-A21A-08	8	6	0	7	3
TCGA-BL-A5ZZ-01A-31D-A30E-08	6	3	0	1	3
TCGA-BT-A0S7-01A-11D-A10S-08	0	0	0	1	0
TCGA-BT-A0YX-01A-11D-A10S-08	18	14	37	0	0
TCGA-BT-A20J-01A-11D-A14W-08	13	15	0	5	9
TCGA-BT-A20N-01A-11D-A14W-08	0	4	0	8	7
TCGA-BT-A20O-01A-21D-A14W-08	3	0	8	0	0
TCGA-BT-A20P-01A-11D-A14W-08	0	1	6	0	0
TCGA-BT-A20Q-01A-11D-A14W-08	3	2	4	2	0
TCGA-BT-A20R-01A-12D-A16O-08	6	3	8	1	5
TCGA-BT-A20T-01A-11D-A14W-08	7	2	5	3	0
TCGA-BT-A20U-01A-11D-A14W-08	1	1	3	0	0
TCGA-BT-A20V-01A-11D-A14W-08	4	0	2	0	0
TCGA-BT-A20W-01A-21D-A14W-08	1	1	0	4	0
TCGA-BT-A20X-01A-11D-A16O-08	0	0	0	5	0
TCGA-BT-A2LA-01A-11D-A18F-08	3	3	8	1	0
TCGA-BT-A2LB-01A-11D-A18F-08	51	9	10	23	5
TCGA-BT-A2LD-01A-12D-A20D-08	3	0	0	0	0
TCGA-BT-A3PH-01A-11D-A21Z-08	6	23	17	0	0
TCGA-BT-A3PJ-01A-21D-A21Z-08	20	9	4	12	13
TCGA-BT-A3PK-01A-21D-A21Z-08	6	3	19	6	0
TCGA-BT-A42B-01A-32D-A23M-08	0	0	1	3	1
TCGA-BT-A42C-01A-11D-A23M-08	4	11	8	0	4
TCGA-BT-A42E-01A-11D-A23U-08	4	6	0	0	2
TCGA-BT-A42F-01A-11D-A23U-08	4	4	5	0	0
TCGA-C4-A0EZ-01A-21D-A10S-08	2	3	7	3	1
TCGA-C4-A0F0-01A-12D-A10S-08	1	3	0	8	0
TCGA-C4-A0F1-01A-11D-A10S-08	3	0	7	2	0
TCGA-C4-A0F6-01A-11D-A10S-08	4	4	0	0	3
TCGA-C4-A0F7-01A-11D-A10S-08	2	1	0	10	0
TCGA-CF-A1HR-01A-11D-A13W-08	11	8	1	0	0
TCGA-CF-A1HS-01A-11D-A13W-08	7	3	2	8	0
TCGA-CF-A27C-01A-11D-A16O-08	5	1	0	0	0
TCGA-CF-A3MG-01A-11D-A20D-08	8	0	0	0	0
TCGA-CF-A3MI-01A-11D-A20D-08	0	0	4	0	1
TCGA-CF-A47S-01A-11D-A23U-08	0	0	3	0	0
TCGA-CF-A47V-01A-11D-A23U-08	2	0	2	5	0
TCGA-CF-A47W-01A-11D-A23U-08	0	0	2	0	0
TCGA-CF-A47X-01A-31D-A23U-08	7	5	11	1	0
TCGA-CF-A47Y-01A-11D-A23U-08	1	1	3	0	0
TCGA-CF-A5U8-01A-11D-A289-08	0	0	0	2	0
TCGA-CF-A5UA-01A-11D-A289-08	0	0	0	4	0
TCGA-CF-A7I0-01A-22D-A34U-08	0	0	0	4	0
TCGA-CF-A8HX-01A-11D-A364-08	3	1	4	2	0
TCGA-CF-A8HY-01A-11D-A364-08	1	0	2	0	0
TCGA-CF-A9FF-01A-11D-A38G-08	1	0	4	2	1
TCGA-CF-A9FH-01A-11D-A38G-08	0	0	0	0	1
TCGA-CF-A9FL-01A-11D-A38G-08	0	0	4	1	0
TCGA-CU-A0YN-01A-21D-A10S-08	0	0	0	6	3
TCGA-CU-A0YO-01A-11D-A10S-08	3	1	0	4	0
TCGA-CU-A0YR-01A-12D-A10S-08	1	0	9	5	0
TCGA-CU-A3KJ-01A-11D-A21A-08	8	2	8	0	0
TCGA-CU-A3QU-01A-11D-A22Z-08	3	4	0	2	8
TCGA-CU-A3YL-01A-11D-A22Z-08	9	9	0	0	0
TCGA-CU-A5W6-01A-11D-A289-08	15	3	0	7	3
TCGA-CU-A72E-01A-12D-A339-08	2	3	0	4	0
TCGA-DK-A1A3-01A-11D-A13W-08	47	7	9	7	0
TCGA-DK-A1A5-01A-11D-A13W-08	5	8	0	6	0
TCGA-DK-A1A6-01A-11D-A13W-08	10	5	0	4	0
TCGA-DK-A1A7-01A-11D-A13W-08	1	1	6	9	0
