Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G
TCGA-XF-AAMJ-01A-11D-A42E-08	0	2	0	0	9	1	0
TCGA-XF-AAML-01A-11D-A42E-08	51	29	49	0	0	0	10
TCGA-XF-AAMQ-01A-11D-A42E-08	12	19	32	0	6	2	9
TCGA-XF-AAMR-01A-31D-A42E-08	4	0	9	0	1	0	4
TCGA-XF-AAMT-01A-11D-A42E-08	2	11	0	0	1	9	7
TCGA-XF-AAMW-01A-11D-A42E-08	0	0	0	12	0	0	1
TCGA-XF-AAMX-01A-11D-A42E-08	23	21	0	11	10	27	5
TCGA-XF-AAMY-01A-11D-A42E-08	8	12	0	0	6	2	0
TCGA-XF-AAMZ-01A-11D-A42E-08	10	33	0	0	18	8	3
TCGA-XF-AAN0-01A-11D-A42E-08	45	35	25	11	10	0	1
TCGA-XF-AAN1-01A-31D-A42E-08	1	3	3	0	6	9	0
TCGA-XF-AAN2-01A-11D-A42E-08	58	48	0	0	7	0	2
TCGA-XF-AAN3-01A-11D-A42E-08	9	6	9	2	2	3	2
TCGA-XF-AAN4-01A-11D-A42E-08	1	1	4	0	0	2	0
TCGA-XF-AAN5-01A-11D-A42E-08	10	40	11	20	0	1	7
TCGA-XF-AAN7-01A-11D-A42E-08	6	0	0	24	3	0	0
TCGA-YC-A89H-01A-11D-A364-08	301	0	94	10	17	17	29
TCGA-YC-A8S6-01A-31D-A38G-08	2	6	3	0	8	0	2
TCGA-YC-A9TC-01A-22D-A391-08	6	9	0	1	8	1	4
TCGA-YF-AA3L-01A-11D-A38G-08	8	15	0	5	15	37	0
TCGA-YF-AA3M-01A-11D-A42E-08	4	2	0	31	7	0	0
TCGA-ZF-A9R0-01A-11D-A38G-08	12	9	20	0	6	0	1
TCGA-ZF-A9R1-01A-11D-A391-08	7	4	7	0	5	0	0
TCGA-ZF-A9R2-01A-11D-A391-08	13	15	7	8	0	0	0
TCGA-ZF-A9R3-01A-11D-A38G-08	0	4	13	0	2	3	2
TCGA-ZF-A9R4-01A-11D-A38G-08	18	17	19	4	4	0	4
TCGA-ZF-A9R5-01A-12D-A42E-08	1	0	3	15	2	0	1
TCGA-ZF-A9R7-01A-11D-A38G-08	55	98	30	1	0	0	17
TCGA-ZF-A9R9-01A-11D-A38G-08	6	7	28	0	6	0	2
TCGA-ZF-A9RC-01A-11D-A38G-08	188	32	0	31	9	16	0
TCGA-ZF-A9RD-01A-11D-A42E-08	8	15	5	19	2	0	0
TCGA-ZF-A9RE-01A-11D-A38G-08	1	0	5	0	3	3	2
TCGA-ZF-A9RF-01A-11D-A38G-08	3	7	21	10	4	9	6
TCGA-ZF-A9RG-01A-21D-A42E-08	29	24	0	10	4	0	1
TCGA-ZF-A9RL-01A-11D-A38G-08	4	38	0	5	8	22	6
TCGA-ZF-A9RM-01A-11D-A38G-08	2	0	0	1	4	10	0
TCGA-ZF-A9RN-01A-11D-A42E-08	4	8	15	0	11	7	1
TCGA-ZF-AA4N-01A-11D-A38G-08	10	11	2	10	5	3	0
TCGA-ZF-AA4R-01A-11D-A38G-08	0	4	5	0	2	1	3
TCGA-ZF-AA4T-01A-11D-A38G-08	6	0	2	11	7	0	0
TCGA-ZF-AA4U-01A-11D-A38G-08	0	0	4	10	1	0	0
TCGA-ZF-AA4V-01A-11D-A38G-08	98	34	0	1	18	29	2
TCGA-ZF-AA4W-01A-12D-A38G-08	14	24	0	0	34	54	11
TCGA-ZF-AA4X-01A-11D-A38G-08	89	57	0	3	0	11	15
TCGA-ZF-AA51-01A-21D-A391-08	69	92	0	23	7	0	0
TCGA-ZF-AA52-01A-12D-A391-08	7	8	0	6	4	0	2
TCGA-ZF-AA53-01A-11D-A391-08	15	23	0	2	2	0	0
TCGA-ZF-AA54-01A-11D-A391-08	11	17	0	8	7	0	0
TCGA-ZF-AA56-01A-31D-A391-08	6	10	0	13	0	0	0
TCGA-ZF-AA58-01A-12D-A42E-08	10	11	0	29	2	6	0
TCGA-ZF-AA5H-01A-11D-A391-08	3	0	0	0	9	2	0
TCGA-ZF-AA5N-01A-11D-A42E-08	0	1	6	0	3	0	1
TCGA-ZF-AA5P-01A-11D-A391-08	0	1	0	3	0	1	3
