Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F
TCGA-2F-A9KO-01A-11D-A38G-08	424	165	0	64	18	13
TCGA-2F-A9KP-01A-11D-A38G-08	42	36	26	0	45	11
TCGA-2F-A9KQ-01A-11D-A38G-08	8	11	22	0	30	5
TCGA-2F-A9KR-01A-11D-A38G-08	96	98	13	21	24	30
TCGA-2F-A9KT-01A-11D-A38G-08	223	113	21	8	32	17
TCGA-2F-A9KW-01A-11D-A38G-08	12	27	1	55	32	11
TCGA-4Z-AA7M-01A-11D-A391-08	315	161	78	14	59	3
TCGA-4Z-AA7N-01A-11D-A391-08	7	8	1	2	6	0
TCGA-4Z-AA7O-01A-31D-A391-08	71	48	34	26	48	17
TCGA-4Z-AA7Q-01A-11D-A391-08	169	26	36	25	30	8
TCGA-4Z-AA7R-01A-11D-A391-08	205	123	18	42	26	21
TCGA-4Z-AA7S-01A-11D-A391-08	0	6	0	1	52	11
TCGA-4Z-AA7W-01A-11D-A391-08	452	137	53	24	0	0
TCGA-4Z-AA7Y-01A-11D-A391-08	163	119	27	22	13	5
TCGA-4Z-AA80-01A-11D-A391-08	193	115	32	49	54	56
TCGA-4Z-AA81-01A-11D-A391-08	105	90	8	16	24	14
TCGA-4Z-AA82-01A-11D-A391-08	21	25	7	39	37	0
TCGA-4Z-AA83-01A-11D-A391-08	24	23	12	9	35	3
TCGA-4Z-AA84-01A-11D-A391-08	13	370	183	43	40	12
TCGA-4Z-AA86-01A-11D-A391-08	149	64	16	16	10	12
TCGA-4Z-AA87-01A-11D-A391-08	119	61	14	21	60	13
TCGA-4Z-AA89-01A-11D-A391-08	83	38	13	0	24	0
TCGA-5N-A9KI-01A-31D-A42E-08	36	64	31	34	33	15
TCGA-5N-A9KM-01A-11D-A42E-08	0	22	138	75	35	0
TCGA-BL-A0C8-01A-11D-A271-08	49	18	11	20	62	15
TCGA-BL-A13I-01A-11D-A271-08	47	11	55	9	21	5
TCGA-BL-A13J-01A-11D-A271-08	31	10	28	61	1	0
TCGA-BL-A3JM-01A-12D-A21A-08	64	53	53	30	48	4
TCGA-BL-A5ZZ-01A-31D-A30E-08	30	46	49	18	56	0
TCGA-BT-A0S7-01A-11D-A10S-08	0	0	22	10	8	5
TCGA-BT-A0YX-01A-11D-A10S-08	502	246	0	0	33	0
TCGA-BT-A20J-01A-11D-A14W-08	279	194	0	0	58	34
TCGA-BT-A20N-01A-11D-A14W-08	69	20	56	135	24	11
TCGA-BT-A20O-01A-21D-A14W-08	49	38	49	56	21	0
TCGA-BT-A20P-01A-11D-A14W-08	60	0	0	9	22	11
TCGA-BT-A20Q-01A-11D-A14W-08	44	25	5	0	17	18
TCGA-BT-A20R-01A-12D-A16O-08	159	87	0	0	39	34
TCGA-BT-A20T-01A-11D-A14W-08	138	131	33	7	15	7
TCGA-BT-A20U-01A-11D-A14W-08	59	26	0	4	11	6
TCGA-BT-A20V-01A-11D-A14W-08	24	14	11	7	49	22
TCGA-BT-A20W-01A-21D-A14W-08	21	3	1	25	26	7
TCGA-BT-A20X-01A-11D-A16O-08	8	2	23	32	9	10
TCGA-BT-A2LA-01A-11D-A18F-08	44	42	0	0	126	0
TCGA-BT-A2LB-01A-11D-A18F-08	58	344	300	9	41	33
TCGA-BT-A2LD-01A-12D-A20D-08	7	18	11	17	63	6
TCGA-BT-A3PH-01A-11D-A21Z-08	398	108	23	0	33	0
TCGA-BT-A3PJ-01A-21D-A21Z-08	163	239	137	42	30	28
TCGA-BT-A3PK-01A-21D-A21Z-08	83	39	197	91	22	4
TCGA-BT-A42B-01A-32D-A23M-08	3	11	0	17	48	0
TCGA-BT-A42C-01A-11D-A23M-08	133	63	89	101	30	29
TCGA-BT-A42E-01A-11D-A23U-08	111	32	27	0	25	4
TCGA-BT-A42F-01A-11D-A23U-08	108	61	10	18	0	0
TCGA-C4-A0EZ-01A-21D-A10S-08	41	43	44	32	70	15
TCGA-C4-A0F0-01A-12D-A10S-08	12	7	35	30	31	0
TCGA-C4-A0F1-01A-11D-A10S-08	67	59	0	22	42	19
TCGA-C4-A0F6-01A-11D-A10S-08	130	40	6	0	56	13
TCGA-C4-A0F7-01A-11D-A10S-08	5	12	0	16	58	6
TCGA-CF-A1HR-01A-11D-A13W-08	165	89	28	0	23	10
TCGA-CF-A1HS-01A-11D-A13W-08	192	0	55	24	16	13
TCGA-CF-A27C-01A-11D-A16O-08	100	43	8	14	17	0
TCGA-CF-A3MF-01A-12D-A21A-08	0	4	1	1	19	0
TCGA-CF-A3MG-01A-11D-A20D-08	81	39	7	10	33	0
TCGA-CF-A3MH-01A-11D-A20D-08	12	2	12	2	22	2
TCGA-CF-A3MI-01A-11D-A20D-08	27	9	8	0	34	7
TCGA-CF-A47S-01A-11D-A23U-08	0	4	0	7	17	2
TCGA-CF-A47T-01A-11D-A23U-08	1	6	9	0	10	6
TCGA-CF-A47V-01A-11D-A23U-08	36	17	24	31	20	2
TCGA-CF-A47W-01A-11D-A23U-08	0	4	4	12	12	4
TCGA-CF-A47X-01A-31D-A23U-08	203	118	21	5	45	8
TCGA-CF-A47Y-01A-11D-A23U-08	28	2	21	16	8	5
TCGA-CF-A5U8-01A-11D-A289-08	0	3	25	19	20	5
TCGA-CF-A5UA-01A-11D-A289-08	20	0	0	10	54	10
TCGA-CF-A7I0-01A-22D-A34U-08	12	15	13	11	15	2
TCGA-CF-A8HX-01A-11D-A364-08	19	30	0	15	11	6
TCGA-CF-A8HY-01A-11D-A364-08	13	0	0	56	20	6
TCGA-CF-A9FF-01A-11D-A38G-08	62	65	10	5	19	6
TCGA-CF-A9FH-01A-11D-A38G-08	1	1	6	4	18	11
TCGA-CF-A9FL-01A-11D-A38G-08	0	2	9	22	21	9
TCGA-CF-A9FM-01A-11D-A38G-08	0	0	15	6	8	0
TCGA-CU-A0YN-01A-21D-A10S-08	0	17	87	57	41	0
TCGA-CU-A0YO-01A-11D-A10S-08	25	24	15	8	35	7
TCGA-CU-A0YR-01A-12D-A10S-08	2	14	107	29	23	1
TCGA-CU-A3KJ-01A-11D-A21A-08	133	52	35	21	37	3
TCGA-CU-A3QU-01A-11D-A22Z-08	37	32	16	6	26	12
TCGA-CU-A3YL-01A-11D-A22Z-08	153	86	4	0	26	12
TCGA-CU-A5W6-01A-11D-A289-08	90	87	20	29	30	4
TCGA-CU-A72E-01A-12D-A339-08	51	27	13	3	28	0
TCGA-DK-A1A3-01A-11D-A13W-08	214	368	116	22	17	14
TCGA-DK-A1A5-01A-11D-A13W-08	168	96	18	0	21	12
TCGA-DK-A1A6-01A-11D-A13W-08	137	34	43	62	8	0
TCGA-DK-A1A7-01A-11D-A13W-08	13	31	137	28	55	0
TCGA-DK-A1AA-01A-11D-A13W-08	6	8	40	30	11	7
TCGA-DK-A1AB-01A-11D-A13W-08	140	92	0	0	12	0
TCGA-DK-A1AC-01A-11D-A13W-08	458	1294	38	53	18	41
TCGA-DK-A1AD-01A-11D-A13W-08	82	55	73	31	32	16
TCGA-DK-A1AE-01A-11D-A13W-08	48	39	6	27	21	1
TCGA-DK-A1AF-01A-11D-A13W-08	61	31	8	10	0	5
TCGA-DK-A1AG-01A-11D-A13W-08	74	46	7	4	26	12
TCGA-DK-A2HX-01A-12D-A18F-08	25	41	13	19	26	6
TCGA-DK-A2I1-01A-11D-A17V-08	130	68	0	8	18	14
TCGA-DK-A2I2-01A-11D-A17V-08	19	33	42	3	14	0
TCGA-DK-A2I4-01A-11D-A21A-08	484	578	0	14	19	29
TCGA-DK-A2I6-01A-12D-A18F-08	43	112	131	39	19	21
TCGA-DK-A3IK-01A-32D-A21A-08	83	17	6	86	45	16
TCGA-DK-A3IL-01A-11D-A20D-08	5	4	35	120	29	24
TCGA-DK-A3IM-01A-11D-A20D-08	0	3	26	29	42	1
TCGA-DK-A3IN-01A-11D-A20D-08	235	151	31	12	23	10
TCGA-DK-A3IQ-01A-31D-A20D-08	80	74	7	20	26	12
TCGA-DK-A3IS-01A-21D-A21A-08	200	171	0	11	40	6
TCGA-DK-A3IT-01A-31D-A20D-08	333	80	16	56	6	11
TCGA-DK-A3IU-01A-11D-A20D-08	185	199	48	49	22	5
TCGA-DK-A3IV-01A-22D-A21A-08	19	23	18	10	13	6
TCGA-DK-A3WW-01A-22D-A23M-08	793	618	0	44	2	76
TCGA-DK-A3WX-01A-22D-A22Z-08	4	15	3	8	23	0
TCGA-DK-A3WY-01A-11D-A22Z-08	10	6	1	0	2	0
TCGA-DK-A3X1-01A-12D-A22Z-08	473	466	0	68	0	110
TCGA-DK-A3X2-01A-11D-A22Z-08	25	21	15	21	62	3
TCGA-DK-A6AV-01A-12D-A30E-08	34	42	15	30	25	9
TCGA-DK-A6AW-01A-11D-A30E-08	0	8	8	0	0	4950
TCGA-DK-A6B0-01A-11D-A31L-08	1	1	11	5	7	0
TCGA-DK-A6B1-01A-12D-A30E-08	30	55	32	5	49	9
TCGA-DK-A6B2-01A-11D-A30E-08	48	36	45	48	54	13
TCGA-DK-A6B5-01A-11D-A31L-08	56	45	26	35	6	1
TCGA-DK-A6B6-01A-11D-A30E-08	398	854	0	8	15	0
TCGA-DK-AA6L-01A-11D-A391-08	259	116	29	32	19	0
TCGA-DK-AA6M-01A-11D-A391-08	6	16	0	16	36	12
TCGA-DK-AA6P-01A-11D-A391-08	64	71	35	31	11	7
TCGA-DK-AA6Q-01A-11D-A391-08	55	28	17	26	14	5
TCGA-DK-AA6R-01A-11D-A42E-08	47	51	19	260	22	14
TCGA-DK-AA6S-01A-21D-A391-08	383	191	13	91	8	0
TCGA-DK-AA6T-01A-11D-A391-08	22	0	20	3	25	13
TCGA-DK-AA6U-01A-11D-A391-08	111	107	15	246	37	18
TCGA-DK-AA6W-01A-12D-A391-08	134	88	0	18	67	3
TCGA-DK-AA6X-01A-12D-A42E-08	65	25	12	0	15	10
TCGA-DK-AA71-01A-31D-A391-08	467	353	0	1	14	0
TCGA-DK-AA74-01A-11D-A391-08	130	55	19	23	12	8
TCGA-DK-AA75-01A-11D-A391-08	127	327	49	30	36	66
TCGA-DK-AA76-01A-11D-A391-08	89	61	20	75	24	23
TCGA-DK-AA77-01A-11D-A391-08	23	80	56	252	66	2
TCGA-E5-A2PC-01A-11D-A202-08	24	58	88	88	25	13
TCGA-E5-A4TZ-01A-11D-A31L-08	296	99	0	53	125	5
TCGA-E5-A4U1-01A-11D-A31L-08	397	210	17	76	32	16
TCGA-E7-A3X6-01A-12D-A22Z-08	51	36	13	0	16	0
TCGA-E7-A3Y1-01A-11D-A22Z-08	4	11	77	53	48	1
TCGA-E7-A4IJ-01A-31D-A26M-08	156	93	47	104	10	28
