	A	B	Mean_A	Mean_B	H-statistic	P-value	Decision
0	SBS1	SBS2	3.521951219512195	12.53170731707317	69.42737465736896	7.92806426192172e-17	Rank medians are different
1	SBS1	SBS5	3.521951219512195	12.809756097560976	218.18537516622786	2.2501259778704617e-49	Rank medians are different
2	SBS1	SBS10a	3.521951219512195	0.526829268292683	523.9246231056156	5.92508078093116e-116	Rank medians are different
3	SBS1	SBS10b	3.521951219512195	2.7463414634146344	204.03731543514465	2.746895440205064e-46	Rank medians are different
4	SBS1	SBS13	3.521951219512195	12.731707317073171	81.16024490105892	2.0813717887771754e-19	Rank medians are different
5	SBS2	SBS5	12.53170731707317	12.809756097560976	14.695649709109526	0.0001263376624869476	Rank medians are different
6	SBS2	SBS10a	12.53170731707317	0.526829268292683	456.7919228646086	2.3989959428142806e-101	Rank medians are different
7	SBS2	SBS10b	12.53170731707317	2.7463414634146344	251.9944412106085	9.542019079586365e-57	Rank medians are different
8	SBS2	SBS13	12.53170731707317	12.731707317073171	0.4725132316367903	0.4918332309692113	Rank medians are similar
9	SBS5	SBS10a	12.809756097560976	0.526829268292683	588.4995212242632	5.31232711082022e-130	Rank medians are different
10	SBS5	SBS10b	12.809756097560976	2.7463414634146344	378.5660261569085	2.553650246771834e-84	Rank medians are different
11	SBS5	SBS13	12.809756097560976	12.731707317073171	7.969634205408384	0.004756855046617188	Rank medians are different
12	SBS10a	SBS10b	0.526829268292683	2.7463414634146344	68.98930619296772	9.899878890473539e-17	Rank medians are different
13	SBS10a	SBS13	0.526829268292683	12.731707317073171	448.7975594669279	1.3176518667447837e-99	Rank medians are different
14	SBS10b	SBS13	2.7463414634146344	12.731707317073171	254.9210641501473	2.1960600398049866e-57	Rank medians are different
