Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E
TCGA-CF-A47S-01A-11D-A23U-08	0	0	3	4	0
TCGA-CF-A47T-01A-11D-A23U-08	0	0	3	6	1
TCGA-CF-A47V-01A-11D-A23U-08	9	7	0	17	0
TCGA-CF-A47W-01A-11D-A23U-08	0	0	2	5	0
TCGA-CF-A47X-01A-31D-A23U-08	32	46	0	17	0
TCGA-CF-A47Y-01A-11D-A23U-08	1	9	5	0	4
TCGA-CF-A5U8-01A-11D-A289-08	3	0	5	7	1
TCGA-CF-A5UA-01A-11D-A289-08	0	2	0	11	2
TCGA-CF-A7I0-01A-22D-A34U-08	3	2	6	6	2
TCGA-CF-A8HX-01A-11D-A364-08	10	2	0	4	0
TCGA-CF-A8HY-01A-11D-A364-08	0	1	14	7	0
TCGA-CF-A9FF-01A-11D-A38G-08	12	5	0	6	6
TCGA-CF-A9FH-01A-11D-A38G-08	0	0	0	2	2
TCGA-CF-A9FL-01A-11D-A38G-08	0	0	3	4	5
TCGA-CF-A9FM-01A-11D-A38G-08	0	0	4	3	0
TCGA-CU-A0YN-01A-21D-A10S-08	6	0	33	0	0
TCGA-CU-A0YO-01A-11D-A10S-08	4	1	3	15	5
TCGA-CU-A0YR-01A-12D-A10S-08	4	0	32	6	1
TCGA-CU-A3KJ-01A-11D-A21A-08	20	25	12	2	0
TCGA-CU-A3QU-01A-11D-A22Z-08	9	8	1	7	2
TCGA-CU-A3YL-01A-11D-A22Z-08	23	23	0	5	13
TCGA-CU-A5W6-01A-11D-A289-08	22	21	3	13	8
TCGA-CU-A72E-01A-12D-A339-08	13	11	0	11	0
TCGA-DK-A1A3-01A-11D-A13W-08	78	46	16	7	4
TCGA-DK-A1A5-01A-11D-A13W-08	19	35	10	3	2
TCGA-DK-A1A6-01A-11D-A13W-08	15	28	11	8	0
TCGA-DK-A1A7-01A-11D-A13W-08	11	1	21	24	4
TCGA-DK-A1AA-01A-11D-A13W-08	2	1	11	3	3
TCGA-DK-A1AB-01A-11D-A13W-08	13	29	0	6	0
TCGA-DK-A1AC-01A-11D-A13W-08	323	103	0	9	30
TCGA-DK-A1AD-01A-11D-A13W-08	14	14	13	14	3
TCGA-DK-A1AE-01A-11D-A13W-08	14	4	14	0	4
TCGA-DK-A1AF-01A-11D-A13W-08	4	15	9	0	2
TCGA-DK-A1AG-01A-11D-A13W-08	11	20	2	9	8
TCGA-DK-A2HX-01A-12D-A18F-08	4	7	0	15	1
TCGA-DK-A2I1-01A-11D-A17V-08	28	13	0	4	0
TCGA-DK-A2I2-01A-11D-A17V-08	11	1	0	10	0
TCGA-DK-A2I4-01A-11D-A21A-08	147	95	5	13	7
TCGA-DK-A2I6-01A-12D-A18F-08	23	18	22	9	6
TCGA-DK-A3IK-01A-32D-A21A-08	5	15	24	14	6
TCGA-DK-A3IL-01A-11D-A20D-08	0	5	29	1	9
TCGA-DK-A3IM-01A-11D-A20D-08	3	0	4	19	0
TCGA-DK-A3IN-01A-11D-A20D-08	42	37	12	0	2
TCGA-DK-A3IQ-01A-31D-A20D-08	11	22	1	11	4
TCGA-DK-A3IS-01A-21D-A21A-08	39	31	0	11	3
TCGA-DK-A3IT-01A-31D-A20D-08	25	67	16	0	2
TCGA-DK-A3IU-01A-11D-A20D-08	44	18	19	17	8
TCGA-DK-A3IV-01A-22D-A21A-08	3	2	10	2	0
TCGA-DK-A3WW-01A-22D-A23M-08	151	161	17	0	26
TCGA-DK-A3WX-01A-22D-A22Z-08	5	1	0	7	0
TCGA-DK-A3WY-01A-11D-A22Z-08	1	6	1	0	0
TCGA-DK-A3X1-01A-12D-A22Z-08	149	77	30	0	8
TCGA-DK-A3X2-01A-11D-A22Z-08	3	7	0	23	0
TCGA-DK-A6AV-01A-12D-A30E-08	18	8	8	0	3
TCGA-DK-A6AW-01A-11D-A30E-08	1	0	7	0	1028
TCGA-DK-A6B0-01A-11D-A31L-08	0	0	2	0	0
TCGA-DK-A6B1-01A-12D-A30E-08	19	8	0	19	4
TCGA-DK-A6B2-01A-11D-A30E-08	6	15	1	22	7
TCGA-DK-A6B5-01A-11D-A31L-08	21	11	16	2	0
TCGA-DK-A6B6-01A-11D-A30E-08	186	105	0	21	23
TCGA-DK-AA6L-01A-11D-A391-08	23	45	5	7	6
TCGA-DK-AA6M-01A-11D-A391-08	8	0	0	14	0
TCGA-DK-AA6P-01A-11D-A391-08	19	16	13	0	6
TCGA-DK-AA6Q-01A-11D-A391-08	6	17	5	3	2
TCGA-DK-AA6R-01A-11D-A42E-08	11	12	66	3	4
TCGA-DK-AA6S-01A-21D-A391-08	37	75	34	0	6
TCGA-DK-AA6T-01A-11D-A391-08	0	7	0	5	2
TCGA-DK-AA6U-01A-11D-A391-08	37	25	57	9	0
TCGA-DK-AA6W-01A-12D-A391-08	23	17	0	17	8
TCGA-DK-AA6X-01A-12D-A42E-08	4	11	0	4	5
TCGA-DK-AA71-01A-31D-A391-08	59	72	0	13	9
TCGA-DK-AA74-01A-11D-A391-08	13	22	15	0	8
TCGA-DK-AA75-01A-11D-A391-08	75	20	6	1	27
TCGA-DK-AA76-01A-11D-A391-08	21	22	15	7	0
TCGA-DK-AA77-01A-11D-A391-08	10	6	56	16	7
TCGA-E5-A2PC-01A-11D-A202-08	25	7	15	24	0
TCGA-E5-A4TZ-01A-11D-A31L-08	31	49	0	35	4
TCGA-E5-A4U1-01A-11D-A31L-08	58	86	10	3	13
TCGA-E7-A3X6-01A-12D-A22Z-08	19	6	2	1	3
TCGA-E7-A3Y1-01A-11D-A22Z-08	2	0	34	17	0
TCGA-E7-A4IJ-01A-31D-A26M-08	41	27	21	4	3
TCGA-E7-A4XJ-01A-11D-A26M-08	0	0	0	4	0
TCGA-E7-A519-01A-11D-A26M-08	1	5	3	5	4
TCGA-E7-A541-01A-11D-A26M-08	28	33	22	17	10
TCGA-E7-A5KE-01A-11D-A289-08	13	5	20	23	13
TCGA-E7-A5KF-01A-11D-A289-08	21	24	5	0	10
TCGA-E7-A677-01A-11D-A30E-08	0	1	44	13	1
TCGA-E7-A678-01A-11D-A30E-08	0	0	6	2	0
TCGA-E7-A6MD-01A-41D-A34U-08	47	39	13	29	3
TCGA-E7-A6ME-01A-22D-A32B-08	0	3	22	6	3
TCGA-E7-A6MF-01A-12D-A32B-08	5	7	3	0	0
TCGA-E7-A7DU-01A-11D-A32B-08	24	24	5	3	8
TCGA-E7-A7DV-01A-11D-A339-08	9	42	0	7	9
TCGA-E7-A7PW-01A-11D-A34U-08	9	3	8	5	0
TCGA-E7-A7XN-01A-11D-A34U-08	87	135	0	4	15
TCGA-E7-A85H-01A-11D-A34U-08	17	1	65	40	0
TCGA-E7-A8O7-01A-11D-A364-08	2	1	1	2	1
TCGA-E7-A8O8-01A-11D-A364-08	0	5	2	21	0
TCGA-E7-A97P-01A-11D-A38G-08	4	4	26	15	6
TCGA-E7-A97Q-01A-11D-A38G-08	1	3	14	0	2
TCGA-FD-A3B3-01A-12D-A202-08	7	18	0	8	9
TCGA-FD-A3B4-01A-12D-A202-08	0	1	15	0	6
TCGA-FD-A3B5-01A-11D-A20D-08	12	9	7	13	2
TCGA-FD-A3B6-01A-21D-A20D-08	17	19	10	4	3
TCGA-FD-A3B7-01A-31D-A20D-08	0	1	4	13	0
TCGA-FD-A3B8-01A-31D-A20D-08	1	3	0	1	0
TCGA-FD-A3N5-01A-11D-A21A-08	1	0	60	22	5
TCGA-FD-A3N6-01A-11D-A21A-08	7	3	0	11	7
TCGA-FD-A3NA-01A-11D-A21A-08	23	10	4	0	0
TCGA-FD-A3SJ-01A-12D-A22Z-08	9	23	18	20	2
TCGA-FD-A3SL-01A-21D-A22Z-08	6	18	19	11	10
TCGA-FD-A3SM-01A-11D-A22Z-08	14	24	1	6	0
TCGA-FD-A3SN-01A-12D-A22Z-08	65	10	7	10	3
TCGA-FD-A3SO-01A-11D-A22Z-08	58	35	2	10	4
TCGA-FD-A3SP-01A-31D-A22Z-08	6	6	11	5	2
TCGA-FD-A3SQ-01A-21D-A22Z-08	0	4	0	15	0
TCGA-FD-A3SR-01A-11D-A22Z-08	7	9	10	9	4
TCGA-FD-A3SS-01A-12D-A22Z-08	79	48	0	4	11
TCGA-FD-A43N-01A-11D-A23U-08	7	20	0	28	2
TCGA-FD-A43P-01A-31D-A23U-08	31	48	25	14	5
TCGA-FD-A43S-01A-21D-A23U-08	0	0	1	0	0
TCGA-FD-A43U-01A-11D-A23U-08	2	0	6	6	0
TCGA-FD-A43X-01A-11D-A23U-08	31	27	8	10	6
TCGA-FD-A43Y-01A-21D-A26M-08	0	2	0	17	1
TCGA-FD-A5BR-01A-11D-A26M-08	0	0	8	10	1
TCGA-FD-A5BS-01A-21D-A26M-08	3	1	2	3	0
TCGA-FD-A5BT-01A-11D-A26M-08	12	19	3	1	3
TCGA-FD-A5BU-01A-31D-A26M-08	4	1	10	6	1
TCGA-FD-A5BV-01A-11D-A26M-08	0	2	15	10	0
TCGA-FD-A5BX-01A-11D-A26M-08	43	57	4	0	7
TCGA-FD-A5BY-01A-31D-A289-08	5	0	3	10	0
TCGA-FD-A5BZ-01A-11D-A289-08	4	7	15	2	8
TCGA-FD-A5C0-01A-11D-A289-08	5	7	9	23	3
TCGA-FD-A5C1-01A-11D-A289-08	11	15	5	12	5
TCGA-FD-A62N-01A-11D-A30E-08	0	0	21	2	0
TCGA-FD-A62O-01A-11D-A30E-08	15	17	0	15	9
TCGA-FD-A62P-01A-32D-A30E-08	27	36	13	9	17
TCGA-FD-A62S-01A-11D-A30E-08	0	1	5	15	0
TCGA-FD-A6TA-01A-12D-A339-08	18	54	0	0	4
TCGA-FD-A6TB-01A-12D-A339-08	10	34	0	0	6
TCGA-FD-A6TC-01A-21D-A339-08	117	135	0	8	0
TCGA-FD-A6TD-01A-51D-A339-08	16	5	10	8	0
TCGA-FD-A6TE-01A-12D-A339-08	22	33	0	5	0
TCGA-FD-A6TF-01A-52D-A32B-08	9	20	6	18	1
TCGA-FD-A6TG-01A-11D-A32B-08	31	27	57	9	6
TCGA-FD-A6TH-01A-11D-A32B-08	11	14	0	23	5
TCGA-FD-A6TI-01A-11D-A32B-08	2	4	5	10	9
TCGA-FD-A6TK-01A-42D-A339-08	4	7	11	6	0
TCGA-FJ-A3Z7-01A-12D-A23M-08	41	33	0	21	0
TCGA-FJ-A3Z9-01A-11D-A26M-08	3	4	0	9	3
TCGA-FJ-A3ZE-01A-11D-A23M-08	0	0	93	7	4
TCGA-FJ-A3ZF-01A-11D-A23M-08	26	10	27	5	9
TCGA-FJ-A871-01A-11D-A34U-08	0	2	5	6	2
TCGA-FT-A3EE-01A-11D-A202-08	6	3	13	15	3
TCGA-FT-A61P-01A-11D-A30E-08	8	5	30	7	7
TCGA-G2-A2EC-01A-11D-A17V-08	33	17	0	1	4
TCGA-G2-A2EF-01A-12D-A18F-08	36	41	5	0	0
TCGA-G2-A2EJ-01A-11D-A17V-08	12	35	20	0	2
TCGA-G2-A2EK-01A-22D-A18F-08	4	1	0	8	0
TCGA-G2-A2EL-01A-12D-A18F-08	15	25	0	9	3
TCGA-G2-A2EO-01A-11D-A17V-08	102	131	0	5	9
TCGA-G2-A2ES-01A-11D-A17V-08	38	7	61	11	0
TCGA-G2-A3IB-01A-11D-A20D-08	4	0	16	0	3
TCGA-G2-A3IE-01A-11D-A20D-08	31	48	1	2	0
TCGA-G2-A3VY-01A-11D-A22Z-08	49	137	0	4	2
TCGA-G2-AA3B-01A-11D-A391-08	61	97	9	0	13
TCGA-G2-AA3C-01A-21D-A391-08	17	28	7	12	3
TCGA-G2-AA3D-01A-11D-A391-08	25	42	0	0	3
TCGA-G2-AA3F-01A-12D-A42E-08	4	8	15	6	0
TCGA-GC-A3BM-01A-11D-A22Z-08	4	7	0	20	2
TCGA-GC-A3I6-01A-11D-A20D-08	14	10	6	6	7
TCGA-GC-A3OO-01A-11D-A22Z-08	21	6	17	0	3
TCGA-GC-A3RB-01A-12D-A21Z-08	5	15	0	21	5
TCGA-GC-A3RC-01A-11D-A22Z-08	28	12	41	13	2
TCGA-GC-A3RD-01A-12D-A22Z-08	5	5	14	1	0
TCGA-GC-A3WC-01A-31D-A22Z-08	8	11	4	14	5
TCGA-GC-A3YS-01A-11D-A23M-08	18	14	22	2	6
TCGA-GC-A4ZW-01A-11D-A26M-08	57	107	11	0	8
TCGA-GC-A6I1-01A-12D-A31L-08	22	17	1	12	7
TCGA-GC-A6I3-01A-11D-A31L-08	14	25	13	7	3
TCGA-GD-A2C5-01A-12D-A17V-08	23	33	6	12	3
TCGA-GD-A3OP-01A-21D-A21Z-08	28	28	23	5	3
TCGA-GD-A3OQ-01A-32D-A21Z-08	3	10	2	6	3
TCGA-GD-A3OS-01A-12D-A21Z-08	5	1	3	12	0
TCGA-GD-A6C6-01A-21D-A31L-08	28	31	11	3	5
TCGA-GD-A76B-01A-11D-A32B-08	11	8	4	11	5
TCGA-GU-A42P-01A-11D-A23U-08	25	16	24	0	5
TCGA-GU-A42Q-01A-11D-A23U-08	12	18	1	10	3
TCGA-GU-A42R-01A-11D-A23M-08	14	14	11	0	4
TCGA-GU-A762-01A-11D-A339-08	2	5	0	7	5
TCGA-GU-A763-01A-11D-A32B-08	2	2	3	5	3
TCGA-GU-A764-01A-11D-A34U-08	10	7	8	3	3
TCGA-GU-A766-01A-11D-A32B-08	17	25	0	0	0
TCGA-GU-A767-01A-11D-A32B-08	16	12	69	0	6
TCGA-GU-AATO-01A-11D-A391-08	33	35	10	10	0
TCGA-GU-AATP-01A-11D-A391-08	41	43	5	15	4
TCGA-GU-AATQ-01A-11D-A391-08	6	23	18	0	1
TCGA-GV-A3JV-01A-11D-A21Z-08	5	4	0	17	1
TCGA-GV-A3JW-01A-11D-A20D-08	0	7	11	2	2
TCGA-GV-A3JX-01A-11D-A20D-08	19	30	11	2	5
TCGA-GV-A3JZ-01A-11D-A21A-08	32	57	1	6	25
TCGA-GV-A3QF-01A-31D-A22Z-08	5	0	27	6	0
TCGA-GV-A3QG-01A-11D-A21Z-08	2	3	3	12	0
TCGA-GV-A3QH-01A-11D-A21Z-08	6	19	2	15	0
TCGA-GV-A3QI-01A-11D-A21Z-08	12	8	83	15	7
TCGA-GV-A3QK-01B-11D-A23M-08	9	6	0	18	9
TCGA-GV-A40E-01A-12D-A23M-08	3	25	8	12	5
TCGA-GV-A40G-01A-11D-A23M-08	12	6	9	26	0
TCGA-GV-A6ZA-01A-12D-A339-08	12	43	6	7	10
TCGA-H4-A2HO-01A-11D-A17V-08	7	1	0	15	0
TCGA-H4-A2HQ-01A-11D-A17V-08	56	30	41	2	0
TCGA-HQ-A2OE-01A-11D-A202-08	6	19	19	5	0
TCGA-HQ-A2OF-01A-11D-A26M-08	2	1	0	25	1
TCGA-HQ-A5ND-01A-11D-A26M-08	3	5	2	8	9
TCGA-HQ-A5NE-01A-12D-A289-08	31	50	0	20	0
TCGA-K4-A3WS-01A-11D-A22Z-08	14	12	42	4	6
TCGA-K4-A3WU-01B-11D-A23M-08	9	19	0	20	9
TCGA-K4-A3WV-01A-11D-A22Z-08	3	0	9	6	1
TCGA-K4-A4AB-01B-12D-A289-08	0	7	6	17	0
TCGA-K4-A4AC-01A-21D-A26M-08	8	7	7	16	9
TCGA-K4-A54R-01A-11D-A26M-08	105	127	0	0	38
TCGA-K4-A5RH-01A-11D-A30E-08	17	14	10	0	4
TCGA-K4-A5RI-01A-11D-A289-08	3	6	10	10	8
TCGA-K4-A5RJ-01A-11D-A289-08	29	43	22	0	10
TCGA-K4-A6FZ-01A-11D-A31L-08	35	14	65	0	0
TCGA-K4-A6MB-01A-11D-A31L-08	26	37	10	11	3
TCGA-K4-A83P-01A-11D-A34U-08	20	12	12	4	3
TCGA-K4-AAQO-01A-11D-A38G-08	22	14	21	8	0
TCGA-KQ-A41N-01A-11D-A339-08	12	5	23	0	7
TCGA-KQ-A41O-01A-12D-A34U-08	10	36	0	12	3
TCGA-KQ-A41P-01A-12D-A339-08	31	34	0	10	14
TCGA-KQ-A41Q-01A-11D-A339-08	8	12	0	14	2
TCGA-KQ-A41R-01A-21D-A34U-08	118	14	55	35	0
TCGA-KQ-A41S-01A-12D-A339-08	17	25	8	0	11
TCGA-LC-A66R-01A-41D-A30E-08	8	14	0	8	10
TCGA-LT-A5Z6-01A-11D-A289-08	85	76	17	0	0
TCGA-LT-A8JT-01A-11D-A364-08	9	6	0	6	2
TCGA-MV-A51V-01A-11D-A26M-08	109	314	18	0	23
TCGA-PQ-A6FI-01A-11D-A31L-08	10	9	7	7	8
TCGA-PQ-A6FN-01A-11D-A31L-08	4	4	11	4	0
TCGA-R3-A69X-01A-22D-A30E-08	30	18	3	1	2
TCGA-S5-A6DX-01A-11D-A31L-08	76	93	10	19	2
TCGA-S5-AA26-01A-11D-A38G-08	27	31	0	10	0
TCGA-SY-A9G0-01A-12D-A38G-08	0	6	0	3	5
TCGA-SY-A9G5-01A-11D-A38G-08	102	133	0	6	8
TCGA-UY-A78K-01A-11D-A339-08	20	41	138	6	6
TCGA-UY-A78L-01A-12D-A339-08	26	22	5	2	3
TCGA-UY-A78M-01A-21D-A34U-08	10	10	3	10	2
TCGA-UY-A78N-01A-12D-A339-08	7	0	37	9	2
TCGA-UY-A78O-01A-12D-A339-08	11	6	0	20	1
TCGA-UY-A78P-01A-12D-A364-08	26	37	3	5	3
TCGA-UY-A8OB-01A-12D-A42E-08	2	12	49	1	6
TCGA-UY-A8OC-01A-11D-A364-08	6	9	0	5	7
TCGA-UY-A8OD-01A-11D-A364-08	5	5	4	9	0
TCGA-UY-A9PA-01A-11D-A38G-08	7	3	15	18	0
TCGA-UY-A9PB-01A-11D-A38G-08	34	41	56	21	12
TCGA-UY-A9PD-01A-11D-A38G-08	16	13	21	32	3
TCGA-UY-A9PE-01A-11D-A38G-08	12	23	8	6	6
TCGA-UY-A9PF-01A-11D-A38G-08	108	6	14	18	0
TCGA-UY-A9PH-01A-11D-A38G-08	34	44	0	15	4
TCGA-XF-A8HB-01A-11D-A364-08	0	5	4	5	5
TCGA-XF-A8HC-01A-11D-A364-08	22	8	4	4	0
TCGA-XF-A8HD-01A-11D-A364-08	26	58	7	15	1
TCGA-XF-A8HE-01A-11D-A364-08	52	39	11	1	8
TCGA-XF-A8HF-01A-11D-A364-08	3	5	23	3	1
TCGA-XF-A8HG-01A-11D-A364-08	23	13	18	34	0
TCGA-XF-A8HH-01A-11D-A38G-08	4	12	0	9	5
TCGA-XF-A8HI-01A-11D-A38G-08	7	4	0	4	0
TCGA-XF-A9SG-01A-12D-A42E-08	26	17	2	5	1
TCGA-XF-A9SH-01A-11D-A391-08	2	2	0	8	0
TCGA-XF-A9SI-01A-11D-A391-08	33	52	0	2	1
TCGA-XF-A9SJ-01A-11D-A391-08	46	20	5	10	1
TCGA-XF-A9SK-01A-11D-A42E-08	11	14	0	12	5
TCGA-XF-A9SL-01A-11D-A391-08	3	13	4	3	0
TCGA-XF-A9SM-01A-11D-A42E-08	27	37	0	0	0
TCGA-XF-A9SP-01A-11D-A391-08	14	27	19	6	13
TCGA-XF-A9ST-01A-11D-A42E-08	22	43	76	3	14
TCGA-XF-A9SU-01A-31D-A391-08	0	0	0	12	3
TCGA-XF-A9SV-01A-21D-A42E-08	2	1	14	0	5
TCGA-XF-A9SW-01A-11D-A42E-08	4	3	0	6	3
TCGA-XF-A9SX-01A-21D-A391-08	1	2	18	3	3
TCGA-XF-A9SY-01A-21D-A42E-08	11	26	60	0	11
TCGA-XF-A9SZ-01A-11D-A391-08	13	11	8	5	0
TCGA-XF-A9T0-01A-11D-A391-08	174	7	38	19	11
TCGA-XF-A9T2-01A-11D-A42E-08	6	5	7	0	0
TCGA-XF-A9T3-01A-11D-A42E-08	4	4	74	12	2
TCGA-XF-A9T4-01A-11D-A391-08	5	1	3	7	0
TCGA-XF-A9T5-01A-11D-A42E-08	100	87	0	13	0
TCGA-XF-A9T6-01A-11D-A42E-08	21	0	36	11	11
TCGA-XF-A9T8-01A-11D-A391-08	65	110	0	18	0
TCGA-XF-AAME-01A-12D-A42E-08	0	0	1	0	0
TCGA-XF-AAMF-01A-21D-A42E-08	5	6	0	4	0
TCGA-XF-AAMG-01A-11D-A42E-08	69	132	9	39	24
TCGA-XF-AAMH-01A-11D-A42E-08	0	1	6	7	4
TCGA-XF-AAMJ-01A-11D-A42E-08	0	1	0	11	0
TCGA-XF-AAML-01A-11D-A42E-08	66	47	6	3	17
TCGA-XF-AAMQ-01A-11D-A42E-08	19	29	7	11	14
TCGA-XF-AAMR-01A-31D-A42E-08	7	1	0	3	7
TCGA-XF-AAMT-01A-11D-A42E-08	1	15	7	0	7
TCGA-XF-AAMW-01A-11D-A42E-08	0	0	12	0	1
TCGA-XF-AAMX-01A-11D-A42E-08	24	22	33	14	4
TCGA-XF-AAMY-01A-11D-A42E-08	8	12	0	8	0
TCGA-XF-AAMZ-01A-11D-A42E-08	8	37	1	23	3
TCGA-XF-AAN0-01A-11D-A42E-08	54	48	6	17	2
TCGA-XF-AAN1-01A-31D-A42E-08	1	3	9	9	0
TCGA-XF-AAN2-01A-11D-A42E-08	59	52	0	4	0
TCGA-XF-AAN3-01A-11D-A42E-08	12	9	6	3	3
TCGA-XF-AAN4-01A-11D-A42E-08	2	1	4	0	1
TCGA-XF-AAN5-01A-11D-A42E-08	12	45	23	1	8
TCGA-XF-AAN7-01A-11D-A42E-08	6	0	18	9	0
TCGA-YC-A89H-01A-11D-A364-08	359	8	36	30	35
TCGA-YC-A8S6-01A-31D-A38G-08	2	7	0	9	3
TCGA-YC-A9TC-01A-22D-A391-08	6	9	0	10	4
TCGA-YF-AA3L-01A-11D-A38G-08	6	15	40	19	0
TCGA-YF-AA3M-01A-11D-A42E-08	5	2	24	13	0
TCGA-ZF-A9R0-01A-11D-A38G-08	18	16	0	10	4
TCGA-ZF-A9R1-01A-11D-A391-08	9	6	0	7	1
TCGA-ZF-A9R2-01A-11D-A391-08	16	20	6	0	1
TCGA-ZF-A9R3-01A-11D-A38G-08	0	9	7	3	5
TCGA-ZF-A9R4-01A-11D-A38G-08	22	24	7	7	6
TCGA-ZF-A9R5-01A-12D-A42E-08	2	0	15	4	1
TCGA-ZF-A9R7-01A-11D-A38G-08	62	120	0	0	19
TCGA-ZF-A9R9-01A-11D-A38G-08	12	15	4	11	7
TCGA-ZF-A9RC-01A-11D-A38G-08	204	36	25	11	0
TCGA-ZF-A9RD-01A-11D-A42E-08	11	20	11	7	0
TCGA-ZF-A9RE-01A-11D-A38G-08	2	0	3	5	4
TCGA-ZF-A9RF-01A-11D-A38G-08	8	12	23	7	10
TCGA-ZF-A9RG-01A-21D-A42E-08	31	27	4	6	0
TCGA-ZF-A9RL-01A-11D-A38G-08	1	42	25	9	6
TCGA-ZF-A9RM-01A-11D-A38G-08	1	0	10	6	0
TCGA-ZF-A9RN-01A-11D-A42E-08	7	14	6	16	3
TCGA-ZF-AA4N-01A-11D-A38G-08	11	12	11	7	0
TCGA-ZF-AA4R-01A-11D-A38G-08	0	7	0	4	4
TCGA-ZF-AA4T-01A-11D-A38G-08	7	0	7	12	0
TCGA-ZF-AA4U-01A-11D-A38G-08	0	1	8	5	1
TCGA-ZF-AA4V-01A-11D-A38G-08	106	36	20	20	0
