Samples	SBS96A	SBS96B
TCGA-3C-AAAU-01A-11D-A41F-09	16	2
TCGA-3C-AALI-01A-11D-A41F-09	18	403
TCGA-3C-AALJ-01A-31D-A41F-09	28	5
TCGA-3C-AALK-01A-11D-A41F-09	30	9
TCGA-4H-AAAK-01A-12D-A41F-09	17	0
TCGA-5L-AAT0-01A-12D-A41F-09	16	127
TCGA-5L-AAT1-01A-12D-A41F-09	0	1155
TCGA-5T-A9QA-01A-11D-A41F-09	34	3
TCGA-A1-A0SD-01A-11D-A10Y-09	22	0
TCGA-A1-A0SE-01A-11D-A099-09	16	4
TCGA-A1-A0SF-01A-11D-A142-09	17	19
TCGA-A1-A0SG-01A-11D-A142-09	15	3
TCGA-A1-A0SH-01A-11D-A099-09	21	57
TCGA-A1-A0SI-01A-11D-A142-09	0	155
TCGA-A1-A0SJ-01A-11D-A099-09	15	2
TCGA-A1-A0SK-01A-12D-A099-09	44	3
TCGA-A1-A0SM-01A-11D-A099-09	16	1
TCGA-A1-A0SN-01A-11D-A142-09	45	8
TCGA-A1-A0SO-01A-22D-A099-09	178	39
TCGA-A1-A0SP-01A-11D-A099-09	31	1
TCGA-A1-A0SQ-01A-21D-A142-09	16	4
TCGA-A2-A04N-01A-11D-A10Y-09	30	6
TCGA-A2-A04P-01A-31D-A128-09	86	21
TCGA-A2-A04Q-01A-21W-A050-09	42	11
TCGA-A2-A04R-01A-41D-A117-09	58	8
TCGA-A2-A04T-01A-21W-A050-09	49	17
TCGA-A2-A04U-01A-11D-A10Y-09	39	2
TCGA-A2-A04V-01A-21W-A050-09	27	3
TCGA-A2-A04W-01A-31D-A10Y-09	22	96
TCGA-A2-A04X-01A-21W-A050-09	13	12
TCGA-A2-A04Y-01A-21W-A050-09	24	8
TCGA-A2-A0CK-01A-11D-A228-09	20	1
TCGA-A2-A0CL-01A-11D-A10Y-09	0	106
TCGA-A2-A0CM-01A-31W-A050-09	11	33
TCGA-A2-A0CP-01A-11W-A050-09	85	5
TCGA-A2-A0CQ-01A-21W-A050-09	37	0
TCGA-A2-A0CR-01A-11D-A228-09	0	105
TCGA-A2-A0CS-01A-11D-A10Y-09	30	0
TCGA-A2-A0CT-01A-31W-A071-09	61	21
TCGA-A2-A0CU-01A-12W-A050-09	31	0
TCGA-A2-A0CV-01A-31D-A10Y-09	16	1
TCGA-A2-A0CW-01A-21D-A10Y-09	30	8
TCGA-A2-A0CX-01A-21W-A019-09	44	163
TCGA-A2-A0D0-01A-11W-A019-09	39	16
TCGA-A2-A0D1-01A-11W-A050-09	59	12
TCGA-A2-A0D2-01A-21W-A050-09	47	14
TCGA-A2-A0D3-01A-11D-A10Y-09	19	0
TCGA-A2-A0D4-01A-11W-A019-09	24	4
TCGA-A2-A0EM-01A-11W-A050-09	22	3
TCGA-A2-A0EN-01A-13D-A099-09	23	3
TCGA-A2-A0EO-01A-11W-A050-09	28	0
TCGA-A2-A0EP-01A-52D-A22X-09	3	8
TCGA-A2-A0EQ-01A-11W-A050-09	39	154
TCGA-A2-A0ER-01A-21W-A050-09	24	1
TCGA-A2-A0ES-01A-11D-A10Y-09	5	0
TCGA-A2-A0ET-01A-31D-A045-09	30	5
TCGA-A2-A0EU-01A-22W-A071-09	32	1
TCGA-A2-A0EV-01A-11W-A050-09	43	6
TCGA-A2-A0EW-01A-21D-A10Y-09	16	0
TCGA-A2-A0EX-01A-21W-A050-09	17	5
TCGA-A2-A0EY-01A-11W-A050-09	70	118
TCGA-A2-A0ST-01A-12D-A099-09	11	2
TCGA-A2-A0SU-01A-11D-A099-09	21	2
