Samples	SBS96A	SBS96B	SBS96C
TCGA-CU-A0YR-01A-12D-A10S-08	4	36	3
TCGA-CU-A3KJ-01A-11D-A21A-08	48	7	4
TCGA-CU-A3QU-01A-11D-A22Z-08	14	9	4
TCGA-CU-A3YL-01A-11D-A22Z-08	39	1	24
TCGA-CU-A5W6-01A-11D-A289-08	36	15	16
TCGA-CU-A72E-01A-12D-A339-08	20	13	2
TCGA-DK-A1A3-01A-11D-A13W-08	104	3	44
TCGA-DK-A1A5-01A-11D-A13W-08	57	9	3
TCGA-DK-A1A6-01A-11D-A13W-08	46	16	0
TCGA-DK-A1A7-01A-11D-A13W-08	9	45	7
TCGA-DK-A1AA-01A-11D-A13W-08	3	13	4
TCGA-DK-A1AB-01A-11D-A13W-08	47	1	0
TCGA-DK-A1AC-01A-11D-A13W-08	275	0	190
TCGA-DK-A1AD-01A-11D-A13W-08	26	26	6
TCGA-DK-A1AE-01A-11D-A13W-08	15	7	14
TCGA-DK-A1AF-01A-11D-A13W-08	25	5	0
TCGA-DK-A1AG-01A-11D-A13W-08	28	13	9
TCGA-DK-A2HX-01A-12D-A18F-08	10	17	0
TCGA-DK-A2I1-01A-11D-A17V-08	34	0	11
TCGA-DK-A2I2-01A-11D-A17V-08	8	11	3
TCGA-DK-A2I4-01A-11D-A21A-08	196	0	71
TCGA-DK-A2I6-01A-12D-A18F-08	38	24	16
TCGA-DK-A3IK-01A-32D-A21A-08	23	38	3
TCGA-DK-A3IL-01A-11D-A20D-08	8	28	8
TCGA-DK-A3IM-01A-11D-A20D-08	2	24	0
TCGA-DK-A3IN-01A-11D-A20D-08	74	0	19
TCGA-DK-A3IQ-01A-31D-A20D-08	32	14	3
TCGA-DK-A3IS-01A-21D-A21A-08	62	2	20
TCGA-DK-A3IT-01A-31D-A20D-08	105	5	0
TCGA-DK-A3IU-01A-11D-A20D-08	49	26	31
TCGA-DK-A3IV-01A-22D-A21A-08	7	10	0
TCGA-DK-A3WW-01A-22D-A23M-08	281	0	74
TCGA-DK-A3WX-01A-22D-A22Z-08	5	8	0
TCGA-DK-A3WY-01A-11D-A22Z-08	8	0	0
TCGA-DK-A3X1-01A-12D-A22Z-08	184	0	80
TCGA-DK-A3X2-01A-11D-A22Z-08	9	24	0
TCGA-DK-A6AV-01A-12D-A30E-08	23	0	14
TCGA-DK-A6AW-01A-11D-A30E-08	0	55	981
TCGA-DK-A6B0-01A-11D-A31L-08	0	2	0
TCGA-DK-A6B1-01A-12D-A30E-08	19	18	13
TCGA-DK-A6B2-01A-11D-A30E-08	18	28	5
TCGA-DK-A6B5-01A-11D-A31L-08	31	10	9
TCGA-DK-A6B6-01A-11D-A30E-08	223	0	112
TCGA-DK-AA6L-01A-11D-A391-08	69	12	5
TCGA-DK-AA6M-01A-11D-A391-08	4	15	3
TCGA-DK-AA6P-01A-11D-A391-08	34	5	15
TCGA-DK-AA6Q-01A-11D-A391-08	25	8	0
TCGA-DK-AA6R-01A-11D-A42E-08	33	58	5
TCGA-DK-AA6S-01A-21D-A391-08	132	16	4
TCGA-DK-AA6T-01A-11D-A391-08	8	6	0
TCGA-DK-AA6U-01A-11D-A391-08	68	53	7
TCGA-DK-AA6W-01A-12D-A391-08	32	16	17
TCGA-DK-AA6X-01A-12D-A42E-08	16	4	4
TCGA-DK-AA71-01A-31D-A391-08	123	6	24
TCGA-DK-AA74-01A-11D-A391-08	39	9	10
TCGA-DK-AA75-01A-11D-A391-08	57	0	72
TCGA-DK-AA76-01A-11D-A391-08	42	18	5
TCGA-DK-AA77-01A-11D-A391-08	19	66	10
TCGA-E5-A2PC-01A-11D-A202-08	23	37	11
TCGA-E5-A4TZ-01A-11D-A31L-08	75	40	4
TCGA-E5-A4U1-01A-11D-A31L-08	145	1	24
TCGA-E7-A3X6-01A-12D-A22Z-08	18	0	13
TCGA-E7-A3Y1-01A-11D-A22Z-08	3	50	0
TCGA-E7-A4IJ-01A-31D-A26M-08	61	13	22
TCGA-E7-A4XJ-01A-11D-A26M-08	0	4	0
TCGA-E7-A519-01A-11D-A26M-08	6	10	2
TCGA-E7-A541-01A-11D-A26M-08	59	34	17
TCGA-E7-A5KE-01A-11D-A289-08	11	44	19
TCGA-E7-A5KF-01A-11D-A289-08	42	0	18
TCGA-E7-A677-01A-11D-A30E-08	4	55	0
TCGA-E7-A678-01A-11D-A30E-08	0	8	0
TCGA-E7-A6MD-01A-41D-A34U-08	75	38	18
TCGA-E7-A6ME-01A-22D-A32B-08	5	29	0
TCGA-E7-A6MF-01A-12D-A32B-08	15	0	0
TCGA-E7-A7DU-01A-11D-A32B-08	44	3	17
TCGA-E7-A7DV-01A-11D-A339-08	54	12	1
TCGA-E7-A7PW-01A-11D-A34U-08	12	11	2
TCGA-E7-A7XN-01A-11D-A34U-08	215	0	26
TCGA-E7-A85H-01A-11D-A34U-08	20	103	0
TCGA-E7-A8O7-01A-11D-A364-08	2	4	1
TCGA-E7-A8O8-01A-11D-A364-08	4	24	0
TCGA-E7-A97P-01A-11D-A38G-08	10	41	4
TCGA-E7-A97Q-01A-11D-A38G-08	7	11	2
TCGA-FD-A3B3-01A-12D-A202-08	24	10	8
TCGA-FD-A3B4-01A-12D-A202-08	2	12	8
TCGA-FD-A3B5-01A-11D-A20D-08	17	20	6
TCGA-FD-A3B6-01A-21D-A20D-08	36	10	7
TCGA-FD-A3B7-01A-31D-A20D-08	1	17	0
TCGA-FD-A3B8-01A-31D-A20D-08	4	1	0
TCGA-FD-A3N5-01A-11D-A21A-08	7	81	0
TCGA-FD-A3N6-01A-11D-A21A-08	6	11	11
TCGA-FD-A3NA-01A-11D-A21A-08	28	0	9
TCGA-FD-A3SJ-01A-12D-A22Z-08	34	38	0
TCGA-FD-A3SL-01A-21D-A22Z-08	26	30	8
TCGA-FD-A3SM-01A-11D-A22Z-08	39	6	0
TCGA-FD-A3SN-01A-12D-A22Z-08	50	2	43
TCGA-FD-A3SO-01A-11D-A22Z-08	74	2	33
TCGA-FD-A3SP-01A-31D-A22Z-08	12	15	3
TCGA-FD-A3SQ-01A-21D-A22Z-08	4	15	0
TCGA-FD-A3SR-01A-11D-A22Z-08	15	19	5
TCGA-FD-A3SS-01A-12D-A22Z-08	96	0	46
TCGA-FD-A43N-01A-11D-A23U-08	25	32	0
TCGA-FD-A43P-01A-31D-A23U-08	82	35	6
TCGA-FD-A43S-01A-21D-A23U-08	0	1	0
TCGA-FD-A43U-01A-11D-A23U-08	1	13	0
TCGA-FD-A43X-01A-11D-A23U-08	51	13	18
TCGA-FD-A43Y-01A-21D-A26M-08	1	19	0
TCGA-FD-A5BR-01A-11D-A26M-08	0	19	0
TCGA-FD-A5BS-01A-21D-A26M-08	5	4	0
TCGA-FD-A5BT-01A-11D-A26M-08	31	2	5
TCGA-FD-A5BU-01A-31D-A26M-08	4	15	3
TCGA-FD-A5BV-01A-11D-A26M-08	3	24	0
TCGA-FD-A5BX-01A-11D-A26M-08	93	0	18
TCGA-FD-A5BY-01A-31D-A289-08	3	14	1
TCGA-FD-A5BZ-01A-11D-A289-08	11	13	12
TCGA-FD-A5C0-01A-11D-A289-08	10	36	1
TCGA-FD-A5C1-01A-11D-A289-08	23	19	6
TCGA-FD-A62N-01A-11D-A30E-08	1	22	0
TCGA-FD-A62O-01A-11D-A30E-08	24	17	15
TCGA-FD-A62P-01A-32D-A30E-08	58	17	27
TCGA-FD-A62S-01A-11D-A30E-08	1	20	0
TCGA-FD-A6TA-01A-12D-A339-08	76	0	0
TCGA-FD-A6TB-01A-12D-A339-08	48	0	2
TCGA-FD-A6TC-01A-21D-A339-08	232	0	28
TCGA-FD-A6TD-01A-51D-A339-08	18	15	6
TCGA-FD-A6TE-01A-12D-A339-08	57	3	0
TCGA-FD-A6TF-01A-52D-A32B-08	27	27	0
TCGA-FD-A6TG-01A-11D-A32B-08	63	49	18
TCGA-FD-A6TH-01A-11D-A32B-08	20	27	6
TCGA-FD-A6TI-01A-11D-A32B-08	3	19	8
TCGA-FD-A6TK-01A-42D-A339-08	12	16	0
TCGA-FJ-A3Z7-01A-12D-A23M-08	63	20	12
TCGA-FJ-A3Z9-01A-11D-A26M-08	5	12	2
TCGA-FJ-A3ZE-01A-11D-A23M-08	10	94	0
TCGA-FJ-A3ZF-01A-11D-A23M-08	31	21	25
TCGA-FJ-A871-01A-11D-A34U-08	3	12	0
TCGA-FT-A3EE-01A-11D-A202-08	7	29	4
TCGA-FT-A61P-01A-11D-A30E-08	14	31	12
TCGA-G2-A2EC-01A-11D-A17V-08	37	0	18
TCGA-G2-A2EF-01A-12D-A18F-08	77	0	5
TCGA-G2-A2EJ-01A-11D-A17V-08	59	10	0
TCGA-G2-A2EK-01A-22D-A18F-08	5	8	0
TCGA-G2-A2EL-01A-12D-A18F-08	41	9	2
TCGA-G2-A2EO-01A-11D-A17V-08	217	0	30
TCGA-G2-A2ES-01A-11D-A17V-08	42	53	22
TCGA-G2-A3IB-01A-11D-A20D-08	3	13	7
TCGA-G2-A3IE-01A-11D-A20D-08	80	0	2
TCGA-G2-A3VY-01A-11D-A22Z-08	192	0	0
TCGA-G2-AA3B-01A-11D-A391-08	157	0	23
TCGA-G2-AA3C-01A-21D-A391-08	44	19	4
TCGA-G2-AA3D-01A-11D-A391-08	64	0	6
TCGA-G2-AA3F-01A-12D-A42E-08	15	18	0
TCGA-GC-A3BM-01A-11D-A22Z-08	9	23	1
TCGA-GC-A3I6-01A-11D-A20D-08	20	11	12
TCGA-GC-A3OO-01A-11D-A22Z-08	23	6	18
TCGA-GC-A3RB-01A-12D-A21Z-08	18	27	1
TCGA-GC-A3RC-01A-11D-A22Z-08	38	42	16
TCGA-GC-A3RD-01A-12D-A22Z-08	13	12	0
TCGA-GC-A3WC-01A-31D-A22Z-08	17	19	6
TCGA-GC-A3YS-01A-11D-A23M-08	31	15	16
TCGA-GC-A4ZW-01A-11D-A26M-08	173	0	10
TCGA-GC-A6I1-01A-12D-A31L-08	31	12	16
TCGA-GC-A6I3-01A-11D-A31L-08	41	18	3
TCGA-GD-A2C5-01A-12D-A17V-08	54	17	6
TCGA-GD-A3OP-01A-21D-A21Z-08	56	20	11
TCGA-GD-A3OQ-01A-32D-A21Z-08	13	10	1
TCGA-GD-A3OS-01A-12D-A21Z-08	5	16	0
TCGA-GD-A6C6-01A-21D-A31L-08	56	8	14
TCGA-GD-A76B-01A-11D-A32B-08	15	14	10
TCGA-GU-A42P-01A-11D-A23U-08	41	9	20
TCGA-GU-A42Q-01A-11D-A23U-08	28	13	3
TCGA-GU-A42R-01A-11D-A23M-08	28	5	10
TCGA-GU-A762-01A-11D-A339-08	6	9	4
TCGA-GU-A763-01A-11D-A32B-08	3	9	3
TCGA-GU-A764-01A-11D-A34U-08	16	8	7
TCGA-GU-A766-01A-11D-A32B-08	40	0	2
TCGA-GU-A767-01A-11D-A32B-08	39	49	15
TCGA-GU-AATO-01A-11D-A391-08	69	19	0
TCGA-GU-AATP-01A-11D-A391-08	74	18	16
TCGA-GU-AATQ-01A-11D-A391-08	37	11	0
TCGA-GV-A3JV-01A-11D-A21Z-08	6	19	2
TCGA-GV-A3JW-01A-11D-A20D-08	10	12	0
TCGA-GV-A3JX-01A-11D-A20D-08	51	8	8
TCGA-GV-A3JZ-01A-11D-A21A-08	84	5	32
TCGA-GV-A3QF-01A-31D-A22Z-08	7	29	2
TCGA-GV-A3QG-01A-11D-A21Z-08	4	16	0
TCGA-GV-A3QH-01A-11D-A21Z-08	24	18	0
TCGA-GV-A3QI-01A-11D-A21Z-08	28	88	9
TCGA-GV-A3QK-01B-11D-A23M-08	9	21	12
TCGA-GV-A40E-01A-12D-A23M-08	30	23	0
TCGA-GV-A40G-01A-11D-A23M-08	15	36	2
TCGA-GV-A6ZA-01A-12D-A339-08	60	14	4
TCGA-H4-A2HO-01A-11D-A17V-08	6	17	0
TCGA-H4-A2HQ-01A-11D-A17V-08	82	19	28
TCGA-HQ-A2OE-01A-11D-A202-08	31	18	0
TCGA-HQ-A2OF-01A-11D-A26M-08	2	27	0
TCGA-HQ-A5ND-01A-11D-A26M-08	5	11	11
TCGA-HQ-A5NE-01A-12D-A289-08	79	22	0
TCGA-K4-A3WS-01A-11D-A22Z-08	31	36	11
TCGA-K4-A3WU-01B-11D-A23M-08	24	26	7
TCGA-K4-A3WV-01A-11D-A22Z-08	2	16	1
TCGA-K4-A4AB-01B-12D-A289-08	7	23	0
TCGA-K4-A4AC-01A-21D-A26M-08	10	25	12
TCGA-K4-A54R-01A-11D-A26M-08	202	0	68
TCGA-K4-A5RH-01A-11D-A30E-08	32	0	13
TCGA-K4-A5RI-01A-11D-A289-08	8	22	7
TCGA-K4-A5RJ-01A-11D-A289-08	76	11	17
TCGA-K4-A6FZ-01A-11D-A31L-08	57	38	19
TCGA-K4-A6MB-01A-11D-A31L-08	62	19	6
TCGA-K4-A83P-01A-11D-A34U-08	28	11	12
TCGA-K4-AAQO-01A-11D-A38G-08	39	24	2
TCGA-KQ-A41N-01A-11D-A339-08	17	13	17
TCGA-KQ-A41O-01A-12D-A34U-08	47	14	0
TCGA-KQ-A41P-01A-12D-A339-08	58	8	23
TCGA-KQ-A41Q-01A-11D-A339-08	18	17	1
TCGA-KQ-A41R-01A-21D-A34U-08	94	56	72
TCGA-KQ-A41S-01A-12D-A339-08	42	1	18
TCGA-LC-A66R-01A-41D-A30E-08	19	10	11
TCGA-LT-A5Z6-01A-11D-A289-08	153	0	25
TCGA-LT-A8JT-01A-11D-A364-08	12	5	6
TCGA-MV-A51V-01A-11D-A26M-08	464	0	0
TCGA-PQ-A6FI-01A-11D-A31L-08	16	14	11
TCGA-PQ-A6FN-01A-11D-A31L-08	10	13	0
TCGA-R3-A69X-01A-22D-A30E-08	39	0	15
TCGA-S5-A6DX-01A-11D-A31L-08	161	21	18
TCGA-S5-AA26-01A-11D-A38G-08	55	8	5
TCGA-SY-A9G0-01A-12D-A38G-08	5	5	4
TCGA-SY-A9G5-01A-11D-A38G-08	222	0	27
TCGA-UY-A78K-01A-11D-A339-08	90	121	0
TCGA-UY-A78L-01A-12D-A339-08	43	2	13
TCGA-UY-A78M-01A-21D-A34U-08	18	13	4
TCGA-UY-A78N-01A-12D-A339-08	6	43	6
TCGA-UY-A78O-01A-12D-A339-08	13	20	5
TCGA-UY-A78P-01A-12D-A364-08	61	6	7
TCGA-UY-A8OB-01A-12D-A42E-08	24	45	1
TCGA-UY-A8OC-01A-11D-A364-08	14	5	8
TCGA-UY-A8OD-01A-11D-A364-08	9	13	1
TCGA-UY-A9PA-01A-11D-A38G-08	10	33	0
TCGA-UY-A9PB-01A-11D-A38G-08	78	68	18
TCGA-UY-A9PD-01A-11D-A38G-08	26	54	5
TCGA-UY-A9PE-01A-11D-A38G-08	33	14	8
TCGA-UY-A9PF-01A-11D-A38G-08	75	9	62
TCGA-UY-A9PH-01A-11D-A38G-08	74	13	10
TCGA-XF-A8HB-01A-11D-A364-08	4	13	2
TCGA-XF-A8HC-01A-11D-A364-08	25	3	10
TCGA-XF-A8HD-01A-11D-A364-08	85	22	0
TCGA-XF-A8HE-01A-11D-A364-08	79	0	32
TCGA-XF-A8HF-01A-11D-A364-08	12	23	0
TCGA-XF-A8HG-01A-11D-A364-08	32	53	3
TCGA-XF-A8HH-01A-11D-A38G-08	14	11	5
TCGA-XF-A8HI-01A-11D-A38G-08	9	4	2
TCGA-XF-A9SG-01A-12D-A42E-08	36	3	12
TCGA-XF-A9SH-01A-11D-A391-08	3	9	0
TCGA-XF-A9SI-01A-11D-A391-08	84	0	4
TCGA-XF-A9SJ-01A-11D-A391-08	50	7	25
TCGA-XF-A9SK-01A-11D-A42E-08	22	14	6
TCGA-XF-A9SL-01A-11D-A391-08	17	6	0
TCGA-XF-A9SM-01A-11D-A42E-08	61	0	3
TCGA-XF-A9SP-01A-11D-A391-08	42	21	16
TCGA-XF-A9ST-01A-11D-A42E-08	81	64	13
TCGA-XF-A9SU-01A-31D-A391-08	0	13	2
TCGA-XF-A9SV-01A-21D-A42E-08	2	12	8
TCGA-XF-A9SW-01A-11D-A42E-08	5	6	5
TCGA-XF-A9SX-01A-21D-A391-08	4	21	2
TCGA-XF-A9SY-01A-21D-A42E-08	57	40	11
TCGA-XF-A9SZ-01A-11D-A391-08	24	10	3
TCGA-XF-A9T0-01A-11D-A391-08	113	7	129
TCGA-XF-A9T2-01A-11D-A42E-08	15	3	0
TCGA-XF-A9T3-01A-11D-A42E-08	16	80	0
TCGA-XF-A9T4-01A-11D-A391-08	4	10	2
TCGA-XF-A9T5-01A-11D-A42E-08	176	1	23
TCGA-XF-A9T6-01A-11D-A42E-08	11	38	30
TCGA-XF-A9T8-01A-11D-A391-08	176	17	0
TCGA-XF-AAME-01A-12D-A42E-08	0	1	0
TCGA-XF-AAMF-01A-21D-A42E-08	10	4	1
TCGA-XF-AAMG-01A-11D-A42E-08	196	56	21
TCGA-XF-AAMH-01A-11D-A42E-08	1	14	3
TCGA-XF-AAMJ-01A-11D-A42E-08	1	11	0
TCGA-XF-AAML-01A-11D-A42E-08	91	0	48
TCGA-XF-AAMQ-01A-11D-A42E-08	45	18	17
TCGA-XF-AAMR-01A-31D-A42E-08	3	1	14
TCGA-XF-AAMT-01A-11D-A42E-08	18	9	3
TCGA-XF-AAMW-01A-11D-A42E-08	0	12	1
TCGA-XF-AAMX-01A-11D-A42E-08	47	40	10
TCGA-XF-AAMY-01A-11D-A42E-08	19	9	0
TCGA-XF-AAMZ-01A-11D-A42E-08	44	28	0
TCGA-XF-AAN0-01A-11D-A42E-08	91	16	20
TCGA-XF-AAN1-01A-31D-A42E-08	5	17	0
TCGA-XF-AAN2-01A-11D-A42E-08	97	0	18
TCGA-XF-AAN3-01A-11D-A42E-08	19	6	8
TCGA-XF-AAN4-01A-11D-A42E-08	4	2	2
TCGA-XF-AAN5-01A-11D-A42E-08	70	19	0
TCGA-XF-AAN7-01A-11D-A42E-08	7	24	2
TCGA-YC-A89H-01A-11D-A364-08	202	0	266
TCGA-YC-A8S6-01A-31D-A38G-08	9	11	1
TCGA-YC-A9TC-01A-22D-A391-08	13	14	2
TCGA-YF-AA3L-01A-11D-A38G-08	26	54	0
TCGA-YF-AA3M-01A-11D-A42E-08	9	35	0
TCGA-ZF-A9R0-01A-11D-A38G-08	28	10	10
TCGA-ZF-A9R1-01A-11D-A391-08	12	7	4
TCGA-ZF-A9R2-01A-11D-A391-08	37	2	4
TCGA-ZF-A9R3-01A-11D-A38G-08	10	12	2
TCGA-ZF-A9R4-01A-11D-A38G-08	43	10	13
TCGA-ZF-A9R5-01A-12D-A42E-08	1	19	2
TCGA-ZF-A9R7-01A-11D-A38G-08	180	0	21
TCGA-ZF-A9R9-01A-11D-A38G-08	24	15	10
TCGA-ZF-A9RC-01A-11D-A38G-08	183	0	93
TCGA-ZF-A9RD-01A-11D-A42E-08	33	16	0
TCGA-ZF-A9RE-01A-11D-A38G-08	1	8	5
TCGA-ZF-A9RF-01A-11D-A38G-08	21	27	12
TCGA-ZF-A9RG-01A-21D-A42E-08	53	5	10
TCGA-ZF-A9RL-01A-11D-A38G-08	53	30	0
TCGA-ZF-A9RM-01A-11D-A38G-08	1	16	0
TCGA-ZF-A9RN-01A-11D-A42E-08	20	24	2
TCGA-ZF-AA4N-01A-11D-A38G-08	25	16	0
TCGA-ZF-AA4R-01A-11D-A38G-08	6	7	2
TCGA-ZF-AA4T-01A-11D-A38G-08	4	18	4
TCGA-ZF-AA4U-01A-11D-A38G-08	2	13	0
TCGA-ZF-AA4V-01A-11D-A38G-08	111	18	53
TCGA-ZF-AA4W-01A-12D-A38G-08	39	93	5
TCGA-ZF-AA4X-01A-11D-A38G-08	126	0	49
TCGA-ZF-AA51-01A-21D-A391-08	181	10	0
TCGA-ZF-AA52-01A-12D-A391-08	14	10	3
TCGA-ZF-AA53-01A-11D-A391-08	42	0	0
TCGA-ZF-AA54-01A-11D-A391-08	31	12	0
TCGA-ZF-AA56-01A-31D-A391-08	22	7	0
TCGA-ZF-AA58-01A-12D-A42E-08	27	31	0
TCGA-ZF-AA5H-01A-11D-A391-08	2	12	0
TCGA-ZF-AA5N-01A-11D-A42E-08	3	6	2
TCGA-ZF-AA5P-01A-11D-A391-08	1	3	4
