NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	15.039	159.953	4.058	89.599	2.156	0.366	40000.0
2	14.801	160.762	3.997	89.41	2.188	0.368	20000.0
3	14.22	159.658	3.823	88.945	2.233	0.366	30000.0
4	14.874	160.33	3.979	89.517	2.19	0.369	20000.0
5	14.66	159.487	3.965	89.006	2.187	0.378	20000.0
6	14.247	158.933	3.83	88.525	2.215	0.373	30000.0
7	14.579	159.513	3.912	89.212	2.166	0.371	30000.0
8	14.759	159.541	4.029	89.153	2.151	0.365	20000.0
9	14.512	159.882	3.9	89.005	2.192	0.373	20000.0
10	14.623	160.489	3.95	89.666	2.197	0.357	50000.0
11	14.516	160.224	3.923	89.211	2.202	0.363	20000.0
12	14.491	158.165	3.889	88.863	2.208	0.371	30000.0
13	14.481	160.282	3.856	89.223	2.207	0.367	30000.0
14	14.604	160.227	3.96	89.476	2.194	0.363	20000.0
15	14.455	159.93	3.85	89.056	2.199	0.369	40000.0
16	14.559	159.109	3.922	89.235	2.184	0.378	40000.0
17	14.933	160.877	4.027	89.361	2.167	0.366	40000.0
18	14.432	160.038	3.874	89.218	2.201	0.367	40000.0
19	14.624	161.077	3.923	89.552	2.211	0.357	30000.0
20	14.543	158.982	3.899	89.162	2.171	0.374	20000.0
21	14.456	159.845	3.836	89.064	2.209	0.37	40000.0
22	14.671	159.753	3.958	89.106	2.184	0.375	20000.0
23	14.241	157.362	3.84	88.455	2.196	0.381	40000.0
24	14.657	159.389	3.949	89.18	2.181	0.372	20000.0
25	14.291	160.042	3.843	89.098	2.197	0.365	40000.0
26	14.912	160.852	4.048	89.422	2.178	0.369	30000.0
27	14.304	159.846	3.855	89.041	2.216	0.365	20000.0
28	14.713	159.98	4.014	89.357	2.176	0.367	20000.0
29	14.656	159.078	3.954	89.166	2.184	0.374	30000.0
30	15.037	160.812	4.067	89.704	2.168	0.364	20000.0
31	14.981	161.703	4.055	89.612	2.203	0.358	20000.0
32	14.621	159.827	3.911	89.529	2.198	0.365	40000.0
33	14.212	159.875	3.805	89.07	2.212	0.367	30000.0
34	14.683	158.99	3.917	89.184	2.188	0.372	20000.0
35	14.699	159.959	3.957	89.052	2.175	0.371	20000.0
36	14.762	159.594	3.983	89.481	2.184	0.373	20000.0
37	14.194	157.906	3.807	88.311	2.221	0.379	20000.0
38	14.534	158.699	3.882	88.827	2.182	0.378	40000.0
39	15.069	161.005	4.063	89.66	2.175	0.355	30000.0
40	14.559	160.656	3.909	89.478	2.207	0.365	20000.0
41	14.758	160.34	3.994	89.26	2.184	0.37	30000.0
42	14.266	160.06	3.846	89.1	2.214	0.365	40000.0
43	14.696	159.265	3.98	89.018	2.177	0.371	20000.0
44	14.249	159.502	3.828	88.93	2.203	0.372	20000.0
45	14.186	158.376	3.813	88.373	2.224	0.371	40000.0
46	15.034	160.082	4.083	89.287	2.149	0.374	20000.0
47	14.237	158.673	3.801	88.742	2.21	0.373	20000.0
48	14.775	160.661	3.975	89.382	2.188	0.366	20000.0
49	14.945	160.166	4.045	89.286	2.164	0.364	20000.0
50	14.778	160.335	4.005	89.398	2.188	0.365	20000.0
51	14.764	161.12	3.975	89.74	2.204	0.359	20000.0
52	14.265	160.018	3.825	89.03	2.229	0.363	30000.0
53	14.441	158.669	3.881	89.096	2.206	0.37	20000.0
54	14.264	159.138	3.822	88.537	2.235	0.37	20000.0
55	14.299	158.841	3.829	88.64	2.208	0.374	40000.0
56	14.393	159.951	3.886	88.942	2.198	0.369	40000.0
57	14.742	160.558	3.952	89.326	2.2	0.359	60000.0
58	14.34	159.727	3.837	89.146	2.212	0.366	40000.0
59	14.783	158.842	4.041	88.848	2.146	0.38	20000.0
60	14.679	160.947	3.952	89.572	2.204	0.361	20000.0
61	14.7	161.234	3.988	89.564	2.224	0.358	50000.0
62	14.574	159.488	3.929	88.96	2.189	0.374	40000.0
63	14.693	159.587	3.99	88.999	2.148	0.365	30000.0
64	14.239	158.779	3.821	88.604	2.215	0.368	30000.0
65	14.441	160.549	3.909	89.384	2.205	0.361	30000.0
66	14.285	159.279	3.823	88.799	2.214	0.371	40000.0
67	14.658	160.64	3.957	89.475	2.206	0.361	30000.0
68	14.385	160.058	3.838	89.164	2.212	0.366	20000.0
69	14.531	160.07	3.921	89.298	2.191	0.367	20000.0
70	14.432	160.54	3.864	89.342	2.216	0.365	30000.0
71	14.851	160.193	4.055	89.208	2.167	0.372	20000.0
