Samples	SBS96A	SBS96B	SBS96C
TCGA-2F-A9KO-01A-11D-A38G-08	484	42	11
TCGA-2F-A9KP-01A-11D-A38G-08	45	69	20
TCGA-2F-A9KQ-01A-11D-A38G-08	12	48	1
TCGA-2F-A9KR-01A-11D-A38G-08	119	27	68
TCGA-2F-A9KT-01A-11D-A38G-08	235	46	48
TCGA-2F-A9KW-01A-11D-A38G-08	19	78	11
TCGA-4Z-AA7M-01A-11D-A391-08	355	120	7
TCGA-4Z-AA7N-01A-11D-A391-08	6	9	2
TCGA-4Z-AA7O-01A-31D-A391-08	80	98	21
TCGA-4Z-AA7Q-01A-11D-A391-08	170	72	0
TCGA-4Z-AA7R-01A-11D-A391-08	247	44	55
TCGA-4Z-AA7S-01A-11D-A391-08	0	50	8
TCGA-4Z-AA7W-01A-11D-A391-08	481	22	0
TCGA-4Z-AA7Y-01A-11D-A391-08	208	26	39
TCGA-4Z-AA80-01A-11D-A391-08	212	113	80
TCGA-4Z-AA81-01A-11D-A391-08	125	28	47
TCGA-4Z-AA82-01A-11D-A391-08	35	67	8
TCGA-4Z-AA83-01A-11D-A391-08	25	48	9
TCGA-4Z-AA84-01A-11D-A391-08	167	133	182
TCGA-4Z-AA86-01A-11D-A391-08	174	29	8
TCGA-4Z-AA87-01A-11D-A391-08	117	96	12
TCGA-4Z-AA89-01A-11D-A391-08	88	37	2
TCGA-5N-A9KI-01A-31D-A42E-08	64	71	45
TCGA-5N-A9KM-01A-11D-A42E-08	21	205	0
TCGA-BL-A0C8-01A-11D-A271-08	37	87	11
TCGA-BL-A13I-01A-11D-A271-08	58	66	0
TCGA-BL-A13J-01A-11D-A271-08	48	51	0
TCGA-BL-A3JM-01A-12D-A21A-08	81	105	7
TCGA-BL-A5ZZ-01A-31D-A30E-08	43	90	15
TCGA-BT-A0S7-01A-11D-A10S-08	0	39	1
TCGA-BT-A0YX-01A-11D-A10S-08	532	0	62
TCGA-BT-A20J-01A-11D-A14W-08	315	31	94
TCGA-BT-A20N-01A-11D-A14W-08	97	152	0
TCGA-BT-A20O-01A-21D-A14W-08	77	99	0
TCGA-BT-A20P-01A-11D-A14W-08	48	25	0
TCGA-BT-A20Q-01A-11D-A14W-08	43	17	21
TCGA-BT-A20R-01A-12D-A16O-08	176	22	42
TCGA-BT-A20T-01A-11D-A14W-08	179	20	56
TCGA-BT-A20U-01A-11D-A14W-08	61	15	13
TCGA-BT-A20V-01A-11D-A14W-08	21	62	17
TCGA-BT-A20W-01A-21D-A14W-08	22	49	0
TCGA-BT-A20X-01A-11D-A16O-08	15	49	5
TCGA-BT-A2LA-01A-11D-A18F-08	39	119	8
TCGA-BT-A2LB-01A-11D-A18F-08	199	187	185
TCGA-BT-A2LD-01A-12D-A20D-08	11	84	7
TCGA-BT-A3PH-01A-11D-A21Z-08	406	19	0
TCGA-BT-A3PJ-01A-21D-A21Z-08	270	96	125
TCGA-BT-A3PK-01A-21D-A21Z-08	142	206	0
TCGA-BT-A42B-01A-32D-A23M-08	6	52	4
TCGA-BT-A42C-01A-11D-A23M-08	162	175	15
TCGA-BT-A42E-01A-11D-A23U-08	110	48	0
TCGA-BT-A42F-01A-11D-A23U-08	141	10	7
TCGA-C4-A0EZ-01A-21D-A10S-08	53	126	22
TCGA-C4-A0F0-01A-12D-A10S-08	16	80	0
TCGA-C4-A0F1-01A-11D-A10S-08	76	58	30
TCGA-C4-A0F6-01A-11D-A10S-08	118	71	7
TCGA-C4-A0F7-01A-11D-A10S-08	0	61	7
TCGA-CF-A1HR-01A-11D-A13W-08	184	41	34
TCGA-CF-A1HS-01A-11D-A13W-08	194	37	0
TCGA-CF-A27C-01A-11D-A16O-08	124	29	0
TCGA-CF-A3MF-01A-12D-A21A-08	1	20	0
TCGA-CF-A3MG-01A-11D-A20D-08	88	49	2
TCGA-CF-A3MH-01A-11D-A20D-08	8	32	0
TCGA-CF-A3MI-01A-11D-A20D-08	25	37	7
TCGA-CF-A47S-01A-11D-A23U-08	1	16	4
TCGA-CF-A47T-01A-11D-A23U-08	3	13	8
TCGA-CF-A47V-01A-11D-A23U-08	43	55	0
TCGA-CF-A47W-01A-11D-A23U-08	1	25	4
TCGA-CF-A47X-01A-31D-A23U-08	218	56	36
TCGA-CF-A47Y-01A-11D-A23U-08	30	35	0
TCGA-CF-A5U8-01A-11D-A289-08	3	61	0
TCGA-CF-A5UA-01A-11D-A289-08	13	65	2
TCGA-CF-A7I0-01A-22D-A34U-08	20	20	9
TCGA-CF-A8HX-01A-11D-A364-08	28	14	18
TCGA-CF-A8HY-01A-11D-A364-08	19	57	0
TCGA-CF-A9FF-01A-11D-A38G-08	96	14	28
TCGA-CF-A9FH-01A-11D-A38G-08	0	32	6
TCGA-CF-A9FL-01A-11D-A38G-08	0	47	2
TCGA-CF-A9FM-01A-11D-A38G-08	0	23	0
TCGA-CU-A0YN-01A-21D-A10S-08	13	155	0
TCGA-CU-A0YO-01A-11D-A10S-08	31	42	15
TCGA-CU-A0YR-01A-12D-A10S-08	18	113	0
TCGA-CU-A3KJ-01A-11D-A21A-08	143	78	0
TCGA-CU-A3QU-01A-11D-A22Z-08	37	35	20
TCGA-CU-A3YL-01A-11D-A22Z-08	160	30	27
TCGA-CU-A5W6-01A-11D-A289-08	114	45	32
TCGA-CU-A72E-01A-12D-A339-08	45	39	3
TCGA-DK-A1A3-01A-11D-A13W-08	353	41	179
TCGA-DK-A1A5-01A-11D-A13W-08	183	13	49
TCGA-DK-A1A6-01A-11D-A13W-08	166	53	0
TCGA-DK-A1A7-01A-11D-A13W-08	33	173	0
TCGA-DK-A1AA-01A-11D-A13W-08	17	60	4
TCGA-DK-A1AB-01A-11D-A13W-08	168	0	27
TCGA-DK-A1AC-01A-11D-A13W-08	796	0	533
TCGA-DK-A1AD-01A-11D-A13W-08	104	101	25
TCGA-DK-A1AE-01A-11D-A13W-08	61	36	8
TCGA-DK-A1AF-01A-11D-A13W-08	70	4	11
TCGA-DK-A1AG-01A-11D-A13W-08	81	26	22
TCGA-DK-A2HX-01A-12D-A18F-08	40	43	28
TCGA-DK-A2I1-01A-11D-A17V-08	144	18	20
TCGA-DK-A2I2-01A-11D-A17V-08	37	46	5
TCGA-DK-A2I4-01A-11D-A21A-08	565	0	247
TCGA-DK-A2I6-01A-12D-A18F-08	88	127	58
TCGA-DK-A3IK-01A-32D-A21A-08	91	98	0
TCGA-DK-A3IL-01A-11D-A20D-08	12	146	13
TCGA-DK-A3IM-01A-11D-A20D-08	2	74	0
TCGA-DK-A3IN-01A-11D-A20D-08	290	46	33
TCGA-DK-A3IQ-01A-31D-A20D-08	100	40	41
TCGA-DK-A3IS-01A-21D-A21A-08	244	18	69
TCGA-DK-A3IT-01A-31D-A20D-08	360	26	0
TCGA-DK-A3IU-01A-11D-A20D-08	282	51	79
TCGA-DK-A3IV-01A-22D-A21A-08	26	28	18
TCGA-DK-A3WW-01A-22D-A23M-08	909	0	259
TCGA-DK-A3WX-01A-22D-A22Z-08	6	30	2
TCGA-DK-A3WY-01A-11D-A22Z-08	9	0	2
TCGA-DK-A3X1-01A-12D-A22Z-08	588	0	261
TCGA-DK-A3X2-01A-11D-A22Z-08	22	82	8
TCGA-DK-A6AV-01A-12D-A30E-08	44	51	23
TCGA-DK-A6AW-01A-11D-A30E-08	0	248	3869
TCGA-DK-A6B0-01A-11D-A31L-08	2	20	0
TCGA-DK-A6B1-01A-12D-A30E-08	42	79	19
TCGA-DK-A6B2-01A-11D-A30E-08	63	124	15
TCGA-DK-A6B5-01A-11D-A31L-08	67	35	15
TCGA-DK-A6B6-01A-11D-A30E-08	604	0	302
TCGA-DK-AA6L-01A-11D-A391-08	310	39	23
TCGA-DK-AA6M-01A-11D-A391-08	9	40	17
TCGA-DK-AA6P-01A-11D-A391-08	93	42	28
TCGA-DK-AA6Q-01A-11D-A391-08	59	48	11
TCGA-DK-AA6R-01A-11D-A42E-08	113	204	8
TCGA-DK-AA6S-01A-21D-A391-08	450	27	41
TCGA-DK-AA6T-01A-11D-A391-08	15	54	3
TCGA-DK-AA6U-01A-11D-A391-08	184	189	42
TCGA-DK-AA6W-01A-12D-A391-08	156	81	17
TCGA-DK-AA6X-01A-12D-A42E-08	70	24	13
TCGA-DK-AA71-01A-31D-A391-08	559	0	109
TCGA-DK-AA74-01A-11D-A391-08	142	42	7
TCGA-DK-AA75-01A-11D-A391-08	231	44	182
TCGA-DK-AA76-01A-11D-A391-08	112	83	34
TCGA-DK-AA77-01A-11D-A391-08	99	282	17
TCGA-E5-A2PC-01A-11D-A202-08	59	157	6
TCGA-E5-A4TZ-01A-11D-A31L-08	280	157	10
TCGA-E5-A4U1-01A-11D-A31L-08	444	70	57
TCGA-E7-A3X6-01A-12D-A22Z-08	56	30	4
TCGA-E7-A3Y1-01A-11D-A22Z-08	17	135	0
TCGA-E7-A4IJ-01A-31D-A26M-08	208	97	36
TCGA-E7-A4XJ-01A-11D-A26M-08	0	41	2
TCGA-E7-A519-01A-11D-A26M-08	16	52	1
TCGA-E7-A541-01A-11D-A26M-08	259	160	29
TCGA-E7-A5KE-01A-11D-A289-08	57	122	25
TCGA-E7-A5KF-01A-11D-A289-08	143	13	43
TCGA-E7-A677-01A-11D-A30E-08	33	177	7
TCGA-E7-A678-01A-11D-A30E-08	5	55	0
TCGA-E7-A6MD-01A-41D-A34U-08	327	47	76
TCGA-E7-A6ME-01A-22D-A32B-08	16	114	0
TCGA-E7-A6MF-01A-12D-A32B-08	33	0	12
