Samples	SBS96A	SBS96B	SBS96C
TCGA-CF-A47W-01A-11D-A23U-08	1	30	5
TCGA-CF-A47X-01A-31D-A23U-08	280	64	56
TCGA-CF-A47Y-01A-11D-A23U-08	39	41	0
TCGA-CF-A5U8-01A-11D-A289-08	4	67	1
TCGA-CF-A5UA-01A-11D-A289-08	16	78	0
TCGA-CF-A7I0-01A-22D-A34U-08	22	36	10
TCGA-CF-A8HX-01A-11D-A364-08	35	20	26
TCGA-CF-A8HY-01A-11D-A364-08	22	73	0
TCGA-CF-A9FF-01A-11D-A38G-08	98	22	47
TCGA-CF-A9FH-01A-11D-A38G-08	0	34	7
TCGA-CF-A9FL-01A-11D-A38G-08	0	58	5
TCGA-CF-A9FM-01A-11D-A38G-08	0	29	0
TCGA-CU-A0YN-01A-21D-A10S-08	20	182	0
TCGA-CU-A0YO-01A-11D-A10S-08	35	63	16
TCGA-CU-A0YR-01A-12D-A10S-08	20	156	0
TCGA-CU-A3KJ-01A-11D-A21A-08	180	92	9
TCGA-CU-A3QU-01A-11D-A22Z-08	53	50	26
TCGA-CU-A3YL-01A-11D-A22Z-08	209	23	49
TCGA-CU-A5W6-01A-11D-A289-08	148	59	53
TCGA-CU-A72E-01A-12D-A339-08	67	48	7
TCGA-DK-A1A3-01A-11D-A13W-08	443	6	302
TCGA-DK-A1A5-01A-11D-A13W-08	238	21	56
TCGA-DK-A1A6-01A-11D-A13W-08	211	73	0
TCGA-DK-A1A7-01A-11D-A13W-08	44	218	2
TCGA-DK-A1AA-01A-11D-A13W-08	18	79	5
TCGA-DK-A1AB-01A-11D-A13W-08	214	0	30
TCGA-DK-A1AC-01A-11D-A13W-08	984	0	918
TCGA-DK-A1AD-01A-11D-A13W-08	130	124	35
TCGA-DK-A1AE-01A-11D-A13W-08	76	47	19
TCGA-DK-A1AF-01A-11D-A13W-08	93	5	17
TCGA-DK-A1AG-01A-11D-A13W-08	99	38	32
TCGA-DK-A2HX-01A-12D-A18F-08	47	53	30
TCGA-DK-A2I1-01A-11D-A17V-08	179	18	41
TCGA-DK-A2I2-01A-11D-A17V-08	45	52	14
TCGA-DK-A2I4-01A-11D-A21A-08	749	0	375
TCGA-DK-A2I6-01A-12D-A18F-08	121	135	109
TCGA-DK-A3IK-01A-32D-A21A-08	114	139	0
TCGA-DK-A3IL-01A-11D-A20D-08	26	184	7
TCGA-DK-A3IM-01A-11D-A20D-08	2	99	0
TCGA-DK-A3IN-01A-11D-A20D-08	350	25	87
TCGA-DK-A3IQ-01A-31D-A20D-08	126	42	51
TCGA-DK-A3IS-01A-21D-A21A-08	304	17	107
TCGA-DK-A3IT-01A-31D-A20D-08	465	37	0
TCGA-DK-A3IU-01A-11D-A20D-08	326	47	135
TCGA-DK-A3IV-01A-22D-A21A-08	34	37	18
TCGA-DK-A3WW-01A-22D-A23M-08	1137	0	396
TCGA-DK-A3WX-01A-22D-A22Z-08	10	37	6
TCGA-DK-A3WY-01A-11D-A22Z-08	17	1	1
TCGA-DK-A3X1-01A-12D-A22Z-08	729	0	388
TCGA-DK-A3X2-01A-11D-A22Z-08	34	108	5
TCGA-DK-A6AV-01A-12D-A30E-08	61	62	32
TCGA-DK-A6AW-01A-11D-A30E-08	0	930	4036
TCGA-DK-A6B0-01A-11D-A31L-08	2	23	0
TCGA-DK-A6B1-01A-12D-A30E-08	54	86	40
TCGA-DK-A6B2-01A-11D-A30E-08	77	149	18
TCGA-DK-A6B5-01A-11D-A31L-08	102	44	23
TCGA-DK-A6B6-01A-11D-A30E-08	744	0	531
TCGA-DK-AA6L-01A-11D-A391-08	375	45	35
TCGA-DK-AA6M-01A-11D-A391-08	11	57	18
TCGA-DK-AA6P-01A-11D-A391-08	122	45	52
TCGA-DK-AA6Q-01A-11D-A391-08	83	51	11
TCGA-DK-AA6R-01A-11D-A42E-08	140	258	15
TCGA-DK-AA6S-01A-21D-A391-08	586	38	62
TCGA-DK-AA6T-01A-11D-A391-08	21	61	1
TCGA-DK-AA6U-01A-11D-A391-08	236	240	58
TCGA-DK-AA6W-01A-12D-A391-08	182	90	38
TCGA-DK-AA6X-01A-12D-A42E-08	83	31	13
TCGA-DK-AA71-01A-31D-A391-08	667	0	168
TCGA-DK-AA74-01A-11D-A391-08	186	41	20
TCGA-DK-AA75-01A-11D-A391-08	283	20	332
TCGA-DK-AA76-01A-11D-A391-08	146	99	47
TCGA-DK-AA77-01A-11D-A391-08	116	337	26
TCGA-E5-A2PC-01A-11D-A202-08	80	172	44
TCGA-E5-A4TZ-01A-11D-A31L-08	365	212	1
TCGA-E5-A4U1-01A-11D-A31L-08	585	63	100
TCGA-E7-A3X6-01A-12D-A22Z-08	74	27	15
TCGA-E7-A3Y1-01A-11D-A22Z-08	19	175	0
TCGA-E7-A4IJ-01A-31D-A26M-08	263	112	63
TCGA-E7-A4XJ-01A-11D-A26M-08	0	46	4
TCGA-E7-A519-01A-11D-A26M-08	21	61	2
TCGA-E7-A541-01A-11D-A26M-08	306	185	57
TCGA-E7-A5KE-01A-11D-A289-08	74	162	47
TCGA-E7-A5KF-01A-11D-A289-08	189	5	70
TCGA-E7-A677-01A-11D-A30E-08	40	242	5
TCGA-E7-A678-01A-11D-A30E-08	5	60	0
TCGA-E7-A6MD-01A-41D-A34U-08	397	70	111
TCGA-E7-A6ME-01A-22D-A32B-08	19	138	0
TCGA-E7-A6MF-01A-12D-A32B-08	47	0	11
TCGA-E7-A7DU-01A-11D-A32B-08	240	0	97
TCGA-E7-A7DV-01A-11D-A339-08	298	40	0
TCGA-E7-A7PW-01A-11D-A34U-08	41	42	23
TCGA-E7-A7XN-01A-11D-A34U-08	1064	0	80
TCGA-E7-A85H-01A-11D-A34U-08	87	416	14
TCGA-E7-A8O7-01A-11D-A364-08	9	31	0
TCGA-E7-A8O8-01A-11D-A364-08	26	117	6
TCGA-E7-A97P-01A-11D-A38G-08	54	191	0
TCGA-E7-A97Q-01A-11D-A38G-08	20	44	5
TCGA-FD-A3B3-01A-12D-A202-08	95	77	21
TCGA-FD-A3B4-01A-12D-A202-08	1	80	11
TCGA-FD-A3B5-01A-11D-A20D-08	90	57	28
TCGA-FD-A3B6-01A-21D-A20D-08	202	95	17
TCGA-FD-A3B7-01A-31D-A20D-08	14	60	0
TCGA-FD-A3B8-01A-31D-A20D-08	24	7	4
TCGA-FD-A3N5-01A-11D-A21A-08	34	382	0
TCGA-FD-A3N6-01A-11D-A21A-08	21	77	41
TCGA-FD-A3NA-01A-11D-A21A-08	147	22	36
TCGA-FD-A3SJ-01A-12D-A22Z-08	165	138	0
TCGA-FD-A3SL-01A-21D-A22Z-08	85	200	0
TCGA-FD-A3SM-01A-11D-A22Z-08	151	56	15
TCGA-FD-A3SN-01A-12D-A22Z-08	229	12	293
TCGA-FD-A3SO-01A-11D-A22Z-08	324	0	140
TCGA-FD-A3SP-01A-31D-A22Z-08	53	69	23
TCGA-FD-A3SQ-01A-21D-A22Z-08	17	59	16
TCGA-FD-A3SR-01A-11D-A22Z-08	69	85	15
TCGA-FD-A3SS-01A-12D-A22Z-08	368	0	247
TCGA-FD-A43N-01A-11D-A23U-08	84	139	0
TCGA-FD-A43P-01A-31D-A23U-08	326	149	27
TCGA-FD-A43S-01A-21D-A23U-08	0	1	0
TCGA-FD-A43U-01A-11D-A23U-08	5	79	9
TCGA-FD-A43X-01A-11D-A23U-08	263	86	51
TCGA-FD-A43Y-01A-21D-A26M-08	8	71	0
TCGA-FD-A5BR-01A-11D-A26M-08	8	93	1
TCGA-FD-A5BS-01A-21D-A26M-08	12	7	16
TCGA-FD-A5BT-01A-11D-A26M-08	98	64	6
TCGA-FD-A5BU-01A-31D-A26M-08	9	70	0
TCGA-FD-A5BV-01A-11D-A26M-08	19	129	0
TCGA-FD-A5BX-01A-11D-A26M-08	344	0	81
TCGA-FD-A5BY-01A-31D-A289-08	18	39	4
TCGA-FD-A5BZ-01A-11D-A289-08	56	81	27
TCGA-FD-A5C0-01A-11D-A289-08	22	129	7
TCGA-FD-A5C1-01A-11D-A289-08	80	96	2
TCGA-FD-A62N-01A-11D-A30E-08	11	92	9
TCGA-FD-A62O-01A-11D-A30E-08	112	58	55
TCGA-FD-A62P-01A-32D-A30E-08	330	62	72
TCGA-FD-A62S-01A-11D-A30E-08	4	83	0
TCGA-FD-A6TA-01A-12D-A339-08	275	0	41
TCGA-FD-A6TB-01A-12D-A339-08	182	18	23
TCGA-FD-A6TC-01A-21D-A339-08	962	0	224
TCGA-FD-A6TD-01A-51D-A339-08	72	61	27
TCGA-FD-A6TE-01A-12D-A339-08	222	29	39
TCGA-FD-A6TF-01A-52D-A32B-08	107	74	0
TCGA-FD-A6TG-01A-11D-A32B-08	266	194	14
TCGA-FD-A6TH-01A-11D-A32B-08	86	81	38
TCGA-FD-A6TI-01A-11D-A32B-08	7	131	9
TCGA-FD-A6TK-01A-42D-A339-08	50	65	12
TCGA-FJ-A3Z7-01A-12D-A23M-08	272	79	58
TCGA-FJ-A3Z9-01A-11D-A26M-08	9	67	6
TCGA-FJ-A3ZE-01A-11D-A23M-08	68	470	0
TCGA-FJ-A3ZF-01A-11D-A23M-08	150	121	54
TCGA-FJ-A871-01A-11D-A34U-08	3	58	0
TCGA-FT-A3EE-01A-11D-A202-08	26	98	30
TCGA-FT-A61P-01A-11D-A30E-08	56	125	23
TCGA-G2-A2EC-01A-11D-A17V-08	122	48	35
TCGA-G2-A2EF-01A-12D-A18F-08	230	31	54
TCGA-G2-A2EJ-01A-11D-A17V-08	246	101	7
TCGA-G2-A2EK-01A-22D-A18F-08	27	49	0
TCGA-G2-A2EL-01A-12D-A18F-08	232	55	14
TCGA-G2-A2EO-01A-11D-A17V-08	928	0	161
TCGA-G2-A2ES-01A-11D-A17V-08	165	208	151
TCGA-G2-A3IB-01A-11D-A20D-08	27	68	24
TCGA-G2-A3IE-01A-11D-A20D-08	327	51	56
TCGA-G2-A3VY-01A-11D-A22Z-08	861	68	0
TCGA-G2-AA3B-01A-11D-A391-08	868	20	0
TCGA-G2-AA3C-01A-21D-A391-08	198	70	24
TCGA-G2-AA3D-01A-11D-A391-08	255	10	0
TCGA-G2-AA3F-01A-12D-A42E-08	65	95	3
TCGA-GC-A3BM-01A-11D-A22Z-08	28	99	19
TCGA-GC-A3I6-01A-11D-A20D-08	150	40	44
TCGA-GC-A3OO-01A-11D-A22Z-08	101	6	64
TCGA-GC-A3RB-01A-12D-A21Z-08	103	84	22
TCGA-GC-A3RC-01A-11D-A22Z-08	183	189	101
TCGA-GC-A3RD-01A-12D-A22Z-08	39	54	9
TCGA-GC-A3WC-01A-31D-A22Z-08	86	93	16
TCGA-GC-A3YS-01A-11D-A23M-08	174	92	39
TCGA-GC-A4ZW-01A-11D-A26M-08	753	73	2
TCGA-GC-A6I1-01A-12D-A31L-08	206	33	54
TCGA-GC-A6I3-01A-11D-A31L-08	165	128	2
TCGA-GD-A2C5-01A-12D-A17V-08	191	79	49
TCGA-GD-A3OP-01A-21D-A21Z-08	247	89	86
TCGA-GD-A3OQ-01A-32D-A21Z-08	59	49	8
TCGA-GD-A3OS-01A-12D-A21Z-08	25	84	6
TCGA-GD-A6C6-01A-21D-A31L-08	231	81	35
TCGA-GD-A76B-01A-11D-A32B-08	112	69	32
TCGA-GU-A42P-01A-11D-A23U-08	188	59	98
TCGA-GU-A42Q-01A-11D-A23U-08	133	69	20
TCGA-GU-A42R-01A-11D-A23M-08	125	63	24
TCGA-GU-A762-01A-11D-A339-08	36	76	0
TCGA-GU-A763-01A-11D-A32B-08	26	54	0
TCGA-GU-A764-01A-11D-A34U-08	66	49	21
TCGA-GU-A766-01A-11D-A32B-08	179	4	55
TCGA-GU-A767-01A-11D-A32B-08	208	261	3
TCGA-GU-AATO-01A-11D-A391-08	307	29	51
TCGA-GU-AATP-01A-11D-A391-08	238	63	96
TCGA-GU-AATQ-01A-11D-A391-08	142	69	0
TCGA-GV-A3JV-01A-11D-A21Z-08	17	114	12
TCGA-GV-A3JW-01A-11D-A20D-08	42	54	4
TCGA-GV-A3JX-01A-11D-A20D-08	253	60	14
TCGA-GV-A3JZ-01A-11D-A21A-08	361	61	123
TCGA-GV-A3QF-01A-31D-A22Z-08	26	134	0
TCGA-GV-A3QG-01A-11D-A21Z-08	29	79	0
TCGA-GV-A3QH-01A-11D-A21Z-08	106	90	0
TCGA-GV-A3QI-01A-11D-A21Z-08	167	407	0
TCGA-GV-A3QK-01B-11D-A23M-08	59	97	26
TCGA-GV-A40E-01A-12D-A23M-08	128	74	0
TCGA-GV-A40G-01A-11D-A23M-08	39	131	20
TCGA-GV-A6ZA-01A-12D-A339-08	259	49	53
TCGA-H4-A2HO-01A-11D-A17V-08	27	76	0
TCGA-H4-A2HQ-01A-11D-A17V-08	364	113	75
TCGA-HQ-A2OE-01A-11D-A202-08	76	91	11
TCGA-HQ-A2OF-01A-11D-A26M-08	6	118	6
TCGA-HQ-A5ND-01A-11D-A26M-08	18	78	12
TCGA-HQ-A5NE-01A-12D-A289-08	328	33	92
TCGA-K4-A3WS-01A-11D-A22Z-08	210	135	7
TCGA-K4-A3WU-01B-11D-A23M-08	119	103	4
TCGA-K4-A3WV-01A-11D-A22Z-08	3	68	5
TCGA-K4-A4AB-01B-12D-A289-08	23	95	4
TCGA-K4-A4AC-01A-21D-A26M-08	64	91	28
TCGA-K4-A54R-01A-11D-A26M-08	934	0	245
TCGA-K4-A5RH-01A-11D-A30E-08	96	40	76
TCGA-K4-A5RI-01A-11D-A289-08	46	114	7
TCGA-K4-A5RJ-01A-11D-A289-08	353	45	72
TCGA-K4-A6FZ-01A-11D-A31L-08	262	177	56
TCGA-K4-A6MB-01A-11D-A31L-08	256	107	53
TCGA-K4-A83P-01A-11D-A34U-08	161	92	41
TCGA-K4-AAQO-01A-11D-A38G-08	161	123	17
TCGA-KQ-A41N-01A-11D-A339-08	59	172	27
TCGA-KQ-A41O-01A-12D-A34U-08	218	89	0
TCGA-KQ-A41P-01A-12D-A339-08	284	23	80
TCGA-KQ-A41Q-01A-11D-A339-08	76	83	28
TCGA-KQ-A41R-01A-21D-A34U-08	346	258	381
TCGA-KQ-A41S-01A-12D-A339-08	202	27	50
TCGA-LC-A66R-01A-41D-A30E-08	75	57	28
TCGA-LT-A5Z6-01A-11D-A289-08	537	0	140
TCGA-LT-A8JT-01A-11D-A364-08	28	48	14
TCGA-MV-A51V-01A-11D-A26M-08	2055	0	0
TCGA-PQ-A6FI-01A-11D-A31L-08	88	84	14
TCGA-PQ-A6FN-01A-11D-A31L-08	32	54	11
TCGA-R3-A69X-01A-22D-A30E-08	205	55	0
TCGA-S5-A6DX-01A-11D-A31L-08	640	42	153
TCGA-S5-AA26-01A-11D-A38G-08	217	47	20
TCGA-SY-A9G0-01A-12D-A38G-08	24	40	0
TCGA-SY-A9G5-01A-11D-A38G-08	1067	0	154
TCGA-UY-A78K-01A-11D-A339-08	388	615	0
TCGA-UY-A78L-01A-12D-A339-08	179	30	53
TCGA-UY-A78M-01A-21D-A34U-08	72	80	10
TCGA-UY-A78N-01A-12D-A339-08	19	245	11
TCGA-UY-A78O-01A-12D-A339-08	101	111	9
TCGA-UY-A78P-01A-12D-A364-08	309	14	28
TCGA-UY-A8OB-01A-12D-A42E-08	127	266	0
TCGA-UY-A8OC-01A-11D-A364-08	54	34	28
TCGA-UY-A8OD-01A-11D-A364-08	35	73	5
TCGA-UY-A9PA-01A-11D-A38G-08	60	141	0
TCGA-UY-A9PB-01A-11D-A38G-08	397	301	43
TCGA-UY-A9PD-01A-11D-A38G-08	100	244	28
TCGA-UY-A9PE-01A-11D-A38G-08	122	101	36
TCGA-UY-A9PF-01A-11D-A38G-08	225	0	404
TCGA-UY-A9PH-01A-11D-A38G-08	326	10	132
TCGA-XF-A8HB-01A-11D-A364-08	14	73	6
TCGA-XF-A8HC-01A-11D-A364-08	75	64	55
TCGA-XF-A8HD-01A-11D-A364-08	462	73	52
TCGA-XF-A8HE-01A-11D-A364-08	349	0	141
TCGA-XF-A8HF-01A-11D-A364-08	55	130	0
TCGA-XF-A8HG-01A-11D-A364-08	124	170	53
TCGA-XF-A8HH-01A-11D-A38G-08	68	48	28
TCGA-XF-A8HI-01A-11D-A38G-08	60	20	16
TCGA-XF-A9SG-01A-12D-A42E-08	133	39	60
TCGA-XF-A9SH-01A-11D-A391-08	23	30	0
TCGA-XF-A9SI-01A-11D-A391-08	380	0	37
TCGA-XF-A9SJ-01A-11D-A391-08	199	29	125
TCGA-XF-A9SK-01A-11D-A42E-08	104	54	25
TCGA-XF-A9SL-01A-11D-A391-08	82	10	0
TCGA-XF-A9SM-01A-11D-A42E-08	248	2	40
TCGA-XF-A9SP-01A-11D-A391-08	206	122	42
TCGA-XF-A9ST-01A-11D-A42E-08	345	312	13
TCGA-XF-A9SU-01A-31D-A391-08	6	50	5
TCGA-XF-A9SV-01A-21D-A42E-08	17	68	5
TCGA-XF-A9SW-01A-11D-A42E-08	21	37	20
TCGA-XF-A9SX-01A-21D-A391-08	26	101	3
TCGA-XF-A9SY-01A-21D-A42E-08	232	256	20
TCGA-XF-A9SZ-01A-11D-A391-08	117	79	38
TCGA-XF-A9T0-01A-11D-A391-08	385	61	597
TCGA-XF-A9T2-01A-11D-A42E-08	56	43	3
TCGA-XF-A9T3-01A-11D-A42E-08	98	414	4
TCGA-XF-A9T4-01A-11D-A391-08	13	32	2
TCGA-XF-A9T5-01A-11D-A42E-08	760	0	100
TCGA-XF-A9T6-01A-11D-A42E-08	57	194	115
TCGA-XF-A9T8-01A-11D-A391-08	839	21	39
TCGA-XF-AAME-01A-12D-A42E-08	0	20	0
TCGA-XF-AAMF-01A-21D-A42E-08	46	34	10
TCGA-XF-AAMG-01A-11D-A42E-08	927	215	61
TCGA-XF-AAMH-01A-11D-A42E-08	3	65	0
TCGA-XF-AAMJ-01A-11D-A42E-08	1	45	0
TCGA-XF-AAML-01A-11D-A42E-08	404	19	208
TCGA-XF-AAMQ-01A-11D-A42E-08	178	41	46
TCGA-XF-AAMR-01A-31D-A42E-08	55	26	34
TCGA-XF-AAMT-01A-11D-A42E-08	43	77	0
TCGA-XF-AAMW-01A-11D-A42E-08	0	43	0
TCGA-XF-AAMX-01A-11D-A42E-08	182	204	16
TCGA-XF-AAMY-01A-11D-A42E-08	76	53	13
TCGA-XF-AAMZ-01A-11D-A42E-08	178	129	2
TCGA-XF-AAN0-01A-11D-A42E-08	378	34	82
TCGA-XF-AAN1-01A-31D-A42E-08	22	86	0
TCGA-XF-AAN2-01A-11D-A42E-08	479	0	105
TCGA-XF-AAN3-01A-11D-A42E-08	134	23	38
TCGA-XF-AAN4-01A-11D-A42E-08	24	14	0
TCGA-XF-AAN5-01A-11D-A42E-08	306	73	0
TCGA-XF-AAN7-01A-11D-A42E-08	21	144	5
TCGA-XF-AAN8-01A-11D-A42E-08	0	2	0
TCGA-YC-A89H-01A-11D-A364-08	765	0	1410
TCGA-YC-A8S6-01A-31D-A38G-08	70	36	14
TCGA-YC-A9TC-01A-22D-A391-08	67	65	0
TCGA-YF-AA3L-01A-11D-A38G-08	117	269	0
TCGA-YF-AA3M-01A-11D-A42E-08	52	154	0
TCGA-ZF-A9R0-01A-11D-A38G-08	176	43	22
TCGA-ZF-A9R1-01A-11D-A391-08	48	56	8
TCGA-ZF-A9R2-01A-11D-A391-08	109	65	0
TCGA-ZF-A9R3-01A-11D-A38G-08	44	58	4
TCGA-ZF-A9R4-01A-11D-A38G-08	215	32	51
TCGA-ZF-A9R5-01A-12D-A42E-08	1	112	0
TCGA-ZF-A9R7-01A-11D-A38G-08	768	1	107
TCGA-ZF-A9R9-01A-11D-A38G-08	118	72	50
TCGA-ZF-A9RC-01A-11D-A38G-08	611	8	634
TCGA-ZF-A9RD-01A-11D-A42E-08	125	66	28
TCGA-ZF-A9RE-01A-11D-A38G-08	2	67	2
TCGA-ZF-A9RF-01A-11D-A38G-08	141	146	8
TCGA-ZF-A9RG-01A-21D-A42E-08	181	0	121
TCGA-ZF-A9RL-01A-11D-A38G-08	226	170	0
TCGA-ZF-A9RM-01A-11D-A38G-08	9	93	0
TCGA-ZF-A9RN-01A-11D-A42E-08	122	120	0
TCGA-ZF-AA4N-01A-11D-A38G-08	96	68	31
TCGA-ZF-AA4R-01A-11D-A38G-08	35	35	0
TCGA-ZF-AA4T-01A-11D-A38G-08	15	105	0
TCGA-ZF-AA4U-01A-11D-A38G-08	5	76	0
TCGA-ZF-AA4V-01A-11D-A38G-08	437	160	280
TCGA-ZF-AA4W-01A-12D-A38G-08	178	409	0
TCGA-ZF-AA4X-01A-11D-A38G-08	571	0	213
TCGA-ZF-AA51-01A-21D-A391-08	744	80	1
TCGA-ZF-AA52-01A-12D-A391-08	63	32	57
TCGA-ZF-AA53-01A-11D-A391-08	202	6	0
TCGA-ZF-AA54-01A-11D-A391-08	157	54	0
TCGA-ZF-AA56-01A-31D-A391-08	70	50	0
TCGA-ZF-AA58-01A-12D-A42E-08	159	110	2
TCGA-ZF-AA5H-01A-11D-A391-08	23	50	5
TCGA-ZF-AA5N-01A-11D-A42E-08	12	49	0
TCGA-ZF-AA5P-01A-11D-A391-08	23	28	1
