Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G
TCGA-DK-A3IK-01A-32D-A21A-08	56	12	79	0	35	56	15
TCGA-DK-A3IL-01A-11D-A20D-08	18	6	0	35	26	108	24
TCGA-DK-A3IM-01A-11D-A20D-08	0	4	5	25	36	30	1
TCGA-DK-A3IN-01A-11D-A20D-08	231	154	13	19	18	19	8
TCGA-DK-A3IQ-01A-31D-A20D-08	29	56	111	0	13	0	10
TCGA-DK-A3IS-01A-21D-A21A-08	132	145	124	0	23	0	4
TCGA-DK-A3IT-01A-31D-A20D-08	267	72	151	0	0	4	8
TCGA-DK-A3IU-01A-11D-A20D-08	132	188	148	2	11	23	4
TCGA-DK-A3IV-01A-22D-A21A-08	20	25	2	16	12	9	5
TCGA-DK-A3WW-01A-22D-A23M-08	643	567	261	0	0	0	62
TCGA-DK-A3WX-01A-22D-A22Z-08	0	13	13	2	20	5	0
TCGA-DK-A3WY-01A-11D-A22Z-08	7	5	6	0	1	0	0
TCGA-DK-A3X1-01A-12D-A22Z-08	355	421	244	0	0	0	97
TCGA-DK-A3X2-01A-11D-A22Z-08	15	18	31	9	55	17	2
TCGA-DK-A6AV-01A-12D-A30E-08	13	38	59	0	19	17	9
TCGA-DK-A6AW-01A-11D-A30E-08	0	9	0	21	16	0	4920
TCGA-DK-A6B0-01A-11D-A31L-08	0	0	7	9	6	3	0
TCGA-DK-A6B1-01A-12D-A30E-08	19	53	28	26	42	4	8
TCGA-DK-A6B2-01A-11D-A30E-08	18	29	87	22	44	32	12
TCGA-DK-A6B5-01A-11D-A31L-08	52	45	20	19	5	28	0
TCGA-DK-A6B6-01A-11D-A30E-08	274	762	239	0	0	0	0
TCGA-DK-AA6L-01A-11D-A391-08	201	107	135	0	7	5	0
TCGA-DK-AA6M-01A-11D-A391-08	8	16	0	0	33	17	12
TCGA-DK-AA6P-01A-11D-A391-08	38	66	74	13	5	17	6
TCGA-DK-AA6Q-01A-11D-A391-08	56	29	5	14	12	24	5
TCGA-DK-AA6R-01A-11D-A42E-08	32	45	107	0	14	200	15
TCGA-DK-AA6S-01A-21D-A391-08	349	187	90	0	0	60	0
TCGA-DK-AA6T-01A-11D-A391-08	23	0	0	18	23	7	12
TCGA-DK-AA6U-01A-11D-A391-08	138	112	0	16	33	217	18
TCGA-DK-AA6W-01A-12D-A391-08	77	71	116	0	45	0	1
TCGA-DK-AA6X-01A-12D-A42E-08	42	20	47	0	9	0	9
TCGA-DK-AA71-01A-31D-A391-08	247	263	325	0	0	0	0
TCGA-DK-AA74-01A-11D-A391-08	84	45	108	0	3	0	7
TCGA-DK-AA75-01A-11D-A391-08	130	323	6	47	32	32	65
TCGA-DK-AA76-01A-11D-A391-08	48	51	118	0	15	38	22
TCGA-DK-AA77-01A-11D-A391-08	42	81	27	48	56	222	3
TCGA-E5-A2PC-01A-11D-A202-08	0	50	91	59	17	66	13
TCGA-E5-A4TZ-01A-11D-A31L-08	190	77	220	0	89	0	2
TCGA-E5-A4U1-01A-11D-A31L-08	291	186	238	0	10	9	14
TCGA-E7-A3X6-01A-12D-A22Z-08	28	30	48	0	10	0	0
TCGA-E7-A3Y1-01A-11D-A22Z-08	0	9	27	68	40	49	1
TCGA-E7-A4IJ-01A-31D-A26M-08	149	94	45	28	6	89	27
TCGA-E7-A4XJ-01A-11D-A26M-08	0	3	0	4	34	4	5
TCGA-E7-A519-01A-11D-A26M-08	10	11	2	48	12	0	1
TCGA-E7-A541-01A-11D-A26M-08	178	127	27	138	36	38	4
TCGA-E7-A5KE-01A-11D-A289-08	19	63	57	38	60	35	11
TCGA-E7-A5KF-01A-11D-A289-08	71	86	100	0	0	0	7
TCGA-E7-A677-01A-11D-A30E-08	19	23	0	106	42	84	13
TCGA-E7-A678-01A-11D-A30E-08	0	0	11	26	20	7	1
TCGA-E7-A6MD-01A-41D-A34U-08	194	163	170	0	32	0	19
TCGA-E7-A6ME-01A-22D-A32B-08	16	0	0	77	21	42	1
TCGA-E7-A6MF-01A-12D-A32B-08	10	16	32	0	0	0	0
TCGA-E7-A7DU-01A-11D-A32B-08	56	104	171	0	0	0	6
TCGA-E7-A7DV-01A-11D-A339-08	162	33	124	0	5	0	14
TCGA-E7-A7PW-01A-11D-A34U-08	26	28	0	0	15	29	8
TCGA-E7-A7XN-01A-11D-A34U-08	776	350	0	18	0	0	0
TCGA-E7-A85H-01A-11D-A34U-08	28	56	13	262	56	91	11
TCGA-E7-A8O7-01A-11D-A364-08	8	4	0	6	14	6	2
TCGA-E7-A8O8-01A-11D-A364-08	0	15	42	22	46	20	4
TCGA-E7-A97P-01A-11D-A38G-08	6	7	69	96	22	36	9
TCGA-E7-A97Q-01A-11D-A38G-08	12	9	4	21	12	8	3
TCGA-FD-A3B3-01A-12D-A202-08	39	36	71	3	25	12	7
TCGA-FD-A3B4-01A-12D-A202-08	3	0	0	0	15	54	20
TCGA-FD-A3B5-01A-11D-A20D-08	32	25	83	0	15	2	18
TCGA-FD-A3B6-01A-21D-A20D-08	66	43	174	0	14	9	8
TCGA-FD-A3B7-01A-31D-A20D-08	14	1	0	31	21	5	2
TCGA-FD-A3B8-01A-31D-A20D-08	6	3	23	0	1	0	2
TCGA-FD-A3N5-01A-11D-A21A-08	12	20	1	203	35	133	12
TCGA-FD-A3N6-01A-11D-A21A-08	11	30	13	0	50	8	27
TCGA-FD-A3NA-01A-11D-A21A-08	98	68	0	15	11	12	1
TCGA-FD-A3SJ-01A-12D-A22Z-08	75	35	90	43	27	33	0
TCGA-FD-A3SL-01A-21D-A22Z-08	40	7	58	68	34	58	20
TCGA-FD-A3SM-01A-11D-A22Z-08	67	44	91	0	20	0	0
TCGA-FD-A3SN-01A-12D-A22Z-08	91	298	0	48	28	29	40
TCGA-FD-A3SO-01A-11D-A22Z-08	215	199	0	12	14	6	18
TCGA-FD-A3SP-01A-31D-A22Z-08	15	32	57	0	34	0	7
TCGA-FD-A3SQ-01A-21D-A22Z-08	0	16	29	7	31	1	8
TCGA-FD-A3SR-01A-11D-A22Z-08	37	16	51	6	28	12	19
TCGA-FD-A3SS-01A-12D-A22Z-08	174	273	115	0	0	0	53
TCGA-FD-A43N-01A-11D-A23U-08	43	2	96	0	70	9	3
TCGA-FD-A43P-01A-31D-A23U-08	122	65	264	0	20	10	21
TCGA-FD-A43S-01A-21D-A23U-08	0	0	0	1	0	0	0
TCGA-FD-A43U-01A-11D-A23U-08	0	13	1	17	33	24	5
TCGA-FD-A43X-01A-11D-A23U-08	105	91	175	0	22	0	7
TCGA-FD-A43Y-01A-21D-A26M-08	0	3	12	32	11	21	0
TCGA-FD-A5BR-01A-11D-A26M-08	4	6	2	8	34	42	6
TCGA-FD-A5BS-01A-21D-A26M-08	4	15	2	5	1	4	4
TCGA-FD-A5BT-01A-11D-A26M-08	73	21	13	26	24	0	11
TCGA-FD-A5BU-01A-31D-A26M-08	2	2	15	4	32	24	0
TCGA-FD-A5BV-01A-11D-A26M-08	14	2	5	25	29	73	0
TCGA-FD-A5BX-01A-11D-A26M-08	105	104	212	0	0	0	4
TCGA-FD-A5BY-01A-31D-A289-08	1	9	27	0	17	5	2
TCGA-FD-A5BZ-01A-11D-A289-08	44	28	0	7	31	34	20
TCGA-FD-A5C0-01A-11D-A289-08	11	21	0	57	40	26	3
TCGA-FD-A5C1-01A-11D-A289-08	35	20	75	0	45	0	3
TCGA-FD-A62N-01A-11D-A30E-08	0	6	18	22	12	42	12
TCGA-FD-A62O-01A-11D-A30E-08	88	61	0	11	38	0	27
TCGA-FD-A62P-01A-32D-A30E-08	181	113	123	0	26	0	21
TCGA-FD-A62S-01A-11D-A30E-08	2	4	0	24	25	32	0
TCGA-FD-A6TA-01A-12D-A339-08	127	74	110	0	0	0	5
TCGA-FD-A6TB-01A-12D-A339-08	81	35	90	0	6	0	11
TCGA-FD-A6TC-01A-21D-A339-08	494	351	313	0	0	0	28
TCGA-FD-A6TD-01A-51D-A339-08	7	44	83	0	23	3	0
TCGA-FD-A6TE-01A-12D-A339-08	94	68	116	0	8	0	4
TCGA-FD-A6TF-01A-52D-A32B-08	44	17	90	0	22	8	0
TCGA-FD-A6TG-01A-11D-A32B-08	59	53	281	10	8	53	10
TCGA-FD-A6TH-01A-11D-A32B-08	57	56	0	27	33	23	9
TCGA-FD-A6TI-01A-11D-A32B-08	0	4	18	25	46	36	18
TCGA-FD-A6TK-01A-42D-A339-08	24	34	6	28	19	16	0
TCGA-FJ-A3Z7-01A-12D-A23M-08	171	131	7	18	31	51	0
TCGA-FJ-A3Z9-01A-11D-A26M-08	10	8	0	0	52	4	8
TCGA-FJ-A3ZE-01A-11D-A23M-08	46	4	0	35	25	384	44
TCGA-FJ-A3ZF-01A-11D-A23M-08	32	75	147	0	36	26	9
TCGA-FJ-A871-01A-11D-A34U-08	2	2	1	31	25	0	0
TCGA-FT-A3EE-01A-11D-A202-08	9	37	0	43	31	26	8
TCGA-FT-A61P-01A-11D-A30E-08	18	33	35	61	31	17	9
TCGA-G2-A2EC-01A-11D-A17V-08	71	50	32	17	15	9	11
TCGA-G2-A2EF-01A-12D-A18F-08	102	99	104	0	10	0	0
TCGA-G2-A2EJ-01A-11D-A17V-08	187	62	0	10	35	50	10
TCGA-G2-A2EK-01A-22D-A18F-08	3	4	45	0	24	0	0
TCGA-G2-A2EL-01A-12D-A18F-08	133	49	91	0	17	0	11
TCGA-G2-A2EO-01A-11D-A17V-08	497	354	238	0	0	0	0
TCGA-G2-A2ES-01A-11D-A17V-08	14	154	117	117	20	78	24
TCGA-G2-A3IB-01A-11D-A20D-08	2	18	22	0	3	62	12
TCGA-G2-A3IE-01A-11D-A20D-08	131	104	192	0	3	0	4
TCGA-G2-A3VY-01A-11D-A22Z-08	378	73	478	0	0	0	0
TCGA-G2-AA3B-01A-11D-A391-08	492	140	248	0	0	0	8
TCGA-G2-AA3C-01A-21D-A391-08	118	67	58	0	29	18	2
TCGA-G2-AA3D-01A-11D-A391-08	131	38	96	0	0	0	0
TCGA-G2-AA3F-01A-12D-A42E-08	6	14	94	6	21	18	4
TCGA-GC-A3BM-01A-11D-A22Z-08	24	28	0	19	64	1	10
TCGA-GC-A3I6-01A-11D-A20D-08	38	66	124	0	4	2	0
TCGA-GC-A3OO-01A-11D-A22Z-08	27	84	48	0	0	12	0
TCGA-GC-A3RB-01A-12D-A21Z-08	26	40	107	0	34	0	2
TCGA-GC-A3RC-01A-11D-A22Z-08	92	118	0	150	17	70	26
TCGA-GC-A3RD-01A-12D-A22Z-08	27	23	0	1	26	25	0
TCGA-GC-A3WC-01A-31D-A22Z-08	57	38	0	49	26	20	5
TCGA-GC-A3YS-01A-11D-A23M-08	105	66	53	15	34	16	16
TCGA-GC-A4ZW-01A-11D-A26M-08	558	159	0	74	24	4	9
TCGA-GC-A6I1-01A-12D-A31L-08	135	103	0	20	20	15	0
TCGA-GC-A6I3-01A-11D-A31L-08	100	32	60	26	29	35	13
TCGA-GD-A2C5-01A-12D-A17V-08	132	72	16	26	26	23	24
TCGA-GD-A3OP-01A-21D-A21Z-08	62	137	183	0	20	20	0
TCGA-GD-A3OQ-01A-32D-A21Z-08	30	16	38	0	27	0	5
TCGA-GD-A3OS-01A-12D-A21Z-08	3	20	27	6	38	21	0
TCGA-GD-A6C6-01A-21D-A31L-08	151	84	24	19	26	35	8
TCGA-GD-A76B-01A-11D-A32B-08	36	45	100	0	21	2	9
TCGA-GU-A42P-01A-11D-A23U-08	118	118	0	23	25	39	22
TCGA-GU-A42Q-01A-11D-A23U-08	94	38	22	16	25	9	18
TCGA-GU-A42R-01A-11D-A23M-08	30	38	128	0	11	0	5
TCGA-GU-A762-01A-11D-A339-08	10	2	54	0	31	9	6
TCGA-GU-A763-01A-11D-A32B-08	10	0	29	3	14	24	0
TCGA-GU-A764-01A-11D-A34U-08	27	29	34	3	9	28	6
TCGA-GU-A766-01A-11D-A32B-08	114	78	16	6	4	8	12
TCGA-GU-A767-01A-11D-A32B-08	133	42	0	58	12	197	30
TCGA-GU-AATO-01A-11D-A391-08	111	105	167	0	4	0	0
TCGA-GU-AATP-01A-11D-A391-08	96	124	129	0	19	15	14
TCGA-GU-AATQ-01A-11D-A391-08	101	28	0	44	14	22	2
TCGA-GV-A3JV-01A-11D-A21Z-08	17	22	0	1	94	0	9
TCGA-GV-A3JW-01A-11D-A20D-08	15	9	43	0	21	6	6
TCGA-GV-A3JX-01A-11D-A20D-08	111	42	153	0	9	0	12
TCGA-GV-A3JZ-01A-11D-A21A-08	267	137	0	0	27	46	68
TCGA-GV-A3QF-01A-31D-A22Z-08	0	9	39	32	30	48	2
TCGA-GV-A3QG-01A-11D-A21Z-08	6	10	31	15	24	22	0
TCGA-GV-A3QH-01A-11D-A21Z-08	35	6	119	0	36	0	0
TCGA-GV-A3QI-01A-11D-A21Z-08	42	44	126	139	34	183	6
TCGA-GV-A3QK-01B-11D-A23M-08	15	33	69	4	39	10	12
TCGA-GV-A40E-01A-12D-A23M-08	78	0	83	4	25	8	4
TCGA-GV-A40G-01A-11D-A23M-08	0	37	60	9	60	22	2
TCGA-GV-A6ZA-01A-12D-A339-08	190	94	0	29	30	0	18
TCGA-H4-A2HO-01A-11D-A17V-08	7	12	34	9	38	3	0
TCGA-H4-A2HQ-01A-11D-A17V-08	222	137	16	82	7	70	18
TCGA-HQ-A2OE-01A-11D-A202-08	35	27	44	18	27	21	6
TCGA-HQ-A2OF-01A-11D-A26M-08	6	13	0	0	104	1	6
TCGA-HQ-A5ND-01A-11D-A26M-08	14	12	0	23	30	17	12
TCGA-HQ-A5NE-01A-12D-A289-08	137	135	166	0	9	0	6
TCGA-K4-A3WS-01A-11D-A22Z-08	78	49	108	20	0	94	3
TCGA-K4-A3WU-01B-11D-A23M-08	100	25	10	14	50	11	16
TCGA-K4-A3WV-01A-11D-A22Z-08	0	7	6	20	36	1	6
TCGA-K4-A4AB-01B-12D-A289-08	0	12	43	13	37	15	2
TCGA-K4-A4AC-01A-21D-A26M-08	48	32	0	22	34	27	20
TCGA-K4-A54R-01A-11D-A26M-08	623	412	92	0	0	0	52
TCGA-K4-A5RH-01A-11D-A30E-08	35	83	37	13	14	16	14
TCGA-K4-A5RI-01A-11D-A289-08	14	18	47	26	39	17	6
TCGA-K4-A5RJ-01A-11D-A289-08	114	111	242	0	0	0	3
TCGA-K4-A6FZ-01A-11D-A31L-08	45	90	191	169	0	0	0
TCGA-K4-A6MB-01A-11D-A31L-08	78	97	212	0	29	0	0
TCGA-K4-A83P-01A-11D-A34U-08	100	76	0	90	24	0	4
TCGA-K4-AAQO-01A-11D-A38G-08	96	59	34	43	31	38	0
TCGA-KQ-A41N-01A-11D-A339-08	29	36	0	104	20	54	15
TCGA-KQ-A41O-01A-12D-A34U-08	155	32	65	0	40	2	13
TCGA-KQ-A41P-01A-12D-A339-08	196	121	4	24	21	0	21
TCGA-KQ-A41Q-01A-11D-A339-08	27	26	80	0	35	0	19
TCGA-KQ-A41R-01A-21D-A34U-08	56	429	130	201	66	87	16
TCGA-KQ-A41S-01A-12D-A339-08	139	88	4	15	15	8	10
TCGA-LC-A66R-01A-41D-A30E-08	59	26	0	28	21	3	23
TCGA-LT-A5Z6-01A-11D-A289-08	210	215	252	0	0	0	0
TCGA-LT-A8JT-01A-11D-A364-08	21	20	0	9	24	10	6
TCGA-MV-A51V-01A-11D-A26M-08	1294	185	522	0	0	0	54
TCGA-PQ-A6FI-01A-11D-A31L-08	63	32	0	39	27	15	10
TCGA-PQ-A6FN-01A-11D-A31L-08	19	22	0	9	17	29	1
TCGA-R3-A69X-01A-22D-A30E-08	142	44	45	3	21	0	5
TCGA-S5-A6DX-01A-11D-A31L-08	424	239	79	0	36	9	48
TCGA-S5-AA26-01A-11D-A38G-08	170	68	0	0	32	7	7
TCGA-SY-A9G0-01A-12D-A38G-08	11	4	27	0	21	0	1
TCGA-SY-A9G5-01A-11D-A38G-08	507	321	393	0	0	0	0
TCGA-UY-A78K-01A-11D-A339-08	169	74	134	371	3	201	51
TCGA-UY-A78L-01A-12D-A339-08	117	88	0	17	12	23	5
TCGA-UY-A78M-01A-21D-A34U-08	13	26	87	0	36	0	0
TCGA-UY-A78N-01A-12D-A339-08	0	28	0	161	40	39	7
TCGA-UY-A78O-01A-12D-A339-08	48	22	83	0	57	0	11
TCGA-UY-A78P-01A-12D-A364-08	229	88	0	8	13	3	10
TCGA-UY-A8OB-01A-12D-A42E-08	81	7	0	279	7	1	18
TCGA-UY-A8OC-01A-11D-A364-08	39	35	0	12	22	0	8
TCGA-UY-A8OD-01A-11D-A364-08	23	22	0	20	33	15	0
TCGA-UY-A9PA-01A-11D-A38G-08	27	31	0	77	20	46	0
TCGA-UY-A9PB-01A-11D-A38G-08	161	142	196	117	43	82	0
TCGA-UY-A9PD-01A-11D-A38G-08	18	58	95	74	62	59	6
TCGA-UY-A9PE-01A-11D-A38G-08	78	49	21	0	28	60	23
TCGA-UY-A9PF-01A-11D-A38G-08	0	463	74	36	13	28	15
TCGA-UY-A9PH-01A-11D-A38G-08	172	165	88	0	20	0	23
TCGA-XF-A8HB-01A-11D-A364-08	21	0	0	6	43	5	18
TCGA-XF-A8HC-01A-11D-A364-08	34	83	8	5	37	27	0
TCGA-XF-A8HD-01A-11D-A364-08	245	102	191	0	19	0	30
TCGA-XF-A8HE-01A-11D-A364-08	230	219	0	12	0	16	13
TCGA-XF-A8HF-01A-11D-A364-08	3	14	69	18	13	63	5
TCGA-XF-A8HG-01A-11D-A364-08	69	93	0	83	64	36	2
TCGA-XF-A8HH-01A-11D-A38G-08	56	38	0	0	33	3	14
TCGA-XF-A8HI-01A-11D-A38G-08	24	29	30	0	13	0	0
TCGA-XF-A9SG-01A-12D-A42E-08	49	75	82	0	19	0	7
TCGA-XF-A9SH-01A-11D-A391-08	4	2	34	0	12	0	1
TCGA-XF-A9SI-01A-11D-A391-08	152	95	170	0	0	0	0
TCGA-XF-A9SJ-01A-11D-A391-08	98	172	4	51	20	8	0
TCGA-XF-A9SK-01A-11D-A42E-08	38	27	89	0	14	0	15
TCGA-XF-A9SL-01A-11D-A391-08	58	5	10	18	0	1	0
TCGA-XF-A9SM-01A-11D-A42E-08	116	84	90	0	0	0	0
TCGA-XF-A9SP-01A-11D-A391-08	112	63	106	4	39	18	28
TCGA-XF-A9ST-01A-11D-A42E-08	119	71	246	125	16	72	21
TCGA-XF-A9SU-01A-31D-A391-08	7	4	0	14	28	0	8
TCGA-XF-A9SV-01A-21D-A42E-08	13	9	0	15	26	20	7
TCGA-XF-A9SW-01A-11D-A42E-08	0	21	28	0	17	7	5
TCGA-XF-A9SX-01A-21D-A391-08	11	12	5	55	15	27	5
TCGA-XF-A9SY-01A-21D-A42E-08	107	34	66	0	0	256	45
TCGA-XF-A9SZ-01A-11D-A391-08	68	62	0	36	16	47	5
TCGA-XF-A9T0-01A-11D-A391-08	75	623	0	198	36	88	23
TCGA-XF-A9T2-01A-11D-A42E-08	13	19	57	0	13	0	0
TCGA-XF-A9T3-01A-11D-A42E-08	26	43	31	327	28	48	13
TCGA-XF-A9T4-01A-11D-A391-08	0	4	27	0	15	0	1
TCGA-XF-A9T5-01A-11D-A42E-08	396	257	207	0	0	0	0
TCGA-XF-A9T6-01A-11D-A42E-08	3	108	0	134	34	62	25
TCGA-XF-A9T8-01A-11D-A391-08	540	223	119	0	17	0	0
TCGA-XF-AAME-01A-12D-A42E-08	0	0	0	12	1	7	0
TCGA-XF-AAMF-01A-21D-A42E-08	36	21	0	3	19	8	3
TCGA-XF-AAMG-01A-11D-A42E-08	468	170	477	0	27	0	61
TCGA-XF-AAMH-01A-11D-A42E-08	0	2	7	17	27	13	2
