Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E
TCGA-A2-A0CL-01A-11D-A10Y-09	95	6	12	17	8
TCGA-A2-A0CM-01A-31W-A050-09	27	19	6	11	2
TCGA-A2-A0CP-01A-11W-A050-09	3	88	18	8	4
TCGA-A2-A0CQ-01A-21W-A050-09	1	16	16	13	3
TCGA-A2-A0CR-01A-11D-A228-09	136	0	0	19	0
TCGA-A2-A0CS-01A-11D-A10Y-09	0	11	18	8	2
TCGA-A2-A0CT-01A-31W-A071-09	22	18	6	59	5
TCGA-A2-A0CU-01A-12W-A050-09	3	17	8	18	4
TCGA-A2-A0CV-01A-31D-A10Y-09	0	0	13	4	2
TCGA-A2-A0CW-01A-21D-A10Y-09	12	15	6	13	4
TCGA-A2-A0CX-01A-21W-A019-09	190	0	0	82	27
TCGA-A2-A0D0-01A-11W-A019-09	7	37	15	14	4
TCGA-A2-A0D1-01A-11W-A050-09	16	30	28	12	6
TCGA-A2-A0D2-01A-21W-A050-09	10	48	16	10	3
TCGA-A2-A0D3-01A-11D-A10Y-09	0	0	17	11	0
TCGA-A2-A0D4-01A-11W-A019-09	4	13	11	4	4
TCGA-A2-A0EM-01A-11W-A050-09	1	16	14	9	1
TCGA-A2-A0EN-01A-13D-A099-09	0	13	5	10	2
TCGA-A2-A0EO-01A-11W-A050-09	0	16	8	18	0
TCGA-A2-A0EP-01A-52D-A22X-09	6	2	1	5	1
TCGA-A2-A0EQ-01A-11W-A050-09	192	0	56	0	0
TCGA-A2-A0ER-01A-21W-A050-09	0	14	18	7	0
TCGA-A2-A0ES-01A-11D-A10Y-09	0	5	0	7	0
TCGA-A2-A0ET-01A-31D-A045-09	1	6	14	22	6
TCGA-A2-A0EU-01A-22W-A071-09	0	0	18	21	3
TCGA-A2-A0EV-01A-11W-A050-09	0	22	0	36	10
TCGA-A2-A0EW-01A-21D-A10Y-09	1	4	8	1	3
TCGA-A2-A0EX-01A-21W-A050-09	0	12	0	17	0
TCGA-A2-A0EY-01A-11W-A050-09	137	0	0	95	22
TCGA-A2-A0ST-01A-12D-A099-09	3	5	4	6	1
TCGA-A2-A0SU-01A-11D-A099-09	0	7	8	11	0
TCGA-A2-A0SV-01A-11D-A099-09	0	9	11	18	0
TCGA-A2-A0SW-01A-11D-A099-09	13	13	10	17	4
TCGA-A2-A0SX-01A-12D-A099-09	6	8	10	13	2
TCGA-A2-A0SY-01A-31D-A099-09	89	0	0	27	14
TCGA-A2-A0T0-01A-22D-A099-09	19	103	39	0	13
TCGA-A2-A0T1-01A-21D-A099-09	0	7	8	5	3
TCGA-A2-A0T2-01A-11W-A097-09	3	7	10	6	0
TCGA-A2-A0T3-01A-21D-A10Y-09	1	14	11	6	1
TCGA-A2-A0T4-01A-31D-A099-09	0	8	13	6	0
TCGA-A2-A0T5-01A-21D-A099-09	0	0	0	7	1
TCGA-A2-A0T6-01A-11D-A099-09	0	0	8	12	0
TCGA-A2-A0T7-01A-21D-A099-09	0	0	9	10	2
TCGA-A2-A0YC-01A-11D-A117-09	3	11	3	6	1
TCGA-A2-A0YD-01A-11D-A10G-09	29	0	0	28	8
TCGA-A2-A0YE-01A-11D-A10G-09	1	5	10	10	4
TCGA-A2-A0YF-01A-21D-A10G-09	0	15	7	0	7
TCGA-A2-A0YG-01A-21D-A10G-09	1	19	13	26	3
TCGA-A2-A0YH-01A-11D-A10G-09	33	23	9	18	6
TCGA-A2-A0YI-01A-31D-A10M-09	1	8	2	2	1
TCGA-A2-A0YJ-01A-11D-A10G-09	1	30	30	10	3
TCGA-A2-A0YK-01A-22D-A117-09	367	0	0	0	23
TCGA-A2-A0YL-01A-21D-A10G-09	17	0	0	16	0
TCGA-A2-A0YM-01A-11D-A10G-09	11	14	23	15	6
TCGA-A2-A0YT-01A-11D-A10G-09	4	6	24	15	14
TCGA-A2-A1FV-01A-11D-A13L-09	1	3	13	16	2
TCGA-A2-A1FW-01A-11D-A13L-09	1	22	28	16	5
TCGA-A2-A1FX-01A-11D-A13L-09	0	9	0	10	7
TCGA-A2-A1FZ-01A-51D-A17G-09	0	10	14	0	0
TCGA-A2-A1G0-01A-11D-A13L-09	2	9	0	10	0
TCGA-A2-A1G1-01A-21D-A13L-09	0	23	0	10	0
TCGA-A2-A1G4-01A-11D-A13L-09	0	10	7	10	0
TCGA-A2-A1G6-01A-11D-A13L-09	1	5	4	0	0
TCGA-A2-A259-01A-11D-A16D-09	2	5	0	13	0
TCGA-A2-A25A-01A-12D-A16D-09	37	342	0	0	36
TCGA-A2-A25B-01A-11D-A167-09	5	59	9	29	9
TCGA-A2-A25C-01A-11D-A167-09	4	17	7	4	5
TCGA-A2-A25D-01A-12D-A16D-09	6	19	12	15	0
TCGA-A2-A25E-01A-11D-A167-09	6	26	13	6	5
TCGA-A2-A25F-01A-11D-A167-09	0	6	0	0	0
TCGA-A2-A3KD-01A-12D-A20S-09	0	0	0	12	0
TCGA-A2-A3XT-01A-11D-A22X-09	22	40	18	0	4
TCGA-A2-A3XU-01A-12D-A22X-09	0	0	12	10	0
TCGA-A2-A3XV-01A-21D-A23C-09	0	9	15	12	0
TCGA-A2-A3XW-01A-11D-A23C-09	0	0	0	7	4
TCGA-A2-A3XX-01A-21D-A23C-09	2	19	9	7	8
TCGA-A2-A3XZ-01A-42D-A23C-09	19	3	8	5	6
TCGA-A2-A3Y0-01A-11D-A23C-09	33	102	53	0	0
TCGA-A2-A4S1-01A-21D-A25Q-09	7	30	27	3	3
TCGA-A2-A4S2-01A-12D-A25Q-09	3	14	0	15	0
TCGA-A2-A4S3-01A-21D-A25Q-09	10	26	28	9	8
TCGA-A7-A0CD-01A-11W-A019-09	0	9	13	11	0
TCGA-A7-A0CE-01A-11W-A019-09	13	76	11	19	12
TCGA-A7-A0CG-01A-11W-A019-09	12	0	21	24	7
TCGA-A7-A0CJ-01A-21W-A019-09	5	32	20	12	3
TCGA-A7-A0D9-01A-31W-A071-09	5	0	7	10	0
TCGA-A7-A0DA-01A-31D-A10Y-09	16	87	20	9	10
TCGA-A7-A0DB-01A-11D-A272-09	16	10	7	7	3
TCGA-A7-A13D-01A-13D-A272-09	17	55	14	8	5
TCGA-A7-A13E-01A-11D-A272-09	0	12	7	13	0
TCGA-A7-A13F-01A-11D-A12Q-09	3	8	13	4	7
TCGA-A7-A13G-01A-11D-A13L-09	5	0	0	17	0
TCGA-A7-A26E-01A-11D-A272-09	8	0	0	34	7
TCGA-A7-A26F-01A-21D-A167-09	1	13	6	19	5
TCGA-A7-A26G-01A-21D-A167-09	16	26	9	5	3
TCGA-A7-A26H-01A-11D-A167-09	46	17	5	42	1
TCGA-A7-A26I-01A-11D-A167-09	4	13	0	16	3
TCGA-A7-A26J-01A-11D-A272-09	0	15	0	16	0
TCGA-A7-A2KD-01A-31D-A21Q-09	1	7	13	20	4
TCGA-A7-A3RF-01A-11D-A228-09	0	16	12	5	0
TCGA-A7-A425-01A-11D-A243-09	0	16	17	0	0
TCGA-A7-A4SC-01A-12D-A25Q-09	0	11	0	14	4
TCGA-A7-A4SD-01A-11D-A25Q-09	2	4	23	14	4
TCGA-A7-A4SE-01A-11D-A25Q-09	38	57	16	0	0
TCGA-A7-A56D-01A-11D-A27P-09	57	8	7	46	10
TCGA-A7-A5ZW-01A-12D-A29N-09	7	1	14	3	5
TCGA-A7-A5ZX-01A-12D-A29N-09	0	12	0	13	3
TCGA-A7-A6VV-01A-22D-A33E-09	4	16	18	12	2
TCGA-A7-A6VW-01A-21D-A33E-09	7	31	21	2	2
TCGA-A7-A6VX-01A-12D-A33E-09	31	88	0	27	0
TCGA-A7-A6VY-01A-12D-A33E-09	19	48	20	15	3
TCGA-A8-A06O-01A-11W-A019-09	0	21	25	31	0
TCGA-A8-A06P-01A-11W-A019-09	12	25	21	2	2
TCGA-A8-A06Q-01A-11W-A050-09	165	0	0	65	23
TCGA-A8-A06R-01A-11D-A015-09	7	15	18	15	0
TCGA-A8-A06T-01A-11W-A019-09	0	18	0	13	0
TCGA-A8-A06U-01A-11W-A019-09	6	23	29	16	1
TCGA-A8-A06X-01A-21W-A019-09	18	165	65	7	9
TCGA-A8-A06Y-01A-21W-A019-09	4	11	6	6	4
TCGA-A8-A06Z-01A-11W-A019-09	0	54	10	16	0
TCGA-A8-A075-01A-11D-A099-09	14	33	0	25	0
TCGA-A8-A076-01A-21W-A019-09	1	26	4	39	11
TCGA-A8-A079-01A-21W-A019-09	2	34	14	31	7
TCGA-A8-A07B-01A-11W-A019-09	19	21	12	12	3
TCGA-A8-A07F-01A-11W-A019-09	0	7	6	13	0
TCGA-A8-A07G-01A-11W-A050-09	5	27	18	21	3
TCGA-A8-A07I-01A-11W-A019-09	1	20	16	9	2
TCGA-A8-A07J-01A-11W-A019-09	13	36	3	12	7
TCGA-A8-A07L-01A-11W-A019-09	7	64	13	14	2
TCGA-A8-A07O-01A-11W-A019-09	8	7	4	22	6
TCGA-A8-A07P-01A-11W-A019-09	0	13	22	20	7
TCGA-A8-A07U-01A-11W-A050-09	15	43	10	21	5
TCGA-A8-A07W-01A-11W-A019-09	13	41	63	15	7
TCGA-A8-A07Z-01A-11W-A019-09	0	0	16	8	0
TCGA-A8-A081-01A-11W-A019-09	28	26	40	12	11
TCGA-A8-A082-01A-11W-A019-09	3	0	12	9	0
TCGA-A8-A083-01A-21W-A019-09	0	16	7	0	3
TCGA-A8-A085-01A-11W-A019-09	19	52	9	0	0
TCGA-A8-A08B-01A-11W-A019-09	14	0	0	30	8
TCGA-A8-A08C-01A-11W-A019-09	2	5	0	0	0
TCGA-A8-A08F-01A-11W-A019-09	10	75	44	1	1
TCGA-A8-A08G-01A-11W-A019-09	0	12	18	13	7
TCGA-A8-A08H-01A-21W-A019-09	67	53	0	74	0
TCGA-A8-A08J-01A-11W-A019-09	3	12	6	13	6
TCGA-A8-A08L-01A-11W-A019-09	108	121	0	0	0
TCGA-A8-A08O-01A-21W-A071-09	0	10	4	5	6
TCGA-A8-A08P-01A-11W-A019-09	13	20	26	9	6
TCGA-A8-A08R-01A-11W-A050-09	50	145	47	0	0
TCGA-A8-A08S-01A-11W-A050-09	0	0	35	17	5
TCGA-A8-A08T-01A-21W-A019-09	3	24	12	15	7
TCGA-A8-A08X-01A-21W-A019-09	0	0	29	16	0
TCGA-A8-A08Z-01A-21W-A019-09	0	0	15	21	0
TCGA-A8-A090-01A-11W-A019-09	3	14	4	12	5
TCGA-A8-A091-01A-11W-A019-09	4	2	9	9	2
TCGA-A8-A092-01A-11W-A019-09	38	0	0	33	13
TCGA-A8-A093-01A-11W-A019-09	48	0	0	51	22
TCGA-A8-A094-01A-11W-A019-09	117	26	25	6	11
TCGA-A8-A095-01A-11W-A019-09	125	18	7	5	19
TCGA-A8-A096-01A-11W-A019-09	0	10	29	0	0
TCGA-A8-A097-01A-11W-A050-09	21	67	18	0	5
TCGA-A8-A099-01A-11W-A019-09	0	11	8	13	0
TCGA-A8-A09A-01A-11W-A019-09	28	140	19	43	5
TCGA-A8-A09B-01A-11W-A019-09	0	16	6	17	0
TCGA-A8-A09C-01A-11W-A019-09	0	24	10	15	0
TCGA-A8-A09D-01A-11W-A019-09	0	18	0	35	0
TCGA-A8-A09E-01A-11W-A019-09	0	45	0	30	0
TCGA-A8-A09G-01A-21W-A019-09	259	0	0	0	0
TCGA-A8-A09I-01A-22W-A050-09	53	7	27	42	11
TCGA-A8-A09K-01A-11W-A019-09	2	10	11	18	2
TCGA-A8-A09M-01A-11W-A019-09	3	98	19	25	8
TCGA-A8-A09N-01A-11W-A019-09	44	24	43	7	8
TCGA-A8-A09Q-01A-11W-A019-09	0	61	49	46	13
TCGA-A8-A09T-01A-11W-A019-09	2	8	8	4	0
TCGA-A8-A09V-01A-11D-A045-09	2	9	7	11	0
TCGA-A8-A09W-01A-11W-A019-09	4	39	40	3	2
TCGA-A8-A09X-01A-11W-A019-09	10	17	7	29	8
TCGA-A8-A09Z-01A-11W-A019-09	10	93	971	57	23
TCGA-A8-A0A1-01A-11W-A019-09	0	16	19	26	0
TCGA-A8-A0A2-01A-11W-A050-09	0	11	17	10	0
TCGA-A8-A0A4-01A-11W-A019-09	1	28	14	17	2
TCGA-A8-A0A6-01A-12W-A071-09	4	2	11	15	7
TCGA-A8-A0A7-01A-11W-A019-09	160	0	0	85	0
TCGA-A8-A0A9-01A-11W-A019-09	7	6	25	20	7
TCGA-A8-A0AB-01A-11W-A050-09	0	10	11	12	0
TCGA-A8-A0AD-01A-11W-A071-09	0	13	0	12	0
TCGA-AC-A23C-01A-12D-A167-09	37	29	18	15	7
TCGA-AC-A23E-01A-11D-A159-09	0	5	5	7	3
TCGA-AC-A23H-01A-11D-A159-09	4446	89	44	35	132
TCGA-AC-A2B8-01A-11D-A17D-09	65	0	0	32	0
TCGA-AC-A2BK-01A-11D-A21Q-09	5	36	46	0	0
TCGA-AC-A2BM-01A-11D-A21Q-09	0	7	6	0	2
TCGA-AC-A2FB-01A-11D-A17D-09	2	5	0	7	0
TCGA-AC-A2FF-01A-11D-A17D-09	3	7	3	0	0
TCGA-AC-A2FG-01A-11D-A17D-09	5	6	6	15	3
TCGA-AC-A2FO-01A-11D-A17W-09	15	0	0	6	5
TCGA-AC-A2QH-01A-11D-A18P-09	5	6	14	5	1
TCGA-AC-A3HN-01A-11D-A20S-09	0	0	11	7	0
TCGA-AC-A3OD-01A-11D-A21Q-09	0	0	9	13	4
TCGA-AC-A3QP-01A-11D-A22X-09	0	17	0	6	5
TCGA-AC-A3QQ-01A-11D-A228-09	0	0	9	17	0
TCGA-AC-A3W5-01A-11D-A228-09	46	73	23	8	7
TCGA-AC-A3YI-01A-21D-A23C-09	0	7	0	4	3
TCGA-AC-A3YJ-01A-11D-A22X-09	0	0	11	14	0
TCGA-AC-A4ZE-01A-11D-A41F-09	6	22	13	13	3
TCGA-AC-A5EH-01A-11D-A28B-09	22	99	29	14	7
TCGA-AC-A5EI-01A-11D-A27P-09	6	0	0	21	3
TCGA-AC-A5XS-01A-11D-A29N-09	407	0	0	75	29
TCGA-AC-A5XU-01A-11D-A28B-09	3	1	31	34	4
TCGA-AC-A62V-01A-11D-A31U-09	3	8	34	28	10
TCGA-AC-A62X-01A-11D-A29N-09	0	0	36	25	9
TCGA-AC-A62Y-01A-11D-A29N-09	17	21	10	16	0
TCGA-AC-A6IV-01A-12D-A33E-09	0	0	9	8	4
TCGA-AC-A6IW-01A-12D-A33E-09	62	45	31	15	2
TCGA-AC-A6IX-01A-12D-A32I-09	13	0	10	22	0
TCGA-AC-A6NO-01A-12D-A33E-09	0	0	14	16	2
TCGA-AC-A7VB-01A-11D-A351-09	0	0	18	6	0
TCGA-AC-A7VC-01A-11D-A351-09	0	7	7	8	3
TCGA-AC-A8OP-01A-11D-A36J-09	9	55	49	48	16
TCGA-AC-A8OQ-01A-11D-A41F-09	9	30	15	32	14
TCGA-AC-A8OR-01A-21D-A41F-09	0	21	11	0	0
TCGA-AC-A8OS-01A-12D-A41F-09	12	15	0	24	0
TCGA-AN-A03X-01A-21W-A019-09	0	48	19	0	3
TCGA-AN-A03Y-01A-21W-A019-09	2	5	11	20	5
TCGA-AN-A041-01A-11W-A050-09	5	13	7	17	2
TCGA-AN-A046-01A-21W-A050-09	0	0	0	0	6025
TCGA-AN-A049-01A-21W-A019-09	0	8	6	15	4
TCGA-AN-A04A-01A-21W-A050-09	0	10	8	28	0
TCGA-AN-A04C-01A-21W-A050-09	3	25	27	30	4
TCGA-AN-A04D-01A-21W-A050-09	10	61	24	0	0
TCGA-AN-A0AJ-01A-11W-A019-09	16	27	25	7	15
TCGA-AN-A0AK-01A-21W-A019-09	2	9	992	134	62
TCGA-AN-A0AL-01A-11W-A019-09	8	48	13	1	3
TCGA-AN-A0AM-01A-11W-A050-09	7	41	12	32	2
TCGA-AN-A0AR-01A-11W-A019-09	14	81	20	0	5
TCGA-AN-A0AS-01A-11W-A019-09	2	13	16	13	4
TCGA-AN-A0AT-01A-11D-A045-09	17	73	36	0	0
TCGA-AN-A0FD-01A-11W-A050-09	0	16	0	11	0
TCGA-AN-A0FF-01A-11W-A050-09	0	0	11	12	0
TCGA-AN-A0FJ-01A-11W-A019-09	31	35	23	13	0
TCGA-AN-A0FK-01A-11W-A050-09	0	0	22	24	6
TCGA-AN-A0FL-01A-11W-A050-09	31	75	48	9	4
TCGA-AN-A0FN-01A-11W-A050-09	6	48	8	13	4
TCGA-AN-A0FS-01A-11W-A050-09	21	21	7	35	6
TCGA-AN-A0FT-01A-11W-A050-09	17	10	30	44	6
TCGA-AN-A0FV-01A-11W-A019-09	37	27	0	29	0
TCGA-AN-A0FW-01A-11W-A050-09	8	64	4	35	7
TCGA-AN-A0FX-01A-11W-A050-09	12	78	33	6	12
TCGA-AN-A0FY-01A-11W-A050-09	0	0	22	22	5
TCGA-AN-A0FZ-01A-11W-A050-09	0	17	20	31	6
TCGA-AN-A0G0-01A-11W-A050-09	0	10	9	15	0
TCGA-AN-A0XN-01A-21D-A10G-09	13	82	41	2	6
TCGA-AN-A0XO-01A-11D-A10G-09	2	7	1	18	4
TCGA-AN-A0XP-01A-11D-A117-09	9	3	11	1	2
TCGA-AN-A0XR-01A-11D-A10G-09	3	10	0	18	0
TCGA-AN-A0XS-01A-22D-A10G-09	5	7	1	13	2
TCGA-AN-A0XT-01A-11D-A10G-09	0	0	8	9	0
TCGA-AN-A0XU-01A-11D-A10G-09	18	60	17	7	8
TCGA-AN-A0XV-01A-11D-A10G-09	4	0	26	0	5
TCGA-AN-A0XW-01A-11D-A10G-09	342	0	0	0	0
TCGA-AO-A03L-01A-41W-A071-09	4	19	0	10	0
TCGA-AO-A03O-01A-11W-A019-09	7	24	40	18	0
TCGA-AO-A03P-01A-11W-A019-09	2	17	6	23	7
TCGA-AO-A03R-01A-21W-A050-09	0	23	0	27	3
TCGA-AO-A03T-01A-21W-A050-09	19	64	9	11	2
TCGA-AO-A03V-01A-11D-A10Y-09	12	21	6	9	4
TCGA-AO-A0J2-01A-11W-A050-09	0	45	22	0	0
TCGA-AO-A0J3-01A-11W-A050-09	14	22	0	36	15
TCGA-AO-A0J4-01A-11W-A050-09	43	51	35	0	0
TCGA-AO-A0J5-01A-11W-A050-09	0	29	16	19	6
TCGA-AO-A0J6-01A-11W-A050-09	15	58	21	0	0
TCGA-AO-A0J7-01A-11W-A050-09	4	0	0	23	0
TCGA-AO-A0J8-01A-21D-A045-09	1	7	1	13	2
TCGA-AO-A0J9-01A-11W-A050-09	88	0	0	66	0
TCGA-AO-A0JA-01A-11W-A071-09	14	0	0	22	0
TCGA-AO-A0JB-01A-11W-A071-09	7	82	10	20	5
TCGA-AO-A0JC-01A-11W-A071-09	120	0	0	23	13
TCGA-AO-A0JD-01A-11W-A071-09	2	69	20	28	8
TCGA-AO-A0JE-01A-11W-A071-09	20	6	4	7	10
TCGA-AO-A0JF-01A-11W-A071-09	1	13	2	13	2
TCGA-AO-A0JG-01A-31D-A099-09	0	9	0	0	4
TCGA-AO-A0JI-01A-21W-A100-09	0	12	0	9	3
TCGA-AO-A0JJ-01A-11W-A071-09	1	15	2	8	4
TCGA-AO-A0JM-01A-21W-A071-09	4	9	21	11	6
TCGA-AO-A124-01A-11D-A10M-09	5	79	27	16	9
TCGA-AO-A128-01A-11D-A10M-09	12	5	831	85	28
TCGA-AO-A12A-01A-21D-A10Y-09	0	0	4	9	0
TCGA-AO-A12D-01A-11D-A10Y-09	23	0	0	32	0
TCGA-AO-A12F-01A-11D-A10Y-09	0	0	22	0	5
TCGA-AO-A12H-01A-11D-A10Y-09	0	0	12	14	3
TCGA-AO-A1KO-01A-31D-A188-09	0	0	0	4	0
TCGA-AO-A1KP-01A-11D-A13L-09	0	5	6	7	0
TCGA-AO-A1KR-01A-12D-A142-09	10	35	14	9	3
TCGA-AO-A1KS-01A-11D-A13L-09	13	0	0	25	8
TCGA-AO-A1KT-01A-11D-A13L-09	1	13	14	11	4
TCGA-AQ-A04H-01B-11D-A10M-09	0	0	31	27	5
TCGA-AQ-A04J-01A-02W-A050-09	0	60	0	35	0
TCGA-AQ-A0Y5-01A-11D-A14K-09	14	5	12	23	6
TCGA-AQ-A1H2-01A-11D-A13L-09	2	7	15	4	3
TCGA-AQ-A1H3-01A-31D-A13L-09	0	0	13	8	0
TCGA-AQ-A54O-01A-11D-A25Q-09	0	8	0	15	0
TCGA-AQ-A7U7-01A-22D-A351-09	49	0	0	26	0
TCGA-AR-A0TP-01A-11D-A099-09	9	39	12	0	0
TCGA-AR-A0TQ-01A-11D-A099-09	5	10	3	16	2
TCGA-AR-A0TR-01A-11D-A099-09	0	0	16	15	0
TCGA-AR-A0TS-01A-11D-A10Y-09	10	39	18	18	0
TCGA-AR-A0TT-01A-31D-A099-09	14	16	16	4	4
TCGA-AR-A0TU-01A-31D-A10G-09	16	112	15	13	6
TCGA-AR-A0TV-01A-21D-A099-09	0	22	21	22	0
TCGA-AR-A0TW-01A-11D-A099-09	2	12	14	13	6
TCGA-AR-A0TX-01A-11D-A099-09	251	0	0	40	18
TCGA-AR-A0TY-01A-12W-A12T-09	9	107	46	10	9
TCGA-AR-A0TZ-01A-12D-A099-09	21	2	16	5	5
TCGA-AR-A0U0-01A-11D-A10G-09	25	146	7	26	4
TCGA-AR-A0U1-01A-11D-A10Y-09	0	56	17	0	5
TCGA-AR-A0U2-01A-11D-A10G-09	0	48	17	22	0
TCGA-AR-A0U3-01A-11D-A10G-09	0	0	10	14	5
TCGA-AR-A1AH-01A-11D-A12B-09	9	49	26	0	9
TCGA-AR-A1AI-01A-11D-A12Q-09	8	12	14	19	12
TCGA-AR-A1AJ-01A-21D-A12Q-09	12	0	9	17	5
TCGA-AR-A1AK-01A-21D-A12Q-09	20	11	3	22	7
TCGA-AR-A1AL-01A-21D-A12Q-09	6	0	0	17	0
TCGA-AR-A1AN-01A-11D-A12Q-09	0	0	16	9	0
TCGA-AR-A1AO-01A-11D-A12Q-09	22	43	5	19	8
TCGA-AR-A1AP-01A-11D-A12Q-09	4	0	12	14	3
TCGA-AR-A1AQ-01A-11D-A12Q-09	0	0	18	14	0
TCGA-AR-A1AR-01A-31D-A135-09	3	22	9	19	2
TCGA-AR-A1AS-01A-11D-A12Q-09	8	2	11	6	2
TCGA-AR-A1AT-01A-11D-A12Q-09	0	8	11	7	0
TCGA-AR-A1AU-01A-11D-A12Q-09	0	0	6	14	0
TCGA-AR-A1AV-01A-21D-A12Q-09	0	0	16	20	7
TCGA-AR-A1AW-01A-21D-A12Q-09	0	15	0	23	0
TCGA-AR-A1AX-01A-11D-A12Q-09	0	7	0	15	4
TCGA-AR-A1AY-01A-21D-A12Q-09	5	20	4	21	5
TCGA-AR-A24H-01A-11D-A167-09	18	72	15	21	6
TCGA-AR-A24K-01A-11D-A167-09	0	11	10	5	4
TCGA-AR-A24L-01A-11D-A167-09	8	24	6	0	0
TCGA-AR-A24M-01A-11D-A167-09	0	11	13	0	0
TCGA-AR-A24N-01A-11D-A167-09	0	8	11	17	0
TCGA-AR-A24O-01A-11D-A167-09	0	0	11	11	0
TCGA-AR-A24P-01A-11D-A167-09	1	6	5	3	5
TCGA-AR-A24Q-01A-12D-A167-09	32	109	25	5	11
TCGA-AR-A24R-01A-11D-A167-09	0	0	12	12	0
TCGA-AR-A24S-01A-11D-A167-09	5	6	12	21	1
TCGA-AR-A24T-01A-11D-A167-09	0	8	0	12	0
TCGA-AR-A24U-01A-11D-A167-09	16	0	8	12	0
TCGA-AR-A24V-01A-21D-A167-09	4	6	11	5	4
TCGA-AR-A24W-01A-11D-A17G-09	0	6	0	4	1
TCGA-AR-A24X-01A-11D-A167-09	0	23	9	6	7
TCGA-AR-A24Z-01A-11D-A167-09	0	24	10	8	0
TCGA-AR-A250-01A-31D-A167-09	49	24	37	4	9
TCGA-AR-A251-01A-12D-A167-09	24	111	24	6	3
TCGA-AR-A252-01A-11D-A167-09	0	0	5	7	0
TCGA-AR-A254-01A-21D-A167-09	0	11	0	18	3
TCGA-AR-A255-01A-11D-A167-09	18	22	13	4	14
TCGA-AR-A256-01A-11D-A167-09	23	129	15	23	15
TCGA-AR-A2LE-01A-11D-A17W-09	200	0	0	67	29
TCGA-AR-A2LH-01A-31D-A18P-09	26	0	0	18	6
TCGA-AR-A2LK-01A-11D-A17W-09	0	0	14	28	0
TCGA-AR-A2LL-01A-11D-A17W-09	0	0	19	13	0
TCGA-AR-A2LM-01A-11D-A17W-09	0	8	0	4	3
TCGA-AR-A2LN-01A-21D-A18P-09	15	0	0	24	3
TCGA-AR-A2LO-01A-31D-A18P-09	0	15	0	0	0
TCGA-AR-A2LQ-01A-22D-A18P-09	0	4	4	4	0
TCGA-AR-A2LR-01A-12D-A18P-09	1	26	9	19	3
TCGA-AR-A5QM-01A-11D-A27P-09	0	8	9	8	2
TCGA-AR-A5QN-01A-12D-A28B-09	0	0	10	22	4
TCGA-AR-A5QP-01A-11D-A28B-09	1	1	4	11	2
TCGA-AR-A5QQ-01A-11D-A28B-09	12	31	32	0	0
TCGA-B6-A0I1-01A-11D-A21Q-09	3	22	15	16	3
TCGA-B6-A0I2-01A-11W-A050-09	25	9	20	1	6
TCGA-B6-A0I5-01A-11W-A100-09	0	0	16	15	0
TCGA-B6-A0I6-01A-11D-A128-09	7	55	18	6	3
TCGA-B6-A0I8-01A-11W-A050-09	22	68	22	10	5
TCGA-B6-A0I9-01A-11W-A050-09	0	20	26	30	6
TCGA-B6-A0IA-01A-11W-A050-09	7	45	15	0	0
