Samples	SBS96A
TCGA-A8-A09W-01A-11W-A019-09	76
TCGA-A8-A09X-01A-11W-A019-09	60
TCGA-A8-A09Z-01A-11W-A019-09	1033
TCGA-A8-A0A1-01A-11W-A019-09	57
TCGA-A8-A0A2-01A-11W-A050-09	36
TCGA-A8-A0A4-01A-11W-A019-09	55
TCGA-A8-A0A6-01A-12W-A071-09	32
TCGA-A8-A0A7-01A-11W-A019-09	228
TCGA-A8-A0A9-01A-11W-A019-09	57
TCGA-A8-A0AB-01A-11W-A050-09	29
TCGA-A8-A0AD-01A-11W-A071-09	16
TCGA-AC-A23C-01A-12D-A167-09	99
TCGA-AC-A23E-01A-11D-A159-09	16
TCGA-AC-A23H-01A-11D-A159-09	4353
TCGA-AC-A2B8-01A-11D-A17D-09	86
TCGA-AC-A2BK-01A-11D-A21Q-09	79
TCGA-AC-A2BM-01A-11D-A21Q-09	14
TCGA-AC-A2FB-01A-11D-A17D-09	13
TCGA-AC-A2FF-01A-11D-A17D-09	12
TCGA-AC-A2FG-01A-11D-A17D-09	32
TCGA-AC-A2FO-01A-11D-A17W-09	23
TCGA-AC-A2QH-01A-11D-A18P-09	26
TCGA-AC-A3HN-01A-11D-A20S-09	14
TCGA-AC-A3OD-01A-11D-A21Q-09	23
TCGA-AC-A3QP-01A-11D-A22X-09	24
TCGA-AC-A3QQ-01A-11D-A228-09	24
TCGA-AC-A3W5-01A-11D-A228-09	140
TCGA-AC-A3YI-01A-21D-A23C-09	14
TCGA-AC-A3YJ-01A-11D-A22X-09	20
TCGA-AC-A4ZE-01A-11D-A41F-09	50
TCGA-AC-A5EH-01A-11D-A28B-09	149
TCGA-AC-A5EI-01A-11D-A27P-09	27
TCGA-AC-A5XS-01A-11D-A29N-09	465
TCGA-AC-A5XU-01A-11D-A28B-09	70
TCGA-AC-A62V-01A-11D-A31U-09	72
TCGA-AC-A62X-01A-11D-A29N-09	57
TCGA-AC-A62Y-01A-11D-A29N-09	57
TCGA-AC-A6IV-01A-12D-A33E-09	17
TCGA-AC-A6IW-01A-12D-A33E-09	139
TCGA-AC-A6IX-01A-12D-A32I-09	40
TCGA-AC-A6NO-01A-12D-A33E-09	26
TCGA-AC-A7VB-01A-11D-A351-09	20
TCGA-AC-A7VC-01A-11D-A351-09	24
TCGA-AC-A8OP-01A-11D-A36J-09	154
TCGA-AC-A8OQ-01A-11D-A41F-09	89
TCGA-AC-A8OR-01A-21D-A41F-09	31
TCGA-AC-A8OS-01A-12D-A41F-09	49
TCGA-AN-A03X-01A-21W-A019-09	64
TCGA-AN-A03Y-01A-21W-A019-09	40
TCGA-AN-A041-01A-11W-A050-09	40
TCGA-AN-A046-01A-21W-A050-09	5520
TCGA-AN-A049-01A-21W-A019-09	27
TCGA-AN-A04A-01A-21W-A050-09	43
TCGA-AN-A04C-01A-21W-A050-09	79
TCGA-AN-A04D-01A-21W-A050-09	82
TCGA-AN-A0AJ-01A-11W-A019-09	78
TCGA-AN-A0AK-01A-21W-A019-09	1101
TCGA-AN-A0AL-01A-11W-A019-09	64
TCGA-AN-A0AM-01A-11W-A050-09	87
TCGA-AN-A0AR-01A-11W-A019-09	107
TCGA-AN-A0AS-01A-11W-A019-09	41
TCGA-AN-A0AT-01A-11D-A045-09	113
TCGA-AN-A0FD-01A-11W-A050-09	24
TCGA-AN-A0FF-01A-11W-A050-09	20
TCGA-AN-A0FJ-01A-11W-A019-09	94
TCGA-AN-A0FK-01A-11W-A050-09	46
TCGA-AN-A0FL-01A-11W-A050-09	148
TCGA-AN-A0FN-01A-11W-A050-09	76
TCGA-AN-A0FS-01A-11W-A050-09	83
TCGA-AN-A0FT-01A-11W-A050-09	96
TCGA-AN-A0FV-01A-11W-A019-09	81
TCGA-AN-A0FW-01A-11W-A050-09	102
TCGA-AN-A0FX-01A-11W-A050-09	135
TCGA-AN-A0FY-01A-11W-A050-09	45
TCGA-AN-A0FZ-01A-11W-A050-09	67
TCGA-AN-A0G0-01A-11W-A050-09	30
TCGA-AN-A0XN-01A-21D-A10G-09	127
TCGA-AN-A0XO-01A-11D-A10G-09	29
TCGA-AN-A0XP-01A-11D-A117-09	21
TCGA-AN-A0XR-01A-11D-A10G-09	25
TCGA-AN-A0XS-01A-22D-A10G-09	26
TCGA-AN-A0XT-01A-11D-A10G-09	15
TCGA-AN-A0XU-01A-11D-A10G-09	92
TCGA-AN-A0XV-01A-11D-A10G-09	29
TCGA-AN-A0XW-01A-11D-A10G-09	312
TCGA-AO-A03L-01A-41W-A071-09	30
TCGA-AO-A03O-01A-11W-A019-09	79
TCGA-AO-A03P-01A-11W-A019-09	48
TCGA-AO-A03R-01A-21W-A050-09	49
TCGA-AO-A03T-01A-21W-A050-09	97
TCGA-AO-A03V-01A-11D-A10Y-09	48
TCGA-AO-A0J2-01A-11W-A050-09	61
TCGA-AO-A0J3-01A-11W-A050-09	74
TCGA-AO-A0J4-01A-11W-A050-09	111
TCGA-AO-A0J5-01A-11W-A050-09	59
TCGA-AO-A0J6-01A-11W-A050-09	84
TCGA-AO-A0J7-01A-11W-A050-09	25
TCGA-AO-A0J8-01A-21D-A045-09	23
TCGA-AO-A0J9-01A-11W-A050-09	142
TCGA-AO-A0JA-01A-11W-A071-09	31
TCGA-AO-A0JB-01A-11W-A071-09	109
TCGA-AO-A0JC-01A-11W-A071-09	145
TCGA-AO-A0JD-01A-11W-A071-09	110
TCGA-AO-A0JE-01A-11W-A071-09	41
TCGA-AO-A0JF-01A-11W-A071-09	28
TCGA-AO-A0JG-01A-31D-A099-09	13
TCGA-AO-A0JI-01A-21W-A100-09	23
TCGA-AO-A0JJ-01A-11W-A071-09	30
TCGA-AO-A0JM-01A-21W-A071-09	47
TCGA-AO-A124-01A-11D-A10M-09	119
TCGA-AO-A128-01A-11D-A10M-09	884
TCGA-AO-A12A-01A-21D-A10Y-09	11
TCGA-AO-A12D-01A-11D-A10Y-09	48
TCGA-AO-A12F-01A-11D-A10Y-09	22
TCGA-AO-A12H-01A-11D-A10Y-09	27
TCGA-AO-A1KO-01A-31D-A188-09	4
TCGA-AO-A1KP-01A-11D-A13L-09	16
TCGA-AO-A1KR-01A-12D-A142-09	65
TCGA-AO-A1KS-01A-11D-A13L-09	41
TCGA-AO-A1KT-01A-11D-A13L-09	40
TCGA-AQ-A04H-01B-11D-A10M-09	57
TCGA-AQ-A04J-01A-02W-A050-09	83
TCGA-AQ-A0Y5-01A-11D-A14K-09	53
TCGA-AQ-A1H2-01A-11D-A13L-09	26
TCGA-AQ-A1H3-01A-31D-A13L-09	19
TCGA-AQ-A54O-01A-11D-A25Q-09	20
TCGA-AQ-A7U7-01A-22D-A351-09	65
TCGA-AR-A0TP-01A-11D-A099-09	54
TCGA-AR-A0TQ-01A-11D-A099-09	33
TCGA-AR-A0TR-01A-11D-A099-09	29
TCGA-AR-A0TS-01A-11D-A10Y-09	80
TCGA-AR-A0TT-01A-31D-A099-09	49
TCGA-AR-A0TU-01A-31D-A10G-09	145
TCGA-AR-A0TV-01A-21D-A099-09	60
TCGA-AR-A0TW-01A-11D-A099-09	44
TCGA-AR-A0TX-01A-11D-A099-09	278
TCGA-AR-A0TY-01A-12W-A12T-09	163
TCGA-AR-A0TZ-01A-12D-A099-09	46
TCGA-AR-A0U0-01A-11D-A10G-09	190
TCGA-AR-A0U1-01A-11D-A10Y-09	74
TCGA-AR-A0U2-01A-11D-A10G-09	78
TCGA-AR-A0U3-01A-11D-A10G-09	27
TCGA-AR-A1AH-01A-11D-A12B-09	81
TCGA-AR-A1AI-01A-11D-A12Q-09	59
TCGA-AR-A1AJ-01A-21D-A12Q-09	40
TCGA-AR-A1AK-01A-21D-A12Q-09	58
TCGA-AR-A1AL-01A-21D-A12Q-09	23
TCGA-AR-A1AN-01A-11D-A12Q-09	21
TCGA-AR-A1AO-01A-11D-A12Q-09	90
TCGA-AR-A1AP-01A-11D-A12Q-09	28
TCGA-AR-A1AQ-01A-11D-A12Q-09	31
TCGA-AR-A1AR-01A-31D-A135-09	47
TCGA-AR-A1AS-01A-11D-A12Q-09	27
TCGA-AR-A1AT-01A-11D-A12Q-09	23
TCGA-AR-A1AU-01A-11D-A12Q-09	19
TCGA-AR-A1AV-01A-21D-A12Q-09	42
TCGA-AR-A1AW-01A-21D-A12Q-09	37
TCGA-AR-A1AX-01A-11D-A12Q-09	23
TCGA-AR-A1AY-01A-21D-A12Q-09	47
TCGA-AR-A24H-01A-11D-A167-09	120
TCGA-AR-A24K-01A-11D-A167-09	27
TCGA-AR-A24L-01A-11D-A167-09	32
TCGA-AR-A24M-01A-11D-A167-09	24
TCGA-AR-A24N-01A-11D-A167-09	32
TCGA-AR-A24O-01A-11D-A167-09	22
TCGA-AR-A24P-01A-11D-A167-09	18
TCGA-AR-A24Q-01A-12D-A167-09	163
TCGA-AR-A24R-01A-11D-A167-09	16
TCGA-AR-A24S-01A-11D-A167-09	40
TCGA-AR-A24T-01A-11D-A167-09	16
TCGA-AR-A24U-01A-11D-A167-09	33
TCGA-AR-A24V-01A-21D-A167-09	27
TCGA-AR-A24W-01A-11D-A17G-09	9
TCGA-AR-A24X-01A-11D-A167-09	43
TCGA-AR-A24Z-01A-11D-A167-09	36
TCGA-AR-A250-01A-31D-A167-09	108
TCGA-AR-A251-01A-12D-A167-09	148
TCGA-AR-A252-01A-11D-A167-09	12
TCGA-AR-A254-01A-21D-A167-09	29
TCGA-AR-A255-01A-11D-A167-09	66
TCGA-AR-A256-01A-11D-A167-09	188
TCGA-AR-A2LE-01A-11D-A17W-09	267
TCGA-AR-A2LH-01A-31D-A18P-09	42
TCGA-AR-A2LK-01A-11D-A17W-09	35
TCGA-AR-A2LL-01A-11D-A17W-09	29
TCGA-AR-A2LM-01A-11D-A17W-09	13
TCGA-AR-A2LN-01A-21D-A18P-09	41
TCGA-AR-A2LO-01A-31D-A18P-09	15
TCGA-AR-A2LQ-01A-22D-A18P-09	11
TCGA-AR-A2LR-01A-12D-A18P-09	53
TCGA-AR-A5QM-01A-11D-A27P-09	22
TCGA-AR-A5QN-01A-12D-A28B-09	31
TCGA-AR-A5QP-01A-11D-A28B-09	18
TCGA-AR-A5QQ-01A-11D-A28B-09	67
TCGA-B6-A0I1-01A-11D-A21Q-09	52
TCGA-B6-A0I2-01A-11W-A050-09	55
TCGA-B6-A0I5-01A-11W-A100-09	27
TCGA-B6-A0I6-01A-11D-A128-09	80
TCGA-B6-A0I8-01A-11W-A050-09	116
TCGA-B6-A0I9-01A-11W-A050-09	64
TCGA-B6-A0IA-01A-11W-A050-09	59
TCGA-B6-A0IB-01A-11W-A050-09	61
TCGA-B6-A0IC-01A-11W-A050-09	38
TCGA-B6-A0IE-01A-11W-A050-09	46
TCGA-B6-A0IH-01A-11D-A10Y-09	27
TCGA-B6-A0IJ-01A-11W-A050-09	116
TCGA-B6-A0IK-01A-12W-A071-09	179
TCGA-B6-A0IM-01A-11W-A050-09	39
TCGA-B6-A0IN-01A-11W-A050-09	46
TCGA-B6-A0RE-01A-11W-A071-09	155
TCGA-B6-A0RG-01A-11W-A071-09	62
TCGA-B6-A0RH-01A-21D-A10Y-09	27
TCGA-B6-A0RI-01A-11W-A071-09	19
TCGA-B6-A0RL-01A-11D-A099-09	50
TCGA-B6-A0RM-01A-11D-A099-09	27
TCGA-B6-A0RN-01A-12D-A099-09	23
TCGA-B6-A0RO-01A-22D-A099-09	34
TCGA-B6-A0RP-01A-21D-A099-09	18
TCGA-B6-A0RQ-01A-11D-A10Y-09	41
TCGA-B6-A0RS-01A-11D-A099-09	134
TCGA-B6-A0RT-01A-21D-A099-09	45
TCGA-B6-A0RU-01A-11D-A099-09	48
TCGA-B6-A0RV-01A-11D-A099-09	51
TCGA-B6-A0WS-01A-11D-A10Y-09	14
TCGA-B6-A0WT-01A-11D-A10G-09	16
TCGA-B6-A0WV-01A-11D-A10G-09	29
TCGA-B6-A0WW-01A-11D-A10G-09	28
TCGA-B6-A0WX-01A-11D-A10G-09	38
TCGA-B6-A0WY-01A-11D-A10G-09	26
TCGA-B6-A0WZ-01A-11D-A10G-09	70
TCGA-B6-A0X0-01A-21D-A10Y-09	20
TCGA-B6-A0X1-01A-11D-A10G-09	63
TCGA-B6-A0X4-01A-11D-A10G-09	23
TCGA-B6-A0X5-01A-21D-A10G-09	41
TCGA-B6-A1KC-01B-11D-A159-09	24
TCGA-B6-A1KF-01A-11D-A13L-09	43
TCGA-B6-A1KI-01A-11D-A14K-09	18
TCGA-B6-A1KN-01A-11D-A13L-09	50
TCGA-B6-A2IU-01A-32D-A19T-09	34
TCGA-B6-A401-01A-11D-A23C-09	18
TCGA-B6-A409-01A-11D-A243-09	49
TCGA-B6-A40B-01A-11D-A23C-09	44
TCGA-B6-A40C-01A-11D-A23C-09	37
TCGA-BH-A0AU-01A-11D-A12Q-09	18
TCGA-BH-A0AV-01A-31D-A10Y-09	61
TCGA-BH-A0AW-01A-11W-A071-09	153
TCGA-BH-A0AY-01A-21W-A019-09	76
TCGA-BH-A0AZ-01A-21D-A12Q-09	50
TCGA-BH-A0B0-01A-21D-A10Y-09	60
TCGA-BH-A0B1-01A-12W-A071-09	85
TCGA-BH-A0B3-01A-11W-A071-09	48
TCGA-BH-A0B4-01A-11W-A019-09	64
TCGA-BH-A0B5-01A-11D-A12Q-09	53
TCGA-BH-A0B6-01A-11D-A19Y-09	860
TCGA-BH-A0B7-01A-12D-A10Y-09	31
TCGA-BH-A0B8-01A-21W-A071-09	77
TCGA-BH-A0B9-01A-11W-A071-09	37
TCGA-BH-A0BA-01A-11W-A071-09	47
TCGA-BH-A0BC-01A-22D-A099-09	31
TCGA-BH-A0BD-01A-11W-A050-09	23
TCGA-BH-A0BF-01A-21D-A12Q-09	27
TCGA-BH-A0BG-01A-11D-A10Y-09	30
TCGA-BH-A0BJ-01A-11W-A071-09	31
TCGA-BH-A0BL-01A-11D-A10Y-09	53
TCGA-BH-A0BM-01A-11W-A071-09	45
TCGA-BH-A0BO-01A-23D-A12B-09	25
TCGA-BH-A0BP-01A-11D-A10Y-09	126
TCGA-BH-A0BQ-01A-21D-A10Y-09	25
TCGA-BH-A0BR-01A-21W-A12T-09	49
TCGA-BH-A0BS-01A-11D-A12Q-09	13
TCGA-BH-A0BT-01A-11D-A12Q-09	32
TCGA-BH-A0BV-01A-11W-A019-09	27
TCGA-BH-A0BW-01A-11D-A10Y-09	74
TCGA-BH-A0BZ-01A-31D-A12Q-09	195
TCGA-BH-A0C0-01A-21W-A071-09	85
TCGA-BH-A0C1-01B-11D-A12B-09	37
TCGA-BH-A0C3-01A-21D-A12Q-09	13
TCGA-BH-A0C7-01B-11D-A10Y-09	49
TCGA-BH-A0DD-01A-31D-A12Q-09	19
TCGA-BH-A0DE-01A-11D-A10Y-09	24
TCGA-BH-A0DG-01A-21D-A12Q-09	21
TCGA-BH-A0DH-01A-11D-A099-09	37
TCGA-BH-A0DI-01A-21D-A12Q-09	34
TCGA-BH-A0DK-01A-21W-A071-09	82
TCGA-BH-A0DL-01A-11D-A10Y-09	48
TCGA-BH-A0DO-01B-11D-A12B-09	22
TCGA-BH-A0DP-01A-21W-A071-09	39
TCGA-BH-A0DQ-01A-11D-A099-09	30
TCGA-BH-A0DS-01A-11W-A071-09	63
TCGA-BH-A0DT-01A-21D-A12B-09	13
TCGA-BH-A0DV-01A-21D-A12Q-09	10
TCGA-BH-A0DX-01A-11D-A10Y-09	58
TCGA-BH-A0DZ-01A-11W-A019-09	283
TCGA-BH-A0E0-01A-11W-A071-09	36
TCGA-BH-A0E1-01A-11W-A071-09	30
TCGA-BH-A0E2-01A-11W-A071-09	49
TCGA-BH-A0E7-01A-11W-A050-09	37
TCGA-BH-A0E9-01B-11D-A10Y-09	25
TCGA-BH-A0EA-01A-11D-A10Y-09	21
TCGA-BH-A0EB-01A-11W-A050-09	51
TCGA-BH-A0EE-01A-11W-A050-09	135
TCGA-BH-A0EI-01A-11D-A10Y-09	13
TCGA-BH-A0GY-01A-11W-A071-09	52
TCGA-BH-A0GZ-01A-11W-A071-09	28
TCGA-BH-A0H0-01A-11W-A071-09	21
TCGA-BH-A0H3-01A-11D-A12Q-09	12
TCGA-BH-A0H5-01A-21D-A10Y-09	121
TCGA-BH-A0H6-01A-21W-A071-09	24
TCGA-BH-A0H7-01A-13W-A071-09	72
TCGA-BH-A0H9-01A-11W-A071-09	44
TCGA-BH-A0HA-01A-11D-A12Q-09	268
TCGA-BH-A0HB-01A-11W-A071-09	36
TCGA-BH-A0HF-01A-11W-A071-09	1187
TCGA-BH-A0HI-01A-11D-A099-09	26
TCGA-BH-A0HK-01A-11W-A071-09	108
TCGA-BH-A0HL-01A-11W-A050-09	33
TCGA-BH-A0HN-01A-11D-A099-09	20
TCGA-BH-A0HO-01A-11W-A050-09	19
TCGA-BH-A0HP-01A-12D-A099-09	247
TCGA-BH-A0HQ-01A-11W-A050-09	42
TCGA-BH-A0HU-01A-11W-A050-09	29
TCGA-BH-A0HW-01A-11W-A050-09	25
TCGA-BH-A0HX-01A-21W-A071-09	74
TCGA-BH-A0HY-01A-11W-A071-09	56
