Samples	SBS96A	SBS96B	SBS96C	SBS96D
TCGA-BT-A42C-01A-11D-A23M-08	169	75	170	31
TCGA-BT-A42E-01A-11D-A23U-08	115	31	47	6
TCGA-BT-A42F-01A-11D-A23U-08	121	64	12	0
TCGA-C4-A0EZ-01A-21D-A10S-08	43	42	139	21
TCGA-C4-A0F0-01A-12D-A10S-08	16	9	90	0
TCGA-C4-A0F1-01A-11D-A10S-08	68	55	64	22
TCGA-C4-A0F6-01A-11D-A10S-08	122	35	71	17
TCGA-C4-A0F7-01A-11D-A10S-08	5	9	73	10
TCGA-CF-A1HR-01A-11D-A13W-08	173	91	41	10
TCGA-CF-A1HS-01A-11D-A13W-08	218	0	71	11
TCGA-CF-A27C-01A-11D-A16O-08	106	42	34	0
TCGA-CF-A3MF-01A-12D-A21A-08	0	3	22	0
TCGA-CF-A3MG-01A-11D-A20D-08	79	37	53	1
TCGA-CF-A3MH-01A-11D-A20D-08	11	2	35	4
TCGA-CF-A3MI-01A-11D-A20D-08	24	8	44	9
TCGA-CF-A47S-01A-11D-A23U-08	0	4	23	3
TCGA-CF-A47T-01A-11D-A23U-08	1	6	19	6
TCGA-CF-A47V-01A-11D-A23U-08	43	19	64	4
TCGA-CF-A47W-01A-11D-A23U-08	0	4	27	5
TCGA-CF-A47X-01A-31D-A23U-08	205	115	70	10
TCGA-CF-A47Y-01A-11D-A23U-08	35	3	37	5
TCGA-CF-A5U8-01A-11D-A289-08	2	5	58	7
TCGA-CF-A5UA-01A-11D-A289-08	17	0	64	13
TCGA-CF-A7I0-01A-22D-A34U-08	13	17	35	3
TCGA-CF-A8HX-01A-11D-A364-08	22	29	23	7
TCGA-CF-A8HY-01A-11D-A364-08	23	0	64	8
TCGA-CF-A9FF-01A-11D-A38G-08	64	65	31	7
TCGA-CF-A9FH-01A-11D-A38G-08	1	1	28	11
TCGA-CF-A9FL-01A-11D-A38G-08	0	3	49	11
TCGA-CF-A9FM-01A-11D-A38G-08	0	1	27	1
TCGA-CU-A0YN-01A-21D-A10S-08	7	24	169	2
TCGA-CU-A0YO-01A-11D-A10S-08	24	22	58	10
TCGA-CU-A0YR-01A-12D-A10S-08	8	22	145	1
TCGA-CU-A3KJ-01A-11D-A21A-08	140	53	82	6
TCGA-CU-A3QU-01A-11D-A22Z-08	37	31	47	14
TCGA-CU-A3YL-01A-11D-A22Z-08	155	83	29	14
TCGA-CU-A5W6-01A-11D-A289-08	97	89	69	5
TCGA-CU-A72E-01A-12D-A339-08	49	25	45	3
TCGA-DK-A1A3-01A-11D-A13W-08	237	404	101	9
TCGA-DK-A1A5-01A-11D-A13W-08	175	97	31	12
TCGA-DK-A1A6-01A-11D-A13W-08	170	38	76	0
TCGA-DK-A1A7-01A-11D-A13W-08	20	40	202	2
TCGA-DK-A1AA-01A-11D-A13W-08	12	12	70	8
TCGA-DK-A1AB-01A-11D-A13W-08	144	90	10	0
TCGA-DK-A1AC-01A-11D-A13W-08	478	1354	39	31
TCGA-DK-A1AD-01A-11D-A13W-08	94	62	115	18
TCGA-DK-A1AE-01A-11D-A13W-08	52	39	49	2
TCGA-DK-A1AF-01A-11D-A13W-08	70	34	7	4
TCGA-DK-A1AG-01A-11D-A13W-08	73	44	37	15
TCGA-DK-A2HX-01A-12D-A18F-08	27	41	54	8
TCGA-DK-A2I1-01A-11D-A17V-08	137	67	19	15
TCGA-DK-A2I2-01A-11D-A17V-08	22	37	52	0
TCGA-DK-A2I4-01A-11D-A21A-08	507	594	0	23
TCGA-DK-A2I6-01A-12D-A18F-08	57	138	147	23
TCGA-DK-A3IK-01A-32D-A21A-08	98	17	118	20
TCGA-DK-A3IL-01A-11D-A20D-08	24	8	155	30
TCGA-DK-A3IM-01A-11D-A20D-08	1	5	90	5
TCGA-DK-A3IN-01A-11D-A20D-08	252	156	44	10
TCGA-DK-A3IQ-01A-31D-A20D-08	84	72	51	12
TCGA-DK-A3IS-01A-21D-A21A-08	205	167	48	8
TCGA-DK-A3IT-01A-31D-A20D-08	381	83	31	7
TCGA-DK-A3IU-01A-11D-A20D-08	207	214	84	3
TCGA-DK-A3IV-01A-22D-A21A-08	21	25	37	6
TCGA-DK-A3WW-01A-22D-A23M-08	839	630	0	64
TCGA-DK-A3WX-01A-22D-A22Z-08	4	12	36	1
TCGA-DK-A3WY-01A-11D-A22Z-08	10	6	3	0
TCGA-DK-A3X1-01A-12D-A22Z-08	521	491	0	105
TCGA-DK-A3X2-01A-11D-A22Z-08	24	18	96	9
TCGA-DK-A6AV-01A-12D-A30E-08	38	44	62	11
TCGA-DK-A6AW-01A-11D-A30E-08	0	0	0	4966
TCGA-DK-A6B0-01A-11D-A31L-08	2	1	22	0
TCGA-DK-A6B1-01A-12D-A30E-08	29	51	87	13
TCGA-DK-A6B2-01A-11D-A30E-08	55	38	134	17
TCGA-DK-A6B5-01A-11D-A31L-08	68	52	49	0
TCGA-DK-A6B6-01A-11D-A30E-08	405	870	0	0
TCGA-DK-AA6L-01A-11D-A391-08	284	121	50	0
TCGA-DK-AA6M-01A-11D-A391-08	7	14	50	15
TCGA-DK-AA6P-01A-11D-A391-08	76	80	57	6
TCGA-DK-AA6Q-01A-11D-A391-08	62	30	48	5
TCGA-DK-AA6R-01A-11D-A42E-08	97	67	234	15
TCGA-DK-AA6S-01A-21D-A391-08	432	201	53	0
TCGA-DK-AA6T-01A-11D-A391-08	22	0	46	15
TCGA-DK-AA6U-01A-11D-A391-08	162	125	228	19
TCGA-DK-AA6W-01A-12D-A391-08	131	80	90	9
TCGA-DK-AA6X-01A-12D-A42E-08	66	24	27	10
TCGA-DK-AA71-01A-31D-A391-08	484	351	0	0
TCGA-DK-AA74-01A-11D-A391-08	146	57	37	7
TCGA-DK-AA75-01A-11D-A391-08	136	343	85	71
TCGA-DK-AA76-01A-11D-A391-08	110	67	89	26
TCGA-DK-AA77-01A-11D-A391-08	61	97	317	4
TCGA-E5-A2PC-01A-11D-A202-08	42	73	167	14
TCGA-E5-A4TZ-01A-11D-A31L-08	289	88	185	16
TCGA-E5-A4U1-01A-11D-A31L-08	439	217	76	16
TCGA-E7-A3X6-01A-12D-A22Z-08	52	35	29	0
TCGA-E7-A3Y1-01A-11D-A22Z-08	12	16	162	4
TCGA-E7-A4IJ-01A-31D-A26M-08	197	108	105	28
TCGA-E7-A4XJ-01A-11D-A26M-08	0	2	40	8
TCGA-E7-A519-01A-11D-A26M-08	13	14	56	1
TCGA-E7-A541-01A-11D-A26M-08	215	143	184	6
TCGA-E7-A5KE-01A-11D-A289-08	41	69	154	19
TCGA-E7-A5KF-01A-11D-A289-08	128	107	22	7
TCGA-E7-A677-01A-11D-A30E-08	24	31	215	17
TCGA-E7-A678-01A-11D-A30E-08	5	2	54	4
TCGA-E7-A6MD-01A-41D-A34U-08	284	182	88	24
TCGA-E7-A6ME-01A-22D-A32B-08	22	0	133	2
TCGA-E7-A6MF-01A-12D-A32B-08	33	25	0	0
TCGA-E7-A7DU-01A-11D-A32B-08	158	144	27	8
TCGA-E7-A7DV-01A-11D-A339-08	252	42	26	18
TCGA-E7-A7PW-01A-11D-A34U-08	27	28	41	10
TCGA-E7-A7XN-01A-11D-A34U-08	814	330	0	0
TCGA-E7-A85H-01A-11D-A34U-08	42	80	382	13
TCGA-E7-A8O7-01A-11D-A364-08	7	3	27	3
TCGA-E7-A8O8-01A-11D-A364-08	16	19	105	9
TCGA-E7-A97P-01A-11D-A38G-08	42	19	174	10
TCGA-E7-A97Q-01A-11D-A38G-08	15	10	39	5
TCGA-FD-A3B3-01A-12D-A202-08	70	42	71	10
TCGA-FD-A3B4-01A-12D-A202-08	6	0	63	23
TCGA-FD-A3B5-01A-11D-A20D-08	72	33	48	22
TCGA-FD-A3B6-01A-21D-A20D-08	156	61	87	10
TCGA-FD-A3B7-01A-31D-A20D-08	14	2	54	4
TCGA-FD-A3B8-01A-31D-A20D-08	20	6	5	4
TCGA-FD-A3N5-01A-11D-A21A-08	18	36	350	12
TCGA-FD-A3N6-01A-11D-A21A-08	14	26	68	31
TCGA-FD-A3NA-01A-11D-A21A-08	103	69	31	2
TCGA-FD-A3SJ-01A-12D-A22Z-08	123	45	135	0
TCGA-FD-A3SL-01A-21D-A22Z-08	75	14	172	24
TCGA-FD-A3SM-01A-11D-A22Z-08	113	53	54	2
TCGA-FD-A3SN-01A-12D-A22Z-08	91	319	79	45
TCGA-FD-A3SO-01A-11D-A22Z-08	225	203	16	20
TCGA-FD-A3SP-01A-31D-A22Z-08	35	34	65	11
TCGA-FD-A3SQ-01A-21D-A22Z-08	10	17	54	11
TCGA-FD-A3SR-01A-11D-A22Z-08	59	19	69	22
TCGA-FD-A3SS-01A-12D-A22Z-08	247	311	0	57
TCGA-FD-A43N-01A-11D-A23U-08	77	7	127	12
TCGA-FD-A43P-01A-31D-A23U-08	258	92	129	23
TCGA-FD-A43S-01A-21D-A23U-08	0	0	1	0
TCGA-FD-A43U-01A-11D-A23U-08	0	13	71	9
TCGA-FD-A43X-01A-11D-A23U-08	191	110	90	9
TCGA-FD-A43Y-01A-21D-A26M-08	5	6	68	0
TCGA-FD-A5BR-01A-11D-A26M-08	5	6	82	9
TCGA-FD-A5BS-01A-21D-A26M-08	5	17	9	4
TCGA-FD-A5BT-01A-11D-A26M-08	82	20	51	15
TCGA-FD-A5BU-01A-31D-A26M-08	8	3	65	3
TCGA-FD-A5BV-01A-11D-A26M-08	19	4	125	0
TCGA-FD-A5BX-01A-11D-A26M-08	256	153	9	7
TCGA-FD-A5BY-01A-31D-A289-08	12	10	36	3
TCGA-FD-A5BZ-01A-11D-A289-08	44	26	70	24
TCGA-FD-A5C0-01A-11D-A289-08	10	24	117	7
TCGA-FD-A5C1-01A-11D-A289-08	63	23	83	9
TCGA-FD-A62N-01A-11D-A30E-08	8	10	80	14
TCGA-FD-A62O-01A-11D-A30E-08	85	56	53	31
TCGA-FD-A62P-01A-32D-A30E-08	252	124	62	26
TCGA-FD-A62S-01A-11D-A30E-08	3	5	77	2
TCGA-FD-A6TA-01A-12D-A339-08	214	95	0	7
TCGA-FD-A6TB-01A-12D-A339-08	147	47	13	16
TCGA-FD-A6TC-01A-21D-A339-08	723	413	19	31
TCGA-FD-A6TD-01A-51D-A339-08	41	53	66	0
TCGA-FD-A6TE-01A-12D-A339-08	165	84	36	5
TCGA-FD-A6TF-01A-52D-A32B-08	85	24	72	0
TCGA-FD-A6TG-01A-11D-A32B-08	204	88	173	9
TCGA-FD-A6TH-01A-11D-A32B-08	57	56	79	13
TCGA-FD-A6TI-01A-11D-A32B-08	7	7	111	22
TCGA-FD-A6TK-01A-42D-A339-08	27	36	64	0
TCGA-FJ-A3Z7-01A-12D-A23M-08	183	133	93	0
TCGA-FJ-A3Z9-01A-11D-A26M-08	8	5	57	12
TCGA-FJ-A3ZE-01A-11D-A23M-08	71	6	411	50
TCGA-FJ-A3ZF-01A-11D-A23M-08	98	92	122	13
TCGA-FJ-A871-01A-11D-A34U-08	2	3	53	3
TCGA-FT-A3EE-01A-11D-A202-08	9	40	94	11
TCGA-FT-A61P-01A-11D-A30E-08	35	41	115	13
TCGA-G2-A2EC-01A-11D-A17V-08	90	54	47	14
TCGA-G2-A2EF-01A-12D-A18F-08	156	113	46	0
TCGA-G2-A2EJ-01A-11D-A17V-08	198	57	85	14
TCGA-G2-A2EK-01A-22D-A18F-08	20	8	48	0
TCGA-G2-A2EL-01A-12D-A18F-08	187	55	45	14
TCGA-G2-A2EO-01A-11D-A17V-08	686	403	0	0
TCGA-G2-A2ES-01A-11D-A17V-08	70	200	229	25
TCGA-G2-A3IB-01A-11D-A20D-08	16	26	62	15
TCGA-G2-A3IE-01A-11D-A20D-08	238	130	64	2
TCGA-G2-A3VY-01A-11D-A22Z-08	711	118	100	0
TCGA-G2-AA3B-01A-11D-A391-08	709	164	6	9
TCGA-G2-AA3C-01A-21D-A391-08	148	69	69	6
TCGA-G2-AA3D-01A-11D-A391-08	205	47	13	0
TCGA-G2-AA3F-01A-12D-A42E-08	47	23	87	6
TCGA-GC-A3BM-01A-11D-A22Z-08	18	23	89	16
TCGA-GC-A3I6-01A-11D-A20D-08	99	84	51	0
TCGA-GC-A3OO-01A-11D-A22Z-08	50	96	25	0
TCGA-GC-A3RB-01A-12D-A21Z-08	72	49	81	7
TCGA-GC-A3RC-01A-11D-A22Z-08	109	145	193	26
TCGA-GC-A3RD-01A-12D-A22Z-08	26	21	51	4
TCGA-GC-A3WC-01A-31D-A22Z-08	61	40	86	8
TCGA-GC-A3YS-01A-11D-A23M-08	131	69	84	21
TCGA-GC-A4ZW-01A-11D-A26M-08	609	153	55	11
TCGA-GC-A6I1-01A-12D-A31L-08	140	104	49	0
TCGA-GC-A6I3-01A-11D-A31L-08	135	37	106	17
TCGA-GD-A2C5-01A-12D-A17V-08	148	74	69	28
TCGA-GD-A3OP-01A-21D-A21Z-08	147	164	111	0
TCGA-GD-A3OQ-01A-32D-A21Z-08	46	17	43	10
TCGA-GD-A3OS-01A-12D-A21Z-08	13	20	79	3
TCGA-GD-A6C6-01A-21D-A31L-08	175	85	77	10
TCGA-GD-A76B-01A-11D-A32B-08	81	55	65	12
TCGA-GU-A42P-01A-11D-A23U-08	124	124	72	25
TCGA-GU-A42Q-01A-11D-A23U-08	107	37	58	20
TCGA-GU-A42R-01A-11D-A23M-08	91	53	61	7
TCGA-GU-A762-01A-11D-A339-08	31	6	66	9
TCGA-GU-A763-01A-11D-A32B-08	24	3	53	0
TCGA-GU-A764-01A-11D-A34U-08	46	34	48	8
TCGA-GU-A766-01A-11D-A32B-08	131	82	12	13
TCGA-GU-A767-01A-11D-A32B-08	170	50	220	32
TCGA-GU-AATO-01A-11D-A391-08	211	133	43	0
TCGA-GU-AATP-01A-11D-A391-08	160	142	78	17
TCGA-GU-AATQ-01A-11D-A391-08	117	29	63	2
TCGA-GV-A3JV-01A-11D-A21Z-08	12	15	100	16
TCGA-GV-A3JW-01A-11D-A20D-08	33	12	47	8
TCGA-GV-A3JX-01A-11D-A20D-08	205	58	48	16
TCGA-GV-A3JZ-01A-11D-A21A-08	289	134	47	75
TCGA-GV-A3QF-01A-31D-A22Z-08	18	15	123	4
TCGA-GV-A3QG-01A-11D-A21Z-08	20	14	74	0
TCGA-GV-A3QH-01A-11D-A21Z-08	91	15	87	3
TCGA-GV-A3QI-01A-11D-A21Z-08	119	74	378	3
TCGA-GV-A3QK-01B-11D-A23M-08	41	37	87	17
TCGA-GV-A40E-01A-12D-A23M-08	119	0	75	8
TCGA-GV-A40G-01A-11D-A23M-08	19	39	123	9
TCGA-GV-A6ZA-01A-12D-A339-08	199	91	48	23
TCGA-H4-A2HO-01A-11D-A17V-08	18	14	70	1
TCGA-H4-A2HQ-01A-11D-A17V-08	266	154	116	16
TCGA-HQ-A2OE-01A-11D-A202-08	55	31	84	8
TCGA-HQ-A2OF-01A-11D-A26M-08	4	8	103	15
TCGA-HQ-A5ND-01A-11D-A26M-08	14	12	67	15
TCGA-HQ-A5NE-01A-12D-A289-08	230	161	55	7
TCGA-K4-A3WS-01A-11D-A22Z-08	154	70	128	0
TCGA-K4-A3WU-01B-11D-A23M-08	100	21	84	21
TCGA-K4-A3WV-01A-11D-A22Z-08	1	7	59	9
TCGA-K4-A4AB-01B-12D-A289-08	14	16	86	6
TCGA-K4-A4AC-01A-21D-A26M-08	49	31	79	24
TCGA-K4-A54R-01A-11D-A26M-08	710	422	0	47
TCGA-K4-A5RH-01A-11D-A30E-08	52	90	55	15
TCGA-K4-A5RI-01A-11D-A289-08	32	22	103	10
TCGA-K4-A5RJ-01A-11D-A289-08	254	151	62	3
TCGA-K4-A6FZ-01A-11D-A31L-08	166	149	180	0
TCGA-K4-A6MB-01A-11D-A31L-08	178	122	114	2
TCGA-K4-A83P-01A-11D-A34U-08	110	84	94	6
TCGA-K4-AAQO-01A-11D-A38G-08	118	65	114	4
TCGA-KQ-A41N-01A-11D-A339-08	36	47	158	17
TCGA-KQ-A41O-01A-12D-A34U-08	185	31	73	18
TCGA-KQ-A41P-01A-12D-A339-08	208	120	35	24
TCGA-KQ-A41Q-01A-11D-A339-08	60	32	71	24
TCGA-KQ-A41R-01A-21D-A34U-08	110	499	359	17
TCGA-KQ-A41S-01A-12D-A339-08	149	87	33	10
TCGA-LC-A66R-01A-41D-A30E-08	62	25	47	26
TCGA-LT-A5Z6-01A-11D-A289-08	376	272	29	0
TCGA-LT-A8JT-01A-11D-A364-08	19	18	45	8
TCGA-MV-A51V-01A-11D-A26M-08	1796	199	0	60
TCGA-PQ-A6FI-01A-11D-A31L-08	66	32	76	12
TCGA-PQ-A6FN-01A-11D-A31L-08	20	23	51	3
TCGA-R3-A69X-01A-22D-A30E-08	166	42	45	7
TCGA-S5-A6DX-01A-11D-A31L-08	487	241	53	54
TCGA-S5-AA26-01A-11D-A38G-08	170	61	43	10
TCGA-SY-A9G0-01A-12D-A38G-08	20	5	36	3
TCGA-SY-A9G5-01A-11D-A38G-08	820	401	0	0
TCGA-UY-A78K-01A-11D-A339-08	301	120	534	48
TCGA-UY-A78L-01A-12D-A339-08	125	91	41	5
TCGA-UY-A78M-01A-21D-A34U-08	50	33	76	3
TCGA-UY-A78N-01A-12D-A339-08	0	40	225	10
TCGA-UY-A78O-01A-12D-A339-08	82	26	94	19
TCGA-UY-A78P-01A-12D-A364-08	245	82	13	11
TCGA-UY-A8OB-01A-12D-A42E-08	114	17	244	18
TCGA-UY-A8OC-01A-11D-A364-08	37	33	35	11
TCGA-UY-A8OD-01A-11D-A364-08	21	21	69	2
TCGA-UY-A9PA-01A-11D-A38G-08	32	38	131	0
TCGA-UY-A9PB-01A-11D-A38G-08	273	177	291	0
TCGA-UY-A9PD-01A-11D-A38G-08	59	73	228	12
TCGA-UY-A9PE-01A-11D-A38G-08	94	50	89	26
TCGA-UY-A9PF-01A-11D-A38G-08	15	516	85	13
TCGA-UY-A9PH-01A-11D-A38G-08	227	179	35	27
TCGA-XF-A8HB-01A-11D-A364-08	17	0	57	19
TCGA-XF-A8HC-01A-11D-A364-08	34	80	77	3
TCGA-XF-A8HD-01A-11D-A364-08	370	121	60	36
TCGA-XF-A8HE-01A-11D-A364-08	248	231	0	11
TCGA-XF-A8HF-01A-11D-A364-08	38	25	117	5
TCGA-XF-A8HG-01A-11D-A364-08	70	96	173	8
TCGA-XF-A8HH-01A-11D-A38G-08	51	32	44	17
TCGA-XF-A8HI-01A-11D-A38G-08	39	32	25	0
TCGA-XF-A9SG-01A-12D-A42E-08	87	85	49	11
TCGA-XF-A9SH-01A-11D-A391-08	19	5	27	2
TCGA-XF-A9SI-01A-11D-A391-08	286	131	0	0
TCGA-XF-A9SJ-01A-11D-A391-08	103	181	69	0
TCGA-XF-A9SK-01A-11D-A42E-08	82	36	47	18
TCGA-XF-A9SL-01A-11D-A391-08	73	4	15	0
TCGA-XF-A9SM-01A-11D-A42E-08	178	100	12	0
TCGA-XF-A9SP-01A-11D-A391-08	161	70	107	32
TCGA-XF-A9ST-01A-11D-A42E-08	265	110	276	19
TCGA-XF-A9SU-01A-31D-A391-08	6	3	42	10
TCGA-XF-A9SV-01A-21D-A42E-08	13	9	58	10
TCGA-XF-A9SW-01A-11D-A42E-08	10	23	38	7
TCGA-XF-A9SX-01A-21D-A391-08	16	16	92	6
TCGA-XF-A9SY-01A-21D-A42E-08	197	49	208	54
TCGA-XF-A9SZ-01A-11D-A391-08	76	69	83	6
TCGA-XF-A9T0-01A-11D-A391-08	64	712	246	21
TCGA-XF-A9T2-01A-11D-A42E-08	38	24	40	0
TCGA-XF-A9T3-01A-11D-A42E-08	54	73	378	11
TCGA-XF-A9T4-01A-11D-A391-08	10	6	28	3
TCGA-XF-A9T5-01A-11D-A42E-08	560	296	4	0
TCGA-XF-A9T6-01A-11D-A42E-08	1	133	203	29
TCGA-XF-A9T8-01A-11D-A391-08	644	227	28	0
TCGA-XF-AAME-01A-12D-A42E-08	0	1	19	0
TCGA-XF-AAMF-01A-21D-A42E-08	34	19	32	5
TCGA-XF-AAMG-01A-11D-A42E-08	753	213	169	68
TCGA-XF-AAMH-01A-11D-A42E-08	2	3	58	5
TCGA-XF-AAMJ-01A-11D-A42E-08	3	0	38	5
TCGA-XF-AAML-01A-11D-A42E-08	265	268	61	37
TCGA-XF-AAMQ-01A-11D-A42E-08	130	78	45	12
TCGA-XF-AAMR-01A-31D-A42E-08	35	41	30	9
TCGA-XF-AAMT-01A-11D-A42E-08	40	3	68	9
TCGA-XF-AAMW-01A-11D-A42E-08	1	0	36	6
TCGA-XF-AAMX-01A-11D-A42E-08	144	54	176	28
TCGA-XF-AAMY-01A-11D-A42E-08	52	35	54	1
TCGA-XF-AAMZ-01A-11D-A42E-08	151	29	103	26
TCGA-XF-AAN0-01A-11D-A42E-08	285	145	42	22
TCGA-XF-AAN1-01A-31D-A42E-08	18	7	75	8
TCGA-XF-AAN2-01A-11D-A42E-08	345	208	31	0
TCGA-XF-AAN3-01A-11D-A42E-08	95	63	31	6
TCGA-XF-AAN4-01A-11D-A42E-08	22	0	15	1
TCGA-XF-AAN5-01A-11D-A42E-08	266	29	66	18
TCGA-XF-AAN7-01A-11D-A42E-08	6	28	134	2
TCGA-XF-AAN8-01A-11D-A42E-08	0	0	2	0
TCGA-YC-A89H-01A-11D-A364-08	5	1895	268	7
TCGA-YC-A8S6-01A-31D-A38G-08	58	18	28	16
TCGA-YC-A9TC-01A-22D-A391-08	54	15	56	7
TCGA-YF-AA3L-01A-11D-A38G-08	91	37	248	10
TCGA-YF-AA3M-01A-11D-A42E-08	33	28	142	3
TCGA-ZF-A9R0-01A-11D-A38G-08	135	56	41	9
TCGA-ZF-A9R1-01A-11D-A391-08	35	20	51	6
TCGA-ZF-A9R2-01A-11D-A391-08	84	27	63	0
TCGA-ZF-A9R3-01A-11D-A38G-08	35	14	49	8
TCGA-ZF-A9R4-01A-11D-A38G-08	151	100	46	1
TCGA-ZF-A9R5-01A-12D-A42E-08	3	1	100	9
TCGA-ZF-A9R7-01A-11D-A38G-08	596	235	14	31
TCGA-ZF-A9R9-01A-11D-A38G-08	84	65	70	21
TCGA-ZF-A9RC-01A-11D-A38G-08	151	870	232	0
TCGA-ZF-A9RD-01A-11D-A42E-08	91	55	64	9
TCGA-ZF-A9RE-01A-11D-A38G-08	4	0	54	13
TCGA-ZF-A9RF-01A-11D-A38G-08	107	46	130	12
TCGA-ZF-A9RG-01A-21D-A42E-08	108	163	20	11
TCGA-ZF-A9RL-01A-11D-A38G-08	204	15	147	30
TCGA-ZF-A9RM-01A-11D-A38G-08	4	10	83	5
TCGA-ZF-A9RN-01A-11D-A42E-08	104	21	98	19
TCGA-ZF-AA4N-01A-11D-A38G-08	66	50	68	11
TCGA-ZF-AA4R-01A-11D-A38G-08	27	10	32	1
TCGA-ZF-AA4T-01A-11D-A38G-08	6	15	98	1
TCGA-ZF-AA4U-01A-11D-A38G-08	3	5	70	3
TCGA-ZF-AA4V-01A-11D-A38G-08	226	410	239	2
TCGA-ZF-AA4W-01A-12D-A38G-08	160	22	354	51
TCGA-ZF-AA4X-01A-11D-A38G-08	410	361	0	13
TCGA-ZF-AA51-01A-21D-A391-08	586	170	69	0
TCGA-ZF-AA52-01A-12D-A391-08	40	56	34	22
TCGA-ZF-AA53-01A-11D-A391-08	155	44	9	0
TCGA-ZF-AA54-01A-11D-A391-08	123	39	49	0
TCGA-ZF-AA56-01A-31D-A391-08	58	13	43	6
TCGA-ZF-AA58-01A-12D-A42E-08	118	52	101	0
TCGA-ZF-AA5H-01A-11D-A391-08	12	17	49	0
TCGA-ZF-AA5N-01A-11D-A42E-08	11	3	42	5
TCGA-ZF-AA5P-01A-11D-A391-08	23	0	21	8
