Samples	SBS96A	SBS96B	SBS96C
TCGA-A2-A0D2-01A-21W-A050-09	6.64E-02	5.60E-02	6.75E-02
TCGA-A2-A0EN-01A-13D-A099-09	2.18E-02	2.13E-02	1.98E-02
TCGA-A2-A0EO-01A-11W-A050-09	4.87E-03	2.00E-03	5.26E-03
TCGA-A2-A0EQ-01A-11W-A050-09	5.84E-02	7.58E-02	7.82E-02
TCGA-A2-A0EV-01A-11W-A050-09	7.80E-02	7.12E-02	7.11E-02
TCGA-A2-A0EY-01A-11W-A050-09	4.88E-02	9.86E-02	1.02E-01
TCGA-A2-A0SY-01A-31D-A099-09	5.78E-02	1.41E-01	1.45E-01
TCGA-A2-A0T0-01A-22D-A099-09	6.32E-02	5.63E-02	5.81E-02
TCGA-A2-A0T1-01A-21D-A099-09	2.15E-02	2.09E-02	2.08E-02
TCGA-A2-A0T4-01A-31D-A099-09	2.04E-02	2.19E-02	2.07E-02
TCGA-A2-A0T6-01A-11D-A099-09	4.48E-02	4.23E-02	5.02E-02
TCGA-A2-A0T7-01A-21D-A099-09	2.23E-02	1.95E-02	1.78E-02
TCGA-A2-A0YD-01A-11D-A10G-09	3.44E-02	3.56E-02	3.90E-02
TCGA-A2-A0YE-01A-11D-A10G-09	2.04E-02	2.19E-02	2.07E-02
TCGA-A2-A0YH-01A-11D-A10G-09	1.18E-02	3.55E-02	3.58E-02
TCGA-A2-A0YI-01A-31D-A10M-09	2.22E-02	2.05E-02	1.99E-02
TCGA-A2-A0YJ-01A-11D-A10G-09	5.63E-02	5.23E-02	4.49E-02
TCGA-A2-A0YK-01A-22D-A117-09	4.06E-02	1.31E-01	1.34E-01
TCGA-A2-A0YL-01A-21D-A10G-09	3.69E-02	3.85E-02	3.75E-02
TCGA-A2-A0YM-01A-11D-A10G-09	3.09E-02	2.89E-02	3.48E-02
TCGA-A2-A0YT-01A-11D-A10G-09	2.24E-02	2.01E-02	1.83E-02
TCGA-A2-A1FW-01A-11D-A13L-09	3.88E-02	3.69E-02	3.46E-02
TCGA-A2-A1G4-01A-11D-A13L-09	3.46E-03	2.22E-02	2.22E-02
TCGA-A2-A25A-01A-12D-A16D-09	7.47E-02	1.03E-01	1.03E-01
TCGA-A2-A25B-01A-11D-A167-09	2.78E-02	2.97E-02	3.47E-02
TCGA-A2-A25E-01A-11D-A167-09	2.23E-02	2.01E-02	1.93E-02
TCGA-A2-A3XT-01A-11D-A22X-09	6.89E-02	6.48E-02	6.16E-02
TCGA-A2-A3XU-01A-12D-A22X-09	2.19E-02	2.11E-02	1.98E-02
TCGA-A2-A3XX-01A-21D-A23C-09	2.19E-02	2.14E-02	1.94E-02
TCGA-A2-A3Y0-01A-11D-A23C-09	7.10E-02	7.52E-02	7.67E-02
TCGA-A2-A4S1-01A-21D-A25Q-09	2.23E-02	2.04E-02	1.93E-02
TCGA-A2-A4S2-01A-12D-A25Q-09	2.24E-02	1.90E-02	1.97E-02
TCGA-A2-A4S3-01A-21D-A25Q-09	4.06E-02	3.68E-02	3.47E-02
TCGA-A7-A0CE-01A-11W-A019-09	4.06E-02	3.52E-02	3.52E-02
TCGA-A7-A0CG-01A-11W-A019-09	1.29E-02	2.23E-02	2.16E-02
TCGA-A7-A0CJ-01A-21W-A019-09	2.23E-02	2.10E-02	1.82E-02
TCGA-A7-A0DA-01A-31D-A10Y-09	7.72E-02	7.56E-02	7.24E-02
TCGA-A7-A0DB-01A-11D-A272-09	3.43E-02	3.52E-02	3.60E-02
TCGA-A7-A13D-01A-13D-A272-09	6.44E-02	6.26E-02	5.53E-02
TCGA-A7-A13F-01A-11D-A12Q-09	2.15E-02	2.09E-02	2.08E-02
TCGA-A7-A26E-01A-11D-A272-09	2.95E-02	5.49E-02	5.59E-02
TCGA-A7-A26H-01A-11D-A167-09	2.36E-02	5.40E-02	5.50E-02
TCGA-A7-A26I-01A-11D-A167-09	2.24E-02	2.03E-02	1.84E-02
TCGA-A7-A26J-01A-11D-A272-09	4.93E-02	5.16E-02	4.54E-02
TCGA-A7-A425-01A-11D-A243-09	2.04E-02	2.19E-02	2.07E-02
TCGA-A7-A4SC-01A-12D-A25Q-09	2.20E-02	1.59E-02	1.97E-02
TCGA-A7-A4SD-01A-11D-A25Q-09	3.83E-02	3.52E-02	3.44E-02
TCGA-A7-A4SE-01A-11D-A25Q-09	4.55E-02	4.78E-02	4.61E-02
TCGA-A7-A56D-01A-11D-A27P-09	8.85E-02	1.22E-01	1.22E-01
TCGA-A7-A5ZW-01A-12D-A29N-09	2.20E-02	1.59E-02	1.97E-02
TCGA-A7-A5ZX-01A-12D-A29N-09	2.14E-02	2.06E-02	2.12E-02
TCGA-A7-A6VV-01A-22D-A33E-09	3.78E-02	3.82E-02	3.47E-02
TCGA-A7-A6VW-01A-21D-A33E-09	4.09E-02	3.86E-02	3.63E-02
TCGA-A7-A6VX-01A-12D-A33E-09	6.30E-02	6.51E-02	6.46E-02
TCGA-A7-A6VY-01A-12D-A33E-09	6.57E-02	6.19E-02	6.05E-02
TCGA-A8-A06P-01A-11W-A019-09	5.56E-02	4.92E-02	5.20E-02
TCGA-A8-A06Q-01A-11W-A050-09	4.51E-02	5.61E-02	5.96E-02
TCGA-A8-A06U-01A-11W-A019-09	2.06E-02	2.20E-02	2.01E-02
TCGA-A8-A06X-01A-21W-A019-09	7.50E-02	6.99E-02	6.59E-02
TCGA-A8-A06Z-01A-11W-A019-09	2.21E-02	2.08E-02	1.98E-02
TCGA-A8-A075-01A-11D-A099-09	2.22E-02	2.11E-02	1.91E-02
TCGA-A8-A076-01A-21W-A019-09	3.93E-02	3.41E-02	3.36E-02
TCGA-A8-A079-01A-21W-A019-09	3.76E-02	3.80E-02	3.50E-02
TCGA-A8-A07B-01A-11W-A019-09	2.18E-02	2.10E-02	2.04E-02
TCGA-A8-A07F-01A-11W-A019-09	2.19E-02	2.16E-02	1.91E-02
TCGA-A8-A07G-01A-11W-A050-09	2.23E-02	2.05E-02	1.91E-02
TCGA-A8-A07J-01A-11W-A019-09	2.22E-02	2.12E-02	1.86E-02
TCGA-A8-A07L-01A-11W-A019-09	9.17E-02	8.45E-02	7.29E-02
TCGA-A8-A07O-01A-11W-A019-09	3.79E-02	3.66E-02	3.39E-02
TCGA-A8-A07U-01A-11W-A050-09	2.71E-02	3.99E-02	3.95E-02
TCGA-A8-A07W-01A-11W-A019-09	2.23E-02	2.03E-02	1.94E-02
TCGA-A8-A081-01A-11W-A019-09	2.24E-02	1.90E-02	1.97E-02
TCGA-A8-A083-01A-21W-A019-09	3.37E-02	3.84E-02	3.67E-02
TCGA-A8-A085-01A-11W-A019-09	3.93E-02	3.69E-02	3.45E-02
TCGA-A8-A08B-01A-11W-A019-09	4.87E-03	2.00E-03	5.26E-03
TCGA-A8-A08F-01A-11W-A019-09	2.22E-02	1.93E-02	1.75E-02
TCGA-A8-A08H-01A-21W-A019-09	6.24E-02	6.24E-02	6.13E-02
TCGA-A8-A08J-01A-11W-A019-09	4.14E-02	3.91E-02	3.52E-02
TCGA-A8-A08L-01A-11W-A019-09	7.19E-02	7.11E-02	6.55E-02
TCGA-A8-A08P-01A-11W-A019-09	4.06E-02	3.47E-02	3.78E-02
TCGA-A8-A08R-01A-11W-A050-09	1.11E-01	1.23E-01	1.24E-01
TCGA-A8-A08X-01A-21W-A019-09	2.19E-02	2.14E-02	1.94E-02
TCGA-A8-A090-01A-11W-A019-09	2.96E-02	3.86E-02	3.76E-02
TCGA-A8-A091-01A-11W-A019-09	2.89E-02	3.82E-02	3.63E-02
TCGA-A8-A092-01A-11W-A019-09	3.46E-03	2.22E-02	2.22E-02
TCGA-A8-A093-01A-11W-A019-09	2.22E-02	2.15E-02	1.81E-02
TCGA-A8-A094-01A-11W-A019-09	9.87E-02	1.20E-01	1.14E-01
TCGA-A8-A095-01A-11W-A019-09	6.17E-02	5.80E-02	5.05E-02
TCGA-A8-A096-01A-11W-A019-09	2.20E-02	2.10E-02	1.96E-02
TCGA-A8-A097-01A-11W-A050-09	3.24E-02	3.77E-02	3.46E-02
TCGA-A8-A099-01A-11W-A019-09	1.51E-02	2.21E-02	2.22E-02
TCGA-A8-A09A-01A-11W-A019-09	7.04E-02	6.78E-02	6.08E-02
TCGA-A8-A09C-01A-11W-A019-09	2.21E-02	2.08E-02	1.98E-02
TCGA-A8-A09D-01A-11W-A019-09	6.03E-02	6.06E-02	5.60E-02
TCGA-A8-A09E-01A-11W-A019-09	9.47E-02	8.84E-02	7.73E-02
TCGA-A8-A09G-01A-21W-A019-09	4.34E-02	6.91E-02	6.93E-02
TCGA-A8-A09I-01A-22W-A050-09	2.16E-02	2.14E-02	2.01E-02
TCGA-A8-A09M-01A-11W-A019-09	2.20E-02	2.10E-02	1.96E-02
TCGA-A8-A09N-01A-11W-A019-09	5.72E-02	5.23E-02	5.01E-02
TCGA-A8-A09Q-01A-11W-A019-09	7.83E-02	6.38E-02	7.24E-02
TCGA-A8-A09V-01A-11D-A045-09	3.95E-02	3.83E-02	3.65E-02
TCGA-A8-A09W-01A-11W-A019-09	4.00E-02	3.68E-02	3.79E-02
TCGA-A8-A09Z-01A-11W-A019-09	2.58E-01	2.18E-01	2.28E-01
TCGA-A8-A0A1-01A-11W-A019-09	2.14E-02	2.17E-02	1.98E-02
TCGA-A8-A0A2-01A-11W-A050-09	3.91E-02	3.64E-02	3.28E-02
TCGA-A8-A0A4-01A-11W-A019-09	3.92E-02	3.77E-02	3.53E-02
TCGA-A8-A0A6-01A-12W-A071-09	3.92E-02	3.71E-02	3.44E-02
TCGA-A8-A0A7-01A-11W-A019-09	3.37E-02	4.65E-02	4.78E-02
TCGA-A8-A0A9-01A-11W-A019-09	5.92E-02	5.51E-02	5.07E-02
TCGA-A8-A0AB-01A-11W-A050-09	2.23E-02	1.90E-02	1.87E-02
TCGA-A8-A0AD-01A-11W-A071-09	2.22E-02	2.12E-02	1.86E-02
TCGA-AC-A23C-01A-12D-A167-09	4.03E-02	4.95E-02	5.24E-02
TCGA-AC-A23E-01A-11D-A159-09	1.83E-02	2.23E-02	2.12E-02
TCGA-AC-A23H-01A-11D-A159-09	5.81E-01	1.78E+00	1.80E+00
TCGA-AC-A2B8-01A-11D-A17D-09	2.09E-02	5.36E-02	5.42E-02
TCGA-AC-A2FG-01A-11D-A17D-09	2.23E-02	1.95E-02	1.78E-02
TCGA-AC-A2QH-01A-11D-A18P-09	5.17E-02	5.14E-02	4.49E-02
TCGA-AC-A3HN-01A-11D-A20S-09	3.29E-02	3.74E-02	3.48E-02
TCGA-AC-A3OD-01A-11D-A21Q-09	4.87E-03	2.00E-03	5.26E-03
TCGA-AC-A3QQ-01A-11D-A228-09	2.24E-02	2.05E-02	1.80E-02
TCGA-AC-A3W5-01A-11D-A228-09	6.92E-02	8.69E-02	8.34E-02
TCGA-AC-A3YJ-01A-11D-A22X-09	2.22E-02	2.11E-02	1.91E-02
TCGA-AC-A5EH-01A-11D-A28B-09	3.88E-02	3.55E-02	3.19E-02
TCGA-AC-A5EI-01A-11D-A27P-09	3.46E-03	2.22E-02	2.22E-02
TCGA-AC-A5XS-01A-11D-A29N-09	1.14E-01	1.90E-01	1.98E-01
TCGA-AC-A62V-01A-11D-A31U-09	3.82E-02	3.55E-02	3.36E-02
TCGA-AC-A62X-01A-11D-A29N-09	4.77E-02	4.72E-02	4.84E-02
TCGA-AC-A62Y-01A-11D-A29N-09	1.14E-02	2.24E-02	2.22E-02
TCGA-AC-A6IW-01A-12D-A33E-09	7.18E-02	7.84E-02	8.19E-02
TCGA-AC-A6IX-01A-12D-A32I-09	3.30E-02	3.51E-02	3.52E-02
TCGA-AC-A6NO-01A-12D-A33E-09	4.90E-02	4.93E-02	4.86E-02
TCGA-AC-A7VB-01A-11D-A351-09	2.20E-02	1.59E-02	1.97E-02
TCGA-AC-A8OP-01A-11D-A36J-09	1.05E-01	9.85E-02	9.32E-02
TCGA-AC-A8OQ-01A-11D-A41F-09	4.04E-02	3.22E-02	3.56E-02
TCGA-AC-A8OS-01A-12D-A41F-09	4.28E-02	5.22E-02	5.02E-02
TCGA-AN-A03X-01A-21W-A019-09	3.47E-02	3.79E-02	3.56E-02
TCGA-AN-A03Y-01A-21W-A019-09	2.21E-02	2.10E-02	1.93E-02
TCGA-AN-A041-01A-11W-A050-09	3.97E-02	3.63E-02	3.16E-02
TCGA-AN-A046-01A-21W-A050-09	5.87E-01	4.72E-01	6.47E-01
TCGA-AN-A04A-01A-21W-A050-09	3.84E-02	3.60E-02	3.43E-02
TCGA-AN-A04C-01A-21W-A050-09	2.21E-02	2.10E-02	1.93E-02
TCGA-AN-A04D-01A-21W-A050-09	4.03E-02	3.67E-02	3.23E-02
TCGA-AN-A0AJ-01A-11W-A019-09	3.97E-02	3.16E-02	3.56E-02
TCGA-AN-A0AK-01A-21W-A019-09	2.84E-01	2.38E-01	2.49E-01
TCGA-AN-A0AL-01A-11W-A019-09	3.96E-02	3.79E-02	3.17E-02
TCGA-AN-A0AM-01A-11W-A050-09	2.22E-02	1.93E-02	1.73E-02
TCGA-AN-A0AR-01A-11W-A019-09	5.29E-02	4.72E-02	4.71E-02
TCGA-AN-A0AS-01A-11W-A019-09	2.21E-02	2.08E-02	1.98E-02
TCGA-AN-A0AT-01A-11D-A045-09	2.16E-02	2.10E-02	2.07E-02
TCGA-AN-A0FD-01A-11W-A050-09	4.08E-02	3.63E-02	3.75E-02
TCGA-AN-A0FJ-01A-11W-A019-09	5.08E-02	5.57E-02	5.45E-02
TCGA-AN-A0FK-01A-11W-A050-09	3.85E-02	3.60E-02	3.18E-02
TCGA-AN-A0FL-01A-11W-A050-09	6.95E-02	7.13E-02	6.25E-02
TCGA-AN-A0FS-01A-11W-A050-09	3.46E-03	2.22E-02	2.22E-02
TCGA-AN-A0FT-01A-11W-A050-09	4.00E-02	3.87E-02	3.61E-02
TCGA-AN-A0FV-01A-11W-A019-09	3.60E-02	5.29E-02	5.25E-02
TCGA-AN-A0FW-01A-11W-A050-09	2.18E-02	2.11E-02	2.00E-02
TCGA-AN-A0FX-01A-11W-A050-09	5.33E-02	5.01E-02	4.46E-02
TCGA-AN-A0FY-01A-11W-A050-09	2.20E-02	2.10E-02	1.96E-02
TCGA-AN-A0XN-01A-21D-A10G-09	6.94E-02	7.03E-02	7.07E-02
TCGA-AN-A0XP-01A-11D-A117-09	4.12E-02	3.56E-02	3.80E-02
TCGA-AN-A0XV-01A-11D-A10G-09	2.04E-02	2.19E-02	2.07E-02
TCGA-AN-A0XW-01A-11D-A10G-09	4.42E-02	5.84E-02	5.99E-02
TCGA-AO-A03L-01A-41W-A071-09	2.17E-02	2.11E-02	2.03E-02
TCGA-AO-A03O-01A-11W-A019-09	3.74E-02	3.48E-02	3.49E-02
TCGA-AO-A03P-01A-11W-A019-09	2.19E-02	2.09E-02	2.01E-02
TCGA-AO-A03T-01A-21W-A050-09	5.76E-02	5.55E-02	4.93E-02
TCGA-AO-A03V-01A-11D-A10Y-09	4.87E-03	2.00E-03	5.26E-03
TCGA-AO-A0J2-01A-11W-A050-09	2.22E-02	2.08E-02	1.92E-02
TCGA-AO-A0J3-01A-11W-A050-09	2.20E-02	1.59E-02	1.97E-02
TCGA-AO-A0J4-01A-11W-A050-09	4.70E-02	4.83E-02	4.34E-02
TCGA-AO-A0J6-01A-11W-A050-09	3.44E-02	4.01E-02	3.80E-02
TCGA-AO-A0J7-01A-11W-A050-09	2.21E-02	2.13E-02	1.91E-02
TCGA-AO-A0J9-01A-11W-A050-09	6.91E-03	3.62E-02	3.63E-02
TCGA-AO-A0JB-01A-11W-A071-09	2.22E-02	2.11E-02	1.88E-02
TCGA-AO-A0JC-01A-11W-A071-09	2.58E-02	5.08E-02	5.20E-02
TCGA-AO-A0JD-01A-11W-A071-09	2.04E-02	2.19E-02	2.07E-02
TCGA-AO-A0JE-01A-11W-A071-09	3.72E-02	3.55E-02	3.45E-02
TCGA-AO-A0JI-01A-21W-A100-09	2.21E-02	2.08E-02	1.98E-02
TCGA-AO-A124-01A-11D-A10M-09	9.35E-02	8.47E-02	7.59E-02
TCGA-AO-A128-01A-11D-A10M-09	2.91E-01	2.30E-01	2.54E-01
TCGA-AO-A12D-01A-11D-A10Y-09	1.83E-02	2.23E-02	2.12E-02
TCGA-AO-A1KR-01A-12D-A142-09	3.34E-02	3.86E-02	3.74E-02
TCGA-AO-A1KS-01A-11D-A13L-09	2.23E-02	2.00E-02	1.99E-02
TCGA-AQ-A04H-01B-11D-A10M-09	2.15E-02	2.09E-02	2.08E-02
TCGA-AQ-A04J-01A-02W-A050-09	8.04E-02	6.96E-02	6.90E-02
TCGA-AQ-A1H2-01A-11D-A13L-09	2.24E-02	1.90E-02	1.97E-02
TCGA-AQ-A1H3-01A-31D-A13L-09	2.18E-02	2.13E-02	1.98E-02
TCGA-AQ-A7U7-01A-22D-A351-09	2.08E-02	5.89E-02	5.99E-02
TCGA-AR-A0TP-01A-11D-A099-09	4.91E-02	4.79E-02	4.58E-02
TCGA-AR-A0TR-01A-11D-A099-09	2.22E-02	1.93E-02	1.75E-02
TCGA-AR-A0TS-01A-11D-A10Y-09	1.50E-02	2.23E-02	2.20E-02
TCGA-AR-A0TT-01A-31D-A099-09	2.20E-02	1.59E-02	1.97E-02
TCGA-AR-A0TU-01A-31D-A10G-09	2.24E-02	1.90E-02	1.97E-02
TCGA-AR-A0TV-01A-21D-A099-09	2.20E-02	2.15E-02	1.88E-02
TCGA-AR-A0TX-01A-11D-A099-09	5.41E-02	1.01E-01	1.02E-01
TCGA-AR-A0TY-01A-12W-A12T-09	6.85E-02	6.86E-02	6.26E-02
TCGA-AR-A0TZ-01A-12D-A099-09	9.75E-03	4.00E-03	1.05E-02
TCGA-AR-A0U0-01A-11D-A10G-09	2.23E-02	2.03E-02	1.94E-02
TCGA-AR-A0U1-01A-11D-A10Y-09	2.18E-02	2.11E-02	2.00E-02
TCGA-AR-A0U3-01A-11D-A10G-09	2.17E-02	2.11E-02	2.03E-02
TCGA-AR-A1AI-01A-11D-A12Q-09	6.98E-02	7.02E-02	6.30E-02
TCGA-AR-A1AK-01A-21D-A12Q-09	2.79E-02	4.14E-02	4.00E-02
TCGA-AR-A1AO-01A-11D-A12Q-09	6.05E-02	6.84E-02	6.33E-02
TCGA-AR-A1AQ-01A-11D-A12Q-09	2.22E-02	2.08E-02	1.92E-02
TCGA-AR-A1AS-01A-11D-A12Q-09	3.46E-03	2.22E-02	2.22E-02
TCGA-AR-A1AW-01A-21D-A12Q-09	2.16E-02	2.10E-02	2.07E-02
TCGA-AR-A1AY-01A-21D-A12Q-09	2.19E-02	2.09E-02	2.01E-02
TCGA-AR-A24H-01A-11D-A167-09	4.05E-02	3.60E-02	3.46E-02
TCGA-AR-A24K-01A-11D-A167-09	2.23E-02	2.03E-02	1.98E-02
TCGA-AR-A24M-01A-11D-A167-09	3.90E-02	3.71E-02	3.38E-02
TCGA-AR-A24O-01A-11D-A167-09	2.22E-02	2.12E-02	1.86E-02
TCGA-AR-A24P-01A-11D-A167-09	2.17E-02	2.11E-02	2.03E-02
TCGA-AR-A24Q-01A-12D-A167-09	5.33E-02	4.92E-02	4.81E-02
TCGA-AR-A24S-01A-11D-A167-09	4.01E-02	5.54E-02	5.35E-02
TCGA-AR-A24V-01A-21D-A167-09	4.87E-03	2.00E-03	5.26E-03
TCGA-AR-A24X-01A-11D-A167-09	2.23E-02	2.02E-02	1.96E-02
TCGA-AR-A24Z-01A-11D-A167-09	2.98E-02	3.88E-02	3.69E-02
TCGA-AR-A250-01A-31D-A167-09	2.04E-02	2.19E-02	2.07E-02
TCGA-AR-A251-01A-12D-A167-09	5.94E-02	5.67E-02	5.66E-02
TCGA-AR-A255-01A-11D-A167-09	2.24E-02	2.03E-02	1.84E-02
TCGA-AR-A256-01A-11D-A167-09	5.70E-02	4.97E-02	4.75E-02
TCGA-AR-A2LE-01A-11D-A17W-09	5.47E-02	1.58E-01	1.63E-01
TCGA-AR-A2LK-01A-11D-A17W-09	4.41E-02	3.18E-02	3.95E-02
TCGA-AR-A2LN-01A-21D-A18P-09	2.22E-02	1.93E-02	1.75E-02
TCGA-AR-A2LR-01A-12D-A18P-09	1.50E-02	2.23E-02	2.20E-02
TCGA-AR-A5QQ-01A-11D-A28B-09	2.23E-02	2.00E-02	1.99E-02
TCGA-B6-A0I1-01A-11D-A21Q-09	2.18E-02	2.13E-02	1.98E-02
TCGA-B6-A0I6-01A-11D-A128-09	3.99E-02	3.24E-02	3.44E-02
TCGA-B6-A0I8-01A-11W-A050-09	2.22E-02	2.10E-02	1.90E-02
TCGA-B6-A0I9-01A-11W-A050-09	2.14E-02	2.06E-02	2.12E-02
TCGA-B6-A0IA-01A-11W-A050-09	4.33E-02	4.22E-02	4.08E-02
TCGA-B6-A0IB-01A-11W-A050-09	2.64E-02	5.27E-02	5.33E-02
TCGA-B6-A0IC-01A-11W-A050-09	2.20E-02	2.17E-02	1.83E-02
TCGA-B6-A0IE-01A-11W-A050-09	3.85E-02	3.60E-02	3.43E-02
TCGA-B6-A0IJ-01A-11W-A050-09	5.09E-02	6.59E-02	6.36E-02
TCGA-B6-A0IK-01A-12W-A071-09	6.64E-02	9.05E-02	8.59E-02
TCGA-B6-A0IM-01A-11W-A050-09	2.24E-02	1.96E-02	1.94E-02
TCGA-B6-A0IN-01A-11W-A050-09	3.97E-02	3.18E-02	3.67E-02
TCGA-B6-A0RE-01A-11W-A071-09	4.92E-02	5.33E-02	5.04E-02
TCGA-B6-A0RG-01A-11W-A071-09	2.20E-02	1.59E-02	1.97E-02
TCGA-B6-A0RH-01A-21D-A10Y-09	2.24E-02	2.05E-02	1.78E-02
TCGA-B6-A0RI-01A-11W-A071-09	2.18E-02	2.04E-02	2.09E-02
TCGA-B6-A0RO-01A-22D-A099-09	2.23E-02	2.03E-02	1.94E-02
TCGA-B6-A0RQ-01A-11D-A10Y-09	2.20E-02	1.82E-02	1.80E-02
TCGA-B6-A0RS-01A-11D-A099-09	7.50E-02	6.50E-02	6.32E-02
TCGA-B6-A0RT-01A-21D-A099-09	5.53E-02	6.70E-02	6.93E-02
TCGA-B6-A0RU-01A-11D-A099-09	3.89E-02	3.82E-02	3.66E-02
TCGA-B6-A0WT-01A-11D-A10G-09	2.24E-02	1.90E-02	1.97E-02
TCGA-B6-A0WW-01A-11D-A10G-09	1.29E-02	2.23E-02	2.16E-02
TCGA-B6-A0WX-01A-11D-A10G-09	2.24E-02	1.90E-02	1.97E-02
TCGA-B6-A0WZ-01A-11D-A10G-09	2.90E-02	3.73E-02	3.57E-02
TCGA-B6-A0X1-01A-11D-A10G-09	2.04E-02	2.19E-02	2.07E-02
TCGA-B6-A1KF-01A-11D-A13L-09	3.93E-02	3.27E-02	3.52E-02
TCGA-B6-A1KN-01A-11D-A13L-09	4.02E-02	3.47E-02	3.82E-02
TCGA-B6-A2IU-01A-32D-A19T-09	3.26E-02	2.78E-02	3.46E-02
TCGA-B6-A40B-01A-11D-A23C-09	3.28E-02	3.71E-02	3.66E-02
TCGA-B6-A40C-01A-11D-A23C-09	4.87E-03	2.00E-03	5.26E-03
TCGA-BH-A0AU-01A-11D-A12Q-09	2.23E-02	2.03E-02	1.94E-02
TCGA-BH-A0AV-01A-31D-A10Y-09	2.21E-02	2.10E-02	1.93E-02
TCGA-BH-A0AW-01A-11W-A071-09	3.91E-02	3.76E-02	3.21E-02
TCGA-BH-A0AY-01A-21W-A019-09	4.02E-02	5.31E-02	5.20E-02
TCGA-BH-A0AZ-01A-21D-A12Q-09	4.86E-02	4.66E-02	4.85E-02
TCGA-BH-A0B0-01A-21D-A10Y-09	3.84E-02	3.72E-02	3.41E-02
TCGA-BH-A0B1-01A-12W-A071-09	3.91E-02	3.39E-02	3.88E-02
TCGA-BH-A0B3-01A-11W-A071-09	2.87E-02	4.12E-02	4.00E-02
TCGA-BH-A0B4-01A-11W-A019-09	5.09E-02	5.02E-02	4.93E-02
TCGA-BH-A0B5-01A-11D-A12Q-09	4.71E-02	6.41E-02	6.25E-02
TCGA-BH-A0B6-01A-11D-A19Y-09	1.24E-01	3.33E-01	3.42E-01
TCGA-BH-A0B7-01A-12D-A10Y-09	1.51E-02	2.21E-02	2.22E-02
TCGA-BH-A0B9-01A-11W-A071-09	1.29E-02	2.23E-02	2.16E-02
TCGA-BH-A0BG-01A-11D-A10Y-09	2.21E-02	2.10E-02	1.93E-02
TCGA-BH-A0BJ-01A-11W-A071-09	2.17E-02	2.11E-02	2.03E-02
TCGA-BH-A0BP-01A-11D-A10Y-09	3.96E-02	3.60E-02	3.57E-02
TCGA-BH-A0BR-01A-21W-A12T-09	3.82E-02	3.47E-02	3.41E-02
TCGA-BH-A0BT-01A-11D-A12Q-09	1.29E-02	2.23E-02	2.16E-02
TCGA-BH-A0BV-01A-11W-A019-09	2.04E-02	2.19E-02	2.07E-02
