Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E
TCGA-FD-A3NA-01A-11D-A21A-08	98	68	21	16	2
TCGA-FD-A3SJ-01A-12D-A22Z-08	113	42	104	44	0
TCGA-FD-A3SL-01A-21D-A22Z-08	65	10	141	48	21
TCGA-FD-A3SM-01A-11D-A22Z-08	114	56	15	37	0
TCGA-FD-A3SN-01A-12D-A22Z-08	85	307	69	31	42
TCGA-FD-A3SO-01A-11D-A22Z-08	214	201	12	17	20
TCGA-FD-A3SP-01A-31D-A22Z-08	39	39	10	49	8
TCGA-FD-A3SQ-01A-21D-A22Z-08	11	20	12	40	9
TCGA-FD-A3SR-01A-11D-A22Z-08	60	19	31	39	20
TCGA-FD-A3SS-01A-12D-A22Z-08	239	310	5	0	61
TCGA-FD-A43N-01A-11D-A23U-08	89	10	19	100	5
TCGA-FD-A43P-01A-31D-A23U-08	239	89	101	51	22
TCGA-FD-A43S-01A-21D-A23U-08	0	0	1	0	0
TCGA-FD-A43U-01A-11D-A23U-08	0	14	30	43	6
TCGA-FD-A43X-01A-11D-A23U-08	184	111	51	46	8
TCGA-FD-A43Y-01A-21D-A26M-08	4	4	55	16	0
TCGA-FD-A5BR-01A-11D-A26M-08	5	6	39	45	7
TCGA-FD-A5BS-01A-21D-A26M-08	4	15	10	2	4
TCGA-FD-A5BT-01A-11D-A26M-08	82	21	20	33	12
TCGA-FD-A5BU-01A-31D-A26M-08	9	4	24	42	0
TCGA-FD-A5BV-01A-11D-A26M-08	16	1	91	40	0
TCGA-FD-A5BX-01A-11D-A26M-08	243	152	11	9	10
TCGA-FD-A5BY-01A-31D-A289-08	13	12	9	25	2
TCGA-FD-A5BZ-01A-11D-A289-08	44	27	31	40	22
TCGA-FD-A5C0-01A-11D-A289-08	9	23	70	52	4
TCGA-FD-A5C1-01A-11D-A289-08	70	28	9	66	5
TCGA-FD-A62N-01A-11D-A30E-08	6	7	68	19	12
TCGA-FD-A62O-01A-11D-A30E-08	89	61	0	47	28
TCGA-FD-A62P-01A-32D-A30E-08	245	126	25	45	23
TCGA-FD-A62S-01A-11D-A30E-08	2	4	46	35	0
TCGA-FD-A6TA-01A-12D-A339-08	204	95	0	9	8
TCGA-FD-A6TB-01A-12D-A339-08	140	48	0	21	14
TCGA-FD-A6TC-01A-21D-A339-08	678	404	48	20	36
TCGA-FD-A6TD-01A-51D-A339-08	41	55	29	35	0
TCGA-FD-A6TE-01A-12D-A339-08	162	88	7	28	5
TCGA-FD-A6TF-01A-52D-A32B-08	84	25	35	37	0
TCGA-FD-A6TG-01A-11D-A32B-08	175	76	178	35	10
TCGA-FD-A6TH-01A-11D-A32B-08	56	57	40	42	10
TCGA-FD-A6TI-01A-11D-A32B-08	6	6	55	61	19
TCGA-FD-A6TK-01A-42D-A339-08	26	35	39	27	0
TCGA-FJ-A3Z7-01A-12D-A23M-08	175	130	63	41	0
TCGA-FJ-A3Z9-01A-11D-A26M-08	9	7	0	57	9
TCGA-FJ-A3ZE-01A-11D-A23M-08	47	0	406	41	44
TCGA-FJ-A3ZF-01A-11D-A23M-08	98	93	62	62	10
TCGA-FJ-A871-01A-11D-A34U-08	2	3	22	33	1
TCGA-FT-A3EE-01A-11D-A202-08	8	38	60	39	9
TCGA-FT-A61P-01A-11D-A30E-08	32	37	83	42	10
TCGA-G2-A2EC-01A-11D-A17V-08	85	53	33	22	12
TCGA-G2-A2EF-01A-12D-A18F-08	150	113	29	23	0
TCGA-G2-A2EJ-01A-11D-A17V-08	191	58	46	47	12
TCGA-G2-A2EK-01A-22D-A18F-08	25	10	0	41	0
TCGA-G2-A2EL-01A-12D-A18F-08	181	57	18	33	12
TCGA-G2-A2EO-01A-11D-A17V-08	669	413	0	7	0
TCGA-G2-A2ES-01A-11D-A17V-08	57	169	237	36	25
TCGA-G2-A3IB-01A-11D-A20D-08	13	22	59	11	14
TCGA-G2-A3IE-01A-11D-A20D-08	222	127	56	25	4
TCGA-G2-A3VY-01A-11D-A22Z-08	640	115	154	20	0
TCGA-G2-AA3B-01A-11D-A391-08	642	159	71	0	16
TCGA-G2-AA3C-01A-21D-A391-08	148	73	23	45	3
TCGA-G2-AA3D-01A-11D-A391-08	188	46	27	4	0
TCGA-G2-AA3F-01A-12D-A42E-08	45	22	58	34	4
TCGA-GC-A3BM-01A-11D-A22Z-08	23	30	1	80	12
TCGA-GC-A3I6-01A-11D-A20D-08	91	80	46	16	1
TCGA-GC-A3OO-01A-11D-A22Z-08	45	90	34	2	0
TCGA-GC-A3RB-01A-12D-A21Z-08	78	56	13	59	3
TCGA-GC-A3RC-01A-11D-A22Z-08	89	120	213	25	26
TCGA-GC-A3RD-01A-12D-A22Z-08	27	23	18	33	1
TCGA-GC-A3WC-01A-31D-A22Z-08	57	38	60	34	6
TCGA-GC-A3YS-01A-11D-A23M-08	129	70	41	48	17
TCGA-GC-A4ZW-01A-11D-A26M-08	563	150	70	34	11
TCGA-GC-A6I1-01A-12D-A31L-08	135	104	28	26	0
TCGA-GC-A6I3-01A-11D-A31L-08	127	35	74	45	14
TCGA-GD-A2C5-01A-12D-A17V-08	141	72	46	35	25
TCGA-GD-A3OP-01A-21D-A21Z-08	140	161	78	43	0
TCGA-GD-A3OQ-01A-32D-A21Z-08	51	20	0	39	6
TCGA-GD-A3OS-01A-12D-A21Z-08	14	23	25	53	0
TCGA-GD-A6C6-01A-21D-A31L-08	166	84	51	37	9
TCGA-GD-A76B-01A-11D-A32B-08	79	56	32	36	10
TCGA-GU-A42P-01A-11D-A23U-08	117	120	53	32	23
TCGA-GU-A42Q-01A-11D-A23U-08	106	38	24	35	19
TCGA-GU-A42R-01A-11D-A23M-08	86	52	42	27	5
TCGA-GU-A762-01A-11D-A339-08	36	7	14	48	7
TCGA-GU-A763-01A-11D-A32B-08	22	2	35	21	0
TCGA-GU-A764-01A-11D-A34U-08	41	31	43	14	7
TCGA-GU-A766-01A-11D-A32B-08	122	79	18	7	12
TCGA-GU-A767-01A-11D-A32B-08	134	36	250	21	31
TCGA-GU-AATO-01A-11D-A391-08	210	137	11	29	0
TCGA-GU-AATP-01A-11D-A391-08	152	138	57	35	15
TCGA-GU-AATQ-01A-11D-A391-08	104	26	59	20	2
TCGA-GV-A3JV-01A-11D-A21Z-08	14	20	0	99	10
TCGA-GV-A3JW-01A-11D-A20D-08	36	13	11	33	7
TCGA-GV-A3JX-01A-11D-A20D-08	200	60	20	33	14
TCGA-GV-A3JZ-01A-11D-A21A-08	273	134	31	36	71
TCGA-GV-A3QF-01A-31D-A22Z-08	15	12	88	43	2
TCGA-GV-A3QG-01A-11D-A21Z-08	20	13	41	34	0
TCGA-GV-A3QH-01A-11D-A21Z-08	101	19	7	69	0
TCGA-GV-A3QI-01A-11D-A21Z-08	93	53	360	62	6
TCGA-GV-A3QK-01B-11D-A23M-08	43	40	32	54	13
TCGA-GV-A40E-01A-12D-A23M-08	116	0	41	39	6
TCGA-GV-A40G-01A-11D-A23M-08	21	45	37	84	3
TCGA-GV-A6ZA-01A-12D-A339-08	195	94	13	39	20
TCGA-H4-A2HO-01A-11D-A17V-08	21	16	14	52	0
TCGA-H4-A2HQ-01A-11D-A17V-08	230	136	153	13	20
TCGA-HQ-A2OE-01A-11D-A202-08	54	30	50	38	6
TCGA-HQ-A2OF-01A-11D-A26M-08	4	11	0	107	8
TCGA-HQ-A5ND-01A-11D-A26M-08	14	13	30	38	13
TCGA-HQ-A5NE-01A-12D-A289-08	222	162	28	33	8
TCGA-K4-A3WS-01A-11D-A22Z-08	122	55	169	0	6
TCGA-K4-A3WU-01B-11D-A23M-08	108	24	11	65	18
TCGA-K4-A3WV-01A-11D-A22Z-08	1	8	12	48	7
TCGA-K4-A4AB-01B-12D-A289-08	15	17	35	52	3
TCGA-K4-A4AC-01A-21D-A26M-08	48	32	38	43	22
TCGA-K4-A54R-01A-11D-A26M-08	686	425	10	0	58
TCGA-K4-A5RH-01A-11D-A30E-08	50	88	38	21	15
TCGA-K4-A5RI-01A-11D-A289-08	33	23	50	54	7
TCGA-K4-A5RJ-01A-11D-A289-08	231	142	75	16	6
TCGA-K4-A6FZ-01A-11D-A31L-08	127	115	253	0	0
TCGA-K4-A6MB-01A-11D-A31L-08	174	123	60	59	0
TCGA-K4-A83P-01A-11D-A34U-08	101	78	79	31	5
TCGA-K4-AAQO-01A-11D-A38G-08	109	61	85	44	2
TCGA-KQ-A41N-01A-11D-A339-08	28	37	149	28	16
TCGA-KQ-A41O-01A-12D-A34U-08	190	35	10	58	14
TCGA-KQ-A41P-01A-12D-A339-08	203	121	12	28	23
TCGA-KQ-A41Q-01A-11D-A339-08	64	36	10	55	22
TCGA-KQ-A41R-01A-21D-A34U-08	97	457	324	88	19
TCGA-KQ-A41S-01A-12D-A339-08	143	88	17	21	10
TCGA-LC-A66R-01A-41D-A30E-08	60	26	24	26	24
TCGA-LT-A5Z6-01A-11D-A289-08	349	264	64	0	0
TCGA-LT-A8JT-01A-11D-A364-08	21	21	10	31	7
TCGA-MV-A51V-01A-11D-A26M-08	1664	209	106	0	76
TCGA-PQ-A6FI-01A-11D-A31L-08	64	32	43	36	11
TCGA-PQ-A6FN-01A-11D-A31L-08	19	22	31	23	2
TCGA-R3-A69X-01A-22D-A30E-08	164	45	13	32	6
TCGA-S5-A6DX-01A-11D-A31L-08	471	245	11	57	51
TCGA-S5-AA26-01A-11D-A38G-08	170	65	0	41	8
TCGA-SY-A9G0-01A-12D-A38G-08	24	6	3	30	1
TCGA-SY-A9G5-01A-11D-A38G-08	795	411	0	10	5
TCGA-UY-A78K-01A-11D-A339-08	224	82	622	22	53
TCGA-UY-A78L-01A-12D-A339-08	117	88	35	16	6
TCGA-UY-A78M-01A-21D-A34U-08	58	40	0	64	0
TCGA-UY-A78N-01A-12D-A339-08	0	29	185	53	8
TCGA-UY-A78O-01A-12D-A339-08	92	31	0	85	13
TCGA-UY-A78P-01A-12D-A364-08	235	84	2	19	11
TCGA-UY-A8OB-01A-12D-A42E-08	82	7	274	10	20
TCGA-UY-A8OC-01A-11D-A364-08	39	36	5	27	9
TCGA-UY-A8OD-01A-11D-A364-08	23	22	25	43	0
TCGA-UY-A9PA-01A-11D-A38G-08	26	31	116	28	0
TCGA-UY-A9PB-01A-11D-A38G-08	243	160	261	77	0
TCGA-UY-A9PD-01A-11D-A38G-08	55	69	151	90	7
TCGA-UY-A9PE-01A-11D-A38G-08	89	49	58	39	24
TCGA-UY-A9PF-01A-11D-A38G-08	14	491	95	13	16
TCGA-UY-A9PH-01A-11D-A38G-08	222	184	0	36	26
TCGA-XF-A8HB-01A-11D-A364-08	21	0	0	53	19
TCGA-XF-A8HC-01A-11D-A364-08	36	86	24	48	0
TCGA-XF-A8HD-01A-11D-A364-08	360	126	15	52	34
TCGA-XF-A8HE-01A-11D-A364-08	230	220	26	0	14
TCGA-XF-A8HF-01A-11D-A364-08	31	19	107	23	5
TCGA-XF-A8HG-01A-11D-A364-08	69	98	94	82	4
TCGA-XF-A8HH-01A-11D-A38G-08	55	36	0	38	15
TCGA-XF-A8HI-01A-11D-A38G-08	41	35	0	20	0
TCGA-XF-A9SG-01A-12D-A42E-08	87	89	14	33	9
TCGA-XF-A9SH-01A-11D-A391-08	22	6	3	21	1
TCGA-XF-A9SI-01A-11D-A391-08	280	136	0	1	0
TCGA-XF-A9SJ-01A-11D-A391-08	98	177	52	26	0
TCGA-XF-A9SK-01A-11D-A42E-08	80	38	19	29	17
TCGA-XF-A9SL-01A-11D-A391-08	64	4	22	2	0
TCGA-XF-A9SM-01A-11D-A42E-08	165	97	26	2	0
TCGA-XF-A9SP-01A-11D-A391-08	158	71	53	59	29
TCGA-XF-A9ST-01A-11D-A42E-08	220	90	296	42	22
TCGA-XF-A9SU-01A-31D-A391-08	7	4	3	38	9
TCGA-XF-A9SV-01A-21D-A42E-08	13	9	26	34	8
TCGA-XF-A9SW-01A-11D-A42E-08	11	24	14	23	6
TCGA-XF-A9SX-01A-21D-A391-08	13	13	77	22	5
TCGA-XF-A9SY-01A-21D-A42E-08	147	33	277	0	51
TCGA-XF-A9SZ-01A-11D-A391-08	67	62	77	22	6
TCGA-XF-A9T0-01A-11D-A391-08	56	649	277	34	27
TCGA-XF-A9T2-01A-11D-A42E-08	39	25	15	23	0
TCGA-XF-A9T3-01A-11D-A42E-08	38	49	371	44	14
TCGA-XF-A9T4-01A-11D-A391-08	11	7	3	24	2
TCGA-XF-A9T5-01A-11D-A42E-08	532	295	23	10	0
TCGA-XF-A9T6-01A-11D-A42E-08	0	112	184	44	26
TCGA-XF-A9T8-01A-11D-A391-08	622	234	0	43	0
TCGA-XF-AAME-01A-12D-A42E-08	0	0	18	2	0
TCGA-XF-AAMF-01A-21D-A42E-08	35	22	5	25	3
TCGA-XF-AAMG-01A-11D-A42E-08	711	212	124	89	67
TCGA-XF-AAMH-01A-11D-A42E-08	2	3	24	36	3
TCGA-XF-AAMJ-01A-11D-A42E-08	3	0	0	41	2
TCGA-XF-AAML-01A-11D-A42E-08	248	260	60	25	38
TCGA-XF-AAMQ-01A-11D-A42E-08	130	81	10	33	11
TCGA-XF-AAMR-01A-31D-A42E-08	35	43	10	20	7
TCGA-XF-AAMT-01A-11D-A42E-08	35	2	54	20	9
TCGA-XF-AAMW-01A-11D-A42E-08	0	0	33	5	5
TCGA-XF-AAMX-01A-11D-A42E-08	126	47	155	49	25
TCGA-XF-AAMY-01A-11D-A42E-08	56	40	0	46	0
TCGA-XF-AAMZ-01A-11D-A42E-08	157	33	22	75	22
TCGA-XF-AAN0-01A-11D-A42E-08	271	144	30	26	23
TCGA-XF-AAN1-01A-31D-A42E-08	19	7	29	48	5
TCGA-XF-AAN2-01A-11D-A42E-08	323	203	39	15	4
TCGA-XF-AAN3-01A-11D-A42E-08	92	64	13	20	6
TCGA-XF-AAN4-01A-11D-A42E-08	19	0	14	4	1
TCGA-XF-AAN5-01A-11D-A42E-08	257	32	30	44	16
TCGA-XF-AAN7-01A-11D-A42E-08	5	26	78	61	0
TCGA-XF-AAN8-01A-11D-A42E-08	0	0	0	2	0
TCGA-YC-A89H-01A-11D-A364-08	5	1834	262	55	19
TCGA-YC-A8S6-01A-31D-A38G-08	59	19	6	21	15
TCGA-YC-A9TC-01A-22D-A391-08	56	16	21	34	5
TCGA-YF-AA3L-01A-11D-A38G-08	78	29	206	64	9
TCGA-YF-AA3M-01A-11D-A42E-08	32	26	87	61	0
TCGA-ZF-A9R0-01A-11D-A38G-08	137	60	1	35	8
TCGA-ZF-A9R1-01A-11D-A391-08	40	24	4	42	2
TCGA-ZF-A9R2-01A-11D-A391-08	74	24	60	16	0
TCGA-ZF-A9R3-01A-11D-A38G-08	39	16	8	38	5
TCGA-ZF-A9R4-01A-11D-A38G-08	153	105	5	35	0
TCGA-ZF-A9R5-01A-12D-A42E-08	2	0	58	47	6
TCGA-ZF-A9R7-01A-11D-A38G-08	565	236	0	45	30
TCGA-ZF-A9R9-01A-11D-A38G-08	87	70	14	51	18
TCGA-ZF-A9RC-01A-11D-A38G-08	138	819	279	17	0
TCGA-ZF-A9RD-01A-11D-A42E-08	84	54	45	27	9
TCGA-ZF-A9RE-01A-11D-A38G-08	5	0	10	44	12
TCGA-ZF-A9RF-01A-11D-A38G-08	100	43	94	48	10
TCGA-ZF-A9RG-01A-21D-A42E-08	100	156	30	4	12
TCGA-ZF-A9RL-01A-11D-A38G-08	186	15	111	58	26
TCGA-ZF-A9RM-01A-11D-A38G-08	3	8	60	27	4
TCGA-ZF-A9RN-01A-11D-A42E-08	99	20	64	44	15
TCGA-ZF-AA4N-01A-11D-A38G-08	62	48	50	24	11
TCGA-ZF-AA4R-01A-11D-A38G-08	25	10	21	14	0
TCGA-ZF-AA4T-01A-11D-A38G-08	5	15	53	47	0
TCGA-ZF-AA4U-01A-11D-A38G-08	3	5	29	44	0
