NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	22.276	162.464	5.351	90.145	2.314	0.324	20000.0
2	21.889	162.097	5.223	90.081	2.333	0.319	30000.0
3	21.775	161.779	5.225	89.994	2.335	0.321	40000.0
4	22.206	162.343	5.318	90.066	2.33	0.322	30000.0
5	21.897	161.745	5.214	90.089	2.323	0.319	20000.0
6	22.163	162.106	5.39	90.167	2.315	0.323	30000.0
7	22.083	162.189	5.333	90.1	2.321	0.324	20000.0
8	22.208	161.734	5.329	89.962	2.291	0.328	20000.0
9	21.716	161.051	5.201	89.863	2.332	0.323	20000.0
10	22.256	162.448	5.381	90.031	2.311	0.329	30000.0
11	22.247	162.388	5.335	90.062	2.303	0.326	30000.0
12	21.875	161.9	5.202	89.863	2.33	0.322	30000.0
13	22.214	162.191	5.323	90.033	2.298	0.328	30000.0
14	21.927	161.698	5.216	89.965	2.306	0.323	40000.0
15	22.261	162.884	5.352	90.371	2.329	0.321	20000.0
16	21.75	161.603	5.179	89.972	2.324	0.32	50000.0
17	22.133	161.306	5.331	89.828	2.295	0.332	30000.0
18	22.205	162.715	5.359	90.125	2.315	0.324	20000.0
19	22.245	162.211	5.348	90.079	2.308	0.326	20000.0
20	22.336	162.502	5.382	90.019	2.32	0.327	20000.0
21	22.23	162.417	5.337	90.117	2.309	0.327	30000.0
22	21.881	161.99	5.2	90.112	2.34	0.32	20000.0
23	22.221	162.619	5.338	90.126	2.319	0.323	20000.0
24	21.91	162.075	5.222	90.18	2.347	0.316	20000.0
25	22.192	161.842	5.359	90.022	2.307	0.326	20000.0
26	21.841	162.017	5.223	89.945	2.352	0.317	20000.0
27	21.885	161.843	5.225	90.129	2.329	0.319	40000.0
28	21.813	161.577	5.215	89.977	2.32	0.323	20000.0
29	22.219	162.295	5.317	89.982	2.305	0.328	20000.0
30	21.795	161.379	5.191	89.709	2.33	0.327	40000.0
31	22.014	162.31	5.295	90.307	2.344	0.316	30000.0
32	21.774	160.896	5.192	89.599	2.31	0.327	20000.0
33	22.292	162.761	5.334	90.193	2.324	0.323	20000.0
34	22.146	161.982	5.351	90.019	2.308	0.332	20000.0
35	21.796	161.187	5.236	89.977	2.325	0.323	20000.0
36	22.191	162.363	5.335	90.148	2.331	0.324	30000.0
37	21.834	161.223	5.21	89.905	2.318	0.321	20000.0
38	21.891	161.952	5.195	90.175	2.338	0.315	30000.0
39	22.149	162.43	5.287	90.103	2.321	0.322	30000.0
40	21.978	161.724	5.249	90.052	2.329	0.322	20000.0
41	22.307	162.501	5.359	90.036	2.315	0.325	20000.0
42	21.951	162.038	5.246	90.166	2.336	0.319	40000.0
43	21.828	161.692	5.202	89.908	2.328	0.322	20000.0
44	22.145	161.848	5.308	89.854	2.291	0.332	30000.0
45	22.355	162.74	5.413	90.225	2.333	0.322	30000.0
46	21.773	161.895	5.175	89.951	2.345	0.319	30000.0
47	22.097	162.041	5.33	89.967	2.318	0.329	20000.0
48	22.223	161.887	5.367	89.953	2.294	0.332	30000.0
49	21.918	161.53	5.246	90.001	2.33	0.322	20000.0
50	21.915	161.757	5.234	90.144	2.325	0.317	30000.0
51	21.894	161.882	5.205	90.055	2.335	0.319	30000.0
52	22.24	162.778	5.342	90.198	2.325	0.324	30000.0
53	22.221	162.567	5.375	90.201	2.306	0.326	20000.0
54	21.8	161.578	5.197	90.102	2.329	0.319	20000.0
55	21.849	162.146	5.209	90.204	2.338	0.315	30000.0
56	21.973	162.064	5.217	90.104	2.334	0.319	20000.0
57	21.928	161.929	5.233	90.123	2.337	0.318	20000.0
58	22.237	162.186	5.312	89.997	2.305	0.327	40000.0
59	22.302	162.655	5.295	90.121	2.321	0.324	40000.0
60	22.287	162.711	5.34	90.301	2.321	0.322	20000.0
61	22.409	162.883	5.39	90.356	2.322	0.321	20000.0
