Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G
TCGA-FD-A3SM-01A-11D-A22Z-08	75	49	78	0	0	20	0
TCGA-FD-A3SN-01A-12D-A22Z-08	89	300	0	44	32	30	39
TCGA-FD-A3SO-01A-11D-A22Z-08	210	204	0	11	6	15	18
TCGA-FD-A3SP-01A-31D-A22Z-08	15	33	57	0	0	33	7
TCGA-FD-A3SQ-01A-21D-A22Z-08	0	16	31	5	1	30	9
TCGA-FD-A3SR-01A-11D-A22Z-08	38	17	47	7	13	27	20
TCGA-FD-A3SS-01A-12D-A22Z-08	192	289	79	0	0	0	55
TCGA-FD-A43N-01A-11D-A23U-08	62	8	53	3	21	73	3
TCGA-FD-A43P-01A-31D-A23U-08	137	74	234	0	19	15	23
TCGA-FD-A43S-01A-21D-A23U-08	0	0	0	1	0	0	0
TCGA-FD-A43U-01A-11D-A23U-08	0	13	1	17	24	33	5
TCGA-FD-A43X-01A-11D-A23U-08	109	96	168	0	0	18	9
TCGA-FD-A43Y-01A-21D-A26M-08	0	2	11	33	22	11	0
TCGA-FD-A5BR-01A-11D-A26M-08	4	6	0	9	43	34	6
TCGA-FD-A5BS-01A-21D-A26M-08	3	15	5	3	4	1	4
TCGA-FD-A5BT-01A-11D-A26M-08	69	22	25	18	0	23	11
TCGA-FD-A5BU-01A-31D-A26M-08	0	2	21	1	23	32	0
TCGA-FD-A5BV-01A-11D-A26M-08	4	0	30	19	67	28	0
TCGA-FD-A5BX-01A-11D-A26M-08	140	123	156	0	0	0	6
TCGA-FD-A5BY-01A-31D-A289-08	3	10	22	0	7	17	2
TCGA-FD-A5BZ-01A-11D-A289-08	44	28	0	6	35	31	20
TCGA-FD-A5C0-01A-11D-A289-08	0	18	32	43	23	39	3
TCGA-FD-A5C1-01A-11D-A289-08	40	22	67	0	0	45	4
TCGA-FD-A62N-01A-11D-A30E-08	0	5	23	18	41	12	13
TCGA-FD-A62O-01A-11D-A30E-08	86	63	0	9	1	39	27
TCGA-FD-A62P-01A-32D-A30E-08	192	121	103	0	2	24	22
TCGA-FD-A62S-01A-11D-A30E-08	2	4	0	24	31	26	0
TCGA-FD-A6TA-01A-12D-A339-08	145	84	81	0	0	0	6
TCGA-FD-A6TB-01A-12D-A339-08	99	44	60	0	0	8	12
TCGA-FD-A6TC-01A-21D-A339-08	538	383	235	0	0	0	30
TCGA-FD-A6TD-01A-51D-A339-08	10	46	76	0	6	22	0
TCGA-FD-A6TE-01A-12D-A339-08	104	74	100	0	0	7	5
TCGA-FD-A6TF-01A-52D-A32B-08	43	18	94	0	7	19	0
TCGA-FD-A6TG-01A-11D-A32B-08	66	57	270	11	57	1	12
TCGA-FD-A6TH-01A-11D-A32B-08	57	57	0	25	24	34	8
TCGA-FD-A6TI-01A-11D-A32B-08	0	4	21	22	36	46	18
TCGA-FD-A6TK-01A-42D-A339-08	15	31	31	19	13	18	0
TCGA-FJ-A3Z7-01A-12D-A23M-08	164	132	13	22	48	30	0
TCGA-FJ-A3Z9-01A-11D-A26M-08	10	8	0	0	5	51	8
TCGA-FJ-A3ZE-01A-11D-A23M-08	45	3	0	49	372	27	42
TCGA-FJ-A3ZF-01A-11D-A23M-08	41	80	126	0	33	35	10
TCGA-FJ-A871-01A-11D-A34U-08	0	1	8	27	0	25	0
TCGA-FT-A3EE-01A-11D-A202-08	0	35	22	37	22	30	8
TCGA-FT-A61P-01A-11D-A30E-08	19	33	32	59	21	31	9
TCGA-G2-A2EC-01A-11D-A17V-08	79	53	10	23	13	16	11
TCGA-G2-A2EF-01A-12D-A18F-08	110	105	84	6	0	10	0
TCGA-G2-A2EJ-01A-11D-A17V-08	183	66	0	9	51	35	10
TCGA-G2-A2EK-01A-22D-A18F-08	4	5	43	0	0	24	0
TCGA-G2-A2EL-01A-12D-A18F-08	136	54	84	0	0	15	12
TCGA-G2-A2EO-01A-11D-A17V-08	539	387	163	0	0	0	0
TCGA-G2-A2ES-01A-11D-A17V-08	9	153	126	116	77	19	24
TCGA-G2-A3IB-01A-11D-A20D-08	10	21	2	0	68	6	12
TCGA-G2-A3IE-01A-11D-A20D-08	139	111	179	0	0	0	5
TCGA-G2-A3VY-01A-11D-A22Z-08	458	105	339	0	27	0	0
TCGA-G2-AA3B-01A-11D-A391-08	530	163	186	0	0	0	9
TCGA-G2-AA3C-01A-21D-A391-08	126	73	37	0	24	30	2
TCGA-G2-AA3D-01A-11D-A391-08	144	44	77	0	0	0	0
TCGA-G2-AA3F-01A-12D-A42E-08	12	16	78	12	21	20	4
TCGA-GC-A3BM-01A-11D-A22Z-08	23	29	0	16	3	65	10
TCGA-GC-A3I6-01A-11D-A20D-08	47	70	106	0	8	2	1
TCGA-GC-A3OO-01A-11D-A22Z-08	31	88	38	1	13	0	0
TCGA-GC-A3RB-01A-12D-A21Z-08	35	45	91	0	0	35	3
TCGA-GC-A3RC-01A-11D-A22Z-08	70	114	50	134	63	17	25
TCGA-GC-A3RD-01A-12D-A22Z-08	27	23	0	3	24	25	0
TCGA-GC-A3WC-01A-31D-A22Z-08	48	37	21	41	18	25	5
TCGA-GC-A3YS-01A-11D-A23M-08	103	68	56	11	17	33	17
TCGA-GC-A4ZW-01A-11D-A26M-08	546	169	0	79	2	24	8
TCGA-GC-A6I1-01A-12D-A31L-08	131	105	0	23	14	20	0
TCGA-GC-A6I3-01A-11D-A31L-08	107	37	33	33	41	31	13
TCGA-GD-A2C5-01A-12D-A17V-08	135	76	0	29	28	28	23
TCGA-GD-A3OP-01A-21D-A21Z-08	69	144	168	0	24	17	0
TCGA-GD-A3OQ-01A-32D-A21Z-08	42	21	17	0	0	31	5
TCGA-GD-A3OS-01A-12D-A21Z-08	12	22	3	15	25	38	0
TCGA-GD-A6C6-01A-21D-A31L-08	158	89	3	22	40	28	7
TCGA-GD-A76B-01A-11D-A32B-08	49	51	72	0	10	22	9
TCGA-GU-A42P-01A-11D-A23U-08	105	120	27	14	34	23	22
TCGA-GU-A42Q-01A-11D-A23U-08	90	39	31	12	8	24	18
TCGA-GU-A42R-01A-11D-A23M-08	34	41	122	0	0	9	6
TCGA-GU-A762-01A-11D-A339-08	11	2	53	0	10	30	6
TCGA-GU-A763-01A-11D-A32B-08	8	0	35	1	23	13	0
TCGA-GU-A764-01A-11D-A34U-08	30	31	25	6	29	9	6
TCGA-GU-A766-01A-11D-A32B-08	110	81	22	2	8	3	12
TCGA-GU-A767-01A-11D-A32B-08	130	43	0	61	195	14	29
TCGA-GU-AATO-01A-11D-A391-08	139	120	122	0	0	6	0
TCGA-GU-AATP-01A-11D-A391-08	104	131	110	0	20	17	15
TCGA-GU-AATQ-01A-11D-A391-08	98	29	7	40	22	14	1
TCGA-GV-A3JV-01A-11D-A21Z-08	16	22	0	2	0	94	9
TCGA-GV-A3JW-01A-11D-A20D-08	24	12	24	0	12	22	6
TCGA-GV-A3JX-01A-11D-A20D-08	126	50	129	0	0	8	14
TCGA-GV-A3JZ-01A-11D-A21A-08	263	142	0	0	45	27	68
TCGA-GV-A3QF-01A-31D-A22Z-08	0	8	44	28	48	30	2
TCGA-GV-A3QG-01A-11D-A21Z-08	0	8	49	10	19	22	0
TCGA-GV-A3QH-01A-11D-A21Z-08	51	11	94	0	0	40	0
TCGA-GV-A3QI-01A-11D-A21Z-08	0	33	237	104	167	26	7
TCGA-GV-A3QK-01B-11D-A23M-08	18	34	61	6	12	38	13
TCGA-GV-A40E-01A-12D-A23M-08	86	0	66	10	12	23	5
TCGA-GV-A40G-01A-11D-A23M-08	0	38	59	6	24	61	2
TCGA-GV-A6ZA-01A-12D-A339-08	186	97	0	30	0	30	18
TCGA-H4-A2HO-01A-11D-A17V-08	0	11	52	4	0	36	0
TCGA-H4-A2HQ-01A-11D-A17V-08	222	140	0	96	68	9	17
TCGA-HQ-A2OE-01A-11D-A202-08	31	27	53	15	20	26	6
TCGA-HQ-A2OF-01A-11D-A26M-08	6	13	0	0	3	102	6
TCGA-HQ-A5ND-01A-11D-A26M-08	8	11	15	16	16	29	13
TCGA-HQ-A5NE-01A-12D-A289-08	149	145	143	0	0	8	8
TCGA-K4-A3WS-01A-11D-A22Z-08	87	53	76	36	96	0	4
TCGA-K4-A3WU-01B-11D-A23M-08	102	28	0	20	11	50	15
TCGA-K4-A3WV-01A-11D-A22Z-08	0	6	5	21	2	36	6
TCGA-K4-A4AB-01B-12D-A289-08	0	12	44	9	17	37	3
TCGA-K4-A4AC-01A-21D-A26M-08	48	33	0	21	27	34	20
TCGA-K4-A54R-01A-11D-A26M-08	643	435	36	0	12	0	53
TCGA-K4-A5RH-01A-11D-A30E-08	25	82	64	3	11	12	15
TCGA-K4-A5RI-01A-11D-A289-08	8	17	61	21	15	38	7
TCGA-K4-A5RJ-01A-11D-A289-08	130	122	214	0	0	0	4
TCGA-K4-A6FZ-01A-11D-A31L-08	111	105	5	274	0	0	0
TCGA-K4-A6MB-01A-11D-A31L-08	91	106	187	0	4	27	1
TCGA-K4-A83P-01A-11D-A34U-08	96	76	0	94	0	25	3
TCGA-K4-AAQO-01A-11D-A38G-08	96	61	29	44	39	32	0
TCGA-KQ-A41N-01A-11D-A339-08	16	33	30	92	52	20	15
TCGA-KQ-A41O-01A-12D-A34U-08	167	40	35	1	10	41	13
TCGA-KQ-A41P-01A-12D-A339-08	190	123	0	32	0	21	21
TCGA-KQ-A41Q-01A-11D-A339-08	32	29	70	0	0	35	21
TCGA-KQ-A41R-01A-21D-A34U-08	36	425	174	187	83	64	16
TCGA-KQ-A41S-01A-12D-A339-08	137	91	4	13	9	16	9
TCGA-LC-A66R-01A-41D-A30E-08	57	27	0	29	4	21	22
TCGA-LT-A5Z6-01A-11D-A289-08	243	239	195	0	0	0	0
TCGA-LT-A8JT-01A-11D-A364-08	20	21	0	7	11	25	6
TCGA-MV-A51V-01A-11D-A26M-08	1378	236	384	0	0	0	57
TCGA-PQ-A6FI-01A-11D-A31L-08	56	32	12	36	13	27	10
TCGA-PQ-A6FN-01A-11D-A31L-08	16	22	8	5	28	17	1
TCGA-R3-A69X-01A-22D-A30E-08	146	48	35	4	1	21	5
TCGA-S5-A6DX-01A-11D-A31L-08	430	252	55	0	14	36	48
TCGA-S5-AA26-01A-11D-A38G-08	168	72	0	0	6	32	6
TCGA-SY-A9G0-01A-12D-A38G-08	15	5	18	4	0	21	1
TCGA-SY-A9G5-01A-11D-A38G-08	575	363	283	0	0	0	0
TCGA-UY-A78K-01A-11D-A339-08	205	84	10	432	207	17	48
TCGA-UY-A78L-01A-12D-A339-08	116	90	0	15	24	13	4
TCGA-UY-A78M-01A-21D-A34U-08	22	30	72	0	0	38	0
TCGA-UY-A78N-01A-12D-A339-08	0	26	0	157	43	43	6
TCGA-UY-A78O-01A-12D-A339-08	60	27	61	0	0	61	12
TCGA-UY-A78P-01A-12D-A364-08	227	92	0	7	3	13	9
TCGA-UY-A8OB-01A-12D-A42E-08	73	6	0	288	0	10	16
TCGA-UY-A8OC-01A-11D-A364-08	36	35	0	15	0	22	8
TCGA-UY-A8OD-01A-11D-A364-08	22	22	2	20	15	32	0
TCGA-UY-A9PA-01A-11D-A38G-08	14	27	29	73	39	19	0
TCGA-UY-A9PB-01A-11D-A38G-08	132	140	271	93	70	35	0
TCGA-UY-A9PD-01A-11D-A38G-08	0	54	147	52	53	59	7
TCGA-UY-A9PE-01A-11D-A38G-08	82	51	12	1	61	29	23
TCGA-UY-A9PF-01A-11D-A38G-08	2	466	58	39	36	14	14
TCGA-UY-A9PH-01A-11D-A38G-08	183	175	65	0	0	21	24
TCGA-XF-A8HB-01A-11D-A364-08	20	1	0	6	6	42	18
TCGA-XF-A8HC-01A-11D-A364-08	27	83	23	0	25	36	0
TCGA-XF-A8HD-01A-11D-A364-08	269	117	149	0	0	20	32
TCGA-XF-A8HE-01A-11D-A364-08	224	223	0	13	18	0	12
TCGA-XF-A8HF-01A-11D-A364-08	10	16	49	27	65	13	5
TCGA-XF-A8HG-01A-11D-A364-08	66	93	0	81	40	65	2
TCGA-XF-A8HH-01A-11D-A38G-08	55	39	0	0	3	33	14
TCGA-XF-A8HI-01A-11D-A38G-08	31	34	17	0	0	14	0
TCGA-XF-A9SG-01A-12D-A42E-08	52	79	75	0	0	18	8
TCGA-XF-A9SH-01A-11D-A391-08	9	4	26	0	0	13	1
TCGA-XF-A9SI-01A-11D-A391-08	178	111	128	0	0	0	0
TCGA-XF-A9SJ-01A-11D-A391-08	93	172	10	48	9	21	0
TCGA-XF-A9SK-01A-11D-A42E-08	44	31	79	0	0	13	16
TCGA-XF-A9SL-01A-11D-A391-08	60	7	0	21	3	1	0
TCGA-XF-A9SM-01A-11D-A42E-08	130	92	59	0	9	0	0
TCGA-XF-A9SP-01A-11D-A391-08	109	66	113	0	17	36	29
TCGA-XF-A9ST-01A-11D-A42E-08	130	76	211	139	78	14	22
TCGA-XF-A9SU-01A-31D-A391-08	6	4	1	14	0	28	8
TCGA-XF-A9SV-01A-21D-A42E-08	13	9	0	14	21	26	7
TCGA-XF-A9SW-01A-11D-A42E-08	4	23	16	4	9	17	5
TCGA-XF-A9SX-01A-21D-A391-08	0	8	39	40	24	14	5
TCGA-XF-A9SY-01A-21D-A42E-08	132	43	10	0	277	0	46
TCGA-XF-A9SZ-01A-11D-A391-08	66	63	0	37	46	17	5
TCGA-XF-A9T0-01A-11D-A391-08	69	617	0	208	87	41	21
TCGA-XF-A9T2-01A-11D-A42E-08	16	21	52	0	0	13	0
TCGA-XF-A9T3-01A-11D-A42E-08	0	34	96	298	46	29	13
TCGA-XF-A9T4-01A-11D-A391-08	0	5	25	0	0	15	2
TCGA-XF-A9T5-01A-11D-A42E-08	437	285	138	0	0	0	0
TCGA-XF-A9T6-01A-11D-A42E-08	1	106	1	131	65	38	24
TCGA-XF-A9T8-01A-11D-A391-08	564	245	70	0	0	20	0
TCGA-XF-AAME-01A-12D-A42E-08	0	0	0	11	8	1	0
TCGA-XF-AAMF-01A-21D-A42E-08	35	22	0	3	8	19	3
TCGA-XF-AAMG-01A-11D-A42E-08	533	201	346	0	30	28	65
TCGA-XF-AAMH-01A-11D-A42E-08	0	1	10	15	13	27	2
