Samples	SBS96A	SBS96B	SBS96C	SBS96D
TCGA-DK-A1AD-01A-11D-A13W-08	16	17	24	0
TCGA-DK-A1AE-01A-11D-A13W-08	6	22	0	6
TCGA-DK-A1AF-01A-11D-A13W-08	24	5	0	0
TCGA-DK-A1AG-01A-11D-A13W-08	26	12	0	10
TCGA-DK-A2HX-01A-12D-A18F-08	7	4	15	0
TCGA-DK-A2I1-01A-11D-A17V-08	14	30	0	0
TCGA-DK-A2I2-01A-11D-A17V-08	0	11	10	0
TCGA-DK-A2I4-01A-11D-A21A-08	103	163	0	0
TCGA-DK-A2I6-01A-12D-A18F-08	22	30	25	0
TCGA-DK-A3IK-01A-32D-A21A-08	21	0	33	9
TCGA-DK-A3IL-01A-11D-A20D-08	9	0	23	12
TCGA-DK-A3IM-01A-11D-A20D-08	0	3	23	0
TCGA-DK-A3IN-01A-11D-A20D-08	43	49	0	0
TCGA-DK-A3IQ-01A-31D-A20D-08	23	11	13	0
TCGA-DK-A3IS-01A-21D-A21A-08	37	46	0	0
TCGA-DK-A3IT-01A-31D-A20D-08	82	27	0	0
TCGA-DK-A3IU-01A-11D-A20D-08	21	50	26	9
TCGA-DK-A3IV-01A-22D-A21A-08	4	5	8	0
TCGA-DK-A3WW-01A-22D-A23M-08	173	156	0	26
TCGA-DK-A3WX-01A-22D-A22Z-08	0	4	8	0
TCGA-DK-A3WY-01A-11D-A22Z-08	8	0	0	0
TCGA-DK-A3X1-01A-12D-A22Z-08	89	174	0	0
TCGA-DK-A3X2-01A-11D-A22Z-08	7	0	25	0
TCGA-DK-A6AV-01A-12D-A30E-08	10	26	0	0
TCGA-DK-A6AW-01A-11D-A30E-08	0	0	0	1036
TCGA-DK-A6B0-01A-11D-A31L-08	0	0	2	0
TCGA-DK-A6B1-01A-12D-A30E-08	7	21	20	0
TCGA-DK-A6B2-01A-11D-A30E-08	15	4	24	8
TCGA-DK-A6B5-01A-11D-A31L-08	18	31	0	0
TCGA-DK-A6B6-01A-11D-A30E-08	112	199	0	24
TCGA-DK-AA6L-01A-11D-A391-08	57	28	0	0
TCGA-DK-AA6M-01A-11D-A391-08	0	8	14	0
TCGA-DK-AA6P-01A-11D-A391-08	21	25	0	7
TCGA-DK-AA6Q-01A-11D-A391-08	24	8	0	0
TCGA-DK-AA6R-01A-11D-A42E-08	21	21	53	0
TCGA-DK-AA6S-01A-21D-A391-08	103	48	0	0
TCGA-DK-AA6T-01A-11D-A391-08	8	0	5	0
TCGA-DK-AA6U-01A-11D-A391-08	35	49	44	0
TCGA-DK-AA6W-01A-12D-A391-08	18	24	15	8
TCGA-DK-AA6X-01A-12D-A42E-08	13	3	0	6
TCGA-DK-AA71-01A-31D-A391-08	84	68	0	0
TCGA-DK-AA74-01A-11D-A391-08	31	16	0	10
TCGA-DK-AA75-01A-11D-A391-08	20	82	0	27
TCGA-DK-AA76-01A-11D-A391-08	25	24	16	0
TCGA-DK-AA77-01A-11D-A391-08	11	19	64	0
TCGA-E5-A2PC-01A-11D-A202-08	7	26	36	0
TCGA-E5-A4TZ-01A-11D-A31L-08	51	30	36	0
TCGA-E5-A4U1-01A-11D-A31L-08	103	66	0	0
TCGA-E7-A3X6-01A-12D-A22Z-08	7	23	0	0
TCGA-E7-A3Y1-01A-11D-A22Z-08	0	5	48	0
TCGA-E7-A4IJ-01A-31D-A26M-08	38	57	0	0
TCGA-E7-A4XJ-01A-11D-A26M-08	0	0	4	0
TCGA-E7-A519-01A-11D-A26M-08	6	0	7	4
TCGA-E7-A541-01A-11D-A26M-08	39	31	28	12
TCGA-E7-A5KE-01A-11D-A289-08	0	17	42	14
TCGA-E7-A5KF-01A-11D-A289-08	27	22	0	11
TCGA-E7-A677-01A-11D-A30E-08	0	0	59	0
TCGA-E7-A678-01A-11D-A30E-08	0	0	8	0
TCGA-E7-A6MD-01A-41D-A34U-08	42	50	37	0
TCGA-E7-A6ME-01A-22D-A32B-08	6	0	27	0
TCGA-E7-A6MF-01A-12D-A32B-08	9	6	0	0
TCGA-E7-A7DU-01A-11D-A32B-08	28	26	0	8
TCGA-E7-A7DV-01A-11D-A339-08	48	6	0	11
TCGA-E7-A7PW-01A-11D-A34U-08	4	12	9	0
TCGA-E7-A7XN-01A-11D-A34U-08	149	91	0	0
TCGA-E7-A85H-01A-11D-A34U-08	0	25	97	0
TCGA-E7-A8O7-01A-11D-A364-08	1	2	3	0
TCGA-E7-A8O8-01A-11D-A364-08	4	0	24	0
TCGA-E7-A97P-01A-11D-A38G-08	7	6	36	6
TCGA-E7-A97Q-01A-11D-A38G-08	11	0	0	8
TCGA-FD-A3B3-01A-12D-A202-08	23	6	0	11
TCGA-FD-A3B4-01A-12D-A202-08	0	0	0	22
TCGA-FD-A3B5-01A-11D-A20D-08	10	13	19	0
TCGA-FD-A3B6-01A-21D-A20D-08	27	25	0	0
TCGA-FD-A3B7-01A-31D-A20D-08	0	0	18	0
TCGA-FD-A3B8-01A-31D-A20D-08	3	1	0	0
TCGA-FD-A3N5-01A-11D-A21A-08	0	8	79	0
TCGA-FD-A3N6-01A-11D-A21A-08	3	7	11	7
TCGA-FD-A3NA-01A-11D-A21A-08	12	25	0	0
TCGA-FD-A3SJ-01A-12D-A22Z-08	26	10	35	0
TCGA-FD-A3SL-01A-21D-A22Z-08	25	0	24	13
TCGA-FD-A3SM-01A-11D-A22Z-08	29	15	0	0
TCGA-FD-A3SN-01A-12D-A22Z-08	12	82	0	0
TCGA-FD-A3SO-01A-11D-A22Z-08	39	69	0	0
TCGA-FD-A3SP-01A-31D-A22Z-08	8	7	14	0
TCGA-FD-A3SQ-01A-21D-A22Z-08	4	0	15	0
TCGA-FD-A3SR-01A-11D-A22Z-08	11	9	18	0
TCGA-FD-A3SS-01A-12D-A22Z-08	50	81	0	11
TCGA-FD-A43N-01A-11D-A23U-08	20	6	30	0
TCGA-FD-A43P-01A-31D-A23U-08	57	35	30	0
TCGA-FD-A43S-01A-21D-A23U-08	0	0	1	0
TCGA-FD-A43U-01A-11D-A23U-08	0	2	12	0
TCGA-FD-A43X-01A-11D-A23U-08	37	44	0	0
TCGA-FD-A43Y-01A-21D-A26M-08	0	0	20	0
TCGA-FD-A5BR-01A-11D-A26M-08	0	0	19	0
TCGA-FD-A5BS-01A-21D-A26M-08	2	3	4	0
TCGA-FD-A5BT-01A-11D-A26M-08	23	14	0	0
TCGA-FD-A5BU-01A-31D-A26M-08	0	6	15	0
TCGA-FD-A5BV-01A-11D-A26M-08	4	0	23	0
TCGA-FD-A5BX-01A-11D-A26M-08	63	47	0	0
TCGA-FD-A5BY-01A-31D-A289-08	0	5	13	0
TCGA-FD-A5BZ-01A-11D-A289-08	12	8	0	15
TCGA-FD-A5C0-01A-11D-A289-08	7	5	34	0
TCGA-FD-A5C1-01A-11D-A289-08	17	10	16	5
TCGA-FD-A62N-01A-11D-A30E-08	0	0	23	0
TCGA-FD-A62O-01A-11D-A30E-08	16	15	15	10
TCGA-FD-A62P-01A-32D-A30E-08	46	33	0	22
TCGA-FD-A62S-01A-11D-A30E-08	0	0	21	0
TCGA-FD-A6TA-01A-12D-A339-08	59	16	0	0
TCGA-FD-A6TB-01A-12D-A339-08	36	8	0	6
TCGA-FD-A6TC-01A-21D-A339-08	142	118	0	0
TCGA-FD-A6TD-01A-51D-A339-08	6	19	14	0
TCGA-FD-A6TE-01A-12D-A339-08	36	23	0	0
TCGA-FD-A6TF-01A-52D-A32B-08	20	8	24	0
TCGA-FD-A6TG-01A-11D-A32B-08	38	45	45	0
TCGA-FD-A6TH-01A-11D-A32B-08	14	10	23	6
TCGA-FD-A6TI-01A-11D-A32B-08	4	0	15	9
TCGA-FD-A6TK-01A-42D-A339-08	9	5	14	0
TCGA-FJ-A3Z7-01A-12D-A23M-08	34	41	20	0
TCGA-FJ-A3Z9-01A-11D-A26M-08	4	0	11	3
TCGA-FJ-A3ZE-01A-11D-A23M-08	0	0	104	0
TCGA-FJ-A3ZF-01A-11D-A23M-08	14	34	19	10
TCGA-FJ-A871-01A-11D-A34U-08	2	0	12	0
TCGA-FT-A3EE-01A-11D-A202-08	3	7	28	0
TCGA-FT-A61P-01A-11D-A30E-08	9	12	27	9
TCGA-G2-A2EC-01A-11D-A17V-08	18	36	0	0
TCGA-G2-A2EF-01A-12D-A18F-08	44	38	0	0
TCGA-G2-A2EJ-01A-11D-A17V-08	53	15	0	0
TCGA-G2-A2EK-01A-22D-A18F-08	0	4	8	0
TCGA-G2-A2EL-01A-12D-A18F-08	34	17	0	0
TCGA-G2-A2EO-01A-11D-A17V-08	141	105	0	0
TCGA-G2-A2ES-01A-11D-A17V-08	12	54	51	0
TCGA-G2-A3IB-01A-11D-A20D-08	0	8	14	0
TCGA-G2-A3IE-01A-11D-A20D-08	52	30	0	0
TCGA-G2-A3VY-01A-11D-A22Z-08	148	43	0	0
TCGA-G2-AA3B-01A-11D-A391-08	111	68	0	0
TCGA-G2-AA3C-01A-21D-A391-08	30	18	17	0
TCGA-G2-AA3D-01A-11D-A391-08	44	25	0	0
TCGA-G2-AA3F-01A-12D-A42E-08	10	5	18	0
TCGA-GC-A3BM-01A-11D-A22Z-08	6	4	22	0
TCGA-GC-A3I6-01A-11D-A20D-08	12	14	10	7
TCGA-GC-A3OO-01A-11D-A22Z-08	11	35	0	0
TCGA-GC-A3RB-01A-12D-A21Z-08	16	0	23	6
TCGA-GC-A3RC-01A-11D-A22Z-08	16	38	41	0
TCGA-GC-A3RD-01A-12D-A22Z-08	8	8	9	0
TCGA-GC-A3WC-01A-31D-A22Z-08	12	8	17	5
TCGA-GC-A3YS-01A-11D-A23M-08	22	28	0	10
TCGA-GC-A4ZW-01A-11D-A26M-08	122	60	0	0
TCGA-GC-A6I1-01A-12D-A31L-08	20	27	0	10
TCGA-GC-A6I3-01A-11D-A31L-08	29	16	15	0
TCGA-GD-A2C5-01A-12D-A17V-08	45	31	0	0
TCGA-GD-A3OP-01A-21D-A21Z-08	34	34	18	0
TCGA-GD-A3OQ-01A-32D-A21Z-08	11	3	8	0
TCGA-GD-A3OS-01A-12D-A21Z-08	0	5	15	0
TCGA-GD-A6C6-01A-21D-A31L-08	40	37	0	0
TCGA-GD-A76B-01A-11D-A32B-08	9	12	12	6
TCGA-GU-A42P-01A-11D-A23U-08	26	43	0	0
TCGA-GU-A42Q-01A-11D-A23U-08	19	12	12	0
TCGA-GU-A42R-01A-11D-A23M-08	21	21	0	0
TCGA-GU-A762-01A-11D-A339-08	6	0	7	5
TCGA-GU-A763-01A-11D-A32B-08	2	0	8	3
TCGA-GU-A764-01A-11D-A34U-08	9	12	8	0
TCGA-GU-A766-01A-11D-A32B-08	25	17	0	0
TCGA-GU-A767-01A-11D-A32B-08	24	33	45	0
TCGA-GU-AATO-01A-11D-A391-08	45	42	0	0
TCGA-GU-AATP-01A-11D-A391-08	55	52	0	0
TCGA-GU-AATQ-01A-11D-A391-08	39	8	0	0
TCGA-GV-A3JV-01A-11D-A21Z-08	3	4	18	0
TCGA-GV-A3JW-01A-11D-A20D-08	10	0	11	0
TCGA-GV-A3JX-01A-11D-A20D-08	41	25	0	0
TCGA-GV-A3JZ-01A-11D-A21A-08	63	31	0	27
TCGA-GV-A3QF-01A-31D-A22Z-08	0	9	28	0
TCGA-GV-A3QG-01A-11D-A21Z-08	3	0	16	0
TCGA-GV-A3QH-01A-11D-A21Z-08	19	5	18	0
TCGA-GV-A3QI-01A-11D-A21Z-08	16	24	84	0
TCGA-GV-A3QK-01B-11D-A23M-08	6	9	18	9
TCGA-GV-A40E-01A-12D-A23M-08	30	0	22	0
TCGA-GV-A40G-01A-11D-A23M-08	7	13	33	0
TCGA-GV-A6ZA-01A-12D-A339-08	53	11	0	12
TCGA-H4-A2HO-01A-11D-A17V-08	0	6	16	0
TCGA-H4-A2HQ-01A-11D-A17V-08	46	82	0	0
TCGA-HQ-A2OE-01A-11D-A202-08	24	7	18	0
TCGA-HQ-A2OF-01A-11D-A26M-08	0	0	29	0
TCGA-HQ-A5ND-01A-11D-A26M-08	6	0	9	10
TCGA-HQ-A5NE-01A-12D-A289-08	53	30	18	0
TCGA-K4-A3WS-01A-11D-A22Z-08	19	23	35	0
TCGA-K4-A3WU-01B-11D-A23M-08	19	7	22	9
TCGA-K4-A3WV-01A-11D-A22Z-08	0	4	14	0
TCGA-K4-A4AB-01B-12D-A289-08	7	0	22	0
TCGA-K4-A4AC-01A-21D-A26M-08	8	8	21	10
TCGA-K4-A54R-01A-11D-A26M-08	131	103	0	36
TCGA-K4-A5RH-01A-11D-A30E-08	20	24	0	0
TCGA-K4-A5RI-01A-11D-A289-08	8	0	19	9
TCGA-K4-A5RJ-01A-11D-A289-08	55	35	0	12
TCGA-K4-A6FZ-01A-11D-A31L-08	35	78	0	0
TCGA-K4-A6MB-01A-11D-A31L-08	52	34	0	0
TCGA-K4-A83P-01A-11D-A34U-08	15	23	12	0
TCGA-K4-AAQO-01A-11D-A38G-08	18	27	20	0
TCGA-KQ-A41N-01A-11D-A339-08	11	23	0	12
TCGA-KQ-A41O-01A-12D-A34U-08	39	8	13	0
TCGA-KQ-A41P-01A-12D-A339-08	39	33	0	15
TCGA-KQ-A41Q-01A-11D-A339-08	12	7	16	0
TCGA-KQ-A41R-01A-21D-A34U-08	18	139	64	0
TCGA-KQ-A41S-01A-12D-A339-08	30	19	0	12
TCGA-LC-A66R-01A-41D-A30E-08	17	8	0	13
TCGA-LT-A5Z6-01A-11D-A289-08	85	93	0	0
TCGA-LT-A8JT-01A-11D-A364-08	6	9	6	0
TCGA-MV-A51V-01A-11D-A26M-08	357	106	0	0
TCGA-PQ-A6FI-01A-11D-A31L-08	10	10	13	8
TCGA-PQ-A6FN-01A-11D-A31L-08	5	6	12	0
TCGA-R3-A69X-01A-22D-A30E-08	20	33	0	0
TCGA-S5-A6DX-01A-11D-A31L-08	112	87	0	0
TCGA-S5-AA26-01A-11D-A38G-08	37	30	0	0
TCGA-SY-A9G0-01A-12D-A38G-08	7	0	0	6
TCGA-SY-A9G5-01A-11D-A38G-08	143	105	0	0
TCGA-UY-A78K-01A-11D-A339-08	67	36	106	0
TCGA-UY-A78L-01A-12D-A339-08	26	31	0	0
TCGA-UY-A78M-01A-21D-A34U-08	11	10	12	0
TCGA-UY-A78N-01A-12D-A339-08	0	13	41	0
TCGA-UY-A78O-01A-12D-A339-08	6	11	20	0
TCGA-UY-A78P-01A-12D-A364-08	43	30	0	0
TCGA-UY-A8OB-01A-12D-A42E-08	25	0	44	0
TCGA-UY-A8OC-01A-11D-A364-08	12	6	0	8
TCGA-UY-A8OD-01A-11D-A364-08	5	5	13	0
TCGA-UY-A9PA-01A-11D-A38G-08	4	9	30	0
TCGA-UY-A9PB-01A-11D-A38G-08	53	46	64	0
TCGA-UY-A9PD-01A-11D-A38G-08	15	18	51	0
TCGA-UY-A9PE-01A-11D-A38G-08	30	15	0	9
TCGA-UY-A9PF-01A-11D-A38G-08	0	146	0	0
TCGA-UY-A9PH-01A-11D-A38G-08	55	41	0	0
TCGA-XF-A8HB-01A-11D-A364-08	5	0	9	5
TCGA-XF-A8HC-01A-11D-A364-08	10	27	0	0
TCGA-XF-A8HD-01A-11D-A364-08	76	30	0	0
TCGA-XF-A8HE-01A-11D-A364-08	46	64	0	0
TCGA-XF-A8HF-01A-11D-A364-08	8	5	20	0
TCGA-XF-A8HG-01A-11D-A364-08	15	25	48	0
TCGA-XF-A8HH-01A-11D-A38G-08	11	4	9	6
TCGA-XF-A8HI-01A-11D-A38G-08	5	9	0	0
TCGA-XF-A9SG-01A-12D-A42E-08	19	31	0	0
TCGA-XF-A9SH-01A-11D-A391-08	2	1	9	0
TCGA-XF-A9SI-01A-11D-A391-08	55	32	0	0
TCGA-XF-A9SJ-01A-11D-A391-08	24	57	0	0
TCGA-XF-A9SK-01A-11D-A42E-08	15	10	12	5
TCGA-XF-A9SL-01A-11D-A391-08	23	0	0	0
TCGA-XF-A9SM-01A-11D-A42E-08	38	26	0	0
TCGA-XF-A9SP-01A-11D-A391-08	39	19	0	20
TCGA-XF-A9ST-01A-11D-A42E-08	62	30	49	17
TCGA-XF-A9SU-01A-31D-A391-08	0	0	12	3
TCGA-XF-A9SV-01A-21D-A42E-08	0	4	10	7
TCGA-XF-A9SW-01A-11D-A42E-08	3	4	6	3
TCGA-XF-A9SX-01A-21D-A391-08	4	0	17	4
TCGA-XF-A9SY-01A-21D-A42E-08	59	24	0	23
TCGA-XF-A9SZ-01A-11D-A391-08	17	19	0	0
TCGA-XF-A9T0-01A-11D-A391-08	0	249	0	0
TCGA-XF-A9T2-01A-11D-A42E-08	8	9	0	0
TCGA-XF-A9T3-01A-11D-A42E-08	10	10	74	0
TCGA-XF-A9T4-01A-11D-A391-08	0	5	10	0
TCGA-XF-A9T5-01A-11D-A42E-08	94	105	0	0
TCGA-XF-A9T6-01A-11D-A42E-08	0	30	36	13
TCGA-XF-A9T8-01A-11D-A391-08	125	67	0	0
TCGA-XF-AAME-01A-12D-A42E-08	0	0	1	0
TCGA-XF-AAMF-01A-21D-A42E-08	7	7	0	0
TCGA-XF-AAMG-01A-11D-A42E-08	164	75	0	32
TCGA-XF-AAMH-01A-11D-A42E-08	0	0	13	4
TCGA-XF-AAMJ-01A-11D-A42E-08	0	0	12	0
TCGA-XF-AAML-01A-11D-A42E-08	50	72	0	17
TCGA-XF-AAMQ-01A-11D-A42E-08	38	22	0	18
TCGA-XF-AAMR-01A-31D-A42E-08	0	9	0	8
TCGA-XF-AAMT-01A-11D-A42E-08	20	0	0	9
TCGA-XF-AAMW-01A-11D-A42E-08	0	0	13	0
TCGA-XF-AAMX-01A-11D-A42E-08	28	30	38	0
TCGA-XF-AAMY-01A-11D-A42E-08	13	7	8	0
TCGA-XF-AAMZ-01A-11D-A42E-08	41	0	30	0
TCGA-XF-AAN0-01A-11D-A42E-08	59	67	0	0
TCGA-XF-AAN1-01A-31D-A42E-08	4	0	17	0
TCGA-XF-AAN2-01A-11D-A42E-08	54	61	0	0
TCGA-XF-AAN3-01A-11D-A42E-08	14	18	0	0
TCGA-XF-AAN4-01A-11D-A42E-08	3	4	0	0
TCGA-XF-AAN5-01A-11D-A42E-08	64	13	0	11
TCGA-XF-AAN7-01A-11D-A42E-08	0	9	23	0
TCGA-YC-A89H-01A-11D-A364-08	0	428	0	39
TCGA-YC-A8S6-01A-31D-A38G-08	7	0	9	3
TCGA-YC-A9TC-01A-22D-A391-08	9	5	13	0
TCGA-YF-AA3L-01A-11D-A38G-08	20	8	52	0
TCGA-YF-AA3M-01A-11D-A42E-08	4	7	33	0
TCGA-ZF-A9R0-01A-11D-A38G-08	17	19	11	0
TCGA-ZF-A9R1-01A-11D-A391-08	6	8	7	0
TCGA-ZF-A9R2-01A-11D-A391-08	24	18	0	0
TCGA-ZF-A9R3-01A-11D-A38G-08	11	0	8	5
TCGA-ZF-A9R4-01A-11D-A38G-08	30	26	0	8
TCGA-ZF-A9R5-01A-12D-A42E-08	0	3	18	0
TCGA-ZF-A9R7-01A-11D-A38G-08	134	66	0	0
TCGA-ZF-A9R9-01A-11D-A38G-08	16	12	13	8
TCGA-ZF-A9RC-01A-11D-A38G-08	40	235	0	0
TCGA-ZF-A9RD-01A-11D-A42E-08	32	16	0	0
TCGA-ZF-A9RE-01A-11D-A38G-08	0	2	7	4
TCGA-ZF-A9RF-01A-11D-A38G-08	16	10	23	11
TCGA-ZF-A9RG-01A-21D-A42E-08	31	36	0	0
TCGA-ZF-A9RL-01A-11D-A38G-08	53	0	29	0
TCGA-ZF-A9RM-01A-11D-A38G-08	0	0	17	0
TCGA-ZF-A9RN-01A-11D-A42E-08	15	8	22	0
TCGA-ZF-AA4N-01A-11D-A38G-08	15	12	14	0
TCGA-ZF-AA4R-01A-11D-A38G-08	8	0	0	6
TCGA-ZF-AA4T-01A-11D-A38G-08	0	8	18	0
TCGA-ZF-AA4U-01A-11D-A38G-08	0	0	15	0
TCGA-ZF-AA4V-01A-11D-A38G-08	46	135	0	0
TCGA-ZF-AA4W-01A-12D-A38G-08	29	14	82	12
TCGA-ZF-AA4X-01A-11D-A38G-08	68	106	0	0
TCGA-ZF-AA51-01A-21D-A391-08	116	74	0	0
TCGA-ZF-AA52-01A-12D-A391-08	9	8	9	0
TCGA-ZF-AA53-01A-11D-A391-08	28	14	0	0
TCGA-ZF-AA54-01A-11D-A391-08	28	14	0	0
TCGA-ZF-AA56-01A-31D-A391-08	18	10	0	0
TCGA-ZF-AA58-01A-12D-A42E-08	17	15	26	0
TCGA-ZF-AA5H-01A-11D-A391-08	0	3	11	0
TCGA-ZF-AA5N-01A-11D-A42E-08	3	0	5	2
TCGA-ZF-AA5P-01A-11D-A391-08	2	0	0	5
