Samples	SBS96A	SBS96B
TCGA-2F-A9KO-01A-11D-A38G-08	614	20
TCGA-2F-A9KP-01A-11D-A38G-08	65	74
TCGA-2F-A9KQ-01A-11D-A38G-08	15	57
TCGA-2F-A9KR-01A-11D-A38G-08	179	78
TCGA-2F-A9KT-01A-11D-A38G-08	332	62
TCGA-2F-A9KW-01A-11D-A38G-08	38	88
TCGA-4Z-AA7M-01A-11D-A391-08	482	106
TCGA-4Z-AA7N-01A-11D-A391-08	17	6
TCGA-4Z-AA7O-01A-31D-A391-08	110	116
TCGA-4Z-AA7Q-01A-11D-A391-08	222	53
TCGA-4Z-AA7R-01A-11D-A391-08	319	86
TCGA-4Z-AA7S-01A-11D-A391-08	0	59
TCGA-4Z-AA7W-01A-11D-A391-08	627	0
TCGA-4Z-AA7Y-01A-11D-A391-08	282	41
TCGA-4Z-AA80-01A-11D-A391-08	272	186
TCGA-4Z-AA81-01A-11D-A391-08	169	69
TCGA-4Z-AA82-01A-11D-A391-08	55	66
TCGA-4Z-AA83-01A-11D-A391-08	42	59
TCGA-4Z-AA84-01A-11D-A391-08	344	273
TCGA-4Z-AA86-01A-11D-A391-08	217	35
TCGA-4Z-AA87-01A-11D-A391-08	170	95
TCGA-4Z-AA89-01A-11D-A391-08	125	24
TCGA-5N-A9KI-01A-31D-A42E-08	98	92
TCGA-5N-A9KM-01A-11D-A42E-08	45	198
TCGA-BL-A0C8-01A-11D-A271-08	64	96
TCGA-BL-A13I-01A-11D-A271-08	68	63
TCGA-BL-A13J-01A-11D-A271-08	74	40
TCGA-BL-A3JM-01A-12D-A21A-08	119	108
TCGA-BL-A5ZZ-01A-31D-A30E-08	84	102
TCGA-BT-A0S7-01A-11D-A10S-08	0	43
TCGA-BT-A0YX-01A-11D-A10S-08	744	0
TCGA-BT-A20J-01A-11D-A14W-08	415	118
TCGA-BT-A20N-01A-11D-A14W-08	137	143
TCGA-BT-A20O-01A-21D-A14W-08	107	95
TCGA-BT-A20P-01A-11D-A14W-08	56	39
TCGA-BT-A20Q-01A-11D-A14W-08	56	49
TCGA-BT-A20R-01A-12D-A16O-08	205	83
TCGA-BT-A20T-01A-11D-A14W-08	245	65
TCGA-BT-A20U-01A-11D-A14W-08	78	25
TCGA-BT-A20V-01A-11D-A14W-08	29	82
TCGA-BT-A20W-01A-21D-A14W-08	24	53
TCGA-BT-A20X-01A-11D-A16O-08	15	63
TCGA-BT-A2LA-01A-11D-A18F-08	69	126
TCGA-BT-A2LB-01A-11D-A18F-08	396	341
TCGA-BT-A2LD-01A-12D-A20D-08	20	94
TCGA-BT-A3PH-01A-11D-A21Z-08	533	0
TCGA-BT-A3PJ-01A-21D-A21Z-08	404	195
TCGA-BT-A3PK-01A-21D-A21Z-08	192	213
TCGA-BT-A42B-01A-32D-A23M-08	11	65
TCGA-BT-A42C-01A-11D-A23M-08	246	166
TCGA-BT-A42E-01A-11D-A23U-08	151	32
TCGA-BT-A42F-01A-11D-A23U-08	187	0
TCGA-C4-A0EZ-01A-21D-A10S-08	74	146
TCGA-C4-A0F0-01A-12D-A10S-08	29	74
TCGA-C4-A0F1-01A-11D-A10S-08	104	88
TCGA-C4-A0F6-01A-11D-A10S-08	147	82
TCGA-C4-A0F7-01A-11D-A10S-08	14	78
TCGA-CF-A1HR-01A-11D-A13W-08	241	46
TCGA-CF-A1HS-01A-11D-A13W-08	233	44
TCGA-CF-A27C-01A-11D-A16O-08	160	14
TCGA-CF-A3MF-01A-12D-A21A-08	3	21
TCGA-CF-A3MG-01A-11D-A20D-08	114	41
TCGA-CF-A3MH-01A-11D-A20D-08	14	33
TCGA-CF-A3MI-01A-11D-A20D-08	31	46
TCGA-CF-A47S-01A-11D-A23U-08	3	27
TCGA-CF-A47T-01A-11D-A23U-08	6	25
TCGA-CF-A47V-01A-11D-A23U-08	68	53
TCGA-CF-A47W-01A-11D-A23U-08	3	30
TCGA-CF-A47X-01A-31D-A23U-08	296	76
TCGA-CF-A47Y-01A-11D-A23U-08	41	34
TCGA-CF-A5U8-01A-11D-A289-08	4	59
TCGA-CF-A5UA-01A-11D-A289-08	15	70
TCGA-CF-A7I0-01A-22D-A34U-08	28	33
TCGA-CF-A8HX-01A-11D-A364-08	42	33
TCGA-CF-A8HY-01A-11D-A364-08	24	66
TCGA-CF-A9FF-01A-11D-A38G-08	114	45
TCGA-CF-A9FH-01A-11D-A38G-08	1	38
TCGA-CF-A9FL-01A-11D-A38G-08	0	62
TCGA-CF-A9FM-01A-11D-A38G-08	0	29
TCGA-CU-A0YN-01A-21D-A10S-08	31	153
TCGA-CU-A0YO-01A-11D-A10S-08	42	61
TCGA-CU-A0YR-01A-12D-A10S-08	26	137
TCGA-CU-A3KJ-01A-11D-A21A-08	192	75
TCGA-CU-A3QU-01A-11D-A22Z-08	60	62
TCGA-CU-A3YL-01A-11D-A22Z-08	225	40
TCGA-CU-A5W6-01A-11D-A289-08	177	59
TCGA-CU-A72E-01A-12D-A339-08	75	37
TCGA-DK-A1A3-01A-11D-A13W-08	533	178
TCGA-DK-A1A5-01A-11D-A13W-08	252	46
TCGA-DK-A1A6-01A-11D-A13W-08	222	42
TCGA-DK-A1A7-01A-11D-A13W-08	63	183
TCGA-DK-A1AA-01A-11D-A13W-08	16	79
TCGA-DK-A1AB-01A-11D-A13W-08	230	0
TCGA-DK-A1AC-01A-11D-A13W-08	1396	393
TCGA-DK-A1AD-01A-11D-A13W-08	142	118
TCGA-DK-A1AE-01A-11D-A13W-08	90	39
TCGA-DK-A1AF-01A-11D-A13W-08	88	16
TCGA-DK-A1AG-01A-11D-A13W-08	99	54
TCGA-DK-A2HX-01A-12D-A18F-08	59	52
TCGA-DK-A2I1-01A-11D-A17V-08	180	44
TCGA-DK-A2I2-01A-11D-A17V-08	63	43
TCGA-DK-A2I4-01A-11D-A21A-08	928	134
TCGA-DK-A2I6-01A-12D-A18F-08	168	179
TCGA-DK-A3IK-01A-32D-A21A-08	113	120
TCGA-DK-A3IL-01A-11D-A20D-08	29	175
TCGA-DK-A3IM-01A-11D-A20D-08	5	85
TCGA-DK-A3IN-01A-11D-A20D-08	370	63
TCGA-DK-A3IQ-01A-31D-A20D-08	148	55
TCGA-DK-A3IS-01A-21D-A21A-08	337	63
TCGA-DK-A3IT-01A-31D-A20D-08	455	10
TCGA-DK-A3IU-01A-11D-A20D-08	381	92
TCGA-DK-A3IV-01A-22D-A21A-08	40	41
TCGA-DK-A3WW-01A-22D-A23M-08	1250	157
TCGA-DK-A3WX-01A-22D-A22Z-08	18	32
TCGA-DK-A3WY-01A-11D-A22Z-08	18	0
TCGA-DK-A3X1-01A-12D-A22Z-08	827	196
TCGA-DK-A3X2-01A-11D-A22Z-08	44	94
TCGA-DK-A6AV-01A-12D-A30E-08	79	62
TCGA-DK-A6AW-01A-11D-A30E-08	22	4514
TCGA-DK-A6B0-01A-11D-A31L-08	4	21
TCGA-DK-A6B1-01A-12D-A30E-08	75	90
TCGA-DK-A6B2-01A-11D-A30E-08	88	131
TCGA-DK-A6B5-01A-11D-A31L-08	119	35
TCGA-DK-A6B6-01A-11D-A30E-08	1040	166
TCGA-DK-AA6L-01A-11D-A391-08	387	40
TCGA-DK-AA6M-01A-11D-A391-08	18	57
