Samples	SBS96A	SBS96B	SBS96C	SBS96D
TCGA-BT-A20Q-01A-11D-A14W-08	25	24	17	10
TCGA-BT-A20R-01A-12D-A16O-08	109	59	16	24
TCGA-BT-A20T-01A-11D-A14W-08	98	98	27	11
TCGA-BT-A20U-01A-11D-A14W-08	40	25	13	8
TCGA-BT-A20V-01A-11D-A14W-08	16	10	45	14
TCGA-BT-A20W-01A-21D-A14W-08	19	3	33	10
TCGA-BT-A20X-01A-11D-A16O-08	13	3	36	11
TCGA-BT-A2LA-01A-11D-A18F-08	23	25	96	6
TCGA-BT-A2LB-01A-11D-A18F-08	39	268	201	14
TCGA-BT-A2LD-01A-12D-A20D-08	5	12	67	10
TCGA-BT-A3PH-01A-11D-A21Z-08	275	97	26	0
TCGA-BT-A3PJ-01A-21D-A21Z-08	135	203	96	16
TCGA-BT-A3PK-01A-21D-A21Z-08	90	48	179	0
TCGA-BT-A42B-01A-32D-A23M-08	2	8	44	5
TCGA-BT-A42C-01A-11D-A23M-08	101	76	132	10
TCGA-BT-A42E-01A-11D-A23U-08	79	25	37	0
TCGA-BT-A42F-01A-11D-A23U-08	89	55	6	0
TCGA-C4-A0EZ-01A-21D-A10S-08	27	37	91	20
TCGA-C4-A0F0-01A-12D-A10S-08	10	8	66	0
TCGA-C4-A0F1-01A-11D-A10S-08	46	42	40	20
TCGA-C4-A0F6-01A-11D-A10S-08	82	26	55	17
TCGA-C4-A0F7-01A-11D-A10S-08	0	4	47	13
TCGA-CF-A1HR-01A-11D-A13W-08	116	75	29	10
TCGA-CF-A1HS-01A-11D-A13W-08	157	0	44	7
TCGA-CF-A27C-01A-11D-A16O-08	83	38	23	0
TCGA-CF-A3MF-01A-12D-A21A-08	0	3	17	0
TCGA-CF-A3MG-01A-11D-A20D-08	61	24	34	6
TCGA-CF-A3MH-01A-11D-A20D-08	7	2	23	3
TCGA-CF-A3MI-01A-11D-A20D-08	16	11	28	6
TCGA-CF-A47S-01A-11D-A23U-08	0	3	15	3
TCGA-CF-A47T-01A-11D-A23U-08	1	5	11	6
TCGA-CF-A47V-01A-11D-A23U-08	32	12	43	1
TCGA-CF-A47W-01A-11D-A23U-08	0	4	20	3
TCGA-CF-A47X-01A-31D-A23U-08	136	91	41	14
TCGA-CF-A47Y-01A-11D-A23U-08	22	4	34	0
TCGA-CF-A5U8-01A-11D-A289-08	3	2	43	7
TCGA-CF-A5UA-01A-11D-A289-08	13	1	45	12
TCGA-CF-A7I0-01A-22D-A34U-08	11	14	14	4
TCGA-CF-A8HX-01A-11D-A364-08	14	20	15	6
TCGA-CF-A8HY-01A-11D-A364-08	19	0	45	7
TCGA-CF-A9FF-01A-11D-A38G-08	53	57	14	4
TCGA-CF-A9FH-01A-11D-A38G-08	1	1	25	9
TCGA-CF-A9FL-01A-11D-A38G-08	0	2	40	6
TCGA-CF-A9FM-01A-11D-A38G-08	0	1	21	0
TCGA-CU-A0YN-01A-21D-A10S-08	7	13	122	7
TCGA-CU-A0YO-01A-11D-A10S-08	20	14	34	9
TCGA-CU-A0YR-01A-12D-A10S-08	8	14	97	1
TCGA-CU-A3KJ-01A-11D-A21A-08	100	34	65	7
TCGA-CU-A3QU-01A-11D-A22Z-08	24	20	26	15
TCGA-CU-A3YL-01A-11D-A22Z-08	106	61	27	7
TCGA-CU-A5W6-01A-11D-A289-08	68	63	37	2
TCGA-CU-A72E-01A-12D-A339-08	29	17	27	4
TCGA-DK-A1A3-01A-11D-A13W-08	163	275	74	21
TCGA-DK-A1A5-01A-11D-A13W-08	116	82	12	19
TCGA-DK-A1A6-01A-11D-A13W-08	117	22	60	0
TCGA-DK-A1A7-01A-11D-A13W-08	15	27	143	3
TCGA-DK-A1AA-01A-11D-A13W-08	9	6	52	7
TCGA-DK-A1AB-01A-11D-A13W-08	91	86	3	0
TCGA-DK-A1AC-01A-11D-A13W-08	293	873	32	13
TCGA-DK-A1AD-01A-11D-A13W-08	62	49	73	17
TCGA-DK-A1AE-01A-11D-A13W-08	38	26	28	0
TCGA-DK-A1AF-01A-11D-A13W-08	42	29	2	3
TCGA-DK-A1AG-01A-11D-A13W-08	40	41	27	5
TCGA-DK-A2HX-01A-12D-A18F-08	14	37	32	9
TCGA-DK-A2I1-01A-11D-A17V-08	105	40	5	17
TCGA-DK-A2I2-01A-11D-A17V-08	20	19	42	0
TCGA-DK-A2I4-01A-11D-A21A-08	310	413	0	29
TCGA-DK-A2I6-01A-12D-A18F-08	25	101	119	10
TCGA-DK-A3IK-01A-32D-A21A-08	65	20	80	6
TCGA-DK-A3IL-01A-11D-A20D-08	13	7	116	23
TCGA-DK-A3IM-01A-11D-A20D-08	1	3	57	4
TCGA-DK-A3IN-01A-11D-A20D-08	186	108	39	7
TCGA-DK-A3IQ-01A-31D-A20D-08	53	63	43	6
TCGA-DK-A3IS-01A-21D-A21A-08	145	121	31	7
TCGA-DK-A3IT-01A-31D-A20D-08	250	72	26	3
TCGA-DK-A3IU-01A-11D-A20D-08	160	168	49	0
TCGA-DK-A3IV-01A-22D-A21A-08	14	17	22	10
TCGA-DK-A3WW-01A-22D-A23M-08	526	482	0	38
TCGA-DK-A3WX-01A-22D-A22Z-08	3	7	25	0
TCGA-DK-A3WY-01A-11D-A22Z-08	5	4	1	0
TCGA-DK-A3X1-01A-12D-A22Z-08	358	310	0	87
TCGA-DK-A3X2-01A-11D-A22Z-08	13	18	62	10
TCGA-DK-A6AV-01A-12D-A30E-08	24	28	48	5
TCGA-DK-A6AW-01A-11D-A30E-08	0	0	0	3691
TCGA-DK-A6B0-01A-11D-A31L-08	2	2	18	0
TCGA-DK-A6B1-01A-12D-A30E-08	19	35	62	8
TCGA-DK-A6B2-01A-11D-A30E-08	38	33	100	8
TCGA-DK-A6B5-01A-11D-A31L-08	41	29	28	4
TCGA-DK-A6B6-01A-11D-A30E-08	231	610	0	0
TCGA-DK-AA6L-01A-11D-A391-08	197	110	31	8
TCGA-DK-AA6M-01A-11D-A391-08	6	8	26	14
TCGA-DK-AA6P-01A-11D-A391-08	48	58	36	4
TCGA-DK-AA6Q-01A-11D-A391-08	37	27	38	5
TCGA-DK-AA6R-01A-11D-A42E-08	64	53	158	12
TCGA-DK-AA6S-01A-21D-A391-08	287	173	25	0
TCGA-DK-AA6T-01A-11D-A391-08	13	1	35	15
TCGA-DK-AA6U-01A-11D-A391-08	106	90	152	27
TCGA-DK-AA6W-01A-12D-A391-08	97	63	65	5
TCGA-DK-AA6X-01A-12D-A42E-08	48	21	19	8
TCGA-DK-AA71-01A-31D-A391-08	325	292	0	0
TCGA-DK-AA74-01A-11D-A391-08	97	42	25	7
TCGA-DK-AA75-01A-11D-A391-08	91	233	73	29
TCGA-DK-AA76-01A-11D-A391-08	73	49	64	26
TCGA-DK-AA77-01A-11D-A391-08	42	78	237	0
TCGA-E5-A2PC-01A-11D-A202-08	31	35	126	6
TCGA-E5-A4TZ-01A-11D-A31L-08	192	83	125	16
TCGA-E5-A4U1-01A-11D-A31L-08	281	167	63	5
TCGA-E7-A3X6-01A-12D-A22Z-08	36	19	17	2
TCGA-E7-A3Y1-01A-11D-A22Z-08	11	12	102	6
TCGA-E7-A4IJ-01A-31D-A26M-08	135	71	76	27
TCGA-E7-A4XJ-01A-11D-A26M-08	0	2	34	5
TCGA-E7-A519-01A-11D-A26M-08	5	13	42	0
TCGA-E7-A541-01A-11D-A26M-08	149	122	136	0
TCGA-E7-A5KE-01A-11D-A289-08	22	50	102	8
TCGA-E7-A5KF-01A-11D-A289-08	79	83	13	7
TCGA-E7-A677-01A-11D-A30E-08	17	29	137	14
TCGA-E7-A678-01A-11D-A30E-08	4	3	43	4
TCGA-E7-A6MD-01A-41D-A34U-08	203	141	41	22
TCGA-E7-A6ME-01A-22D-A32B-08	15	2	97	0
TCGA-E7-A6MF-01A-12D-A32B-08	19	18	0	3
TCGA-E7-A7DU-01A-11D-A32B-08	111	111	21	3
TCGA-E7-A7DV-01A-11D-A339-08	183	40	16	15
TCGA-E7-A7PW-01A-11D-A34U-08	22	18	20	12
TCGA-E7-A7XN-01A-11D-A34U-08	552	272	0	0
TCGA-E7-A85H-01A-11D-A34U-08	32	51	254	24
TCGA-E7-A8O7-01A-11D-A364-08	4	2	20	2
TCGA-E7-A8O8-01A-11D-A364-08	11	17	75	8
TCGA-E7-A97P-01A-11D-A38G-08	31	16	116	4
TCGA-E7-A97Q-01A-11D-A38G-08	9	8	20	4
TCGA-FD-A3B3-01A-12D-A202-08	37	38	60	5
TCGA-FD-A3B4-01A-12D-A202-08	3	0	47	14
TCGA-FD-A3B5-01A-11D-A20D-08	58	24	21	21
TCGA-FD-A3B6-01A-21D-A20D-08	116	42	68	15
TCGA-FD-A3B7-01A-31D-A20D-08	14	2	35	3
TCGA-FD-A3B8-01A-31D-A20D-08	17	5	3	1
TCGA-FD-A3N5-01A-11D-A21A-08	12	23	248	8
TCGA-FD-A3N6-01A-11D-A21A-08	10	17	50	24
TCGA-FD-A3NA-01A-11D-A21A-08	81	47	23	7
TCGA-FD-A3SJ-01A-12D-A22Z-08	80	41	89	0
TCGA-FD-A3SL-01A-21D-A22Z-08	46	16	129	6
TCGA-FD-A3SM-01A-11D-A22Z-08	71	40	36	9
TCGA-FD-A3SN-01A-12D-A22Z-08	72	224	67	14
TCGA-FD-A3SO-01A-11D-A22Z-08	162	142	0	17
TCGA-FD-A3SP-01A-31D-A22Z-08	18	27	48	12
TCGA-FD-A3SQ-01A-21D-A22Z-08	5	14	38	13
TCGA-FD-A3SR-01A-11D-A22Z-08	41	14	42	22
TCGA-FD-A3SS-01A-12D-A22Z-08	162	222	0	36
TCGA-FD-A43N-01A-11D-A23U-08	41	8	87	11
TCGA-FD-A43P-01A-31D-A23U-08	167	70	91	20
TCGA-FD-A43U-01A-11D-A23U-08	0	11	48	11
TCGA-FD-A43X-01A-11D-A23U-08	140	75	62	3
TCGA-FD-A43Y-01A-21D-A26M-08	2	6	43	0
TCGA-FD-A5BR-01A-11D-A26M-08	5	7	59	9
TCGA-FD-A5BS-01A-21D-A26M-08	2	14	4	6
TCGA-FD-A5BT-01A-11D-A26M-08	45	17	39	13
TCGA-FD-A5BU-01A-31D-A26M-08	4	1	44	2
TCGA-FD-A5BV-01A-11D-A26M-08	13	6	97	0
TCGA-FD-A5BX-01A-11D-A26M-08	157	106	4	5
TCGA-FD-A5BY-01A-31D-A289-08	10	6	20	4
TCGA-FD-A5BZ-01A-11D-A289-08	34	20	48	17
TCGA-FD-A5C0-01A-11D-A289-08	3	20	74	3
TCGA-FD-A5C1-01A-11D-A289-08	33	17	57	5
TCGA-FD-A62N-01A-11D-A30E-08	7	9	51	15
TCGA-FD-A62O-01A-11D-A30E-08	55	41	33	22
TCGA-FD-A62P-01A-32D-A30E-08	174	90	43	10
TCGA-FD-A62S-01A-11D-A30E-08	0	4	53	3
TCGA-FD-A6TA-01A-12D-A339-08	132	82	3	9
TCGA-FD-A6TB-01A-12D-A339-08	91	49	12	6
TCGA-FD-A6TC-01A-21D-A339-08	474	307	3	40
TCGA-FD-A6TD-01A-51D-A339-08	30	36	46	4
TCGA-FD-A6TE-01A-12D-A339-08	101	61	25	14
TCGA-FD-A6TF-01A-52D-A32B-08	55	21	38	0
TCGA-FD-A6TG-01A-11D-A32B-08	141	62	110	6
TCGA-FD-A6TH-01A-11D-A32B-08	36	49	44	14
TCGA-FD-A6TI-01A-11D-A32B-08	3	5	80	15
TCGA-FD-A6TK-01A-42D-A339-08	16	30	43	0
TCGA-FJ-A3Z7-01A-12D-A23M-08	124	98	67	0
TCGA-FJ-A3Z9-01A-11D-A26M-08	3	5	41	10
TCGA-FJ-A3ZE-01A-11D-A23M-08	49	8	300	37
TCGA-FJ-A3ZF-01A-11D-A23M-08	68	72	90	2
TCGA-FJ-A871-01A-11D-A34U-08	0	3	40	1
TCGA-FT-A3EE-01A-11D-A202-08	3	25	59	10
TCGA-FT-A61P-01A-11D-A30E-08	22	26	76	8
TCGA-G2-A2EC-01A-11D-A17V-08	62	26	41	7
TCGA-G2-A2EF-01A-12D-A18F-08	86	75	39	5
TCGA-G2-A2EJ-01A-11D-A17V-08	122	56	67	18
TCGA-G2-A2EK-01A-22D-A18F-08	15	6	33	0
TCGA-G2-A2EL-01A-12D-A18F-08	131	41	33	12
TCGA-G2-A2EO-01A-11D-A17V-08	433	327	0	0
TCGA-G2-A2ES-01A-11D-A17V-08	49	127	147	24
TCGA-G2-A3IB-01A-11D-A20D-08	14	17	47	11
TCGA-G2-A3IE-01A-11D-A20D-08	146	111	51	0
TCGA-G2-A3VY-01A-11D-A22Z-08	468	112	83	0
TCGA-G2-AA3B-01A-11D-A391-08	508	138	0	5
TCGA-G2-AA3C-01A-21D-A391-08	98	55	45	6
TCGA-G2-AA3D-01A-11D-A391-08	127	30	16	0
TCGA-G2-AA3F-01A-12D-A42E-08	33	24	65	5
TCGA-GC-A3BM-01A-11D-A22Z-08	9	20	67	9
TCGA-GC-A3I6-01A-11D-A20D-08	77	68	29	0
TCGA-GC-A3OO-01A-11D-A22Z-08	34	61	15	0
TCGA-GC-A3RB-01A-12D-A21Z-08	47	44	54	4
TCGA-GC-A3RC-01A-11D-A22Z-08	80	95	140	13
TCGA-GC-A3RD-01A-12D-A22Z-08	14	17	36	7
TCGA-GC-A3WC-01A-31D-A22Z-08	36	33	68	1
TCGA-GC-A3YS-01A-11D-A23M-08	97	51	59	18
TCGA-GC-A4ZW-01A-11D-A26M-08	403	133	38	13
TCGA-GC-A6I1-01A-12D-A31L-08	101	87	29	0
TCGA-GC-A6I3-01A-11D-A31L-08	93	32	73	18
TCGA-GD-A2C5-01A-12D-A17V-08	98	49	40	26
TCGA-GD-A3OP-01A-21D-A21Z-08	95	137	78	0
TCGA-GD-A3OQ-01A-32D-A21Z-08	30	16	29	8
TCGA-GD-A3OS-01A-12D-A21Z-08	11	14	58	6
TCGA-GD-A6C6-01A-21D-A31L-08	115	61	62	11
TCGA-GD-A76B-01A-11D-A32B-08	63	47	41	7
TCGA-GU-A42P-01A-11D-A23U-08	91	92	42	20
TCGA-GU-A42Q-01A-11D-A23U-08	71	32	46	12
TCGA-GU-A42R-01A-11D-A23M-08	58	46	47	2
TCGA-GU-A762-01A-11D-A339-08	24	5	51	6
TCGA-GU-A763-01A-11D-A32B-08	17	3	41	0
TCGA-GU-A764-01A-11D-A34U-08	36	22	37	7
TCGA-GU-A766-01A-11D-A32B-08	83	70	14	17
TCGA-GU-A767-01A-11D-A32B-08	130	37	157	26
TCGA-GU-AATO-01A-11D-A391-08	140	104	35	0
TCGA-GU-AATP-01A-11D-A391-08	101	96	50	17
TCGA-GU-AATQ-01A-11D-A391-08	71	28	44	5
TCGA-GV-A3JV-01A-11D-A21Z-08	6	13	75	13
TCGA-GV-A3JW-01A-11D-A20D-08	24	16	24	5
TCGA-GV-A3JX-01A-11D-A20D-08	137	54	30	11
TCGA-GV-A3JZ-01A-11D-A21A-08	189	104	43	51
TCGA-GV-A3QF-01A-31D-A22Z-08	10	6	91	5
TCGA-GV-A3QG-01A-11D-A21Z-08	14	12	57	0
TCGA-GV-A3QH-01A-11D-A21Z-08	60	19	50	4
TCGA-GV-A3QI-01A-11D-A21Z-08	90	47	273	2
TCGA-GV-A3QK-01B-11D-A23M-08	27	31	60	14
TCGA-GV-A40E-01A-12D-A23M-08	85	4	53	5
TCGA-GV-A40G-01A-11D-A23M-08	11	28	82	8
TCGA-GV-A6ZA-01A-12D-A339-08	131	84	30	18
TCGA-H4-A2HO-01A-11D-A17V-08	10	8	52	2
TCGA-H4-A2HQ-01A-11D-A17V-08	183	105	75	23
TCGA-HQ-A2OE-01A-11D-A202-08	28	24	56	11
TCGA-HQ-A2OF-01A-11D-A26M-08	3	7	69	12
TCGA-HQ-A5ND-01A-11D-A26M-08	8	7	52	6
TCGA-HQ-A5NE-01A-12D-A289-08	149	131	23	17
TCGA-K4-A3WS-01A-11D-A22Z-08	111	54	82	0
TCGA-K4-A3WU-01B-11D-A23M-08	69	20	51	12
TCGA-K4-A3WV-01A-11D-A22Z-08	1	2	44	7
TCGA-K4-A4AB-01B-12D-A289-08	6	12	57	6
TCGA-K4-A4AC-01A-21D-A26M-08	34	20	53	15
TCGA-K4-A54R-01A-11D-A26M-08	483	311	0	24
TCGA-K4-A5RH-01A-11D-A30E-08	26	68	45	15
TCGA-K4-A5RI-01A-11D-A289-08	20	20	75	3
TCGA-K4-A5RJ-01A-11D-A289-08	171	117	40	4
TCGA-K4-A6FZ-01A-11D-A31L-08	114	103	134	0
TCGA-K4-A6MB-01A-11D-A31L-08	111	101	86	1
TCGA-K4-A83P-01A-11D-A34U-08	82	66	73	2
TCGA-K4-AAQO-01A-11D-A38G-08	85	40	77	11
TCGA-KQ-A41N-01A-11D-A339-08	26	27	124	10
TCGA-KQ-A41O-01A-12D-A34U-08	128	36	50	17
TCGA-KQ-A41P-01A-12D-A339-08	137	97	21	18
TCGA-KQ-A41Q-01A-11D-A339-08	37	31	51	19
TCGA-KQ-A41R-01A-21D-A34U-08	73	333	242	19
TCGA-KQ-A41S-01A-12D-A339-08	100	72	24	3
TCGA-LC-A66R-01A-41D-A30E-08	40	23	33	18
TCGA-LT-A5Z6-01A-11D-A289-08	232	203	17	0
TCGA-LT-A8JT-01A-11D-A364-08	11	12	37	7
TCGA-MV-A51V-01A-11D-A26M-08	1212	198	0	39
TCGA-PQ-A6FI-01A-11D-A31L-08	53	25	60	1
TCGA-PQ-A6FN-01A-11D-A31L-08	15	14	35	2
TCGA-R3-A69X-01A-22D-A30E-08	117	22	40	6
TCGA-S5-A6DX-01A-11D-A31L-08	321	184	8	50
TCGA-S5-AA26-01A-11D-A38G-08	113	42	24	13
TCGA-SY-A9G0-01A-12D-A38G-08	12	7	27	0
TCGA-SY-A9G5-01A-11D-A38G-08	554	312	0	13
TCGA-UY-A78K-01A-11D-A339-08	185	116	387	41
TCGA-UY-A78L-01A-12D-A339-08	91	74	27	6
TCGA-UY-A78M-01A-21D-A34U-08	33	20	56	2
TCGA-UY-A78N-01A-12D-A339-08	0	24	159	10
TCGA-UY-A78O-01A-12D-A339-08	62	18	65	22
TCGA-UY-A78P-01A-12D-A364-08	171	70	3	7
TCGA-UY-A8OB-01A-12D-A42E-08	80	20	196	7
TCGA-UY-A8OC-01A-11D-A364-08	20	27	20	11
TCGA-UY-A8OD-01A-11D-A364-08	17	14	53	2
TCGA-UY-A9PA-01A-11D-A38G-08	23	31	95	0
TCGA-UY-A9PB-01A-11D-A38G-08	187	148	192	0
TCGA-UY-A9PD-01A-11D-A38G-08	32	58	165	9
TCGA-UY-A9PE-01A-11D-A38G-08	60	38	64	20
TCGA-UY-A9PF-01A-11D-A38G-08	10	315	63	5
TCGA-UY-A9PH-01A-11D-A38G-08	149	132	17	25
TCGA-XF-A8HB-01A-11D-A364-08	10	2	44	12
TCGA-XF-A8HC-01A-11D-A364-08	23	51	58	12
TCGA-XF-A8HD-01A-11D-A364-08	255	120	35	33
TCGA-XF-A8HE-01A-11D-A364-08	164	165	0	14
TCGA-XF-A8HF-01A-11D-A364-08	28	20	91	0
TCGA-XF-A8HG-01A-11D-A364-08	43	70	114	14
TCGA-XF-A8HH-01A-11D-A38G-08	31	30	38	7
TCGA-XF-A8HI-01A-11D-A38G-08	31	28	20	0
TCGA-XF-A9SG-01A-12D-A42E-08	64	61	32	11
TCGA-XF-A9SH-01A-11D-A391-08	16	4	12	4
TCGA-XF-A9SI-01A-11D-A391-08	200	110	0	0
TCGA-XF-A9SJ-01A-11D-A391-08	64	125	48	2
TCGA-XF-A9SK-01A-11D-A42E-08	55	32	25	14
TCGA-XF-A9SL-01A-11D-A391-08	46	5	10	2
TCGA-XF-A9SM-01A-11D-A42E-08	118	85	13	0
TCGA-XF-A9SP-01A-11D-A391-08	111	65	73	19
TCGA-XF-A9ST-01A-11D-A42E-08	171	85	196	13
TCGA-XF-A9SU-01A-31D-A391-08	6	2	27	7
TCGA-XF-A9SV-01A-21D-A42E-08	10	6	42	4
TCGA-XF-A9SW-01A-11D-A42E-08	6	18	31	4
TCGA-XF-A9SX-01A-21D-A391-08	12	15	65	7
TCGA-XF-A9SY-01A-21D-A42E-08	133	47	157	38
TCGA-XF-A9SZ-01A-11D-A391-08	55	49	71	8
TCGA-XF-A9T0-01A-11D-A391-08	49	460	162	0
TCGA-XF-A9T2-01A-11D-A42E-08	25	17	36	0
TCGA-XF-A9T3-01A-11D-A42E-08	34	61	269	11
TCGA-XF-A9T4-01A-11D-A391-08	7	2	17	4
TCGA-XF-A9T5-01A-11D-A42E-08	398	199	11	0
TCGA-XF-A9T6-01A-11D-A42E-08	4	80	152	9
TCGA-XF-A9T8-01A-11D-A391-08	446	209	0	0
TCGA-XF-AAME-01A-12D-A42E-08	0	1	18	0
TCGA-XF-AAMF-01A-21D-A42E-08	22	16	24	5
TCGA-XF-AAMG-01A-11D-A42E-08	517	175	99	47
TCGA-XF-AAMH-01A-11D-A42E-08	1	2	40	2
TCGA-XF-AAMJ-01A-11D-A42E-08	1	0	27	4
TCGA-XF-AAML-01A-11D-A42E-08	178	182	51	32
TCGA-XF-AAMQ-01A-11D-A42E-08	85	62	27	7
TCGA-XF-AAMR-01A-31D-A42E-08	29	30	21	7
TCGA-XF-AAMT-01A-11D-A42E-08	17	5	55	4
TCGA-XF-AAMW-01A-11D-A42E-08	2	0	22	1
TCGA-XF-AAMX-01A-11D-A42E-08	95	30	134	25
TCGA-XF-AAMY-01A-11D-A42E-08	35	27	42	1
TCGA-XF-AAMZ-01A-11D-A42E-08	98	33	62	22
TCGA-XF-AAN0-01A-11D-A42E-08	196	105	22	25
TCGA-XF-AAN1-01A-31D-A42E-08	13	6	56	7
TCGA-XF-AAN2-01A-11D-A42E-08	243	152	19	5
TCGA-XF-AAN3-01A-11D-A42E-08	77	50	25	3
TCGA-XF-AAN4-01A-11D-A42E-08	18	0	10	0
TCGA-XF-AAN5-01A-11D-A42E-08	179	35	52	8
TCGA-XF-AAN7-01A-11D-A42E-08	4	20	96	6
TCGA-XF-AAN8-01A-11D-A42E-08	0	0	1	0
TCGA-YC-A89H-01A-11D-A364-08	0	1251	191	0
TCGA-YC-A8S6-01A-31D-A38G-08	40	20	16	14
TCGA-YC-A9TC-01A-22D-A391-08	36	15	39	5
TCGA-YF-AA3L-01A-11D-A38G-08	59	34	174	13
TCGA-YF-AA3M-01A-11D-A42E-08	24	21	95	7
TCGA-ZF-A9R0-01A-11D-A38G-08	101	47	23	6
TCGA-ZF-A9R1-01A-11D-A391-08	25	16	42	2
TCGA-ZF-A9R2-01A-11D-A391-08	52	18	50	0
TCGA-ZF-A9R3-01A-11D-A38G-08	20	13	37	3
TCGA-ZF-A9R4-01A-11D-A38G-08	104	80	30	5
TCGA-ZF-A9R5-01A-12D-A42E-08	2	0	73	8
TCGA-ZF-A9R7-01A-11D-A38G-08	379	209	19	14
TCGA-ZF-A9R9-01A-11D-A38G-08	62	45	53	16
TCGA-ZF-A9RC-01A-11D-A38G-08	91	581	169	0
TCGA-ZF-A9RD-01A-11D-A42E-08	55	42	43	13
TCGA-ZF-A9RE-01A-11D-A38G-08	3	0	44	10
TCGA-ZF-A9RF-01A-11D-A38G-08	71	47	102	1
TCGA-ZF-A9RG-01A-21D-A42E-08	66	127	7	10
TCGA-ZF-A9RL-01A-11D-A38G-08	125	28	112	21
TCGA-ZF-A9RM-01A-11D-A38G-08	3	5	61	5
TCGA-ZF-A9RN-01A-11D-A42E-08	65	17	72	19
TCGA-ZF-AA4N-01A-11D-A38G-08	44	38	47	12
TCGA-ZF-AA4R-01A-11D-A38G-08	12	13	23	3
TCGA-ZF-AA4T-01A-11D-A38G-08	6	9	71	2
TCGA-ZF-AA4U-01A-11D-A38G-08	1	4	54	2
TCGA-ZF-AA4V-01A-11D-A38G-08	155	263	184	12
TCGA-ZF-AA4W-01A-12D-A38G-08	116	20	263	34
TCGA-ZF-AA4X-01A-11D-A38G-08	267	278	0	24
TCGA-ZF-AA51-01A-21D-A391-08	370	141	54	4
TCGA-ZF-AA52-01A-12D-A391-08	27	39	28	18
TCGA-ZF-AA53-01A-11D-A391-08	106	39	9	0
TCGA-ZF-AA54-01A-11D-A391-08	81	36	39	0
TCGA-ZF-AA56-01A-31D-A391-08	36	9	32	7
TCGA-ZF-AA58-01A-12D-A42E-08	92	35	63	5
TCGA-ZF-AA5H-01A-11D-A391-08	12	15	30	3
TCGA-ZF-AA5N-01A-11D-A42E-08	7	2	36	3
TCGA-ZF-AA5P-01A-11D-A391-08	16	3	17	6
