Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F
TCGA-BT-A3PH-01A-11D-A21Z-08	382	98	23	0	30	0
TCGA-BT-A3PJ-01A-21D-A21Z-08	154	228	132	37	24	24
TCGA-BT-A3PK-01A-21D-A21Z-08	77	39	175	91	23	0
TCGA-BT-A42B-01A-32D-A23M-08	3	10	0	14	49	0
TCGA-BT-A42C-01A-11D-A23M-08	133	63	78	86	22	30
TCGA-BT-A42E-01A-11D-A23U-08	108	25	25	0	22	3
TCGA-BT-A42F-01A-11D-A23U-08	109	57	13	6	2	0
TCGA-C4-A0EZ-01A-21D-A10S-08	35	41	29	38	60	17
TCGA-C4-A0F0-01A-12D-A10S-08	13	5	36	22	27	0
TCGA-C4-A0F1-01A-11D-A10S-08	60	54	0	23	33	22
TCGA-C4-A0F6-01A-11D-A10S-08	121	34	6	0	54	14
TCGA-C4-A0F7-01A-11D-A10S-08	5	12	0	18	51	6
TCGA-CF-A1HR-01A-11D-A13W-08	153	80	27	0	19	8
TCGA-CF-A1HS-01A-11D-A13W-08	176	0	49	28	13	11
TCGA-CF-A27C-01A-11D-A16O-08	100	41	5	9	19	0
TCGA-CF-A3MF-01A-12D-A21A-08	0	4	1	1	18	0
TCGA-CF-A3MG-01A-11D-A20D-08	74	36	9	11	25	0
TCGA-CF-A3MH-01A-11D-A20D-08	12	2	12	0	21	0
TCGA-CF-A3MI-01A-11D-A20D-08	22	10	12	0	28	5
TCGA-CF-A47S-01A-11D-A23U-08	0	4	0	7	17	2
TCGA-CF-A47T-01A-11D-A23U-08	1	6	7	0	11	6
TCGA-CF-A47V-01A-11D-A23U-08	36	16	19	33	17	0
TCGA-CF-A47W-01A-11D-A23U-08	0	4	5	9	11	4
TCGA-CF-A47X-01A-31D-A23U-08	190	111	19	0	42	10
TCGA-CF-A47Y-01A-11D-A23U-08	24	4	19	17	8	3
TCGA-CF-A5U8-01A-11D-A289-08	0	2	20	20	15	6
TCGA-CF-A5UA-01A-11D-A289-08	21	0	0	5	48	11
TCGA-CF-A7I0-01A-22D-A34U-08	12	15	7	11	13	3
TCGA-CF-A8HX-01A-11D-A364-08	18	26	0	14	12	5
TCGA-CF-A8HY-01A-11D-A364-08	14	0	0	54	16	6
TCGA-CF-A9FF-01A-11D-A38G-08	60	62	12	2	16	7
TCGA-CF-A9FH-01A-11D-A38G-08	1	1	8	1	18	10
TCGA-CF-A9FL-01A-11D-A38G-08	0	2	6	23	22	9
TCGA-CF-A9FM-01A-11D-A38G-08	0	0	13	8	8	0
TCGA-CU-A0YN-01A-21D-A10S-08	0	19	67	60	38	0
TCGA-CU-A0YO-01A-11D-A10S-08	25	18	15	6	33	6
TCGA-CU-A0YR-01A-12D-A10S-08	2	11	101	30	17	2
TCGA-CU-A3KJ-01A-11D-A21A-08	120	53	28	28	35	3
TCGA-CU-A3QU-01A-11D-A22Z-08	35	29	18	3	23	14
TCGA-CU-A3YL-01A-11D-A22Z-08	149	78	5	0	25	8
TCGA-CU-A5W6-01A-11D-A289-08	92	78	14	26	26	0
TCGA-CU-A72E-01A-12D-A339-08	51	26	7	2	26	0
TCGA-DK-A1A3-01A-11D-A13W-08	206	340	92	32	21	20
TCGA-DK-A1A5-01A-11D-A13W-08	160	91	13	0	22	12
TCGA-DK-A1A6-01A-11D-A13W-08	126	29	32	69	8	0
TCGA-DK-A1A7-01A-11D-A13W-08	14	31	126	25	50	0
TCGA-DK-A1AA-01A-11D-A13W-08	6	4	36	29	12	8
TCGA-DK-A1AB-01A-11D-A13W-08	128	88	0	0	14	0
TCGA-DK-A1AC-01A-11D-A13W-08	430	1218	38	36	23	44
TCGA-DK-A1AD-01A-11D-A13W-08	77	49	64	27	24	19
TCGA-DK-A1AE-01A-11D-A13W-08	48	36	7	17	21	0
TCGA-DK-A1AF-01A-11D-A13W-08	53	30	6	9	0	6
TCGA-DK-A1AG-01A-11D-A13W-08	62	43	10	1	25	12
TCGA-DK-A2HX-01A-12D-A18F-08	20	40	7	19	21	4
TCGA-DK-A2I1-01A-11D-A17V-08	124	60	0	10	15	15
TCGA-DK-A2I2-01A-11D-A17V-08	19	31	35	9	12	0
TCGA-DK-A2I4-01A-11D-A21A-08	465	545	0	15	11	26
TCGA-DK-A2I6-01A-12D-A18F-08	37	110	114	50	17	19
TCGA-DK-A3IK-01A-32D-A21A-08	78	17	2	78	43	15
TCGA-DK-A3IL-01A-11D-A20D-08	8	5	31	111	29	20
TCGA-DK-A3IM-01A-11D-A20D-08	0	4	22	29	34	1
TCGA-DK-A3IN-01A-11D-A20D-08	223	138	21	19	21	11
TCGA-DK-A3IQ-01A-31D-A20D-08	83	66	8	11	25	10
TCGA-DK-A3IS-01A-21D-A21A-08	195	153	0	8	40	4
TCGA-DK-A3IT-01A-31D-A20D-08	321	57	17	44	10	16
TCGA-DK-A3IU-01A-11D-A20D-08	178	189	43	43	18	2
TCGA-DK-A3IV-01A-22D-A21A-08	19	20	12	10	14	6
TCGA-DK-A3WW-01A-22D-A23M-08	732	575	13	16	2	69
TCGA-DK-A3WX-01A-22D-A22Z-08	4	14	5	8	19	0
TCGA-DK-A3WY-01A-11D-A22Z-08	11	4	1	0	2	0
TCGA-DK-A3X1-01A-12D-A22Z-08	461	414	0	47	0	101
TCGA-DK-A3X2-01A-11D-A22Z-08	25	21	13	20	54	5
TCGA-DK-A6AV-01A-12D-A30E-08	34	40	14	24	27	2
TCGA-DK-A6AW-01A-11D-A30E-08	0	11	17	0	0	4508
TCGA-DK-A6B0-01A-11D-A31L-08	1	1	11	5	7	0
TCGA-DK-A6B1-01A-12D-A30E-08	25	54	32	7	39	8
TCGA-DK-A6B2-01A-11D-A30E-08	47	30	36	48	48	10
TCGA-DK-A6B5-01A-11D-A31L-08	55	38	24	34	3	0
TCGA-DK-A6B6-01A-11D-A30E-08	369	820	0	0	17	0
TCGA-DK-AA6L-01A-11D-A391-08	240	112	20	33	20	2
TCGA-DK-AA6M-01A-11D-A391-08	6	14	0	16	26	13
TCGA-DK-AA6P-01A-11D-A391-08	63	70	32	23	10	6
TCGA-DK-AA6Q-01A-11D-A391-08	55	24	15	22	13	5
TCGA-DK-AA6R-01A-11D-A42E-08	48	52	13	228	21	13
TCGA-DK-AA6S-01A-21D-A391-08	370	181	7	88	8	0
TCGA-DK-AA6T-01A-11D-A391-08	17	0	18	6	20	14
TCGA-DK-AA6U-01A-11D-A391-08	107	98	9	225	32	21
TCGA-DK-AA6W-01A-12D-A391-08	129	78	0	14	60	5
TCGA-DK-AA6X-01A-12D-A42E-08	59	22	14	0	14	7
TCGA-DK-AA71-01A-31D-A391-08	438	331	3	0	12	0
TCGA-DK-AA74-01A-11D-A391-08	120	53	19	19	7	7
TCGA-DK-AA75-01A-11D-A391-08	120	309	49	31	38	55
TCGA-DK-AA76-01A-11D-A391-08	89	57	18	70	22	22
TCGA-DK-AA77-01A-11D-A391-08	25	75	30	251	57	0
TCGA-E5-A2PC-01A-11D-A202-08	22	59	80	83	17	11
TCGA-E5-A4TZ-01A-11D-A31L-08	286	90	10	38	118	6
TCGA-E5-A4U1-01A-11D-A31L-08	375	187	21	60	36	9
TCGA-E7-A3X6-01A-12D-A22Z-08	47	32	13	0	9	0
TCGA-E7-A3Y1-01A-11D-A22Z-08	5	12	51	60	44	0
TCGA-E7-A4IJ-01A-31D-A26M-08	145	86	43	99	8	26
TCGA-E7-A4XJ-01A-11D-A26M-08	0	4	0	2	36	6
TCGA-E7-A519-01A-11D-A26M-08	9	11	40	0	14	0
TCGA-E7-A541-01A-11D-A26M-08	175	112	154	23	38	5
TCGA-E7-A5KE-01A-11D-A289-08	32	67	44	40	66	10
TCGA-E7-A5KF-01A-11D-A289-08	102	98	11	29	0	6
TCGA-E7-A677-01A-11D-A30E-08	11	24	99	81	37	13
TCGA-E7-A678-01A-11D-A30E-08	4	2	29	3	19	2
TCGA-E7-A6MD-01A-41D-A34U-08	256	166	14	36	45	19
TCGA-E7-A6ME-01A-22D-A32B-08	9	0	62	46	24	0
TCGA-E7-A6MF-01A-12D-A32B-08	32	21	0	0	0	0
TCGA-E7-A7DU-01A-11D-A32B-08	144	142	0	11	17	5
TCGA-E7-A7DV-01A-11D-A339-08	232	35	10	0	18	18
TCGA-E7-A7PW-01A-11D-A34U-08	24	24	0	24	16	10
TCGA-E7-A7XN-01A-11D-A34U-08	722	312	25	0	0	0
TCGA-E7-A85H-01A-11D-A34U-08	24	54	252	84	56	11
TCGA-E7-A8O7-01A-11D-A364-08	7	4	6	5	14	2
TCGA-E7-A8O8-01A-11D-A364-08	12	20	44	13	41	6
TCGA-E7-A97P-01A-11D-A38G-08	28	13	114	42	26	7
TCGA-E7-A97Q-01A-11D-A38G-08	11	9	18	8	13	2
TCGA-FD-A3B3-01A-12D-A202-08	62	41	23	21	30	6
TCGA-FD-A3B4-01A-12D-A202-08	0	0	0	45	18	16
TCGA-FD-A3B5-01A-11D-A20D-08	62	33	11	22	19	17
TCGA-FD-A3B6-01A-21D-A20D-08	133	58	13	53	26	9
TCGA-FD-A3B7-01A-31D-A20D-08	13	1	32	0	17	1
TCGA-FD-A3B8-01A-31D-A20D-08	19	6	0	1	5	3
TCGA-FD-A3N5-01A-11D-A21A-08	0	18	193	134	33	8
TCGA-FD-A3N6-01A-11D-A21A-08	15	31	0	0	52	27
TCGA-FD-A3NA-01A-11D-A21A-08	96	55	16	9	14	5
TCGA-FD-A3SJ-01A-12D-A22Z-08	104	38	65	37	31	0
TCGA-FD-A3SL-01A-21D-A22Z-08	50	6	85	71	35	17
TCGA-FD-A3SM-01A-11D-A22Z-08	98	58	23	3	26	1
TCGA-FD-A3SN-01A-12D-A22Z-08	84	285	43	30	29	43
TCGA-FD-A3SO-01A-11D-A22Z-08	201	184	9	0	14	19
TCGA-FD-A3SP-01A-31D-A22Z-08	34	37	11	7	41	9
TCGA-FD-A3SQ-01A-21D-A22Z-08	9	20	9	8	25	10
TCGA-FD-A3SR-01A-11D-A22Z-08	53	15	17	16	30	21
TCGA-FD-A3SS-01A-12D-A22Z-08	216	276	0	14	2	53
TCGA-FD-A43N-01A-11D-A23U-08	74	6	14	24	79	1
TCGA-FD-A43P-01A-31D-A23U-08	204	87	41	76	40	17
TCGA-FD-A43S-01A-21D-A23U-08	0	0	1	0	0	0
TCGA-FD-A43U-01A-11D-A23U-08	0	13	14	24	34	5
TCGA-FD-A43X-01A-11D-A23U-08	170	94	30	25	40	8
TCGA-FD-A43Y-01A-21D-A26M-08	1	4	33	24	10	0
TCGA-FD-A5BR-01A-11D-A26M-08	1	6	4	43	38	5
TCGA-FD-A5BS-01A-21D-A26M-08	2	15	4	7	2	4
TCGA-FD-A5BT-01A-11D-A26M-08	77	19	26	0	25	10
TCGA-FD-A5BU-01A-31D-A26M-08	4	3	3	24	32	0
TCGA-FD-A5BV-01A-11D-A26M-08	8	2	23	74	29	0
TCGA-FD-A5BX-01A-11D-A26M-08	213	140	0	21	10	4
TCGA-FD-A5BY-01A-31D-A289-08	12	12	2	10	18	2
TCGA-FD-A5BZ-01A-11D-A289-08	43	24	3	30	33	18
TCGA-FD-A5C0-01A-11D-A289-08	4	20	51	27	31	6
TCGA-FD-A5C1-01A-11D-A289-08	63	26	15	4	54	0
TCGA-FD-A62N-01A-11D-A30E-08	2	8	19	45	15	12
TCGA-FD-A62O-01A-11D-A30E-08	82	52	13	0	31	23
TCGA-FD-A62P-01A-32D-A30E-08	226	117	7	18	42	14
TCGA-FD-A62S-01A-11D-A30E-08	0	2	16	32	24	0
TCGA-FD-A6TA-01A-12D-A339-08	185	85	0	10	9	9
TCGA-FD-A6TB-01A-12D-A339-08	128	49	0	0	16	15
TCGA-FD-A6TC-01A-21D-A339-08	646	361	26	40	14	33
TCGA-FD-A6TD-01A-51D-A339-08	40	48	20	14	33	0
TCGA-FD-A6TE-01A-12D-A339-08	152	72	5	9	25	8
TCGA-FD-A6TF-01A-52D-A32B-08	78	17	16	21	27	0
TCGA-FD-A6TG-01A-11D-A32B-08	155	67	70	113	17	7
TCGA-FD-A6TH-01A-11D-A32B-08	44	51	22	25	28	12
TCGA-FD-A6TI-01A-11D-A32B-08	3	6	29	37	44	13
TCGA-FD-A6TK-01A-42D-A339-08	25	33	24	16	20	0
TCGA-FJ-A3Z7-01A-12D-A23M-08	162	119	25	41	34	0
TCGA-FJ-A3Z9-01A-11D-A26M-08	9	8	0	0	52	6
TCGA-FJ-A3ZE-01A-11D-A23M-08	10	0	36	391	18	37
TCGA-FJ-A3ZF-01A-11D-A23M-08	90	86	7	67	54	1
TCGA-FJ-A871-01A-11D-A34U-08	1	3	25	0	25	0
TCGA-FT-A3EE-01A-11D-A202-08	6	38	40	19	33	4
TCGA-FT-A61P-01A-11D-A30E-08	27	36	68	11	37	7
TCGA-G2-A2EC-01A-11D-A17V-08	77	49	28	11	15	7
TCGA-G2-A2EF-01A-12D-A18F-08	139	103	27	0	23	0
TCGA-G2-A2EJ-01A-11D-A17V-08	168	56	15	36	37	13
TCGA-G2-A2EK-01A-22D-A18F-08	25	9	3	0	35	0
TCGA-G2-A2EL-01A-12D-A18F-08	162	57	7	20	27	12
TCGA-G2-A2EO-01A-11D-A17V-08	642	378	0	0	5	0
TCGA-G2-A2ES-01A-11D-A17V-08	46	148	141	93	24	25
TCGA-G2-A3IB-01A-11D-A20D-08	6	18	0	61	6	13
TCGA-G2-A3IE-01A-11D-A20D-08	201	119	36	33	16	0
TCGA-G2-A3VY-01A-11D-A22Z-08	588	100	61	116	12	0
TCGA-G2-AA3B-01A-11D-A391-08	607	140	65	4	0	17
TCGA-G2-AA3C-01A-21D-A391-08	140	57	0	32	33	3
TCGA-G2-AA3D-01A-11D-A391-08	172	44	15	13	0	0
TCGA-G2-AA3F-01A-12D-A42E-08	39	19	30	32	25	4
TCGA-GC-A3BM-01A-11D-A22Z-08	21	25	12	0	65	10
TCGA-GC-A3I6-01A-11D-A20D-08	85	73	18	30	12	0
TCGA-GC-A3OO-01A-11D-A22Z-08	44	75	8	20	4	0
TCGA-GC-A3RB-01A-12D-A21Z-08	72	53	11	9	42	4
TCGA-GC-A3RC-01A-11D-A22Z-08	78	108	151	63	22	22
TCGA-GC-A3RD-01A-12D-A22Z-08	23	23	0	20	29	1
TCGA-GC-A3WC-01A-31D-A22Z-08	55	33	43	17	29	5
TCGA-GC-A3YS-01A-11D-A23M-08	120	60	23	22	41	21
TCGA-GC-A4ZW-01A-11D-A26M-08	514	129	73	0	31	9
TCGA-GC-A6I1-01A-12D-A31L-08	129	95	20	2	21	0
TCGA-GC-A6I3-01A-11D-A31L-08	117	24	41	35	31	17
TCGA-GD-A2C5-01A-12D-A17V-08	120	71	25	26	24	24
TCGA-GD-A3OP-01A-21D-A21Z-08	120	154	14	55	38	0
TCGA-GD-A3OQ-01A-32D-A21Z-08	50	18	0	0	35	7
TCGA-GD-A3OS-01A-12D-A21Z-08	10	22	11	20	45	0
TCGA-GD-A6C6-01A-21D-A31L-08	152	73	26	32	34	10
TCGA-GD-A76B-01A-11D-A32B-08	73	51	16	25	24	9
TCGA-GU-A42P-01A-11D-A23U-08	110	112	14	38	25	22
TCGA-GU-A42Q-01A-11D-A23U-08	95	34	26	2	28	17
TCGA-GU-A42R-01A-11D-A23M-08	78	49	27	16	21	7
TCGA-GU-A762-01A-11D-A339-08	32	7	0	23	39	7
TCGA-GU-A763-01A-11D-A32B-08	17	2	5	32	14	0
TCGA-GU-A764-01A-11D-A34U-08	37	29	10	34	12	7
TCGA-GU-A766-01A-11D-A32B-08	111	71	6	16	7	15
TCGA-GU-A767-01A-11D-A32B-08	112	29	57	202	12	27
TCGA-GU-AATO-01A-11D-A391-08	186	123	0	19	29	0
TCGA-GU-AATP-01A-11D-A391-08	133	119	18	49	22	18
TCGA-GU-AATQ-01A-11D-A391-08	101	22	35	21	14	2
TCGA-GV-A3JV-01A-11D-A21Z-08	16	19	0	0	89	10
TCGA-GV-A3JW-01A-11D-A20D-08	32	13	0	19	22	6
TCGA-GV-A3JX-01A-11D-A20D-08	176	55	23	0	26	18
TCGA-GV-A3JZ-01A-11D-A21A-08	247	116	0	47	30	70
TCGA-GV-A3QF-01A-31D-A22Z-08	10	10	33	60	32	2
TCGA-GV-A3QG-01A-11D-A21Z-08	17	11	22	23	24	0
TCGA-GV-A3QH-01A-11D-A21Z-08	95	13	6	12	55	0
TCGA-GV-A3QI-01A-11D-A21Z-08	70	52	151	204	39	3
TCGA-GV-A3QK-01B-11D-A23M-08	39	39	15	22	40	12
TCGA-GV-A40E-01A-12D-A23M-08	109	0	21	22	31	5
TCGA-GV-A40G-01A-11D-A23M-08	16	38	11	35	66	2
TCGA-GV-A6ZA-01A-12D-A339-08	175	87	23	0	29	21
TCGA-H4-A2HO-01A-11D-A17V-08	19	12	16	8	43	0
TCGA-H4-A2HQ-01A-11D-A17V-08	212	118	88	60	13	22
TCGA-HQ-A2OE-01A-11D-A202-08	44	24	20	26	33	7
TCGA-HQ-A2OF-01A-11D-A26M-08	4	12	0	0	90	6
TCGA-HQ-A5ND-01A-11D-A26M-08	12	10	15	11	30	12
TCGA-HQ-A5NE-01A-12D-A289-08	205	151	12	23	23	9
TCGA-K4-A3WS-01A-11D-A22Z-08	107	47	53	111	0	2
TCGA-K4-A3WU-01B-11D-A23M-08	98	17	17	1	55	15
TCGA-K4-A3WV-01A-11D-A22Z-08	1	5	17	0	39	7
TCGA-K4-A4AB-01B-12D-A289-08	7	16	16	29	36	5
TCGA-K4-A4AC-01A-21D-A26M-08	40	26	21	28	29	22
TCGA-K4-A54R-01A-11D-A26M-08	626	364	0	30	0	70
TCGA-K4-A5RH-01A-11D-A30E-08	49	81	20	12	20	10
TCGA-K4-A5RI-01A-11D-A289-08	28	24	30	20	43	5
TCGA-K4-A5RJ-01A-11D-A289-08	210	127	24	47	14	10
TCGA-K4-A6FZ-01A-11D-A31L-08	118	93	230	0	0	0
TCGA-K4-A6MB-01A-11D-A31L-08	145	107	23	50	48	0
TCGA-K4-A83P-01A-11D-A34U-08	92	70	85	0	28	2
TCGA-K4-AAQO-01A-11D-A38G-08	100	53	40	53	32	4
TCGA-KQ-A41N-01A-11D-A339-08	19	32	98	56	22	16
TCGA-KQ-A41O-01A-12D-A34U-08	174	34	3	13	52	16
TCGA-KQ-A41P-01A-12D-A339-08	185	110	21	0	22	19
TCGA-KQ-A41Q-01A-11D-A339-08	62	36	10	6	44	18
TCGA-KQ-A41R-01A-21D-A34U-08	83	413	224	111	67	20
TCGA-KQ-A41S-01A-12D-A339-08	129	81	14	10	16	11
TCGA-LC-A66R-01A-41D-A30E-08	48	23	25	5	21	23
TCGA-LT-A5Z6-01A-11D-A289-08	323	229	25	48	0	0
TCGA-LT-A8JT-01A-11D-A364-08	18	20	8	8	26	3
TCGA-MV-A51V-01A-11D-A26M-08	1537	184	34	85	0	77
TCGA-PQ-A6FI-01A-11D-A31L-08	61	30	38	7	31	6
TCGA-PQ-A6FN-01A-11D-A31L-08	16	21	1	28	15	0
TCGA-R3-A69X-01A-22D-A30E-08	143	41	13	10	28	4
TCGA-S5-A6DX-01A-11D-A31L-08	451	225	0	13	48	53
TCGA-S5-AA26-01A-11D-A38G-08	151	59	0	5	36	10
TCGA-SY-A9G0-01A-12D-A38G-08	20	6	7	0	25	0
TCGA-SY-A9G5-01A-11D-A38G-08	746	368	0	7	5	12
TCGA-UY-A78K-01A-11D-A339-08	183	72	398	189	11	53
TCGA-UY-A78L-01A-12D-A339-08	106	83	15	20	15	6
TCGA-UY-A78M-01A-21D-A34U-08	51	34	0	13	52	0
TCGA-UY-A78N-01A-12D-A339-08	0	28	154	28	37	6
TCGA-UY-A78O-01A-12D-A339-08	87	32	0	0	76	14
TCGA-UY-A78P-01A-12D-A364-08	201	82	13	4	11	13
TCGA-UY-A8OB-01A-12D-A42E-08	73	3	267	0	8	19
TCGA-UY-A8OC-01A-11D-A364-08	34	30	9	0	19	9
TCGA-UY-A8OD-01A-11D-A364-08	21	20	20	11	32	0
TCGA-UY-A9PA-01A-11D-A38G-08	23	29	82	39	12	0
TCGA-UY-A9PB-01A-11D-A38G-08	214	144	143	112	47	0
TCGA-UY-A9PD-01A-11D-A38G-08	45	63	90	71	63	7
TCGA-UY-A9PE-01A-11D-A38G-08	77	44	4	65	33	21
TCGA-UY-A9PF-01A-11D-A38G-08	10	452	46	57	15	13
TCGA-UY-A9PH-01A-11D-A38G-08	206	171	9	0	29	25
TCGA-XF-A8HB-01A-11D-A364-08	19	1	1	2	46	17
TCGA-XF-A8HC-01A-11D-A364-08	32	81	1	31	38	1
TCGA-XF-A8HD-01A-11D-A364-08	342	109	0	31	39	36
TCGA-XF-A8HE-01A-11D-A364-08	216	199	17	20	0	9
TCGA-XF-A8HF-01A-11D-A364-08	21	18	36	82	19	3
TCGA-XF-A8HG-01A-11D-A364-08	63	85	75	22	68	6
TCGA-XF-A8HH-01A-11D-A38G-08	55	36	0	0	35	12
TCGA-XF-A8HI-01A-11D-A38G-08	41	32	0	0	19	0
TCGA-XF-A9SG-01A-12D-A42E-08	81	80	6	16	29	9
TCGA-XF-A9SH-01A-11D-A391-08	21	6	1	4	17	1
TCGA-XF-A9SI-01A-11D-A391-08	261	128	0	0	2	0
TCGA-XF-A9SJ-01A-11D-A391-08	96	156	49	0	27	0
TCGA-XF-A9SK-01A-11D-A42E-08	75	34	10	13	21	18
TCGA-XF-A9SL-01A-11D-A391-08	60	4	19	4	2	0
TCGA-XF-A9SM-01A-11D-A42E-08	157	88	2	29	0	0
TCGA-XF-A9SP-01A-11D-A391-08	143	68	30	30	47	26
TCGA-XF-A9ST-01A-11D-A42E-08	193	84	187	110	36	11
TCGA-XF-A9SU-01A-31D-A391-08	7	2	12	0	28	8
TCGA-XF-A9SV-01A-21D-A42E-08	10	9	13	18	28	4
TCGA-XF-A9SW-01A-11D-A42E-08	10	22	7	12	19	4
TCGA-XF-A9SX-01A-21D-A391-08	9	11	40	35	12	6
TCGA-XF-A9SY-01A-21D-A42E-08	101	36	0	279	0	43
TCGA-XF-A9SZ-01A-11D-A391-08	57	56	40	47	18	2
TCGA-XF-A9T0-01A-11D-A391-08	52	593	200	74	39	20
TCGA-XF-A9T2-01A-11D-A42E-08	39	19	11	8	21	0
TCGA-XF-A9T3-01A-11D-A42E-08	31	48	331	28	39	13
TCGA-XF-A9T4-01A-11D-A391-08	11	4	5	0	21	3
TCGA-XF-A9T5-01A-11D-A42E-08	498	255	23	18	6	0
TCGA-XF-A9T6-01A-11D-A42E-08	0	105	134	50	36	24
TCGA-XF-A9T8-01A-11D-A391-08	580	208	12	0	41	0
TCGA-XF-AAME-01A-12D-A42E-08	0	0	11	7	2	0
TCGA-XF-AAMF-01A-21D-A42E-08	35	18	2	7	22	2
TCGA-XF-AAMG-01A-11D-A42E-08	642	183	40	114	64	59
TCGA-XF-AAMH-01A-11D-A42E-08	1	2	14	17	26	3
TCGA-XF-AAMJ-01A-11D-A42E-08	3	0	0	1	36	2
TCGA-XF-AAML-01A-11D-A42E-08	223	230	49	30	21	32
TCGA-XF-AAMQ-01A-11D-A42E-08	112	80	1	9	29	12
TCGA-XF-AAMR-01A-31D-A42E-08	34	38	5	7	16	6
TCGA-XF-AAMT-01A-11D-A42E-08	24	4	12	48	18	2
TCGA-XF-AAMW-01A-11D-A42E-08	0	0	12	17	1	3
TCGA-XF-AAMX-01A-11D-A42E-08	102	42	52	113	33	25
TCGA-XF-AAMY-01A-11D-A42E-08	51	37	4	0	40	0
TCGA-XF-AAMZ-01A-11D-A42E-08	133	33	0	33	58	23
TCGA-XF-AAN0-01A-11D-A42E-08	248	119	8	37	14	27
TCGA-XF-AAN1-01A-31D-A42E-08	19	7	34	0	35	5
TCGA-XF-AAN2-01A-11D-A42E-08	303	179	9	36	15	4
TCGA-XF-AAN3-01A-11D-A42E-08	91	56	15	0	15	2
TCGA-XF-AAN4-01A-11D-A42E-08	19	0	11	0	4	1
TCGA-XF-AAN5-01A-11D-A42E-08	233	23	9	37	31	15
TCGA-XF-AAN7-01A-11D-A42E-08	0	25	42	38	47	0
TCGA-XF-AAN8-01A-11D-A42E-08	0	0	0	1	1	0
TCGA-YC-A89H-01A-11D-A364-08	26	1710	209	44	73	20
TCGA-YC-A8S6-01A-31D-A38G-08	50	17	7	7	12	16
TCGA-YC-A9TC-01A-22D-A391-08	53	13	6	19	28	4
