Samples	SBS96A	SBS96B
TCGA-3C-AAAU-01A-11D-A41F-09	3.06E-01	3.06E-01
TCGA-3C-AALI-01A-11D-A41F-09	1.06E+00	1.06E+00
TCGA-3C-AALJ-01A-31D-A41F-09	2.98E-01	3.01E-01
TCGA-3C-AALK-01A-11D-A41F-09	3.34E-01	3.34E-01
TCGA-4H-AAAK-01A-12D-A41F-09	3.00E-02	3.00E-02
TCGA-5L-AAT0-01A-12D-A41F-09	6.02E-01	6.01E-01
TCGA-5L-AAT1-01A-12D-A41F-09	8.89E-01	8.88E-01
TCGA-5T-A9QA-01A-11D-A41F-09	2.30E-01	2.30E-01
TCGA-A1-A0SD-01A-11D-A10Y-09	2.17E-01	2.16E-01
TCGA-A1-A0SE-01A-11D-A099-09	2.80E-01	2.79E-01
TCGA-A1-A0SF-01A-11D-A142-09	3.43E-01	3.43E-01
TCGA-A1-A0SG-01A-11D-A142-09	2.98E-01	2.98E-01
TCGA-A1-A0SH-01A-11D-A099-09	5.19E-01	5.19E-01
TCGA-A1-A0SI-01A-11D-A142-09	6.00E-01	6.00E-01
TCGA-A1-A0SJ-01A-11D-A099-09	2.51E-01	2.52E-01
TCGA-A1-A0SK-01A-12D-A099-09	2.85E-01	2.85E-01
TCGA-A1-A0SM-01A-11D-A099-09	1.01E-01	1.01E-01
TCGA-A1-A0SN-01A-11D-A142-09	3.90E-01	3.90E-01
TCGA-A1-A0SO-01A-22D-A099-09	8.24E-01	8.25E-01
TCGA-A1-A0SP-01A-11D-A099-09	2.87E-01	2.86E-01
TCGA-A1-A0SQ-01A-21D-A142-09	1.55E-01	1.55E-01
TCGA-A2-A04N-01A-11D-A10Y-09	3.43E-01	3.43E-01
TCGA-A2-A04P-01A-31D-A128-09	4.43E-01	4.43E-01
TCGA-A2-A04Q-01A-21W-A050-09	3.10E-01	3.10E-01
TCGA-A2-A04R-01A-41D-A117-09	3.92E-01	3.92E-01
TCGA-A2-A04T-01A-21W-A050-09	4.02E-01	4.02E-01
TCGA-A2-A04U-01A-11D-A10Y-09	2.44E-01	2.44E-01
TCGA-A2-A04V-01A-21W-A050-09	2.61E-01	2.63E-01
TCGA-A2-A04W-01A-31D-A10Y-09	6.78E-01	6.79E-01
TCGA-A2-A04X-01A-21W-A050-09	3.28E-01	3.27E-01
TCGA-A2-A04Y-01A-21W-A050-09	4.09E-01	4.09E-01
TCGA-A2-A0CK-01A-11D-A228-09	2.21E-01	2.21E-01
TCGA-A2-A0CL-01A-11D-A10Y-09	6.52E-01	6.52E-01
TCGA-A2-A0CM-01A-31W-A050-09	4.88E-01	4.86E-01
TCGA-A2-A0CP-01A-11W-A050-09	2.83E-01	2.83E-01
TCGA-A2-A0CQ-01A-21W-A050-09	2.29E-01	2.29E-01
TCGA-A2-A0CR-01A-11D-A228-09	5.64E-01	5.67E-01
TCGA-A2-A0CS-01A-11D-A10Y-09	0.00E+00	0.00E+00
TCGA-A2-A0CT-01A-31W-A071-09	5.92E-01	5.91E-01
TCGA-A2-A0CU-01A-12W-A050-09	2.88E-01	2.88E-01
TCGA-A2-A0CV-01A-31D-A10Y-09	1.31E-01	1.31E-01
TCGA-A2-A0CW-01A-21D-A10Y-09	3.91E-01	3.92E-01
TCGA-A2-A0CX-01A-21W-A019-09	1.18E+00	1.18E+00
TCGA-A2-A0D0-01A-11W-A019-09	3.13E-01	3.15E-01
TCGA-A2-A0D1-01A-11W-A050-09	5.05E-01	5.07E-01
TCGA-A2-A0D2-01A-21W-A050-09	5.16E-01	5.16E-01
TCGA-A2-A0D3-01A-11D-A10Y-09	1.23E-01	1.23E-01
TCGA-A2-A0D4-01A-11W-A019-09	2.54E-01	2.57E-01
TCGA-A2-A0EM-01A-11W-A050-09	1.66E-01	1.66E-01
TCGA-A2-A0EN-01A-13D-A099-09	1.43E-01	1.43E-01
TCGA-A2-A0EO-01A-11W-A050-09	2.17E-01	2.17E-01
TCGA-A2-A0EP-01A-52D-A22X-09	2.02E-01	2.02E-01
TCGA-A2-A0EQ-01A-11W-A050-09	8.55E-01	8.55E-01
TCGA-A2-A0ER-01A-21W-A050-09	2.16E-01	2.16E-01
TCGA-A2-A0ES-01A-11D-A10Y-09	1.55E-01	1.55E-01
TCGA-A2-A0ET-01A-31D-A045-09	4.39E-01	4.39E-01
TCGA-A2-A0EU-01A-22W-A071-09	2.91E-01	2.91E-01
TCGA-A2-A0EV-01A-11W-A050-09	5.30E-01	5.31E-01
TCGA-A2-A0EW-01A-21D-A10Y-09	1.30E-01	1.30E-01
TCGA-A2-A0EX-01A-21W-A050-09	2.68E-01	2.69E-01
TCGA-A2-A0EY-01A-11W-A050-09	9.53E-01	9.53E-01
TCGA-A2-A0ST-01A-12D-A099-09	2.65E-01	2.66E-01
TCGA-A2-A0SU-01A-11D-A099-09	1.68E-01	1.71E-01
TCGA-A2-A0SV-01A-11D-A099-09	0.00E+00	0.00E+00
TCGA-A2-A0SW-01A-11D-A099-09	4.37E-01	4.37E-01
TCGA-A2-A0SX-01A-12D-A099-09	4.04E-01	4.04E-01
TCGA-A2-A0SY-01A-31D-A099-09	6.22E-01	6.22E-01
TCGA-A2-A0T0-01A-22D-A099-09	5.47E-01	5.47E-01
TCGA-A2-A0T1-01A-21D-A099-09	4.11E-02	4.11E-02
TCGA-A2-A0T2-01A-11W-A097-09	1.79E-01	1.79E-01
TCGA-A2-A0T3-01A-21D-A10Y-09	2.15E-01	2.15E-01
TCGA-A2-A0T4-01A-31D-A099-09	1.05E-01	1.05E-01
TCGA-A2-A0T5-01A-21D-A099-09	1.32E-01	1.32E-01
TCGA-A2-A0T6-01A-11D-A099-09	1.73E-01	1.73E-01
TCGA-A2-A0T7-01A-21D-A099-09	1.72E-01	1.72E-01
TCGA-A2-A0YC-01A-11D-A117-09	2.67E-01	2.67E-01
TCGA-A2-A0YD-01A-11D-A10G-09	5.00E-01	5.00E-01
TCGA-A2-A0YE-01A-11D-A10G-09	3.17E-01	3.16E-01
TCGA-A2-A0YF-01A-21D-A10G-09	3.14E-01	3.14E-01
TCGA-A2-A0YG-01A-21D-A10G-09	3.56E-01	3.60E-01
TCGA-A2-A0YH-01A-11D-A10G-09	5.88E-01	5.88E-01
TCGA-A2-A0YI-01A-31D-A10M-09	1.91E-01	1.91E-01
TCGA-A2-A0YJ-01A-11D-A10G-09	2.35E-01	2.35E-01
TCGA-A2-A0YK-01A-22D-A117-09	7.20E-01	7.20E-01
TCGA-A2-A0YL-01A-21D-A10G-09	3.15E-01	3.15E-01
TCGA-A2-A0YM-01A-11D-A10G-09	3.72E-01	3.72E-01
TCGA-A2-A0YT-01A-11D-A10G-09	4.81E-01	4.81E-01
TCGA-A2-A1FV-01A-11D-A13L-09	2.71E-01	2.71E-01
TCGA-A2-A1FW-01A-11D-A13L-09	2.78E-01	2.78E-01
TCGA-A2-A1FX-01A-11D-A13L-09	3.13E-01	3.13E-01
TCGA-A2-A1FZ-01A-51D-A17G-09	1.70E-01	1.70E-01
TCGA-A2-A1G0-01A-11D-A13L-09	2.10E-01	2.10E-01
TCGA-A2-A1G1-01A-21D-A13L-09	1.67E-01	1.67E-01
TCGA-A2-A1G4-01A-11D-A13L-09	5.61E-02	5.61E-02
TCGA-A2-A1G6-01A-11D-A13L-09	0.00E+00	0.00E+00
TCGA-A2-A259-01A-11D-A16D-09	2.90E-01	2.90E-01
TCGA-A2-A25A-01A-12D-A16D-09	1.68E+00	1.68E+00
TCGA-A2-A25B-01A-11D-A167-09	5.24E-01	5.24E-01
TCGA-A2-A25C-01A-11D-A167-09	3.34E-01	3.33E-01
TCGA-A2-A25D-01A-12D-A16D-09	3.47E-01	3.47E-01
TCGA-A2-A25E-01A-11D-A167-09	3.39E-01	3.40E-01
TCGA-A2-A25F-01A-11D-A167-09	0.00E+00	0.00E+00
TCGA-A2-A3KD-01A-12D-A20S-09	4.14E-02	4.14E-02
TCGA-A2-A3XT-01A-11D-A22X-09	3.97E-01	3.97E-01
TCGA-A2-A3XU-01A-12D-A22X-09	0.00E+00	0.00E+00
TCGA-A2-A3XV-01A-21D-A23C-09	0.00E+00	0.00E+00
TCGA-A2-A3XW-01A-11D-A23C-09	1.47E-01	1.49E-01
TCGA-A2-A3XX-01A-21D-A23C-09	3.32E-01	3.31E-01
TCGA-A2-A3XZ-01A-42D-A23C-09	4.01E-01	4.01E-01
TCGA-A2-A3Y0-01A-11D-A23C-09	5.07E-01	5.07E-01
TCGA-A2-A4S1-01A-21D-A25Q-09	3.17E-01	3.19E-01
TCGA-A2-A4S2-01A-12D-A25Q-09	2.52E-01	2.54E-01
TCGA-A2-A4S3-01A-21D-A25Q-09	4.72E-01	4.73E-01
TCGA-A7-A0CD-01A-11W-A019-09	8.03E-02	8.03E-02
TCGA-A7-A0CE-01A-11W-A019-09	4.77E-01	4.77E-01
TCGA-A7-A0CG-01A-11W-A019-09	4.13E-01	4.13E-01
TCGA-A7-A0CJ-01A-21W-A019-09	3.25E-01	3.23E-01
TCGA-A7-A0D9-01A-31W-A071-09	2.75E-01	2.75E-01
