Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E
TCGA-3C-AAAU-01A-11D-A41F-09	3	8	18	15	3
TCGA-3C-AALI-01A-11D-A41F-09	596	70	29	17	80
TCGA-3C-AALJ-01A-31D-A41F-09	4	18	14	17	3
TCGA-3C-AALK-01A-11D-A41F-09	7	8	21	24	6
TCGA-4H-AAAK-01A-12D-A41F-09	0	8	15	5	7
TCGA-5L-AAT0-01A-12D-A41F-09	171	0	0	86	0
TCGA-5L-AAT1-01A-12D-A41F-09	1513	0	0	278	145
TCGA-5T-A9QA-01A-11D-A41F-09	0	26	12	27	0
TCGA-A1-A0SD-01A-11D-A10Y-09	0	0	18	22	0
TCGA-A1-A0SE-01A-11D-A099-09	0	13	0	17	5
TCGA-A1-A0SF-01A-11D-A142-09	24	0	0	32	0
TCGA-A1-A0SG-01A-11D-A142-09	0	0	0	22	8
TCGA-A1-A0SH-01A-11D-A099-09	75	27	0	28	0
TCGA-A1-A0SI-01A-11D-A142-09	241	0	0	0	18
TCGA-A1-A0SJ-01A-11D-A099-09	0	0	10	21	0
TCGA-A1-A0SK-01A-12D-A099-09	0	46	13	23	4
TCGA-A1-A0SM-01A-11D-A099-09	0	14	9	8	8
TCGA-A1-A0SN-01A-11D-A142-09	20	29	15	14	8
TCGA-A1-A0SO-01A-22D-A099-09	23	257	38	37	18
TCGA-A1-A0SP-01A-11D-A099-09	0	20	15	25	0
TCGA-A1-A0SQ-01A-21D-A142-09	3	0	12	19	2
TCGA-A2-A04N-01A-11D-A10Y-09	3	14	6	21	10
TCGA-A2-A04P-01A-31D-A128-09	20	110	35	0	0
TCGA-A2-A04Q-01A-21W-A050-09	5	35	8	17	3
TCGA-A2-A04R-01A-41D-A117-09	9	58	24	2	8
TCGA-A2-A04T-01A-21W-A050-09	10	80	12	16	1
TCGA-A2-A04U-01A-11D-A10Y-09	0	29	16	15	5
TCGA-A2-A04V-01A-21W-A050-09	3	21	3	20	3
TCGA-A2-A04W-01A-31D-A10Y-09	122	14	30	4	15
TCGA-A2-A04X-01A-21W-A050-09	27	0	0	23	0
TCGA-A2-A04Y-01A-21W-A050-09	7	31	0	15	8
TCGA-A2-A0CK-01A-11D-A228-09	0	0	11	20	0
TCGA-A2-A0CL-01A-11D-A10Y-09	120	4	12	24	9
TCGA-A2-A0CM-01A-31W-A050-09	32	32	0	20	0
TCGA-A2-A0CP-01A-11W-A050-09	3	117	24	9	5
TCGA-A2-A0CQ-01A-21W-A050-09	0	25	14	23	0
TCGA-A2-A0CR-01A-11D-A228-09	164	0	0	37	0
TCGA-A2-A0CS-01A-11D-A10Y-09	0	15	21	14	0
TCGA-A2-A0CT-01A-31W-A071-09	28	26	9	62	10
TCGA-A2-A0CU-01A-12W-A050-09	6	25	12	19	3
TCGA-A2-A0CV-01A-31D-A10Y-09	0	0	14	6	4
TCGA-A2-A0CW-01A-21D-A10Y-09	15	23	0	27	6
TCGA-A2-A0CX-01A-21W-A019-09	248	0	0	95	27
TCGA-A2-A0D0-01A-11W-A019-09	17	47	27	3	3
TCGA-A2-A0D1-01A-11W-A050-09	20	41	33	18	6
TCGA-A2-A0D2-01A-21W-A050-09	18	65	28	0	0
TCGA-A2-A0D3-01A-11D-A10Y-09	0	0	15	17	2
TCGA-A2-A0D4-01A-11W-A019-09	5	20	15	2	4
TCGA-A2-A0EM-01A-11W-A050-09	1	23	11	13	2
TCGA-A2-A0EN-01A-13D-A099-09	0	13	0	20	5
