Samples	SBS96A	SBS96B
TCGA-CF-A47V-01A-11D-A23U-08	66	64
TCGA-CF-A47W-01A-11D-A23U-08	3	33
TCGA-CF-A47X-01A-31D-A23U-08	319	81
TCGA-CF-A47Y-01A-11D-A23U-08	44	36
TCGA-CF-A5U8-01A-11D-A289-08	5	67
TCGA-CF-A5UA-01A-11D-A289-08	15	79
TCGA-CF-A7I0-01A-22D-A34U-08	31	37
TCGA-CF-A8HX-01A-11D-A364-08	47	34
TCGA-CF-A8HY-01A-11D-A364-08	23	72
TCGA-CF-A9FF-01A-11D-A38G-08	120	47
TCGA-CF-A9FH-01A-11D-A38G-08	1	40
TCGA-CF-A9FL-01A-11D-A38G-08	0	63
TCGA-CF-A9FM-01A-11D-A38G-08	0	29
TCGA-CU-A0YN-01A-21D-A10S-08	31	171
TCGA-CU-A0YO-01A-11D-A10S-08	46	68
TCGA-CU-A0YR-01A-12D-A10S-08	31	145
TCGA-CU-A3KJ-01A-11D-A21A-08	201	80
TCGA-CU-A3QU-01A-11D-A22Z-08	64	65
TCGA-CU-A3YL-01A-11D-A22Z-08	232	49
TCGA-CU-A5W6-01A-11D-A289-08	182	78
TCGA-CU-A72E-01A-12D-A339-08	78	44
TCGA-DK-A1A3-01A-11D-A13W-08	575	176
TCGA-DK-A1A5-01A-11D-A13W-08	267	48
TCGA-DK-A1A6-01A-11D-A13W-08	246	38
TCGA-DK-A1A7-01A-11D-A13W-08	63	201
TCGA-DK-A1AA-01A-11D-A13W-08	24	78
TCGA-DK-A1AB-01A-11D-A13W-08	244	0
TCGA-DK-A1AC-01A-11D-A13W-08	1495	407
TCGA-DK-A1AD-01A-11D-A13W-08	157	132
TCGA-DK-A1AE-01A-11D-A13W-08	94	48
TCGA-DK-A1AF-01A-11D-A13W-08	102	13
TCGA-DK-A1AG-01A-11D-A13W-08	112	57
TCGA-DK-A2HX-01A-12D-A18F-08	66	64
TCGA-DK-A2I1-01A-11D-A17V-08	194	44
TCGA-DK-A2I2-01A-11D-A17V-08	66	45
TCGA-DK-A2I4-01A-11D-A21A-08	971	153
TCGA-DK-A2I6-01A-12D-A18F-08	177	188
TCGA-DK-A3IK-01A-32D-A21A-08	123	130
TCGA-DK-A3IL-01A-11D-A20D-08	28	189
TCGA-DK-A3IM-01A-11D-A20D-08	4	97
TCGA-DK-A3IN-01A-11D-A20D-08	397	65
TCGA-DK-A3IQ-01A-31D-A20D-08	154	65
TCGA-DK-A3IS-01A-21D-A21A-08	357	71
TCGA-DK-A3IT-01A-31D-A20D-08	498	4
TCGA-DK-A3IU-01A-11D-A20D-08	398	110
TCGA-DK-A3IV-01A-22D-A21A-08	44	45
TCGA-DK-A3WW-01A-22D-A23M-08	1355	178
TCGA-DK-A3WX-01A-22D-A22Z-08	17	36
TCGA-DK-A3WY-01A-11D-A22Z-08	19	0
TCGA-DK-A3X1-01A-12D-A22Z-08	892	225
TCGA-DK-A3X2-01A-11D-A22Z-08	43	104
TCGA-DK-A6AV-01A-12D-A30E-08	80	75
TCGA-DK-A6AW-01A-11D-A30E-08	28	4938
TCGA-DK-A6B0-01A-11D-A31L-08	3	22
TCGA-DK-A6B1-01A-12D-A30E-08	78	102
TCGA-DK-A6B2-01A-11D-A30E-08	95	149
TCGA-DK-A6B5-01A-11D-A31L-08	126	43
TCGA-DK-A6B6-01A-11D-A30E-08	1105	170
TCGA-DK-AA6L-01A-11D-A391-08	420	35
TCGA-DK-AA6M-01A-11D-A391-08	19	67
TCGA-DK-AA6P-01A-11D-A391-08	153	66
TCGA-DK-AA6Q-01A-11D-A391-08	97	48
TCGA-DK-AA6R-01A-11D-A42E-08	175	238
TCGA-DK-AA6S-01A-21D-A391-08	665	21
TCGA-DK-AA6T-01A-11D-A391-08	19	64
TCGA-DK-AA6U-01A-11D-A391-08	293	241
TCGA-DK-AA6W-01A-12D-A391-08	215	95
TCGA-DK-AA6X-01A-12D-A42E-08	91	36
TCGA-DK-AA71-01A-31D-A391-08	824	11
TCGA-DK-AA74-01A-11D-A391-08	206	41
TCGA-DK-AA75-01A-11D-A391-08	387	248
TCGA-DK-AA76-01A-11D-A391-08	168	124
TCGA-DK-AA77-01A-11D-A391-08	164	315
TCGA-E5-A2PC-01A-11D-A202-08	117	179
TCGA-E5-A4TZ-01A-11D-A31L-08	408	170
TCGA-E5-A4U1-01A-11D-A31L-08	650	98
TCGA-E7-A3X6-01A-12D-A22Z-08	90	26
TCGA-E7-A3Y1-01A-11D-A22Z-08	26	168
TCGA-E7-A4IJ-01A-31D-A26M-08	298	140
TCGA-E7-A4XJ-01A-11D-A26M-08	1	49
TCGA-E7-A519-01A-11D-A26M-08	29	55
TCGA-E7-A541-01A-11D-A26M-08	370	178
TCGA-E7-A5KE-01A-11D-A289-08	106	177
TCGA-E7-A5KF-01A-11D-A289-08	219	45
TCGA-E7-A677-01A-11D-A30E-08	53	234
TCGA-E7-A678-01A-11D-A30E-08	6	59
TCGA-E7-A6MD-01A-41D-A34U-08	454	124
TCGA-E7-A6ME-01A-22D-A32B-08	21	136
TCGA-E7-A6MF-01A-12D-A32B-08	58	0
TCGA-E7-A7DU-01A-11D-A32B-08	284	53
TCGA-E7-A7DV-01A-11D-A339-08	309	29
TCGA-E7-A7PW-01A-11D-A34U-08	52	54
TCGA-E7-A7XN-01A-11D-A34U-08	1144	0
TCGA-E7-A85H-01A-11D-A34U-08	124	393
TCGA-E7-A8O7-01A-11D-A364-08	10	30
TCGA-E7-A8O8-01A-11D-A364-08	35	114
TCGA-E7-A97P-01A-11D-A38G-08	67	178
TCGA-E7-A97Q-01A-11D-A38G-08	25	44
TCGA-FD-A3B3-01A-12D-A202-08	112	81
TCGA-FD-A3B4-01A-12D-A202-08	2	90
TCGA-FD-A3B5-01A-11D-A20D-08	100	75
TCGA-FD-A3B6-01A-21D-A20D-08	230	84
TCGA-FD-A3B7-01A-31D-A20D-08	16	58
TCGA-FD-A3B8-01A-31D-A20D-08	25	10
TCGA-FD-A3N5-01A-11D-A21A-08	48	368
TCGA-FD-A3N6-01A-11D-A21A-08	36	103
TCGA-FD-A3NA-01A-11D-A21A-08	171	34
TCGA-FD-A3SJ-01A-12D-A22Z-08	209	94
TCGA-FD-A3SL-01A-21D-A22Z-08	93	192
TCGA-FD-A3SM-01A-11D-A22Z-08	173	49
TCGA-FD-A3SN-01A-12D-A22Z-08	329	205
TCGA-FD-A3SO-01A-11D-A22Z-08	382	82
TCGA-FD-A3SP-01A-31D-A22Z-08	68	77
TCGA-FD-A3SQ-01A-21D-A22Z-08	26	66
TCGA-FD-A3SR-01A-11D-A22Z-08	76	93
TCGA-FD-A3SS-01A-12D-A22Z-08	469	146
TCGA-FD-A43N-01A-11D-A23U-08	92	131
TCGA-FD-A43P-01A-31D-A23U-08	361	141
TCGA-FD-A43S-01A-21D-A23U-08	0	1
TCGA-FD-A43U-01A-11D-A23U-08	11	82
TCGA-FD-A43X-01A-11D-A23U-08	306	94
TCGA-FD-A43Y-01A-21D-A26M-08	12	67
TCGA-FD-A5BR-01A-11D-A26M-08	10	92
TCGA-FD-A5BS-01A-21D-A26M-08	18	17
TCGA-FD-A5BT-01A-11D-A26M-08	104	64
TCGA-FD-A5BU-01A-31D-A26M-08	11	68
TCGA-FD-A5BV-01A-11D-A26M-08	25	123
TCGA-FD-A5BX-01A-11D-A26M-08	392	33
TCGA-FD-A5BY-01A-31D-A289-08	24	37
TCGA-FD-A5BZ-01A-11D-A289-08	65	99
TCGA-FD-A5C0-01A-11D-A289-08	33	125
TCGA-FD-A5C1-01A-11D-A289-08	92	86
TCGA-FD-A62N-01A-11D-A30E-08	16	96
TCGA-FD-A62O-01A-11D-A30E-08	127	98
TCGA-FD-A62P-01A-32D-A30E-08	363	101
TCGA-FD-A62S-01A-11D-A30E-08	6	81
TCGA-FD-A6TA-01A-12D-A339-08	303	13
TCGA-FD-A6TB-01A-12D-A339-08	189	34
TCGA-FD-A6TC-01A-21D-A339-08	1081	105
TCGA-FD-A6TD-01A-51D-A339-08	97	63
TCGA-FD-A6TE-01A-12D-A339-08	253	37
TCGA-FD-A6TF-01A-52D-A32B-08	127	54
TCGA-FD-A6TG-01A-11D-A32B-08	308	166
TCGA-FD-A6TH-01A-11D-A32B-08	109	96
TCGA-FD-A6TI-01A-11D-A32B-08	9	138
TCGA-FD-A6TK-01A-42D-A339-08	70	57
TCGA-FJ-A3Z7-01A-12D-A23M-08	330	79
TCGA-FJ-A3Z9-01A-11D-A26M-08	12	70
TCGA-FJ-A3ZE-01A-11D-A23M-08	72	466
TCGA-FJ-A3ZF-01A-11D-A23M-08	189	136
TCGA-FJ-A871-01A-11D-A34U-08	4	57
TCGA-FT-A3EE-01A-11D-A202-08	47	107
TCGA-FT-A61P-01A-11D-A30E-08	75	129
TCGA-G2-A2EC-01A-11D-A17V-08	141	64
TCGA-G2-A2EF-01A-12D-A18F-08	273	42
TCGA-G2-A2EJ-01A-11D-A17V-08	269	85
TCGA-G2-A2EK-01A-22D-A18F-08	37	39
TCGA-G2-A2EL-01A-12D-A18F-08	248	53
TCGA-G2-A2EO-01A-11D-A17V-08	1089	0
TCGA-G2-A2ES-01A-11D-A17V-08	254	270
TCGA-G2-A3IB-01A-11D-A20D-08	40	79
TCGA-G2-A3IE-01A-11D-A20D-08	376	58
TCGA-G2-A3VY-01A-11D-A22Z-08	929	0
TCGA-G2-AA3B-01A-11D-A391-08	888	0
TCGA-G2-AA3C-01A-21D-A391-08	227	65
TCGA-G2-AA3D-01A-11D-A391-08	265	0
TCGA-G2-AA3F-01A-12D-A42E-08	78	85
TCGA-GC-A3BM-01A-11D-A22Z-08	39	107
TCGA-GC-A3I6-01A-11D-A20D-08	183	51
TCGA-GC-A3OO-01A-11D-A22Z-08	135	36
TCGA-GC-A3RB-01A-12D-A21Z-08	125	84
TCGA-GC-A3RC-01A-11D-A22Z-08	247	226
TCGA-GC-A3RD-01A-12D-A22Z-08	49	53
TCGA-GC-A3WC-01A-31D-A22Z-08	106	89
TCGA-GC-A3YS-01A-11D-A23M-08	197	108
TCGA-GC-A4ZW-01A-11D-A26M-08	807	21
TCGA-GC-A6I1-01A-12D-A31L-08	247	46
TCGA-GC-A6I3-01A-11D-A31L-08	179	116
TCGA-GD-A2C5-01A-12D-A17V-08	210	109
TCGA-GD-A3OP-01A-21D-A21Z-08	317	105
TCGA-GD-A3OQ-01A-32D-A21Z-08	66	50
TCGA-GD-A3OS-01A-12D-A21Z-08	36	79
TCGA-GD-A6C6-01A-21D-A31L-08	261	86
TCGA-GD-A76B-01A-11D-A32B-08	131	82
TCGA-GU-A42P-01A-11D-A23U-08	228	117
TCGA-GU-A42Q-01A-11D-A23U-08	144	78
TCGA-GU-A42R-01A-11D-A23M-08	145	67
TCGA-GU-A762-01A-11D-A339-08	40	72
TCGA-GU-A763-01A-11D-A32B-08	31	49
TCGA-GU-A764-01A-11D-A34U-08	80	56
TCGA-GU-A766-01A-11D-A32B-08	197	41
TCGA-GU-A767-01A-11D-A32B-08	230	242
TCGA-GU-AATO-01A-11D-A391-08	363	24
TCGA-GU-AATP-01A-11D-A391-08	284	113
TCGA-GU-AATQ-01A-11D-A391-08	159	52
TCGA-GV-A3JV-01A-11D-A21Z-08	25	118
TCGA-GV-A3JW-01A-11D-A20D-08	47	53
TCGA-GV-A3JX-01A-11D-A20D-08	271	56
TCGA-GV-A3JZ-01A-11D-A21A-08	378	167
TCGA-GV-A3QF-01A-31D-A22Z-08	34	126
TCGA-GV-A3QG-01A-11D-A21Z-08	39	69
TCGA-GV-A3QH-01A-11D-A21Z-08	121	75
TCGA-GV-A3QI-01A-11D-A21Z-08	212	362
TCGA-GV-A3QK-01B-11D-A23M-08	74	108
TCGA-GV-A40E-01A-12D-A23M-08	139	63
TCGA-GV-A40G-01A-11D-A23M-08	59	131
TCGA-GV-A6ZA-01A-12D-A339-08	283	78
TCGA-H4-A2HO-01A-11D-A17V-08	36	67
TCGA-H4-A2HQ-01A-11D-A17V-08	419	133
TCGA-HQ-A2OE-01A-11D-A202-08	92	86
TCGA-HQ-A2OF-01A-11D-A26M-08	9	121
TCGA-HQ-A5ND-01A-11D-A26M-08	24	84
TCGA-HQ-A5NE-01A-12D-A289-08	381	72
TCGA-K4-A3WS-01A-11D-A22Z-08	251	101
TCGA-K4-A3WU-01B-11D-A23M-08	127	99
TCGA-K4-A3WV-01A-11D-A22Z-08	6	70
TCGA-K4-A4AB-01B-12D-A289-08	31	91
TCGA-K4-A4AC-01A-21D-A26M-08	76	107
TCGA-K4-A54R-01A-11D-A26M-08	1075	104
TCGA-K4-A5RH-01A-11D-A30E-08	130	82
TCGA-K4-A5RI-01A-11D-A289-08	57	110
TCGA-K4-A5RJ-01A-11D-A289-08	405	65
TCGA-K4-A6FZ-01A-11D-A31L-08	335	160
TCGA-K4-A6MB-01A-11D-A31L-08	305	111
TCGA-K4-A83P-01A-11D-A34U-08	196	98
TCGA-K4-AAQO-01A-11D-A38G-08	191	110
TCGA-KQ-A41N-01A-11D-A339-08	82	176
TCGA-KQ-A41O-01A-12D-A34U-08	231	76
TCGA-KQ-A41P-01A-12D-A339-08	316	71
TCGA-KQ-A41Q-01A-11D-A339-08	88	99
TCGA-KQ-A41R-01A-21D-A34U-08	553	432
TCGA-KQ-A41S-01A-12D-A339-08	227	52
TCGA-LC-A66R-01A-41D-A30E-08	82	78
TCGA-LT-A5Z6-01A-11D-A289-08	642	35
TCGA-LT-A8JT-01A-11D-A364-08	36	54
TCGA-MV-A51V-01A-11D-A26M-08	2055	0
TCGA-PQ-A6FI-01A-11D-A31L-08	105	81
TCGA-PQ-A6FN-01A-11D-A31L-08	43	54
TCGA-R3-A69X-01A-22D-A30E-08	222	38
TCGA-S5-A6DX-01A-11D-A31L-08	691	144
TCGA-S5-AA26-01A-11D-A38G-08	237	47
TCGA-SY-A9G0-01A-12D-A38G-08	27	37
TCGA-SY-A9G5-01A-11D-A38G-08	1221	0
TCGA-UY-A78K-01A-11D-A339-08	450	553
TCGA-UY-A78L-01A-12D-A339-08	209	53
TCGA-UY-A78M-01A-21D-A34U-08	89	73
TCGA-UY-A78N-01A-12D-A339-08	36	239
TCGA-UY-A78O-01A-12D-A339-08	113	108
TCGA-UY-A78P-01A-12D-A364-08	330	21
TCGA-UY-A8OB-01A-12D-A42E-08	147	246
TCGA-UY-A8OC-01A-11D-A364-08	66	50
TCGA-UY-A8OD-01A-11D-A364-08	47	66
TCGA-UY-A9PA-01A-11D-A38G-08	85	116
TCGA-UY-A9PB-01A-11D-A38G-08	491	250
TCGA-UY-A9PD-01A-11D-A38G-08	136	236
TCGA-UY-A9PE-01A-11D-A38G-08	140	119
TCGA-UY-A9PF-01A-11D-A38G-08	411	218
TCGA-UY-A9PH-01A-11D-A38G-08	372	96
TCGA-XF-A8HB-01A-11D-A364-08	14	79
TCGA-XF-A8HC-01A-11D-A364-08	109	85
TCGA-XF-A8HD-01A-11D-A364-08	490	97
TCGA-XF-A8HE-01A-11D-A364-08	436	54
TCGA-XF-A8HF-01A-11D-A364-08	70	115
TCGA-XF-A8HG-01A-11D-A364-08	172	175
TCGA-XF-A8HH-01A-11D-A38G-08	80	64
TCGA-XF-A8HI-01A-11D-A38G-08	75	21
TCGA-XF-A9SG-01A-12D-A42E-08	161	71
TCGA-XF-A9SH-01A-11D-A391-08	25	28
TCGA-XF-A9SI-01A-11D-A391-08	417	0
TCGA-XF-A9SJ-01A-11D-A391-08	265	88
TCGA-XF-A9SK-01A-11D-A42E-08	114	69
TCGA-XF-A9SL-01A-11D-A391-08	90	2
TCGA-XF-A9SM-01A-11D-A42E-08	283	7
TCGA-XF-A9SP-01A-11D-A391-08	230	140
TCGA-XF-A9ST-01A-11D-A42E-08	400	270
TCGA-XF-A9SU-01A-31D-A391-08	7	54
TCGA-XF-A9SV-01A-21D-A42E-08	20	70
TCGA-XF-A9SW-01A-11D-A42E-08	31	47
TCGA-XF-A9SX-01A-21D-A391-08	33	97
TCGA-XF-A9SY-01A-21D-A42E-08	252	256
TCGA-XF-A9SZ-01A-11D-A391-08	147	87
TCGA-XF-A9T0-01A-11D-A391-08	647	396
TCGA-XF-A9T2-01A-11D-A42E-08	70	32
TCGA-XF-A9T3-01A-11D-A42E-08	132	384
TCGA-XF-A9T4-01A-11D-A391-08	16	31
TCGA-XF-A9T5-01A-11D-A42E-08	860	0
TCGA-XF-A9T6-01A-11D-A42E-08	122	244
TCGA-XF-A9T8-01A-11D-A391-08	899	0
TCGA-XF-AAME-01A-12D-A42E-08	0	20
TCGA-XF-AAMF-01A-21D-A42E-08	54	36
TCGA-XF-AAMG-01A-11D-A42E-08	986	217
TCGA-XF-AAMH-01A-11D-A42E-08	3	65
TCGA-XF-AAMJ-01A-11D-A42E-08	1	45
TCGA-XF-AAML-01A-11D-A42E-08	476	155
TCGA-XF-AAMQ-01A-11D-A42E-08	202	63
TCGA-XF-AAMR-01A-31D-A42E-08	69	46
TCGA-XF-AAMT-01A-11D-A42E-08	47	73
TCGA-XF-AAMW-01A-11D-A42E-08	0	43
TCGA-XF-AAMX-01A-11D-A42E-08	207	195
TCGA-XF-AAMY-01A-11D-A42E-08	94	48
TCGA-XF-AAMZ-01A-11D-A42E-08	188	121
TCGA-XF-AAN0-01A-11D-A42E-08	416	78
TCGA-XF-AAN1-01A-31D-A42E-08	25	83
TCGA-XF-AAN2-01A-11D-A42E-08	542	42
TCGA-XF-AAN3-01A-11D-A42E-08	156	39
TCGA-XF-AAN4-01A-11D-A42E-08	26	12
TCGA-XF-AAN5-01A-11D-A42E-08	323	56
TCGA-XF-AAN7-01A-11D-A42E-08	34	136
TCGA-XF-AAN8-01A-11D-A42E-08	0	2
TCGA-YC-A89H-01A-11D-A364-08	1472	703
TCGA-YC-A8S6-01A-31D-A38G-08	73	47
TCGA-YC-A9TC-01A-22D-A391-08	75	57
TCGA-YF-AA3L-01A-11D-A38G-08	142	244
TCGA-YF-AA3M-01A-11D-A42E-08	66	140
TCGA-ZF-A9R0-01A-11D-A38G-08	194	47
TCGA-ZF-A9R1-01A-11D-A391-08	58	54
TCGA-ZF-A9R2-01A-11D-A391-08	130	44
TCGA-ZF-A9R3-01A-11D-A38G-08	50	56
TCGA-ZF-A9R4-01A-11D-A38G-08	252	46
TCGA-ZF-A9R5-01A-12D-A42E-08	0	113
TCGA-ZF-A9R7-01A-11D-A38G-08	823	53
TCGA-ZF-A9R9-01A-11D-A38G-08	141	99
TCGA-ZF-A9RC-01A-11D-A38G-08	956	297
TCGA-ZF-A9RD-01A-11D-A42E-08	147	72
TCGA-ZF-A9RE-01A-11D-A38G-08	2	69
TCGA-ZF-A9RF-01A-11D-A38G-08	167	128
TCGA-ZF-A9RG-01A-21D-A42E-08	234	68
TCGA-ZF-A9RL-01A-11D-A38G-08	239	157
TCGA-ZF-A9RM-01A-11D-A38G-08	12	90
TCGA-ZF-A9RN-01A-11D-A42E-08	130	112
TCGA-ZF-AA4N-01A-11D-A38G-08	119	76
TCGA-ZF-AA4R-01A-11D-A38G-08	42	28
TCGA-ZF-AA4T-01A-11D-A38G-08	22	98
TCGA-ZF-AA4U-01A-11D-A38G-08	6	75
TCGA-ZF-AA4V-01A-11D-A38G-08	595	282
TCGA-ZF-AA4W-01A-12D-A38G-08	196	391
TCGA-ZF-AA4X-01A-11D-A38G-08	712	72
TCGA-ZF-AA51-01A-21D-A391-08	821	4
TCGA-ZF-AA52-01A-12D-A391-08	80	72
TCGA-ZF-AA53-01A-11D-A391-08	208	0
TCGA-ZF-AA54-01A-11D-A391-08	178	33
TCGA-ZF-AA56-01A-31D-A391-08	77	43
TCGA-ZF-AA58-01A-12D-A42E-08	189	82
TCGA-ZF-AA5H-01A-11D-A391-08	32	46
TCGA-ZF-AA5N-01A-11D-A42E-08	13	48
TCGA-ZF-AA5P-01A-11D-A391-08	22	30
