Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E
TCGA-A2-A0YJ-01A-11D-A10G-09	2	33	26	15	7
TCGA-A2-A0YK-01A-22D-A117-09	375	0	0	41	16
TCGA-A2-A0YL-01A-21D-A10G-09	20	5	0	21	0
TCGA-A2-A0YM-01A-11D-A10G-09	22	12	26	22	7
TCGA-A2-A0YT-01A-11D-A10G-09	4	10	23	17	13
TCGA-A2-A1FV-01A-11D-A13L-09	2	0	9	28	1
TCGA-A2-A1FW-01A-11D-A13L-09	1	27	30	18	6
TCGA-A2-A1FX-01A-11D-A13L-09	0	9	4	8	6
TCGA-A2-A1FZ-01A-51D-A17G-09	2	12	13	2	0
TCGA-A2-A1G0-01A-11D-A13L-09	1	10	0	10	1
TCGA-A2-A1G1-01A-21D-A13L-09	0	21	5	12	1
TCGA-A2-A1G4-01A-11D-A13L-09	3	12	5	11	0
TCGA-A2-A1G6-01A-11D-A13L-09	0	4	4	0	0
TCGA-A2-A259-01A-11D-A16D-09	1	6	0	14	0
TCGA-A2-A25A-01A-12D-A16D-09	47	380	0	0	38
TCGA-A2-A25B-01A-11D-A167-09	2	64	12	28	8
TCGA-A2-A25C-01A-11D-A167-09	3	21	6	6	5
TCGA-A2-A25D-01A-12D-A16D-09	8	20	9	16	0
TCGA-A2-A25E-01A-11D-A167-09	6	34	15	6	4
TCGA-A2-A25F-01A-11D-A167-09	0	6	0	0	0
TCGA-A2-A3KD-01A-12D-A20S-09	0	0	6	14	0
TCGA-A2-A3XT-01A-11D-A22X-09	29	58	25	0	4
TCGA-A2-A3XU-01A-12D-A22X-09	0	4	13	11	2
TCGA-A2-A3XV-01A-21D-A23C-09	0	17	14	10	4
TCGA-A2-A3XW-01A-11D-A23C-09	0	6	0	4	3
TCGA-A2-A3XX-01A-21D-A23C-09	2	21	14	10	7
TCGA-A2-A3XZ-01A-42D-A23C-09	17	6	10	15	7
TCGA-A2-A3Y0-01A-11D-A23C-09	50	111	62	0	1
TCGA-A2-A4S1-01A-21D-A25Q-09	7	41	32	5	2
TCGA-A2-A4S2-01A-12D-A25Q-09	3	16	7	13	0
TCGA-A2-A4S3-01A-21D-A25Q-09	13	38	29	11	6
TCGA-A7-A0CD-01A-11W-A019-09	0	9	19	12	0
TCGA-A7-A0CE-01A-11W-A019-09	19	100	23	13	8
TCGA-A7-A0CG-01A-11W-A019-09	13	0	16	35	8
TCGA-A7-A0CJ-01A-21W-A019-09	4	40	25	15	4
TCGA-A7-A0D9-01A-31W-A071-09	6	6	3	9	0
TCGA-A7-A0DA-01A-31D-A10Y-09	12	106	10	16	6
TCGA-A7-A0DB-01A-11D-A272-09	15	15	11	9	4
TCGA-A7-A13D-01A-13D-A272-09	20	72	18	14	5
TCGA-A7-A13E-01A-11D-A272-09	1	20	7	11	1
TCGA-A7-A13F-01A-11D-A12Q-09	1	5	10	12	9
TCGA-A7-A13G-01A-11D-A13L-09	8	5	5	11	0
TCGA-A7-A26E-01A-11D-A272-09	15	0	0	38	7
TCGA-A7-A26F-01A-21D-A167-09	0	17	0	25	5
TCGA-A7-A26G-01A-21D-A167-09	15	31	10	9	1
TCGA-A7-A26H-01A-11D-A167-09	64	14	10	43	5
TCGA-A7-A26I-01A-11D-A167-09	7	20	3	16	1
TCGA-A7-A26J-01A-11D-A272-09	0	20	2	17	0
TCGA-A7-A2KD-01A-31D-A21Q-09	2	6	13	30	3
TCGA-A7-A3RF-01A-11D-A228-09	0	18	13	6	0
TCGA-A7-A425-01A-11D-A243-09	0	17	10	11	0
TCGA-A7-A4SC-01A-12D-A25Q-09	0	12	3	14	5
TCGA-A7-A4SD-01A-11D-A25Q-09	2	9	32	14	4
TCGA-A7-A4SE-01A-11D-A25Q-09	41	66	23	0	0
TCGA-A7-A56D-01A-11D-A27P-09	73	14	5	70	21
TCGA-A7-A5ZW-01A-12D-A29N-09	11	3	13	2	5
TCGA-A7-A5ZX-01A-12D-A29N-09	2	14	0	14	7
TCGA-A7-A6VV-01A-22D-A33E-09	7	24	10	16	2
TCGA-A7-A6VW-01A-21D-A33E-09	6	41	20	9	3
TCGA-A7-A6VX-01A-12D-A33E-09	35	109	1	39	2
TCGA-A7-A6VY-01A-12D-A33E-09	25	67	25	5	7
TCGA-A8-A06O-01A-11W-A019-09	0	15	36	33	2
TCGA-A8-A06P-01A-11W-A019-09	12	24	34	6	5
TCGA-A8-A06Q-01A-11W-A050-09	181	0	0	83	16
TCGA-A8-A06R-01A-11D-A015-09	3	16	21	26	0
TCGA-A8-A06T-01A-11W-A019-09	3	19	12	4	0
TCGA-A8-A06U-01A-11W-A019-09	9	24	37	17	0
TCGA-A8-A06X-01A-21W-A019-09	20	182	60	9	11
TCGA-A8-A06Y-01A-21W-A019-09	5	18	7	8	2
TCGA-A8-A06Z-01A-11W-A019-09	0	63	11	13	2
TCGA-A8-A075-01A-11D-A099-09	17	36	0	28	2
TCGA-A8-A076-01A-21W-A019-09	3	27	6	43	12
TCGA-A8-A079-01A-21W-A019-09	2	51	13	34	3
TCGA-A8-A07B-01A-11W-A019-09	28	20	17	12	2
TCGA-A8-A07F-01A-11W-A019-09	0	9	9	19	0
TCGA-A8-A07G-01A-11W-A050-09	4	39	10	26	1
TCGA-A8-A07I-01A-11W-A019-09	2	27	20	10	4
TCGA-A8-A07J-01A-11W-A019-09	13	53	3	16	6
TCGA-A8-A07L-01A-11W-A019-09	7	75	24	9	3
TCGA-A8-A07O-01A-11W-A019-09	9	10	1	38	5
TCGA-A8-A07P-01A-11W-A019-09	2	18	24	26	4
TCGA-A8-A07U-01A-11W-A050-09	21	53	10	25	6
TCGA-A8-A07W-01A-11W-A019-09	16	36	80	19	5
TCGA-A8-A07Z-01A-11W-A019-09	0	7	13	6	0
TCGA-A8-A081-01A-11W-A019-09	27	30	36	29	7
TCGA-A8-A082-01A-11W-A019-09	2	3	12	11	0
TCGA-A8-A083-01A-21W-A019-09	2	17	7	5	3
TCGA-A8-A085-01A-11W-A019-09	22	60	9	0	3
TCGA-A8-A08B-01A-11W-A019-09	13	10	0	30	8
TCGA-A8-A08C-01A-11W-A019-09	1	6	0	2	0
TCGA-A8-A08F-01A-11W-A019-09	10	80	46	0	0
TCGA-A8-A08G-01A-11W-A019-09	4	11	20	10	7
TCGA-A8-A08H-01A-21W-A019-09	77	59	0	93	0
TCGA-A8-A08J-01A-11W-A019-09	4	13	3	15	6
TCGA-A8-A08L-01A-11W-A019-09	111	120	26	0	3
TCGA-A8-A08O-01A-21W-A071-09	3	15	7	3	4
TCGA-A8-A08P-01A-11W-A019-09	15	20	29	11	7
TCGA-A8-A08R-01A-11W-A050-09	59	152	59	0	5
TCGA-A8-A08S-01A-11W-A050-09	0	10	30	24	3
TCGA-A8-A08T-01A-21W-A019-09	4	27	10	16	13
TCGA-A8-A08X-01A-21W-A019-09	2	16	26	4	0
TCGA-A8-A08Z-01A-21W-A019-09	2	4	15	23	0
TCGA-A8-A090-01A-11W-A019-09	4	17	4	18	3
TCGA-A8-A091-01A-11W-A019-09	4	2	11	11	2
TCGA-A8-A092-01A-11W-A019-09	47	3	0	37	9
TCGA-A8-A093-01A-11W-A019-09	59	0	0	56	22
TCGA-A8-A094-01A-11W-A019-09	140	28	15	26	8
TCGA-A8-A095-01A-11W-A019-09	139	23	0	22	16
TCGA-A8-A096-01A-11W-A019-09	0	12	30	3	0
TCGA-A8-A097-01A-11W-A050-09	20	73	22	0	6
TCGA-A8-A099-01A-11W-A019-09	1	20	11	9	1
TCGA-A8-A09A-01A-11W-A019-09	25	154	20	45	1
TCGA-A8-A09B-01A-11W-A019-09	2	21	2	24	3
TCGA-A8-A09C-01A-11W-A019-09	0	31	14	12	1
TCGA-A8-A09D-01A-11W-A019-09	3	26	14	23	1
TCGA-A8-A09E-01A-11W-A019-09	0	58	3	31	0
TCGA-A8-A09G-01A-21W-A019-09	267	15	16	0	13
TCGA-A8-A09I-01A-22W-A050-09	56	17	36	46	7
TCGA-A8-A09K-01A-11W-A019-09	2	16	5	25	3
TCGA-A8-A09M-01A-11W-A019-09	6	108	18	28	9
TCGA-A8-A09N-01A-11W-A019-09	53	46	36	2	9
TCGA-A8-A09Q-01A-11W-A019-09	7	66	51	33	18
TCGA-A8-A09T-01A-11W-A019-09	0	11	11	7	0
TCGA-A8-A09V-01A-11D-A045-09	3	14	4	10	0
TCGA-A8-A09W-01A-11W-A019-09	5	43	35	9	1
TCGA-A8-A09X-01A-11W-A019-09	12	17	11	27	3
TCGA-A8-A09Z-01A-11W-A019-09	6	96	1106	83	31
TCGA-A8-A0A1-01A-11W-A019-09	0	17	23	25	2
TCGA-A8-A0A2-01A-11W-A050-09	0	14	19	16	3
TCGA-A8-A0A4-01A-11W-A019-09	2	37	22	10	2
TCGA-A8-A0A6-01A-12W-A071-09	6	12	6	13	6
TCGA-A8-A0A7-01A-11W-A019-09	168	0	0	97	13
TCGA-A8-A0A9-01A-11W-A019-09	15	7	23	18	5
TCGA-A8-A0AB-01A-11W-A050-09	0	17	13	10	0
TCGA-A8-A0AD-01A-11W-A071-09	2	11	4	12	0
TCGA-AC-A23C-01A-12D-A167-09	47	32	18	21	7
TCGA-AC-A23E-01A-11D-A159-09	0	5	6	6	3
TCGA-AC-A23H-01A-11D-A159-09	5327	12	0	213	150
TCGA-AC-A2B8-01A-11D-A17D-09	72	0	0	35	3
TCGA-AC-A2BK-01A-11D-A21Q-09	3	50	43	5	3
TCGA-AC-A2BM-01A-11D-A21Q-09	3	9	6	0	1
TCGA-AC-A2FB-01A-11D-A17D-09	2	4	0	7	0
TCGA-AC-A2FF-01A-11D-A17D-09	2	6	1	3	0
TCGA-AC-A2FG-01A-11D-A17D-09	6	8	3	17	3
TCGA-AC-A2FO-01A-11D-A17W-09	13	1	0	10	3
TCGA-AC-A2QH-01A-11D-A18P-09	3	5	15	9	1
TCGA-AC-A3HN-01A-11D-A20S-09	2	9	10	3	1
TCGA-AC-A3OD-01A-11D-A21Q-09	2	0	11	15	6
TCGA-AC-A3QP-01A-11D-A22X-09	1	17	8	2	5
TCGA-AC-A3QQ-01A-11D-A228-09	0	7	13	15	2
TCGA-AC-A3W5-01A-11D-A228-09	66	98	18	16	11
TCGA-AC-A3YI-01A-21D-A23C-09	0	10	2	3	4
TCGA-AC-A3YJ-01A-11D-A22X-09	0	6	10	15	1
TCGA-AC-A4ZE-01A-11D-A41F-09	5	19	28	16	1
TCGA-AC-A5EH-01A-11D-A28B-09	23	94	35	29	10
TCGA-AC-A5EI-01A-11D-A27P-09	4	4	4	25	3
TCGA-AC-A5XS-01A-11D-A29N-09	519	0	0	120	48
TCGA-AC-A5XU-01A-11D-A28B-09	6	9	32	55	3
TCGA-AC-A62V-01A-11D-A31U-09	1	11	36	36	8
TCGA-AC-A62X-01A-11D-A29N-09	0	0	35	32	5
TCGA-AC-A62Y-01A-11D-A29N-09	24	20	16	20	3
TCGA-AC-A6IV-01A-12D-A33E-09	0	6	2	10	5
TCGA-AC-A6IW-01A-12D-A33E-09	82	55	49	15	2
TCGA-AC-A6IX-01A-12D-A32I-09	20	1	15	21	0
TCGA-AC-A6NO-01A-12D-A33E-09	2	7	12	15	2
TCGA-AC-A7VB-01A-11D-A351-09	0	1	21	9	0
TCGA-AC-A7VC-01A-11D-A351-09	0	7	9	8	4
TCGA-AC-A8OP-01A-11D-A36J-09	14	81	55	50	22
TCGA-AC-A8OQ-01A-11D-A41F-09	13	35	23	44	13
TCGA-AC-A8OR-01A-21D-A41F-09	0	28	15	4	1
TCGA-AC-A8OS-01A-12D-A41F-09	12	22	10	28	0
TCGA-AN-A03X-01A-21W-A019-09	0	55	17	5	5
TCGA-AN-A03Y-01A-21W-A019-09	2	12	9	25	4
TCGA-AN-A041-01A-11W-A050-09	4	12	11	20	5
TCGA-AN-A046-01A-21W-A050-09	10	12	114	0	6524
TCGA-AN-A049-01A-21W-A019-09	0	14	1	15	6
TCGA-AN-A04A-01A-21W-A050-09	0	11	11	29	1
TCGA-AN-A04C-01A-21W-A050-09	4	34	27	32	5
TCGA-AN-A04D-01A-21W-A050-09	9	64	24	6	1
TCGA-AN-A0AJ-01A-11W-A019-09	17	21	32	10	15
TCGA-AN-A0AK-01A-21W-A019-09	5	39	1113	139	65
TCGA-AN-A0AL-01A-11W-A019-09	6	56	17	0	1
TCGA-AN-A0AM-01A-11W-A050-09	10	51	19	30	1
TCGA-AN-A0AR-01A-11W-A019-09	18	91	25	0	6
TCGA-AN-A0AS-01A-11W-A019-09	3	13	15	13	4
TCGA-AN-A0AT-01A-11D-A045-09	18	72	29	3	3
TCGA-AN-A0FD-01A-11W-A050-09	1	17	9	9	0
TCGA-AN-A0FF-01A-11W-A050-09	0	2	13	10	0
TCGA-AN-A0FJ-01A-11W-A019-09	36	42	23	24	0
TCGA-AN-A0FK-01A-11W-A050-09	0	16	17	23	4
TCGA-AN-A0FL-01A-11W-A050-09	29	97	49	14	4
TCGA-AN-A0FN-01A-11W-A050-09	6	52	11	13	4
TCGA-AN-A0FS-01A-11W-A050-09	22	29	10	30	6
TCGA-AN-A0FT-01A-11W-A050-09	24	12	33	48	6
TCGA-AN-A0FV-01A-11W-A019-09	35	32	18	22	2
TCGA-AN-A0FW-01A-11W-A050-09	12	72	10	21	7
TCGA-AN-A0FX-01A-11W-A050-09	10	103	34	18	11
TCGA-AN-A0FY-01A-11W-A050-09	0	9	17	33	2
TCGA-AN-A0FZ-01A-11W-A050-09	1	6	29	38	7
TCGA-AN-A0G0-01A-11W-A050-09	0	11	14	15	1
TCGA-AN-A0XN-01A-21D-A10G-09	10	92	44	5	8
TCGA-AN-A0XO-01A-11D-A10G-09	2	6	0	18	10
TCGA-AN-A0XP-01A-11D-A117-09	6	12	8	6	0
TCGA-AN-A0XR-01A-11D-A10G-09	5	12	1	10	0
TCGA-AN-A0XS-01A-22D-A10G-09	5	7	3	12	3
TCGA-AN-A0XT-01A-11D-A10G-09	0	4	6	9	0
TCGA-AN-A0XU-01A-11D-A10G-09	23	62	24	0	10
TCGA-AN-A0XV-01A-11D-A10G-09	2	7	22	1	3
TCGA-AN-A0XW-01A-11D-A10G-09	363	0	17	0	0
TCGA-AO-A03L-01A-41W-A071-09	3	20	2	13	0
TCGA-AO-A03O-01A-11W-A019-09	6	27	45	18	0
TCGA-AO-A03P-01A-11W-A019-09	2	20	11	26	4
TCGA-AO-A03R-01A-21W-A050-09	0	31	0	31	2
TCGA-AO-A03T-01A-21W-A050-09	19	77	8	17	1
TCGA-AO-A03V-01A-11D-A10Y-09	12	18	6	21	6
TCGA-AO-A0J2-01A-11W-A050-09	9	41	30	0	2
TCGA-AO-A0J3-01A-11W-A050-09	8	18	5	44	14
TCGA-AO-A0J4-01A-11W-A050-09	45	69	30	0	0
TCGA-AO-A0J5-01A-11W-A050-09	0	37	15	27	3
TCGA-AO-A0J6-01A-11W-A050-09	19	74	17	6	4
TCGA-AO-A0J7-01A-11W-A050-09	3	4	0	17	2
TCGA-AO-A0J8-01A-21D-A045-09	0	11	0	14	4
TCGA-AO-A0J9-01A-11W-A050-09	93	17	0	63	12
TCGA-AO-A0JA-01A-11W-A071-09	8	9	0	19	0
TCGA-AO-A0JB-01A-11W-A071-09	11	84	12	31	4
TCGA-AO-A0JC-01A-11W-A071-09	129	0	0	35	12
TCGA-AO-A0JD-01A-11W-A071-09	3	77	25	24	6
TCGA-AO-A0JE-01A-11W-A071-09	28	7	11	1	8
TCGA-AO-A0JF-01A-11W-A071-09	1	18	0	15	2
TCGA-AO-A0JG-01A-31D-A099-09	0	9	6	0	3
TCGA-AO-A0JI-01A-21W-A100-09	0	16	7	5	3
TCGA-AO-A0JJ-01A-11W-A071-09	0	20	3	11	4
TCGA-AO-A0JM-01A-21W-A071-09	5	8	19	17	9
TCGA-AO-A124-01A-11D-A10M-09	1	94	26	20	14
TCGA-AO-A128-01A-11D-A10M-09	17	0	1046	100	32
TCGA-AO-A12A-01A-21D-A10Y-09	0	2	6	7	0
TCGA-AO-A12D-01A-11D-A10Y-09	24	2	0	33	5
TCGA-AO-A12F-01A-11D-A10Y-09	0	6	17	7	4
TCGA-AO-A12H-01A-11D-A10Y-09	0	7	10	13	0
TCGA-AO-A1KO-01A-31D-A188-09	0	3	2	1	2
TCGA-AO-A1KP-01A-11D-A13L-09	0	5	8	8	0
TCGA-AO-A1KR-01A-12D-A142-09	14	47	14	4	2
TCGA-AO-A1KS-01A-11D-A13L-09	15	0	2	34	6
TCGA-AO-A1KT-01A-11D-A13L-09	0	13	20	13	3
TCGA-AQ-A04H-01B-11D-A10M-09	0	7	35	31	6
TCGA-AQ-A04J-01A-02W-A050-09	8	60	11	20	0
TCGA-AQ-A0Y5-01A-11D-A14K-09	18	3	16	20	4
TCGA-AQ-A1H2-01A-11D-A13L-09	0	12	12	5	3
TCGA-AQ-A1H3-01A-31D-A13L-09	0	0	14	11	0
TCGA-AQ-A54O-01A-11D-A25Q-09	0	9	7	11	0
TCGA-AQ-A7U7-01A-22D-A351-09	62	0	12	13	7
TCGA-AR-A0TP-01A-11D-A099-09	6	43	12	9	0
TCGA-AR-A0TQ-01A-11D-A099-09	4	14	0	21	1
TCGA-AR-A0TR-01A-11D-A099-09	0	3	18	16	4
TCGA-AR-A0TS-01A-11D-A10Y-09	9	45	20	18	0
TCGA-AR-A0TT-01A-31D-A099-09	12	20	20	14	1
TCGA-AR-A0TU-01A-31D-A10G-09	13	135	15	15	5
TCGA-AR-A0TV-01A-21D-A099-09	2	29	14	29	2
TCGA-AR-A0TW-01A-11D-A099-09	1	12	22	15	7
TCGA-AR-A0TX-01A-11D-A099-09	303	0	0	45	24
TCGA-AR-A0TY-01A-12W-A12T-09	16	139	55	0	9
TCGA-AR-A0TZ-01A-12D-A099-09	21	6	13	6	10
TCGA-AR-A0U0-01A-11D-A10G-09	27	156	18	18	8
TCGA-AR-A0U1-01A-11D-A10Y-09	7	69	18	0	3
TCGA-AR-A0U2-01A-11D-A10G-09	1	46	26	23	3
TCGA-AR-A0U3-01A-11D-A10G-09	0	8	9	13	6
TCGA-AR-A1AH-01A-11D-A12B-09	5	56	33	0	10
TCGA-AR-A1AI-01A-11D-A12Q-09	16	20	16	14	12
TCGA-AR-A1AJ-01A-21D-A12Q-09	16	0	12	15	4
TCGA-AR-A1AK-01A-21D-A12Q-09	29	10	2	26	7
TCGA-AR-A1AL-01A-21D-A12Q-09	5	5	8	12	0
TCGA-AR-A1AN-01A-11D-A12Q-09	2	0	17	6	2
TCGA-AR-A1AO-01A-11D-A12Q-09	21	47	3	27	8
TCGA-AR-A1AP-01A-11D-A12Q-09	4	0	15	12	5
TCGA-AR-A1AQ-01A-11D-A12Q-09	0	9	14	15	0
TCGA-AR-A1AR-01A-31D-A135-09	5	24	14	14	0
TCGA-AR-A1AS-01A-11D-A12Q-09	12	0	12	10	5
TCGA-AR-A1AT-01A-11D-A12Q-09	2	14	8	4	1
TCGA-AR-A1AU-01A-11D-A12Q-09	0	2	10	12	0
TCGA-AR-A1AV-01A-21D-A12Q-09	0	12	13	23	6
TCGA-AR-A1AW-01A-21D-A12Q-09	1	14	12	17	0
TCGA-AR-A1AX-01A-11D-A12Q-09	0	9	3	13	2
TCGA-AR-A1AY-01A-21D-A12Q-09	3	19	9	26	2
TCGA-AR-A24H-01A-11D-A167-09	23	88	18	19	4
TCGA-AR-A24K-01A-11D-A167-09	0	16	9	4	4
TCGA-AR-A24L-01A-11D-A167-09	6	28	3	5	0
TCGA-AR-A24M-01A-11D-A167-09	0	12	13	5	0
TCGA-AR-A24N-01A-11D-A167-09	0	8	6	26	0
TCGA-AR-A24O-01A-11D-A167-09	0	3	11	9	0
TCGA-AR-A24P-01A-11D-A167-09	0	6	7	7	5
TCGA-AR-A24Q-01A-12D-A167-09	35	117	34	4	11
TCGA-AR-A24R-01A-11D-A167-09	1	3	6	11	0
TCGA-AR-A24S-01A-11D-A167-09	7	9	19	17	1
TCGA-AR-A24T-01A-11D-A167-09	0	6	1	12	2
TCGA-AR-A24U-01A-11D-A167-09	16	6	10	6	2
TCGA-AR-A24V-01A-21D-A167-09	3	4	12	6	2
TCGA-AR-A24W-01A-11D-A17G-09	0	8	0	4	1
TCGA-AR-A24X-01A-11D-A167-09	0	25	9	5	7
TCGA-AR-A24Z-01A-11D-A167-09	2	24	4	15	2
TCGA-AR-A250-01A-31D-A167-09	51	25	33	6	15
TCGA-AR-A251-01A-12D-A167-09	29	111	25	4	2
TCGA-AR-A252-01A-11D-A167-09	0	0	6	8	0
TCGA-AR-A254-01A-21D-A167-09	0	9	6	20	3
TCGA-AR-A255-01A-11D-A167-09	18	25	18	4	16
TCGA-AR-A256-01A-11D-A167-09	26	144	19	21	15
TCGA-AR-A2LE-01A-11D-A17W-09	232	0	0	87	32
TCGA-AR-A2LH-01A-31D-A18P-09	29	0	0	19	5
TCGA-AR-A2LK-01A-11D-A17W-09	0	4	12	23	3
TCGA-AR-A2LL-01A-11D-A17W-09	0	8	14	11	2
TCGA-AR-A2LM-01A-11D-A17W-09	1	7	1	3	3
TCGA-AR-A2LN-01A-21D-A18P-09	16	0	0	28	5
TCGA-AR-A2LO-01A-31D-A18P-09	1	10	4	3	1
TCGA-AR-A2LQ-01A-22D-A18P-09	0	6	4	3	0
TCGA-AR-A2LR-01A-12D-A18P-09	1	35	10	16	5
TCGA-AR-A5QM-01A-11D-A27P-09	0	13	5	12	2
TCGA-AR-A5QN-01A-12D-A28B-09	0	4	13	28	2
TCGA-AR-A5QP-01A-11D-A28B-09	2	0	10	13	3
TCGA-AR-A5QQ-01A-11D-A28B-09	13	45	28	6	1
TCGA-B6-A0I1-01A-11D-A21Q-09	4	29	9	25	4
TCGA-B6-A0I2-01A-11W-A050-09	28	15	21	3	5
TCGA-B6-A0I5-01A-11W-A100-09	0	6	15	10	0
TCGA-B6-A0I6-01A-11D-A128-09	7	61	21	7	2
TCGA-B6-A0I8-01A-11W-A050-09	18	73	30	17	4
TCGA-B6-A0I9-01A-11W-A050-09	0	18	24	36	6
TCGA-B6-A0IA-01A-11W-A050-09	8	63	18	3	2
