	A	B	Mean_A	Mean_B	H-statistic	P-value	Decision
0	SBS1	SBS2	2.6707317073170733	10.409756097560976	75.89583420306299	2.9903024819502952e-18	Rank medians are different
1	SBS1	SBS5	2.6707317073170733	9.114634146341464	143.73197164817606	4.066226515763425e-33	Rank medians are different
2	SBS1	SBS10a	2.6707317073170733	0.3804878048780488	489.61871328492464	1.7249472867534823e-108	Rank medians are different
3	SBS1	SBS10b	2.6707317073170733	2.3804878048780487	147.81167176584646	5.21553594692141e-34	Rank medians are different
4	SBS1	SBS13	2.6707317073170733	10.27560975609756	82.24428678509479	1.2026474371919977e-19	Rank medians are different
5	SBS2	SBS5	10.409756097560976	9.114634146341464	1.8698900473306095	0.17148767305446622	Rank medians are similar
6	SBS2	SBS10a	10.409756097560976	0.3804878048780488	448.1344498493912	1.8370152731061696e-99	Rank medians are different
7	SBS2	SBS10b	10.409756097560976	2.3804878048780487	221.68338345634942	3.883300062316059e-50	Rank medians are different
8	SBS2	SBS13	10.409756097560976	10.27560975609756	0.18983623149887516	0.6630529555604971	Rank medians are similar
9	SBS5	SBS10a	9.114634146341464	0.3804878048780488	522.9103557185164	9.848244705992315e-116	Rank medians are different
10	SBS5	SBS10b	9.114634146341464	2.3804878048780487	280.50718792405837	5.821989986955616e-63	Rank medians are different
11	SBS5	SBS13	9.114634146341464	10.27560975609756	0.5460230269247113	0.45994725180185225	Rank medians are similar
12	SBS10a	SBS10b	0.3804878048780488	2.3804878048780487	84.82200653059303	3.26470414298345e-20	Rank medians are different
13	SBS10a	SBS13	0.3804878048780488	10.27560975609756	435.8216256353337	8.786810820170046e-97	Rank medians are different
14	SBS10b	SBS13	2.3804878048780487	10.27560975609756	222.2183140425001	2.9684074196238356e-50	Rank medians are different
