	0
0	ENSG00000000003
1	ENSG00000000005
2	ENSG00000000419
3	ENSG00000000457
4	ENSG00000000460
5	ENSG00000000938
6	ENSG00000000971
7	ENSG00000001036
8	ENSG00000001084
9	ENSG00000001167
10	ENSG00000001460
11	ENSG00000001461
12	ENSG00000001497
13	ENSG00000001561
14	ENSG00000001617
15	ENSG00000001626
16	ENSG00000001629
17	ENSG00000001630
18	ENSG00000001631
19	ENSG00000002016
20	ENSG00000002079
21	ENSG00000002330
22	ENSG00000002549
23	ENSG00000002586
24	ENSG00000002587
25	ENSG00000002726
26	ENSG00000002745
27	ENSG00000002746
28	ENSG00000002822
29	ENSG00000002834
30	ENSG00000002919
31	ENSG00000002933
32	ENSG00000003056
33	ENSG00000003096
34	ENSG00000003137
35	ENSG00000003147
36	ENSG00000003249
37	ENSG00000003393
38	ENSG00000003400
39	ENSG00000003402
40	ENSG00000003436
41	ENSG00000003509
42	ENSG00000003756
43	ENSG00000003987
44	ENSG00000003989
45	ENSG00000004059
46	ENSG00000004139
47	ENSG00000004142
48	ENSG00000004399
49	ENSG00000004455
50	ENSG00000004468
51	ENSG00000004478
52	ENSG00000004487
53	ENSG00000004534
54	ENSG00000004660
55	ENSG00000004700
56	ENSG00000004766
57	ENSG00000004776
58	ENSG00000004777
59	ENSG00000004779
60	ENSG00000004799
61	ENSG00000004809
62	ENSG00000004838
63	ENSG00000004846
64	ENSG00000004848
65	ENSG00000004864
66	ENSG00000004866
67	ENSG00000004897
68	ENSG00000004948
69	ENSG00000004961
70	ENSG00000004975
71	ENSG00000005001
72	ENSG00000005007
73	ENSG00000005020
74	ENSG00000005022
75	ENSG00000005059
76	ENSG00000005073
77	ENSG00000005075
78	ENSG00000005100
79	ENSG00000005102
80	ENSG00000005108
81	ENSG00000005156
82	ENSG00000005175
83	ENSG00000005187
84	ENSG00000005189
85	ENSG00000005194
86	ENSG00000005206
87	ENSG00000005238
88	ENSG00000005243
89	ENSG00000005249
90	ENSG00000005302
91	ENSG00000005339
92	ENSG00000005379
93	ENSG00000005381
94	ENSG00000005421
95	ENSG00000005436
96	ENSG00000005448
97	ENSG00000005469
98	ENSG00000005471
99	ENSG00000005483
100	ENSG00000005486
101	ENSG00000005513
102	ENSG00000005700
103	ENSG00000005801
104	ENSG00000005810
105	ENSG00000005812
106	ENSG00000005844
107	ENSG00000005882
108	ENSG00000005884
109	ENSG00000005889
110	ENSG00000005893
111	ENSG00000005961
112	ENSG00000005981
113	ENSG00000006007
114	ENSG00000006015
115	ENSG00000006016
116	ENSG00000006025
117	ENSG00000006042
118	ENSG00000006047
119	ENSG00000006059
120	ENSG00000006062
121	ENSG00000006071
122	ENSG00000006118
123	ENSG00000006125
124	ENSG00000006128
125	ENSG00000006194
126	ENSG00000006210
127	ENSG00000006282
128	ENSG00000006283
129	ENSG00000006327
130	ENSG00000006377
131	ENSG00000006432
132	ENSG00000006451
133	ENSG00000006453
134	ENSG00000006459
135	ENSG00000006468
136	ENSG00000006530
137	ENSG00000006534
138	ENSG00000006555
139	ENSG00000006576
140	ENSG00000006606
141	ENSG00000006607
142	ENSG00000006611
143	ENSG00000006625
144	ENSG00000006634
145	ENSG00000006638
146	ENSG00000006652
147	ENSG00000006695
148	ENSG00000006704
149	ENSG00000006712
150	ENSG00000006715
151	ENSG00000006740
152	ENSG00000006744
153	ENSG00000006747
154	ENSG00000006756
155	ENSG00000006757
156	ENSG00000006788
157	ENSG00000006831
158	ENSG00000006837
159	ENSG00000007001
160	ENSG00000007038
161	ENSG00000007047
162	ENSG00000007062
163	ENSG00000007080
164	ENSG00000007129
165	ENSG00000007168
166	ENSG00000007171
167	ENSG00000007174
168	ENSG00000007202
169	ENSG00000007216
170	ENSG00000007237
171	ENSG00000007255
172	ENSG00000007264
173	ENSG00000007306
174	ENSG00000007312
175	ENSG00000007314
176	ENSG00000007341
177	ENSG00000007350
178	ENSG00000007372
179	ENSG00000007376
180	ENSG00000007384
181	ENSG00000007392
182	ENSG00000007402
183	ENSG00000007516
184	ENSG00000007520
185	ENSG00000007541
186	ENSG00000007545
187	ENSG00000007866
188	ENSG00000007908
189	ENSG00000007923
190	ENSG00000007933
191	ENSG00000007944
192	ENSG00000007952
193	ENSG00000007968
194	ENSG00000008018
195	ENSG00000008056
196	ENSG00000008083
197	ENSG00000008086
198	ENSG00000008118
199	ENSG00000008128
200	ENSG00000008130
201	ENSG00000008196
202	ENSG00000008226
203	ENSG00000008256
204	ENSG00000008277
205	ENSG00000008282
206	ENSG00000008283
207	ENSG00000008294
208	ENSG00000008300
209	ENSG00000008311
210	ENSG00000008323
211	ENSG00000008324
212	ENSG00000008382
213	ENSG00000008394
214	ENSG00000008405
215	ENSG00000008441
216	ENSG00000008513
217	ENSG00000008516
218	ENSG00000008517
219	ENSG00000008710
220	ENSG00000008735
221	ENSG00000008838
222	ENSG00000008853
223	ENSG00000008869
224	ENSG00000008952
225	ENSG00000008988
226	ENSG00000009307
227	ENSG00000009335
228	ENSG00000009413
229	ENSG00000009694
230	ENSG00000009709
231	ENSG00000009724
232	ENSG00000009765
233	ENSG00000009780
234	ENSG00000009790
235	ENSG00000009830
236	ENSG00000009844
237	ENSG00000009950
238	ENSG00000009954
239	ENSG00000010017
240	ENSG00000010030
241	ENSG00000010072
242	ENSG00000010165
243	ENSG00000010219
244	ENSG00000010244
245	ENSG00000010256
246	ENSG00000010270
247	ENSG00000010278
248	ENSG00000010282
249	ENSG00000010292
250	ENSG00000010295
251	ENSG00000010310
252	ENSG00000010318
253	ENSG00000010319
254	ENSG00000010322
255	ENSG00000010327
256	ENSG00000010361
257	ENSG00000010404
258	ENSG00000010438
259	ENSG00000010539
260	ENSG00000010610
261	ENSG00000010626
262	ENSG00000010671
263	ENSG00000010704
264	ENSG00000010803
265	ENSG00000010810
266	ENSG00000010818
267	ENSG00000010932
268	ENSG00000011007
269	ENSG00000011009
270	ENSG00000011021
271	ENSG00000011028
272	ENSG00000011052
273	ENSG00000011083
274	ENSG00000011105
275	ENSG00000011114
276	ENSG00000011132
277	ENSG00000011143
278	ENSG00000011198
279	ENSG00000011201
280	ENSG00000011243
281	ENSG00000011258
282	ENSG00000011260
283	ENSG00000011275
284	ENSG00000011295
285	ENSG00000011304
286	ENSG00000011332
287	ENSG00000011347
288	ENSG00000011376
289	ENSG00000011405
290	ENSG00000011422
291	ENSG00000011426
292	ENSG00000011451
293	ENSG00000011454
294	ENSG00000011465
295	ENSG00000011478
296	ENSG00000011485
297	ENSG00000011523
298	ENSG00000011566
299	ENSG00000011590
300	ENSG00000011600
301	ENSG00000011638
302	ENSG00000011677
303	ENSG00000012048
304	ENSG00000012061
305	ENSG00000012124
306	ENSG00000012171
307	ENSG00000012174
308	ENSG00000012211
309	ENSG00000012223
310	ENSG00000012232
311	ENSG00000012660
312	ENSG00000012779
313	ENSG00000012817
314	ENSG00000012822
315	ENSG00000012963
316	ENSG00000012983
317	ENSG00000013016
318	ENSG00000013275
319	ENSG00000013288
320	ENSG00000013293
321	ENSG00000013297
322	ENSG00000013306
323	ENSG00000013364
324	ENSG00000013374
325	ENSG00000013375
326	ENSG00000013392
327	ENSG00000013441
328	ENSG00000013503
329	ENSG00000013523
330	ENSG00000013561
331	ENSG00000013563
332	ENSG00000013573
333	ENSG00000013583
334	ENSG00000013588
335	ENSG00000013619
336	ENSG00000013725
337	ENSG00000013810
338	ENSG00000014123
339	ENSG00000014138
340	ENSG00000014164
341	ENSG00000014216
342	ENSG00000014257
343	ENSG00000014641
344	ENSG00000014824
345	ENSG00000014914
346	ENSG00000014919
347	ENSG00000015133
348	ENSG00000015153
349	ENSG00000015171
350	ENSG00000015285
351	ENSG00000015413
352	ENSG00000015475
353	ENSG00000015479
354	ENSG00000015520
355	ENSG00000015532
356	ENSG00000015568
357	ENSG00000015592
358	ENSG00000015676
359	ENSG00000016082
360	ENSG00000016391
361	ENSG00000016402
362	ENSG00000016602
363	ENSG00000016864
364	ENSG00000017260
365	ENSG00000017427
366	ENSG00000017483
367	ENSG00000017797
368	ENSG00000018189
369	ENSG00000018236
370	ENSG00000018280
371	ENSG00000018408
372	ENSG00000018510
373	ENSG00000018610
374	ENSG00000018625
375	ENSG00000018699
376	ENSG00000018869
377	ENSG00000019102
378	ENSG00000019144
379	ENSG00000019169
380	ENSG00000019186
381	ENSG00000019485
382	ENSG00000019505
383	ENSG00000019549
384	ENSG00000019582
385	ENSG00000019991
386	ENSG00000019995
387	ENSG00000020129
388	ENSG00000020181
389	ENSG00000020256
390	ENSG00000020426
391	ENSG00000020577
392	ENSG00000020633
393	ENSG00000020922
394	ENSG00000021300
395	ENSG00000021355
396	ENSG00000021488
397	ENSG00000021574
398	ENSG00000021645
399	ENSG00000021762
400	ENSG00000021776
401	ENSG00000021826
402	ENSG00000021852
403	ENSG00000022267
404	ENSG00000022277
405	ENSG00000022355
406	ENSG00000022556
407	ENSG00000022567
408	ENSG00000022840
409	ENSG00000022976
410	ENSG00000023041
411	ENSG00000023171
412	ENSG00000023191
413	ENSG00000023228
414	ENSG00000023287
415	ENSG00000023318
416	ENSG00000023330
417	ENSG00000023445
418	ENSG00000023516
419	ENSG00000023572
420	ENSG00000023608
421	ENSG00000023697
422	ENSG00000023734
423	ENSG00000023839
424	ENSG00000023892
425	ENSG00000023902
426	ENSG00000023909
427	ENSG00000024048
428	ENSG00000024422
429	ENSG00000024526
430	ENSG00000024862
431	ENSG00000025039
432	ENSG00000025156
433	ENSG00000025293
434	ENSG00000025423
435	ENSG00000025434
436	ENSG00000025708
437	ENSG00000025770
438	ENSG00000025772
439	ENSG00000025796
440	ENSG00000025800
441	ENSG00000026025
442	ENSG00000026036
443	ENSG00000026103
444	ENSG00000026297
445	ENSG00000026508
446	ENSG00000026559
447	ENSG00000026652
448	ENSG00000026751
449	ENSG00000026950
450	ENSG00000027001
451	ENSG00000027075
452	ENSG00000027644
453	ENSG00000027697
454	ENSG00000027847
455	ENSG00000027869
456	ENSG00000028116
457	ENSG00000028137
458	ENSG00000028203
459	ENSG00000028277
460	ENSG00000028310
461	ENSG00000028528
462	ENSG00000028839
463	ENSG00000029153
464	ENSG00000029363
465	ENSG00000029364
466	ENSG00000029534
467	ENSG00000029559
468	ENSG00000029639
469	ENSG00000029725
470	ENSG00000029993
471	ENSG00000030066
472	ENSG00000030110
473	ENSG00000030419
474	ENSG00000030582
475	ENSG00000031003
476	ENSG00000031081
477	ENSG00000031691
478	ENSG00000031698
479	ENSG00000031823
480	ENSG00000032219
481	ENSG00000032389
482	ENSG00000032444
483	ENSG00000032742
484	ENSG00000033011
485	ENSG00000033030
486	ENSG00000033050
487	ENSG00000033100
488	ENSG00000033122
489	ENSG00000033170
490	ENSG00000033178
491	ENSG00000033327
492	ENSG00000033627
493	ENSG00000033800
494	ENSG00000033867
495	ENSG00000034053
496	ENSG00000034152
497	ENSG00000034239
498	ENSG00000034510
499	ENSG00000034533
500	ENSG00000034677
501	ENSG00000034693
502	ENSG00000034713
503	ENSG00000034971
504	ENSG00000035115
505	ENSG00000035141
506	ENSG00000035403
507	ENSG00000035499
508	ENSG00000035664
509	ENSG00000035681
510	ENSG00000035687
511	ENSG00000035720
512	ENSG00000035862
513	ENSG00000035928
514	ENSG00000036054
515	ENSG00000036257
516	ENSG00000036448
517	ENSG00000036530
518	ENSG00000036549
519	ENSG00000036565
520	ENSG00000036672
521	ENSG00000037042
522	ENSG00000037241
523	ENSG00000037280
524	ENSG00000037474
525	ENSG00000037637
526	ENSG00000037749
527	ENSG00000037757
528	ENSG00000037897
529	ENSG00000037965
530	ENSG00000038002
531	ENSG00000038210
532	ENSG00000038219
533	ENSG00000038274
534	ENSG00000038295
535	ENSG00000038358
536	ENSG00000038382
537	ENSG00000038427
538	ENSG00000038532
539	ENSG00000038945
540	ENSG00000039068
541	ENSG00000039123
542	ENSG00000039139
543	ENSG00000039319
544	ENSG00000039523
545	ENSG00000039537
546	ENSG00000039560
547	ENSG00000039600
548	ENSG00000039650
549	ENSG00000040199
550	ENSG00000040275
551	ENSG00000040341
552	ENSG00000040487
553	ENSG00000040531
554	ENSG00000040608
555	ENSG00000040633
556	ENSG00000040731
557	ENSG00000040933
558	ENSG00000041353
