	A	B	Mean_A	Mean_B	H-statistic	P-value	Decision
0	SBS1	SBS2	0.8607594936708861	3.610126582278481	71.25957381842967	3.1318748155008824e-17	Rank medians are different
1	SBS1	SBS5	0.8607594936708861	2.69873417721519	57.76273221247294	2.95719709354364e-14	Rank medians are different
2	SBS1	SBS6	0.8607594936708861	0.47341772151898737	99.65599988494878	1.8130477794150408e-23	Rank medians are different
3	SBS1	SBS10a	0.8607594936708861	0.13924050632911392	184.51826097108616	4.999959788078616e-42	Rank medians are different
4	SBS1	SBS10b	0.8607594936708861	1.478481012658228	9.332818734716872	0.002250858564434525	Rank medians are different
5	SBS1	SBS13	0.8607594936708861	3.526582278481013	78.84325511778566	6.723861605736396e-19	Rank medians are different
6	SBS2	SBS5	3.610126582278481	2.69873417721519	1.301348665731932	0.2539670211959938	Rank medians are similar
7	SBS2	SBS6	3.610126582278481	0.47341772151898737	212.32521454198297	4.2715242316650185e-48	Rank medians are different
8	SBS2	SBS10a	3.610126582278481	0.13924050632911392	296.90894497999955	1.5531721738865412e-66	Rank medians are different
9	SBS2	SBS10b	3.610126582278481	1.478481012658228	85.2222760706542	2.6664095432600154e-20	Rank medians are different
10	SBS2	SBS13	3.610126582278481	3.526582278481013	0.10460233853737097	0.7463750284409228	Rank medians are similar
11	SBS5	SBS6	2.69873417721519	0.47341772151898737	203.21242257232169	4.157541338109868e-46	Rank medians are different
12	SBS5	SBS10a	2.69873417721519	0.13924050632911392	291.41147108526144	2.4491313213191936e-65	Rank medians are different
13	SBS5	SBS10b	2.69873417721519	1.478481012658228	74.39427791264411	6.397416789663472e-18	Rank medians are different
14	SBS5	SBS13	2.69873417721519	3.526582278481013	2.154605601004609	0.1421429382967558	Rank medians are similar
15	SBS6	SBS10a	0.47341772151898737	0.13924050632911392	15.865831048364052	6.799532706972988e-05	Rank medians are different
16	SBS6	SBS10b	0.47341772151898737	1.478481012658228	34.421827170404555	4.437191750825467e-09	Rank medians are different
17	SBS6	SBS13	0.47341772151898737	3.526582278481013	221.4667394001678	4.329672518423989e-50	Rank medians are different
18	SBS10a	SBS10b	0.13924050632911392	1.478481012658228	85.71325067819369	2.080143380788318e-20	Rank medians are different
19	SBS10a	SBS13	0.13924050632911392	3.526582278481013	308.1919410206418	5.408811291005733e-69	Rank medians are different
20	SBS10b	SBS13	1.478481012658228	3.526582278481013	91.4109889664566	1.1672643554715934e-21	Rank medians are different
