	A	B	Mean_A	Mean_B	H-statistic	P-value	Decision
0	SBS1	SBS2	1.8712871287128714	5.631188118811881	26.373241283473035	2.81412212615001e-07	Rank medians are different
1	SBS1	SBS5	1.8712871287128714	4.378712871287129	19.442410237441923	1.0367901891783884e-05	Rank medians are different
2	SBS1	SBS10a	1.8712871287128714	0.25495049504950495	335.356712044313	6.548114991607212e-75	Rank medians are different
3	SBS1	SBS10b	1.8712871287128714	5.537128712871287	8.261092050980222	0.004050375580928983	Rank medians are different
4	SBS1	SBS13	1.8712871287128714	4.99009900990099	26.056721633947074	3.3153263733338035e-07	Rank medians are different
5	SBS1	SBS42	1.8712871287128714	0.4777227722772277	251.85015065927544	1.025878623108356e-56	Rank medians are different
6	SBS2	SBS5	5.631188118811881	4.378712871287129	0.6164189896624601	0.4323811329719126	Rank medians are similar
7	SBS2	SBS10a	5.631188118811881	0.25495049504950495	326.0244629267657	7.057978511997564e-73	Rank medians are different
8	SBS2	SBS10b	5.631188118811881	5.537128712871287	2.3874533533450926	0.12231273735759936	Rank medians are similar
9	SBS2	SBS13	5.631188118811881	4.99009900990099	0.029130988205751652	0.8644769428036605	Rank medians are similar
10	SBS2	SBS42	5.631188118811881	0.4777227722772277	259.6073422169807	2.0898080837189843e-58	Rank medians are different
11	SBS5	SBS10a	4.378712871287129	0.25495049504950495	335.5599615798983	5.91357934160324e-75	Rank medians are different
12	SBS5	SBS10b	4.378712871287129	5.537128712871287	0.850220060442599	0.356490091196325	Rank medians are similar
13	SBS5	SBS13	4.378712871287129	4.99009900990099	0.3725455587203791	0.5416199796848307	Rank medians are similar
14	SBS5	SBS42	4.378712871287129	0.4777227722772277	265.06865803601784	1.348061999753931e-59	Rank medians are different
15	SBS10a	SBS10b	0.25495049504950495	5.537128712871287	257.57890078471985	5.784519395560726e-58	Rank medians are different
16	SBS10a	SBS13	0.25495049504950495	4.99009900990099	320.7957716884862	9.71774728221447e-72	Rank medians are different
17	SBS10a	SBS42	0.25495049504950495	0.4777227722772277	9.316387499884717	0.002271133280269527	Rank medians are different
18	SBS10b	SBS13	5.537128712871287	4.99009900990099	1.8597441298479407	0.17265433424937743	Rank medians are similar
19	SBS10b	SBS42	5.537128712871287	0.4777227722772277	198.7140898193897	3.9852053111361776e-45	Rank medians are different
20	SBS13	SBS42	4.99009900990099	0.4777227722772277	254.10283719941953	3.3114077239799065e-57	Rank medians are different
